"","date","HSTO"
"1","2013-07-25",95
"2","2013-07-26",96
"3","2013-07-29",93.5
"4","2013-07-30",91.5
"5","2013-07-31",91.199997
"6","2013-08-01",90.699997
"7","2013-08-02",89.099998
"8","2013-08-05",96.199997
"9","2013-08-06",96.099998
"10","2013-08-07",93.099998
"11","2013-08-08",92.400002
"12","2013-08-09",90
"13","2013-08-12",92.900002
"14","2013-08-13",90
"15","2013-08-14",90.099998
"16","2013-08-15",93
"17","2013-08-16",92.900002
"18","2013-08-19",91.400002
"19","2013-08-20",89.099998
"20","2013-08-21",89.900002
"21","2013-08-22",89.300003
"22","2013-08-23",90.900002
"23","2013-08-26",92.099998
"24","2013-08-27",89.800003
"25","2013-08-28",90.599998
"26","2013-08-29",90.5
"27","2013-08-30",90.900002
"28","2013-09-03",90.900002
"29","2013-09-04",90.400002
"30","2013-09-05",88.5
"31","2013-09-06",87.699997
"32","2013-09-09",85.800003
"33","2013-09-10",86.199997
"34","2013-09-11",87
"35","2013-09-12",91.900002
"36","2013-09-13",92.5
"37","2013-09-16",94.5
"38","2013-09-17",94.900002
"39","2013-09-18",96.5
"40","2013-09-19",96.099998
"41","2013-09-20",96.199997
"42","2013-09-23",100.300003
"43","2013-09-24",96
"44","2013-09-25",104
"45","2013-09-26",104.900002
"46","2013-09-27",104.699997
"47","2013-09-30",100.5
"48","2013-10-01",102.099998
"49","2013-10-02",103.699997
"50","2013-10-03",104.099998
"51","2013-10-04",102.800003
"52","2013-10-07",101.400002
"53","2013-10-08",94.5
"54","2013-10-09",92.099998
"55","2013-10-10",92.5
"56","2013-10-11",93.699997
"57","2013-10-14",97.300003
"58","2013-10-15",96
"59","2013-10-16",99.900002
"60","2013-10-17",99.400002
"61","2013-10-18",99.900002
"62","2013-10-21",98.599998
"63","2013-10-22",99.099998
"64","2013-10-23",97.300003
"65","2013-10-24",92.300003
"66","2013-10-25",91.599998
"67","2013-10-28",90
"68","2013-10-29",90.300003
"69","2013-10-30",89.5
"70","2013-10-31",89
"71","2013-11-01",87.099998
"72","2013-11-04",92
"73","2013-11-05",90.300003
"74","2013-11-06",89.5
"75","2013-11-07",85.099998
"76","2013-11-08",86.800003
"77","2013-11-11",85.800003
"78","2013-11-12",85.199997
"79","2013-11-13",83.900002
"80","2013-11-14",82.5
"81","2013-11-15",76.699997
"82","2013-11-18",69.5
"83","2013-11-19",70.400002
"84","2013-11-20",69.599998
"85","2013-11-21",68.900002
"86","2013-11-22",60.700001
"87","2013-11-25",60.200001
"88","2013-11-26",60.700001
"89","2013-11-27",61.900002
"90","2013-11-29",63.799999
"91","2013-12-02",61.400002
"92","2013-12-03",72.5
"93","2013-12-04",67.5
"94","2013-12-05",68.699997
"95","2013-12-06",66.800003
"96","2013-12-09",61.599998
"97","2013-12-10",59.599998
"98","2013-12-11",60.599998
"99","2013-12-12",60.299999
"100","2013-12-13",60
"101","2013-12-16",60
"102","2013-12-17",62.599998
"103","2013-12-18",62.700001
"104","2013-12-19",63.299999
"105","2013-12-20",72
"106","2013-12-23",69.800003
"107","2013-12-24",70.099998
"108","2013-12-26",67.300003
"109","2013-12-27",67.199997
"110","2013-12-30",66.199997
"111","2013-12-31",64.5
"112","2014-01-02",62.599998
"113","2014-01-03",61.799999
"114","2014-01-06",61
"115","2014-01-07",63.5
"116","2014-01-08",62.400002
"117","2014-01-09",98
"118","2014-01-10",142.5
"119","2014-01-13",117.800003
"120","2014-01-14",117.599998
"121","2014-01-15",117.900002
"122","2014-01-16",110.599998
"123","2014-01-17",103.900002
"124","2014-01-21",116.599998
"125","2014-01-22",110.599998
"126","2014-01-23",119.099998
"127","2014-01-24",112.800003
"128","2014-01-27",109.099998
"129","2014-01-28",111
"130","2014-01-29",108.099998
"131","2014-01-30",110.5
"132","2014-01-31",105.699997
"133","2014-02-03",93.199997
"134","2014-02-04",95.099998
"135","2014-02-05",82.800003
"136","2014-02-06",86.5
"137","2014-02-07",94.5
"138","2014-02-10",101.900002
"139","2014-02-11",97.599998
"140","2014-02-12",98.900002
"141","2014-02-13",117.900002
"142","2014-02-14",114.400002
"143","2014-02-18",115.400002
"144","2014-02-19",114.400002
