"","date","PTR"
"1","2007-01-03",137.899994
"2","2007-01-04",132.429993
"3","2007-01-05",130.539993
"4","2007-01-08",131.149994
"5","2007-01-09",127.690002
"6","2007-01-10",123.669998
"7","2007-01-11",124.970001
"8","2007-01-12",127.400002
"9","2007-01-16",124.580002
"10","2007-01-17",122.43
"11","2007-01-18",120.75
"12","2007-01-19",124.550003
"13","2007-01-22",123.260002
"14","2007-01-23",127.169998
"15","2007-01-24",127.980003
"16","2007-01-25",123.860001
"17","2007-01-26",123.849998
"18","2007-01-29",121.379997
"19","2007-01-30",124.739998
"20","2007-01-31",123.330002
"21","2007-02-01",123.400002
"22","2007-02-02",124.150002
"23","2007-02-05",124.029999
"24","2007-02-06",124.699997
"25","2007-02-07",123.760002
"26","2007-02-08",124.449997
"27","2007-02-09",122.599998
"28","2007-02-12",122.370003
"29","2007-02-13",122.800003
"30","2007-02-14",122.879997
"31","2007-02-15",121.800003
"32","2007-02-16",122.830002
"33","2007-02-20",121
"34","2007-02-21",121.43
"35","2007-02-22",121.139999
"36","2007-02-23",120.519997
"37","2007-02-26",121.779999
"38","2007-02-27",114.25
"39","2007-02-28",116.370003
"40","2007-03-01",113.300003
"41","2007-03-02",112.660004
"42","2007-03-05",109.550003
"43","2007-03-06",113.540001
"44","2007-03-07",112.110001
"45","2007-03-08",114.449997
"46","2007-03-09",113.940002
"47","2007-03-12",113.400002
"48","2007-03-13",110.050003
"49","2007-03-14",111.300003
"50","2007-03-15",111.330002
"51","2007-03-16",110.309998
"52","2007-03-19",110.910004
"53","2007-03-20",110.440002
"54","2007-03-21",111.559998
"55","2007-03-22",111.620003
"56","2007-03-23",112.400002
"57","2007-03-26",116.050003
"58","2007-03-27",114.730003
"59","2007-03-28",114.800003
"60","2007-03-29",118.400002
"61","2007-03-30",117.089996
"62","2007-04-02",118.379997
"63","2007-04-03",118.800003
"64","2007-04-04",118.089996
"65","2007-04-05",118.110001
"66","2007-04-09",117.910004
"67","2007-04-10",116.849998
"68","2007-04-11",115.830002
"69","2007-04-12",117.449997
"70","2007-04-13",116.419998
"71","2007-04-16",117.449997
"72","2007-04-17",115.620003
"73","2007-04-18",115.709999
"74","2007-04-19",113.800003
"75","2007-04-20",116.699997
"76","2007-04-23",114.959999
"77","2007-04-24",114.449997
"78","2007-04-25",116.559998
"79","2007-04-26",116.279999
"80","2007-04-27",114.980003
"81","2007-04-30",112.139999
"82","2007-05-01",113
"83","2007-05-02",114.769997
"84","2007-05-03",121.260002
"85","2007-05-04",125.919998
"86","2007-05-07",127.639999
"87","2007-05-08",126.889999
"88","2007-05-09",127.260002
"89","2007-05-10",122.900002
"90","2007-05-11",129.229996
"91","2007-05-14",128.75
"92","2007-05-15",128.220001
"93","2007-05-16",130.5
"94","2007-05-17",131.800003
"95","2007-05-18",131.149994
"96","2007-05-21",131.199997
"97","2007-05-22",129.850006
"98","2007-05-23",129.580002
"99","2007-05-24",126.300003
"100","2007-05-25",128.949997
"101","2007-05-29",128.149994
"102","2007-05-30",127.919998
"103","2007-05-31",129.240005
"104","2007-06-01",130.699997
"105","2007-06-04",131.100006
"106","2007-06-05",135.899994
"107","2007-06-06",133.270004
"108","2007-06-07",131.889999
"109","2007-06-08",134.660004
"110","2007-06-11",134.899994
"111","2007-06-12",133.399994
"112","2007-06-13",135.75
"113","2007-06-14",137.199997
"114","2007-06-15",139.649994
"115","2007-06-18",142.199997
"116","2007-06-19",142.649994
"117","2007-06-20",147.100006
"118","2007-06-21",152.050003
"119","2007-06-22",149.259995
"120","2007-06-25",145.850006
"121","2007-06-26",145.080002
"122","2007-06-27",146.300003
"123","2007-06-28",148.889999
"124","2007-06-29",148.679993
"125","2007-07-02",150.899994
"126","2007-07-03",154.5
"127","2007-07-05",155.100006
"128","2007-07-06",157.5
"129","2007-07-09",159.940002
"130","2007-07-10",156.580002
"131","2007-07-11",157.330002
"132","2007-07-12",159
"133","2007-07-13",158.779999
"134","2007-07-16",156.509995
"135","2007-07-17",156.490005
"136","2007-07-18",152.389999
"137","2007-07-19",154.850006
"138","2007-07-20",154.279999
"139","2007-07-23",157.179993
"140","2007-07-24",152.589996
"141","2007-07-25",154.809998
"142","2007-07-26",148.979996
"143","2007-07-27",147.339996
"144","2007-07-30",146.5
"145","2007-07-31",147.259995
"146","2007-08-01",143.940002
"147","2007-08-02",142.899994
"148","2007-08-03",138.020004
"149","2007-08-06",136.910004
"150","2007-08-07",136.720001
"151","2007-08-08",139.639999
"152","2007-08-09",134.600006
"153","2007-08-10",134.289993
"154","2007-08-13",135.339996
"155","2007-08-14",133.820007
"156","2007-08-15",130.050003
"157","2007-08-16",125.919998
"158","2007-08-17",132.279999
"159","2007-08-20",134.380005
"160","2007-08-21",134.800003
"161","2007-08-22",139.289993
"162","2007-08-23",140.639999
"163","2007-08-24",144.600006
"164","2007-08-27",149.729996
"165","2007-08-28",139.389999
"166","2007-08-29",146.199997
"167","2007-08-30",143.100006
"168","2007-08-31",144.330002
"169","2007-09-04",146.509995
"170","2007-09-05",142.490005
"171","2007-09-06",142.910004
"172","2007-09-07",141.309998
"173","2007-09-10",143.009995
"174","2007-09-11",145.050003
"175","2007-09-12",145
"176","2007-09-13",146.169998
"177","2007-09-14",148.289993
"178","2007-09-17",147.309998
"179","2007-09-18",154.119995
"180","2007-09-19",155.669998
"181","2007-09-20",158.350006
"182","2007-09-21",167.220001
"183","2007-09-24",181.119995
"184","2007-09-25",175.820007
"185","2007-09-26",178.330002
"186","2007-09-27",185.580002
"187","2007-09-28",185.110001
"188","2007-10-01",189.830002
"189","2007-10-02",190.699997
"190","2007-10-03",174.779999
"191","2007-10-04",176.429993
"192","2007-10-05",190.830002
"193","2007-10-08",181.619995
"194","2007-10-09",186.080002
"195","2007-10-10",187.589996
"196","2007-10-11",193.279999
"197","2007-10-12",216.130005
"198","2007-10-15",236.440002
"199","2007-10-16",230.199997
"200","2007-10-17",263.700012
"201","2007-10-18",250.720001
"202","2007-10-19",232.979996
"203","2007-10-22",249.289993
"204","2007-10-23",257.01001
"205","2007-10-24",251.399994
"206","2007-10-25",248.699997
"207","2007-10-26",246.470001
"208","2007-10-29",254.300003
"209","2007-10-30",245.699997
"210","2007-10-31",262.600006
"211","2007-11-01",249
"212","2007-11-02",255.059998
"213","2007-11-05",222.100006
"214","2007-11-06",229.419998
"215","2007-11-07",212.800003
"216","2007-11-08",200.25
"217","2007-11-09",201.889999
"218","2007-11-12",184.539993
"219","2007-11-13",195.509995
"220","2007-11-14",199.080002
"221","2007-11-15",192.720001
"222","2007-11-16",189.899994
"223","2007-11-19",180.520004
"224","2007-11-20",190.600006
"225","2007-11-21",181
"226","2007-11-23",184.800003
"227","2007-11-26",186.070007
"228","2007-11-27",185.350006
"229","2007-11-28",193.020004
"230","2007-11-29",193.639999
"231","2007-11-30",191.740005
"232","2007-12-03",190.600006
"233","2007-12-04",189.75
"234","2007-12-05",202.020004
"235","2007-12-06",205.600006
"236","2007-12-07",202.929993
"237","2007-12-10",200
"238","2007-12-11",194.229996
"239","2007-12-12",195.800003
"240","2007-12-13",187.539993
"241","2007-12-14",181.809998
"242","2007-12-17",172.429993
"243","2007-12-18",175.389999
"244","2007-12-19",174.070007
"245","2007-12-20",174
"246","2007-12-21",179.399994
"247","2007-12-24",181.720001
"248","2007-12-26",184.029999
"249","2007-12-27",178.899994
"250","2007-12-28",175.899994
"251","2007-12-31",175.470001
"252","2008-01-02",173.649994
"253","2008-01-03",170.639999
"254","2008-01-04",176
"255","2008-01-07",177.149994
"256","2008-01-08",175.300003
"257","2008-01-09",182.119995
"258","2008-01-10",181.649994
"259","2008-01-11",174.039993
"260","2008-01-14",173
"261","2008-01-15",158.309998
"262","2008-01-16",153.25
"263","2008-01-17",152.059998
"264","2008-01-18",155.160004
"265","2008-01-22",140.699997
"266","2008-01-23",145.75
"267","2008-01-24",146.309998
"268","2008-01-25",147.830002
"269","2008-01-28",147.699997
"270","2008-01-29",147.270004
"271","2008-01-30",141.320007
"272","2008-01-31",142.279999
"273","2008-02-01",149.75
"274","2008-02-04",155.5
"275","2008-02-05",148.350006
"276","2008-02-06",140.570007
"277","2008-02-07",143.059998
"278","2008-02-08",142.470001
"279","2008-02-11",140.740005
"280","2008-02-12",144.059998
"281","2008-02-13",148.979996
"282","2008-02-14",147.25
"283","2008-02-15",151.410004
"284","2008-02-19",155.070007
"285","2008-02-20",154.410004
"286","2008-02-21",148.009995
"287","2008-02-22",151.070007
"288","2008-02-25",150.649994
"289","2008-02-26",149.960007
"290","2008-02-27",154.320007
"291","2008-02-28",153.279999
"292","2008-02-29",146.820007
"293","2008-03-03",144.440002
"294","2008-03-04",138.75
"295","2008-03-05",141.309998
"296","2008-03-06",136.600006
"297","2008-03-07",133.990005
"298","2008-03-10",131.940002
"299","2008-03-11",142.529999
"300","2008-03-12",138.020004
"301","2008-03-13",133.139999
"302","2008-03-14",127.360001
"303","2008-03-17",124.040001
"304","2008-03-18",130.479996
"305","2008-03-19",120.629997
"306","2008-03-20",122.550003
"307","2008-03-24",123.199997
"308","2008-03-25",127.169998
"309","2008-03-26",124.089996
"310","2008-03-27",121.730003
"311","2008-03-28",128.029999
"312","2008-03-31",125.309998
"313","2008-04-01",131.880005
"314","2008-04-02",131
"315","2008-04-03",135.460007
"316","2008-04-04",135.580002
"317","2008-04-07",139.630005
"318","2008-04-08",136.970001
"319","2008-04-09",130.899994
"320","2008-04-10",131.100006
"321","2008-04-11",129.369995
"322","2008-04-14",125.919998
"323","2008-04-15",127.459999
"324","2008-04-16",129.479996
"325","2008-04-17",128.440002
"326","2008-04-18",126.150002
"327","2008-04-21",135.029999
"328","2008-04-22",137.389999
"329","2008-04-23",148.809998
"330","2008-04-24",149.729996
"331","2008-04-25",149.5
"332","2008-04-28",146.580002
"333","2008-04-29",147.970001
"334","2008-04-30",151.139999
"335","2008-05-01",152.850006
"336","2008-05-02",156.970001
"337","2008-05-05",156.270004
"338","2008-05-06",156.729996
"339","2008-05-07",145.029999
"340","2008-05-08",145
"341","2008-05-09",140.509995
"342","2008-05-12",140.449997
"343","2008-05-13",140.210007
"344","2008-05-14",140.300003
"345","2008-05-15",145.369995
"346","2008-05-16",146.940002
"347","2008-05-19",147.919998
"348","2008-05-20",142.800003
"349","2008-05-21",142.009995
"350","2008-05-22",142.660004
"351","2008-05-23",138.380005
"352","2008-05-27",136.820007
"353","2008-05-28",135.600006
"354","2008-05-29",139.149994
"355","2008-05-30",142.550003
"356","2008-06-02",144.100006
"357","2008-06-03",140.179993
"358","2008-06-04",138.190002
"359","2008-06-05",142.289993
"360","2008-06-06",135.970001
"361","2008-06-09",134.600006
"362","2008-06-10",131.679993
"363","2008-06-11",129.440002
"364","2008-06-12",130.479996
"365","2008-06-13",129.990005
"366","2008-06-16",131.059998
"367","2008-06-17",132.020004
"368","2008-06-18",134.529999
"369","2008-06-19",140.490005
"370","2008-06-20",133.479996
"371","2008-06-23",133.850006
"372","2008-06-24",131.770004
"373","2008-06-25",135.440002
"374","2008-06-26",128.960007
"375","2008-06-27",127.940002
"376","2008-06-30",128.860001
"377","2008-07-01",128.080002
"378","2008-07-02",122.489998
"379","2008-07-03",123.889999
"380","2008-07-07",127.169998
"381","2008-07-08",128.110001
"382","2008-07-09",125.010002
"383","2008-07-10",126.68
"384","2008-07-11",126.860001
"385","2008-07-14",126.93
"386","2008-07-15",122.43
"387","2008-07-16",128.509995
"388","2008-07-17",129.289993
"389","2008-07-18",130.470001
"390","2008-07-21",132.860001
"391","2008-07-22",135.039993
"392","2008-07-23",136.919998
"393","2008-07-24",131.339996
"394","2008-07-25",132.020004
"395","2008-07-28",130.399994
"396","2008-07-29",133.270004
"397","2008-07-30",135.75
"398","2008-07-31",133.460007
"399","2008-08-01",133.639999
"400","2008-08-04",130.940002
"401","2008-08-05",132.289993
"402","2008-08-06",133.860001
"403","2008-08-07",129.550003
"404","2008-08-08",132.039993
"405","2008-08-11",131.679993
"406","2008-08-12",128.369995
"407","2008-08-13",127.349998
"408","2008-08-14",129.75
"409","2008-08-15",126.290001
"410","2008-08-18",124.480003
"411","2008-08-19",123.779999
"412","2008-08-20",127.57
"413","2008-08-21",127.199997
"414","2008-08-22",128.5
"415","2008-08-25",125.639999
"416","2008-08-26",128.389999
"417","2008-08-27",130.990005
"418","2008-08-28",130.660004
"419","2008-08-29",129.199997
"420","2008-09-02",127.550003
"421","2008-09-03",123.709999
"422","2008-09-04",119.550003
"423","2008-09-05",119.32
"424","2008-09-08",119.68
"425","2008-09-09",113.510002
"426","2008-09-10",115.019997
"427","2008-09-11",112.720001
"428","2008-09-12",112.559998
"429","2008-09-15",105.769997
"430","2008-09-16",107.099998
"431","2008-09-17",92.790001
"432","2008-09-18",103
"433","2008-09-19",110.419998
"434","2008-09-22",109.75
"435","2008-09-23",106.349998
"436","2008-09-24",109.730003
"437","2008-09-25",113.519997
"438","2008-09-26",111.489998
"439","2008-09-29",96.690002
"440","2008-09-30",102.730003
"441","2008-10-01",104.300003
"442","2008-10-02",98.639999
"443","2008-10-03",97
"444","2008-10-06",91
"445","2008-10-07",84.660004
"446","2008-10-08",82.75
"447","2008-10-09",74.629997
"448","2008-10-10",79.489998
"449","2008-10-13",90.43
"450","2008-10-14",86.959999
"451","2008-10-15",74.919998
"452","2008-10-16",82.220001
"453","2008-10-17",79.839996
"454","2008-10-20",87.559998
"455","2008-10-21",81.209999
"456","2008-10-22",71.209999
"457","2008-10-23",71.349998
"458","2008-10-24",63.02
"459","2008-10-27",57.25
"460","2008-10-28",64.919998
"461","2008-10-29",67.849998
"462","2008-10-30",75.900002
"463","2008-10-31",74.580002
"464","2008-11-03",76.230003
"465","2008-11-04",80.040001
"466","2008-11-05",72.239998
"467","2008-11-06",67.529999
"468","2008-11-07",74.300003
"469","2008-11-10",77.690002
"470","2008-11-11",73.470001
"471","2008-11-12",71
"472","2008-11-13",78.279999
"473","2008-11-14",73.580002
"474","2008-11-17",72.860001
"475","2008-11-18",72.650002
"476","2008-11-19",68.589996
"477","2008-11-20",64.300003
"478","2008-11-21",74.269997
"479","2008-11-24",76.050003
"480","2008-11-25",75.57
"481","2008-11-26",83.550003
"482","2008-11-28",82.580002
"483","2008-12-01",77.419998
"484","2008-12-02",81.599998
"485","2008-12-03",83.529999
"486","2008-12-04",78.800003
"487","2008-12-05",82.190002
"488","2008-12-08",89.449997
"489","2008-12-09",86.720001
"490","2008-12-10",93.389999
"491","2008-12-11",91.809998
"492","2008-12-12",89.75
"493","2008-12-15",86.940002
"494","2008-12-16",93.449997
"495","2008-12-17",92.32
"496","2008-12-18",90
"497","2008-12-19",89.910004
"498","2008-12-22",87.139999
"499","2008-12-23",82.790001
"500","2008-12-24",83.190002
"501","2008-12-26",83.589996
"502","2008-12-29",84.849998
"503","2008-12-30",87.879997
"504","2008-12-31",88.980003
"505","2009-01-02",95.660004
"506","2009-01-05",98.639999
"507","2009-01-06",101.25
"508","2009-01-07",94.589996
"509","2009-01-08",93.029999
"510","2009-01-09",89.400002
