"","date","PRGS"
"1","2007-01-03",18.753334
"2","2007-01-04",18.766666
"3","2007-01-05",18.473333
"4","2007-01-08",18.493334
"5","2007-01-09",18.459999
"6","2007-01-10",18.26
"7","2007-01-11",18.34
"8","2007-01-12",18.42
"9","2007-01-16",18.266666
"10","2007-01-17",18.366667
"11","2007-01-18",18.226667
"12","2007-01-19",18.299999
"13","2007-01-22",18.139999
"14","2007-01-23",17.846666
"15","2007-01-24",18.373333
"16","2007-01-25",18.353333
"17","2007-01-26",18.613333
"18","2007-01-29",18.74
"19","2007-01-30",18.813334
"20","2007-01-31",18.940001
"21","2007-02-01",18.966667
"22","2007-02-02",18.753334
"23","2007-02-05",18.76
"24","2007-02-06",18.706667
"25","2007-02-07",18.940001
"26","2007-02-08",18.986666
"27","2007-02-09",18.886667
"28","2007-02-12",18.966667
"29","2007-02-13",19.233334
"30","2007-02-14",19.233334
"31","2007-02-15",19.246666
"32","2007-02-16",19.059999
"33","2007-02-20",18.993334
"34","2007-02-21",19.26
"35","2007-02-22",19.213333
"36","2007-02-23",19.24
"37","2007-02-26",19.213333
"38","2007-02-27",18.666666
"39","2007-02-28",18.700001
"40","2007-03-01",18.646667
"41","2007-03-02",18.446667
"42","2007-03-05",18.173334
"43","2007-03-06",18.633333
"44","2007-03-07",18.393333
"45","2007-03-08",18.360001
"46","2007-03-09",18.426666
"47","2007-03-12",18.540001
"48","2007-03-13",17.953333
"49","2007-03-14",18.286667
"50","2007-03-15",18.493334
"51","2007-03-16",18.593334
"52","2007-03-19",18.873333
"53","2007-03-20",20.4
"54","2007-03-21",20.559999
"55","2007-03-22",20.360001
"56","2007-03-23",20.506666
"57","2007-03-26",20.32
"58","2007-03-27",20.693333
"59","2007-03-28",21.326666
"60","2007-03-29",20.833334
"61","2007-03-30",20.799999
"62","2007-04-02",21.02
"63","2007-04-03",21.026667
"64","2007-04-04",20.98
"65","2007-04-05",20.993334
"66","2007-04-09",20.940001
"67","2007-04-10",20.946667
"68","2007-04-11",20.913334
"69","2007-04-12",21.1
"70","2007-04-13",21.033333
"71","2007-04-16",21.1
"72","2007-04-17",20.719999
"73","2007-04-18",20.42
"74","2007-04-19",20.486666
"75","2007-04-20",20.74
"76","2007-04-23",20.766666
"77","2007-04-24",20.833334
"78","2007-04-25",20.893333
"79","2007-04-26",20.786667
"80","2007-04-27",20.593334
"81","2007-04-30",20.086666
"82","2007-05-01",20.08
"83","2007-05-02",20.66
"84","2007-05-03",20.98
"85","2007-05-04",21.066668
"86","2007-05-07",21.139999
"87","2007-05-08",20.966667
"88","2007-05-09",20.953333
"89","2007-05-10",20.540001
"90","2007-05-11",20.933332
"91","2007-05-14",20.6
"92","2007-05-15",20.646667
"93","2007-05-16",20.6
"94","2007-05-17",20.286667
"95","2007-05-18",20.713333
"96","2007-05-21",20.886667
"97","2007-05-22",21.126667
"98","2007-05-23",21.046667
"99","2007-05-24",20.42
"100","2007-05-25",20.733334
"101","2007-05-29",21.113333
"102","2007-05-30",21.639999
"103","2007-05-31",21.906666
"104","2007-06-01",21.879999
"105","2007-06-04",21.846666
"106","2007-06-05",21.613333
"107","2007-06-06",21.299999
"108","2007-06-07",21.033333
"109","2007-06-08",21.353333
"110","2007-06-11",21.526667
"111","2007-06-12",21.286667
"112","2007-06-13",21.459999
"113","2007-06-14",21.459999
"114","2007-06-15",21.559999
"115","2007-06-18",21.506666
"116","2007-06-19",22.226667
"117","2007-06-20",22.139999
"118","2007-06-21",22.299999
"119","2007-06-22",21.799999
"120","2007-06-25",21.226667
"121","2007-06-26",20.966667
"122","2007-06-27",21.386667
"123","2007-06-28",21.373333
"124","2007-06-29",21.193333
"125","2007-07-02",21.466667
"126","2007-07-03",21.540001
"127","2007-07-05",21.6
"128","2007-07-06",21.406666
"129","2007-07-09",21.333334
"130","2007-07-10",20.713333
"131","2007-07-11",21.246666
"132","2007-07-12",21.593334
"133","2007-07-13",21.626667
"134","2007-07-16",21.6
"135","2007-07-17",21.686666
"136","2007-07-18",21.046667
"137","2007-07-19",21.280001
"138","2007-07-20",20.92
"139","2007-07-23",20.986666
"140","2007-07-24",20.646667
"141","2007-07-25",20.773333
"142","2007-07-26",20.193333
"143","2007-07-27",19.879999
"144","2007-07-30",20.1
"145","2007-07-31",20.166666
"146","2007-08-01",20.353333
"147","2007-08-02",20.386667
"148","2007-08-03",19.040001
"149","2007-08-06",19.58
"150","2007-08-07",19.166666
"151","2007-08-08",18.546667
"152","2007-08-09",18.013334
"153","2007-08-10",19.773333
"154","2007-08-13",19.493334
"155","2007-08-14",19.786667
"156","2007-08-15",19.766666
"157","2007-08-16",20.446667
"158","2007-08-17",20.713333
"159","2007-08-20",20.233334
"160","2007-08-21",20.093334
"161","2007-08-22",20.546667
"162","2007-08-23",20.373333
"163","2007-08-24",20.666666
"164","2007-08-27",20.406666
"165","2007-08-28",19.786667
"166","2007-08-29",20.173334
"167","2007-08-30",20.173334
"168","2007-08-31",20.346666
"169","2007-09-04",20.440001
"170","2007-09-05",19.879999
"171","2007-09-06",20
"172","2007-09-07",19.173334
"173","2007-09-10",19.219999
"174","2007-09-11",19.886667
"175","2007-09-12",19.673334
"176","2007-09-13",19.953333
"177","2007-09-14",19.873333
"178","2007-09-17",19.639999
"179","2007-09-18",20.506666
"180","2007-09-19",20.873333
"181","2007-09-20",20.213333
"182","2007-09-21",19.82
"183","2007-09-24",19.860001
"184","2007-09-25",19.92
"185","2007-09-26",20.333334
"186","2007-09-27",20.353333
"187","2007-09-28",20.200001
"188","2007-10-01",21.333334
"189","2007-10-02",21.566668
"190","2007-10-03",21.440001
"191","2007-10-04",21.66
"192","2007-10-05",21.833334
"193","2007-10-08",21.633333
"194","2007-10-09",22.226667
"195","2007-10-10",21.793333
"196","2007-10-11",21.18
"197","2007-10-12",21.700001
"198","2007-10-15",21.5
"199","2007-10-16",21.353333
"200","2007-10-17",21.253334
"201","2007-10-18",21.459999
"202","2007-10-19",20.986666
"203","2007-10-22",21.626667
"204","2007-10-23",21.486666
"205","2007-10-24",21.52
"206","2007-10-25",21.433332
"207","2007-10-26",21.786667
"208","2007-10-29",21.413334
"209","2007-10-30",21.653334
"210","2007-10-31",21.806667
"211","2007-11-01",21.046667
"212","2007-11-02",21.046667
"213","2007-11-05",21.233334
"214","2007-11-06",21.546667
"215","2007-11-07",20.9
"216","2007-11-08",21.153334
"217","2007-11-09",20.799999
"218","2007-11-12",20.860001
"219","2007-11-13",21.4
"220","2007-11-14",21.246666
"221","2007-11-15",21.233334
"222","2007-11-16",21.24
"223","2007-11-19",20.666666
"224","2007-11-20",20.620001
"225","2007-11-21",20.446667
"226","2007-11-23",20.940001
"227","2007-11-26",20.166666
"228","2007-11-27",20.206667
"229","2007-11-28",20.959999
"230","2007-11-29",20.666666
"231","2007-11-30",21.086666
"232","2007-12-03",21.153334
"233","2007-12-04",21.586666
"234","2007-12-05",21.92
"235","2007-12-06",22.306667
"236","2007-12-07",21.953333
"237","2007-12-10",21.886667
"238","2007-12-11",21.586666
"239","2007-12-12",21.793333
"240","2007-12-13",21.58
"241","2007-12-14",21.106667
"242","2007-12-17",20.473333
"243","2007-12-18",20.76
"244","2007-12-19",21.046667
"245","2007-12-20",22.213333
"246","2007-12-21",22.413334
"247","2007-12-24",22.506666
"248","2007-12-26",22.6
"249","2007-12-27",22.186666
"250","2007-12-28",22.166666
"251","2007-12-31",22.453333
"252","2008-01-02",22.1
"253","2008-01-03",22.006666
"254","2008-01-04",21.553333
"255","2008-01-07",21.559999
"256","2008-01-08",20.893333
"257","2008-01-09",21.066668
"258","2008-01-10",20.986666
"259","2008-01-11",20.299999
"260","2008-01-14",20.433332
"261","2008-01-15",20.546667
"262","2008-01-16",20.700001
"263","2008-01-17",20.18
"264","2008-01-18",19.753334
"265","2008-01-22",19.626667
"266","2008-01-23",19.453333
"267","2008-01-24",19.326666
"268","2008-01-25",19.486666
"269","2008-01-28",19.74
"270","2008-01-29",19.786667
"271","2008-01-30",19.540001
"272","2008-01-31",19.68
"273","2008-02-01",20.033333
"274","2008-02-04",20.440001
"275","2008-02-05",20.086666
"276","2008-02-06",20.133333
"277","2008-02-07",20.139999
"278","2008-02-08",19.933332
"279","2008-02-11",20.02
"280","2008-02-12",20.200001
"281","2008-02-13",20.806667
"282","2008-02-14",20.893333
"283","2008-02-15",20.266666
"284","2008-02-19",19.860001
"285","2008-02-20",19.639999
"286","2008-02-21",19.033333
"287","2008-02-22",19.1
"288","2008-02-25",19.173334
"289","2008-02-26",19.82
"290","2008-02-27",19.726667
"291","2008-02-28",19.6
"292","2008-02-29",19.026667
"293","2008-03-03",18.813334
"294","2008-03-04",18.753334
"295","2008-03-05",19.16
"296","2008-03-06",18.879999
"297","2008-03-07",18.84
"298","2008-03-10",18.813334
"299","2008-03-11",19.373333
"300","2008-03-12",19.246666
"301","2008-03-13",19.66
"302","2008-03-14",19.086666
"303","2008-03-17",18.913334
"304","2008-03-18",19.68
"305","2008-03-19",19.113333
"306","2008-03-20",19.566668
"307","2008-03-24",20.013334
"308","2008-03-25",20.306667
"309","2008-03-26",20.393333
"310","2008-03-27",19.993334
"311","2008-03-28",20.08
"312","2008-03-31",19.946667
"313","2008-04-01",20.426666
"314","2008-04-02",20.446667
"315","2008-04-03",20.466667
"316","2008-04-04",20.493334
"317","2008-04-07",20.373333
"318","2008-04-08",20.4
"319","2008-04-09",20.006666
"320","2008-04-10",20.253334
"321","2008-04-11",19.653334
"322","2008-04-14",19.66
"323","2008-04-15",19.620001
"324","2008-04-16",20.073334
"325","2008-04-17",20
"326","2008-04-18",20
"327","2008-04-21",20.046667
"328","2008-04-22",19.246666
"329","2008-04-23",19.440001
"330","2008-04-24",19.959999
"331","2008-04-25",20.280001
"332","2008-04-28",20.32
"333","2008-04-29",20.26
"334","2008-04-30",20.153334
"335","2008-05-01",20.546667
"336","2008-05-02",20.120001
"337","2008-05-05",20.066668
"338","2008-05-06",20.166666
"339","2008-05-07",19.926666
"340","2008-05-08",19.853333
"341","2008-05-09",19.799999
"342","2008-05-12",19.986666
"343","2008-05-13",20.233334
"344","2008-05-14",20.139999
"345","2008-05-15",19.986666
"346","2008-05-16",20.006666
"347","2008-05-19",19.946667
"348","2008-05-20",19.953333
"349","2008-05-21",19.959999
"350","2008-05-22",20.166666
"351","2008-05-23",19.933332
"352","2008-05-27",20.266666
"353","2008-05-28",20.299999
"354","2008-05-29",20.68
"355","2008-05-30",20.76
"356","2008-06-02",20.086666
"357","2008-06-03",20.066668
"358","2008-06-04",20.5
"359","2008-06-05",20.773333
"360","2008-06-06",20.353333
"361","2008-06-09",20.053333
"362","2008-06-10",20.046667
"363","2008-06-11",19.360001
"364","2008-06-12",19.34
"365","2008-06-13",19.506666
"366","2008-06-16",19.366667
"367","2008-06-17",19.106667
"368","2008-06-18",18.66
"369","2008-06-19",18.379999
"370","2008-06-20",17.74
"371","2008-06-23",17.513334
"372","2008-06-24",16.92
"373","2008-06-25",17.553333
"374","2008-06-26",17.299999
"375","2008-06-27",17.233334
"376","2008-06-30",17.046667
"377","2008-07-01",17.18
"378","2008-07-02",16.833334
"379","2008-07-03",16.959999
"380","2008-07-07",16.986666
"381","2008-07-08",17.593334
"382","2008-07-09",17.446667
"383","2008-07-10",17.48
"384","2008-07-11",17.626667
"385","2008-07-14",17.266666
"386","2008-07-15",17.366667
"387","2008-07-16",17.620001
"388","2008-07-17",18.66
"389","2008-07-18",18.686666
"390","2008-07-21",18.613333
"391","2008-07-22",19.406666
"392","2008-07-23",19.586666
"393","2008-07-24",18.9
"394","2008-07-25",19.506666
"395","2008-07-28",19.526667
"396","2008-07-29",19.573334
"397","2008-07-30",19.953333
"398","2008-07-31",19.620001
"399","2008-08-01",19.686666
"400","2008-08-04",19.586666
"401","2008-08-05",20.1
"402","2008-08-06",20.186666
"403","2008-08-07",19.813334
"404","2008-08-08",20.326666
"405","2008-08-11",20.626667
"406","2008-08-12",20.346666
"407","2008-08-13",20.4
"408","2008-08-14",20.606667
"409","2008-08-15",20.193333
"410","2008-08-18",19.753334
"411","2008-08-19",19.366667
"412","2008-08-20",19.513334
"413","2008-08-21",19.306667
"414","2008-08-22",19.58
"415","2008-08-25",18.986666
"416","2008-08-26",18.866667
"417","2008-08-27",19.253334
"418","2008-08-28",19.780001
"419","2008-08-29",19.473333
"420","2008-09-02",19.486666
"421","2008-09-03",19.446667
"422","2008-09-04",18.713333
"423","2008-09-05",18.379999
"424","2008-09-08",18.913334
"425","2008-09-09",18.433332
"426","2008-09-10",18.686666
"427","2008-09-11",18.193333
"428","2008-09-12",17.986666
"429","2008-09-15",17.493334
"430","2008-09-16",17.700001
"431","2008-09-17",16.913334
"432","2008-09-18",16.76
"433","2008-09-19",18.086666
"434","2008-09-22",17.473333
"435","2008-09-23",17.4
"436","2008-09-24",17.046667
"437","2008-09-25",17.32
"438","2008-09-26",17.606667
"439","2008-09-29",16.879999
"440","2008-09-30",17.326666
"441","2008-10-01",16.913334
"442","2008-10-02",16.626667
