"","date","TXMD"
"1","2007-05-09",83.333336
"2","2007-05-10",83.333336
"3","2007-05-11",83.333336
"4","2007-05-14",83.333336
"5","2007-05-15",83.333336
"6","2007-05-16",83.333336
"7","2007-05-17",83.333336
"8","2007-05-18",83.333336
"9","2007-05-21",83.333336
"10","2007-05-22",83.333336
"11","2007-05-23",83.333336
"12","2007-05-24",83.333336
"13","2007-05-25",83.333336
"14","2007-05-29",83.333336
"15","2007-05-30",83.333336
"16","2007-05-31",83.333336
"17","2007-06-01",83.333336
"18","2007-06-04",83.333336
"19","2007-06-05",83.333336
"20","2007-06-06",83.333336
"21","2007-06-07",83.333336
"22","2007-06-08",83.333336
"23","2007-06-11",83.333336
"24","2007-06-12",83.333336
"25","2007-06-13",83.333336
"26","2007-06-14",83.333336
"27","2007-06-15",83.333336
"28","2007-06-18",83.333336
"29","2007-06-19",83.333336
"30","2007-06-20",83.333336
"31","2007-06-21",83.333336
"32","2007-06-22",83.333336
"33","2007-06-25",83.333336
"34","2007-06-26",83.333336
"35","2007-06-27",83.333336
"36","2007-06-28",83.333336
"37","2007-06-29",83.333336
"38","2007-07-02",83.333336
"39","2007-07-03",83.333336
"40","2007-07-05",83.333336
"41","2007-07-06",83.333336
"42","2007-07-09",83.333336
"43","2007-07-10",83.333336
"44","2007-07-11",83.333336
"45","2007-07-12",83.333336
"46","2007-07-13",83.333336
"47","2007-07-16",83.333336
"48","2007-07-17",83.333336
"49","2007-07-18",83.333336
"50","2007-07-19",83.333336
"51","2007-07-20",83.333336
"52","2007-07-23",83.333336
"53","2007-07-24",83.333336
"54","2007-07-25",83.333336
"55","2007-07-26",83.333336
"56","2007-07-27",83.333336
"57","2007-07-30",83.333336
"58","2007-07-31",83.333336
"59","2007-08-01",83.333336
"60","2007-08-02",83.333336
"61","2007-08-03",83.333336
"62","2007-08-06",83.333336
"63","2007-08-07",83.333336
"64","2007-08-08",83.333336
"65","2007-08-09",83.333336
"66","2007-08-10",83.333336
"67","2007-08-13",83.333336
"68","2007-08-14",83.333336
"69","2007-08-15",83.333336
"70","2007-08-16",83.333336
"71","2007-08-17",83.333336
"72","2007-08-20",83.333336
"73","2007-08-21",83.333336
"74","2007-08-22",83.333336
"75","2007-08-23",83.333336
"76","2007-08-24",83.333336
"77","2007-08-27",83.333336
"78","2007-08-28",83.333336
"79","2007-08-29",83.333336
"80","2007-08-30",83.333336
"81","2007-08-31",83.333336
"82","2007-09-04",83.333336
"83","2007-09-05",83.333336
"84","2007-09-06",83.333336
"85","2007-09-07",83.333336
"86","2007-09-10",83.333336
"87","2007-09-11",83.333336
"88","2007-09-12",83.333336
"89","2007-09-13",83.333336
"90","2007-09-14",83.333336
"91","2007-09-17",83.333336
"92","2007-09-18",56.666668
"93","2007-09-19",46.666668
"94","2007-09-20",55
"95","2007-09-21",55
"96","2007-09-24",55
"97","2007-09-25",55
"98","2007-09-26",55
"99","2007-09-27",55
"100","2007-09-28",55
"101","2007-10-01",55
"102","2007-10-02",55
"103","2007-10-03",55
"104","2007-10-04",55
"105","2007-10-05",55
"106","2007-10-08",55
"107","2007-10-09",55
"108","2007-10-10",55
"109","2007-10-11",55
"110","2007-10-12",55
"111","2007-10-15",55
"112","2007-10-16",55
"113","2007-10-17",55
"114","2007-10-18",55
"115","2007-10-19",55
"116","2007-10-22",55
"117","2007-10-23",55
"118","2007-10-24",55
"119","2007-10-25",55
"120","2007-10-26",55
"121","2007-10-29",55
"122","2007-10-30",55
"123","2007-10-31",55
"124","2007-11-01",55
"125","2007-11-02",55
"126","2007-11-05",55
"127","2007-11-06",55
"128","2007-11-07",55
"129","2007-11-08",55
"130","2007-11-09",55
"131","2007-11-12",55
"132","2007-11-13",56.666668
"133","2007-11-14",56.666668
"134","2007-11-15",56.666668
"135","2007-11-16",56.666668
"136","2007-11-19",41.666668
"137","2007-11-20",41.666668
"138","2007-11-21",41.666668
"139","2007-11-23",41.666668
"140","2007-11-26",41.666668
"141","2007-11-27",41.666668
"142","2007-11-28",41.666668
"143","2007-11-29",58.333332
"144","2007-11-30",58.333332
"145","2007-12-03",58.333332
"146","2007-12-04",58.333332
"147","2007-12-05",58.333332
"148","2007-12-06",58.333332
"149","2007-12-07",58.333332
"150","2007-12-10",58.333332
"151","2007-12-11",58.333332
"152","2007-12-12",33.666668
"153","2007-12-13",33.666668
"154","2007-12-14",33.666668
"155","2007-12-17",33.666668
"156","2007-12-18",33.666668
"157","2007-12-19",33.666668
"158","2007-12-20",33.666668
"159","2007-12-21",33.666668
"160","2007-12-24",33.666668
"161","2007-12-26",33.666668
"162","2007-12-27",33.666668
"163","2007-12-28",33.666668
"164","2007-12-31",33.666668
"165","2008-01-02",33.666668
"166","2008-01-03",33.666668
"167","2008-01-04",33.666668
"168","2008-01-07",33.666668
"169","2008-01-08",33.666668
"170","2008-01-09",33.666668
"171","2008-01-10",33.666668
"172","2008-01-11",33.666668
"173","2008-01-14",33.666668
"174","2008-01-15",33.666668
"175","2008-01-16",33.666668
"176","2008-01-17",33.666668
"177","2008-01-18",33.666668
"178","2008-01-22",33.666668
"179","2008-01-23",33.666668
"180","2008-01-24",33.666668
"181","2008-01-25",33.666668
"182","2008-01-28",33.666668
"183","2008-01-29",33.666668
"184","2008-01-30",33.666668
"185","2008-01-31",33.666668
"186","2008-02-01",33.666668
"187","2008-02-04",33.666668
"188","2008-02-05",33.666668
"189","2008-02-06",33.666668
"190","2008-02-07",33.666668
"191","2008-02-08",33.666668
"192","2008-02-11",33.666668
"193","2008-02-12",33.666668
"194","2008-02-13",20
"195","2008-02-14",20
"196","2008-02-15",20
"197","2008-02-19",20
"198","2008-02-20",20
"199","2008-02-21",20
"200","2008-02-22",20
"201","2008-02-25",20
"202","2008-02-26",20
"203","2008-02-27",20
"204","2008-02-28",20
"205","2008-02-29",17
"206","2008-03-03",17
"207","2008-03-04",17
"208","2008-03-05",17
"209","2008-03-06",17
"210","2008-03-07",17
"211","2008-03-10",17
"212","2008-03-11",17
"213","2008-03-12",17
"214","2008-03-13",17
"215","2008-03-14",17
"216","2008-03-17",17
"217","2008-03-18",17
"218","2008-03-19",17
"219","2008-03-20",17
"220","2008-03-24",17
"221","2008-03-25",17
"222","2008-03-26",17
"223","2008-03-27",17
"224","2008-03-28",17
"225","2008-03-31",17
"226","2008-04-01",17
"227","2008-04-02",17
"228","2008-04-03",17
"229","2008-04-04",17
"230","2008-04-07",17
"231","2008-04-08",17
"232","2008-04-09",17
"233","2008-04-10",17
"234","2008-04-11",17
"235","2008-04-14",17
"236","2008-04-15",17
"237","2008-04-16",17
"238","2008-04-17",17
"239","2008-04-18",17
"240","2008-04-21",17
"241","2008-04-22",17
"242","2008-04-23",17
"243","2008-04-24",17
"244","2008-04-25",17
"245","2008-04-28",17
"246","2008-04-29",17
"247","2008-04-30",17
"248","2008-05-01",17
"249","2008-05-02",17
"250","2008-05-05",17
"251","2008-05-06",17
"252","2008-05-07",17
"253","2008-05-08",36.666668
"254","2008-05-09",36.666668
"255","2008-05-12",41.666668
"256","2008-05-13",73.333336
"257","2008-05-14",66.666664
"258","2008-05-15",66.666664
"259","2008-05-16",66.666664
"260","2008-05-19",66.666664
"261","2008-05-20",66.666664
"262","2008-05-21",66.666664
"263","2008-05-22",66.666664
"264","2008-05-23",66.666664
"265","2008-05-27",66.666664
"266","2008-05-28",66.666664
"267","2008-05-29",66.666664
"268","2008-05-30",66.666664
"269","2008-06-02",66.666664
"270","2008-06-03",66.666664
"271","2008-06-04",66.666664
"272","2008-06-05",66.666664
