"","date","DELL"
"1","2016-08-17",23.809525
"2","2016-08-18",23.671097
"3","2016-08-19",24.086378
"4","2016-08-22",24.169436
"5","2016-08-23",24.916943
"6","2016-08-24",25.24917
"7","2016-08-25",25.143965
"8","2016-08-26",25.332226
"9","2016-08-29",25.636766
"10","2016-08-30",25
"11","2016-08-31",24.739756
"12","2016-09-01",24.086378
"13","2016-09-02",23.79845
"14","2016-09-06",25.166113
"15","2016-09-07",26.578074
"16","2016-09-08",27.857143
"17","2016-09-09",27.176079
"18","2016-09-12",27.353268
"19","2016-09-13",26.854929
"20","2016-09-14",26.771872
"21","2016-09-15",27.070875
"22","2016-09-16",26.838316
"23","2016-09-19",26.998892
"24","2016-09-20",26.982281
"25","2016-09-21",26.810631
"26","2016-09-22",26.594685
"27","2016-09-23",26.583611
"28","2016-09-26",26.517164
"29","2016-09-27",26.461794
"30","2016-09-28",26.500553
"31","2016-09-29",26.339977
"32","2016-09-30",26.467331
"33","2016-10-03",26.539314
"34","2016-10-04",26.500553
"35","2016-10-05",26.838316
"36","2016-10-06",26.79402
"37","2016-10-07",26.616833
"38","2016-10-10",26.312292
"39","2016-10-11",26.101883
"40","2016-10-12",26.085272
"41","2016-10-13",26.096346
"42","2016-10-14",26.157253
"43","2016-10-17",26.240311
"44","2016-10-18",26.400887
"45","2016-10-19",26.417498
"46","2016-10-20",26.411961
"47","2016-10-21",26.157253
"48","2016-10-24",26.544851
"49","2016-10-25",26.018826
"50","2016-10-26",25.869324
"51","2016-10-27",26.760798
"52","2016-10-28",27.059801
"53","2016-10-31",27.181618
"54","2016-11-01",26.838316
"55","2016-11-02",27.131783
"56","2016-11-03",27.004429
"57","2016-11-04",26.921373
"58","2016-11-07",27.419712
"59","2016-11-08",27.508307
"60","2016-11-09",27.336655
"61","2016-11-10",27.275747
"62","2016-11-11",27.21484
"63","2016-11-14",27.126245
"64","2016-11-15",27.72979
"65","2016-11-16",28.045404
"66","2016-11-17",28.682171
"67","2016-11-18",28.787374
"68","2016-11-21",29.036545
"69","2016-11-22",28.842747
"70","2016-11-23",28.538206
"71","2016-11-25",28.898117
"72","2016-11-28",28.870432
"73","2016-11-29",29.496124
"74","2016-11-30",29.6567
"75","2016-12-01",28.726467
"76","2016-12-02",29.208195
"77","2016-12-05",29.379845
"78","2016-12-06",29.551495
"79","2016-12-07",29.844961
"80","2016-12-08",29.856035
"81","2016-12-09",29.88372
"82","2016-12-12",29.844961
"83","2016-12-13",29.77298
"84","2016-12-14",30.016611
"85","2016-12-15",31.428572
"86","2016-12-16",31.251385
"87","2016-12-19",31.2237
"88","2016-12-20",31.589148
"89","2016-12-21",31.722038
"90","2016-12-22",30.919159
"91","2016-12-23",31.057587
"92","2016-12-27",31.035437
"93","2016-12-28",30.642303
"94","2016-12-29",30.598007
"95","2016-12-30",30.437431
"96","2017-01-03",30.215946
"97","2017-01-04",30.454042
"98","2017-01-05",30.603544
