"","date","SPNS"
"88","2007-05-09",1.95
"89","2007-05-10",1.98
"90","2007-05-11",2.1
"91","2007-05-14",2.25
"92","2007-05-15",2.6
"93","2007-05-16",2.66
"94","2007-05-17",2.61
"95","2007-05-18",2.71
"96","2007-05-21",2.75
"97","2007-05-22",2.66
"98","2007-05-23",2.7
"99","2007-05-24",2.33
"100","2007-05-25",2.28
"101","2007-05-29",2.43
"102","2007-05-30",2.4
"103","2007-05-31",2.35
"104","2007-06-01",2.35
"105","2007-06-04",2.45
"106","2007-06-05",2.45
"107","2007-06-06",2.45
"108","2007-06-07",2.52
"109","2007-06-08",2.69
"110","2007-06-11",2.86
"111","2007-06-12",3.34
"112","2007-06-13",3.21
"113","2007-06-14",2.92
"114","2007-06-15",2.99
"115","2007-06-18",3.08
"116","2007-06-19",3.12
"117","2007-06-20",3.07
"118","2007-06-21",3.04
"119","2007-06-22",2.97
"120","2007-06-25",2.72
"121","2007-06-26",2.81
"122","2007-06-27",2.82
"123","2007-06-28",2.85
"124","2007-06-29",2.76
"125","2007-07-02",2.9
"126","2007-07-03",2.9
"127","2007-07-05",3
"128","2007-07-06",2.95
"129","2007-07-09",2.92
"130","2007-07-10",2.93
"131","2007-07-11",2.95
"132","2007-07-12",2.94
"133","2007-07-13",3.02
"134","2007-07-16",2.96
"135","2007-07-17",2.93
"136","2007-07-18",2.83
"137","2007-07-19",2.83
"138","2007-07-20",2.72
"139","2007-07-23",2.67
"140","2007-07-24",2.64
"141","2007-07-25",2.31
"142","2007-07-26",2.24
"143","2007-07-27",2.46
"144","2007-07-30",2.31
"145","2007-07-31",2.54
"146","2007-08-01",2.54
"147","2007-08-02",2.69
"148","2007-08-03",2.63
"149","2007-08-06",2.38
"150","2007-08-07",2.36
"151","2007-08-08",2.65
"152","2007-08-09",2.63
"153","2007-08-10",2.64
"154","2007-08-13",2.37
"155","2007-08-14",2.38
"156","2007-08-15",2.28
"157","2007-08-16",2.28
"158","2007-08-17",2.25
"159","2007-08-20",2.19
"160","2007-08-21",2.31
"161","2007-08-22",2.53
"162","2007-08-23",2.53
"163","2007-08-24",2.53
"164","2007-08-27",2.42
"165","2007-08-28",2.46
"166","2007-08-29",2.46
"167","2007-08-30",2.46
"168","2007-08-31",2.38
"169","2007-09-04",2.46
"170","2007-09-05",2.42
"171","2007-09-06",2.44
"172","2007-09-07",2.42
"173","2007-09-10",2.42
"174","2007-09-11",2.42
"175","2007-09-12",2.34
"176","2007-09-13",2.52
"177","2007-09-14",2.35
"178","2007-09-17",2.37
"179","2007-09-18",2.28
"180","2007-09-19",2.34
"181","2007-09-20",2.27
"182","2007-09-21",2.12
"183","2007-09-24",1.93
"184","2007-09-25",1.85
"185","2007-09-26",1.88
"186","2007-09-27",1.88
"187","2007-09-28",1.81
"188","2007-10-01",1.81
"189","2007-10-02",1.81
"190","2007-10-03",1.85
"191","2007-10-04",1.85
"192","2007-10-05",1.89
"193","2007-10-08",1.78
"194","2007-10-09",1.69
"195","2007-10-10",1.62
"196","2007-10-11",1.62
"197","2007-10-12",1.64
"198","2007-10-15",1.64
"199","2007-10-16",1.67
"200","2007-10-17",1.69
"201","2007-10-18",1.65
"202","2007-10-19",1.6
"203","2007-10-22",1.6
"204","2007-10-23",1.63
"205","2007-10-24",1.63
"206","2007-10-25",1.64
"207","2007-10-26",1.59
"208","2007-10-29",1.5
"209","2007-10-30",1.55
"210","2007-10-31",1.52
"211","2007-11-01",1.5
"212","2007-11-02",1.5
"213","2007-11-05",1.44
"214","2007-11-06",1.44
"215","2007-11-07",1.44
"216","2007-11-08",1.38
"217","2007-11-09",1.34
"218","2007-11-12",1.34
"219","2007-11-13",1.29
"220","2007-11-14",1.36
"221","2007-11-15",1.36
"222","2007-11-16",1.44
"223","2007-11-19",1.6
"224","2007-11-20",1.67
"225","2007-11-21",1.7
"226","2007-11-23",1.5
"227","2007-11-26",1.7
"228","2007-11-27",1.8
"229","2007-11-28",1.7
"230","2007-11-29",1.7
"231","2007-11-30",1.7
"232","2007-12-03",1.67
"233","2007-12-04",1.67
"234","2007-12-05",1.67
"235","2007-12-06",1.61
"236","2007-12-07",1.7
"237","2007-12-10",1.7
"238","2007-12-11",1.56
"239","2007-12-12",1.7
"240","2007-12-13",1.7
"241","2007-12-14",1.7
"242","2007-12-17",1.51
"243","2007-12-18",1.51
"244","2007-12-19",1.51
"245","2007-12-20",1.48
"246","2007-12-21",1.36
"247","2007-12-24",1.4
"248","2007-12-26",1.31
"249","2007-12-27",1.69
"250","2007-12-28",1.42
"251","2007-12-31",1.33
"252","2008-01-02",1.5
"253","2008-01-03",1.5
"254","2008-01-04",1.5
"255","2008-01-07",1.42
"256","2008-01-08",1.4
"257","2008-01-09",1.5
"258","2008-01-10",1.41
"259","2008-01-11",1.4
"260","2008-01-14",1.46
"261","2008-01-15",1.32
"262","2008-01-16",1.33
"263","2008-01-17",1.3
"264","2008-01-18",1.41
"265","2008-01-22",1.41
"266","2008-01-23",1.21
"267","2008-01-24",1.41
"268","2008-01-25",1.21
"269","2008-01-28",1.3
"270","2008-01-29",1.3
"271","2008-01-30",1.3
"272","2008-01-31",1.3
"273","2008-02-01",1.22
"274","2008-02-04",1.27
"275","2008-02-05",1.25
"276","2008-02-06",1.32
"277","2008-02-07",1.3
"278","2008-02-08",1.37
"279","2008-02-11",1.28
"280","2008-02-12",1.22
"281","2008-02-13",1.26
"282","2008-02-14",1.26
"283","2008-02-15",1.26
"284","2008-02-19",1.26
"285","2008-02-20",1.26
"286","2008-02-21",1.21
"287","2008-02-22",1.24
"288","2008-02-25",1.23
"289","2008-02-26",1.31
"290","2008-02-27",1.31
"291","2008-02-28",1.26
"292","2008-02-29",1.35
"293","2008-03-03",1.17
"294","2008-03-04",1.17
"295","2008-03-05",1.25
"296","2008-03-06",1.3
"297","2008-03-07",1.3
"298","2008-03-10",1.28
"299","2008-03-11",1.28
"300","2008-03-12",1.16
"301","2008-03-13",1.2
"302","2008-03-14",1.2
"303","2008-03-17",1.21
"304","2008-03-18",1.21
"305","2008-03-19",1.25
"306","2008-03-20",1.28
"307","2008-03-24",1.28
"308","2008-03-25",1.28
"309","2008-03-26",1.29
"310","2008-03-27",1.1
"311","2008-03-28",1.1
"312","2008-03-31",1.13
"313","2008-04-01",1.1
"314","2008-04-02",1.15
"315","2008-04-03",1.15
"316","2008-04-04",1.15
"317","2008-04-07",1.15
"318","2008-04-08",1.1
"319","2008-04-09",1.07
"320","2008-04-10",1.05
"321","2008-04-11",1.06
"322","2008-04-14",1.04
"323","2008-04-15",1.17
"324","2008-04-16",1.16
"325","2008-04-17",1.13
"326","2008-04-18",1.15
"327","2008-04-21",1.25
"328","2008-04-22",1.24
"329","2008-04-23",1.2
"330","2008-04-24",1.2
"331","2008-04-25",1.2
"332","2008-04-28",1.14
"333","2008-04-29",1.15
"334","2008-04-30",1.05
"335","2008-05-01",1.1
"336","2008-05-02",1.09
"337","2008-05-05",1.03
"338","2008-05-06",1.05
"339","2008-05-07",1.05
"340","2008-05-08",1.02
"341","2008-05-09",0.97
"342","2008-05-12",1
"343","2008-05-13",0.91
"344","2008-05-14",0.95
"345","2008-05-15",0.91
"346","2008-05-16",0.95
"347","2008-05-19",0.91
"348","2008-05-20",0.99
"349","2008-05-21",0.99
"350","2008-05-22",1
"351","2008-05-23",1.06
"352","2008-05-27",1.19
"353","2008-05-28",1.25
"354","2008-05-29",1.24
"355","2008-05-30",1.22
"356","2008-06-02",1.29
"357","2008-06-03",1.3
"358","2008-06-04",1.3
"359","2008-06-05",1.3
"360","2008-06-06",1.35
"361","2008-06-09",1.35
"362","2008-06-10",1.35
"363","2008-06-11",1.3
"364","2008-06-12",1.47
"365","2008-06-13",1.64
"366","2008-06-16",1.77
"367","2008-06-17",1.85
"368","2008-06-18",1.87
"369","2008-06-19",1.84
"370","2008-06-20",1.8
"371","2008-06-23",1.8
"372","2008-06-24",1.8
"373","2008-06-25",1.8
"374","2008-06-26",1.71
"375","2008-06-27",1.86
"376","2008-06-30",1.86
"377","2008-07-01",1.86
"378","2008-07-02",1.7
"379","2008-07-03",1.7
"380","2008-07-07",1.75
"381","2008-07-08",1.85
"382","2008-07-09",1.85
"383","2008-07-10",1.79
"384","2008-07-11",1.82
"385","2008-07-14",1.8
"386","2008-07-15",1.83
"387","2008-07-16",1.83
"388","2008-07-17",1.83
"389","2008-07-18",1.83
"390","2008-07-21",1.83
"391","2008-07-22",1.8
"392","2008-07-23",1.85
"393","2008-07-24",1.85
"394","2008-07-25",1.8
"395","2008-07-28",1.85
"396","2008-07-29",1.85
"397","2008-07-30",1.85
"398","2008-07-31",1.85
"399","2008-08-01",1.75
"400","2008-08-04",1.75
"401","2008-08-05",1.75
"402","2008-08-06",1.75
"403","2008-08-07",1.75
"404","2008-08-08",1.75
"405","2008-08-11",1.8
"406","2008-08-12",1.88
"407","2008-08-13",2
"408","2008-08-14",2.05
"409","2008-08-15",2.05
"410","2008-08-18",2.05
"411","2008-08-19",1.79
"412","2008-08-20",2.07
"413","2008-08-21",2.05
"414","2008-08-22",2.08
"415","2008-08-25",1.91
"416","2008-08-26",2.05
"417","2008-08-27",2.1
"418","2008-08-28",2.08
"419","2008-08-29",2.16
"420","2008-09-02",2.34
"421","2008-09-03",2.31
"422","2008-09-04",2.34
"423","2008-09-05",2.32
"424","2008-09-08",2.32
"425","2008-09-09",2.24
"426","2008-09-10",2.24
"427","2008-09-11",2.27
"428","2008-09-12",2.27
"429","2008-09-15",2.27
"430","2008-09-16",2.25
"431","2008-09-17",2.25
"432","2008-09-18",2.25
"433","2008-09-19",2.25
"434","2008-09-22",2.22
"435","2008-09-23",2.17
"436","2008-09-24",2.25
"437","2008-09-25",2.25
"438","2008-09-26",2.25
"439","2008-09-29",2.35
"440","2008-09-30",2.35
"441","2008-10-01",2.35
"442","2008-10-02",2.35
"443","2008-10-03",2.05
"444","2008-10-06",2.25
"445","2008-10-07",2.07
"446","2008-10-08",1.51
"447","2008-10-09",2
"448","2008-10-10",1.99
"449","2008-10-13",2
"450","2008-10-14",2
"451","2008-10-15",2
"452","2008-10-16",1.79
"453","2008-10-17",2
"454","2008-10-20",2.04
"455","2008-10-21",2.04
"456","2008-10-22",2
"457","2008-10-23",1.99
"458","2008-10-24",2
"459","2008-10-27",2
"460","2008-10-28",1.89
"461","2008-10-29",2
"462","2008-10-30",2
"463","2008-10-31",2
"464","2008-11-03",2
"465","2008-11-04",2.08
"466","2008-11-05",2.01
"467","2008-11-06",2
"468","2008-11-07",2.03
"469","2008-11-10",1.92
"470","2008-11-11",1.97
"471","2008-11-12",1.97
"472","2008-11-13",1.93
"473","2008-11-14",1.93
"474","2008-11-17",1.76
"475","2008-11-18",1.84
"476","2008-11-19",1.53
"477","2008-11-20",1.82
"478","2008-11-21",1.84
"479","2008-11-24",1.74
"480","2008-11-25",1.74
"481","2008-11-26",1.71
"482","2008-11-28",1.53
"483","2008-12-01",1.53
"484","2008-12-02",1.53
"485","2008-12-03",1.79
"486","2008-12-04",1.73
"487","2008-12-05",1.31
"488","2008-12-08",1.41
"489","2008-12-09",1.55
"490","2008-12-10",1.69
"491","2008-12-11",1.8
"492","2008-12-12",1.85
"493","2008-12-15",1.85
"494","2008-12-16",1.91
"495","2008-12-17",1.93
"496","2008-12-18",1.63
"497","2008-12-19",1.88
"498","2008-12-22",1.89
"499","2008-12-23",1.89
"500","2008-12-24",1.85
"501","2008-12-26",1.95
"502","2008-12-29",1.94
"503","2008-12-30",2.05
"504","2008-12-31",2.16
"505","2009-01-02",1.97
"506","2009-01-05",1.87
"507","2009-01-06",1.87
"508","2009-01-07",1.8
"509","2009-01-08",1.8
"510","2009-01-09",1.8
"511","2009-01-12",1.8
"512","2009-01-13",1.72
"513","2009-01-14",1.52
"514","2009-01-15",1.53
"515","2009-01-16",1.6
"516","2009-01-20",1.48
"517","2009-01-21",1.48
"518","2009-01-22",1.48
"519","2009-01-23",1.48
"520","2009-01-26",1.24
"521","2009-01-27",1.2
"522","2009-01-28",1.25
"523","2009-01-29",1.02
"524","2009-01-30",1.08
"525","2009-02-02",1.08
"526","2009-02-03",1.16
"527","2009-02-04",1.16
"528","2009-02-05",1.16
"529","2009-02-06",1.16
"530","2009-02-09",1
"531","2009-02-10",1
"532","2009-02-11",1
"533","2009-02-12",1
"534","2009-02-13",1
"535","2009-02-17",0.94
"536","2009-02-18",0.97
"537","2009-02-19",0.9
"538","2009-02-20",0.78
"539","2009-02-23",0.94
"540","2009-02-24",0.99
"541","2009-02-25",0.99
"542","2009-02-26",0.99
"543","2009-02-27",0.86
"544","2009-03-02",0.86
"545","2009-03-03",0.86
"546","2009-03-04",0.81
"547","2009-03-05",0.76
"548","2009-03-06",0.91
"549","2009-03-09",0.8
"550","2009-03-10",0.85
"551","2009-03-11",0.85
"552","2009-03-12",0.85
"553","2009-03-13",0.85
"554","2009-03-16",0.85
"555","2009-03-17",0.94
"556","2009-03-18",0.86
"557","2009-03-19",0.88
"558","2009-03-20",0.91
"559","2009-03-23",0.91
"560","2009-03-24",0.91
"561","2009-03-25",0.91
"562","2009-03-26",0.91
"563","2009-03-27",0.9
"564","2009-03-30",0.78
"565","2009-03-31",0.86
"566","2009-04-01",0.94
"567","2009-04-02",0.94
"568","2009-04-03",0.95
"569","2009-04-06",0.94
"570","2009-04-07",0.84
"571","2009-04-08",0.84
"572","2009-04-09",0.9
"573","2009-04-13",0.84
"574","2009-04-14",0.92
"575","2009-04-15",0.92
"576","2009-04-16",0.9
"577","2009-04-17",0.81
"578","2009-04-20",0.84
"579","2009-04-21",0.78
"580","2009-04-22",0.95
"581","2009-04-23",0.95
"582","2009-04-24",0.93
"583","2009-04-27",0.82
"584","2009-04-28",0.82
"585","2009-04-29",0.82
"586","2009-04-30",0.86
"587","2009-05-01",0.86
"588","2009-05-04",0.86
"589","2009-05-05",0.86
"590","2009-05-06",0.92
"591","2009-05-07",1.07
"592","2009-05-08",1.43
"593","2009-05-11",1.13
"594","2009-05-12",1.27
"595","2009-05-13",1.27
"596","2009-05-14",1.14
"597","2009-05-15",1.14
"598","2009-05-18",1.2
"599","2009-05-19",1.2
"600","2009-05-20",1.21
"601","2009-05-21",1.15
"602","2009-05-22",1.15
"603","2009-05-26",1.13
"604","2009-05-27",1.13
"605","2009-05-28",1.15
"606","2009-05-29",1.22
"607","2009-06-01",1.1
"608","2009-06-02",1.1
"609","2009-06-03",1.1
"610","2009-06-04",1.06
"611","2009-06-05",1.06
"612","2009-06-08",1.05
"613","2009-06-09",1.05
"614","2009-06-10",1.06
"615","2009-06-11",1.06
"616","2009-06-12",1.07
"617","2009-06-15",0.97
"618","2009-06-16",0.97
"619","2009-06-17",0.97
"620","2009-06-18",0.97
"621","2009-06-19",1.01
"622","2009-06-22",0.95
"623","2009-06-23",0.95
"624","2009-06-24",0.95
"625","2009-06-25",0.95
"626","2009-06-26",0.94
"627","2009-06-29",1.08
"628","2009-06-30",1.07
"629","2009-07-01",0.96
"630","2009-07-02",0.96
"631","2009-07-06",0.96
"632","2009-07-07",0.96
"633","2009-07-08",0.91
"634","2009-07-09",0.91
"635","2009-07-10",0.96
"636","2009-07-13",0.92
"637","2009-07-14",0.85
"638","2009-07-15",0.85
"639","2009-07-16",0.91
"640","2009-07-17",0.9
"641","2009-07-20",0.91
"642","2009-07-21",0.91
"643","2009-07-22",0.91
"644","2009-07-23",0.92
"645","2009-07-24",0.92
"646","2009-07-27",0.9
"647","2009-07-28",1.02
"648","2009-07-29",1.02
"649","2009-07-30",0.96
"650","2009-07-31",0.96
"651","2009-08-03",0.95
"652","2009-08-04",1.04
"653","2009-08-05",0.96
"654","2009-08-06",1
"655","2009-08-07",1
"656","2009-08-10",0.97
"657","2009-08-11",0.97
"658","2009-08-12",0.97
"659","2009-08-13",0.97
"660","2009-08-14",1.03
"661","2009-08-17",0.97
"662","2009-08-18",0.97
"663","2009-08-19",0.97
"664","2009-08-20",1.11
"665","2009-08-21",1.17
"666","2009-08-24",1.16
"667","2009-08-25",1.1
"668","2009-08-26",1.08
"669","2009-08-27",1.07
"670","2009-08-28",1.05
"671","2009-08-31",1.05
"672","2009-09-01",1
"673","2009-09-02",1.03
"674","2009-09-03",1.03
"675","2009-09-04",1.03
"676","2009-09-08",1.03
"677","2009-09-09",0.98
"678","2009-09-10",1.01
"679","2009-09-11",1.06
"680","2009-09-14",1.07
"681","2009-09-15",1.1
"682","2009-09-16",1.15
"683","2009-09-17",1.15
"684","2009-09-18",1.15
"685","2009-09-21",1.14
"686","2009-09-22",1.12
"687","2009-09-23",1.12
"688","2009-09-24",1.12
"689","2009-09-25",1.07
"690","2009-09-28",1.07
"691","2009-09-29",1
"692","2009-09-30",1.11
"693","2009-10-01",1.01
"694","2009-10-02",1.1
"695","2009-10-05",1.1
"696","2009-10-06",1.1
"697","2009-10-07",1.19
"698","2009-10-08",1.11
"699","2009-10-09",1.06
"700","2009-10-12",1.1
"701","2009-10-13",1.1
"702","2009-10-14",1.17
"703","2009-10-15",1.15
"704","2009-10-16",1.21
"705","2009-10-19",1.25
"706","2009-10-20",1.24
"707","2009-10-21",1.27
"708","2009-10-22",1.34
"709","2009-10-23",1.3
"710","2009-10-26",1.35
"711","2009-10-27",1.4
"712","2009-10-28",1.42
"713","2009-10-29",1.3
"714","2009-10-30",1.28
"715","2009-11-02",1.28
"716","2009-11-03",1.38
"717","2009-11-04",1.42
"718","2009-11-05",1.23
"719","2009-11-06",1.26
"720","2009-11-09",1.45
"721","2009-11-10",1.46
"722","2009-11-11",1.55
"723","2009-11-12",1.62
"724","2009-11-13",1.66
"725","2009-11-16",1.8
"726","2009-11-17",1.7
"727","2009-11-18",1.76
"728","2009-11-19",1.8
"729","2009-11-20",1.9
"730","2009-11-23",1.82
"731","2009-11-24",1.69
"732","2009-11-25",1.7
"733","2009-11-27",1.65
"734","2009-11-30",1.58
"735","2009-12-01",1.6
"736","2009-12-02",1.6
"737","2009-12-03",1.62
"738","2009-12-04",1.6
"739","2009-12-07",1.61
"740","2009-12-08",1.63
"741","2009-12-09",1.62
"742","2009-12-10",1.69
"743","2009-12-11",1.69
"744","2009-12-14",1.62
"745","2009-12-15",1.62
"746","2009-12-16",1.77
"747","2009-12-17",1.67
"748","2009-12-18",1.68
"749","2009-12-21",1.71
"750","2009-12-22",1.7
"751","2009-12-23",1.65
"752","2009-12-24",1.61
"753","2009-12-28",1.55
"754","2009-12-29",1.37
"755","2009-12-30",1.5
"756","2009-12-31",1.57
"757","2010-01-04",1.48
"758","2010-01-05",1.48
"759","2010-01-06",1.48
"760","2010-01-07",1.41
"761","2010-01-08",1.36
"762","2010-01-11",1.36
"763","2010-01-12",1.48
"764","2010-01-13",1.4
"765","2010-01-14",1.46
"766","2010-01-15",1.46
"767","2010-01-19",1.47
"768","2010-01-20",1.45
"769","2010-01-21",1.48
"770","2010-01-22",1.38
"771","2010-01-25",1.46
"772","2010-01-26",1.43
"773","2010-01-27",1.44
"774","2010-01-28",1.44
"775","2010-01-29",1.44
"776","2010-02-01",1.44
"777","2010-02-02",1.4
"778","2010-02-03",1.4
"779","2010-02-04",1.38
"780","2010-02-05",1.38
"781","2010-02-08",1.43
"782","2010-02-09",1.39
"783","2010-02-10",1.46
"784","2010-02-11",1.41
"785","2010-02-12",1.41
"786","2010-02-16",1.5
"787","2010-02-17",1.49
"788","2010-02-18",1.5
"789","2010-02-19",1.5
"790","2010-02-22",1.57
"791","2010-02-23",1.48
"792","2010-02-24",1.52
"793","2010-02-25",1.52
"794","2010-02-26",1.51
"795","2010-03-01",1.5
"796","2010-03-02",1.48
"797","2010-03-03",1.53
"798","2010-03-04",1.57
"799","2010-03-05",1.64
"800","2010-03-08",1.6
"801","2010-03-09",1.6
"802","2010-03-10",1.82
"803","2010-03-11",1.83
"804","2010-03-12",2.1
"805","2010-03-15",2.09
"806","2010-03-16",1.97
"807","2010-03-17",2.07
"808","2010-03-18",2.15
"809","2010-03-19",2.06
"810","2010-03-22",2.15
"811","2010-03-23",2.15
"812","2010-03-24",2.15
"813","2010-03-25",2.15
"814","2010-03-26",2.15
"815","2010-03-29",2.04
"816","2010-03-30",2.04
"817","2010-03-31",2.13
"818","2010-04-01",2.04
"819","2010-04-05",2.1
"820","2010-04-06",2.13
"821","2010-04-07",2.1
"822","2010-04-08",2.05
"823","2010-04-09",2.1
"824","2010-04-12",2.1
"825","2010-04-13",2.14
"826","2010-04-14",2.14
"827","2010-04-15",2.14
"828","2010-04-16",2.14
"829","2010-04-19",2.06
"830","2010-04-20",2.14
"831","2010-04-21",2.15
"832","2010-04-22",2.19
"833","2010-04-23",2.19
"834","2010-04-26",2.15
"835","2010-04-27",2.16
"836","2010-04-28",2.11
"837","2010-04-29",2.19
"838","2010-04-30",2.19
"839","2010-05-03",2.18
"840","2010-05-04",2.2
"841","2010-05-05",2.13
"842","2010-05-06",1.94
"843","2010-05-07",2.05
"844","2010-05-10",2.08
"845","2010-05-11",2.08
"846","2010-05-12",2.24
"847","2010-05-13",2.4
"848","2010-05-14",2.42
"849","2010-05-17",2.49
"850","2010-05-18",2.38
"851","2010-05-19",2.41
"852","2010-05-20",2.22
"853","2010-05-21",2.25
"854","2010-05-24",2.45
"855","2010-05-25",2.49
"856","2010-05-26",2.4
"857","2010-05-27",2.51
"858","2010-05-28",2.51
"859","2010-06-01",2.59
"860","2010-06-02",2.59
"861","2010-06-03",2.62
"862","2010-06-04",2.65
"863","2010-06-07",2.65
"864","2010-06-08",2.75
"865","2010-06-09",2.75
"866","2010-06-10",2.72
"867","2010-06-11",2.8
"868","2010-06-14",2.99
"869","2010-06-15",3.05
"870","2010-06-16",3.06
"871","2010-06-17",2.98
"872","2010-06-18",2.97
"873","2010-06-21",3
"874","2010-06-22",3
"875","2010-06-23",2.98
"876","2010-06-24",3
"877","2010-06-25",3
"878","2010-06-28",2.93
"879","2010-06-29",2.93
"880","2010-06-30",2.53
"881","2010-07-01",2.07
"882","2010-07-02",2.16
"883","2010-07-06",2.21
"884","2010-07-07",2.16
"885","2010-07-08",2.18
"886","2010-07-09",2.17
"887","2010-07-12",2.18
"888","2010-07-13",2.45
"889","2010-07-14",2.75
"890","2010-07-15",2.91
"891","2010-07-16",2.94
"892","2010-07-19",2.95
"893","2010-07-20",2.97
"894","2010-07-21",2.98
"895","2010-07-22",2.97
"896","2010-07-23",3
"897","2010-07-26",3.02
"898","2010-07-27",3.02
"899","2010-07-28",2.95
"900","2010-07-29",2.98
"901","2010-07-30",2.99
"902","2010-08-02",2.93
"903","2010-08-03",2.95
"904","2010-08-04",2.98
"905","2010-08-05",2.89
"906","2010-08-06",2.97
"907","2010-08-09",2.94
"908","2010-08-10",2.75
"909","2010-08-11",2.6
"910","2010-08-12",2.66
"911","2010-08-13",2.65
"912","2010-08-16",2.47
"913","2010-08-17",2.45
"914","2010-08-18",2.55
"915","2010-08-19",2.54
"916","2010-08-20",2.55
"917","2010-08-23",2.45
"918","2010-08-24",2.51
"919","2010-08-25",2.42
"920","2010-08-26",2.35
"921","2010-08-27",2.22
"922","2010-08-30",2.09
"923","2010-08-31",1.95
"924","2010-09-01",2.03
"925","2010-09-02",2.09
"926","2010-09-03",2.2
"927","2010-09-07",2.22
"928","2010-09-08",2.25
"929","2010-09-09",2.25
"930","2010-09-10",2.05
"931","2010-09-13",2.1
"932","2010-09-14",2.2
"933","2010-09-15",2.15
"934","2010-09-16",2.25
"935","2010-09-17",2.23
"936","2010-09-20",2.34
"937","2010-09-21",2.44
"938","2010-09-22",2.72
"939","2010-09-23",2.56
"940","2010-09-24",2.55
"941","2010-09-27",2.71
"942","2010-09-28",2.85
"943","2010-09-29",2.8
"944","2010-09-30",2.8
"945","2010-10-01",2.7
"946","2010-10-04",2.8
"947","2010-10-05",2.82
"948","2010-10-06",2.58
"949","2010-10-07",2.5
"950","2010-10-08",2.48
"951","2010-10-11",2.35
"952","2010-10-12",2.26
"953","2010-10-13",2.37
"954","2010-10-14",2.3
"955","2010-10-15",2.39
"956","2010-10-18",2.48
"957","2010-10-19",2.45
"958","2010-10-20",2.45
"959","2010-10-21",2.5
"960","2010-10-22",2.48
"961","2010-10-25",2.43
"962","2010-10-26",2.5
"963","2010-10-27",2.47
"964","2010-10-28",2.51
"965","2010-10-29",2.51
"966","2010-11-01",2.51
"967","2010-11-02",2.5
"968","2010-11-03",2.5
"969","2010-11-04",2.46
"970","2010-11-05",2.5
"971","2010-11-08",2.48
"972","2010-11-09",2.52
"973","2010-11-10",2.52
"974","2010-11-11",2.65
"975","2010-11-12",2.55
"976","2010-11-15",2.55
"977","2010-11-16",2.55
"978","2010-11-17",2.55
"979","2010-11-18",2.52
"980","2010-11-19",2.49
"981","2010-11-22",2.58
"982","2010-11-23",2.57
"983","2010-11-24",2.41
"984","2010-11-26",2.41
"985","2010-11-29",2.46
"986","2010-11-30",2.5
"987","2010-12-01",2.49
"988","2010-12-02",2.49
"989","2010-12-03",2.47
"990","2010-12-06",2.47
"991","2010-12-07",2.51
"992","2010-12-08",2.47
"993","2010-12-09",2.4
"994","2010-12-10",2.44
"995","2010-12-13",2.45
"996","2010-12-14",2.44
"997","2010-12-15",2.38
"998","2010-12-16",2.45
"999","2010-12-17",2.43
"1000","2010-12-20",2.4
"1001","2010-12-21",2.29
"1002","2010-12-22",2.34
