"","date","GENC"
"1","2007-01-03",7.933333
"2","2007-01-04",7.933333
"3","2007-01-05",7.333333
"4","2007-01-08",7.666667
"5","2007-01-09",7.833333
"6","2007-01-10",7.966667
"7","2007-01-11",8
"8","2007-01-12",7.966667
"9","2007-01-16",7.866667
"10","2007-01-17",8
"11","2007-01-18",7.933333
"12","2007-01-19",8.166667
"13","2007-01-22",8.033334
"14","2007-01-23",7.993333
"15","2007-01-24",7.993333
"16","2007-01-25",7.9
"17","2007-01-26",8.133333
"18","2007-01-29",7.966667
"19","2007-01-30",7.866667
"20","2007-01-31",8.066667
"21","2007-02-01",8.133333
"22","2007-02-02",8.133333
"23","2007-02-05",7.84
"24","2007-02-06",7.933333
"25","2007-02-07",7
"26","2007-02-08",7.866667
"27","2007-02-09",7.726666
"28","2007-02-12",7.6
"29","2007-02-13",7.633333
"30","2007-02-14",7.633333
"31","2007-02-15",7.373333
"32","2007-02-16",7.366667
"33","2007-02-20",7
"34","2007-02-21",7.1
"35","2007-02-22",7.04
"36","2007-02-23",7
"37","2007-02-26",7.033333
"38","2007-02-27",7
"39","2007-02-28",7.16
"40","2007-03-01",7
"41","2007-03-02",6.92
"42","2007-03-05",6.733333
"43","2007-03-06",6.733333
"44","2007-03-07",6.546667
"45","2007-03-08",6.673333
"46","2007-03-09",6.666667
"47","2007-03-12",6.68
"48","2007-03-13",6.68
"49","2007-03-14",6.68
"50","2007-03-15",6.546667
"51","2007-03-16",6.546667
"52","2007-03-19",6.566667
"53","2007-03-20",6.573333
"54","2007-03-21",6.566667
"55","2007-03-22",6.5
"56","2007-03-23",6.233333
"57","2007-03-26",6.166667
"58","2007-03-27",6.2
"59","2007-03-28",6.2
"60","2007-03-29",6.2
"61","2007-03-30",6.2
"62","2007-04-02",6.2
"63","2007-04-03",6.2
"64","2007-04-04",6.2
"65","2007-04-05",6.133333
"66","2007-04-09",6.133333
"67","2007-04-10",6.1
"68","2007-04-11",6.1
"69","2007-04-12",6.066667
"70","2007-04-13",6.013333
"71","2007-04-16",6
"72","2007-04-17",6
"73","2007-04-18",6.166667
"74","2007-04-19",6.066667
"75","2007-04-20",6.133333
"76","2007-04-23",6.033333
"77","2007-04-24",6.1
"78","2007-04-25",6.1
"79","2007-04-26",6.033333
"80","2007-04-27",6.333333
"81","2007-04-30",6.326667
"82","2007-05-01",6.326667
"83","2007-05-02",6.066667
"84","2007-05-03",6.033333
"85","2007-05-04",6.333333
"86","2007-05-07",6.666667
"87","2007-05-08",6.333333
"88","2007-05-09",6.166667
"89","2007-05-10",6.1
"90","2007-05-11",6.4
"91","2007-05-14",6.466667
"92","2007-05-15",6.6
"93","2007-05-16",6.6
"94","2007-05-17",6.466667
"95","2007-05-18",6.633333
"96","2007-05-21",6.333333
"97","2007-05-22",6.433333
"98","2007-05-23",6
"99","2007-05-24",6
"100","2007-05-25",6
"101","2007-05-29",6.133333
"102","2007-05-30",6.166667
"103","2007-05-31",6.166667
"104","2007-06-01",6.2
"105","2007-06-04",6.333333
"106","2007-06-05",6.333333
"107","2007-06-06",6.233333
"108","2007-06-07",6.266667
"109","2007-06-08",6.3
"110","2007-06-11",6.066667
"111","2007-06-12",6.066667
"112","2007-06-13",6.066667
"113","2007-06-14",6.113333
"114","2007-06-15",6.113333
"115","2007-06-18",6
"116","2007-06-19",6.18
"117","2007-06-20",6.873333
"118","2007-06-21",6.833333
"119","2007-06-22",6.066667
"120","2007-06-25",6.233333
"121","2007-06-26",6.533333
"122","2007-06-27",6.333333
"123","2007-06-28",6.166667
"124","2007-06-29",6.2
"125","2007-07-02",6.333333
"126","2007-07-03",6.333333
"127","2007-07-05",6.32
"128","2007-07-06",6.1
"129","2007-07-09",6.1
"130","2007-07-10",6.133333
"131","2007-07-11",6.233333
"132","2007-07-12",6.233333
"133","2007-07-13",6.266667
"134","2007-07-16",6.266667
"135","2007-07-17",6.166667
"136","2007-07-18",6.166667
"137","2007-07-19",6.3
"138","2007-07-20",6.466667
"139","2007-07-23",6.666667
"140","2007-07-24",6.726666
"141","2007-07-25",6.666667
"142","2007-07-26",6.633333
"143","2007-07-27",6.566667
"144","2007-07-30",6.566667
"145","2007-07-31",6.566667
"146","2007-08-01",6.693333
"147","2007-08-02",6.693333
"148","2007-08-03",6.566667
"149","2007-08-06",6.633333
"150","2007-08-07",6.633333
"151","2007-08-08",6.633333
"152","2007-08-09",6.566667
"153","2007-08-10",6.733333
"154","2007-08-13",6.733333
"155","2007-08-14",6.7
"156","2007-08-15",6.693333
"157","2007-08-16",6.433333
"158","2007-08-17",6.333333
"159","2007-08-20",6.333333
"160","2007-08-21",6.333333
"161","2007-08-22",6.333333
"162","2007-08-23",6.6
"163","2007-08-24",6.666667
"164","2007-08-27",6.666667
"165","2007-08-28",6.666667
"166","2007-08-29",6.5
"167","2007-08-30",6.5
"168","2007-08-31",6.653333
"169","2007-09-04",6.666667
"170","2007-09-05",6.653333
"171","2007-09-06",6.666667
"172","2007-09-07",6.666667
"173","2007-09-10",6.433333
"174","2007-09-11",6.433333
"175","2007-09-12",6.4
"176","2007-09-13",6.433333
"177","2007-09-14",6.433333
"178","2007-09-17",6.466667
"179","2007-09-18",6.666667
"180","2007-09-19",6.4
"181","2007-09-20",6.4
"182","2007-09-21",6.4
"183","2007-09-24",6.533333
"184","2007-09-25",6.533333
"185","2007-09-26",6.533333
"186","2007-09-27",6.533333
"187","2007-09-28",6.6
"188","2007-10-01",6.6
"189","2007-10-02",6.666667
"190","2007-10-03",6.6
"191","2007-10-04",6.6
"192","2007-10-05",6.666667
"193","2007-10-08",6.633333
"194","2007-10-09",6.633333
"195","2007-10-10",6.633333
"196","2007-10-11",6.533333
"197","2007-10-12",6.533333
"198","2007-10-15",6.433333
"199","2007-10-16",6.633333
"200","2007-10-17",6.466667
"201","2007-10-18",6.466667
"202","2007-10-19",6.566667
"203","2007-10-22",6.66
"204","2007-10-23",6.433333
"205","2007-10-24",6.4
"206","2007-10-25",6.466667
"207","2007-10-26",6.3
"208","2007-10-29",6.6
"209","2007-10-30",6.6
"210","2007-10-31",6.233333
"211","2007-11-01",6.273334
"212","2007-11-02",6.5
"213","2007-11-05",6.5
"214","2007-11-06",6.533333
"215","2007-11-07",6.533333
"216","2007-11-08",6.066667
"217","2007-11-09",6.066667
"218","2007-11-12",6.1
"219","2007-11-13",6.266667
"220","2007-11-14",6.266667
"221","2007-11-15",6.033333
"222","2007-11-16",6.033333
"223","2007-11-19",5.866667
"224","2007-11-20",5.933333
"225","2007-11-21",6.266667
"226","2007-11-23",6.266667
"227","2007-11-26",6.266667
"228","2007-11-27",6.133333
"229","2007-11-28",6.1
"230","2007-11-29",6.1
"231","2007-11-30",6.2
"232","2007-12-03",6.2
"233","2007-12-04",6.166667
