"","date","WSO"
"1","2007-01-03",47.540001
"2","2007-01-04",47.029999
"3","2007-01-05",46.209999
"4","2007-01-08",46.009998
"5","2007-01-09",46.080002
"6","2007-01-10",45.759998
"7","2007-01-11",47.02
"8","2007-01-12",46.82
"9","2007-01-16",48.009998
"10","2007-01-17",48.369999
"11","2007-01-18",48.43
"12","2007-01-19",48.900002
"13","2007-01-22",48.25
"14","2007-01-23",50.049999
"15","2007-01-24",50.18
"16","2007-01-25",50.549999
"17","2007-01-26",50.639999
"18","2007-01-29",50.639999
"19","2007-01-30",50.5
"20","2007-01-31",51.02
"21","2007-02-01",52.919998
"22","2007-02-02",53.599998
"23","2007-02-05",52.529999
"24","2007-02-06",52.77
"25","2007-02-07",52.68
"26","2007-02-08",53.049999
"27","2007-02-09",53.84
"28","2007-02-12",54.150002
"29","2007-02-13",52.209999
"30","2007-02-14",51.799999
"31","2007-02-15",51.849998
"32","2007-02-16",52.57
"33","2007-02-20",52.77
"34","2007-02-21",52.84
"35","2007-02-22",52.709999
"36","2007-02-23",52.189999
"37","2007-02-26",51.740002
"38","2007-02-27",50.779999
"39","2007-02-28",50.34
"40","2007-03-01",49.740002
"41","2007-03-02",49.139999
"42","2007-03-05",48.84
"43","2007-03-06",49.950001
"44","2007-03-07",49.549999
"45","2007-03-08",49.450001
"46","2007-03-09",49.740002
"47","2007-03-12",49.560001
"48","2007-03-13",48.650002
"49","2007-03-14",49.439999
"50","2007-03-15",49.549999
"51","2007-03-16",49.470001
"52","2007-03-19",50.939999
"53","2007-03-20",51.389999
"54","2007-03-21",51.02
"55","2007-03-22",51.66
"56","2007-03-23",52.139999
"57","2007-03-26",51.939999
"58","2007-03-27",52.290001
"59","2007-03-28",51.360001
"60","2007-03-29",51.130001
"61","2007-03-30",51.07
"62","2007-04-02",51.48
"63","2007-04-03",52.060001
"64","2007-04-04",51.599998
"65","2007-04-05",52.099998
"66","2007-04-09",51.959999
"67","2007-04-10",50.700001
"68","2007-04-11",50.209999
"69","2007-04-12",50.459999
"70","2007-04-13",50.299999
"71","2007-04-16",49.900002
"72","2007-04-17",50.330002
"73","2007-04-18",48.970001
"74","2007-04-19",52.599998
"75","2007-04-20",52.48
"76","2007-04-23",52.939999
"77","2007-04-24",53.279999
"78","2007-04-25",54.049999
"79","2007-04-26",54.349998
"80","2007-04-27",54.380001
"81","2007-04-30",53.169998
"82","2007-05-01",53.529999
"83","2007-05-02",54.150002
"84","2007-05-03",54.310001
"85","2007-05-04",55.73
"86","2007-05-07",55.75
"87","2007-05-08",56.240002
"88","2007-05-09",57
"89","2007-05-10",56.580002
"90","2007-05-11",56.75
"91","2007-05-14",56.470001
"92","2007-05-15",55.700001
"93","2007-05-16",55.580002
"94","2007-05-17",55.040001
"95","2007-05-18",55.66
"96","2007-05-21",56.759998
"97","2007-05-22",57.93
"98","2007-05-23",57.689999
"99","2007-05-24",57.73
"100","2007-05-25",58.869999
"101","2007-05-29",59.779999
"102","2007-05-30",62.380001
"103","2007-05-31",63.209999
"104","2007-06-01",63.5
"105","2007-06-04",63.200001
"106","2007-06-05",62.68
"107","2007-06-06",62.23
"108","2007-06-07",60.5
"109","2007-06-08",60.169998
"110","2007-06-11",61.200001
"111","2007-06-12",59.720001
"112","2007-06-13",60.599998
"113","2007-06-14",59.900002
"114","2007-06-15",58.619999
"115","2007-06-18",59
"116","2007-06-19",57.080002
"117","2007-06-20",56.360001
"118","2007-06-21",56.419998
"119","2007-06-22",55.5
"120","2007-06-25",54.299999
"121","2007-06-26",53.880001
"122","2007-06-27",54.740002
"123","2007-06-28",54.75
"124","2007-06-29",54.400002
"125","2007-07-02",55.279999
"126","2007-07-03",55.52
"127","2007-07-05",57.84
"128","2007-07-06",58.209999
"129","2007-07-09",57.880001
"130","2007-07-10",57.049999
"131","2007-07-11",56.849998
"132","2007-07-12",57.75
"133","2007-07-13",58.259998
"134","2007-07-16",57.560001
"135","2007-07-17",56.560001
"136","2007-07-18",55.299999
"137","2007-07-19",54.419998
"138","2007-07-20",52.48
"139","2007-07-23",52.060001
"140","2007-07-24",51.200001
"141","2007-07-25",51.32
"142","2007-07-26",49.939999
"143","2007-07-27",50
"144","2007-07-30",50.779999
"145","2007-07-31",49.91
"146","2007-08-01",50.07
"147","2007-08-02",50.040001
"148","2007-08-03",48.27
"149","2007-08-06",48.330002
"150","2007-08-07",48.66
"151","2007-08-08",50.93
"152","2007-08-09",52.310001
"153","2007-08-10",47.849998
"154","2007-08-13",48.66
"155","2007-08-14",46.529999
"156","2007-08-15",45.5
"157","2007-08-16",46.580002
"158","2007-08-17",47.639999
"159","2007-08-20",48
"160","2007-08-21",47.830002
"161","2007-08-22",48
"162","2007-08-23",47.759998
"163","2007-08-24",48.880001
"164","2007-08-27",48
"165","2007-08-28",46.509998
"166","2007-08-29",47.25
"167","2007-08-30",47.419998
"168","2007-08-31",48.119999
"169","2007-09-04",48.669998
"170","2007-09-05",48.490002
"171","2007-09-06",48.02
"172","2007-09-07",47.669998
"173","2007-09-10",46.970001
"174","2007-09-11",46.459999
"175","2007-09-12",46.669998
"176","2007-09-13",47.049999
"177","2007-09-14",47.91
"178","2007-09-17",47.470001
"179","2007-09-18",49.709999
"180","2007-09-19",50.349998
"181","2007-09-20",49.48
"182","2007-09-21",49.720001
"183","2007-09-24",48.84
"184","2007-09-25",47.209999
"185","2007-09-26",48.169998
"186","2007-09-27",48.150002
"187","2007-09-28",46.43
"188","2007-10-01",45.369999
"189","2007-10-02",44.759998
"190","2007-10-03",44.130001
"191","2007-10-04",44.27
"192","2007-10-05",45.110001
"193","2007-10-08",44.470001
"194","2007-10-09",44.57
"195","2007-10-10",44.25
"196","2007-10-11",44.060001
"197","2007-10-12",44.540001
"198","2007-10-15",42.880001
"199","2007-10-16",42
"200","2007-10-17",41.639999
"201","2007-10-18",40.700001
"202","2007-10-19",40.119999
"203","2007-10-22",39.400002
"204","2007-10-23",40.959999
"205","2007-10-24",40.91
"206","2007-10-25",40.59
"207","2007-10-26",41.23
"208","2007-10-29",40.790001
"209","2007-10-30",40.669998
"210","2007-10-31",41.639999
"211","2007-11-01",40.139999
"212","2007-11-02",40.77
"213","2007-11-05",40.380001
"214","2007-11-06",41.700001
"215","2007-11-07",39.669998
"216","2007-11-08",38.549999
"217","2007-11-09",39.290001
"218","2007-11-12",39.23
"219","2007-11-13",39.23
"220","2007-11-14",38.48
"221","2007-11-15",37.389999
"222","2007-11-16",38.029999
"223","2007-11-19",37.52
"224","2007-11-20",36.93
"225","2007-11-21",36.709999
"226","2007-11-23",37.27
"227","2007-11-26",36.43
"228","2007-11-27",36.91
"229","2007-11-28",39.110001
"230","2007-11-29",38.119999
"231","2007-11-30",36.25
"232","2007-12-03",35.610001
"233","2007-12-04",35.540001
"234","2007-12-05",35.84
"235","2007-12-06",38.279999
"236","2007-12-07",38.650002
"237","2007-12-10",39.689999
"238","2007-12-11",38.009998
"239","2007-12-12",37.200001
"240","2007-12-13",36.689999
"241","2007-12-14",36.330002
"242","2007-12-17",35.990002
"243","2007-12-18",37.490002
"244","2007-12-19",38.610001
"245","2007-12-20",37.869999
"246","2007-12-21",39.57
"247","2007-12-24",39.799999
"248","2007-12-26",39.439999
"249","2007-12-27",37.869999
"250","2007-12-28",36.869999
"251","2007-12-31",36.759998
"252","2008-01-02",35.610001
"253","2008-01-03",35.099998
"254","2008-01-04",33.290001
"255","2008-01-07",33.98
"256","2008-01-08",33.509998
"257","2008-01-09",33.580002
"258","2008-01-10",33.990002
"259","2008-01-11",33.349998
"260","2008-01-14",32.849998
"261","2008-01-15",32.93
"262","2008-01-16",33.049999
"263","2008-01-17",32.02
"264","2008-01-18",31.440001
"265","2008-01-22",31.82
"266","2008-01-23",33.48
"267","2008-01-24",33.939999
"268","2008-01-25",32.049999
"269","2008-01-28",32.389999
"270","2008-01-29",33.119999
"271","2008-01-30",33.200001
"272","2008-01-31",36.799999
"273","2008-02-01",37.209999
"274","2008-02-04",37.189999
"275","2008-02-05",35.650002
"276","2008-02-06",35.630001
"277","2008-02-07",36.57
"278","2008-02-08",36.509998
"279","2008-02-11",35.93
"280","2008-02-12",36.849998
"281","2008-02-13",38.34
"282","2008-02-14",37.459999
"283","2008-02-15",37.52
"284","2008-02-19",35.790001
"285","2008-02-20",35.57
"286","2008-02-21",34.790001
"287","2008-02-22",34.91
"288","2008-02-25",36.419998
"289","2008-02-26",37.549999
"290","2008-02-27",38.82
"291","2008-02-28",38.400002
"292","2008-02-29",38
"293","2008-03-03",38.16
"294","2008-03-04",38.27
"295","2008-03-05",38.919998
"296","2008-03-06",38.34
"297","2008-03-07",38.34
"298","2008-03-10",37.279999
"299","2008-03-11",38.799999
"300","2008-03-12",38.630001
"301","2008-03-13",40.439999
"302","2008-03-14",40.5
"303","2008-03-17",39.900002
"304","2008-03-18",39.540001
"305","2008-03-19",39.299999
"306","2008-03-20",39.900002
"307","2008-03-24",41.34
"308","2008-03-25",42.5
"309","2008-03-26",43.799999
"310","2008-03-27",41.650002
"311","2008-03-28",41.150002
"312","2008-03-31",41.419998
"313","2008-04-01",43.040001
"314","2008-04-02",42.560001
"315","2008-04-03",41.810001
"316","2008-04-04",42.060001
"317","2008-04-07",41.509998
"318","2008-04-08",42.52
"319","2008-04-09",40.360001
"320","2008-04-10",42.240002
"321","2008-04-11",43.639999
"322","2008-04-14",42.669998
"323","2008-04-15",43.060001
"324","2008-04-16",42.450001
"325","2008-04-17",45.639999
"326","2008-04-18",45.09
"327","2008-04-21",44.25
"328","2008-04-22",45.080002
"329","2008-04-23",46.5
"330","2008-04-24",46.59
"331","2008-04-25",47.150002
"332","2008-04-28",47.470001
"333","2008-04-29",46.59
"334","2008-04-30",45.369999
"335","2008-05-01",45
"336","2008-05-02",44.849998
"337","2008-05-05",44.970001
"338","2008-05-06",44.619999
"339","2008-05-07",44.080002
"340","2008-05-08",42.84
"341","2008-05-09",41.779999
"342","2008-05-12",44.040001
"343","2008-05-13",43.919998
"344","2008-05-14",43.779999
"345","2008-05-15",44.200001
"346","2008-05-16",44.299999
"347","2008-05-19",45.040001
"348","2008-05-20",45.189999
"349","2008-05-21",43.860001
"350","2008-05-22",43.959999
"351","2008-05-23",43.439999
"352","2008-05-27",43.880001
"353","2008-05-28",44.59
"354","2008-05-29",45.25
"355","2008-05-30",46.5
"356","2008-06-02",45.5
"357","2008-06-03",45.880001
"358","2008-06-04",44.98
"359","2008-06-05",44.619999
"360","2008-06-06",42.119999
"361","2008-06-09",41.439999
"362","2008-06-10",41.27
"363","2008-06-11",40.27
"364","2008-06-12",40.619999
"365","2008-06-13",40.990002
"366","2008-06-16",41
"367","2008-06-17",40.93
"368","2008-06-18",40.970001
"369","2008-06-19",42.740002
"370","2008-06-20",42.509998
"371","2008-06-23",42.779999
"372","2008-06-24",42.48
"373","2008-06-25",42.939999
"374","2008-06-26",42.52
"375","2008-06-27",42.290001
"376","2008-06-30",41.799999
"377","2008-07-01",42.700001
"378","2008-07-02",41.290001
"379","2008-07-03",41.169998
"380","2008-07-07",41.080002
"381","2008-07-08",41.349998
"382","2008-07-09",40.860001
"383","2008-07-10",42.709999
"384","2008-07-11",43.23
"385","2008-07-14",43.639999
"386","2008-07-15",41.299999
"387","2008-07-16",41.73
"388","2008-07-17",46.200001
"389","2008-07-18",47.970001
"390","2008-07-21",48.790001
"391","2008-07-22",50.5
"392","2008-07-23",51.27
"393","2008-07-24",49.59
"394","2008-07-25",49.900002
"395","2008-07-28",48.59
"396","2008-07-29",50.419998
"397","2008-07-30",50.110001
