"","date","BBDO"
"1","2012-03-13",14.363636
"2","2012-03-14",14.336364
"3","2012-03-15",14.090909
"4","2012-03-16",14.409091
"5","2012-03-19",14.363636
"6","2012-03-20",13.818182
"7","2012-03-21",14.363636
"8","2012-03-22",13.9
"9","2012-03-23",13.9
"10","2012-03-26",14.318182
"11","2012-03-27",14.318182
"12","2012-03-28",13.745455
"13","2012-03-29",13.809091
"14","2012-03-30",13.563637
"15","2012-04-02",13.845454
"16","2012-04-03",13.736363
"17","2012-04-04",13.845454
"18","2012-04-05",13.163636
"19","2012-04-09",13.163636
"20","2012-04-10",13.163636
"21","2012-04-11",13.163636
"22","2012-04-12",13.163636
"23","2012-04-13",13.118182
"24","2012-04-16",13.063637
"25","2012-04-17",13.063637
"26","2012-04-18",12.727273
"27","2012-04-19",12.727273
"28","2012-04-20",12.727273
"29","2012-04-23",12.727273
"30","2012-04-24",12.727273
"31","2012-04-25",12.727273
"32","2012-04-26",12.372727
"33","2012-04-27",12.372727
"34","2012-04-30",12.372727
"35","2012-05-01",12.372727
"36","2012-05-02",11.818182
"37","2012-05-03",11.818182
"38","2012-05-04",11.836364
"39","2012-05-07",11.836364
"40","2012-05-08",11.836364
"41","2012-05-09",11.836364
"42","2012-05-10",11.736363
"43","2012-05-11",11.672728
"44","2012-05-14",11.3
"45","2012-05-15",11.145454
"46","2012-05-16",10.581819
"47","2012-05-17",11.109091
"48","2012-05-18",10.409091
"49","2012-05-21",10.681818
"50","2012-05-22",10.690909
"51","2012-05-23",10.772727
"52","2012-05-24",10.772727
"53","2012-05-25",10.772727
"54","2012-05-29",10.772727
"55","2012-05-30",10.772727
"56","2012-05-31",11.136364
"57","2012-06-01",11.136364
"58","2012-06-04",11.136364
"59","2012-06-05",11.136364
"60","2012-06-06",11.136364
"61","2012-06-07",11.136364
"62","2012-06-08",11.136364
"63","2012-06-11",11.136364
"64","2012-06-12",11.136364
"65","2012-06-13",11.2
"66","2012-06-14",11.181818
"67","2012-06-15",11.181818
"68","2012-06-18",11.481818
"69","2012-06-19",11.590909
"70","2012-06-20",11.636364
"71","2012-06-21",11.636364
"72","2012-06-22",11.236363
"73","2012-06-25",11.127273
"74","2012-06-26",10.727273
"75","2012-06-27",10.727273
"76","2012-06-28",10.727273
"77","2012-06-29",11.190909
"78","2012-07-02",11.381818
"79","2012-07-03",11.590909
"80","2012-07-05",11.590909
"81","2012-07-06",11.236363
"82","2012-07-09",11.236363
"83","2012-07-10",11.236363
"84","2012-07-11",11.236363
"85","2012-07-12",11.236363
"86","2012-07-13",11.272727
"87","2012-07-16",11.272727
"88","2012-07-17",11.272727
"89","2012-07-18",11.272727
"90","2012-07-19",11.272727
"91","2012-07-20",11.272727
"92","2012-07-23",11.272727
"93","2012-07-24",11.272727
"94","2012-07-25",11.272727
"95","2012-07-26",11.272727
"96","2012-07-27",11.590909
"97","2012-07-30",11.590909
"98","2012-07-31",11.590909
"99","2012-08-01",11.590909
"100","2012-08-02",11.590909
"101","2012-08-03",11.590909
"102","2012-08-06",12.272727
"103","2012-08-07",12.272727
"104","2012-08-08",12.5
"105","2012-08-09",12.5
"106","2012-08-10",12.409091
"107","2012-08-13",12.727273
"108","2012-08-14",12.590909
"109","2012-08-15",12.590909
"110","2012-08-16",12.590909
"111","2012-08-17",12.590909
"112","2012-08-20",12.590909
"113","2012-08-21",11.936363
"114","2012-08-22",12.754545
"115","2012-08-23",12.563637
"116","2012-08-24",12.563637
"117","2012-08-27",11.8
"118","2012-08-28",12.218182
"119","2012-08-29",12.218182
"120","2012-08-30",12.218182
"121","2012-08-31",12.409091
"122","2012-09-04",12.409091
"123","2012-09-05",12.409091
"124","2012-09-06",12.409091
"125","2012-09-07",12.409091
"126","2012-09-10",11.836364
"127","2012-09-11",11.836364
"128","2012-09-12",11.836364
"129","2012-09-13",12.609091
"130","2012-09-14",12.863636
"131","2012-09-17",12.863636
"132","2012-09-18",12.863636
"133","2012-09-19",12.863636
"134","2012-09-20",12.863636
"135","2012-09-21",12.863636
"136","2012-09-24",12.863636
"137","2012-09-25",12.345454
"138","2012-09-26",12.345454
"139","2012-09-27",12.345454
"140","2012-09-28",12.345454
"141","2012-10-01",12.345454
"142","2012-10-02",12.345454
"143","2012-10-03",12.345454
"144","2012-10-04",12.345454
"145","2012-10-05",12
"146","2012-10-08",11.827272
"147","2012-10-09",11.827272
"148","2012-10-10",11.827272
"149","2012-10-11",11.827272
"150","2012-10-12",11.827272
"151","2012-10-15",11.690909
"152","2012-10-16",11.809091
"153","2012-10-17",11.809091
"154","2012-10-18",11.990909
"155","2012-10-19",11.990909
"156","2012-10-22",12.018182
"157","2012-10-23",12.018182
"158","2012-10-24",12.018182
"159","2012-10-25",12.172728
"160","2012-10-26",12.172728
"161","2012-10-31",12.172728
"162","2012-11-01",12.172728
"163","2012-11-02",12.172728
"164","2012-11-05",12.609091
"165","2012-11-06",12.609091
"166","2012-11-07",12.609091
"167","2012-11-08",12.609091
"168","2012-11-09",12.609091
"169","2012-11-12",11.881818
"170","2012-11-13",11.881818
"171","2012-11-14",11.881818
"172","2012-11-15",13
"173","2012-11-16",12.3
"174","2012-11-19",13.181818
"175","2012-11-20",13.181818
"176","2012-11-21",13.181818
"177","2012-11-23",13.181818
"178","2012-11-26",13.636364
"179","2012-11-27",13.636364
"180","2012-11-28",13.318182
"181","2012-11-29",13.363636
"182","2012-11-30",13.945455
"183","2012-12-03",14.236363
"184","2012-12-04",13.727273
"185","2012-12-05",14.090909
"186","2012-12-06",14.3
"187","2012-12-07",14.545455
"188","2012-12-10",14.9
"189","2012-12-11",15.163636
"190","2012-12-12",15
"191","2012-12-13",15.545455
"192","2012-12-14",15.1
"193","2012-12-17",14.909091
"194","2012-12-18",14.363636
"195","2012-12-19",15.481818
"196","2012-12-20",15.481818
"197","2012-12-21",15.6
"198","2012-12-24",15.6
"199","2012-12-26",15.6
"200","2012-12-27",15.272727
"201","2012-12-28",14.772727
"202","2012-12-31",14.109091
"203","2013-01-02",15.5
"204","2013-01-03",16.363636
"205","2013-01-04",16.363636
"206","2013-01-07",16.363636
"207","2013-01-08",15.827272
"208","2013-01-09",16.072727
"209","2013-01-10",16.254545
"210","2013-01-11",16.254545
"211","2013-01-14",16.318182
"212","2013-01-15",16.318182
"213","2013-01-16",16.318182
"214","2013-01-17",16.318182
"215","2013-01-18",16.318182
"216","2013-01-22",16.299999
"217","2013-01-23",16.299999
"218","2013-01-24",16.299999
"219","2013-01-25",16.299999
"220","2013-01-28",16.218182
"221","2013-01-29",16.218182
"222","2013-01-30",15.736363
"223","2013-01-31",15.736363
"224","2013-02-01",15.736363
"225","2013-02-04",15.736363
"226","2013-02-05",15.963636
"227","2013-02-06",15.909091
"228","2013-02-07",15.790909
"229","2013-02-08",15.790909
"230","2013-02-11",15.790909
"231","2013-02-12",15.790909
"232","2013-02-13",16.363636
"233","2013-02-14",16.363636
"234","2013-02-15",16.363636
"235","2013-02-19",16.818182
"236","2013-02-20",16.436363
"237","2013-02-21",16.363636
"238","2013-02-22",16.363636
"239","2013-02-25",16.463636
"240","2013-02-26",15.909091
"241","2013-02-27",15.909091
"242","2013-02-28",15.909091
"243","2013-03-01",16.209091
"244","2013-03-04",16.209091
"245","2013-03-05",16.818182
"246","2013-03-06",16.818182
"247","2013-03-07",17
"248","2013-03-08",17
"249","2013-03-11",16.936363
"250","2013-03-12",16.936363
"251","2013-03-13",16.936363
"252","2013-03-14",16.936363
"253","2013-03-15",17.336363
"254","2013-03-18",16.818182
"255","2013-03-19",16.818182
"256","2013-03-20",16.818182
"257","2013-03-21",16.818182
"258","2013-03-22",17.272728
"259","2013-03-25",16.436363
"260","2013-03-26",16.65
"261","2013-03-27",17.190001
"262","2013-03-28",17.190001
"263","2013-04-01",17.129999
"264","2013-04-02",17.129999
"265","2013-04-03",17.4
"266","2013-04-04",18
"267","2013-04-05",17.889999
"268","2013-04-08",17.43
"269","2013-04-09",17.43
"270","2013-04-10",18.360001
"271","2013-04-11",18.360001
"272","2013-04-12",18.360001
"273","2013-04-15",18.360001
"274","2013-04-16",18
"275","2013-04-17",17.1
"276","2013-04-18",16.9
"277","2013-04-19",17.059999
"278","2013-04-22",17.059999
"279","2013-04-23",17
"280","2013-04-24",17.18
"281","2013-04-25",17.18
"282","2013-04-26",17.450001
"283","2013-04-29",17.450001
"284","2013-04-30",17.450001
"285","2013-05-01",16.120001
"286","2013-05-02",17.16
"287","2013-05-03",17.16
"288","2013-05-06",17.16
"289","2013-05-07",17.209999
"290","2013-05-08",17.35
"291","2013-05-09",17.35
"292","2013-05-10",16.870001
"293","2013-05-13",16.870001
"294","2013-05-14",16.639999
"295","2013-05-15",17.200001
"296","2013-05-16",17.200001
"297","2013-05-17",17.200001
"298","2013-05-20",17.610001
"299","2013-05-21",17.360001
"300","2013-05-22",17.360001
"301","2013-05-23",17.360001
"302","2013-05-24",17.139999
"303","2013-05-28",17.139999
"304","2013-05-29",16.450001
"305","2013-05-30",16.950001
"306","2013-05-31",16
"307","2013-06-03",16
"308","2013-06-04",16.450001
"309","2013-06-05",16
"310","2013-06-06",16
"311","2013-06-07",15.81
"312","2013-06-10",15.81
"313","2013-06-11",15.44
"314","2013-06-12",15
"315","2013-06-13",15
"316","2013-06-14",15
"317","2013-06-17",15
"318","2013-06-18",14.74
"319","2013-06-19",14.16
"320","2013-06-20",14.5
"321","2013-06-21",13.9
"322","2013-06-24",13.78
"323","2013-06-25",13.88
"324","2013-06-26",14.21
"325","2013-06-27",14.28
"326","2013-06-28",14.04
"327","2013-07-01",14.15
"328","2013-07-02",13.3
"329","2013-07-03",13.3
"330","2013-07-05",12.5
"331","2013-07-08",12.94
"332","2013-07-09",12.94
"333","2013-07-10",12.94
"334","2013-07-11",15
"335","2013-07-12",13.64
"336","2013-07-15",15.86
"337","2013-07-16",14.25
"338","2013-07-17",14.9
"339","2013-07-18",14.9
"340","2013-07-19",13.83
"341","2013-07-22",15.44
"342","2013-07-23",15.2
"343","2013-07-24",13.75
"344","2013-07-25",15.12
"345","2013-07-26",13.58
"346","2013-07-29",14.27
"347","2013-07-30",14.27
"348","2013-07-31",15.05
"349","2013-08-01",13.9
"350","2013-08-02",14.5
"351","2013-08-05",13.25
"352","2013-08-06",13.02
"353","2013-08-07",13.59
"354","2013-08-08",13.88
"355","2013-08-09",13.75
"356","2013-08-12",13.76
