"","date","JHG"
"1","2017-05-30",30.6
"2","2017-05-31",31.280001
"3","2017-06-01",33.939999
"4","2017-06-02",33.290001
"5","2017-06-05",33.09
"6","2017-06-06",31.6
"7","2017-06-07",31.700001
"8","2017-06-08",31.780001
"9","2017-06-09",31.709999
"10","2017-06-12",32.290001
"11","2017-06-13",32.740002
"12","2017-06-14",33.990002
"13","2017-06-15",33.110001
"14","2017-06-16",32.43
"15","2017-06-19",33.150002
"16","2017-06-20",32.889999
"17","2017-06-21",32.869999
"18","2017-06-22",33.09
"19","2017-06-23",32.900002
"20","2017-06-26",33.200001
"21","2017-06-27",33.060001
"22","2017-06-28",33.66
"23","2017-06-29",33.560001
"24","2017-06-30",33.110001
"25","2017-07-03",32.5
"26","2017-07-05",32.650002
"27","2017-07-06",31.6
"28","2017-07-07",32.490002
"29","2017-07-10",33.580002
"30","2017-07-11",33.240002
"31","2017-07-12",33.779999
"32","2017-07-13",34.080002
"33","2017-07-14",34
"34","2017-07-17",33.82
"35","2017-07-18",33.740002
"36","2017-07-19",33.52
"37","2017-07-20",33.52
"38","2017-07-21",33.099998
"39","2017-07-24",33.66
"40","2017-07-25",34.369999
"41","2017-07-26",34
"42","2017-07-27",33.189999
"43","2017-07-28",32.860001
"44","2017-07-31",33.490002
"45","2017-08-01",34.02
"46","2017-08-02",33.529999
"47","2017-08-03",33.52
"48","2017-08-04",34.130001
"49","2017-08-07",34.080002
"50","2017-08-08",35.48
"51","2017-08-09",35.77
"52","2017-08-10",35.299999
"53","2017-08-11",35.59
"54","2017-08-14",35.689999
"55","2017-08-15",35.200001
"56","2017-08-16",35.23
"57","2017-08-17",34.709999
"58","2017-08-18",34.310001
"59","2017-08-21",34.5
"60","2017-08-22",34.5
"61","2017-08-23",34.740002
"62","2017-08-24",34.82
"63","2017-08-25",35.279999
"64","2017-08-28",35.130001
"65","2017-08-29",34.16
"66","2017-08-30",34.169998
"67","2017-08-31",34.560001
"68","2017-09-01",34.790001
"69","2017-09-05",33.419998
"70","2017-09-06",33.419998
"71","2017-09-07",33.209999
"72","2017-09-08",33.389999
"73","2017-09-11",33.59
"74","2017-09-12",34
"75","2017-09-13",33.040001
"76","2017-09-14",33.220001
"77","2017-09-15",33.259998
"78","2017-09-18",33.52
"79","2017-09-19",33.849998
"80","2017-09-20",34
"81","2017-09-21",33.540001
"82","2017-09-22",33.959999
"83","2017-09-25",33.880001
"84","2017-09-26",33.82
"85","2017-09-27",34.439999
"86","2017-09-28",34.360001
"87","2017-09-29",34.84
"88","2017-10-02",35.200001
"89","2017-10-03",35.07
"90","2017-10-04",35.299999
"91","2017-10-05",34.990002
"92","2017-10-06",34.790001
"93","2017-10-09",34.799999
"94","2017-10-10",35.009998
"95","2017-10-11",34.939999
"96","2017-10-12",35.189999
"97","2017-10-13",35.299999
"98","2017-10-16",35.220001
"99","2017-10-17",35.130001
"100","2017-10-18",35.279999
"101","2017-10-19",35.080002
"102","2017-10-20",35.27
"103","2017-10-23",35.169998
"104","2017-10-24",35.25
"105","2017-10-25",34.919998
"106","2017-10-26",35.049999
"107","2017-10-27",34.52
"108","2017-10-30",34.709999
"109","2017-10-31",34.75
"110","2017-11-01",34.529999
"111","2017-11-02",34.93
"112","2017-11-03",34.799999
"113","2017-11-06",35.07
"114","2017-11-07",34.59
"115","2017-11-08",34.650002
"116","2017-11-09",35.360001
"117","2017-11-10",36.419998
"118","2017-11-13",37.040001
"119","2017-11-14",36.82
"120","2017-11-15",36.66
"121","2017-11-16",36.389999
"122","2017-11-17",36.630001
"123","2017-11-20",36.02
"124","2017-11-21",36.360001
"125","2017-11-22",36.41
"126","2017-11-24",36.700001
"127","2017-11-27",36.130001
"128","2017-11-28",36.400002
"129","2017-11-29",36.490002
"130","2017-11-30",37.27
"131","2017-12-01",37.02
"132","2017-12-04",36.029999
"133","2017-12-05",35.849998
"134","2017-12-06",36.360001
"135","2017-12-07",36.119999
"136","2017-12-08",36.130001
"137","2017-12-11",36.82
"138","2017-12-12",36.669998
"139","2017-12-13",36.57
"140","2017-12-14",37.169998
"141","2017-12-15",37.150002
"142","2017-12-18",37.41
"143","2017-12-19",38.119999
"144","2017-12-20",38.169998
"145","2017-12-21",38.310001
"146","2017-12-22",38.470001
"147","2017-12-26",38.450001
"148","2017-12-27",38.099998
"149","2017-12-28",38.240002
"150","2017-12-29",38.259998
"151","2018-01-02",38.59
"152","2018-01-03",38.639999
"153","2018-01-04",38.959999
"154","2018-01-05",39.689999
"155","2018-01-08",39.23
"156","2018-01-09",39.759998
"157","2018-01-10",39.740002
"158","2018-01-11",40.029999
"159","2018-01-12",40.540001
"160","2018-01-16",40.560001
"161","2018-01-17",41
"162","2018-01-18",40.709999
"163","2018-01-19",41.040001
"164","2018-01-22",41.110001
"165","2018-01-23",40.959999
"166","2018-01-24",40.970001
"167","2018-01-25",40.939999
"168","2018-01-26",41.43
"169","2018-01-29",40.939999
"170","2018-01-30",39.700001
"171","2018-01-31",39.380001
"172","2018-02-01",39.41
"173","2018-02-02",38.43
"174","2018-02-05",36.93
"175","2018-02-06",37.060001
"176","2018-02-07",36.099998
"177","2018-02-08",34.119999
"178","2018-02-09",34.119999
"179","2018-02-12",34.43
"180","2018-02-13",34.720001
"181","2018-02-14",35.529999
"182","2018-02-15",35.52
"183","2018-02-16",35.43
"184","2018-02-20",35.779999
"185","2018-02-21",35.5
"186","2018-02-22",35.18
"187","2018-02-23",35.639999
"188","2018-02-26",35.790001
"189","2018-02-27",35.290001
"190","2018-02-28",35.34
"191","2018-03-01",34.959999
"192","2018-03-02",34.709999
"193","2018-03-05",34.619999
"194","2018-03-06",34.849998
"195","2018-03-07",34.330002
"196","2018-03-08",34.700001
"197","2018-03-09",36.16
"198","2018-03-12",36.02
"199","2018-03-13",35.790001
"200","2018-03-14",35.5
"201","2018-03-15",35.310001
"202","2018-03-16",35.060001
"203","2018-03-19",34.450001
"204","2018-03-20",34.639999
"205","2018-03-21",34.639999
"206","2018-03-22",33.360001
"207","2018-03-23",32.560001
"208","2018-03-26",33.25
"209","2018-03-27",32.639999
"210","2018-03-28",32.470001
"211","2018-03-29",33.09
"212","2018-04-02",32.200001
"213","2018-04-03",32.23
"214","2018-04-04",32.369999
"215","2018-04-05",32.200001
"216","2018-04-06",31.66
"217","2018-04-09",31.620001
"218","2018-04-10",31.950001
"219","2018-04-11",31.639999
"220","2018-04-12",31.98
"221","2018-04-13",31.76
"222","2018-04-16",31.360001
"223","2018-04-17",31.459999
"224","2018-04-18",32.369999
"225","2018-04-19",32.290001
"226","2018-04-20",32.220001
"227","2018-04-23",32.16
"228","2018-04-24",32.200001
"229","2018-04-25",32.459999
"230","2018-04-26",32.240002
"231","2018-04-27",32.099998
"232","2018-04-30",31.59
"233","2018-05-01",31.450001
"234","2018-05-02",31.16
"235","2018-05-03",31.190001
"236","2018-05-04",31.370001
"237","2018-05-07",31.43
"238","2018-05-08",31.620001
"239","2018-05-09",32.880001
"240","2018-05-10",33.880001
"241","2018-05-11",34.209999
"242","2018-05-14",34.009998
"243","2018-05-15",33.509998
"244","2018-05-16",33.200001
"245","2018-05-17",33.099998
"246","2018-05-18",32.43
"247","2018-05-21",32.959999
"248","2018-05-22",32.580002
"249","2018-05-23",32.540001
"250","2018-05-24",32.310001
"251","2018-05-25",32.200001
"252","2018-05-29",30.99
"253","2018-05-30",31.59
"254","2018-05-31",30.889999
"255","2018-06-01",31.09
"256","2018-06-04",31.17
"257","2018-06-05",31.34
"258","2018-06-06",32.07
"259","2018-06-07",32.060001
"260","2018-06-08",31.950001
"261","2018-06-11",32.110001
"262","2018-06-12",32.150002
"263","2018-06-13",31.77
"264","2018-06-14",31.57
"265","2018-06-15",31.620001
"266","2018-06-18",31.700001
"267","2018-06-19",32.029999
"268","2018-06-20",32.040001
"269","2018-06-21",32.099998
"270","2018-06-22",32.470001
"271","2018-06-25",31.9
"272","2018-06-26",31.68
"273","2018-06-27",30.610001
"274","2018-06-28",30.389999
"275","2018-06-29",30.73
"276","2018-07-02",30.76
"277","2018-07-03",30.43
"278","2018-07-05",31.01
"279","2018-07-06",31.16
"280","2018-07-09",31.690001
"281","2018-07-10",31.77
"282","2018-07-11",31.110001
"283","2018-07-12",31.200001
"284","2018-07-13",31.1
"285","2018-07-16",30.77
"286","2018-07-17",30.9
"287","2018-07-18",31.440001
"288","2018-07-19",31.370001
"289","2018-07-20",31.34
"290","2018-07-23",31.280001
"291","2018-07-24",31.450001
"292","2018-07-25",31.370001
"293","2018-07-26",31.120001
"294","2018-07-27",31.25
"295","2018-07-30",32.16
"296","2018-07-31",32.549999
"297","2018-08-01",29.98
"298","2018-08-02",29.25
"299","2018-08-03",29.16
"300","2018-08-06",29.43
"301","2018-08-07",29.27
"302","2018-08-08",28.9
"303","2018-08-09",28.809999
"304","2018-08-10",27.700001
"305","2018-08-13",27.049999
"306","2018-08-14",27.370001
"307","2018-08-15",27.51
