"","date","MICT"
"1","2012-10-17",2.1
"2","2012-10-18",2.1
"3","2012-10-19",2.1
"4","2012-10-22",2.1
"5","2012-10-23",2.1
"6","2012-10-24",2.1
"7","2012-10-25",2.1
"8","2012-10-26",2.1
"9","2012-10-31",2.1
"10","2012-11-01",2.1
"11","2012-11-02",2.1
"12","2012-11-05",2.1
"13","2012-11-06",2.1
"14","2012-11-07",2.1
"15","2012-11-08",2.1
"16","2012-11-09",2.1
"17","2012-11-12",2.1
"18","2012-11-13",2.1
"19","2012-11-14",2.1
"20","2012-11-15",2.1
"21","2012-11-16",6.5
"22","2012-11-19",6.6
"23","2012-11-20",6.6
"24","2012-11-21",6.6
"25","2012-11-23",6.6
"26","2012-11-26",6.62
"27","2012-11-27",6.62
"28","2012-11-28",6.62
"29","2012-11-29",6.62
"30","2012-11-30",6.62
"31","2012-12-03",6.62
"32","2012-12-04",6.62
"33","2012-12-05",6.62
"34","2012-12-06",6.62
"35","2012-12-07",6.62
"36","2012-12-10",6.62
"37","2012-12-11",6.62
"38","2012-12-12",6.62
"39","2012-12-13",6.62
"40","2012-12-14",6.62
"41","2012-12-17",6.62
"42","2012-12-18",6.6
"43","2012-12-19",6.6
"44","2012-12-20",6.6
"45","2012-12-21",6.6
"46","2012-12-24",6.6
"47","2012-12-26",6.6
"48","2012-12-27",6.6
"49","2012-12-28",6.6
"50","2012-12-31",6.6
"51","2013-01-02",6.6
"52","2013-01-03",6.6
"53","2013-01-04",6.6
"54","2013-01-07",6.6
"55","2013-01-08",6.6
"56","2013-01-09",6.6
"57","2013-01-10",6.6
"58","2013-01-11",6.6
"59","2013-01-14",6.58
"60","2013-01-15",6.58
"61","2013-01-16",6.58
"62","2013-01-17",6.58
"63","2013-01-18",6.58
"64","2013-01-22",7.58
"65","2013-01-23",7.58
"66","2013-01-24",7.98
"67","2013-01-25",7.98
"68","2013-01-28",7.98
"69","2013-01-29",7.98
"70","2013-01-30",7.98
"71","2013-01-31",7.98
"72","2013-02-01",7.98
"73","2013-02-04",7.98
"74","2013-02-05",7.98
"75","2013-02-06",7.98
"76","2013-02-07",7.98
"77","2013-02-08",7.98
"78","2013-02-11",7.98
"79","2013-02-12",7.98
"80","2013-02-13",8
"81","2013-02-14",8
"82","2013-02-15",7.9
"83","2013-02-19",7.9
"84","2013-02-20",7.9
"85","2013-02-21",7.9
"86","2013-02-22",7.9
"87","2013-02-25",7.9
"88","2013-02-26",7.9
"89","2013-02-27",7.9
"90","2013-02-28",7.9
"91","2013-03-01",7.9
"92","2013-03-04",7.9
"93","2013-03-05",7.9
"94","2013-03-06",7.9
"95","2013-03-07",7.9
"96","2013-03-08",7.9
"97","2013-03-11",7.9
"98","2013-03-12",7.9
"99","2013-03-13",7.9
"100","2013-03-14",7.9
"101","2013-03-15",7.9
"102","2013-03-18",3.95
"103","2013-03-19",3.95
"104","2013-03-20",8.75
"105","2013-03-21",8.75
"106","2013-03-22",8.75
"107","2013-03-25",8.75
"108","2013-03-26",8.75
"109","2013-03-27",8.75
"110","2013-03-28",8.75
"111","2013-04-01",8.75
"112","2013-04-02",8.75
"113","2013-04-03",8.75
"114","2013-04-04",8.75
"115","2013-04-05",8.75
"116","2013-04-08",8.75
"117","2013-04-09",10.24
"118","2013-04-10",10.24
"119","2013-04-11",10.24
"120","2013-04-12",10.24
"121","2013-04-15",10.24
"122","2013-04-16",10.24
"123","2013-04-17",10.24
"124","2013-04-18",10.9
"125","2013-04-19",12.25
"126","2013-04-22",11.5
"127","2013-04-23",11.5
"128","2013-04-24",4.4
"129","2013-04-25",4.1
"130","2013-04-26",4.3
"131","2013-04-29",4.44
"132","2013-04-30",4.35
"133","2013-05-01",4.17
"134","2013-05-02",4.25
"135","2013-05-03",4.28
"136","2013-05-06",4.6
"137","2013-05-07",4.69
"138","2013-05-08",4.8
"139","2013-05-09",4.7
"140","2013-05-10",4.94
"141","2013-05-13",5.2
"142","2013-05-14",4.99
"143","2013-05-15",4.99
"144","2013-05-16",5.01
"145","2013-05-17",5.19
"146","2013-05-20",4.95
"147","2013-05-21",4.98
"148","2013-05-22",4.85
"149","2013-05-23",4.72
"150","2013-05-24",4.9
"151","2013-05-28",4.99
"152","2013-05-29",4.71
"153","2013-05-30",4.9
"154","2013-05-31",4.71
"155","2013-06-03",4.8
"156","2013-06-04",4.7
"157","2013-06-05",4.5
"158","2013-06-06",4.31
"159","2013-06-07",4.4
"160","2013-06-10",4.5
"161","2013-06-11",4.44
"162","2013-06-12",4.11
"163","2013-06-13",4.34
"164","2013-06-14",4.306
"165","2013-06-17",4.35
"166","2013-06-18",4.5
"167","2013-06-19",4.5
"168","2013-06-20",4.4
"169","2013-06-21",4.63
"170","2013-06-24",4.7
"171","2013-06-25",4.7
"172","2013-06-26",4.64
"173","2013-06-27",4.53
"174","2013-06-28",4.52
"175","2013-07-01",4.52
"176","2013-07-02",4.52
"177","2013-07-03",4.52
"178","2013-07-05",4.52
"179","2013-07-08",4.52
"180","2013-07-09",4.5
"181","2013-07-10",4.5
"182","2013-07-11",4.461
"183","2013-07-12",4.43
"184","2013-07-15",4.48
"185","2013-07-16",4.6
"186","2013-07-17",4.54
"187","2013-07-18",4.52
"188","2013-07-19",4.52
"189","2013-07-22",4.55
"190","2013-07-23",4.91
"191","2013-07-24",5.25
"192","2013-07-25",5.39
"193","2013-07-26",5.16
"194","2013-07-29",5.25
"195","2013-07-30",5.15
"196","2013-07-31",5.24
"197","2013-08-01",5.26
"198","2013-08-02",5.25
"199","2013-08-05",5.16
"200","2013-08-06",5.25
"201","2013-08-07",5.16
"202","2013-08-08",5.15
"203","2013-08-09",5.3
"204","2013-08-12",5.25
"205","2013-08-13",5.35
"206","2013-08-14",5.25
"207","2013-08-15",5.2
"208","2013-08-16",5.07
"209","2013-08-19",5.16
"210","2013-08-20",4.87
"211","2013-08-21",5.02
"212","2013-08-22",5.02
"213","2013-08-23",5.01
"214","2013-08-26",5.05
"215","2013-08-27",4.92
"216","2013-08-28",5.199
"217","2013-08-29",5.4
"218","2013-08-30",5.48
"219","2013-09-03",5.55
"220","2013-09-04",5.209
"221","2013-09-05",5.25
"222","2013-09-06",5.35
"223","2013-09-09",5.54
"224","2013-09-10",5.47
"225","2013-09-11",5.23
"226","2013-09-12",5.23
"227","2013-09-13",5.1
"228","2013-09-16",5.131
"229","2013-09-17",5.25
"230","2013-09-18",5.37
"231","2013-09-19",5.38
"232","2013-09-20",5.11
"233","2013-09-23",5.24
"234","2013-09-24",5.39
"235","2013-09-25",5.251
"236","2013-09-26",5.37
"237","2013-09-27",5.04
"238","2013-09-30",5.39
"239","2013-10-01",5.14
"240","2013-10-02",5.23
"241","2013-10-03",5.17
"242","2013-10-04",5.11
"243","2013-10-07",4.92
"244","2013-10-08",4.8
"245","2013-10-09",4.8
"246","2013-10-10",4.94
"247","2013-10-11",4.94
"248","2013-10-14",4.94
"249","2013-10-15",4.98
"250","2013-10-16",4.997
"251","2013-10-17",4.98
"252","2013-10-18",4.81
"253","2013-10-21",5
"254","2013-10-22",4.99
"255","2013-10-23",5
"256","2013-10-24",4.9
"257","2013-10-25",5
"258","2013-10-28",4.95
"259","2013-10-29",5
"260","2013-10-30",4.96
"261","2013-10-31",4.94
"262","2013-11-01",4.86
"263","2013-11-04",4.6
"264","2013-11-05",4.646
"265","2013-11-06",4.74
"266","2013-11-07",4.6
"267","2013-11-08",4.3
"268","2013-11-11",4.21
"269","2013-11-12",4.17
"270","2013-11-13",4.18
"271","2013-11-14",4.24
"272","2013-11-15",4.05
"273","2013-11-18",4.1
"274","2013-11-19",4.15
"275","2013-11-20",4.021
"276","2013-11-21",4.385
"277","2013-11-22",4.34
"278","2013-11-25",4
"279","2013-11-26",4
"280","2013-11-27",4.32
"281","2013-11-29",4.02
"282","2013-12-02",4.09
"283","2013-12-03",3.95
"284","2013-12-04",4.25
"285","2013-12-05",4.65
"286","2013-12-06",4.749
"287","2013-12-09",4.84
"288","2013-12-10",5.06
"289","2013-12-11",4.74
"290","2013-12-12",4.93
"291","2013-12-13",4.76
"292","2013-12-16",4.85
"293","2013-12-17",4.75
"294","2013-12-18",4.81
"295","2013-12-19",4.94
"296","2013-12-20",4.81
"297","2013-12-23",5.05
"298","2013-12-24",5.05
"299","2013-12-26",4.99
"300","2013-12-27",4.94
"301","2013-12-30",5.05
"302","2013-12-31",5.1
"303","2014-01-02",5.188
"304","2014-01-03",5.12
"305","2014-01-06",5.01
"306","2014-01-07",5.1
"307","2014-01-08",5.1
"308","2014-01-09",5.28
"309","2014-01-10",5.44
"310","2014-01-13",5.329
"311","2014-01-14",5.489
"312","2014-01-15",5.395
"313","2014-01-16",5.29
"314","2014-01-17",5.07
"315","2014-01-21",5.22
"316","2014-01-22",5.23
"317","2014-01-23",5.31
"318","2014-01-24",5.21
"319","2014-01-27",5.54
"320","2014-01-28",5.464
"321","2014-01-29",5.29
"322","2014-01-30",5.11
"323","2014-01-31",5.02
"324","2014-02-03",4.91
"325","2014-02-04",4.81
"326","2014-02-05",4.95
"327","2014-02-06",5
"328","2014-02-07",5
"329","2014-02-10",5.15
"330","2014-02-11",5.05
"331","2014-02-12",5.154
"332","2014-02-13",5.15
"333","2014-02-14",4.95
"334","2014-02-18",5.163
"335","2014-02-19",5.15
"336","2014-02-20",5.15
"337","2014-02-21",5.22
"338","2014-02-24",5.45
"339","2014-02-25",5.5
"340","2014-02-26",5.8
"341","2014-02-27",5.6
"342","2014-02-28",5.35
"343","2014-03-03",5.34
"344","2014-03-04",5.265
"345","2014-03-05",5.284
"346","2014-03-06",5.2
"347","2014-03-07",5.25
"348","2014-03-10",5.5
"349","2014-03-11",5.53
"350","2014-03-12",5.66
"351","2014-03-13",5.34
"352","2014-03-14",5.49
"353","2014-03-17",5.65
"354","2014-03-18",5.589
"355","2014-03-19",5.31
"356","2014-03-20",5.17
"357","2014-03-21",5.08
"358","2014-03-24",4.911
"359","2014-03-25",4.94
"360","2014-03-26",4.81
"361","2014-03-27",4.77
"362","2014-03-28",4.78
"363","2014-03-31",4.82
"364","2014-04-01",4.59
"365","2014-04-02",4.7
"366","2014-04-03",4.58
"367","2014-04-04",4.555
"368","2014-04-07",4.4
"369","2014-04-08",4.34
"370","2014-04-09",4.4
"371","2014-04-10",4.33
"372","2014-04-11",4.35
"373","2014-04-14",4.46
"374","2014-04-15",4.37
"375","2014-04-16",4.45
"376","2014-04-17",4.44
"377","2014-04-21",4.3
"378","2014-04-22",4.428
"379","2014-04-23",4.3
"380","2014-04-24",4.2
"381","2014-04-25",4.22
"382","2014-04-28",4.25
"383","2014-04-29",4.12
"384","2014-04-30",4.05
"385","2014-05-01",4.141
"386","2014-05-02",4.01
"387","2014-05-05",4.1
"388","2014-05-06",4.01
"389","2014-05-07",4.028
"390","2014-05-08",4.04
"391","2014-05-09",3.97
"392","2014-05-12",4.1
"393","2014-05-13",4.091
"394","2014-05-14",4.03
"395","2014-05-15",3.87
"396","2014-05-16",3.81
"397","2014-05-19",3.9
"398","2014-05-20",3.92
"399","2014-05-21",3.95
"400","2014-05-22",3.834
"401","2014-05-23",3.84
"402","2014-05-27",3.9
"403","2014-05-28",3.9
"404","2014-05-29",3.9
"405","2014-05-30",3.87
"406","2014-06-02",3.9
"407","2014-06-03",3.85
"408","2014-06-04",3.98
"409","2014-06-05",3.77
"410","2014-06-06",3.803
"411","2014-06-09",3.87
"412","2014-06-10",3.854
"413","2014-06-11",3.9
"414","2014-06-12",3.9
"415","2014-06-13",3.9
"416","2014-06-16",3.95
"417","2014-06-17",4.22
"418","2014-06-18",4.22
"419","2014-06-19",4.1
"420","2014-06-20",4.25
"421","2014-06-23",4.261
"422","2014-06-24",4.3
"423","2014-06-25",4.24
"424","2014-06-26",4.058
"425","2014-06-27",4.056
"426","2014-06-30",4.25
"427","2014-07-01",4.45
"428","2014-07-02",4.41
"429","2014-07-03",4.57
"430","2014-07-07",4.5
"431","2014-07-08",4.39
"432","2014-07-09",4.47
"433","2014-07-10",4.29
"434","2014-07-11",4.31
"435","2014-07-14",4.36
"436","2014-07-15",4.31
"437","2014-07-16",4.3
"438","2014-07-17",4.27
"439","2014-07-18",4.43
"440","2014-07-21",4.43
"441","2014-07-22",4.24
"442","2014-07-23",4.2
"443","2014-07-24",4.21
"444","2014-07-25",4.01
"445","2014-07-28",4
"446","2014-07-29",3.96
"447","2014-07-30",3.73
"448","2014-07-31",3.54
"449","2014-08-01",3.5
"450","2014-08-04",3.4
"451","2014-08-05",3.33
"452","2014-08-06",3.31
"453","2014-08-07",2.96
"454","2014-08-08",2.96
"455","2014-08-11",2.96
"456","2014-08-12",2.95
"457","2014-08-13",3
"458","2014-08-14",2.86
"459","2014-08-15",2.95
"460","2014-08-18",2.9
"461","2014-08-19",2.83
"462","2014-08-20",2.83
"463","2014-08-21",2.85
"464","2014-08-22",2.83
"465","2014-08-25",2.87
"466","2014-08-26",2.85
"467","2014-08-27",2.85
"468","2014-08-28",2.77
"469","2014-08-29",2.8
"470","2014-09-02",2.8
"471","2014-09-03",2.67
"472","2014-09-04",2.82
"473","2014-09-05",3.081
"474","2014-09-08",3.41
"475","2014-09-09",3.71
"476","2014-09-10",3.54
"477","2014-09-11",3.31
"478","2014-09-12",3.35
"479","2014-09-15",3.22
"480","2014-09-16",3.31
"481","2014-09-17",3.5
"482","2014-09-18",3.43
"483","2014-09-19",3.4
"484","2014-09-22",3.4
"485","2014-09-23",3.4
"486","2014-09-24",3.589
"487","2014-09-25",3.6
"488","2014-09-26",3.67
"489","2014-09-29",3.6
"490","2014-09-30",3.45
"491","2014-10-01",3.49
"492","2014-10-02",3.587
"493","2014-10-03",3.549
"494","2014-10-06",3.549
"495","2014-10-07",3.45
"496","2014-10-08",3.39
"497","2014-10-09",3.38
"498","2014-10-10",3.265
"499","2014-10-13",3.22
"500","2014-10-14",3.25
"501","2014-10-15",3.204
"502","2014-10-16",3.23
"503","2014-10-17",3.24
"504","2014-10-20",3.29
"505","2014-10-21",3.32
"506","2014-10-22",3.32
"507","2014-10-23",3.383
"508","2014-10-24",3.45
"509","2014-10-27",3.45
"510","2014-10-28",3.421
"511","2014-10-29",3.421
"512","2014-10-30",3.46
"513","2014-10-31",3.56
"514","2014-11-03",3.78
"515","2014-11-04",3.998
"516","2014-11-05",4.16
"517","2014-11-06",3.96
"518","2014-11-07",3.87
"519","2014-11-10",3.762
"520","2014-11-11",3.76
"521","2014-11-12",3.9
"522","2014-11-13",3.833
"523","2014-11-14",3.81
"524","2014-11-17",3.67
"525","2014-11-18",3.68
"526","2014-11-19",3.73
"527","2014-11-20",3.68
"528","2014-11-21",3.69
"529","2014-11-24",3.69
"530","2014-11-25",3.728
"531","2014-11-26",3.76
"532","2014-11-28",3.668
"533","2014-12-01",3.67
"534","2014-12-02",3.66
"535","2014-12-03",3.7
"536","2014-12-04",3.65
"537","2014-12-05",3.66
"538","2014-12-08",3.65
"539","2014-12-09",3.62
"540","2014-12-10",3.6
"541","2014-12-11",3.58
"542","2014-12-12",3.62
"543","2014-12-15",3.64
"544","2014-12-16",3.5
"545","2014-12-17",3.53
"546","2014-12-18",3.558
"547","2014-12-19",3.59
"548","2014-12-22",3.522
"549","2014-12-23",3.5
"550","2014-12-24",3.46
"551","2014-12-26",3.47
"552","2014-12-29",3.46
"553","2014-12-30",3.5
