"","date","RES"
"1","2007-01-03",7.022222
"2","2007-01-04",6.906667
"3","2007-01-05",6.786667
"4","2007-01-08",6.871111
"5","2007-01-09",6.808889
"6","2007-01-10",6.728889
"7","2007-01-11",6.795556
"8","2007-01-12",7.093333
"9","2007-01-16",7.142222
"10","2007-01-17",7.328889
"11","2007-01-18",7.315556
"12","2007-01-19",7.506667
"13","2007-01-22",7.462222
"14","2007-01-23",7.826667
"15","2007-01-24",8.093333
"16","2007-01-25",7.946667
"17","2007-01-26",8.066667
"18","2007-01-29",7.942222
"19","2007-01-30",8.088889
"20","2007-01-31",7.911111
"21","2007-02-01",7.933333
"22","2007-02-02",7.88
"23","2007-02-05",7.853333
"24","2007-02-06",7.737778
"25","2007-02-07",7.582222
"26","2007-02-08",7.444445
"27","2007-02-09",7.302222
"28","2007-02-12",7.013333
"29","2007-02-13",6.928889
"30","2007-02-14",7.057778
"31","2007-02-15",6.871111
"32","2007-02-16",6.893333
"33","2007-02-20",6.911111
"34","2007-02-21",7.071111
"35","2007-02-22",7.146667
"36","2007-02-23",7.008889
"37","2007-02-26",6.946667
"38","2007-02-27",6.746666
"39","2007-02-28",6.644444
"40","2007-03-01",6.68
"41","2007-03-02",6.506667
"42","2007-03-05",6.36
"43","2007-03-06",6.595556
"44","2007-03-07",6.951111
"45","2007-03-08",6.857778
"46","2007-03-09",6.902222
"47","2007-03-12",6.888889
"48","2007-03-13",6.693333
"49","2007-03-14",6.795556
"50","2007-03-15",6.777778
"51","2007-03-16",6.648889
"52","2007-03-19",6.813334
"53","2007-03-20",6.711111
"54","2007-03-21",6.96
"55","2007-03-22",7.244444
"56","2007-03-23",7.288889
"57","2007-03-26",7.342222
"58","2007-03-27",7.373333
"59","2007-03-28",7.311111
"60","2007-03-29",7.444445
"61","2007-03-30",7.404444
"62","2007-04-02",7.586667
"63","2007-04-03",7.564445
"64","2007-04-04",7.711111
"65","2007-04-05",7.8
"66","2007-04-09",7.844444
"67","2007-04-10",7.995555
"68","2007-04-11",7.977778
"69","2007-04-12",8.173333
"70","2007-04-13",8.204445
"71","2007-04-16",8.333333
"72","2007-04-17",8.306666
"73","2007-04-18",8.017777
"74","2007-04-19",7.835556
"75","2007-04-20",7.915555
"76","2007-04-23",7.902222
"77","2007-04-24",8.026667
"78","2007-04-25",7.906667
"79","2007-04-26",7.875556
"80","2007-04-27",7.795556
"81","2007-04-30",7.328889
"82","2007-05-01",7.497778
"83","2007-05-02",7.533333
"84","2007-05-03",7.72
"85","2007-05-04",7.675556
"86","2007-05-07",7.688889
"87","2007-05-08",7.595556
"88","2007-05-09",7.657778
"89","2007-05-10",7.364444
"90","2007-05-11",7.52
"91","2007-05-14",7.44
"92","2007-05-15",7.408889
"93","2007-05-16",7.382222
"94","2007-05-17",7.537778
"95","2007-05-18",7.68
"96","2007-05-21",7.844444
"97","2007-05-22",7.764444
"98","2007-05-23",7.768889
"99","2007-05-24",7.528889
"100","2007-05-25",7.613333
"101","2007-05-29",7.511111
"102","2007-05-30",7.595556
"103","2007-05-31",7.546667
"104","2007-06-01",7.546667
"105","2007-06-04",7.724444
"106","2007-06-05",7.657778
"107","2007-06-06",7.52
"108","2007-06-07",7.182222
"109","2007-06-08",7.333333
"110","2007-06-11",7.275556
"111","2007-06-12",7.128889
"112","2007-06-13",7.235556
"113","2007-06-14",7.248889
"114","2007-06-15",7.226666
"115","2007-06-18",7.244444
"116","2007-06-19",7.475555
"117","2007-06-20",7.422222
"118","2007-06-21",7.635556
"119","2007-06-22",7.697778
"120","2007-06-25",7.822222
"121","2007-06-26",7.537778
"122","2007-06-27",7.653333
"123","2007-06-28",7.568889
"124","2007-06-29",7.573333
"125","2007-07-02",7.617778
"126","2007-07-03",7.564445
"127","2007-07-05",7.488889
"128","2007-07-06",7.288889
"129","2007-07-09",7.244444
"130","2007-07-10",7.146667
"131","2007-07-11",7.137778
"132","2007-07-12",7.333333
"133","2007-07-13",7.257778
"134","2007-07-16",7.017778
"135","2007-07-17",6.888889
"136","2007-07-18",7.08
"137","2007-07-19",7.235556
"138","2007-07-20",7.04
"139","2007-07-23",7.088889
"140","2007-07-24",6.777778
"141","2007-07-25",5.768889
"142","2007-07-26",5.408889
"143","2007-07-27",5.213333
"144","2007-07-30",5.386667
"145","2007-07-31",5.377778
"146","2007-08-01",5.324444
"147","2007-08-02",5.382222
"148","2007-08-03",5.133333
"149","2007-08-06",5.244444
"150","2007-08-07",5.568889
"151","2007-08-08",6.008889
"152","2007-08-09",6.351111
"153","2007-08-10",6.004445
"154","2007-08-13",5.688889
"155","2007-08-14",5.715556
"156","2007-08-15",5.595556
"157","2007-08-16",5.662222
"158","2007-08-17",5.897778
"159","2007-08-20",5.982222
"160","2007-08-21",5.88
"161","2007-08-22",5.991111
"162","2007-08-23",5.875556
"163","2007-08-24",6.044445
"164","2007-08-27",5.866667
"165","2007-08-28",5.826667
"166","2007-08-29",6.008889
"167","2007-08-30",5.991111
"168","2007-08-31",6.128889
"169","2007-09-04",6.235556
"170","2007-09-05",6.186666
"171","2007-09-06",6.097778
"172","2007-09-07",5.915555
"173","2007-09-10",5.902222
"174","2007-09-11",5.964445
"175","2007-09-12",5.955555
"176","2007-09-13",6.088889
"177","2007-09-14",6.226666
"178","2007-09-17",6.191111
"179","2007-09-18",6.328889
"180","2007-09-19",6.386667
"181","2007-09-20",6.395555
"182","2007-09-21",6.515555
"183","2007-09-24",6.266667
"184","2007-09-25",6.337778
"185","2007-09-26",6.386667
"186","2007-09-27",6.391111
"187","2007-09-28",6.315556
"188","2007-10-01",6.324444
"189","2007-10-02",6.231111
"190","2007-10-03",6.16
"191","2007-10-04",6.24
"192","2007-10-05",6.191111
"193","2007-10-08",6.133333
"194","2007-10-09",6.142222
"195","2007-10-10",6.266667
"196","2007-10-11",6.177778
"197","2007-10-12",5.995555
"198","2007-10-15",6.075555
"199","2007-10-16",5.8
"200","2007-10-17",5.755556
"201","2007-10-18",5.813334
"202","2007-10-19",5.573333
"203","2007-10-22",5.395555
"204","2007-10-23",5.715556
"205","2007-10-24",5.066667
"206","2007-10-25",4.946667
"207","2007-10-26",4.951111
"208","2007-10-29",4.968889
"209","2007-10-30",4.88
"210","2007-10-31",4.968889
"211","2007-11-01",4.808889
"212","2007-11-02",4.911111
"213","2007-11-05",4.844444
"214","2007-11-06",4.964445
"215","2007-11-07",4.933333
"216","2007-11-08",5.111111
"217","2007-11-09",5.222222
"218","2007-11-12",5.248889
"219","2007-11-13",5.128889
"220","2007-11-14",5.031111
"221","2007-11-15",4.786667
"222","2007-11-16",4.946667
"223","2007-11-19",4.786667
"224","2007-11-20",4.844444
"225","2007-11-21",5
"226","2007-11-23",5.062222
"227","2007-11-26",5.048889
"228","2007-11-27",4.848889
"229","2007-11-28",4.906667
"230","2007-11-29",4.915555
"231","2007-11-30",4.933333
"232","2007-12-03",4.968889
"233","2007-12-04",5.155556
"234","2007-12-05",5.102222
"235","2007-12-06",5.275556
"236","2007-12-07",5.142222
"237","2007-12-10",5.044445
"238","2007-12-11",4.973333
"239","2007-12-12",5.04
"240","2007-12-13",5
"241","2007-12-14",4.853333
"242","2007-12-17",4.804444
"243","2007-12-18",5.124444
"244","2007-12-19",5.093333
"245","2007-12-20",5.235556
"246","2007-12-21",5.586667
"247","2007-12-24",5.564445
"248","2007-12-26",5.511111
"249","2007-12-27",5.244444
"250","2007-12-28",5.364444
"251","2007-12-31",5.204444
"252","2008-01-02",5.391111
"253","2008-01-03",5.32
"254","2008-01-04",5.088889
"255","2008-01-07",5.022222
"256","2008-01-08",4.862222
"257","2008-01-09",4.937778
"258","2008-01-10",5.031111
"259","2008-01-11",4.92
"260","2008-01-14",5.062222
"261","2008-01-15",4.835556
"262","2008-01-16",4.826667
"263","2008-01-17",4.453333
"264","2008-01-18",4.111111
"265","2008-01-22",4.36
"266","2008-01-23",4.626667
"267","2008-01-24",4.44
"268","2008-01-25",4.528889
"269","2008-01-28",4.76
"270","2008-01-29",4.808889
"271","2008-01-30",4.715556
"272","2008-01-31",4.782222
"273","2008-02-01",4.884444
"274","2008-02-04",4.884444
"275","2008-02-05",4.751111
"276","2008-02-06",4.742222
"277","2008-02-07",4.808889
"278","2008-02-08",4.826667
"279","2008-02-11",5.066667
"280","2008-02-12",5.08
"281","2008-02-13",5.351111
"282","2008-02-14",5.311111
"283","2008-02-15",5.364444
"284","2008-02-19",5.493333
"285","2008-02-20",5.817778
"286","2008-02-21",5.582222
"287","2008-02-22",5.777778
"288","2008-02-25",6.186666
"289","2008-02-26",6.146667
