"","date","RPAI"
"171","2012-12-11",11.98
"172","2012-12-12",11.93
"173","2012-12-13",11.88
"174","2012-12-14",11.91
"175","2012-12-17",11.94
"176","2012-12-18",12
"177","2012-12-19",12.09
"178","2012-12-20",12.09
"179","2012-12-21",12.07
"180","2012-12-24",12.08
"181","2012-12-26",11.9
"182","2012-12-27",11.95
"183","2012-12-28",11.9
"184","2012-12-31",11.97
"185","2013-01-02",11.99
"186","2013-01-03",11.94
"187","2013-01-04",12.05
"188","2013-01-07",12.02
"189","2013-01-08",12.03
"190","2013-01-09",12.24
"191","2013-01-10",12.3
"192","2013-01-11",12.35
"193","2013-01-14",12.46
"194","2013-01-15",12.66
"195","2013-01-16",12.52
"196","2013-01-17",12.57
"197","2013-01-18",12.57
"198","2013-01-22",12.59
"199","2013-01-23",12.57
"200","2013-01-24",12.64
"201","2013-01-25",12.75
"202","2013-01-28",12.94
"203","2013-01-29",13.03
"204","2013-01-30",13.1
"205","2013-01-31",12.94
"206","2013-02-01",13.19
"207","2013-02-04",13.19
"208","2013-02-05",13.27
"209","2013-02-06",13.11
"210","2013-02-07",13.06
"211","2013-02-08",13.06
"212","2013-02-11",13.1
"213","2013-02-12",13.19
"214","2013-02-13",13.28
"215","2013-02-14",13.69
"216","2013-02-15",13.63
"217","2013-02-19",13.62
"218","2013-02-20",13.69
"219","2013-02-21",13.94
"220","2013-02-22",14.04
"221","2013-02-25",14.17
"222","2013-02-26",14.56
"223","2013-02-27",14.92
"224","2013-02-28",14.8
"225","2013-03-01",14.69
"226","2013-03-04",14.92
"227","2013-03-05",15.1
"228","2013-03-06",15.08
"229","2013-03-07",14.85
"230","2013-03-08",14.91
"231","2013-03-11",14.91
"232","2013-03-12",14.76
"233","2013-03-13",14.72
"234","2013-03-14",14.71
"235","2013-03-15",14.71
"236","2013-03-18",14.71
"237","2013-03-19",14.8
"238","2013-03-20",14.67
"239","2013-03-21",14.64
"240","2013-03-22",14.65
"241","2013-03-25",14.7
"242","2013-03-26",14.63
"243","2013-03-27",14.62
"244","2013-03-28",14.8
"245","2013-04-01",14.63
"246","2013-04-02",14.73
"247","2013-04-03",14.45
"248","2013-04-04",14.91
"249","2013-04-05",14.9
"250","2013-04-08",14.98
"251","2013-04-09",14.95
"252","2013-04-10",14.69
"253","2013-04-11",14.73
"254","2013-04-12",14.72
"255","2013-04-15",14.17
"256","2013-04-16",14.71
"257","2013-04-17",14.7
"258","2013-04-18",14.86
"259","2013-04-19",14.88
"260","2013-04-22",14.91
"261","2013-04-23",14.9
"262","2013-04-24",14.96
"263","2013-04-25",15.07
"264","2013-04-26",14.98
"265","2013-04-29",15.16
"266","2013-04-30",15.31
"267","2013-05-01",15.13
"268","2013-05-02",15.64
"269","2013-05-03",15.75
"270","2013-05-06",15.81
"271","2013-05-07",16.030001
"272","2013-05-08",15.99
"273","2013-05-09",15.61
"274","2013-05-10",15.63
"275","2013-05-13",15.56
"276","2013-05-14",15.63
"277","2013-05-15",15.73
"278","2013-05-16",15.42
"279","2013-05-17",15.92
"280","2013-05-20",15.92
"281","2013-05-21",15.8
"282","2013-05-22",15.34
"283","2013-05-23",14.67
"284","2013-05-24",14.72
"285","2013-05-28",14.98
"286","2013-05-29",14.81
"287","2013-05-30",14.79
"288","2013-05-31",15.26
"289","2013-06-03",15.08
"290","2013-06-04",14.87
"291","2013-06-05",14.85
"292","2013-06-06",15.26
"293","2013-06-07",15.36
"294","2013-06-10",15.53
"295","2013-06-11",15.69
"296","2013-06-12",15
"297","2013-06-13",14.79
"298","2013-06-14",14.93
"299","2013-06-17",14.98
"300","2013-06-18",15.38
"301","2013-06-19",15.21
"302","2013-06-20",14.63
"303","2013-06-21",14.74
"304","2013-06-24",14.24
"305","2013-06-25",14.29
"306","2013-06-26",14.15
"307","2013-06-27",14.45
"308","2013-06-28",14.28
"309","2013-07-01",14.51
"310","2013-07-02",14.68
"311","2013-07-03",14.58
"312","2013-07-05",14.59
"313","2013-07-08",14.68
"314","2013-07-09",14.66
"315","2013-07-10",14.63
"316","2013-07-11",14.9
"317","2013-07-12",14.87
"318","2013-07-15",14.87
"319","2013-07-16",14.85
"320","2013-07-17",14.79
"321","2013-07-18",14.82
"322","2013-07-19",14.91
"323","2013-07-22",14.86
"324","2013-07-23",14.9
"325","2013-07-24",14.53
"326","2013-07-25",14.68
"327","2013-07-26",14.57
"328","2013-07-29",14.43
"329","2013-07-30",14.34
"330","2013-07-31",14.09
"331","2013-08-01",14.17
"332","2013-08-02",14.15
"333","2013-08-05",13.91
"334","2013-08-06",13.98
"335","2013-08-07",14.02
"336","2013-08-08",14
"337","2013-08-09",14.15
"338","2013-08-12",14.18
"339","2013-08-13",14.18
"340","2013-08-14",14.22
"341","2013-08-15",14.05
"342","2013-08-16",13.79
"343","2013-08-19",13.42
"344","2013-08-20",13.61
"345","2013-08-21",13.65
"346","2013-08-22",13.29
"347","2013-08-23",13.66
"348","2013-08-26",13.72
"349","2013-08-27",13.5
"350","2013-08-28",13.52
"351","2013-08-29",13.53
"352","2013-08-30",13.34
"353","2013-09-03",13.3
"354","2013-09-04",13.58
"355","2013-09-05",13.53
"356","2013-09-06",13.86
"357","2013-09-09",14
"358","2013-09-10",13.97
"359","2013-09-11",14.15
"360","2013-09-12",13.97
"361","2013-09-13",14.14
"362","2013-09-16",14.26
"363","2013-09-17",14.33
"364","2013-09-18",14.68
"365","2013-09-19",14.74
"366","2013-09-20",14.86
"367","2013-09-23",14.41
"368","2013-09-24",14.11
"369","2013-09-25",14.1
"370","2013-09-26",14.05
"371","2013-09-27",13.9
"372","2013-09-30",13.75
"373","2013-10-01",13.96
"374","2013-10-02",13.86
"375","2013-10-03",13.86
"376","2013-10-04",13.79
"377","2013-10-07",13.75
"378","2013-10-08",13.54
"379","2013-10-09",13.65
"380","2013-10-10",13.92
"381","2013-10-11",13.89
"382","2013-10-14",13.88
"383","2013-10-15",13.91
"384","2013-10-16",14.14
"385","2013-10-17",14.11
"386","2013-10-18",14.13
"387","2013-10-21",14.16
"388","2013-10-22",14.27
"389","2013-10-23",14.33
"390","2013-10-24",14.44
"391","2013-10-25",14.53
"392","2013-10-28",14.41
"393","2013-10-29",14.35
"394","2013-10-30",14.2
"395","2013-10-31",14.31
"396","2013-11-01",14.25
"397","2013-11-04",14.27
"398","2013-11-05",14.04
"399","2013-11-06",13.98
"400","2013-11-07",13.88
"401","2013-11-08",13.92
"402","2013-11-11",13.93
"403","2013-11-12",13.83
"404","2013-11-13",13.84
"405","2013-11-14",13.94
"406","2013-11-15",13.89
"407","2013-11-18",13.79
"408","2013-11-19",13.62
"409","2013-11-20",13.42
"410","2013-11-21",13.42
"411","2013-11-22",13.35
"412","2013-11-25",13.2
"413","2013-11-26",13.14
"414","2013-11-27",13.24
"415","2013-11-29",13.33
"416","2013-12-02",12.99
"417","2013-12-03",12.89
"418","2013-12-04",12.71
"419","2013-12-05",12.6
"420","2013-12-06",12.79
"421","2013-12-09",12.92
"422","2013-12-10",13.15
"423","2013-12-11",12.79
"424","2013-12-12",12.81
"425","2013-12-13",12.79
"426","2013-12-16",12.76
"427","2013-12-17",12.77
"428","2013-12-18",13.03
"429","2013-12-19",12.76
"430","2013-12-20",12.91
"431","2013-12-23",12.82
"432","2013-12-24",12.86
"433","2013-12-26",12.82
"434","2013-12-27",12.65
"435","2013-12-30",12.76
"436","2013-12-31",12.72
"437","2014-01-02",12.59
"438","2014-01-03",12.69
"439","2014-01-06",12.8
"440","2014-01-07",12.7
"441","2014-01-08",12.5
"442","2014-01-09",12.49
"443","2014-01-10",12.51
"444","2014-01-13",12.36
"445","2014-01-14",12.38
"446","2014-01-15",12.53
"447","2014-01-16",12.3
"448","2014-01-17",12.45
"449","2014-01-21",12.47
"450","2014-01-22",12.7
"451","2014-01-23",12.9
"452","2014-01-24",12.83
"453","2014-01-27",12.78
"454","2014-01-28",12.85
"455","2014-01-29",12.76
"456","2014-01-30",13.01
"457","2014-01-31",13.19
"458","2014-02-03",13.01
"459","2014-02-04",13.06
"460","2014-02-05",12.98
"461","2014-02-06",13.2
"462","2014-02-07",13.27
"463","2014-02-10",13.41
"464","2014-02-11",13.45
"465","2014-02-12",13.27
"466","2014-02-13",13.36
"467","2014-02-14",13.57
"468","2014-02-18",13.69
"469","2014-02-19",13.64
"470","2014-02-20",13.71
"471","2014-02-21",13.81
"472","2014-02-24",13.78
"473","2014-02-25",13.87
"474","2014-02-26",13.84
"475","2014-02-27",13.8
"476","2014-02-28",13.94
"477","2014-03-03",13.81
"478","2014-03-04",13.99
"479","2014-03-05",13.92
"480","2014-03-06",13.83
"481","2014-03-07",13.82
"482","2014-03-10",13.86
"483","2014-03-11",13.88
"484","2014-03-12",13.84
"485","2014-03-13",13.84
"486","2014-03-14",13.84
"487","2014-03-17",13.88
"488","2014-03-18",13.91
"489","2014-03-19",13.64
"490","2014-03-20",13.63
"491","2014-03-21",13.81
"492","2014-03-24",13.59
"493","2014-03-25",13.45
"494","2014-03-26",13.26
"495","2014-03-27",13.27
"496","2014-03-28",13.32
"497","2014-03-31",13.54
"498","2014-04-01",13.59
"499","2014-04-02",13.65
"500","2014-04-03",13.73
"501","2014-04-04",13.81
"502","2014-04-07",13.88
"503","2014-04-08",13.94
"504","2014-04-09",13.98
"505","2014-04-10",13.89
"506","2014-04-11",13.86
"507","2014-04-14",13.89
"508","2014-04-15",14.14
"509","2014-04-16",14.27
"510","2014-04-17",14.17
"511","2014-04-21",14.21
"512","2014-04-22",14.21
"513","2014-04-23",14.12
"514","2014-04-24",14.19
"515","2014-04-25",14.19
"516","2014-04-28",14.3
"517","2014-04-29",14.23
"518","2014-04-30",14.32
"519","2014-05-01",14.33
"520","2014-05-02",14.33
"521","2014-05-05",14.34
"522","2014-05-06",14.47
"523","2014-05-07",14.81
"524","2014-05-08",14.86
"525","2014-05-09",14.76
"526","2014-05-12",14.75
"527","2014-05-13",14.73
"528","2014-05-14",14.81
"529","2014-05-15",14.68
"530","2014-05-16",14.77
"531","2014-05-19",14.71
"532","2014-05-20",14.8
"533","2014-05-21",14.79
"534","2014-05-22",14.71
"535","2014-05-23",14.82
"536","2014-05-27",14.95
"537","2014-05-28",14.9
"538","2014-05-29",14.99
"539","2014-05-30",15.04
"540","2014-06-02",15.25
"541","2014-06-03",15.32
"542","2014-06-04",15.43
"543","2014-06-05",15.57
"544","2014-06-06",15.41
"545","2014-06-09",15.18
"546","2014-06-10",14.99
"547","2014-06-11",15.08
"548","2014-06-12",15.16
"549","2014-06-13",15.12
"550","2014-06-16",15.16
"551","2014-06-17",15.32
"552","2014-06-18",15.38
"553","2014-06-19",15.46
"554","2014-06-20",15.61
"555","2014-06-23",15.43
"556","2014-06-24",15.42
"557","2014-06-25",15.22
"558","2014-06-26",15.2
"559","2014-06-27",15.23
"560","2014-06-30",15.38
"561","2014-07-01",15.39
"562","2014-07-02",15.4
"563","2014-07-03",15.31
"564","2014-07-07",15.41
"565","2014-07-08",15.52
"566","2014-07-09",15.59
"567","2014-07-10",15.71
"568","2014-07-11",15.72
"569","2014-07-14",15.63
"570","2014-07-15",15.57
"571","2014-07-16",15.57
"572","2014-07-17",15.64
"573","2014-07-18",15.79
"574","2014-07-21",15.64
"575","2014-07-22",15.61
"576","2014-07-23",15.6
"577","2014-07-24",15.53
"578","2014-07-25",15.25
"579","2014-07-28",15.44
"580","2014-07-29",15.29
"581","2014-07-30",15.3
"582","2014-07-31",15.05
"583","2014-08-01",14.9
"584","2014-08-04",15
"585","2014-08-05",14.8
"586","2014-08-06",14.89
"587","2014-08-07",14.9
"588","2014-08-08",14.96
"589","2014-08-11",15.07
"590","2014-08-12",15.02
"591","2014-08-13",15.25
"592","2014-08-14",15.42
"593","2014-08-15",15.47
"594","2014-08-18",15.57
"595","2014-08-19",15.57
"596","2014-08-20",15.7
"597","2014-08-21",15.76
"598","2014-08-22",15.68
"599","2014-08-25",15.74
"600","2014-08-26",15.72
"601","2014-08-27",15.74
"602","2014-08-28",15.81
"603","2014-08-29",15.82
"604","2014-09-02",15.9
"605","2014-09-03",15.88
"606","2014-09-04",15.88
"607","2014-09-05",15.99
"608","2014-09-08",16.02
"609","2014-09-09",15.98
"610","2014-09-10",15.71
"611","2014-09-11",15.68
"612","2014-09-12",15.32
"613","2014-09-15",15.18
"614","2014-09-16",15.34
"615","2014-09-17",15.27
"616","2014-09-18",15.12
"617","2014-09-19",15.44
"618","2014-09-22",14.97
"619","2014-09-23",14.79
"620","2014-09-24",14.57
"621","2014-09-25",14.43
"622","2014-09-26",14.65
"623","2014-09-29",14.64
"624","2014-09-30",14.63
"625","2014-10-01",14.69
"626","2014-10-02",14.5
"627","2014-10-03",14.61
"628","2014-10-06",14.72
"629","2014-10-07",14.66
"630","2014-10-08",14.95
"631","2014-10-09",14.94
"632","2014-10-10",14.92
"633","2014-10-13",14.95
"634","2014-10-14",15.12
"635","2014-10-15",15.02
"636","2014-10-16",15.13
"637","2014-10-17",15.04
"638","2014-10-20",15.25
"639","2014-10-21",15.48
"640","2014-10-22",15.42
"641","2014-10-23",15.55
"642","2014-10-24",15.57
"643","2014-10-27",15.68
"644","2014-10-28",15.4
"645","2014-10-29",15.43
"646","2014-10-30",15.48
"647","2014-10-31",15.69
"648","2014-11-03",15.79
"649","2014-11-04",15.87
"650","2014-11-05",15.83
"651","2014-11-06",15.61
"652","2014-11-07",15.53
"653","2014-11-10",15.72
"654","2014-11-11",15.73
"655","2014-11-12",15.63
"656","2014-11-13",15.59
"657","2014-11-14",15.48
"658","2014-11-17",15.57
"659","2014-11-18",15.62
"660","2014-11-19",15.51
"661","2014-11-20",15.64
"662","2014-11-21",15.69
"663","2014-11-24",15.79
"664","2014-11-25",15.96
"665","2014-11-26",16.08
"666","2014-11-28",16.07
"667","2014-12-01",16.049999
"668","2014-12-02",16.25
"669","2014-12-03",16.35
"670","2014-12-04",16.42
"671","2014-12-05",16.27
"672","2014-12-08",16.32
"673","2014-12-09",16.459999
"674","2014-12-10",16.309999
"675","2014-12-11",16.33
"676","2014-12-12",16.190001
"677","2014-12-15",16.18
"678","2014-12-16",16.25
"679","2014-12-17",16.57
"680","2014-12-18",16.610001
"681","2014-12-19",16.49
"682","2014-12-22",16.77
"683","2014-12-23",16.440001
"684","2014-12-24",16.52
"685","2014-12-26",16.59
"686","2014-12-29",16.73
"687","2014-12-30",16.870001
"688","2014-12-31",16.690001
"689","2015-01-02",16.85
"690","2015-01-05",16.92
"691","2015-01-06",17.139999
"692","2015-01-07",17.540001
"693","2015-01-08",17.5
"694","2015-01-09",17.48
"695","2015-01-12",17.629999
"696","2015-01-13",17.57
"697","2015-01-14",17.65
"698","2015-01-15",17.799999
"699","2015-01-16",18.030001
"700","2015-01-20",18.02
"701","2015-01-21",17.790001
"702","2015-01-22",18.209999
"703","2015-01-23",18.030001
"704","2015-01-26",18
"705","2015-01-27",18.049999
"706","2015-01-28",17.950001
"707","2015-01-29",18.049999
"708","2015-01-30",17.690001
"709","2015-02-02",17.629999
"710","2015-02-03",17.76
"711","2015-02-04",17.82
"712","2015-02-05",17.9
"713","2015-02-06",17.35
"714","2015-02-09",17.27
"715","2015-02-10",17.219999
"716","2015-02-11",17.15
"717","2015-02-12",17.290001
"718","2015-02-13",17.15
"719","2015-02-17",17
"720","2015-02-18",16.5
"721","2015-02-19",16.02
"722","2015-02-20",16.059999
"723","2015-02-23",16.219999
"724","2015-02-24",15.82
"725","2015-02-25",15.81
"726","2015-02-26",15.72
"727","2015-02-27",15.83
"728","2015-03-02",16.040001
"729","2015-03-03",16.02
"730","2015-03-04",15.95
"731","2015-03-05",16.01
"732","2015-03-06",15.55
"733","2015-03-09",15.63
"734","2015-03-10",15.66
"735","2015-03-11",15.58
"736","2015-03-12",15.73
"737","2015-03-13",15.7
"738","2015-03-16",15.72
"739","2015-03-17",15.73
"740","2015-03-18",16.059999
"741","2015-03-19",16.01
"742","2015-03-20",16.34
"743","2015-03-23",16.139999
"744","2015-03-24",15.93
"745","2015-03-25",15.65
"746","2015-03-26",15.48
"747","2015-03-27",15.61
"748","2015-03-30",16
"749","2015-03-31",16.030001
"750","2015-04-01",15.94
"751","2015-04-02",16.1
"752","2015-04-06",16.120001
"753","2015-04-07",15.89
"754","2015-04-08",15.96
"755","2015-04-09",15.67
"756","2015-04-10",15.85
"757","2015-04-13",15.72
"758","2015-04-14",15.61
"759","2015-04-15",15.45
"760","2015-04-16",15.41
"761","2015-04-17",15.3
"762","2015-04-20",15.25
"763","2015-04-21",15.25
"764","2015-04-22",15.52
"765","2015-04-23",15.5
"766","2015-04-24",15.54
"767","2015-04-27",15.6
"768","2015-04-28",15.62
"769","2015-04-29",15.3
"770","2015-04-30",15.11
"771","2015-05-01",15.19
"772","2015-05-04",15.34
"773","2015-05-05",14.96
"774","2015-05-06",15.09
"775","2015-05-07",15.37
"776","2015-05-08",15.57
"777","2015-05-11",15.51
"778","2015-05-12",15.79
"779","2015-05-13",15.2
"780","2015-05-14",15.54
"781","2015-05-15",15.69
"782","2015-05-18",15.65
"783","2015-05-19",15.57
"784","2015-05-20",15.59
"785","2015-05-21",15.43
"786","2015-05-22",15.43
"787","2015-05-26",15.35
"788","2015-05-27",15.38
"789","2015-05-28",15.27
"790","2015-05-29",15
"791","2015-06-01",15.16
"792","2015-06-02",15.2
"793","2015-06-03",14.99
"794","2015-06-04",14.98
"795","2015-06-05",14.84
"796","2015-06-08",14.72
"797","2015-06-09",14.52
"798","2015-06-10",14.51
"799","2015-06-11",14.52
"800","2015-06-12",14.39
"801","2015-06-15",14.38
"802","2015-06-16",14.68
"803","2015-06-17",14.84
"804","2015-06-18",15.05
"805","2015-06-19",14.9
"806","2015-06-22",14.8
"807","2015-06-23",14.5
"808","2015-06-24",14.18
"809","2015-06-25",14.26
"810","2015-06-26",14.22
"811","2015-06-29",14.04
"812","2015-06-30",13.93
"813","2015-07-01",14.32
"814","2015-07-02",14.38
"815","2015-07-06",14.64
"816","2015-07-07",14.82
"817","2015-07-08",14.79
"818","2015-07-09",14.57
"819","2015-07-10",14.72
"820","2015-07-13",14.83
"821","2015-07-14",14.76
"822","2015-07-15",14.59
"823","2015-07-16",14.68
"824","2015-07-17",14.57
"825","2015-07-20",14.59
"826","2015-07-21",14.5
"827","2015-07-22",14.53
"828","2015-07-23",14.37
"829","2015-07-24",14.37
"830","2015-07-27",14.35
"831","2015-07-28",14.33
"832","2015-07-29",14.64
"833","2015-07-30",14.47
"834","2015-07-31",14.56
"835","2015-08-03",14.67
"836","2015-08-04",14.58
"837","2015-08-05",14.75
"838","2015-08-06",14.9
"839","2015-08-07",15.02
"840","2015-08-10",14.93
"841","2015-08-11",15.09
"842","2015-08-12",15.11
"843","2015-08-13",15.14
"844","2015-08-14",15.2
"845","2015-08-17",15.28
"846","2015-08-18",15.31
"847","2015-08-19",15.22
"848","2015-08-20",15
"849","2015-08-21",14.63
"850","2015-08-24",13.75
"851","2015-08-25",13.46
"852","2015-08-26",13.8
"853","2015-08-27",14.06
"854","2015-08-28",14.01
"855","2015-08-31",13.65
"856","2015-09-01",13.4
"857","2015-09-02",13.43
"858","2015-09-03",13.45
"859","2015-09-04",13.19
"860","2015-09-08",13.46
"861","2015-09-09",13.29
"862","2015-09-10",13.28
"863","2015-09-11",13.49
"864","2015-09-14",13.54
"865","2015-09-15",13.73
"866","2015-09-16",14.01
"867","2015-09-17",14.28
"868","2015-09-18",14.22
"869","2015-09-21",14.3
"870","2015-09-22",14.09
"871","2015-09-23",14.1
"872","2015-09-24",13.98
"873","2015-09-25",14
"874","2015-09-28",13.83
"875","2015-09-29",13.88
"876","2015-09-30",14.09
"877","2015-10-01",14.14
"878","2015-10-02",14.06
"879","2015-10-05",14.27
"880","2015-10-06",14.16
"881","2015-10-07",14.33
"882","2015-10-08",14.48
"883","2015-10-09",14.55
"884","2015-10-12",14.64
"885","2015-10-13",14.49
"886","2015-10-14",14.47
"887","2015-10-15",14.48
"888","2015-10-16",14.56
"889","2015-10-19",14.74
"890","2015-10-20",14.72
"891","2015-10-21",14.72
"892","2015-10-22",14.99
"893","2015-10-23",15.06
"894","2015-10-26",15.03
"895","2015-10-27",15.2
"896","2015-10-28",15.26
"897","2015-10-29",15.18
"898","2015-10-30",14.97
"899","2015-11-02",15.3
"900","2015-11-03",15.13
"901","2015-11-04",15.18
"902","2015-11-05",15.18
"903","2015-11-06",14.66
"904","2015-11-09",14.52
"905","2015-11-10",14.93
"906","2015-11-11",14.94
"907","2015-11-12",14.79
"908","2015-11-13",14.58
"909","2015-11-16",14.78
"910","2015-11-17",14.75
"911","2015-11-18",14.94
"912","2015-11-19",14.92
"913","2015-11-20",15.12
"914","2015-11-23",15.22
"915","2015-11-24",15.26
"916","2015-11-25",15.18
"917","2015-11-27",15.38
"918","2015-11-30",15.3
"919","2015-12-01",15.57
"920","2015-12-02",15.26
"921","2015-12-03",14.83
"922","2015-12-04",14.93
"923","2015-12-07",14.82
"924","2015-12-08",14.76
"925","2015-12-09",14.69
"926","2015-12-10",14.51
"927","2015-12-11",14.5
"928","2015-12-14",14.41
"929","2015-12-15",14.51
"930","2015-12-16",14.73
"931","2015-12-17",14.66
"932","2015-12-18",14.57
"933","2015-12-21",14.42
"934","2015-12-22",14.63
"935","2015-12-23",14.84
"936","2015-12-24",14.78
"937","2015-12-28",14.77
"938","2015-12-29",14.94
"939","2015-12-30",14.89
"940","2015-12-31",14.77
"941","2016-01-04",14.64
"942","2016-01-05",15.15
"943","2016-01-06",15.31
"944","2016-01-07",14.91
"945","2016-01-08",14.65
"946","2016-01-11",14.74
"947","2016-01-12",14.68
"948","2016-01-13",14.65
"949","2016-01-14",14.58
"950","2016-01-15",14.4
"951","2016-01-19",14.87
"952","2016-01-20",14.6
"953","2016-01-21",14.5
"954","2016-01-22",15.03
"955","2016-01-25",14.92
"956","2016-01-26",15.25
"957","2016-01-27",14.95
"958","2016-01-28",15.09
"959","2016-01-29",15.51
"960","2016-02-01",15.89
"961","2016-02-02",15.71
"962","2016-02-03",15.91
"963","2016-02-04",15.62
"964","2016-02-05",15.48
"965","2016-02-08",15.03
"966","2016-02-09",14.9
"967","2016-02-10",14.86
"968","2016-02-11",14.57
"969","2016-02-12",14.66
"970","2016-02-16",14.81
"971","2016-02-17",14.38
"972","2016-02-18",14.26
"973","2016-02-19",14.22
"974","2016-02-22",14.26
"975","2016-02-23",14.2
"976","2016-02-24",14.16
"977","2016-02-25",14.87
"978","2016-02-26",14.66
"979","2016-02-29",14.69
"980","2016-03-01",15.15
"981","2016-03-02",15.21
"982","2016-03-03",15.36
"983","2016-03-04",15.4
"984","2016-03-07",15.25
"985","2016-03-08",15.04
"986","2016-03-09",15.11
"987","2016-03-10",15.26
"988","2016-03-11",15.51
"989","2016-03-14",15.62
"990","2016-03-15",15.64
"991","2016-03-16",15.83
"992","2016-03-17",16.049999
"993","2016-03-18",15.76
"994","2016-03-21",15.47
"995","2016-03-22",15.4
"996","2016-03-23",15.24
"997","2016-03-24",15.23
"998","2016-03-28",15.35
