"","date","MTRN"
"1","2007-01-03",35.310001
"2","2007-01-04",35.849998
"3","2007-01-05",33.810001
"4","2007-01-08",34.299999
"5","2007-01-09",33.400002
"6","2007-01-10",32.48
"7","2007-01-11",33.299999
"8","2007-01-12",33.389999
"9","2007-01-16",32.139999
"10","2007-01-17",32.150002
"11","2007-01-18",31.280001
"12","2007-01-19",31.51
"13","2007-01-22",31.18
"14","2007-01-23",32.779999
"15","2007-01-24",32.700001
"16","2007-01-25",32.439999
"17","2007-01-26",32.880001
"18","2007-01-29",32.709999
"19","2007-01-30",32.950001
"20","2007-01-31",33.09
"21","2007-02-01",33.560001
"22","2007-02-02",33.060001
"23","2007-02-05",32.66
"24","2007-02-06",33.02
"25","2007-02-07",33.049999
"26","2007-02-08",32.82
"27","2007-02-09",31.360001
"28","2007-02-12",41.810001
"29","2007-02-13",43.869999
"30","2007-02-14",45.169998
"31","2007-02-15",44.720001
"32","2007-02-16",45.52
"33","2007-02-20",46.799999
"34","2007-02-21",48.48
"35","2007-02-22",48.630001
"36","2007-02-23",47.639999
"37","2007-02-26",48.150002
"38","2007-02-27",45.549999
"39","2007-02-28",44.82
"40","2007-03-01",44.5
"41","2007-03-02",43.110001
"42","2007-03-05",41.91
"43","2007-03-06",44.610001
"44","2007-03-07",43.560001
"45","2007-03-08",45.099998
"46","2007-03-09",45.049999
"47","2007-03-12",44.220001
"48","2007-03-13",42.779999
"49","2007-03-14",44.330002
"50","2007-03-15",44.779999
"51","2007-03-16",44.939999
"52","2007-03-19",45.25
"53","2007-03-20",47.560001
"54","2007-03-21",47.220001
"55","2007-03-22",47.189999
"56","2007-03-23",48.709999
"57","2007-03-26",48.330002
"58","2007-03-27",49.009998
"59","2007-03-28",48.549999
"60","2007-03-29",49.240002
"61","2007-03-30",48.470001
"62","2007-04-02",51.509998
"63","2007-04-03",51.82
"64","2007-04-04",51.34
"65","2007-04-05",51.779999
"66","2007-04-09",54.080002
"67","2007-04-10",53.549999
"68","2007-04-11",52.529999
"69","2007-04-12",53.720001
"70","2007-04-13",58.029999
"71","2007-04-16",58.950001
"72","2007-04-17",59.139999
"73","2007-04-18",57.759998
"74","2007-04-19",57.810001
"75","2007-04-20",59.189999
"76","2007-04-23",60.139999
"77","2007-04-24",59.98
"78","2007-04-25",61.740002
"79","2007-04-26",50.950001
"80","2007-04-27",49.759998
"81","2007-04-30",48.02
"82","2007-05-01",46.009998
"83","2007-05-02",48.419998
"84","2007-05-03",49.52
"85","2007-05-04",50.450001
"86","2007-05-07",50.98
"87","2007-05-08",50.220001
"88","2007-05-09",52
"89","2007-05-10",50.73
"90","2007-05-11",52.09
"91","2007-05-14",51.360001
"92","2007-05-15",51.689999
"93","2007-05-16",51.389999
"94","2007-05-17",51.610001
"95","2007-05-18",51.540001
"96","2007-05-21",52.98
"97","2007-05-22",52.790001
"98","2007-05-23",53.759998
"99","2007-05-24",51.189999
"100","2007-05-25",53
"101","2007-05-29",53.09
"102","2007-05-30",54.880001
"103","2007-05-31",53.650002
"104","2007-06-01",54.509998
"105","2007-06-04",54
"106","2007-06-05",54.200001
"107","2007-06-06",51.950001
"108","2007-06-07",49.66
"109","2007-06-08",50.5
"110","2007-06-11",49.279999
"111","2007-06-12",48.169998
"112","2007-06-13",49.650002
"113","2007-06-14",50.209999
"114","2007-06-15",51.110001
"115","2007-06-18",50.68
"116","2007-06-19",50.669998
"117","2007-06-20",40.439999
"118","2007-06-21",40.450001
"119","2007-06-22",39.970001
"120","2007-06-25",41.049999
"121","2007-06-26",40.299999
"122","2007-06-27",40.860001
"123","2007-06-28",40.93
"124","2007-06-29",41.990002
"125","2007-07-02",42.880001
"126","2007-07-03",42.360001
"127","2007-07-05",42.759998
"128","2007-07-06",43.27
"129","2007-07-09",42.849998
"130","2007-07-10",42.349998
"131","2007-07-11",43.200001
"132","2007-07-12",44.84
"133","2007-07-13",46.869999
"134","2007-07-16",44.650002
"135","2007-07-17",44.32
"136","2007-07-18",44.900002
"137","2007-07-19",45.27
"138","2007-07-20",44.150002
"139","2007-07-23",44.139999
"140","2007-07-24",41.830002
"141","2007-07-25",41.66
"142","2007-07-26",40.240002
"143","2007-07-27",39.169998
"144","2007-07-30",37.959999
"145","2007-07-31",37.869999
"146","2007-08-01",36.799999
"147","2007-08-02",38.549999
"148","2007-08-03",37.080002
"149","2007-08-06",37.549999
"150","2007-08-07",38.490002
"151","2007-08-08",42.400002
"152","2007-08-09",43.139999
"153","2007-08-10",43.5
"154","2007-08-13",40.869999
"155","2007-08-14",40.52
"156","2007-08-15",37.5
"157","2007-08-16",37.150002
"158","2007-08-17",40.02
"159","2007-08-20",40.07
"160","2007-08-21",41.049999
"161","2007-08-22",42.049999
"162","2007-08-23",42.41
"163","2007-08-24",44.02
"164","2007-08-27",43.970001
"165","2007-08-28",44.009998
"166","2007-08-29",46.049999
"167","2007-08-30",47.169998
"168","2007-08-31",48.299999
"169","2007-09-04",47.990002
"170","2007-09-05",47.290001
"171","2007-09-06",48
"172","2007-09-07",46.43
"173","2007-09-10",45.98
"174","2007-09-11",47.099998
"175","2007-09-12",46.169998
"176","2007-09-13",46.23
"177","2007-09-14",46.27
"178","2007-09-17",45.290001
"179","2007-09-18",48.639999
"180","2007-09-19",49.939999
"181","2007-09-20",49.470001
"182","2007-09-21",50.099998
"183","2007-09-24",50.23
"184","2007-09-25",51.27
"185","2007-09-26",52.189999
"186","2007-09-27",52.439999
"187","2007-09-28",51.889999
"188","2007-10-01",52.630001
"189","2007-10-02",52.380001
"190","2007-10-03",51.169998
"191","2007-10-04",50.34
"192","2007-10-05",52.32
"193","2007-10-08",52.439999
"194","2007-10-09",53.889999
"195","2007-10-10",55.700001
"196","2007-10-11",54.630001
"197","2007-10-12",55.970001
"198","2007-10-15",56.290001
"199","2007-10-16",56.970001
"200","2007-10-17",57.529999
"201","2007-10-18",58.32
"202","2007-10-19",54.740002
"203","2007-10-22",54.32
"204","2007-10-23",56.389999
"205","2007-10-24",55.220001
"206","2007-10-25",43.639999
"207","2007-10-26",45.740002
"208","2007-10-29",46.259998
"209","2007-10-30",47.720001
"210","2007-10-31",48.299999
"211","2007-11-01",46.5
"212","2007-11-02",48.52
"213","2007-11-05",45.830002
"214","2007-11-06",47.91
"215","2007-11-07",45.830002
"216","2007-11-08",46.02
"217","2007-11-09",44.77
"218","2007-11-12",43.610001
"219","2007-11-13",45.630001
"220","2007-11-14",45.119999
"221","2007-11-15",44.459999
"222","2007-11-16",45.189999
"223","2007-11-19",42.610001
"224","2007-11-20",43.669998
"225","2007-11-21",43.169998
"226","2007-11-23",43.849998
"227","2007-11-26",43.560001
"228","2007-11-27",43.209999
"229","2007-11-28",46.400002
"230","2007-11-29",46.099998
"231","2007-11-30",44.73
"232","2007-12-03",45.400002
"233","2007-12-04",43.220001
"234","2007-12-05",44.07
"235","2007-12-06",45.439999
"236","2007-12-07",45.380001
"237","2007-12-10",44.630001
"238","2007-12-11",42.59
"239","2007-12-12",43.110001
"240","2007-12-13",42.029999
"241","2007-12-14",40.439999
"242","2007-12-17",38.110001
"243","2007-12-18",38.599998
"244","2007-12-19",39.279999
"245","2007-12-20",39.43
"246","2007-12-21",38.279999
"247","2007-12-24",40.939999
"248","2007-12-26",39.27
"249","2007-12-27",38.689999
"250","2007-12-28",38.52
"251","2007-12-31",37.02
"252","2008-01-02",37.57
"253","2008-01-03",37.02
"254","2008-01-04",35.25
"255","2008-01-07",34.57
"256","2008-01-08",31.809999
"257","2008-01-09",31.200001
"258","2008-01-10",32.299999
"259","2008-01-11",31.24
"260","2008-01-14",31.98
"261","2008-01-15",30.84
"262","2008-01-16",29.379999
"263","2008-01-17",27.26
"264","2008-01-18",26.49
"265","2008-01-22",26.73
"266","2008-01-23",25.959999
"267","2008-01-24",26.860001
"268","2008-01-25",27.209999
"269","2008-01-28",27.059999
"270","2008-01-29",28.639999
"271","2008-01-30",28.030001
"272","2008-01-31",28.59
"273","2008-02-01",30.379999
"274","2008-02-04",30.75
"275","2008-02-05",29.73
"276","2008-02-06",29.280001
"277","2008-02-07",29.85
"278","2008-02-08",24.99
"279","2008-02-11",27.18
"280","2008-02-12",26.91
"281","2008-02-13",28.42
"282","2008-02-14",27.98
"283","2008-02-15",27.780001
"284","2008-02-19",28.049999
"285","2008-02-20",29.58
"286","2008-02-21",28.110001
"287","2008-02-22",28.620001
"288","2008-02-25",29.459999
"289","2008-02-26",29.889999
"290","2008-02-27",29.059999
"291","2008-02-28",29.74
