"","date","INO"
"1","2007-01-03",13.16
"2","2007-01-04",13.2
"3","2007-01-05",13.2
"4","2007-01-08",13.2
"5","2007-01-09",13.52
"6","2007-01-10",13.48
"7","2007-01-11",13.6
"8","2007-01-12",13.56
"9","2007-01-16",13.4
"10","2007-01-17",13.04
"11","2007-01-18",12.76
"12","2007-01-19",12.72
"13","2007-01-22",12.8
"14","2007-01-23",12.48
"15","2007-01-24",12.76
"16","2007-01-25",12.96
"17","2007-01-26",13
"18","2007-01-29",13
"19","2007-01-30",12.96
"20","2007-01-31",12.88
"21","2007-02-01",13.08
"22","2007-02-02",12.64
"23","2007-02-05",12.52
"24","2007-02-06",12.48
"25","2007-02-07",12
"26","2007-02-08",12
"27","2007-02-09",12.04
"28","2007-02-12",11.28
"29","2007-02-13",11.92
"30","2007-02-14",11.92
"31","2007-02-15",11.88
"32","2007-02-16",12.08
"33","2007-02-20",12.32
"34","2007-02-21",12.8
"35","2007-02-22",12.8
"36","2007-02-23",13.04
"37","2007-02-26",13.12
"38","2007-02-27",13.12
"39","2007-02-28",12.92
"40","2007-03-01",12.64
"41","2007-03-02",12.32
"42","2007-03-05",11.84
"43","2007-03-06",12
"44","2007-03-07",12.28
"45","2007-03-08",12.4
"46","2007-03-09",12.8
"47","2007-03-12",12.56
"48","2007-03-13",12.52
"49","2007-03-14",12.52
"50","2007-03-15",12.44
"51","2007-03-16",12.6
"52","2007-03-19",12.32
"53","2007-03-20",12.28
"54","2007-03-21",12
"55","2007-03-22",12.8
"56","2007-03-23",12.6
"57","2007-03-26",13.84
"58","2007-03-27",13.52
"59","2007-03-28",13.24
"60","2007-03-29",13.04
"61","2007-03-30",12.96
"62","2007-04-02",13.32
"63","2007-04-03",13.48
"64","2007-04-04",13.64
"65","2007-04-05",13.64
"66","2007-04-09",13.76
"67","2007-04-10",13.76
"68","2007-04-11",14.2
"69","2007-04-12",14.16
"70","2007-04-13",14.2
"71","2007-04-16",14.36
"72","2007-04-17",14.8
"73","2007-04-18",14.92
"74","2007-04-19",14.84
"75","2007-04-20",15
"76","2007-04-23",14.92
"77","2007-04-24",14.88
"78","2007-04-25",15.6
"79","2007-04-26",15.56
"80","2007-04-27",15.56
"81","2007-04-30",15.12
"82","2007-05-01",14.4
"83","2007-05-02",14.8
"84","2007-05-03",15
"85","2007-05-04",14.76
"86","2007-05-07",15.52
"87","2007-05-08",15.6
"88","2007-05-09",15.36
"89","2007-05-10",15
"90","2007-05-11",14.88
"91","2007-05-14",14.96
"92","2007-05-15",14.8
"93","2007-05-16",14.44
"94","2007-05-17",14.64
"95","2007-05-18",14.88
"96","2007-05-21",15.88
"97","2007-05-22",16.68
"98","2007-05-23",16.440001
"99","2007-05-24",16.4
"100","2007-05-25",16.4
"101","2007-05-29",15.4
"102","2007-05-30",14.48
"103","2007-05-31",14.48
"104","2007-06-01",14.2
"105","2007-06-04",13.72
"106","2007-06-05",8.8
"107","2007-06-06",10.92
"108","2007-06-07",11.24
"109","2007-06-08",11.56
"110","2007-06-11",11.12
"111","2007-06-12",10.36
"112","2007-06-13",10.56
"113","2007-06-14",10.88
"114","2007-06-15",11.2
"115","2007-06-18",11.2
"116","2007-06-19",11.4
"117","2007-06-20",10.8
"118","2007-06-21",11.2
"119","2007-06-22",11.52
"120","2007-06-25",11.2
"121","2007-06-26",11.2
"122","2007-06-27",11.28
"123","2007-06-28",11.36
"124","2007-06-29",11.2
"125","2007-07-02",11.32
"126","2007-07-03",11.2
"127","2007-07-05",11.44
"128","2007-07-06",11.52
"129","2007-07-09",11.76
"130","2007-07-10",11.52
"131","2007-07-11",11.44
"132","2007-07-12",11.4
"133","2007-07-13",10.44
"134","2007-07-16",10.84
"135","2007-07-17",10.8
"136","2007-07-18",10.8
"137","2007-07-19",10.8
"138","2007-07-20",10.8
"139","2007-07-23",10.8
"140","2007-07-24",10.64
"141","2007-07-25",10.44
"142","2007-07-26",10.08
"143","2007-07-27",9.6
"144","2007-07-30",9.6
"145","2007-07-31",9.2
"146","2007-08-01",9.2
"147","2007-08-02",9.16
"148","2007-08-03",9.12
"149","2007-08-06",8.92
"150","2007-08-07",8.84
"151","2007-08-08",9
"152","2007-08-09",8.72
"153","2007-08-10",8.6
"154","2007-08-13",8.4
"155","2007-08-14",8.16
"156","2007-08-15",7.6
"157","2007-08-16",6.4
"158","2007-08-17",6.8
"159","2007-08-20",6.64
"160","2007-08-21",6.8
"161","2007-08-22",6.8
"162","2007-08-23",7.08
"163","2007-08-24",7.16
"164","2007-08-27",7.04
"165","2007-08-28",7.68
"166","2007-08-29",7.64
"167","2007-08-30",7.4
"168","2007-08-31",8
"169","2007-09-04",7.8
"170","2007-09-05",7.6
"171","2007-09-06",7.6
"172","2007-09-07",7.24
"173","2007-09-10",7.24
"174","2007-09-11",6.96
"175","2007-09-12",7.04
"176","2007-09-13",6.44
"177","2007-09-14",6.84
"178","2007-09-17",6.48
"179","2007-09-18",6.6
"180","2007-09-19",6.4
"181","2007-09-20",6.2
"182","2007-09-21",5.4
"183","2007-09-24",4.64
"184","2007-09-25",5.48
"185","2007-09-26",5.6
"186","2007-09-27",5.56
"187","2007-09-28",5.4
"188","2007-10-01",6
"189","2007-10-02",5.88
"190","2007-10-03",5.8
"191","2007-10-04",5.88
"192","2007-10-05",5.72
"193","2007-10-08",5.8
"194","2007-10-09",5.6
"195","2007-10-10",6.04
"196","2007-10-11",5.8
"197","2007-10-12",5.68
"198","2007-10-15",5.4
"199","2007-10-16",5.36
"200","2007-10-17",5.68
"201","2007-10-18",5.64
"202","2007-10-19",5.6
"203","2007-10-22",5.44
"204","2007-10-23",5.48
"205","2007-10-24",5.28
"206","2007-10-25",5.28
"207","2007-10-26",4.68
"208","2007-10-29",4.72
"209","2007-10-30",4.6
"210","2007-10-31",4.48
"211","2007-11-01",4.32
"212","2007-11-02",4.16
"213","2007-11-05",4
"214","2007-11-06",4.36
"215","2007-11-07",4.2
"216","2007-11-08",4.28
"217","2007-11-09",4.28
"218","2007-11-12",4.2
"219","2007-11-13",4.2
"220","2007-11-14",4.2
"221","2007-11-15",4.92
"222","2007-11-16",4.4
"223","2007-11-19",4.24
"224","2007-11-20",4.24
"225","2007-11-21",4.2
"226","2007-11-23",4.08
"227","2007-11-26",4
"228","2007-11-27",3.92
"229","2007-11-28",3.84
"230","2007-11-29",3.88
"231","2007-11-30",3.68
"232","2007-12-03",3.56
"233","2007-12-04",3.48
"234","2007-12-05",3.52
"235","2007-12-06",3.4
"236","2007-12-07",3.48
"237","2007-12-10",3.72
"238","2007-12-11",3.76
"239","2007-12-12",3.92
"240","2007-12-13",4.52
"241","2007-12-14",4.08
"242","2007-12-17",4.2
"243","2007-12-18",4.28
"244","2007-12-19",4.12
"245","2007-12-20",3.8
"246","2007-12-21",3.84
"247","2007-12-24",3.88
"248","2007-12-26",4.12
"249","2007-12-27",4
"250","2007-12-28",3.56
"251","2007-12-31",3.68
"252","2008-01-02",3.76
"253","2008-01-03",3.88
"254","2008-01-04",3.88
"255","2008-01-07",3.84
"256","2008-01-08",3.88
"257","2008-01-09",3.56
"258","2008-01-10",3.68
"259","2008-01-11",3.56
"260","2008-01-14",3.52
"261","2008-01-15",3.48
"262","2008-01-16",3.36
"263","2008-01-17",3.4
"264","2008-01-18",3.44
"265","2008-01-22",3.56
"266","2008-01-23",3.44
"267","2008-01-24",3.44
"268","2008-01-25",3.4
"269","2008-01-28",3.6
"270","2008-01-29",3.44
"271","2008-01-30",3.52
"272","2008-01-31",3.52
"273","2008-02-01",3.48
"274","2008-02-04",3.4
"275","2008-02-05",3.36
"276","2008-02-06",3.32
"277","2008-02-07",3.4
"278","2008-02-08",3.56
"279","2008-02-11",3.64
"280","2008-02-12",3.88
"281","2008-02-13",4.08
"282","2008-02-14",4.12
"283","2008-02-15",4.2
"284","2008-02-19",4.08
"285","2008-02-20",3.84
"286","2008-02-21",3.88
"287","2008-02-22",3.92
"288","2008-02-25",3.96
"289","2008-02-26",3.96
"290","2008-02-27",3.88
"291","2008-02-28",3.8
"292","2008-02-29",3.68
"293","2008-03-03",4.16
"294","2008-03-04",3.92
"295","2008-03-05",4.52
"296","2008-03-06",5.48
"297","2008-03-07",5.8
"298","2008-03-10",5.16
"299","2008-03-11",4.04
"300","2008-03-12",4.04
"301","2008-03-13",4.24
"302","2008-03-14",3.84
"303","2008-03-17",4.16
"304","2008-03-18",4.16
"305","2008-03-19",4.2
"306","2008-03-20",4.32
"307","2008-03-24",4.32
"308","2008-03-25",4.2
"309","2008-03-26",4
"310","2008-03-27",3.84
"311","2008-03-28",3.8
"312","2008-03-31",3.84
"313","2008-04-01",3.6
"314","2008-04-02",3.6
"315","2008-04-03",3.48
"316","2008-04-04",3.48
"317","2008-04-07",3.56
"318","2008-04-08",3.64
"319","2008-04-09",3.8
"320","2008-04-10",3.68
"321","2008-04-11",3.6
"322","2008-04-14",3.6
"323","2008-04-15",3.44
"324","2008-04-16",3.68
"325","2008-04-17",3.52
"326","2008-04-18",3.64
"327","2008-04-21",3.84
"328","2008-04-22",3.92
"329","2008-04-23",3.92
"330","2008-04-24",3.84
"331","2008-04-25",3.6
"332","2008-04-28",3.68
"333","2008-04-29",3.52
"334","2008-04-30",3.52
"335","2008-05-01",3.6
"336","2008-05-02",3.56
"337","2008-05-05",3.48
"338","2008-05-06",3.52
"339","2008-05-07",3.24
"340","2008-05-08",3.56
"341","2008-05-09",3.56
"342","2008-05-12",3.56
"343","2008-05-13",3.6
"344","2008-05-14",3.52
"345","2008-05-15",3.6
"346","2008-05-16",3.6
"347","2008-05-19",3.48
"348","2008-05-20",3.4
"349","2008-05-21",3.4
"350","2008-05-22",3.44
"351","2008-05-23",3.32
"352","2008-05-27",3.2
"353","2008-05-28",3.24
"354","2008-05-29",3.28
"355","2008-05-30",3.12
"356","2008-06-02",3.12
"357","2008-06-03",3.2
"358","2008-06-04",3.2
"359","2008-06-05",3.52
"360","2008-06-06",4.72
"361","2008-06-09",5.2
"362","2008-06-10",4.88
"363","2008-06-11",4.88
"364","2008-06-12",4.16
"365","2008-06-13",3.92
"366","2008-06-16",4.08
"367","2008-06-17",3.96
"368","2008-06-18",4.04
"369","2008-06-19",4.08
"370","2008-06-20",4.24
"371","2008-06-23",4.12
"372","2008-06-24",3.96
"373","2008-06-25",3.88
"374","2008-06-26",4.4
"375","2008-06-27",4
"376","2008-06-30",4.32
"377","2008-07-01",4.4
"378","2008-07-02",4.12
"379","2008-07-03",4.28
"380","2008-07-07",4.32
"381","2008-07-08",3.96
"382","2008-07-09",4.24
"383","2008-07-10",3.96
"384","2008-07-11",3.96
"385","2008-07-14",3.88
"386","2008-07-15",4
"387","2008-07-16",4.24
"388","2008-07-17",4.36
"389","2008-07-18",4.52
"390","2008-07-21",4.24
"391","2008-07-22",4.36
"392","2008-07-23",4.4
"393","2008-07-24",4.24
"394","2008-07-25",4.24
"395","2008-07-28",4.2
"396","2008-07-29",4.12
"397","2008-07-30",4.12
"398","2008-07-31",4.08
"399","2008-08-01",3.96
"400","2008-08-04",4
"401","2008-08-05",4.16
"402","2008-08-06",4.08
"403","2008-08-07",4
"404","2008-08-08",3.96
"405","2008-08-11",4
"406","2008-08-12",3.92
"407","2008-08-13",3.96
"408","2008-08-14",4.12
"409","2008-08-15",4
"410","2008-08-18",3.92
"411","2008-08-19",3.84
"412","2008-08-20",3.92
"413","2008-08-21",3.92
"414","2008-08-22",4.24
"415","2008-08-25",3.96
"416","2008-08-26",4
"417","2008-08-27",3.96
"418","2008-08-28",4
"419","2008-08-29",3.84
"420","2008-09-02",3.72
"421","2008-09-03",3.92
"422","2008-09-04",3.92
"423","2008-09-05",3.4
"424","2008-09-08",3.6
"425","2008-09-09",3.56
"426","2008-09-10",3.56
"427","2008-09-11",3.44
"428","2008-09-12",3.24
"429","2008-09-15",2.88
"430","2008-09-16",3.2
"431","2008-09-17",2.56
"432","2008-09-18",2.56
"433","2008-09-19",2.6
"434","2008-09-22",2.56
"435","2008-09-23",2.64
"436","2008-09-24",2.48
"437","2008-09-25",2.52
"438","2008-09-26",2.52
"439","2008-09-29",2.4
"440","2008-09-30",2.48
"441","2008-10-01",3
"442","2008-10-02",3.2
"443","2008-10-03",3.12
"444","2008-10-06",2.88
"445","2008-10-07",2.48
"446","2008-10-08",1.72
"447","2008-10-09",1
"448","2008-10-10",1.36
"449","2008-10-13",1.8
"450","2008-10-14",2
"451","2008-10-15",1.92
"452","2008-10-16",1.72
"453","2008-10-17",1.92
"454","2008-10-20",1.6
"455","2008-10-21",1.48
"456","2008-10-22",1.52
"457","2008-10-23",1.48
"458","2008-10-24",1.48
"459","2008-10-27",1.52
"460","2008-10-28",1.4
"461","2008-10-29",1.4
"462","2008-10-30",1.44
"463","2008-10-31",1.48
"464","2008-11-03",1.2
"465","2008-11-04",1.28
"466","2008-11-05",1.28
"467","2008-11-06",1.28
"468","2008-11-07",1.32
"469","2008-11-10",1.2
"470","2008-11-11",1.12
"471","2008-11-12",1.04
"472","2008-11-13",1.12
"473","2008-11-14",0.96
"474","2008-11-17",0.88
"475","2008-11-18",0.8
"476","2008-11-19",0.64
"477","2008-11-20",0.8
"478","2008-11-21",0.72
"479","2008-11-24",0.88
"480","2008-11-25",0.88
"481","2008-11-26",0.76
"482","2008-11-28",0.76
"483","2008-12-01",0.8
"484","2008-12-02",1.4
"485","2008-12-03",1.4
"486","2008-12-04",1.4
"487","2008-12-05",1.56
"488","2008-12-08",1.8
"489","2008-12-09",2
"490","2008-12-10",2.2
"491","2008-12-11",2.08
"492","2008-12-12",2.08
"493","2008-12-15",2.08
"494","2008-12-16",2.12
"495","2008-12-17",2.2
"496","2008-12-18",2.08
"497","2008-12-19",2.12
"498","2008-12-22",2.08
"499","2008-12-23",2.2
"500","2008-12-24",2.4
"501","2008-12-26",2.4
"502","2008-12-29",2.2
"503","2008-12-30",2.16
"504","2008-12-31",2.08
"505","2009-01-02",2.08
"506","2009-01-05",2.12
"507","2009-01-06",2.2
"508","2009-01-07",2
"509","2009-01-08",2.04
"510","2009-01-09",2.12
"511","2009-01-12",2
"512","2009-01-13",2.08
"513","2009-01-14",2.08
"514","2009-01-15",2.16
"515","2009-01-16",2.24
"516","2009-01-20",2.24
"517","2009-01-21",2.08
"518","2009-01-22",2.08
"519","2009-01-23",2
"520","2009-01-26",2
"521","2009-01-27",2.04
"522","2009-01-28",1.72
"523","2009-01-29",2.04
"524","2009-01-30",2
"525","2009-02-02",2
"526","2009-02-03",1.96
"527","2009-02-04",1.84
"528","2009-02-05",1.8
"529","2009-02-06",1.88
"530","2009-02-09",1.96
"531","2009-02-10",1.88
"532","2009-02-11",1.96
"533","2009-02-12",1.88
"534","2009-02-13",1.92
"535","2009-02-17",1.8
"536","2009-02-18",1.8
"537","2009-02-19",1.6
"538","2009-02-20",1.16
"539","2009-02-23",1.4
"540","2009-02-24",1.8
"541","2009-02-25",1.68
"542","2009-02-26",1.6
"543","2009-02-27",1.4
"544","2009-03-02",1.44
"545","2009-03-03",1.44
"546","2009-03-04",1.52
"547","2009-03-05",1.56
"548","2009-03-06",1.48
"549","2009-03-09",1.4
"550","2009-03-10",1.36
"551","2009-03-11",1.28
"552","2009-03-12",1.28
"553","2009-03-13",1.2
"554","2009-03-16",1.2
"555","2009-03-17",1.12
"556","2009-03-18",1.16
"557","2009-03-19",1.12
"558","2009-03-20",1.32
"559","2009-03-23",1.24
"560","2009-03-24",1.36
"561","2009-03-25",1.24
"562","2009-03-26",1.48
"563","2009-03-27",1.52
"564","2009-03-30",1.44
"565","2009-03-31",1.56
"566","2009-04-01",1.48
"567","2009-04-02",1.56
"568","2009-04-03",1.56
"569","2009-04-06",1.48
"570","2009-04-07",1.52
"571","2009-04-08",1.52
"572","2009-04-09",1.32
"573","2009-04-13",1.56
"574","2009-04-14",1.56
"575","2009-04-15",1.48
"576","2009-04-16",1.24
"577","2009-04-17",1.4
"578","2009-04-20",1.32
"579","2009-04-21",1.32
"580","2009-04-22",1.52
"581","2009-04-23",1.52
"582","2009-04-24",1.44
"583","2009-04-27",1.72
"584","2009-04-28",1.52
"585","2009-04-29",1.44
"586","2009-04-30",1.48
"587","2009-05-01",1.64
"588","2009-05-04",2.2
"589","2009-05-05",1.96
"590","2009-05-06",1.72
"591","2009-05-07",1.88
"592","2009-05-08",2.08
"593","2009-05-11",2.08
"594","2009-05-12",1.88
"595","2009-05-13",2.16
"596","2009-05-14",2.2
"597","2009-05-15",2.16
"598","2009-05-18",2.12
"599","2009-05-19",1.64
"600","2009-05-20",1.8
"601","2009-05-21",1.92
"602","2009-05-22",1.76
"603","2009-05-26",1.92
"604","2009-05-27",2.36
"605","2009-05-28",2.32
"606","2009-05-29",2.4
"607","2009-06-01",2.52
"608","2009-06-02",2.64
"609","2009-06-03",2.76
"610","2009-06-04",2.64
"611","2009-06-05",2.72
"612","2009-06-08",2.56
"613","2009-06-09",3
"614","2009-06-10",2.96
"615","2009-06-11",3.52
"616","2009-06-12",3.8
"617","2009-06-15",3.72
"618","2009-06-16",3.56
"619","2009-06-17",3.8
"620","2009-06-18",3.44
"621","2009-06-19",3.52
"622","2009-06-22",3.44
"623","2009-06-23",3.2
"624","2009-06-24",3.12
"625","2009-06-25",2.84
"626","2009-06-26",3.12
"627","2009-06-29",3.2
"628","2009-06-30",3.2
"629","2009-07-01",3.24
"630","2009-07-02",3.16
"631","2009-07-06",3.12
"632","2009-07-07",3.2
"633","2009-07-08",3.24
"634","2009-07-09",3.28
"635","2009-07-10",3.12
"636","2009-07-13",3.16
"637","2009-07-14",2.96
"638","2009-07-15",2.68
"639","2009-07-16",2.76
"640","2009-07-17",2.8
"641","2009-07-20",2.76
"642","2009-07-21",2.64
"643","2009-07-22",2.72
"644","2009-07-23",2.8
"645","2009-07-24",2.68
