"","date","INO"
"646","2009-07-27",2.92
"647","2009-07-28",2.96
"648","2009-07-29",12.72
"649","2009-07-30",5.88
"650","2009-07-31",8.36
"651","2009-08-03",9
"652","2009-08-04",8.6
"653","2009-08-05",9.96
"654","2009-08-06",9
"655","2009-08-07",8.68
"656","2009-08-10",9.28
"657","2009-08-11",8.92
"658","2009-08-12",8.84
"659","2009-08-13",8.72
"660","2009-08-14",8.32
"661","2009-08-17",8.88
"662","2009-08-18",8.56
"663","2009-08-19",8.64
"664","2009-08-20",8.48
"665","2009-08-21",8.12
"666","2009-08-24",8.16
"667","2009-08-25",8.12
"668","2009-08-26",8.68
"669","2009-08-27",8.28
"670","2009-08-28",8.44
"671","2009-08-31",8.76
"672","2009-09-01",8.44
"673","2009-09-02",8.32
"674","2009-09-03",8.16
"675","2009-09-04",8.16
"676","2009-09-08",8
"677","2009-09-09",7.96
"678","2009-09-10",7.92
"679","2009-09-11",7.56
"680","2009-09-14",7.28
"681","2009-09-15",7.24
"682","2009-09-16",7.24
"683","2009-09-17",7.16
"684","2009-09-18",7.36
"685","2009-09-21",7.04
"686","2009-09-22",6.88
"687","2009-09-23",6.48
"688","2009-09-24",6.04
"689","2009-09-25",5.84
"690","2009-09-28",6.52
"691","2009-09-29",6.4
"692","2009-09-30",6.28
"693","2009-10-01",6.08
"694","2009-10-02",6.76
"695","2009-10-05",6.6
"696","2009-10-06",6.44
"697","2009-10-07",6.16
"698","2009-10-08",6.08
"699","2009-10-09",6.16
"700","2009-10-12",6.08
"701","2009-10-13",5.96
"702","2009-10-14",5.88
"703","2009-10-15",6
"704","2009-10-16",5.88
"705","2009-10-19",5.8
"706","2009-10-20",5.92
"707","2009-10-21",5.56
"708","2009-10-22",5.28
"709","2009-10-23",5.16
"710","2009-10-26",4.8
"711","2009-10-27",4.4
"712","2009-10-28",4.2
"713","2009-10-29",4.28
"714","2009-10-30",4.16
"715","2009-11-02",4.2
"716","2009-11-03",4.2
"717","2009-11-04",4.36
"718","2009-11-05",4.48
"719","2009-11-06",4.96
"720","2009-11-09",4.84
"721","2009-11-10",5
"722","2009-11-11",4.76
"723","2009-11-12",4.88
"724","2009-11-13",4.92
"725","2009-11-16",4.68
"726","2009-11-17",4.68
"727","2009-11-18",4.88
"728","2009-11-19",4.8
"729","2009-11-20",6.12
"730","2009-11-23",6.28
"731","2009-11-24",5.6
"732","2009-11-25",5.56
"733","2009-11-27",5.6
"734","2009-11-30",5.28
"735","2009-12-01",5.48
"736","2009-12-02",5.72
"737","2009-12-03",5.52
"738","2009-12-04",5.68
"739","2009-12-07",5.6
"740","2009-12-08",5.48
"741","2009-12-09",5.4
"742","2009-12-10",5.32
"743","2009-12-11",5.12
"744","2009-12-14",4.92
"745","2009-12-15",4.88
"746","2009-12-16",4.88
"747","2009-12-17",4.88
"748","2009-12-18",4.56
"749","2009-12-21",4.8
"750","2009-12-22",4.8
"751","2009-12-23",4.92
"752","2009-12-24",4.8
"753","2009-12-28",4.76
"754","2009-12-29",4.64
"755","2009-12-30",4.72
"756","2009-12-31",4.56
"757","2010-01-04",4.4
"758","2010-01-05",4.68
"759","2010-01-06",4.68
"760","2010-01-07",4.6
"761","2010-01-08",4.92
"762","2010-01-11",5.08
"763","2010-01-12",5.16
"764","2010-01-13",5.2
"765","2010-01-14",5.2
"766","2010-01-15",5.04
"767","2010-01-19",4.92
"768","2010-01-20",4.84
"769","2010-01-21",4.76
"770","2010-01-22",4.6
"771","2010-01-25",4.44
"772","2010-01-26",4.4
"773","2010-01-27",4.24
"774","2010-01-28",4.12
"775","2010-01-29",4
"776","2010-02-01",4.2
"777","2010-02-02",4.72
"778","2010-02-03",4.84
"779","2010-02-04",4.52
"780","2010-02-05",4.72
"781","2010-02-08",4.92
"782","2010-02-09",4.72
"783","2010-02-10",4.92
"784","2010-02-11",5
"785","2010-02-12",5.12
"786","2010-02-16",5.56
"787","2010-02-17",5.4
"788","2010-02-18",5.2
"789","2010-02-19",5.32
"790","2010-02-22",5.72
"791","2010-02-23",5.84
"792","2010-02-24",5.68
"793","2010-02-25",5.8
"794","2010-02-26",5.8
"795","2010-03-01",5.72
"796","2010-03-02",5.72
"797","2010-03-03",5.8
"798","2010-03-04",5.96
"799","2010-03-05",5.92
"800","2010-03-08",5.64
"801","2010-03-09",5.36
"802","2010-03-10",5.2
"803","2010-03-11",5.32
"804","2010-03-12",5.44
"805","2010-03-15",5.28
"806","2010-03-16",5.12
"807","2010-03-17",5
"808","2010-03-18",5.04
"809","2010-03-19",4.96
"810","2010-03-22",4.8
"811","2010-03-23",4.96
"812","2010-03-24",4.96
"813","2010-03-25",4.92
"814","2010-03-26",5.4
"815","2010-03-29",5.2
"816","2010-03-30",5.24
"817","2010-03-31",5.28
"818","2010-04-01",5.4
"819","2010-04-05",5.36
"820","2010-04-06",5.16
"821","2010-04-07",5.28
"822","2010-04-08",5.64
"823","2010-04-09",5.6
"824","2010-04-12",5.56
"825","2010-04-13",5.4
"826","2010-04-14",5.8
"827","2010-04-15",5.64
"828","2010-04-16",5.52
"829","2010-04-19",5.52
"830","2010-04-20",5.52
"831","2010-04-21",5.68
"832","2010-04-22",5.6
"833","2010-04-23",5.64
"834","2010-04-26",5.64
"835","2010-04-27",5.48
"836","2010-04-28",5.48
"837","2010-04-29",5.52
"838","2010-04-30",5.52
"839","2010-05-03",5.56
"840","2010-05-04",5.52
"841","2010-05-05",5.6
"842","2010-05-06",5.24
"843","2010-05-07",5.24
"844","2010-05-10",5.12
"845","2010-05-11",5.12
"846","2010-05-12",5.44
"847","2010-05-13",5.44
"848","2010-05-14",5.32
"849","2010-05-17",5.12
"850","2010-05-18",4.92
"851","2010-05-19",4.72
"852","2010-05-20",4.6
"853","2010-05-21",4.56
"854","2010-05-24",4.44
"855","2010-05-25",4.36
"856","2010-05-26",4.68
"857","2010-05-27",4.72
"858","2010-05-28",4.64
"859","2010-06-01",4.72
"860","2010-06-02",4.64
"861","2010-06-03",4.64
"862","2010-06-04",4.4
"863","2010-06-07",4.32
"864","2010-06-08",4.24
"865","2010-06-09",4.04
"866","2010-06-10",4.04
"867","2010-06-11",4.08
"868","2010-06-14",4.24
"869","2010-06-15",4.6
"870","2010-06-16",4.6
"871","2010-06-17",4.44
"872","2010-06-18",4.32
"873","2010-06-21",4.2
"874","2010-06-22",4.36
"875","2010-06-23",4.56
"876","2010-06-24",4.36
"877","2010-06-25",4.36
"878","2010-06-28",4.28
"879","2010-06-29",4.12
"880","2010-06-30",4.08
"881","2010-07-01",4.12
"882","2010-07-02",4.32
"883","2010-07-06",4.08
"884","2010-07-07",3.92
"885","2010-07-08",3.96
"886","2010-07-09",4
"887","2010-07-12",4
"888","2010-07-13",4.08
"889","2010-07-14",4
"890","2010-07-15",3.92
"891","2010-07-16",3.8
"892","2010-07-19",3.72
"893","2010-07-20",3.76
"894","2010-07-21",3.64
"895","2010-07-22",3.8
"896","2010-07-23",3.92
"897","2010-07-26",4.16
"898","2010-07-27",4.08
"899","2010-07-28",3.92
"900","2010-07-29",3.96
"901","2010-07-30",4.04
"902","2010-08-02",4.2
"903","2010-08-03",4.32
"904","2010-08-04",4.36
"905","2010-08-05",4.16
"906","2010-08-06",4.12
"907","2010-08-09",4.08
"908","2010-08-10",4.04
"909","2010-08-11",3.68
"910","2010-08-12",3.56
"911","2010-08-13",3.56
"912","2010-08-16",3.52
"913","2010-08-17",3.68
"914","2010-08-18",3.6
"915","2010-08-19",3.56
"916","2010-08-20",3.6
"917","2010-08-23",3.56
"918","2010-08-24",3.4
"919","2010-08-25",3.32
"920","2010-08-26",3.2
"921","2010-08-27",3.4
"922","2010-08-30",3.12
"923","2010-08-31",3.12
"924","2010-09-01",3.8
"925","2010-09-02",3.92
"926","2010-09-03",3.96
"927","2010-09-07",4
"928","2010-09-08",4.24
"929","2010-09-09",4.28
"930","2010-09-10",4.44
"931","2010-09-13",4.44
"932","2010-09-14",4.4
"933","2010-09-15",4.44
"934","2010-09-16",4.28
"935","2010-09-17",4.36
"936","2010-09-20",4.48
"937","2010-09-21",4.28
"938","2010-09-22",4.24
"939","2010-09-23",4.36
"940","2010-09-24",4.64
"941","2010-09-27",5.04
"942","2010-09-28",4.96
"943","2010-09-29",5
"944","2010-09-30",5
"945","2010-10-01",5.08
"946","2010-10-04",4.84
"947","2010-10-05",5.16
"948","2010-10-06",5.2
"949","2010-10-07",5.08
"950","2010-10-08",5.12
"951","2010-10-11",5.12
"952","2010-10-12",4.88
"953","2010-10-13",4.88
"954","2010-10-14",4.88
"955","2010-10-15",4.88
"956","2010-10-18",4.88
"957","2010-10-19",4.68
"958","2010-10-20",4.6
"959","2010-10-21",4.56
"960","2010-10-22",4.68
"961","2010-10-25",4.64
"962","2010-10-26",4.6
"963","2010-10-27",4.6
"964","2010-10-28",4.6
"965","2010-10-29",4.52
"966","2010-11-01",4.4
"967","2010-11-02",4.56
"968","2010-11-03",4.56
"969","2010-11-04",4.64
"970","2010-11-05",4.84
"971","2010-11-08",4.92
"972","2010-11-09",4.72
"973","2010-11-10",4.64
"974","2010-11-11",4.76
"975","2010-11-12",4.92
"976","2010-11-15",5.04
"977","2010-11-16",5.24
"978","2010-11-17",5
"979","2010-11-18",4.92
"980","2010-11-19",4.96
"981","2010-11-22",4.84
"982","2010-11-23",4.84
"983","2010-11-24",4.84
"984","2010-11-26",4.76
"985","2010-11-29",4.8
"986","2010-11-30",4.72
"987","2010-12-01",4.48
"988","2010-12-02",4.48
"989","2010-12-03",4.44
"990","2010-12-06",4.48
"991","2010-12-07",4.56
"992","2010-12-08",4.68
"993","2010-12-09",4.72
"994","2010-12-10",4.6
"995","2010-12-13",4.4
"996","2010-12-14",4.52
"997","2010-12-15",4.6
"998","2010-12-16",4.68
"999","2010-12-17",4.76
"1000","2010-12-20",4.64
"1001","2010-12-21",4.68
"1002","2010-12-22",4.64
"1003","2010-12-23",4.6
"1004","2010-12-27",4.64
"1005","2010-12-28",4.72
