"","date","TENB"
"344","2019-12-05",25.280001
"345","2019-12-06",25.26
"346","2019-12-09",24.82
"347","2019-12-10",24.51
"348","2019-12-11",24.709999
"349","2019-12-12",24.1
"350","2019-12-13",24.809999
"351","2019-12-16",24.5
"352","2019-12-17",23.51
"353","2019-12-18",23.639999
"354","2019-12-19",23.700001
"355","2019-12-20",23.530001
"356","2019-12-23",23.860001
"357","2019-12-24",23.66
"358","2019-12-26",23.9
"359","2019-12-27",23.48
"360","2019-12-30",23.43
"361","2019-12-31",23.959999
"362","2020-01-02",24.459999
"363","2020-01-03",24.690001
"364","2020-01-06",25.440001
"365","2020-01-07",25.360001
"366","2020-01-08",26
"367","2020-01-09",25.74
"368","2020-01-10",25.58
"369","2020-01-13",26.1
"370","2020-01-14",26.01
"371","2020-01-15",26.27
"372","2020-01-16",26.870001
"373","2020-01-17",26.68
"374","2020-01-21",26.620001
"375","2020-01-22",26.780001
"376","2020-01-23",27.040001
"377","2020-01-24",27
"378","2020-01-27",26.559999
"379","2020-01-28",26.809999
"380","2020-01-29",27.43
"381","2020-01-30",27.52
"382","2020-01-31",27.25
"383","2020-02-03",28.209999
"384","2020-02-04",28.629999
"385","2020-02-05",27.41
"386","2020-02-06",27.969999
"387","2020-02-07",27.190001
"388","2020-02-10",27.690001
"389","2020-02-11",27.860001
"390","2020-02-12",28
"391","2020-02-13",27.75
"392","2020-02-14",28.17
"393","2020-02-18",27.9
"394","2020-02-19",28.35
"395","2020-02-20",28.41
"396","2020-02-21",27.32
"397","2020-02-24",27.190001
"398","2020-02-25",26.219999
"399","2020-02-26",25.68
"400","2020-02-27",24.709999
"401","2020-02-28",24.52
"402","2020-03-02",24.93
"403","2020-03-03",24.200001
"404","2020-03-04",24.67
"405","2020-03-05",23.5
"406","2020-03-06",23.68
"407","2020-03-09",21.35
"408","2020-03-10",21.610001
"409","2020-03-11",20.51
"410","2020-03-12",18.76
"411","2020-03-13",20.440001
"412","2020-03-16",17.280001
"413","2020-03-17",18.15
"414","2020-03-18",16.790001
"415","2020-03-19",18.18
"416","2020-03-20",18.280001
"417","2020-03-23",18.700001
"418","2020-03-24",20.129999
"419","2020-03-25",21.700001
"420","2020-03-26",22.74
"421","2020-03-27",22.4
"422","2020-03-30",22.4
"423","2020-03-31",21.860001
"424","2020-04-01",20.459999
"425","2020-04-02",20.469999
"426","2020-04-03",20.030001
"427","2020-04-06",21.51
"428","2020-04-07",20.559999
"429","2020-04-08",21.549999
"430","2020-04-09",22.280001
"431","2020-04-13",22.299999
"432","2020-04-14",22.98
"433","2020-04-15",22.209999
"434","2020-04-16",22.41
"435","2020-04-17",23.610001
"436","2020-04-20",23.27
"437","2020-04-21",22.84
"438","2020-04-22",23.969999
"439","2020-04-23",23.85
"440","2020-04-24",24.23
"441","2020-04-27",24.82
"442","2020-04-28",24.700001
"443","2020-04-29",26.32
"444","2020-04-30",26.059999
"445","2020-05-01",24.959999
"446","2020-05-04",25.540001
"447","2020-05-05",26.120001
"448","2020-05-06",27.059999
"449","2020-05-07",28.01
"450","2020-05-08",28.24
"451","2020-05-11",29.290001
"452","2020-05-12",28.639999
"453","2020-05-13",28.219999
"454","2020-05-14",29.16
"455","2020-05-15",29.049999
"456","2020-05-18",29.4
"457","2020-05-19",29.35
"458","2020-05-20",29.65
"459","2020-05-21",29
"460","2020-05-22",29.200001
"461","2020-05-26",30.280001
"462","2020-05-27",30.26
"463","2020-05-28",29.950001
"464","2020-05-29",31.27
"465","2020-06-01",32.060001
"466","2020-06-02",30.309999
"467","2020-06-03",30.379999
"468","2020-06-04",29.92
"469","2020-06-05",29.6
"470","2020-06-08",30.23
"471","2020-06-09",29.67
"472","2020-06-10",29.469999
"473","2020-06-11",28.780001
"474","2020-06-12",29.379999
"475","2020-06-15",29.26
"476","2020-06-16",29.459999
"477","2020-06-17",29.73
"478","2020-06-18",30.18
"479","2020-06-19",29.809999
"480","2020-06-22",30.66
"481","2020-06-23",30.09
"482","2020-06-24",30.17
"483","2020-06-25",30.85
"484","2020-06-26",29.700001
"485","2020-06-29",29.16
"486","2020-06-30",29.809999
"487","2020-07-01",30.139999
"488","2020-07-02",29.57
"489","2020-07-06",29.67
"490","2020-07-07",30.190001
"491","2020-07-08",30.879999
"492","2020-07-09",31.42
"493","2020-07-10",31.17
"494","2020-07-13",29.15
"495","2020-07-14",29.129999
"496","2020-07-15",29.799999
"497","2020-07-16",28.99
"498","2020-07-17",29.889999
"499","2020-07-20",31.379999
"500","2020-07-21",31.549999
"501","2020-07-22",31.360001
"502","2020-07-23",31.1
"503","2020-07-24",29.959999
"504","2020-07-27",30.620001
"505","2020-07-28",30.370001
"506","2020-07-29",35.799999
"507","2020-07-30",31.969999
"508","2020-07-31",33.93
"509","2020-08-03",34.470001
"510","2020-08-04",33.68
"511","2020-08-05",33.91
"512","2020-08-06",33.369999
"513","2020-08-07",32.740002
"514","2020-08-10",32.279999
"515","2020-08-11",32.77
"516","2020-08-12",33.700001
"517","2020-08-13",33.970001
"518","2020-08-14",33.59
"519","2020-08-17",33.599998
"520","2020-08-18",33.959999
"521","2020-08-19",34.419998
"522","2020-08-20",35.099998
"523","2020-08-21",34.560001
"524","2020-08-24",35.369999
"525","2020-08-25",35.490002
"526","2020-08-26",36.740002
"527","2020-08-27",36.25
"528","2020-08-28",37.439999
"529","2020-08-31",37.639999
"530","2020-09-01",39.91
"531","2020-09-02",41.34
"532","2020-09-03",39.529999
"533","2020-09-04",37.209999
"534","2020-09-08",35.360001
"535","2020-09-09",36.57
"536","2020-09-10",36.509998
"537","2020-09-11",35.57
"538","2020-09-14",36.75
"539","2020-09-15",37.709999
"540","2020-09-16",37.799999
"541","2020-09-17",37.529999
"542","2020-09-18",37.73
"543","2020-09-21",38.279999
"544","2020-09-22",38.84
"545","2020-09-23",36.849998
"546","2020-09-24",35.959999
"547","2020-09-25",37.310001
"548","2020-09-28",38.41
"549","2020-09-29",38.23
"550","2020-09-30",37.75
"551","2020-10-01",38.900002
"552","2020-10-02",38.110001
"553","2020-10-05",39
"554","2020-10-06",40.099998
"555","2020-10-07",41.330002
"556","2020-10-08",39.919998
"557","2020-10-09",40.810001
"558","2020-10-12",41.470001
"559","2020-10-13",41.599998
"560","2020-10-14",40.84
"561","2020-10-15",39.84
"562","2020-10-16",38.77
"563","2020-10-19",37.07
"564","2020-10-20",36.98
"565","2020-10-21",36.330002
"566","2020-10-22",37.259998
"567","2020-10-23",37.099998
"568","2020-10-26",36.599998
"569","2020-10-27",37.259998
"570","2020-10-28",35.900002
"571","2020-10-29",34.919998
"572","2020-10-30",34.110001
"573","2020-11-02",34.459999
"574","2020-11-03",36.119999
"575","2020-11-04",37.66
"576","2020-11-05",39.169998
"577","2020-11-06",38.490002
"578","2020-11-09",36.330002
"579","2020-11-10",34.32
"580","2020-11-11",35.02
"581","2020-11-12",35.009998
"582","2020-11-13",34.68
"583","2020-11-16",34.82
"584","2020-11-17",34.919998
"585","2020-11-18",34.5
"586","2020-11-19",35.459999
"587","2020-11-20",35.830002
"588","2020-11-23",34.75
"589","2020-11-24",34.43
"590","2020-11-25",35.110001
"591","2020-11-27",35.91
