"","date","TENB"
"1","2018-07-26",30.25
"2","2018-07-27",30.5
"3","2018-07-30",29.719999
"4","2018-07-31",29.9
"5","2018-08-01",29.85
"6","2018-08-02",30.5
"7","2018-08-03",29.93
"8","2018-08-06",29.91
"9","2018-08-07",31.35
"10","2018-08-08",33.950001
"11","2018-08-09",33.950001
"12","2018-08-10",33.970001
"13","2018-08-13",33.689999
"14","2018-08-14",33
"15","2018-08-15",30.93
"16","2018-08-16",31.24
"17","2018-08-17",31.33
"18","2018-08-20",31.99
"19","2018-08-21",32.450001
"20","2018-08-22",33.549999
"21","2018-08-23",33.880001
"22","2018-08-24",33.529999
"23","2018-08-27",31.709999
"24","2018-08-28",32.470001
"25","2018-08-29",33.75
"26","2018-08-30",32.720001
"27","2018-08-31",33.16
"28","2018-09-04",33.34
"29","2018-09-05",32.25
"30","2018-09-06",30.77
"31","2018-09-07",31.219999
"32","2018-09-10",32.650002
"33","2018-09-11",33.860001
"34","2018-09-12",35.459999
"35","2018-09-13",34.560001
"36","2018-09-14",34.049999
"37","2018-09-17",35.009998
"38","2018-09-18",35.860001
"39","2018-09-19",33.759998
"40","2018-09-20",36.279999
"41","2018-09-21",37.150002
"42","2018-09-24",37.169998
"43","2018-09-25",37.68
"44","2018-09-26",38.040001
"45","2018-09-27",38.389999
"46","2018-09-28",38.880001
"47","2018-10-01",38.52
"48","2018-10-02",37.759998
"49","2018-10-03",37.990002
"50","2018-10-04",37.41
"51","2018-10-05",36.380001
"52","2018-10-08",34.790001
"53","2018-10-09",33.950001
"54","2018-10-10",30.030001
"55","2018-10-11",27.360001
"56","2018-10-12",27.889999
"57","2018-10-15",27.99
"58","2018-10-16",29.66
"59","2018-10-17",30.139999
"60","2018-10-18",29.58
"61","2018-10-19",28.889999
"62","2018-10-22",28.459999
"63","2018-10-23",29.35
"64","2018-10-24",28.139999
"65","2018-10-25",29.389999
"66","2018-10-26",27.889999
"67","2018-10-29",28.299999
"68","2018-10-30",27.9
"69","2018-10-31",28.48
"70","2018-11-01",28.950001
"71","2018-11-02",28.639999
"72","2018-11-05",28.129999
"73","2018-11-06",28.91
"74","2018-11-07",31.82
"75","2018-11-08",31.780001
"76","2018-11-09",29.209999
"77","2018-11-12",28.469999
"78","2018-11-13",28.790001
"79","2018-11-14",28.08
"80","2018-11-15",28.719999
"81","2018-11-16",30.549999
"82","2018-11-19",27.51
"83","2018-11-20",26.440001
"84","2018-11-21",25.74
"85","2018-11-23",26.93
"86","2018-11-26",27.709999
"87","2018-11-27",27.17
"88","2018-11-28",28.040001
"89","2018-11-29",29.07
"90","2018-11-30",28.48
"91","2018-12-03",29.809999
"92","2018-12-04",27.76
"93","2018-12-06",29.26
"94","2018-12-07",28.27
"95","2018-12-10",28
"96","2018-12-11",26.33
"97","2018-12-12",27.030001
"98","2018-12-13",26.120001
"99","2018-12-14",25.75
"100","2018-12-17",23.299999
"101","2018-12-18",24.51
"102","2018-12-19",23.18
"103","2018-12-20",21.209999
"104","2018-12-21",20.620001
"105","2018-12-24",21.52
"106","2018-12-26",23.440001
"107","2018-12-27",23.43
"108","2018-12-28",22.26
"109","2018-12-31",22.190001
"110","2019-01-02",21.450001
"111","2019-01-03",20.549999
"112","2019-01-04",21.17
"113","2019-01-07",22.879999
"114","2019-01-08",23.389999
"115","2019-01-09",24.040001
"116","2019-01-10",23.18
"117","2019-01-11",24.42
"118","2019-01-14",23.07
"119","2019-01-15",25.309999
"120","2019-01-16",25.4
"121","2019-01-17",25.889999
"122","2019-01-18",26.07
"123","2019-01-22",25.25
"124","2019-01-23",25.42
"125","2019-01-24",25.51
"126","2019-01-25",26.809999
"127","2019-01-28",26.83
"128","2019-01-29",26.889999
"129","2019-01-30",27.209999
"130","2019-01-31",27.68
"131","2019-02-01",28.389999
"132","2019-02-04",29.41
"133","2019-02-05",29.219999
"134","2019-02-06",26.74
"135","2019-02-07",27.49
"136","2019-02-08",27
"137","2019-02-11",27.98
"138","2019-02-12",28.99
"139","2019-02-13",28.709999
"140","2019-02-14",29.02
"141","2019-02-15",29.25
"142","2019-02-19",29.139999
"143","2019-02-20",29.26
"144","2019-02-21",29.15
"145","2019-02-22",29.51
"146","2019-02-25",30.709999
"147","2019-02-26",30.82
"148","2019-02-27",31.76
"149","2019-02-28",31.18
"150","2019-03-01",32.099998
"151","2019-03-04",31.030001
"152","2019-03-05",31.799999
"153","2019-03-06",30.200001
"154","2019-03-07",30.42
"155","2019-03-08",29.969999
"156","2019-03-11",30.35
"157","2019-03-12",30.790001
"158","2019-03-13",30.73
"159","2019-03-14",30.940001
"160","2019-03-15",30.18
"161","2019-03-18",31.08
"162","2019-03-19",32.27
"163","2019-03-20",32.43
"164","2019-03-21",32.639999
"165","2019-03-22",30.559999
"166","2019-03-25",31.049999
"167","2019-03-26",31.950001
"168","2019-03-27",31.83
"169","2019-03-28",32.139999
"170","2019-03-29",31.66
"171","2019-04-01",31.809999
"172","2019-04-02",32.27
"173","2019-04-03",32.080002
"174","2019-04-04",32.139999
"175","2019-04-05",32.669998
"176","2019-04-08",32.119999
"177","2019-04-09",31.959999
"178","2019-04-10",32.18
"179","2019-04-11",32.779999
"180","2019-04-12",32.82
"181","2019-04-15",32.02
"182","2019-04-16",32.150002
"183","2019-04-17",31.41
"184","2019-04-18",31.18
"185","2019-04-22",31.629999
"186","2019-04-23",32.950001
"187","2019-04-24",33.25
"188","2019-04-25",33.330002
"189","2019-04-26",33.91
"190","2019-04-29",34.93
"191","2019-04-30",35.900002
"192","2019-05-01",31.57
"193","2019-05-02",31.549999
"194","2019-05-03",30.139999
"195","2019-05-06",29.940001
"196","2019-05-07",28.99
"197","2019-05-08",27.620001
"198","2019-05-09",28.5
"199","2019-05-10",27.969999
"200","2019-05-13",27.299999
"201","2019-05-14",28.51
"202","2019-05-15",28.780001
"203","2019-05-16",29.67
"204","2019-05-17",29.76
"205","2019-05-20",29.6
"206","2019-05-21",29.200001
"207","2019-05-22",29.99
"208","2019-05-23",29.389999
"209","2019-05-24",29.51
"210","2019-05-28",29.35
"211","2019-05-29",28.540001
"212","2019-05-30",27.950001
"213","2019-05-31",27.85
"214","2019-06-03",25.84
"215","2019-06-04",26.49
"216","2019-06-05",26.620001
"217","2019-06-06",25.6
"218","2019-06-07",26.1
"219","2019-06-10",26.049999
"220","2019-06-11",26.030001
"221","2019-06-12",26.27
"222","2019-06-13",26.530001
"223","2019-06-14",26.049999
"224","2019-06-17",26.65
"225","2019-06-18",26.790001
"226","2019-06-19",27.65
"227","2019-06-20",28.469999
"228","2019-06-21",28.219999
"229","2019-06-24",27.690001
"230","2019-06-25",27.549999
"231","2019-06-26",26.610001
"232","2019-06-27",27.940001
"233","2019-06-28",28.540001
"234","2019-07-01",28.68
"235","2019-07-02",28.66
"236","2019-07-03",28.9
"237","2019-07-05",29.200001
"238","2019-07-08",29.120001
"239","2019-07-09",29.83
"240","2019-07-10",30.24
"241","2019-07-11",30.629999
"242","2019-07-12",30.559999
"243","2019-07-15",30.5
"244","2019-07-16",30.4
"245","2019-07-17",30.450001
"246","2019-07-18",30.4
"247","2019-07-19",30.52
"248","2019-07-22",30.459999
"249","2019-07-23",30.26
"250","2019-07-24",31.32
"251","2019-07-25",31.43
"252","2019-07-26",31.08
"253","2019-07-29",30.49
"254","2019-07-30",30.34
"255","2019-07-31",25.059999
"256","2019-08-01",24.73
"257","2019-08-02",24.51
"258","2019-08-05",22.16
"259","2019-08-06",23.139999
"260","2019-08-07",22.4
"261","2019-08-08",23.08
"262","2019-08-09",22.84
"263","2019-08-12",22.75
"264","2019-08-13",22.75
"265","2019-08-14",21.84
"266","2019-08-15",21.4
"267","2019-08-16",22.08
"268","2019-08-19",21.74
"269","2019-08-20",21.969999
"270","2019-08-21",21.870001
"271","2019-08-22",22.309999
"272","2019-08-23",21.82
"273","2019-08-26",22.219999
"274","2019-08-27",21.790001
"275","2019-08-28",21.549999
"276","2019-08-29",22.030001
"277","2019-08-30",22.799999
"278","2019-09-03",22.780001
"279","2019-09-04",23.51
"280","2019-09-05",23.18
"281","2019-09-06",23.129999
"282","2019-09-09",23.370001
"283","2019-09-10",23.110001
"284","2019-09-11",23.129999
"285","2019-09-12",23.34
"286","2019-09-13",23.120001
"287","2019-09-16",23.73
"288","2019-09-17",24.42
"289","2019-09-18",24.84
"290","2019-09-19",24.18
"291","2019-09-20",24.030001
"292","2019-09-23",24.09
"293","2019-09-24",23.67
"294","2019-09-25",23.719999
"295","2019-09-26",23.49
"296","2019-09-27",22.719999
"297","2019-09-30",22.379999
"298","2019-10-01",22.27
"299","2019-10-02",21.76
"300","2019-10-03",22.32
"301","2019-10-04",22.459999
"302","2019-10-07",22.49
"303","2019-10-08",21.790001
"304","2019-10-09",22.08
"305","2019-10-10",21.969999
"306","2019-10-11",22.049999
"307","2019-10-14",22.27
"308","2019-10-15",21.9
"309","2019-10-16",21.799999
"310","2019-10-17",21.440001
"311","2019-10-18",20.870001
"312","2019-10-21",21.559999
"313","2019-10-22",22.049999
"314","2019-10-23",22.219999
"315","2019-10-24",22.610001
"316","2019-10-25",22.809999
"317","2019-10-28",23.110001
"318","2019-10-29",22.4
"319","2019-10-30",26
"320","2019-10-31",25.200001
"321","2019-11-01",24.799999
"322","2019-11-04",25.459999
"323","2019-11-05",24.799999
"324","2019-11-06",25.530001
"325","2019-11-07",25.42
"326","2019-11-08",25.959999
"327","2019-11-11",26.08
"328","2019-11-12",26.129999
"329","2019-11-13",26.450001
"330","2019-11-14",26.66
"331","2019-11-15",26.860001
"332","2019-11-18",27.049999
"333","2019-11-19",27.49
"334","2019-11-20",27.51
"335","2019-11-21",27.5
"336","2019-11-22",27.540001
"337","2019-11-25",27.75
"338","2019-11-26",27.450001
"339","2019-11-27",27.120001
"340","2019-11-29",27.15
"341","2019-12-02",26.620001
"342","2019-12-03",25.879999
"343","2019-12-04",25.860001
