"","date","OCFC"
"1","2007-01-03",22.690001
"2","2007-01-04",23.290001
"3","2007-01-05",22.25
"4","2007-01-08",22.41
"5","2007-01-09",22.08
"6","2007-01-10",22.18
"7","2007-01-11",22.23
"8","2007-01-12",22.540001
"9","2007-01-16",22.33
"10","2007-01-17",22.27
"11","2007-01-18",21.77
"12","2007-01-19",22.15
"13","2007-01-22",21.450001
"14","2007-01-23",21.49
"15","2007-01-24",21.290001
"16","2007-01-25",21.18
"17","2007-01-26",21
"18","2007-01-29",21.549999
"19","2007-01-30",21.9
"20","2007-01-31",22.040001
"21","2007-02-01",22.440001
"22","2007-02-02",22.469999
"23","2007-02-05",22.27
"24","2007-02-06",22.58
"25","2007-02-07",22.639999
"26","2007-02-08",22.780001
"27","2007-02-09",22.52
"28","2007-02-12",22.360001
"29","2007-02-13",22.68
"30","2007-02-14",22.639999
"31","2007-02-15",22.27
"32","2007-02-16",22.25
"33","2007-02-20",22.309999
"34","2007-02-21",22.17
"35","2007-02-22",22.360001
"36","2007-02-23",21.959999
"37","2007-02-26",21.52
"38","2007-02-27",20.75
"39","2007-02-28",20.799999
"40","2007-03-01",20.879999
"41","2007-03-02",20.25
"42","2007-03-05",20.25
"43","2007-03-06",20.75
"44","2007-03-07",20.280001
"45","2007-03-08",20.16
"46","2007-03-09",20.6
"47","2007-03-12",19.57
"48","2007-03-13",18.360001
"49","2007-03-14",19.440001
"50","2007-03-15",19.790001
"51","2007-03-16",19.780001
"52","2007-03-19",19.85
"53","2007-03-20",19.93
"54","2007-03-21",20.02
"55","2007-03-22",19.9
"56","2007-03-23",19.93
"57","2007-03-26",19.07
"58","2007-03-27",18.25
"59","2007-03-28",17.610001
"60","2007-03-29",17.23
"61","2007-03-30",17.35
"62","2007-04-02",17.09
"63","2007-04-03",18.040001
"64","2007-04-04",17.709999
"65","2007-04-05",17.58
"66","2007-04-09",17.33
"67","2007-04-10",17.25
"68","2007-04-11",17.290001
"69","2007-04-12",17.32
"70","2007-04-13",17.450001
"71","2007-04-16",17.82
"72","2007-04-17",17.99
"73","2007-04-18",17.790001
"74","2007-04-19",17.91
"75","2007-04-20",18.139999
"76","2007-04-23",18.040001
"77","2007-04-24",17.940001
"78","2007-04-25",17.389999
"79","2007-04-26",17.23
"80","2007-04-27",17.33
"81","2007-04-30",17.01
"82","2007-05-01",17.059999
"83","2007-05-02",17.139999
"84","2007-05-03",17.610001
"85","2007-05-04",17.379999
"86","2007-05-07",17.469999
"87","2007-05-08",17.48
"88","2007-05-09",17.290001
"89","2007-05-10",17.1
"90","2007-05-11",17.17
"91","2007-05-14",17.09
"92","2007-05-15",16.82
"93","2007-05-16",16.91
"94","2007-05-17",17.129999
"95","2007-05-18",17.540001
"96","2007-05-21",17.780001
"97","2007-05-22",17.91
"98","2007-05-23",18.040001
"99","2007-05-24",17.809999
"100","2007-05-25",17.690001
"101","2007-05-29",17.799999
"102","2007-05-30",18.07
"103","2007-05-31",17.940001
"104","2007-06-01",17.99
"105","2007-06-04",17.780001
"106","2007-06-05",17.6
"107","2007-06-06",17.620001
"108","2007-06-07",17.360001
"109","2007-06-08",17.65
"110","2007-06-11",18
"111","2007-06-12",17.889999
"112","2007-06-13",18.040001
"113","2007-06-14",17.98
"114","2007-06-15",18.18
"115","2007-06-18",18.440001
"116","2007-06-19",18.200001
"117","2007-06-20",18.200001
"118","2007-06-21",17.879999
"119","2007-06-22",17.75
"120","2007-06-25",17.450001
"121","2007-06-26",17.690001
"122","2007-06-27",17.610001
"123","2007-06-28",17.780001
"124","2007-06-29",17.6
"125","2007-07-02",17.549999
"126","2007-07-03",17.49
"127","2007-07-05",17.559999
"128","2007-07-06",17.870001
"129","2007-07-09",17.77
"130","2007-07-10",17.26
"131","2007-07-11",16.93
"132","2007-07-12",16.92
"133","2007-07-13",16.82
"134","2007-07-16",16.780001
"135","2007-07-17",16.799999
"136","2007-07-18",16.440001
"137","2007-07-19",16.620001
"138","2007-07-20",16.190001
"139","2007-07-23",16.139999
"140","2007-07-24",15.62
"141","2007-07-25",15.85
"142","2007-07-26",15.86
"143","2007-07-27",16.139999
"144","2007-07-30",15.85
"145","2007-07-31",15.4
"146","2007-08-01",15.02
"147","2007-08-02",15.24
"148","2007-08-03",14.96
"149","2007-08-06",14.79
"150","2007-08-07",15.12
"151","2007-08-08",16.6
"152","2007-08-09",16.879999
"153","2007-08-10",15.81
"154","2007-08-13",15.77
"155","2007-08-14",14.67
"156","2007-08-15",15.33
"157","2007-08-16",16.389999
"158","2007-08-17",16.719999
"159","2007-08-20",16.76
"160","2007-08-21",17.120001
"161","2007-08-22",17.07
"162","2007-08-23",17.08
"163","2007-08-24",17.07
"164","2007-08-27",17.110001
"165","2007-08-28",17.059999
"166","2007-08-29",17.190001
"167","2007-08-30",17.450001
"168","2007-08-31",17.559999
"169","2007-09-04",17.58
"170","2007-09-05",17.33
"171","2007-09-06",17.549999
"172","2007-09-07",17.65
"173","2007-09-10",17.35
"174","2007-09-11",17.360001
"175","2007-09-12",17.309999
"176","2007-09-13",18
"177","2007-09-14",18.299999
"178","2007-09-17",17.879999
"179","2007-09-18",17.98
"180","2007-09-19",17.98
"181","2007-09-20",17.85
"182","2007-09-21",17.75
"183","2007-09-24",17.780001
"184","2007-09-25",17.33
"185","2007-09-26",17.32
"186","2007-09-27",17.450001
"187","2007-09-28",17.35
"188","2007-10-01",17.49
"189","2007-10-02",17.549999
"190","2007-10-03",17.719999
"191","2007-10-04",17.43
"192","2007-10-05",17.68
"193","2007-10-08",17.620001
"194","2007-10-09",17.18
