"","date","FAF"
"132","2010-12-03",14.93
"133","2010-12-06",14.73
"134","2010-12-07",14.87
"135","2010-12-08",14.82
"136","2010-12-09",14.98
"137","2010-12-10",14.93
"138","2010-12-13",14.96
"139","2010-12-14",14.97
"140","2010-12-15",14.85
"141","2010-12-16",14.96
"142","2010-12-17",14.99
"143","2010-12-20",14.97
"144","2010-12-21",15.04
"145","2010-12-22",15.17
"146","2010-12-23",15.06
"147","2010-12-27",15.07
"148","2010-12-28",14.98
"149","2010-12-29",14.97
"150","2010-12-30",14.94
"151","2010-12-31",14.94
"152","2011-01-03",15.03
"153","2011-01-04",14.94
"154","2011-01-05",14.99
"155","2011-01-06",14.95
"156","2011-01-07",14.73
"157","2011-01-10",14.92
"158","2011-01-11",14.98
"159","2011-01-12",14.98
"160","2011-01-13",14.96
"161","2011-01-14",15.02
"162","2011-01-18",15.25
"163","2011-01-19",15.17
"164","2011-01-20",15.38
"165","2011-01-21",15.55
"166","2011-01-24",15.34
"167","2011-01-25",15.75
"168","2011-01-26",16.459999
"169","2011-01-27",16.52
"170","2011-01-28",16.139999
"171","2011-01-31",15.51
"172","2011-02-01",16.129999
"173","2011-02-02",16.1
"174","2011-02-03",16.26
"175","2011-02-04",15.72
"176","2011-02-07",15.66
"177","2011-02-08",15.78
"178","2011-02-09",15.84
"179","2011-02-10",15.66
"180","2011-02-11",15.65
"181","2011-02-14",15.55
"182","2011-02-15",15.7
"183","2011-02-16",15.96
"184","2011-02-17",16.440001
"185","2011-02-18",16.459999
"186","2011-02-22",15.98
"187","2011-02-23",15.61
"188","2011-02-24",15.32
"189","2011-02-25",15.52
"190","2011-02-28",15.76
"191","2011-03-01",15.51
"192","2011-03-02",15.61
"193","2011-03-03",15.97
"194","2011-03-04",15.93
"195","2011-03-07",15.96
"196","2011-03-08",16.24
"197","2011-03-09",16.370001
"198","2011-03-10",16.08
"199","2011-03-11",16.18
"200","2011-03-14",16.15
"201","2011-03-15",15.97
"202","2011-03-16",16.120001
"203","2011-03-17",16.76
"204","2011-03-18",16.790001
"205","2011-03-21",17.059999
"206","2011-03-22",16.73
"207","2011-03-23",16.559999
"208","2011-03-24",16.52
"209","2011-03-25",16.629999
"210","2011-03-28",16.610001
"211","2011-03-29",16.58
"212","2011-03-30",16.57
"213","2011-03-31",16.5
"214","2011-04-01",16.42
"215","2011-04-04",16.26
"216","2011-04-05",16.25
"217","2011-04-06",16.35
"218","2011-04-07",16.139999
"219","2011-04-08",15.88
"220","2011-04-11",15.49
"221","2011-04-12",15.42
"222","2011-04-13",15.44
"223","2011-04-14",15.5
"224","2011-04-15",15.91
"225","2011-04-18",15.8
"226","2011-04-19",15.86
"227","2011-04-20",15.98
"228","2011-04-21",16
"229","2011-04-25",16
"230","2011-04-26",15.94
"231","2011-04-27",15.98
"232","2011-04-28",15.87
"233","2011-04-29",15.6
"234","2011-05-02",15.47
"235","2011-05-03",15.35
"236","2011-05-04",15.14
"237","2011-05-05",15.24
"238","2011-05-06",15.4
"239","2011-05-09",15.63
"240","2011-05-10",15.92
"241","2011-05-11",15.78
"242","2011-05-12",15.96
"243","2011-05-13",15.9
"244","2011-05-16",15.54
"245","2011-05-17",15.6
"246","2011-05-18",15.92
"247","2011-05-19",15.99
"248","2011-05-20",15.94
"249","2011-05-23",15.99
"250","2011-05-24",15.93
"251","2011-05-25",15.82
"252","2011-05-26",15.9
"253","2011-05-27",16.040001
"254","2011-05-31",16.08
"255","2011-06-01",15.45
"256","2011-06-02",15.43
"257","2011-06-03",14.8
"258","2011-06-06",14.99
"259","2011-06-07",15.25
"260","2011-06-08",15.3
"261","2011-06-09",15.29
"262","2011-06-10",14.95
"263","2011-06-13",14.95
"264","2011-06-14",15.21
"265","2011-06-15",14.66
"266","2011-06-16",14.83
"267","2011-06-17",14.52
"268","2011-06-20",14.83
"269","2011-06-21",15.1
"270","2011-06-22",15.04
"271","2011-06-23",15.08
"272","2011-06-24",15.35
"273","2011-06-27",15.56
"274","2011-06-28",15.68
"275","2011-06-29",15.87
"276","2011-06-30",15.65
"277","2011-07-01",15.9
"278","2011-07-05",15.79
"279","2011-07-06",15.9
"280","2011-07-07",15.75
"281","2011-07-08",15.69
"282","2011-07-11",15.28
"283","2011-07-12",15.24
"284","2011-07-13",15.38
"285","2011-07-14",15.13
"286","2011-07-15",15.23
"287","2011-07-18",14.84
"288","2011-07-19",15.37
"289","2011-07-20",15.39
"290","2011-07-21",15.84
"291","2011-07-22",15.75
"292","2011-07-25",15.54
"293","2011-07-26",16.01
"294","2011-07-27",15.32
"295","2011-07-28",15.97
"296","2011-07-29",15.99
"297","2011-08-01",16.02
"298","2011-08-02",15.43
"299","2011-08-03",15.43
"300","2011-08-04",14.66
"301","2011-08-05",14.24
"302","2011-08-08",12.72
"303","2011-08-09",14.17
"304","2011-08-10",13.33
"305","2011-08-11",13.79
"306","2011-08-12",13.37
"307","2011-08-15",13.89
"308","2011-08-16",13.92
"309","2011-08-17",14.37
"310","2011-08-18",14.23
"311","2011-08-19",14.2
"312","2011-08-22",14.19
"313","2011-08-23",14.6
"314","2011-08-24",14.93
"315","2011-08-25",14.44
"316","2011-08-26",14.52
"317","2011-08-29",15.3
"318","2011-08-30",15.42
"319","2011-08-31",15.25
"320","2011-09-01",15.3
"321","2011-09-02",14.64
"322","2011-09-06",14.44
"323","2011-09-07",15
"324","2011-09-08",14.86
"325","2011-09-09",14.11
"326","2011-09-12",14.15
"327","2011-09-13",14.05
"328","2011-09-14",14.46
"329","2011-09-15",14.75
"330","2011-09-16",14.81
"331","2011-09-19",14.16
"332","2011-09-20",13.79
"333","2011-09-21",13.21
"334","2011-09-22",13.12
"335","2011-09-23",13.12
"336","2011-09-26",13.31
"337","2011-09-27",13.38
"338","2011-09-28",12.92
"339","2011-09-29",13.27
"340","2011-09-30",12.8
"341","2011-10-03",12.05
"342","2011-10-04",12.05
"343","2011-10-05",12.35
"344","2011-10-06",12.63
"345","2011-10-07",11.87
"346","2011-10-10",12.23
"347","2011-10-11",12.29
"348","2011-10-12",12.77
"349","2011-10-13",12.81
"350","2011-10-14",12.88
"351","2011-10-17",12.6
"352","2011-10-18",13.2
"353","2011-10-19",13.26
"354","2011-10-20",13.32
"355","2011-10-21",13.42
"356","2011-10-24",13.7
"357","2011-10-25",12.93
"358","2011-10-26",13
"359","2011-10-27",12.81
"360","2011-10-28",12.23
"361","2011-10-31",12
"362","2011-11-01",11.26
"363","2011-11-02",11.69
"364","2011-11-03",11.74
"365","2011-11-04",11.69
"366","2011-11-07",11.63
"367","2011-11-08",11.69
"368","2011-11-09",11.4
"369","2011-11-10",11.59
"370","2011-11-11",11.94
"371","2011-11-14",11.45
"372","2011-11-15",11.83
"373","2011-11-16",11.64
"374","2011-11-17",11.33
"375","2011-11-18",11.46
"376","2011-11-21",11.16
"377","2011-11-22",11.34
"378","2011-11-23",10.66
"379","2011-11-25",10.51
"380","2011-11-28",10.78
"381","2011-11-29",10.65
"382","2011-11-30",11.6
"383","2011-12-01",11.2
"384","2011-12-02",11.28
"385","2011-12-05",11.4
"386","2011-12-06",12.34
"387","2011-12-07",12.43
"388","2011-12-08",12.26
"389","2011-12-09",12.65
"390","2011-12-12",12.5
"391","2011-12-13",12.45
"392","2011-12-14",12.13
"393","2011-12-15",12.35
"394","2011-12-16",12.35
"395","2011-12-19",12.23
"396","2011-12-20",12.57
"397","2011-12-21",12.83
"398","2011-12-22",12.91
"399","2011-12-23",12.82
"400","2011-12-27",13.04
"401","2011-12-28",12.62
"402","2011-12-29",12.7
"403","2011-12-30",12.67
"404","2012-01-03",12.99
"405","2012-01-04",12.75
"406","2012-01-05",13.02
"407","2012-01-06",13.01
"408","2012-01-09",13.09
"409","2012-01-10",13.3
"410","2012-01-11",13.23
"411","2012-01-12",13
"412","2012-01-13",13.09
"413","2012-01-17",13.23
"414","2012-01-18",13.48
"415","2012-01-19",13.58
"416","2012-01-20",14
"417","2012-01-23",14.09
"418","2012-01-24",14.09
"419","2012-01-25",14.77
"420","2012-01-26",14.97
"421","2012-01-27",14.98
"422","2012-01-30",14.76
"423","2012-01-31",14.82
"424","2012-02-01",15.05
"425","2012-02-02",14.9
"426","2012-02-03",15.23
"427","2012-02-06",14.96
"428","2012-02-07",14.81
"429","2012-02-08",14.74
"430","2012-02-09",14.7
"431","2012-02-10",14.67
"432","2012-02-13",14.69
"433","2012-02-14",14.69
"434","2012-02-15",14.57
"435","2012-02-16",14.95
"436","2012-02-17",14.96
"437","2012-02-21",14.99
"438","2012-02-22",14.76
"439","2012-02-23",15.23
"440","2012-02-24",15.3
"441","2012-02-27",15.63
"442","2012-02-28",15.81
"443","2012-02-29",15.4
"444","2012-03-01",15.85
"445","2012-03-02",16.1
"446","2012-03-05",15.94
"447","2012-03-06",15.31
"448","2012-03-07",15.62
"449","2012-03-08",15.83
"450","2012-03-09",16.139999
"451","2012-03-12",16.07
"452","2012-03-13",16.65
"453","2012-03-14",16.15
"454","2012-03-15",16.030001
"455","2012-03-16",15.59
"456","2012-03-19",15.65
"457","2012-03-20",15.6
"458","2012-03-21",15.56
"459","2012-03-22",15.51
"460","2012-03-23",15.81
"461","2012-03-26",15.94
"462","2012-03-27",15.9
"463","2012-03-28",16.07
"464","2012-03-29",16.82
"465","2012-03-30",16.629999
"466","2012-04-02",16.799999
"467","2012-04-03",16.799999
"468","2012-04-04",16.690001
"469","2012-04-05",16.700001
"470","2012-04-09",16.549999
"471","2012-04-10",16.299999
"472","2012-04-11",16.440001
"473","2012-04-12",16.870001
"474","2012-04-13",16.92
"475","2012-04-16",17.16
"476","2012-04-17",17.23
"477","2012-04-18",17.15
"478","2012-04-19",17.190001
"479","2012-04-20",17.379999
"480","2012-04-23",17.02
"481","2012-04-24",17.379999
"482","2012-04-25",17.52
"483","2012-04-26",16.98
"484","2012-04-27",16.77
"485","2012-04-30",16.75
"486","2012-05-01",16.889999
"487","2012-05-02",17.02
"488","2012-05-03",16.870001
"489","2012-05-04",16.360001
"490","2012-05-07",16.620001
"491","2012-05-08",16.799999
"492","2012-05-09",16.690001
"493","2012-05-10",16.620001
"494","2012-05-11",16.4
"495","2012-05-14",16.08
"496","2012-05-15",15.99
"497","2012-05-16",15.83
"498","2012-05-17",15.58
"499","2012-05-18",15.45
"500","2012-05-21",15.5
"501","2012-05-22",15.49
"502","2012-05-23",15.46
"503","2012-05-24",15.54
"504","2012-05-25",15.49
"505","2012-05-29",15.73
"506","2012-05-30",15.53
"507","2012-05-31",15.76
"508","2012-06-01",15.7
"509","2012-06-04",15.93
"510","2012-06-05",16.290001
"511","2012-06-06",16.719999
"512","2012-06-07",16.450001
"513","2012-06-08",16.559999
"514","2012-06-11",16.209999
"515","2012-06-12",16.49
"516","2012-06-13",16.360001
"517","2012-06-14",16.959999
"518","2012-06-15",16.76
"519","2012-06-18",16.9
"520","2012-06-19",17.110001
"521","2012-06-20",17.1
"522","2012-06-21",16.85
"523","2012-06-22",17.110001
"524","2012-06-25",16.530001
"525","2012-06-26",16.24
"526","2012-06-27",16.73
"527","2012-06-28",16.83
"528","2012-06-29",16.959999
"529","2012-07-02",17.1
"530","2012-07-03",17.24
"531","2012-07-05",17.219999
"532","2012-07-06",17.139999
"533","2012-07-09",17.299999
"534","2012-07-10",17.1
"535","2012-07-11",17.030001
"536","2012-07-12",16.98
"537","2012-07-13",17.200001
"538","2012-07-16",17.02
"539","2012-07-17",17.02
"540","2012-07-18",17.33
"541","2012-07-19",16.889999
"542","2012-07-20",16.809999
"543","2012-07-23",16.879999
"544","2012-07-24",16.459999
"545","2012-07-25",16.66
"546","2012-07-26",17.040001
"547","2012-07-27",17.57
"548","2012-07-30",18.209999
"549","2012-07-31",18.32
"550","2012-08-01",17.93
"551","2012-08-02",18.01
"552","2012-08-03",18.25
"553","2012-08-06",18.17
"554","2012-08-07",18.549999
"555","2012-08-08",18.48
"556","2012-08-09",18.73
"557","2012-08-10",18.629999
"558","2012-08-13",18.77
"559","2012-08-14",18.799999
"560","2012-08-15",19.27
"561","2012-08-16",19.5
"562","2012-08-17",19.370001
"563","2012-08-20",19.35
"564","2012-08-21",19.34
"565","2012-08-22",19.23
"566","2012-08-23",19.120001
"567","2012-08-24",19.08
"568","2012-08-27",19.08
"569","2012-08-28",19.200001
"570","2012-08-29",19.42
"571","2012-08-30",19.190001
"572","2012-08-31",19.27
"573","2012-09-04",19.6
"574","2012-09-05",19.51
"575","2012-09-06",19.790001
"576","2012-09-07",19.52
"577","2012-09-10",19.9
"578","2012-09-11",19.93
"579","2012-09-12",20.360001
"580","2012-09-13",20.780001
"581","2012-09-14",21.030001
"582","2012-09-17",21.26
"583","2012-09-18",21.26
"584","2012-09-19",21.549999
"585","2012-09-20",21.809999
"586","2012-09-21",22
"587","2012-09-24",22.309999
"588","2012-09-25",22.25
"589","2012-09-26",22.01
"590","2012-09-27",21.76
"591","2012-09-28",21.67
"592","2012-10-01",21.629999
"593","2012-10-02",22.290001
"594","2012-10-03",22.040001
"595","2012-10-04",22.620001
"596","2012-10-05",22.58
"597","2012-10-08",22.52
"598","2012-10-09",22.799999
"599","2012-10-10",23.26
"600","2012-10-11",23.209999
"601","2012-10-12",23.030001
"602","2012-10-15",23.42
"603","2012-10-16",24.1
"604","2012-10-17",24.690001
"605","2012-10-18",24.690001
"606","2012-10-19",23.809999
"607","2012-10-22",24.209999
"608","2012-10-23",23.799999
"609","2012-10-24",24.309999
"610","2012-10-25",23.15
"611","2012-10-26",22.25
"612","2012-10-31",22.75
"613","2012-11-01",23.139999
"614","2012-11-02",22.82
"615","2012-11-05",23.059999
"616","2012-11-06",23.16
"617","2012-11-07",23.110001
"618","2012-11-08",23.049999
"619","2012-11-09",23.18
"620","2012-11-12",23.280001
"621","2012-11-13",23.209999
"622","2012-11-14",22.92
"623","2012-11-15",22.379999
"624","2012-11-16",22.889999
"625","2012-11-19",23.200001
"626","2012-11-20",23.09
"627","2012-11-21",23.360001
"628","2012-11-23",23.540001
"629","2012-11-26",23.42
"630","2012-11-27",23.49
"631","2012-11-28",23.18
"632","2012-11-29",23.690001
"633","2012-11-30",23.799999
"634","2012-12-03",23.6
"635","2012-12-04",24.25
"636","2012-12-05",24.49
"637","2012-12-06",24.040001
"638","2012-12-07",23.84
"639","2012-12-10",24.190001
"640","2012-12-11",24.59
"641","2012-12-12",23.98
"642","2012-12-13",23.450001
"643","2012-12-14",23.440001
"644","2012-12-17",23.41
"645","2012-12-18",23.530001
"646","2012-12-19",23.799999
"647","2012-12-20",24.309999
"648","2012-12-21",24.35
"649","2012-12-24",23.9
"650","2012-12-26",23.99
"651","2012-12-27",23.68
"652","2012-12-28",23.549999
"653","2012-12-31",24.09
"654","2013-01-02",24.889999
"655","2013-01-03",24.93
"656","2013-01-04",25.110001
"657","2013-01-07",24.879999
"658","2013-01-08",25.1
"659","2013-01-09",25.299999
"660","2013-01-10",25.1
"661","2013-01-11",25
"662","2013-01-14",24.91
"663","2013-01-15",24.799999
"664","2013-01-16",24.57
"665","2013-01-17",25.25
"666","2013-01-18",24.83
"667","2013-01-22",25.15
"668","2013-01-23",25.35
"669","2013-01-24",24.620001
"670","2013-01-25",23.65
"671","2013-01-28",23.4
"672","2013-01-29",23.01
"673","2013-01-30",23.49
"674","2013-01-31",23.889999
"675","2013-02-01",24.08
"676","2013-02-04",23.66
"677","2013-02-05",23.889999
"678","2013-02-06",24.290001
"679","2013-02-07",24.25
"680","2013-02-08",24.700001
"681","2013-02-11",24.6
"682","2013-02-12",24.58
"683","2013-02-13",24.360001
"684","2013-02-14",24.35
"685","2013-02-15",24.58
"686","2013-02-19",24.530001
"687","2013-02-20",24.540001
"688","2013-02-21",24.66
"689","2013-02-22",24.35
"690","2013-02-25",23.950001
"691","2013-02-26",23.82
"692","2013-02-27",24.18
"693","2013-02-28",24.290001
"694","2013-03-01",24.370001
"695","2013-03-04",24.370001
"696","2013-03-05",24.780001
"697","2013-03-06",24.77
"698","2013-03-07",24.65
"699","2013-03-08",24.59
"700","2013-03-11",24.309999
"701","2013-03-12",24.52
"702","2013-03-13",24.65
"703","2013-03-14",25.110001
"704","2013-03-15",25.24
"705","2013-03-18",24.860001
"706","2013-03-19",24.66
"707","2013-03-20",24.889999
"708","2013-03-21",24.48
"709","2013-03-22",24.4
"710","2013-03-25",24.08
"711","2013-03-26",24.27
"712","2013-03-27",24.98
"713","2013-03-28",25.57
"714","2013-04-01",25.389999
"715","2013-04-02",25.66
"716","2013-04-03",25.26
"717","2013-04-04",25.52
"718","2013-04-05",26.4
"719","2013-04-08",26.440001
"720","2013-04-09",26.33
"721","2013-04-10",26.57
"722","2013-04-11",27.34
"723","2013-04-12",26.799999
"724","2013-04-15",25.780001
"725","2013-04-16",26.040001
"726","2013-04-17",25.610001
"727","2013-04-18",25.52
"728","2013-04-19",25.85
"729","2013-04-22",25.559999
"730","2013-04-23",25.9
"731","2013-04-24",26.309999
"732","2013-04-25",26.35
"733","2013-04-26",26.65
"734","2013-04-29",26.76
"735","2013-04-30",26.77
"736","2013-05-01",26.120001
"737","2013-05-02",25.940001
"738","2013-05-03",25.889999
"739","2013-05-06",26.18
"740","2013-05-07",26.889999
"741","2013-05-08",26.84
"742","2013-05-09",26.639999
"743","2013-05-10",26.58
"744","2013-05-13",25.639999
"745","2013-05-14",25.540001
"746","2013-05-15",25.440001
"747","2013-05-16",25.49
"748","2013-05-17",25.83
"749","2013-05-20",25.58
"750","2013-05-21",25.27
"751","2013-05-22",24.709999
"752","2013-05-23",24.629999
"753","2013-05-24",24.799999
"754","2013-05-28",24.26
"755","2013-05-29",23.4
"756","2013-05-30",24.33
"757","2013-05-31",23.879999
"758","2013-06-03",23.700001
"759","2013-06-04",23.17
"760","2013-06-05",22.49
"761","2013-06-06",22.639999
"762","2013-06-07",22.74
"763","2013-06-10",22.66
"764","2013-06-11",22.33
"765","2013-06-12",22.110001
"766","2013-06-13",22.76
"767","2013-06-14",22.969999
"768","2013-06-17",22.75
"769","2013-06-18",22.610001
"770","2013-06-19",22.01
"771","2013-06-20",21.530001
"772","2013-06-21",21.33
"773","2013-06-24",20.530001
"774","2013-06-25",20.82
"775","2013-06-26",21.379999
"776","2013-06-27",21.889999
"777","2013-06-28",22.040001
"778","2013-07-01",22.120001
"779","2013-07-02",21.549999
"780","2013-07-03",21.790001
"781","2013-07-05",21.6
"782","2013-07-08",21.99
"783","2013-07-09",22.35
"784","2013-07-10",21.59
"785","2013-07-11",22.08
"786","2013-07-12",22.33
"787","2013-07-15",22.389999
"788","2013-07-16",22.389999
"789","2013-07-17",22.73
"790","2013-07-18",22.67
"791","2013-07-19",22.629999
"792","2013-07-22",22.51
"793","2013-07-23",22.379999
"794","2013-07-24",22.01
"795","2013-07-25",22
"796","2013-07-26",22.440001
"797","2013-07-29",22.49
"798","2013-07-30",22.48
"799","2013-07-31",22.73
"800","2013-08-01",22.950001
"801","2013-08-02",22.66
"802","2013-08-05",22.629999
"803","2013-08-06",22.16
"804","2013-08-07",21.940001
"805","2013-08-08",22.09
"806","2013-08-09",22.059999
"807","2013-08-12",22.030001
"808","2013-08-13",21.879999
"809","2013-08-14",22.16
"810","2013-08-15",22.059999
"811","2013-08-16",22.110001
"812","2013-08-19",21.709999
"813","2013-08-20",21.780001
"814","2013-08-21",21.540001
"815","2013-08-22",21.360001
"816","2013-08-23",21.6
"817","2013-08-26",21.639999
"818","2013-08-27",21.48
"819","2013-08-28",21.440001
"820","2013-08-29",21.27
"821","2013-08-30",20.9
"822","2013-09-03",21.620001
"823","2013-09-04",21.709999
"824","2013-09-05",21.6
"825","2013-09-06",21.75
"826","2013-09-09",22.440001
"827","2013-09-10",22.25
"828","2013-09-11",21.9
"829","2013-09-12",21.74
"830","2013-09-13",21.889999
"831","2013-09-16",22.1
"832","2013-09-17",22.48
"833","2013-09-18",23.25
"834","2013-09-19",23.25
"835","2013-09-20",23.25
"836","2013-09-23",23.4
"837","2013-09-24",23.809999
"838","2013-09-25",24.52
"839","2013-09-26",24.610001
"840","2013-09-27",24.459999
"841","2013-09-30",24.35
"842","2013-10-01",24.530001
"843","2013-10-02",24.49
"844","2013-10-03",24.66
"845","2013-10-04",24.360001
"846","2013-10-07",24.16
"847","2013-10-08",23.940001
"848","2013-10-09",23.620001
"849","2013-10-10",23.870001
"850","2013-10-11",24.049999
"851","2013-10-14",24.219999
"852","2013-10-15",24.049999
"853","2013-10-16",24.530001
"854","2013-10-17",24.82
"855","2013-10-18",25.48
"856","2013-10-21",25.75
"857","2013-10-22",26.33
"858","2013-10-23",25.34
"859","2013-10-24",25.76
"860","2013-10-25",25.48
"861","2013-10-28",25.74
"862","2013-10-29",25.860001
"863","2013-10-30",25.9
"864","2013-10-31",25.860001
"865","2013-11-01",25.48
"866","2013-11-04",25.74
"867","2013-11-05",25.25
"868","2013-11-06",25.49
"869","2013-11-07",25
"870","2013-11-08",25.190001
"871","2013-11-11",25.030001
"872","2013-11-12",25.01
"873","2013-11-13",25.34
"874","2013-11-14",25.450001
"875","2013-11-15",25.41
"876","2013-11-18",25.219999
"877","2013-11-19",25.24
"878","2013-11-20",25.42
"879","2013-11-21",25.57
"880","2013-11-22",25.780001
"881","2013-11-25",26.219999
"882","2013-11-26",26.49
"883","2013-11-27",26.75
"884","2013-11-29",26.459999
"885","2013-12-02",26.66
"886","2013-12-03",26.709999
"887","2013-12-04",26.68
"888","2013-12-05",26.65
"889","2013-12-06",27.309999
"890","2013-12-09",27.5
"891","2013-12-10",27.5
"892","2013-12-11",27.02
"893","2013-12-12",27.139999
"894","2013-12-13",27.370001
"895","2013-12-16",27.27
"896","2013-12-17",27.25
"897","2013-12-18",27.75
"898","2013-12-19",27.43
"899","2013-12-20",27.66
"900","2013-12-23",28.15
"901","2013-12-24",28.26
"902","2013-12-26",27.98
"903","2013-12-27",27.950001
"904","2013-12-30",28.09
"905","2013-12-31",28.200001
"906","2014-01-02",27.82
"907","2014-01-03",27.549999
"908","2014-01-06",27.459999
"909","2014-01-07",27.549999
"910","2014-01-08",27.49
"911","2014-01-09",27.299999
"912","2014-01-10",27.17
"913","2014-01-13",26.67
"914","2014-01-14",26.530001
"915","2014-01-15",26.450001
"916","2014-01-16",26.559999
"917","2014-01-17",26.57
"918","2014-01-21",26.030001
"919","2014-01-22",26.040001
"920","2014-01-23",25.99
"921","2014-01-24",25.9
"922","2014-01-27",26.02
"923","2014-01-28",25.92
"924","2014-01-29",25.58
"925","2014-01-30",25.870001
"926","2014-01-31",25.92
"927","2014-02-03",25.299999
"928","2014-02-04",25.049999
"929","2014-02-05",24.92
"930","2014-02-06",25.059999
"931","2014-02-07",25.540001
"932","2014-02-10",25.620001
"933","2014-02-11",26.09
"934","2014-02-12",26.08
"935","2014-02-13",26.629999
"936","2014-02-14",26.709999
"937","2014-02-18",26.77
"938","2014-02-19",26.75
"939","2014-02-20",27.049999
"940","2014-02-21",27.26
"941","2014-02-24",26.76
"942","2014-02-25",26.59
"943","2014-02-26",26.6
"944","2014-02-27",26.74
"945","2014-02-28",26.940001
"946","2014-03-03",26.139999
"947","2014-03-04",26.57
"948","2014-03-05",26.629999
"949","2014-03-06",26.790001
"950","2014-03-07",26.469999
"951","2014-03-10",26.370001
"952","2014-03-11",26.219999
"953","2014-03-12",27.860001
"954","2014-03-13",27.360001
"955","2014-03-14",27.32
"956","2014-03-17",27.209999
"957","2014-03-18",27.530001
"958","2014-03-19",27.459999
"959","2014-03-20",27.139999
"960","2014-03-21",26.93
"961","2014-03-24",26.469999
"962","2014-03-25",26.57
"963","2014-03-26",26.24
"964","2014-03-27",25.879999
"965","2014-03-28",25.950001
"966","2014-03-31",26.549999
"967","2014-04-01",27.08
"968","2014-04-02",27.049999
"969","2014-04-03",27.030001
"970","2014-04-04",26.139999
"971","2014-04-07",26.1
"972","2014-04-08",26.15
"973","2014-04-09",26.040001
"974","2014-04-10",25.83
"975","2014-04-11",25.719999
"976","2014-04-14",25.719999
"977","2014-04-15",26.299999
"978","2014-04-16",26.299999
"979","2014-04-17",25.92
"980","2014-04-21",25.6
"981","2014-04-22",26.01
"982","2014-04-23",26.129999
