"","date","AAOI"
"391","2015-04-16",14.53
"392","2015-04-17",14.76
"393","2015-04-20",14.76
"394","2015-04-21",14.97
"395","2015-04-22",14.6
"396","2015-04-23",15
"397","2015-04-24",14.85
"398","2015-04-27",14.87
"399","2015-04-28",15.1
"400","2015-04-29",15.01
"401","2015-04-30",14.28
"402","2015-05-01",13.61
"403","2015-05-04",13.67
"404","2015-05-05",13.44
"405","2015-05-06",13.65
"406","2015-05-07",13.85
"407","2015-05-08",15.14
"408","2015-05-11",14.78
"409","2015-05-12",14.81
"410","2015-05-13",14.68
"411","2015-05-14",14.72
"412","2015-05-15",14.52
"413","2015-05-18",14.8
"414","2015-05-19",14.53
"415","2015-05-20",15.16
"416","2015-05-21",15.62
"417","2015-05-22",16.67
"418","2015-05-26",19.18
"419","2015-05-27",18.77
"420","2015-05-28",18.01
"421","2015-05-29",17.860001
"422","2015-06-01",17.85
"423","2015-06-02",18.16
"424","2015-06-03",18.6
"425","2015-06-04",17.67
"426","2015-06-05",18.209999
"427","2015-06-08",17.690001
"428","2015-06-09",17.540001
"429","2015-06-10",18.290001
"430","2015-06-11",18.309999
"431","2015-06-12",18.43
"432","2015-06-15",19.049999
"433","2015-06-16",18.860001
"434","2015-06-17",18.66
"435","2015-06-18",18.99
"436","2015-06-19",18.360001
"437","2015-06-22",18.01
"438","2015-06-23",17.99
"439","2015-06-24",19.200001
"440","2015-06-25",19.129999
"441","2015-06-26",18.709999
"442","2015-06-29",17.33
"443","2015-06-30",17.360001
"444","2015-07-01",18.07
"445","2015-07-02",17.059999
"446","2015-07-06",17.059999
"447","2015-07-07",17.190001
"448","2015-07-08",16.049999
"449","2015-07-09",16.190001
"450","2015-07-10",16.91
"451","2015-07-13",19.959999
"452","2015-07-14",19.700001
"453","2015-07-15",19.530001
"454","2015-07-16",19.280001
"455","2015-07-17",19.280001
"456","2015-07-20",18.58
"457","2015-07-21",18.67
"458","2015-07-22",18.309999
"459","2015-07-23",18.719999
"460","2015-07-24",18.549999
"461","2015-07-27",18.24
"462","2015-07-28",18.42
"463","2015-07-29",18.200001
"464","2015-07-30",18.559999
"465","2015-07-31",19.450001
"466","2015-08-03",19.02
"467","2015-08-04",18.73
"468","2015-08-05",19
"469","2015-08-06",20.950001
"470","2015-08-07",21.85
"471","2015-08-10",21.99
"472","2015-08-11",22.1
"473","2015-08-12",22.379999
"474","2015-08-13",22.51
"475","2015-08-14",22.110001
"476","2015-08-17",21.870001
"477","2015-08-18",21.83
"478","2015-08-19",21.719999
"479","2015-08-20",20.33
"480","2015-08-21",19.889999
"481","2015-08-24",19.059999
"482","2015-08-25",19.18
"483","2015-08-26",19.700001
"484","2015-08-27",20.49
"485","2015-08-28",21.110001
"486","2015-08-31",20.610001
"487","2015-09-01",19.67
"488","2015-09-02",20.469999
"489","2015-09-03",20.51
"490","2015-09-04",20.17
"491","2015-09-08",21.66
"492","2015-09-09",20.77
"493","2015-09-10",21.26
"494","2015-09-11",20.32
"495","2015-09-14",18.860001
"496","2015-09-15",19.01
"497","2015-09-16",19.889999
"498","2015-09-17",19.57
"499","2015-09-18",19.540001
"500","2015-09-21",19.719999
"501","2015-09-22",18.9
"502","2015-09-23",18.780001
"503","2015-09-24",18.639999
"504","2015-09-25",17.639999
"505","2015-09-28",17.620001
"506","2015-09-29",16.889999
"507","2015-09-30",18.780001
"508","2015-10-01",18.040001
"509","2015-10-02",18.17
"510","2015-10-05",19.440001
"511","2015-10-06",19.08
"512","2015-10-07",19.809999
"513","2015-10-08",20.309999
"514","2015-10-09",20.1
"515","2015-10-12",18.940001
"516","2015-10-13",18.370001
"517","2015-10-14",17.24
"518","2015-10-15",18.91
"519","2015-10-16",18.58
"520","2015-10-19",17.9
"521","2015-10-20",18.24
"522","2015-10-21",17.940001
"523","2015-10-22",19.379999
"524","2015-10-23",19.76
"525","2015-10-26",19.809999
"526","2015-10-27",20.450001
"527","2015-10-28",21.299999
"528","2015-10-29",20.41
"529","2015-10-30",20.620001
"530","2015-11-02",20.33
"531","2015-11-03",20.43
"532","2015-11-04",18.309999
"533","2015-11-05",17.73
"534","2015-11-06",17.629999
"535","2015-11-09",16.76
"536","2015-11-10",16.91
"537","2015-11-11",16.76
"538","2015-11-12",16.110001
"539","2015-11-13",16.6
"540","2015-11-16",16.93
"541","2015-11-17",16.68
"542","2015-11-18",16.639999
"543","2015-11-19",17.33
"544","2015-11-20",17.959999
"545","2015-11-23",18.559999
"546","2015-11-24",18.52
"547","2015-11-25",18.379999
"548","2015-11-27",18.559999
"549","2015-11-30",18.75
"550","2015-12-01",18.83
"551","2015-12-02",18.49
"552","2015-12-03",17.82
"553","2015-12-04",17.98
"554","2015-12-07",17.43
"555","2015-12-08",17.23
"556","2015-12-09",17.469999
"557","2015-12-10",17.17
"558","2015-12-11",16.73
"559","2015-12-14",17.01
"560","2015-12-15",16.77
"561","2015-12-16",16.91
"562","2015-12-17",16.870001
"563","2015-12-18",16.92
"564","2015-12-21",17
"565","2015-12-22",16.92
"566","2015-12-23",17.120001
"567","2015-12-24",17.58
"568","2015-12-28",17.559999
"569","2015-12-29",18.040001
"570","2015-12-30",17.799999
"571","2015-12-31",17.16
"572","2016-01-04",16.290001
"573","2016-01-05",16.08
"574","2016-01-06",16.049999
"575","2016-01-07",15.29
"576","2016-01-08",14.79
"577","2016-01-11",14.71
"578","2016-01-12",14.93
"579","2016-01-13",13.97
"580","2016-01-14",14.16
"581","2016-01-15",13.42
"582","2016-01-19",12.61
"583","2016-01-20",12.36
"584","2016-01-21",12.93
"585","2016-01-22",13.89
"586","2016-01-25",13.31
"587","2016-01-26",15.14
"588","2016-01-27",16.280001
"589","2016-01-28",16.27
"590","2016-01-29",16.370001
"591","2016-02-01",15.97
"592","2016-02-02",15.41
"593","2016-02-03",15.42
"594","2016-02-04",16.15
"595","2016-02-05",15.45
"596","2016-02-08",14.68
"597","2016-02-09",14.53
"598","2016-02-10",14.54
"599","2016-02-11",14.55
"600","2016-02-12",15.3
"601","2016-02-16",15.98
"602","2016-02-17",16.43
"603","2016-02-18",16.469999
"604","2016-02-19",15.98
"605","2016-02-22",16.32
"606","2016-02-23",16.450001
"607","2016-02-24",15.97
"608","2016-02-25",16.889999
"609","2016-02-26",18.219999
"610","2016-02-29",17.99
"611","2016-03-01",18.33
"612","2016-03-02",18.290001
"613","2016-03-03",18.32
"614","2016-03-04",18.24
"615","2016-03-07",18.120001
"616","2016-03-08",16.99
"617","2016-03-09",17.02
"618","2016-03-10",17.040001
"619","2016-03-11",17.610001
"620","2016-03-14",17.450001
"621","2016-03-15",16.91
"622","2016-03-16",17.4
"623","2016-03-17",17.65
"624","2016-03-18",17.559999
"625","2016-03-21",17.459999
"626","2016-03-22",16.16
"627","2016-03-23",16.02
"628","2016-03-24",15.79
"629","2016-03-28",15.2
"630","2016-03-29",15.05
"631","2016-03-30",15.27
"632","2016-03-31",14.91
"633","2016-04-01",15.04
"634","2016-04-04",15.09
"635","2016-04-05",14.74
"636","2016-04-06",14.88
"637","2016-04-07",14.7
"638","2016-04-08",15.73
"639","2016-04-11",15.91
"640","2016-04-12",15.42
"641","2016-04-13",16.040001
"642","2016-04-14",16.25
"643","2016-04-15",15.82
"644","2016-04-18",16.110001
"645","2016-04-19",11.72
"646","2016-04-20",11.38
"647","2016-04-21",11.01
"648","2016-04-22",11.59
"649","2016-04-25",11.08
"650","2016-04-26",10.9
"651","2016-04-27",11.44
"652","2016-04-28",11.34
"653","2016-04-29",11.2
"654","2016-05-02",11.12
"655","2016-05-03",10.65
"656","2016-05-04",10.61
"657","2016-05-05",10.6
"658","2016-05-06",10.56
"659","2016-05-09",10.26
"660","2016-05-10",8.49
"661","2016-05-11",9.14
"662","2016-05-12",8.84
"663","2016-05-13",9.15
"664","2016-05-16",9.32
"665","2016-05-17",9.23
"666","2016-05-18",9.37
"667","2016-05-19",8.8
"668","2016-05-20",9.12
"669","2016-05-23",9.97
"670","2016-05-24",10.2
"671","2016-05-25",10.11
"672","2016-05-26",10.2
"673","2016-05-27",10.18
"674","2016-05-31",10.55
"675","2016-06-01",10.47
"676","2016-06-02",11.04
"677","2016-06-03",10.96
"678","2016-06-06",11.41
"679","2016-06-07",11.41
"680","2016-06-08",11.44
"681","2016-06-09",10.76
"682","2016-06-10",10.26
"683","2016-06-13",9.95
"684","2016-06-14",9.95
"685","2016-06-15",10.19
"686","2016-06-16",10.15
"687","2016-06-17",9.87
"688","2016-06-20",10.2
"689","2016-06-21",10.1
"690","2016-06-22",10.3
"691","2016-06-23",10.51
"692","2016-06-24",9.82
"693","2016-06-27",9.2
"694","2016-06-28",9.9
"695","2016-06-29",10.4
"696","2016-06-30",11.15
"697","2016-07-01",11.22
"698","2016-07-05",10.6
"699","2016-07-06",10.77
"700","2016-07-07",11.1
"701","2016-07-08",11.3
"702","2016-07-11",11.07
"703","2016-07-12",11.56
"704","2016-07-13",11.58
"705","2016-07-14",11.56
"706","2016-07-15",11.76
"707","2016-07-18",11.76
"708","2016-07-19",11.51
"709","2016-07-20",11.86
"710","2016-07-21",12.06
"711","2016-07-22",12.24
"712","2016-07-25",12.33
"713","2016-07-26",12.67
"714","2016-07-27",12.74
"715","2016-07-28",12.23
"716","2016-07-29",11.84
"717","2016-08-01",12.1
"718","2016-08-02",11.64
"719","2016-08-03",12.27
"720","2016-08-04",12.82
"721","2016-08-05",14.79
"722","2016-08-08",14.29
"723","2016-08-09",13.97
"724","2016-08-10",13.6
"725","2016-08-11",13.55
"726","2016-08-12",14.01
"727","2016-08-15",14.03
"728","2016-08-16",14
"729","2016-08-17",13.31
"730","2016-08-18",13.34
"731","2016-08-19",13.74
"732","2016-08-22",13.64
"733","2016-08-23",14.02
"734","2016-08-24",13.88
"735","2016-08-25",16.110001
"736","2016-08-26",16.370001
"737","2016-08-29",16.85
"738","2016-08-30",16.99
"739","2016-08-31",16.85
"740","2016-09-01",17.139999
"741","2016-09-02",17.51
"742","2016-09-06",17.41
"743","2016-09-07",19.85
"744","2016-09-08",20.02
"745","2016-09-09",19.629999
"746","2016-09-12",20.42
"747","2016-09-13",20.299999
"748","2016-09-14",21.6
"749","2016-09-15",21.65
"750","2016-09-16",21.700001
"751","2016-09-19",22.030001
"752","2016-09-20",21.26
"753","2016-09-21",21.76
"754","2016-09-22",20.84
"755","2016-09-23",21.139999
"756","2016-09-26",21.01
"757","2016-09-27",21.309999
"758","2016-09-28",21.219999
"759","2016-09-29",20.959999
"760","2016-09-30",22.209999
"761","2016-10-03",21.440001
"762","2016-10-04",21.629999
"763","2016-10-05",23.26
"764","2016-10-06",23.049999
"765","2016-10-07",22.719999
"766","2016-10-10",23.15
"767","2016-10-11",22.040001
"768","2016-10-12",21.43
"769","2016-10-13",20.16
"770","2016-10-14",20.290001
"771","2016-10-17",20.030001
"772","2016-10-18",20.049999
"773","2016-10-19",20.295
"774","2016-10-20",20.75
"775","2016-10-21",20.565001
"776","2016-10-24",21.59
"777","2016-10-25",21.15
"778","2016-10-26",21.389999
"779","2016-10-27",19.99
"780","2016-10-28",19.690001
"781","2016-10-31",19.23
"782","2016-11-01",19.15
"783","2016-11-02",20.1
"784","2016-11-03",20.85
"785","2016-11-04",21.65
"786","2016-11-07",23.5
"787","2016-11-08",22.76
"788","2016-11-09",23.549999
"789","2016-11-10",23.58
"790","2016-11-11",24.969999
"791","2016-11-14",24.6
"792","2016-11-15",24.700001
"793","2016-11-16",26.08
"794","2016-11-17",26.15
"795","2016-11-18",26.629999
"796","2016-11-21",26.209999
"797","2016-11-22",26
"798","2016-11-23",25.15
"799","2016-11-25",25.469999
"800","2016-11-28",25.139999
"801","2016-11-29",25.040001
"802","2016-11-30",24.77
"803","2016-12-01",23.395
"804","2016-12-02",23.27
"805","2016-12-05",23.9
"806","2016-12-06",23.4
"807","2016-12-07",24.389999
"808","2016-12-08",24.9
"809","2016-12-09",24.74
"810","2016-12-12",24.129999
"811","2016-12-13",24.290001
"812","2016-12-14",23.77
"813","2016-12-15",24.4
"814","2016-12-16",24.68
"815","2016-12-19",24.959999
"816","2016-12-20",24.42
"817","2016-12-21",24.74
"818","2016-12-22",24.84
"819","2016-12-23",24.82
"820","2016-12-27",24.719999
"821","2016-12-28",24.389999
"822","2016-12-29",24.27
"823","2016-12-30",23.440001
"824","2017-01-03",23.1
"825","2017-01-04",23.51
"826","2017-01-05",22.809999
"827","2017-01-06",22.42
"828","2017-01-09",22.24
"829","2017-01-10",22.870001
"830","2017-01-11",22.719999
"831","2017-01-12",29.860001
"832","2017-01-13",28.219999
"833","2017-01-17",30.440001
"834","2017-01-18",30.84
"835","2017-01-19",30.48
"836","2017-01-20",30.58
"837","2017-01-23",31.290001
"838","2017-01-24",32
"839","2017-01-25",31.709999
"840","2017-01-26",31.280001
"841","2017-01-27",31.15
"842","2017-01-30",30.41
"843","2017-01-31",30.76
"844","2017-02-01",30.93
"845","2017-02-02",31.309999
"846","2017-02-03",32.599998
"847","2017-02-06",31.790001
"848","2017-02-07",31.559999
"849","2017-02-08",31.34
"850","2017-02-09",31.75
"851","2017-02-10",32.66
"852","2017-02-13",33.919998
"853","2017-02-14",36.380001
"854","2017-02-15",35.970001
"855","2017-02-16",35.790001
"856","2017-02-17",37.27
"857","2017-02-21",37.57
"858","2017-02-22",37.119999
"859","2017-02-23",37.470001
"860","2017-02-24",45.98
"861","2017-02-27",47.459999
"862","2017-02-28",45.919998
"863","2017-03-01",46.849998
"864","2017-03-02",49.23
"865","2017-03-03",53.32
"866","2017-03-06",51.459999
"867","2017-03-07",54.540001
"868","2017-03-08",52.560001
"869","2017-03-09",52.66
"870","2017-03-10",50.919998
"871","2017-03-13",51.060001
"872","2017-03-14",48.189999
"873","2017-03-15",47.400002
"874","2017-03-16",47.959999
"875","2017-03-17",50.77
"876","2017-03-20",50.330002
"877","2017-03-21",48.23
"878","2017-03-22",52.630001
"879","2017-03-23",51.509998
"880","2017-03-24",55.02
"881","2017-03-27",59.880001
"882","2017-03-28",58.560001
"883","2017-03-29",58.02
"884","2017-03-30",55.349998
"885","2017-03-31",56.150002
"886","2017-04-03",53.470001
"887","2017-04-04",51.189999
"888","2017-04-05",44.68
"889","2017-04-06",46.310001
"890","2017-04-07",44.68
"891","2017-04-10",44.459999
"892","2017-04-11",42.380001
"893","2017-04-12",40.82
"894","2017-04-13",45.299999
"895","2017-04-17",43.330002
"896","2017-04-18",44.200001
"897","2017-04-19",43.73
"898","2017-04-20",44.310001
"899","2017-04-21",45.540001
"900","2017-04-24",48.779999
"901","2017-04-25",49.400002
"902","2017-04-26",47.470001
"903","2017-04-27",49.360001
"904","2017-04-28",49.389999
"905","2017-05-01",50.130001
"906","2017-05-02",47.299999
"907","2017-05-03",46.470001
"908","2017-05-04",46.810001
"909","2017-05-05",55.959999
"910","2017-05-08",57.389999
"911","2017-05-09",62.110001
"912","2017-05-10",64.970001
"913","2017-05-11",64.230003
"914","2017-05-12",65.449997
"915","2017-05-15",64.010002
"916","2017-05-16",64.970001
"917","2017-05-17",61.380001
"918","2017-05-18",63.98
"919","2017-05-19",63.540001
"920","2017-05-22",71.239998
"921","2017-05-23",69.150002
"922","2017-05-24",68.629997
"923","2017-05-25",67.879997
"924","2017-05-26",71.510002
"925","2017-05-30",70.480003
"926","2017-05-31",69.82
"927","2017-06-01",70.010002
"928","2017-06-02",74.68
"929","2017-06-05",72.440002
"930","2017-06-06",73.410004
"931","2017-06-07",71.480003
"932","2017-06-08",73.139999
"933","2017-06-09",64.709999
"934","2017-06-12",64.610001
"935","2017-06-13",63.849998
"936","2017-06-14",60.950001
"937","2017-06-15",62.23
"938","2017-06-16",62.880001
"939","2017-06-19",63.200001
"940","2017-06-20",61.080002
"941","2017-06-21",63.099998
"942","2017-06-22",63.580002
"943","2017-06-23",65.870003
"944","2017-06-26",61.59
"945","2017-06-27",58.439999
"946","2017-06-28",61
"947","2017-06-29",60
"948","2017-06-30",61.790001
"949","2017-07-03",61.389999
"950","2017-07-05",60.619999
"951","2017-07-06",61.470001
"952","2017-07-07",67.300003
"953","2017-07-10",68.639999
"954","2017-07-11",70.040001
"955","2017-07-12",72.639999
"956","2017-07-13",78.040001
"957","2017-07-14",84.199997
"958","2017-07-17",84.18
"959","2017-07-18",90.18
"960","2017-07-19",92.540001
"961","2017-07-20",88.800003
"962","2017-07-21",89.949997
"963","2017-07-24",95.629997
"964","2017-07-25",96.800003
"965","2017-07-26",98.760002
"966","2017-07-27",97.82
"967","2017-07-28",96.639999
"968","2017-07-31",97.489998
"969","2017-08-01",99.610001
"970","2017-08-02",93.5
"971","2017-08-03",97.989998
"972","2017-08-04",64.599998
"973","2017-08-07",69.690002
"974","2017-08-08",71.199997
"975","2017-08-09",67.470001
"976","2017-08-10",63.549999
"977","2017-08-11",65.839996
"978","2017-08-14",68.919998
"979","2017-08-15",68.18
