"","date","DGII"
"442","2008-10-02",9.58
"443","2008-10-03",9.11
"444","2008-10-06",9.25
"445","2008-10-07",8.29
"446","2008-10-08",8.41
"447","2008-10-09",7.85
"448","2008-10-10",7.92
"449","2008-10-13",9.15
"450","2008-10-14",8.55
"451","2008-10-15",7.82
"452","2008-10-16",8.89
"453","2008-10-17",8.5
"454","2008-10-20",8.8
"455","2008-10-21",8.64
"456","2008-10-22",8.25
"457","2008-10-23",8.07
"458","2008-10-24",7.59
"459","2008-10-27",7.31
"460","2008-10-28",7.49
"461","2008-10-29",7.13
"462","2008-10-30",8.22
"463","2008-10-31",10.24
"464","2008-11-03",9.98
"465","2008-11-04",10.67
"466","2008-11-05",10.1
"467","2008-11-06",10.36
"468","2008-11-07",10.57
"469","2008-11-10",10.38
"470","2008-11-11",10.29
"471","2008-11-12",9.44
"472","2008-11-13",10.53
"473","2008-11-14",10.36
"474","2008-11-17",9.92
"475","2008-11-18",10
"476","2008-11-19",8.81
"477","2008-11-20",7.91
"478","2008-11-21",8.71
"479","2008-11-24",8.67
"480","2008-11-25",8.49
"481","2008-11-26",9.28
"482","2008-11-28",9.22
"483","2008-12-01",8.43
"484","2008-12-02",8.83
"485","2008-12-03",8.71
"486","2008-12-04",8.28
"487","2008-12-05",8.6
"488","2008-12-08",8.61
"489","2008-12-09",8.62
"490","2008-12-10",8.78
"491","2008-12-11",7.48
"492","2008-12-12",7.55
"493","2008-12-15",7.3
"494","2008-12-16",8.06
"495","2008-12-17",7.78
"496","2008-12-18",7.39
"497","2008-12-19",7.96
"498","2008-12-22",7.86
"499","2008-12-23",7.79
"500","2008-12-24",7.55
"501","2008-12-26",7.58
"502","2008-12-29",7.58
"503","2008-12-30",8
"504","2008-12-31",8.11
"505","2009-01-02",8.33
"506","2009-01-05",6.77
"507","2009-01-06",7.61
"508","2009-01-07",8.04
"509","2009-01-08",7.88
"510","2009-01-09",7.56
"511","2009-01-12",7.68
"512","2009-01-13",7.7
"513","2009-01-14",7.3
"514","2009-01-15",7.47
"515","2009-01-16",7.9
"516","2009-01-20",7.35
"517","2009-01-21",7.81
"518","2009-01-22",7.18
"519","2009-01-23",7.69
"520","2009-01-26",7.87
"521","2009-01-27",7.88
"522","2009-01-28",7.97
"523","2009-01-29",7.73
"524","2009-01-30",7.6
"525","2009-02-02",7.73
"526","2009-02-03",8.04
"527","2009-02-04",7.65
"528","2009-02-05",8.05
"529","2009-02-06",8.65
"530","2009-02-09",8.84
"531","2009-02-10",7.95
"532","2009-02-11",7.97
"533","2009-02-12",7.96
"534","2009-02-13",7.99
"535","2009-02-17",7.53
"536","2009-02-18",7.6
"537","2009-02-19",7.79
"538","2009-02-20",7.63
"539","2009-02-23",7.09
"540","2009-02-24",7.47
"541","2009-02-25",7.25
"542","2009-02-26",7.25
"543","2009-02-27",7.16
"544","2009-03-02",6.81
"545","2009-03-03",6.66
"546","2009-03-04",7.01
"547","2009-03-05",6.55
"548","2009-03-06",6.78
"549","2009-03-09",6.61
"550","2009-03-10",7.25
"551","2009-03-11",7.18
"552","2009-03-12",7.79
"553","2009-03-13",7.8
"554","2009-03-16",7.31
"555","2009-03-17",7.52
"556","2009-03-18",7.71
"557","2009-03-19",7.71
"558","2009-03-20",7.19
"559","2009-03-23",7.55
"560","2009-03-24",7.38
"561","2009-03-25",7.79
"562","2009-03-26",8.57
"563","2009-03-27",7.6
"564","2009-03-30",7.64
"565","2009-03-31",7.67
"566","2009-04-01",7.87
"567","2009-04-02",8.21
"568","2009-04-03",8.6
"569","2009-04-06",8.08
"570","2009-04-07",7.73
"571","2009-04-08",7.05
"572","2009-04-09",6.95
"573","2009-04-13",7.66
"574","2009-04-14",7.48
"575","2009-04-15",7.63
"576","2009-04-16",7.75
"577","2009-04-17",7.88
"578","2009-04-20",7.55
"579","2009-04-21",8
"580","2009-04-22",7.68
"581","2009-04-23",7.26
"582","2009-04-24",7.02
"583","2009-04-27",6.63
"584","2009-04-28",6.75
"585","2009-04-29",7.2
"586","2009-04-30",7.27
"587","2009-05-01",7.32
"588","2009-05-04",7.51
"589","2009-05-05",7.1
"590","2009-05-06",7.33
"591","2009-05-07",7.5
"592","2009-05-08",7.78
"593","2009-05-11",7.76
"594","2009-05-12",7.59
"595","2009-05-13",7.25
"596","2009-05-14",7.52
"597","2009-05-15",7.46
"598","2009-05-18",7.71
"599","2009-05-19",7.82
"600","2009-05-20",7.74
"601","2009-05-21",7.67
"602","2009-05-22",7.78
"603","2009-05-26",8.4
"604","2009-05-27",8.22
"605","2009-05-28",8.3
"606","2009-05-29",8.66
"607","2009-06-01",9.15
"608","2009-06-02",9.65
"609","2009-06-03",9.55
"610","2009-06-04",9.75
"611","2009-06-05",9.62
"612","2009-06-08",9.78
"613","2009-06-09",9.66
"614","2009-06-10",9.6
"615","2009-06-11",9.94
"616","2009-06-12",9.99
"617","2009-06-15",9.52
"618","2009-06-16",9.75
"619","2009-06-17",10.32
"620","2009-06-18",10.23
"621","2009-06-19",10.12
"622","2009-06-22",9.74
"623","2009-06-23",9.77
"624","2009-06-24",9.61
"625","2009-06-25",10.07
"626","2009-06-26",10.01
"627","2009-06-29",9.98
"628","2009-06-30",9.75
"629","2009-07-01",9.95
"630","2009-07-02",9.47
"631","2009-07-06",10.08
"632","2009-07-07",9.72
"633","2009-07-08",9.71
"634","2009-07-09",9.9
"635","2009-07-10",10.22
"636","2009-07-13",10.5
"637","2009-07-14",10.6
"638","2009-07-15",10.83
"639","2009-07-16",10.67
"640","2009-07-17",10.25
"641","2009-07-20",10.58
"642","2009-07-21",10.58
"643","2009-07-22",10.54
"644","2009-07-23",10.31
"645","2009-07-24",10.63
"646","2009-07-27",10.43
"647","2009-07-28",10.52
"648","2009-07-29",10.45
"649","2009-07-30",10.43
"650","2009-07-31",10.21
"651","2009-08-03",10.27
"652","2009-08-04",10.21
"653","2009-08-05",9.8
"654","2009-08-06",9.75
"655","2009-08-07",9.65
"656","2009-08-10",9.67
"657","2009-08-11",9.49
"658","2009-08-12",9.52
"659","2009-08-13",9.45
"660","2009-08-14",9.25
"661","2009-08-17",9.08
"662","2009-08-18",9.05
"663","2009-08-19",9.05
"664","2009-08-20",8.98
"665","2009-08-21",9
"666","2009-08-24",9.05
"667","2009-08-25",9.09
"668","2009-08-26",9.04
"669","2009-08-27",8.83
"670","2009-08-28",8.8
"671","2009-08-31",8.57
"672","2009-09-01",8.17
"673","2009-09-02",8.18
"674","2009-09-03",8.27
"675","2009-09-04",8.45
"676","2009-09-08",8.34
"677","2009-09-09",8.49
"678","2009-09-10",8.54
"679","2009-09-11",8.46
"680","2009-09-14",8.41
"681","2009-09-15",8.5
"682","2009-09-16",8.5
"683","2009-09-17",8.65
"684","2009-09-18",8.75
"685","2009-09-21",8.79
"686","2009-09-22",8.89
"687","2009-09-23",8.93
"688","2009-09-24",8.83
"689","2009-09-25",8.89
"690","2009-09-28",8.93
"691","2009-09-29",8.85
"692","2009-09-30",8.52
"693","2009-10-01",8.45
"694","2009-10-02",8.48
"695","2009-10-05",8.61
"696","2009-10-06",8.75
"697","2009-10-07",8.81
"698","2009-10-08",8.76
"699","2009-10-09",8.92
"700","2009-10-12",8.79
"701","2009-10-13",8.81
"702","2009-10-14",8.7
"703","2009-10-15",8.59
"704","2009-10-16",8.6
"705","2009-10-19",8.8
"706","2009-10-20",8.71
"707","2009-10-21",8.7
"708","2009-10-22",8.98
"709","2009-10-23",8.81
"710","2009-10-26",8.73
"711","2009-10-27",8.49
"712","2009-10-28",8.49
"713","2009-10-29",8.55
"714","2009-10-30",7.95
"715","2009-11-02",7.43
"716","2009-11-03",7.36
"717","2009-11-04",7.19
"718","2009-11-05",7.2
"719","2009-11-06",7.37
"720","2009-11-09",7.6
"721","2009-11-10",7.44
"722","2009-11-11",7.44
"723","2009-11-12",7.38
"724","2009-11-13",7.5
"725","2009-11-16",7.86
"726","2009-11-17",7.9
"727","2009-11-18",7.78
"728","2009-11-19",7.69
"729","2009-11-20",7.7
"730","2009-11-23",7.9
"731","2009-11-24",8.03
"732","2009-11-25",7.67
"733","2009-11-27",7.62
"734","2009-11-30",7.89
"735","2009-12-01",8.02
"736","2009-12-02",7.97
"737","2009-12-03",7.83
"738","2009-12-04",8.19
"739","2009-12-07",8.13
"740","2009-12-08",8.07
"741","2009-12-09",7.94
"742","2009-12-10",7.91
"743","2009-12-11",8.1
"744","2009-12-14",8.5
"745","2009-12-15",8.6
"746","2009-12-16",8.72
"747","2009-12-17",8.9
"748","2009-12-18",9.11
"749","2009-12-21",8.97
"750","2009-12-22",8.85
"751","2009-12-23",8.97
"752","2009-12-24",8.96
"753","2009-12-28",9.15
"754","2009-12-29",9.19
"755","2009-12-30",9.43
"756","2009-12-31",9.12
"757","2010-01-04",9.35
"758","2010-01-05",9.11
"759","2010-01-06",9.02
"760","2010-01-07",9.25
"761","2010-01-08",9.47
"762","2010-01-11",9.48
"763","2010-01-12",9.47
"764","2010-01-13",9.61
"765","2010-01-14",9.91
"766","2010-01-15",9.24
"767","2010-01-19",9.61
"768","2010-01-20",9.44
"769","2010-01-21",9.84
"770","2010-01-22",10.42
"771","2010-01-25",10.39
"772","2010-01-26",9.95
"773","2010-01-27",10.14
"774","2010-01-28",9.62
"775","2010-01-29",9.6
"776","2010-02-01",9.61
"777","2010-02-02",9.41
"778","2010-02-03",9.41
"779","2010-02-04",9.26
"780","2010-02-05",9.54
"781","2010-02-08",9.43
"782","2010-02-09",9.78
"783","2010-02-10",9.42
"784","2010-02-11",9.38
"785","2010-02-12",9.47
"786","2010-02-16",9.45
"787","2010-02-17",9.56
"788","2010-02-18",9.52
"789","2010-02-19",9.78
"790","2010-02-22",9.54
"791","2010-02-23",10.24
"792","2010-02-24",10.22
"793","2010-02-25",10.15
"794","2010-02-26",10.14
"795","2010-03-01",10.5
"796","2010-03-02",10.74
"797","2010-03-03",11.03
"798","2010-03-04",10.92
"799","2010-03-05",11.1
"800","2010-03-08",11.04
"801","2010-03-09",11
"802","2010-03-10",12.3
"803","2010-03-11",12.05
"804","2010-03-12",11.81
"805","2010-03-15",11.74
"806","2010-03-16",11.57
"807","2010-03-17",11.81
"808","2010-03-18",11.73
"809","2010-03-19",11.28
"810","2010-03-22",11.25
"811","2010-03-23",11.24
"812","2010-03-24",11.07
"813","2010-03-25",11.08
"814","2010-03-26",11.08
"815","2010-03-29",11
"816","2010-03-30",11.04
"817","2010-03-31",10.64
"818","2010-04-01",10.54
"819","2010-04-05",10.86
"820","2010-04-06",11.03
"821","2010-04-07",11.11
"822","2010-04-08",10.99
"823","2010-04-09",10.58
"824","2010-04-12",10.49
"825","2010-04-13",10.39
"826","2010-04-14",10.83
"827","2010-04-15",10.95
"828","2010-04-16",11.04
"829","2010-04-19",11.07
"830","2010-04-20",11.34
"831","2010-04-21",11.09
"832","2010-04-22",11.14
"833","2010-04-23",11.15
"834","2010-04-26",10.99
"835","2010-04-27",10.65
"836","2010-04-28",10.8
"837","2010-04-29",11.23
"838","2010-04-30",10.71
"839","2010-05-03",11.02
"840","2010-05-04",10.65
"841","2010-05-05",10.2
"842","2010-05-06",9.76
"843","2010-05-07",9.5
"844","2010-05-10",9.39
"845","2010-05-11",9.62
"846","2010-05-12",9.95
"847","2010-05-13",9.66
"848","2010-05-14",9.61
"849","2010-05-17",9.93
"850","2010-05-18",9.71
"851","2010-05-19",9.62
"852","2010-05-20",9.27
"853","2010-05-21",9.26
"854","2010-05-24",8.93
"855","2010-05-25",8.83
"856","2010-05-26",9.06
"857","2010-05-27",9.47
"858","2010-05-28",9.24
"859","2010-06-01",8.82
"860","2010-06-02",9.5
"861","2010-06-03",9.78
"862","2010-06-04",9.02
"863","2010-06-07",8.54
"864","2010-06-08",8.18
"865","2010-06-09",7.95
"866","2010-06-10",8.1
"867","2010-06-11",8.21
"868","2010-06-14",8.24
"869","2010-06-15",8.58
"870","2010-06-16",8.18
"871","2010-06-17",8.4
"872","2010-06-18",8.45
"873","2010-06-21",8.36
"874","2010-06-22",8.36
"875","2010-06-23",8.32
"876","2010-06-24",8.25
"877","2010-06-25",8.58
"878","2010-06-28",8.26
"879","2010-06-29",8.03
"880","2010-06-30",8.27
"881","2010-07-01",7.9
"882","2010-07-02",7.56
"883","2010-07-06",7.37
"884","2010-07-07",7.63
"885","2010-07-08",7.79
"886","2010-07-09",8.08
"887","2010-07-12",7.77
"888","2010-07-13",8.29
"889","2010-07-14",8.29
"890","2010-07-15",8.3
"891","2010-07-16",8.06
"892","2010-07-19",8.05
"893","2010-07-20",8.34
"894","2010-07-21",7.96
"895","2010-07-22",8.64
"896","2010-07-23",9.07
"897","2010-07-26",8.98
"898","2010-07-27",8.79
"899","2010-07-28",8.59
"900","2010-07-29",8.51
"901","2010-07-30",8.31
"902","2010-08-02",8.59
"903","2010-08-03",8.8
"904","2010-08-04",9.25
"905","2010-08-05",9.2
"906","2010-08-06",9.16
"907","2010-08-09",9.33
"908","2010-08-10",9.35
"909","2010-08-11",8.85
"910","2010-08-12",8.85
"911","2010-08-13",8.57
"912","2010-08-16",8.76
"913","2010-08-17",9.13
"914","2010-08-18",9.09
"915","2010-08-19",8.45
"916","2010-08-20",8.45
"917","2010-08-23",8.14
"918","2010-08-24",8.02
"919","2010-08-25",8.08
"920","2010-08-26",7.98
"921","2010-08-27",8.14
"922","2010-08-30",7.86
"923","2010-08-31",7.6
"924","2010-09-01",7.91
"925","2010-09-02",7.61
"926","2010-09-03",7.89
"927","2010-09-07",7.63
"928","2010-09-08",7.96
"929","2010-09-09",8.06
"930","2010-09-10",8.11
"931","2010-09-13",8.39
"932","2010-09-14",8.39
"933","2010-09-15",8.41
"934","2010-09-16",8.42
"935","2010-09-17",8.52
"936","2010-09-20",9.16
"937","2010-09-21",9.13
"938","2010-09-22",9.21
"939","2010-09-23",8.98
"940","2010-09-24",9.43
"941","2010-09-27",9.17
"942","2010-09-28",9.42
"943","2010-09-29",9.46
"944","2010-09-30",9.49
"945","2010-10-01",9.5
"946","2010-10-04",9.46
"947","2010-10-05",10.15
"948","2010-10-06",10.07
"949","2010-10-07",9.95
"950","2010-10-08",10.06
"951","2010-10-11",9.87
"952","2010-10-12",10.01
"953","2010-10-13",10.08
"954","2010-10-14",10.59
"955","2010-10-15",10.51
"956","2010-10-18",10.79
"957","2010-10-19",10.48
"958","2010-10-20",9.68
"959","2010-10-21",9.7
"960","2010-10-22",9.77
"961","2010-10-25",9.93
"962","2010-10-26",9.87
"963","2010-10-27",9.66
"964","2010-10-28",9.37
"965","2010-10-29",9.66
"966","2010-11-01",9.81
"967","2010-11-02",10.24
"968","2010-11-03",10.03
"969","2010-11-04",10.48
"970","2010-11-05",10.44
"971","2010-11-08",10.38
"972","2010-11-09",10.12
"973","2010-11-10",10.55
"974","2010-11-11",10.18
"975","2010-11-12",10.08
"976","2010-11-15",10
"977","2010-11-16",9.78
"978","2010-11-17",9.57
"979","2010-11-18",9.64
"980","2010-11-19",9.81
"981","2010-11-22",9.82
"982","2010-11-23",9.68
"983","2010-11-24",10.12
"984","2010-11-26",9.81
"985","2010-11-29",9.52
"986","2010-11-30",9.6
"987","2010-12-01",9.95
"988","2010-12-02",9.86
"989","2010-12-03",9.86
"990","2010-12-06",10
"991","2010-12-07",10.5
"992","2010-12-08",10.43
"993","2010-12-09",10.47
"994","2010-12-10",10.57
"995","2010-12-13",10.48
"996","2010-12-14",10.49
"997","2010-12-15",10.51
"998","2010-12-16",10.5
"999","2010-12-17",10.71
"1000","2010-12-20",10.67
