"","date","NDRA"
"75","2017-10-16",3.34
"76","2017-10-17",3.07
"77","2017-10-18",3.15
"78","2017-10-19",3.29
"79","2017-10-20",2.9
"80","2017-10-23",2.86
"81","2017-10-24",2.77
"82","2017-10-25",2.55
"83","2017-10-26",2.72
"84","2017-10-27",2.6
"85","2017-10-30",2.5
"86","2017-10-31",2.3
"87","2017-11-01",2.41
"88","2017-11-02",2.5
"89","2017-11-03",2.2
"90","2017-11-06",2.2
"91","2017-11-07",2.22
"92","2017-11-08",2.23
"93","2017-11-09",2.312
"94","2017-11-10",2.3
"95","2017-11-13",2.35
"96","2017-11-14",2.5
"97","2017-11-15",2.43
"98","2017-11-16",2.3
"99","2017-11-17",2.36
"100","2017-11-20",2.33
"101","2017-11-21",2.9
"102","2017-11-22",3.24
"103","2017-11-24",3.75
"104","2017-11-27",3.26
"105","2017-11-28",3.59
"106","2017-11-29",3.45
"107","2017-11-30",3.6
"108","2017-12-01",3.59
"109","2017-12-04",3.63
"110","2017-12-05",3.972
"111","2017-12-06",3.844
"112","2017-12-07",4.03
"113","2017-12-08",3.71
"114","2017-12-11",3.59
"115","2017-12-12",4.06
"116","2017-12-13",4.25
"117","2017-12-14",4.4
"118","2017-12-15",4.11
"119","2017-12-18",4.05
"120","2017-12-19",3.66
"121","2017-12-20",3.66
"122","2017-12-21",3.735
"123","2017-12-22",3.8
"124","2017-12-26",4.83
"125","2017-12-27",4.999
"126","2017-12-28",4.86
"127","2017-12-29",4.86
"128","2018-01-02",4.95
"129","2018-01-03",4.67
"130","2018-01-04",4.41
"131","2018-01-05",4.05
"132","2018-01-08",3.92
"133","2018-01-09",3.95
"134","2018-01-10",3.91
"135","2018-01-11",3.9
"136","2018-01-12",3.63
"137","2018-01-16",3.1
"138","2018-01-17",3.09
"139","2018-01-18",2.82
"140","2018-01-19",2.71
"141","2018-01-22",2.85
"142","2018-01-23",2.72
"143","2018-01-24",2.711
"144","2018-01-25",2.72
"145","2018-01-26",2.94
"146","2018-01-29",3.2
"147","2018-01-30",3.4
"148","2018-01-31",3.51
"149","2018-02-01",3.48
"150","2018-02-02",3.59
"151","2018-02-05",3.5
"152","2018-02-06",3.51
"153","2018-02-07",3.43
"154","2018-02-08",3.5
"155","2018-02-09",3.39
"156","2018-02-12",3.37
"157","2018-02-13",3.307
"158","2018-02-14",3.27
"159","2018-02-15",3.471
"160","2018-02-16",3.389
"161","2018-02-20",3.31
"162","2018-02-21",3.21
"163","2018-02-22",3.27
"164","2018-02-23",3.2
"165","2018-02-26",3.091
"166","2018-02-27",2.98
"167","2018-02-28",3.04
"168","2018-03-01",2.91
"169","2018-03-02",2.965
"170","2018-03-05",3
"171","2018-03-06",3.04
"172","2018-03-07",3.05
"173","2018-03-08",3
"174","2018-03-09",3.06
"175","2018-03-12",3.1
"176","2018-03-13",2.98
"177","2018-03-14",3.04
"178","2018-03-15",3
"179","2018-03-16",2.88
"180","2018-03-19",2.89
"181","2018-03-20",2.87
"182","2018-03-21",2.98
"183","2018-03-22",2.93
"184","2018-03-23",2.88
"185","2018-03-26",2.82
"186","2018-03-27",2.79
"187","2018-03-28",2.65
"188","2018-03-29",2.6
"189","2018-04-02",2.64
"190","2018-04-03",2.63
"191","2018-04-04",2.566
"192","2018-04-05",2.619
"193","2018-04-06",2.347
"194","2018-04-09",2.59
"195","2018-04-10",2.59
"196","2018-04-11",2.444
"197","2018-04-12",2.535
"198","2018-04-13",2.57
"199","2018-04-16",2.47
"200","2018-04-17",2.37
"201","2018-04-18",2.42
"202","2018-04-19",2.42
"203","2018-04-20",2.505
"204","2018-04-23",2.45
"205","2018-04-24",2.46
"206","2018-04-25",2.46
"207","2018-04-26",2.482
"208","2018-04-27",2.48
"209","2018-04-30",2.49
"210","2018-05-01",2.535
"211","2018-05-02",2.55
"212","2018-05-03",2.9
"213","2018-05-04",2.74
"214","2018-05-07",2.55
"215","2018-05-08",2.301
"216","2018-05-09",2.453
"217","2018-05-10",2.6
"218","2018-05-11",2.45
"219","2018-05-14",2.9
"220","2018-05-15",2.45
"221","2018-05-16",2.145
"222","2018-05-17",2.21
"223","2018-05-18",1.994
"224","2018-05-21",2.003
"225","2018-05-22",1.88
"226","2018-05-23",1.88
"227","2018-05-24",1.85
"228","2018-05-25",1.885
"229","2018-05-29",2.19
"230","2018-05-30",2.02
"231","2018-05-31",1.89
"232","2018-06-01",1.917
"233","2018-06-04",1.8
"234","2018-06-05",2.01
"235","2018-06-06",1.71
"236","2018-06-07",1.79
"237","2018-06-08",1.74
"238","2018-06-11",1.7
"239","2018-06-12",1.61
"240","2018-06-13",1.71
"241","2018-06-14",1.83
"242","2018-06-15",2.2
"243","2018-06-18",2.44
"244","2018-06-19",2.425
"245","2018-06-20",2.47
"246","2018-06-21",2.51
"247","2018-06-22",2.65
"248","2018-06-25",2.57
"249","2018-06-26",2.45
"250","2018-06-27",2.52
"251","2018-06-28",2.83
"252","2018-06-29",2.55
"253","2018-07-02",2.464
"254","2018-07-03",2.63
"255","2018-07-05",2.69
"256","2018-07-06",2.61
"257","2018-07-09",2.376
"258","2018-07-10",2.34
"259","2018-07-11",2.45
"260","2018-07-12",2.33
"261","2018-07-13",2.215
"262","2018-07-16",2.06
"263","2018-07-17",1.94
"264","2018-07-18",2.09
"265","2018-07-19",2.14
"266","2018-07-20",2.088
"267","2018-07-23",2.05
"268","2018-07-24",2.15
"269","2018-07-25",2.01
"270","2018-07-26",2.23
"271","2018-07-27",2.3
"272","2018-07-30",2.39
"273","2018-07-31",2.49
"274","2018-08-01",2.37
"275","2018-08-02",2.449
"276","2018-08-03",2.43
"277","2018-08-06",2.3
"278","2018-08-07",2.33
"279","2018-08-08",2.33
"280","2018-08-09",2.33
"281","2018-08-10",2.32
"282","2018-08-13",2.269
"283","2018-08-14",2.57
"284","2018-08-15",2.31
"285","2018-08-16",2.5
"286","2018-08-17",2.695
"287","2018-08-20",2.6
"288","2018-08-21",2.59
"289","2018-08-22",2.62
"290","2018-08-23",2.69
"291","2018-08-24",2.58
"292","2018-08-27",2.62
"293","2018-08-28",2.516
"294","2018-08-29",2.537
"295","2018-08-30",2.43
"296","2018-08-31",2.61
"297","2018-09-04",2.58
"298","2018-09-05",2.381
"299","2018-09-06",2.37
"300","2018-09-07",2.58
"301","2018-09-10",2.7
"302","2018-09-11",2.985
"303","2018-09-12",3.1
"304","2018-09-13",3.2
"305","2018-09-14",3.12
"306","2018-09-17",3.1
"307","2018-09-18",3
"308","2018-09-19",2.92
"309","2018-09-20",3.25
"310","2018-09-21",3.31
"311","2018-09-24",3.57
"312","2018-09-25",3.41
"313","2018-09-26",3.4
"314","2018-09-27",3.11
"315","2018-09-28",3.06
"316","2018-10-01",2.98
"317","2018-10-02",3.09
"318","2018-10-03",3.1
"319","2018-10-04",2.86
"320","2018-10-05",2.86
"321","2018-10-08",2.86
"322","2018-10-09",2.82
"323","2018-10-10",2.55
"324","2018-10-11",2.25
"325","2018-10-12",2.44
"326","2018-10-15",2.51
"327","2018-10-16",2.82
"328","2018-10-17",3.18
"329","2018-10-18",3.2
"330","2018-10-19",4.14
"331","2018-10-22",4.51
"332","2018-10-23",4.47
"333","2018-10-24",3.88
"334","2018-10-25",4.36
"335","2018-10-26",5.1
"336","2018-10-29",5
"337","2018-10-30",5.4
"338","2018-10-31",5.4
"339","2018-11-01",4.98
"340","2018-11-02",4.83
"341","2018-11-05",5
"342","2018-11-06",4.5
"343","2018-11-07",4.45
"344","2018-11-08",4.52
"345","2018-11-09",4.47
"346","2018-11-12",4.12
"347","2018-11-13",3.97
"348","2018-11-14",3.98
"349","2018-11-15",4.21
"350","2018-11-16",4.18
"351","2018-11-19",4.03
"352","2018-11-20",3.95
"353","2018-11-21",4.11
"354","2018-11-23",3.97
"355","2018-11-26",3.92
"356","2018-11-27",3.92
"357","2018-11-28",3.38
"358","2018-11-29",3.16
"359","2018-11-30",3.31
"360","2018-12-03",3.09
"361","2018-12-04",2.93
"362","2018-12-06",2.32
"363","2018-12-07",2.21
"364","2018-12-10",2.15
"365","2018-12-11",2.23
"366","2018-12-12",2.39
"367","2018-12-13",2.25
"368","2018-12-14",2.14
"369","2018-12-17",2.02
"370","2018-12-18",1.95
"371","2018-12-19",1.92
"372","2018-12-20",1.75
"373","2018-12-21",1.67
"374","2018-12-24",1.585
"375","2018-12-26",1.88
"376","2018-12-27",1.78
"377","2018-12-28",1.78
"378","2018-12-31",1.5
"379","2019-01-02",1.75
"380","2019-01-03",1.67
"381","2019-01-04",1.83
"382","2019-01-07",2.16
"383","2019-01-08",2.06
"384","2019-01-09",2.16
"385","2019-01-10",2.17
"386","2019-01-11",2.15
"387","2019-01-14",1.96
"388","2019-01-15",1.89
"389","2019-01-16",1.83
"390","2019-01-17",1.86
"391","2019-01-18",1.86
"392","2019-01-22",1.72
"393","2019-01-23",1.79
"394","2019-01-24",1.76
"395","2019-01-25",1.85
"396","2019-01-28",1.95
"397","2019-01-29",2.19
"398","2019-01-30",2.18
"399","2019-01-31",2.1
"400","2019-02-01",2.04
"401","2019-02-04",2.02
"402","2019-02-05",2.03
"403","2019-02-06",1.95
"404","2019-02-07",1.91
"405","2019-02-08",1.87
"406","2019-02-11",2.02
"407","2019-02-12",1.98
"408","2019-02-13",2.02
"409","2019-02-14",1.96
"410","2019-02-15",1.9
"411","2019-02-19",1.8
"412","2019-02-20",1.75
"413","2019-02-21",1.82
"414","2019-02-22",1.79
"415","2019-02-25",1.77
"416","2019-02-26",1.67
"417","2019-02-27",1.67
"418","2019-02-28",1.65
"419","2019-03-01",1.7
"420","2019-03-04",1.75
"421","2019-03-05",1.76
"422","2019-03-06",1.75
"423","2019-03-07",1.74
"424","2019-03-08",1.93
"425","2019-03-11",1.9
"426","2019-03-12",2.64
"427","2019-03-13",2.52
"428","2019-03-14",2.38
"429","2019-03-15",2.34
"430","2019-03-18",2.41
"431","2019-03-19",2.8
"432","2019-03-20",2.9
"433","2019-03-21",3.29
"434","2019-03-22",3.21
"435","2019-03-25",3.09
"436","2019-03-26",3.08
"437","2019-03-27",2.98
"438","2019-03-28",2.84
"439","2019-03-29",1.66
"440","2019-04-01",1.59
"441","2019-04-02",1.74
"442","2019-04-03",1.68
"443","2019-04-04",1.6
"444","2019-04-05",1.57
"445","2019-04-08",1.58
"446","2019-04-09",1.55
"447","2019-04-10",1.52
"448","2019-04-11",1.52
"449","2019-04-12",1.52
"450","2019-04-15",1.51
"451","2019-04-16",1.577
"452","2019-04-17",1.6
"453","2019-04-18",1.53
"454","2019-04-22",1.54
"455","2019-04-23",1.53
"456","2019-04-24",1.55
"457","2019-04-25",1.53
"458","2019-04-26",1.53
"459","2019-04-29",1.56
"460","2019-04-30",1.53
"461","2019-05-01",1.5
"462","2019-05-02",1.45
"463","2019-05-03",1.54
"464","2019-05-06",1.51
"465","2019-05-07",1.52
"466","2019-05-08",1.43
"467","2019-05-09",1.46
"468","2019-05-10",1.42
"469","2019-05-13",1.38
"470","2019-05-14",1.37
"471","2019-05-15",1.076
"472","2019-05-16",1.12
"473","2019-05-17",1.14
"474","2019-05-20",1.23
"475","2019-05-21",1.2
"476","2019-05-22",1.16
"477","2019-05-23",1.07
"478","2019-05-24",1.13
"479","2019-05-28",1.04
"480","2019-05-29",1.02
"481","2019-05-30",1.12
"482","2019-05-31",1.17
"483","2019-06-03",1.13
"484","2019-06-04",1.19
"485","2019-06-05",1.22
"486","2019-06-06",1.08
"487","2019-06-07",1.15
"488","2019-06-10",1.16
"489","2019-06-11",1.17
"490","2019-06-12",1.23
"491","2019-06-13",1.681
"492","2019-06-14",1.65
"493","2019-06-17",1.54
"494","2019-06-18",1.58
"495","2019-06-19",1.62
"496","2019-06-20",1.72
"497","2019-06-21",1.65
"498","2019-06-24",1.66
"499","2019-06-25",2.04
"500","2019-06-26",1.92
"501","2019-06-27",1.94
"502","2019-06-28",1.71
"503","2019-07-01",1.66
"504","2019-07-02",1.56
"505","2019-07-03",1.55
"506","2019-07-05",1.55
"507","2019-07-08",1.57
"508","2019-07-09",1.63
"509","2019-07-10",1.58
"510","2019-07-11",1.43
"511","2019-07-12",1.51
"512","2019-07-15",1.51
"513","2019-07-16",1.535
"514","2019-07-17",1.46
"515","2019-07-18",1.46
"516","2019-07-19",1.46
"517","2019-07-22",1.45
"518","2019-07-23",1.485
"519","2019-07-24",1.52
"520","2019-07-25",1.49
"521","2019-07-26",1.54
"522","2019-07-29",1.64
"523","2019-07-30",1.59
"524","2019-07-31",1.5
"525","2019-08-01",1.42
"526","2019-08-02",1.44
"527","2019-08-05",1.34
"528","2019-08-06",1.38
"529","2019-08-07",1.4
"530","2019-08-08",1.42
"531","2019-08-09",1.36
"532","2019-08-12",1.35
"533","2019-08-13",1.39
"534","2019-08-14",1.39
"535","2019-08-15",1.33
"536","2019-08-16",1.36
"537","2019-08-19",1.43
"538","2019-08-20",1.45
"539","2019-08-21",1.45
"540","2019-08-22",1.55
"541","2019-08-23",1.49
"542","2019-08-26",1.56
"543","2019-08-27",1.56
"544","2019-08-28",1.57
"545","2019-08-29",1.55
"546","2019-08-30",1.7
"547","2019-09-03",1.79
"548","2019-09-04",1.8
"549","2019-09-05",1.868
"550","2019-09-06",1.79
"551","2019-09-09",1.69
"552","2019-09-10",1.71
"553","2019-09-11",1.68
"554","2019-09-12",1.72
"555","2019-09-13",1.69
"556","2019-09-16",1.705
"557","2019-09-17",1.61
"558","2019-09-18",1.53
"559","2019-09-19",1.57
"560","2019-09-20",1.56
"561","2019-09-23",1.536
"562","2019-09-24",1.48
"563","2019-09-25",1.336
"564","2019-09-26",1.17
"565","2019-09-27",1.077
"566","2019-09-30",1.06
"567","2019-10-01",1.01
"568","2019-10-02",1.06
"569","2019-10-03",1.08
"570","2019-10-04",1.15
"571","2019-10-07",1.16
"572","2019-10-08",1.14
"573","2019-10-09",1.15
"574","2019-10-10",1.15
"575","2019-10-11",1.15
"576","2019-10-14",1.11
"577","2019-10-15",1.16
"578","2019-10-16",1.215
"579","2019-10-17",1.376
"580","2019-10-18",1.242
"581","2019-10-21",1.27
"582","2019-10-22",1.167
"583","2019-10-23",1.12
"584","2019-10-24",1.05
"585","2019-10-25",1.09
"586","2019-10-28",1.11
"587","2019-10-29",1.1
"588","2019-10-30",1.065
"589","2019-10-31",1.057
"590","2019-11-01",1.096
"591","2019-11-04",1.06
"592","2019-11-05",1.06
"593","2019-11-06",1.05
"594","2019-11-07",1.06
"595","2019-11-08",1.047
"596","2019-11-11",1.03
"597","2019-11-12",1.029
"598","2019-11-13",1.035
"599","2019-11-14",1.045
"600","2019-11-15",1.02
"601","2019-11-18",0.906
"602","2019-11-19",0.76
"603","2019-11-20",0.65
"604","2019-11-21",0.68
"605","2019-11-22",0.69
"606","2019-11-25",0.72
"607","2019-11-26",0.744
"608","2019-11-27",0.769
"609","2019-11-29",0.839
"610","2019-12-02",0.841
"611","2019-12-03",0.923
"612","2019-12-04",1.01
"613","2019-12-05",0.905
"614","2019-12-06",0.93
"615","2019-12-09",0.93
"616","2019-12-10",0.907
"617","2019-12-11",0.9
"618","2019-12-12",1.05
"619","2019-12-13",1.04
"620","2019-12-16",1.037
"621","2019-12-17",1.04
"622","2019-12-18",1
"623","2019-12-19",1.359
"624","2019-12-20",1.26
"625","2019-12-23",1.189
"626","2019-12-24",1.265
"627","2019-12-26",1.34
"628","2019-12-27",1.38
"629","2019-12-30",1.56
"630","2019-12-31",1.68
"631","2020-01-02",1.9
"632","2020-01-03",1.74
"633","2020-01-06",2.14
"634","2020-01-07",1.92
"635","2020-01-08",1.81
"636","2020-01-09",1.7
"637","2020-01-10",1.81
"638","2020-01-13",1.69
"639","2020-01-14",1.82
"640","2020-01-15",1.71
"641","2020-01-16",1.81
"642","2020-01-17",1.83
"643","2020-01-21",1.88
"644","2020-01-22",1.99
"645","2020-01-23",1.85
"646","2020-01-24",1.71
"647","2020-01-27",1.66
"648","2020-01-28",1.625
"649","2020-01-29",1.4
"650","2020-01-30",1.499
"651","2020-01-31",1.45
"652","2020-02-03",1.46
"653","2020-02-04",1.48
"654","2020-02-05",1.51
"655","2020-02-06",1.51
"656","2020-02-07",1.4
"657","2020-02-10",1.33
"658","2020-02-11",1.39
"659","2020-02-12",1.424
"660","2020-02-13",1.39
"661","2020-02-14",1.35
"662","2020-02-18",1.29
"663","2020-02-19",1.29
"664","2020-02-20",1.25
"665","2020-02-21",1.22
"666","2020-02-24",1.25
"667","2020-02-25",1.23
"668","2020-02-26",1.21
"669","2020-02-27",1.179
"670","2020-02-28",1.099
"671","2020-03-02",1.1
"672","2020-03-03",1.08
"673","2020-03-04",1.12
"674","2020-03-05",1.11
"675","2020-03-06",1.11
"676","2020-03-09",1.07
"677","2020-03-10",1.03
"678","2020-03-11",1.003
"679","2020-03-12",0.823
"680","2020-03-13",0.9
"681","2020-03-16",0.772
"682","2020-03-17",0.74
"683","2020-03-18",0.75
"684","2020-03-19",0.816
"685","2020-03-20",0.876
"686","2020-03-23",0.78
"687","2020-03-24",0.914
"688","2020-03-25",0.873
"689","2020-03-26",0.885
"690","2020-03-27",0.76
"691","2020-03-30",0.683
"692","2020-03-31",0.722
"693","2020-04-01",0.68
"694","2020-04-02",0.639
"695","2020-04-03",0.66
"696","2020-04-06",0.654
"697","2020-04-07",0.71
"698","2020-04-08",0.716
"699","2020-04-09",0.7
"700","2020-04-13",0.742
"701","2020-04-14",0.876
"702","2020-04-15",0.87
"703","2020-04-16",0.86
"704","2020-04-17",0.853
"705","2020-04-20",0.81
"706","2020-04-21",0.765
"707","2020-04-22",0.786
"708","2020-04-23",0.826
"709","2020-04-24",0.836
"710","2020-04-27",0.87
"711","2020-04-28",0.811
"712","2020-04-29",0.78
"713","2020-04-30",0.776
"714","2020-05-01",0.756
"715","2020-05-04",0.71
"716","2020-05-05",0.713
"717","2020-05-06",0.68
"718","2020-05-07",0.736
"719","2020-05-08",0.726
"720","2020-05-11",0.685
"721","2020-05-12",0.675
"722","2020-05-13",0.63
"723","2020-05-14",0.715
"724","2020-05-15",0.681
"725","2020-05-18",0.65
"726","2020-05-19",0.665
"727","2020-05-20",0.699
"728","2020-05-21",0.709
"729","2020-05-22",0.79
"730","2020-05-26",0.84
"731","2020-05-27",0.875
"732","2020-05-28",0.89
"733","2020-05-29",0.92
"734","2020-06-01",0.91
"735","2020-06-02",0.909
"736","2020-06-03",0.94
"737","2020-06-04",0.93
"738","2020-06-05",0.928
"739","2020-06-08",0.92
"740","2020-06-09",0.948
"741","2020-06-10",0.951
"742","2020-06-11",0.85
"743","2020-06-12",0.865
"744","2020-06-15",0.932
"745","2020-06-16",1.05
"746","2020-06-17",1.1
"747","2020-06-18",1.05
"748","2020-06-19",1.05
"749","2020-06-22",1.04
"750","2020-06-23",1.03
"751","2020-06-24",0.96
"752","2020-06-25",0.93
"753","2020-06-26",0.97
"754","2020-06-29",1.02
"755","2020-06-30",0.962
"756","2020-07-01",0.93
"757","2020-07-02",0.899
"758","2020-07-06",0.888
"759","2020-07-07",0.9
"760","2020-07-08",0.925
"761","2020-07-09",0.909
"762","2020-07-10",0.889
"763","2020-07-13",0.895
"764","2020-07-14",0.891
"765","2020-07-15",0.894
"766","2020-07-16",0.925
"767","2020-07-17",0.931
"768","2020-07-20",1.009
"769","2020-07-21",1
"770","2020-07-22",1.01
"771","2020-07-23",0.97
"772","2020-07-24",1.04
"773","2020-07-27",1.011
"774","2020-07-28",1.04
"775","2020-07-29",1
"776","2020-07-30",1.01
"777","2020-07-31",0.985
"778","2020-08-03",0.954
"779","2020-08-04",0.965
"780","2020-08-05",0.995
"781","2020-08-06",0.984
"782","2020-08-07",0.974
"783","2020-08-10",0.98
"784","2020-08-11",0.967
"785","2020-08-12",0.928
"786","2020-08-13",0.879
"787","2020-08-14",0.92
"788","2020-08-17",0.9
"789","2020-08-18",0.899
"790","2020-08-19",0.9
"791","2020-08-20",0.93
"792","2020-08-21",0.935
"793","2020-08-24",0.884
"794","2020-08-25",0.852
"795","2020-08-26",0.841
"796","2020-08-27",0.841
"797","2020-08-28",0.824
"798","2020-08-31",0.82
"799","2020-09-01",0.82
"800","2020-09-02",0.81
"801","2020-09-03",0.795
"802","2020-09-04",0.718
"803","2020-09-08",0.771
"804","2020-09-09",0.79
"805","2020-09-10",0.798
"806","2020-09-11",0.8
"807","2020-09-14",0.79
"808","2020-09-15",0.79
"809","2020-09-16",0.81
"810","2020-09-17",0.78
"811","2020-09-18",0.752
"812","2020-09-21",0.758
"813","2020-09-22",0.751
"814","2020-09-23",0.74
"815","2020-09-24",0.742
"816","2020-09-25",0.752
"817","2020-09-28",0.742
"818","2020-09-29",0.747
"819","2020-09-30",0.732
"820","2020-10-01",0.72
"821","2020-10-02",0.7
"822","2020-10-05",0.706
"823","2020-10-06",0.73
"824","2020-10-07",0.704
"825","2020-10-08",0.724
"826","2020-10-09",0.715
"827","2020-10-12",0.728
"828","2020-10-13",0.72
"829","2020-10-14",0.729
"830","2020-10-15",0.715
"831","2020-10-16",0.714
"832","2020-10-19",0.698
"833","2020-10-20",0.71
"834","2020-10-21",0.726
"835","2020-10-22",0.73
"836","2020-10-23",0.78
"837","2020-10-26",0.724
"838","2020-10-27",0.704
"839","2020-10-28",0.69
"840","2020-10-29",0.718
"841","2020-10-30",0.688
"842","2020-11-02",0.71
"843","2020-11-03",0.698
"844","2020-11-04",0.69
"845","2020-11-05",0.706
"846","2020-11-06",0.701
"847","2020-11-09",0.73
"848","2020-11-10",0.722
"849","2020-11-11",0.712
"850","2020-11-12",0.77
"851","2020-11-13",0.844
"852","2020-11-16",0.811
"853","2020-11-17",0.834
"854","2020-11-18",0.8
"855","2020-11-19",0.81
"856","2020-11-20",0.792
"857","2020-11-23",0.796
"858","2020-11-24",0.83
"859","2020-11-25",0.835
"860","2020-11-27",0.851
