"","date","PRLB"
"1","2012-02-24",29
"2","2012-02-27",28.200001
"3","2012-02-28",29.27
"4","2012-02-29",30.75
"5","2012-03-01",30
"6","2012-03-02",28.540001
"7","2012-03-05",27.25
"8","2012-03-06",28
"9","2012-03-07",28.110001
"10","2012-03-08",30.360001
"11","2012-03-09",31.41
"12","2012-03-12",31.799999
"13","2012-03-13",31.66
"14","2012-03-14",33
"15","2012-03-15",34.240002
"16","2012-03-16",34.490002
"17","2012-03-19",33.5
"18","2012-03-20",32.470001
"19","2012-03-21",31.879999
"20","2012-03-22",32.029999
"21","2012-03-23",32.450001
"22","2012-03-26",33.209999
"23","2012-03-27",32.25
"24","2012-03-28",32.419998
"25","2012-03-29",33.619999
"26","2012-03-30",34.09
"27","2012-04-02",35.130001
"28","2012-04-03",35.200001
"29","2012-04-04",31.860001
"30","2012-04-05",32.150002
"31","2012-04-09",33.959999
"32","2012-04-10",33.700001
"33","2012-04-11",33.029999
"34","2012-04-12",32.16
"35","2012-04-13",30.799999
"36","2012-04-16",30.09
"37","2012-04-17",30.540001
"38","2012-04-18",30.4
"39","2012-04-19",31.860001
"40","2012-04-20",33.400002
"41","2012-04-23",32.900002
"42","2012-04-24",33.150002
"43","2012-04-25",33.810001
"44","2012-04-26",35.130001
"45","2012-04-27",36.310001
"46","2012-04-30",37.099998
"47","2012-05-01",38.650002
"48","2012-05-02",37.860001
"49","2012-05-03",29.48
"50","2012-05-04",30.32
"51","2012-05-07",30.58
"52","2012-05-08",29.629999
"53","2012-05-09",29.709999
"54","2012-05-10",32.150002
"55","2012-05-11",32.150002
"56","2012-05-14",31.889999
"57","2012-05-15",30.77
"58","2012-05-16",30.969999
"59","2012-05-17",31.07
"60","2012-05-18",31.290001
"61","2012-05-21",31.299999
"62","2012-05-22",31.809999
"63","2012-05-23",31.98
"64","2012-05-24",33.610001
"65","2012-05-25",34.259998
"66","2012-05-29",34.23
"67","2012-05-30",35.619999
"68","2012-05-31",36.889999
"69","2012-06-01",35.040001
"70","2012-06-04",36.490002
"71","2012-06-05",35.75
"72","2012-06-06",35.91
"73","2012-06-07",35.02
"74","2012-06-08",34.23
"75","2012-06-11",34.209999
"76","2012-06-12",34.330002
"77","2012-06-13",35.349998
"78","2012-06-14",35.529999
"79","2012-06-15",35.849998
"80","2012-06-18",35.939999
"81","2012-06-19",35.869999
"82","2012-06-20",38.029999
"83","2012-06-21",35.490002
"84","2012-06-22",33.889999
"85","2012-06-25",32.299999
"86","2012-06-26",30.440001
"87","2012-06-27",30.02
"88","2012-06-28",29.389999
"89","2012-06-29",28.76
"90","2012-07-02",30.09
"91","2012-07-03",31.77
"92","2012-07-05",30.950001
"93","2012-07-06",29.9
"94","2012-07-09",29.889999
"95","2012-07-10",30
"96","2012-07-11",32.110001
"97","2012-07-12",33.810001
"98","2012-07-13",33.720001
"99","2012-07-16",34.110001
"100","2012-07-17",37.73
"101","2012-07-18",37.84
"102","2012-07-19",37.5
"103","2012-07-20",35.169998
"104","2012-07-23",33.970001
"105","2012-07-24",32
"106","2012-07-25",33.48
"107","2012-07-26",35.400002
"108","2012-07-27",37.099998
"109","2012-07-30",36.27
"110","2012-07-31",37.830002
"111","2012-08-01",39.439999
"112","2012-08-02",37.759998
"113","2012-08-03",37.889999
"114","2012-08-06",37.23
"115","2012-08-07",36.919998
"116","2012-08-08",36.689999
"117","2012-08-09",35.619999
"118","2012-08-10",34.73
"119","2012-08-13",35.139999
"120","2012-08-14",33.950001
"121","2012-08-15",35.220001
"122","2012-08-16",36.150002
"123","2012-08-17",35.389999
"124","2012-08-20",33.990002
"125","2012-08-21",33.389999
"126","2012-08-22",33
"127","2012-08-23",32.02
"128","2012-08-24",32.639999
"129","2012-08-27",31.700001
"130","2012-08-28",31.85
"131","2012-08-29",31.700001
"132","2012-08-30",31.17
"133","2012-08-31",31.459999
"134","2012-09-04",30.790001
"135","2012-09-05",30.35
"136","2012-09-06",31.25
"137","2012-09-07",32.389999
"138","2012-09-10",32.5
"139","2012-09-11",32.299999
"140","2012-09-12",32.290001
"141","2012-09-13",32.790001
"142","2012-09-14",32.68
"143","2012-09-17",32.650002
"144","2012-09-18",32.709999
"145","2012-09-19",32.810001
"146","2012-09-20",33.290001
"147","2012-09-21",33.400002
"148","2012-09-24",33.470001
"149","2012-09-25",33.73
"150","2012-09-26",33.57
"151","2012-09-27",33.009998
"152","2012-09-28",33.82
"153","2012-10-01",33.880001
"154","2012-10-02",32.790001
"155","2012-10-03",32.349998
"156","2012-10-04",32.669998
"157","2012-10-05",33.169998
"158","2012-10-08",32.66
"159","2012-10-09",31.41
"160","2012-10-10",30.59
"161","2012-10-11",30.969999
"162","2012-10-12",30.110001
"163","2012-10-15",30.33
"164","2012-10-16",31.110001
"165","2012-10-17",31.33
"166","2012-10-18",30.459999
"167","2012-10-19",29.6
"168","2012-10-22",28.49
"169","2012-10-23",29.5
"170","2012-10-24",29.93
"171","2012-10-25",35.959999
"172","2012-10-26",35.68
"173","2012-10-31",34.700001
"174","2012-11-01",34.759998
"175","2012-11-02",33.490002
"176","2012-11-05",33.959999
"177","2012-11-06",33.610001
"178","2012-11-07",33.07
"179","2012-11-08",33.220001
"180","2012-11-09",34.450001
"181","2012-11-12",33.830002
"182","2012-11-13",32.57
"183","2012-11-14",31.639999
"184","2012-11-15",31.780001
"185","2012-11-16",32.080002
"186","2012-11-19",33.970001
"187","2012-11-20",33.939999
"188","2012-11-21",34.240002
"189","2012-11-23",34.07
"190","2012-11-26",35.509998
"191","2012-11-27",35.880001
"192","2012-11-28",35.25
"193","2012-11-29",36.110001
"194","2012-11-30",36.48
"195","2012-12-03",36
"196","2012-12-04",35.630001
"197","2012-12-05",34.970001
"198","2012-12-06",35.560001
"199","2012-12-07",35.560001
"200","2012-12-10",35.669998
"201","2012-12-11",36.41
"202","2012-12-12",37.099998
"203","2012-12-13",36.25
"204","2012-12-14",35.560001
"205","2012-12-17",35.919998
"206","2012-12-18",36.380001
"207","2012-12-19",37.560001
"208","2012-12-20",38.240002
"209","2012-12-21",37.32
"210","2012-12-24",37.400002
"211","2012-12-26",37.709999
"212","2012-12-27",36.049999
"213","2012-12-28",37.849998
"214","2012-12-31",39.419998
"215","2013-01-02",39.119999
"216","2013-01-03",38.849998
"217","2013-01-04",38.200001
"218","2013-01-07",38.900002
"219","2013-01-08",38.119999
"220","2013-01-09",39.16
"221","2013-01-10",38.740002
"222","2013-01-11",38.900002
"223","2013-01-14",38.669998
"224","2013-01-15",39.490002
"225","2013-01-16",42.709999
"226","2013-01-17",44.220001
"227","2013-01-18",44.560001
"228","2013-01-22",44.389999
"229","2013-01-23",42.130001
"230","2013-01-24",43.450001
"231","2013-01-25",43
"232","2013-01-28",40.900002
"233","2013-01-29",41.349998
"234","2013-01-30",41.509998
"235","2013-01-31",41.130001
"236","2013-02-01",41.880001
"237","2013-02-04",41.860001
"238","2013-02-05",40.919998
"239","2013-02-06",39.990002
"240","2013-02-07",39.77
"241","2013-02-08",41.200001
"242","2013-02-11",41.759998
"243","2013-02-12",42
"244","2013-02-13",52.82
"245","2013-02-14",48.470001
"246","2013-02-15",47.080002
"247","2013-02-19",48.98
"248","2013-02-20",46.880001
