"","date","BIIB"
"1","2007-01-03",49.330002
"2","2007-01-04",49.75
"3","2007-01-05",49.759998
"4","2007-01-08",50.02
"5","2007-01-09",49.5
"6","2007-01-10",49.279999
"7","2007-01-11",50.439999
"8","2007-01-12",50.970001
"9","2007-01-16",51.799999
"10","2007-01-17",51.900002
"11","2007-01-18",51.52
"12","2007-01-19",51.84
"13","2007-01-22",50.18
"14","2007-01-23",49.130001
"15","2007-01-24",48.790001
"16","2007-01-25",47.790001
"17","2007-01-26",47.52
"18","2007-01-29",47.68
"19","2007-01-30",48.049999
"20","2007-01-31",48.34
"21","2007-02-01",49.389999
"22","2007-02-02",49.299999
"23","2007-02-05",49.029999
"24","2007-02-06",48.939999
"25","2007-02-07",49.32
"26","2007-02-08",49.639999
"27","2007-02-09",49.5
"28","2007-02-12",49.310001
"29","2007-02-13",49.169998
"30","2007-02-14",50.490002
"31","2007-02-15",48
"32","2007-02-16",48.25
"33","2007-02-20",47.200001
"34","2007-02-21",47.02
"35","2007-02-22",47.18
"36","2007-02-23",46.900002
"37","2007-02-26",47.169998
"38","2007-02-27",45.880001
"39","2007-02-28",45.189999
"40","2007-03-01",44.57
"41","2007-03-02",43.66
"42","2007-03-05",43.41
"43","2007-03-06",44.18
"44","2007-03-07",43.779999
"45","2007-03-08",43.130001
"46","2007-03-09",43.299999
"47","2007-03-12",44.09
"48","2007-03-13",43.16
"49","2007-03-14",44.110001
"50","2007-03-15",44.099998
"51","2007-03-16",43.549999
"52","2007-03-19",44.400002
"53","2007-03-20",44.709999
"54","2007-03-21",45.810001
"55","2007-03-22",45.529999
"56","2007-03-23",45.900002
"57","2007-03-26",45.639999
"58","2007-03-27",45.139999
"59","2007-03-28",44.84
"60","2007-03-29",44.279999
"61","2007-03-30",44.380001
"62","2007-04-02",44.310001
"63","2007-04-03",44.810001
"64","2007-04-04",44.91
"65","2007-04-05",45.02
"66","2007-04-09",44.389999
"67","2007-04-10",44.419998
"68","2007-04-11",43.68
"69","2007-04-12",45.07
"70","2007-04-13",45.57
"71","2007-04-16",45.459999
"72","2007-04-17",45.619999
"73","2007-04-18",45.790001
"74","2007-04-19",45.860001
"75","2007-04-20",46.639999
"76","2007-04-23",48.860001
"77","2007-04-24",48.279999
"78","2007-04-25",48
"79","2007-04-26",48.110001
"80","2007-04-27",47.990002
"81","2007-04-30",47.209999
"82","2007-05-01",48
"83","2007-05-02",48.02
"84","2007-05-03",47.279999
"85","2007-05-04",46.91
"86","2007-05-07",47.419998
"87","2007-05-08",47.369999
"88","2007-05-09",47.25
"89","2007-05-10",46.029999
"90","2007-05-11",46.639999
"91","2007-05-14",46.599998
"92","2007-05-15",46.400002
"93","2007-05-16",47.189999
"94","2007-05-17",46.450001
"95","2007-05-18",46.380001
"96","2007-05-21",46.900002
"97","2007-05-22",47.009998
"98","2007-05-23",48.130001
"99","2007-05-24",47.91
"100","2007-05-25",49.470001
"101","2007-05-29",49.209999
"102","2007-05-30",52.130001
"103","2007-05-31",52.220001
"104","2007-06-01",52.290001
"105","2007-06-04",52.25
"106","2007-06-05",52.02
"107","2007-06-06",51.919998
"108","2007-06-07",50.860001
"109","2007-06-08",51.529999
"110","2007-06-11",51.209999
"111","2007-06-12",51.07
"112","2007-06-13",51.490002
"113","2007-06-14",51.209999
"114","2007-06-15",51.330002
"115","2007-06-18",51.630001
"116","2007-06-19",51.849998
"117","2007-06-20",51.369999
"118","2007-06-21",52
"119","2007-06-22",51.580002
"120","2007-06-25",51.75
"121","2007-06-26",52.360001
"122","2007-06-27",53.57
"123","2007-06-28",53.549999
"124","2007-06-29",53.5
"125","2007-07-02",53.810001
"126","2007-07-03",54.549999
"127","2007-07-05",54.450001
"128","2007-07-06",54.5
"129","2007-07-09",54.779999
"130","2007-07-10",54.509998
"131","2007-07-11",54.849998
"132","2007-07-12",55.5
"133","2007-07-13",55.919998
"134","2007-07-16",55.34
"135","2007-07-17",54.759998
"136","2007-07-18",55.18
"137","2007-07-19",55.02
"138","2007-07-20",54.939999
"139","2007-07-23",54.75
"140","2007-07-24",56.240002
"141","2007-07-25",59.009998
"142","2007-07-26",58.189999
"143","2007-07-27",57.009998
"144","2007-07-30",55.43
"145","2007-07-31",56.540001
"146","2007-08-01",55.630001
"147","2007-08-02",56.490002
"148","2007-08-03",56.650002
"149","2007-08-06",56.740002
"150","2007-08-07",58.279999
"151","2007-08-08",58.889999
"152","2007-08-09",58.130001
"153","2007-08-10",57.849998
"154","2007-08-13",58.830002
"155","2007-08-14",59.450001
"156","2007-08-15",58.459999
"157","2007-08-16",59.099998
"158","2007-08-17",60.200001
"159","2007-08-20",59.959999
"160","2007-08-21",59.599998
"161","2007-08-22",59.560001
"162","2007-08-23",59.970001
"163","2007-08-24",62.889999
"164","2007-08-27",62.93
"165","2007-08-28",62.080002
"166","2007-08-29",62.860001
"167","2007-08-30",64.589996
"168","2007-08-31",63.82
"169","2007-09-04",63.549999
"170","2007-09-05",62.869999
"171","2007-09-06",66.529999
"172","2007-09-07",65.779999
"173","2007-09-10",65.220001
"174","2007-09-11",65.5
"175","2007-09-12",64.709999
"176","2007-09-13",65.400002
"177","2007-09-14",65.419998
"178","2007-09-17",64.5
"179","2007-09-18",66.800003
"180","2007-09-19",67.459999
"181","2007-09-20",67.099998
"182","2007-09-21",67.389999
"183","2007-09-24",68.449997
"184","2007-09-25",68
"185","2007-09-26",68.150002
"186","2007-09-27",66.449997
"187","2007-09-28",66.330002
"188","2007-10-01",67.940002
"189","2007-10-02",65.660004
"190","2007-10-03",65.349998
"191","2007-10-04",65.879997
"192","2007-10-05",67.629997
"193","2007-10-08",66.419998
"194","2007-10-09",67.239998
"195","2007-10-10",67.410004
"196","2007-10-11",67.120003
"197","2007-10-12",69.43
"198","2007-10-15",82.510002
"199","2007-10-16",79.290001
"200","2007-10-17",79.260002
"201","2007-10-18",79.309998
"202","2007-10-19",80.220001
"203","2007-10-22",80.110001
"204","2007-10-23",78.93
"205","2007-10-24",76.720001
"206","2007-10-25",76.300003
"207","2007-10-26",76.720001
"208","2007-10-29",74.82
"209","2007-10-30",73.790001
"210","2007-10-31",74.440002
"211","2007-11-01",72.870003
"212","2007-11-02",73.980003
"213","2007-11-05",73.519997
"214","2007-11-06",73.440002
"215","2007-11-07",71.129997
"216","2007-11-08",74.989998
"217","2007-11-09",72.290001
"218","2007-11-12",69.879997
"219","2007-11-13",70.830002
"220","2007-11-14",70.010002
"221","2007-11-15",69.919998
"222","2007-11-16",70.040001
"223","2007-11-19",70.25
"224","2007-11-20",70.209999
"225","2007-11-21",68.629997
"226","2007-11-23",69.510002
"227","2007-11-26",68
"228","2007-11-27",69.75
"229","2007-11-28",70.279999
"230","2007-11-29",72.769997
"231","2007-11-30",74.120003
"232","2007-12-03",73.82
"233","2007-12-04",72.550003
"234","2007-12-05",74
"235","2007-12-06",73.93
"236","2007-12-07",74.940002
"237","2007-12-10",73.970001
"238","2007-12-11",75.389999
"239","2007-12-12",75.879997
"240","2007-12-13",57.91
"241","2007-12-14",58.790001
"242","2007-12-17",55.57
"243","2007-12-18",55.990002
"244","2007-12-19",55.5
"245","2007-12-20",56.959999
"246","2007-12-21",57.669998
"247","2007-12-24",58.41
"248","2007-12-26",59.34
"249","2007-12-27",58.330002
"250","2007-12-28",57.84
"251","2007-12-31",56.919998
"252","2008-01-02",55.869999
"253","2008-01-03",56.299999
"254","2008-01-04",55.220001
"255","2008-01-07",59.220001
"256","2008-01-08",55.970001
"257","2008-01-09",58.400002
"258","2008-01-10",59.18
"259","2008-01-11",59.02
"260","2008-01-14",59.98
"261","2008-01-15",59.310001
"262","2008-01-16",59.990002
"263","2008-01-17",61.049999
"264","2008-01-18",59.91
"265","2008-01-22",56.709999
"266","2008-01-23",59.23
"267","2008-01-24",58.130001
"268","2008-01-25",58.919998
"269","2008-01-28",58.130001
"270","2008-01-29",61.049999
"271","2008-01-30",60
"272","2008-01-31",60.950001
"273","2008-02-01",61.759998
"274","2008-02-04",63.290001
"275","2008-02-05",60.52
"276","2008-02-06",60.52
"277","2008-02-07",61.580002
"278","2008-02-08",61.5
"279","2008-02-11",60.939999
"280","2008-02-12",60.560001
"281","2008-02-13",63.240002
"282","2008-02-14",62.869999
"283","2008-02-15",62.200001
"284","2008-02-19",60.669998
"285","2008-02-20",61.240002
"286","2008-02-21",60.209999
"287","2008-02-22",60.34
"288","2008-02-25",61.299999
"289","2008-02-26",61.529999
"290","2008-02-27",60.130001
"291","2008-02-28",60.580002
"292","2008-02-29",58.360001
"293","2008-03-03",58.84
"294","2008-03-04",59.139999
"295","2008-03-05",59.689999
"296","2008-03-06",56.630001
"297","2008-03-07",56.200001
"298","2008-03-10",54.740002
"299","2008-03-11",57.68
"300","2008-03-12",59.380001
"301","2008-03-13",60.450001
"302","2008-03-14",60.330002
"303","2008-03-17",58.700001
"304","2008-03-18",59.970001
"305","2008-03-19",58.400002
"306","2008-03-20",59
"307","2008-03-24",61.459999
"308","2008-03-25",61.189999
"309","2008-03-26",62.990002
"310","2008-03-27",62.459999
"311","2008-03-28",60.73
"312","2008-03-31",61.689999
"313","2008-04-01",64.010002
"314","2008-04-02",62.91
"315","2008-04-03",62.939999
"316","2008-04-04",64.010002
"317","2008-04-07",63.790001
"318","2008-04-08",65.120003
"319","2008-04-09",64.690002
"320","2008-04-10",66.43
"321","2008-04-11",64.220001
"322","2008-04-14",63.720001
"323","2008-04-15",64.93
"324","2008-04-16",65.889999
"325","2008-04-17",65.82
"326","2008-04-18",65
"327","2008-04-21",64.900002
"328","2008-04-22",64.620003
"329","2008-04-23",64.510002
"330","2008-04-24",63.669998
"331","2008-04-25",65.120003
"332","2008-04-28",64.669998
"333","2008-04-29",61.330002
"334","2008-04-30",60.689999
"335","2008-05-01",62.330002
"336","2008-05-02",62.310001
"337","2008-05-05",63.009998
"338","2008-05-06",63.139999
"339","2008-05-07",62.02
"340","2008-05-08",62.700001
"341","2008-05-09",62.07
"342","2008-05-12",63.049999
"343","2008-05-13",62.32
"344","2008-05-14",62.349998
"345","2008-05-15",62.900002
"346","2008-05-16",63.5
"347","2008-05-19",62.75
"348","2008-05-20",63.060001
"349","2008-05-21",61.619999
"350","2008-05-22",62.080002
"351","2008-05-23",61.02
"352","2008-05-27",62.060001
"353","2008-05-28",63.130001
"354","2008-05-29",63.73
"355","2008-05-30",62.75
"356","2008-06-02",61.41
"357","2008-06-03",61.709999
"358","2008-06-04",62.25
"359","2008-06-05",64.57
"360","2008-06-06",62.419998
"361","2008-06-09",61.279999
"362","2008-06-10",60.439999
"363","2008-06-11",58.900002
"364","2008-06-12",58.580002
"365","2008-06-13",59.900002
"366","2008-06-16",59.580002
"367","2008-06-17",58.349998
"368","2008-06-18",58.5
"369","2008-06-19",59.169998
"370","2008-06-20",58.009998
"371","2008-06-23",56.529999
"372","2008-06-24",57.84
"373","2008-06-25",58.119999
"374","2008-06-26",56.34
"375","2008-06-27",57.040001
"376","2008-06-30",55.889999
"377","2008-07-01",59.34
"378","2008-07-02",58.360001
"379","2008-07-03",58.200001
"380","2008-07-07",58.869999
"381","2008-07-08",62.939999
"382","2008-07-09",61.029999
"383","2008-07-10",60.939999
"384","2008-07-11",62.200001
"385","2008-07-14",61.02
"386","2008-07-15",63.48
"387","2008-07-16",63.580002
"388","2008-07-17",63
"389","2008-07-18",64.650002
"390","2008-07-21",66.849998
"391","2008-07-22",71.279999
"392","2008-07-23",71.379997
"393","2008-07-24",71.279999
"394","2008-07-25",69.5
"395","2008-07-28",69.489998
"396","2008-07-29",70.5
"397","2008-07-30",71.269997
"398","2008-07-31",69.760002
"399","2008-08-01",50.009998
"400","2008-08-04",49.740002
"401","2008-08-05",50.509998
"402","2008-08-06",50.220001
"403","2008-08-07",49.880001
"404","2008-08-08",49.900002
"405","2008-08-11",50.759998
"406","2008-08-12",52.209999
"407","2008-08-13",52.470001
"408","2008-08-14",53.73
"409","2008-08-15",54.650002
"410","2008-08-18",54.43
"411","2008-08-19",54.299999
"412","2008-08-20",54.099998
"413","2008-08-21",53.16
"414","2008-08-22",52.380001
"415","2008-08-25",53.48
"416","2008-08-26",52.09
"417","2008-08-27",51.09
"418","2008-08-28",51.330002
"419","2008-08-29",50.93
"420","2008-09-02",50.34
"421","2008-09-03",50.169998
"422","2008-09-04",48.16
"423","2008-09-05",48.59
"424","2008-09-08",47.5
"425","2008-09-09",46.720001
"426","2008-09-10",47.299999
"427","2008-09-11",48.470001
"428","2008-09-12",48.700001
"429","2008-09-15",46.59
"430","2008-09-16",48.48
"431","2008-09-17",45.369999
"432","2008-09-18",47.139999
"433","2008-09-19",49.98
"434","2008-09-22",48.099998
"435","2008-09-23",47.130001
"436","2008-09-24",46.720001
"437","2008-09-25",48.830002
"438","2008-09-26",49.77
"439","2008-09-29",48.889999
"440","2008-09-30",50.290001
