"","date","XOM"
"1","2007-01-03",74.110001
"2","2007-01-04",72.720001
"3","2007-01-05",73.239998
"4","2007-01-08",72.650002
"5","2007-01-09",72.089996
"6","2007-01-10",70.989998
"7","2007-01-11",70.980003
"8","2007-01-12",72.660004
"9","2007-01-16",71.629997
"10","2007-01-17",72.459999
"11","2007-01-18",71.959999
"12","2007-01-19",73.529999
"13","2007-01-22",72.900002
"14","2007-01-23",74.489998
"15","2007-01-24",74.900002
"16","2007-01-25",73.519997
"17","2007-01-26",73.610001
"18","2007-01-29",73.199997
"19","2007-01-30",74.389999
"20","2007-01-31",74.099998
"21","2007-02-01",75.080002
"22","2007-02-02",75.540001
"23","2007-02-05",75.669998
"24","2007-02-06",75.459999
"25","2007-02-07",74.790001
"26","2007-02-08",75.459999
"27","2007-02-09",75.220001
"28","2007-02-12",74.599998
"29","2007-02-13",75.449997
"30","2007-02-14",75.599998
"31","2007-02-15",75.339996
"32","2007-02-16",75.290001
"33","2007-02-20",74.870003
"34","2007-02-21",74.779999
"35","2007-02-22",75.080002
"36","2007-02-23",75.220001
"37","2007-02-26",75.400002
"38","2007-02-27",71.830002
"39","2007-02-28",71.68
"40","2007-03-01",70.989998
"41","2007-03-02",70.010002
"42","2007-03-05",69.980003
"43","2007-03-06",71
"44","2007-03-07",71.639999
"45","2007-03-08",71.849998
"46","2007-03-09",71.120003
"47","2007-03-12",70.870003
"48","2007-03-13",69.910004
"49","2007-03-14",71.019997
"50","2007-03-15",70.690002
"51","2007-03-16",69.860001
"52","2007-03-19",71.099998
"53","2007-03-20",72
"54","2007-03-21",73.230003
"55","2007-03-22",74.360001
"56","2007-03-23",75.019997
"57","2007-03-26",75.470001
"58","2007-03-27",75.709999
"59","2007-03-28",75.559998
"60","2007-03-29",76.239998
"61","2007-03-30",75.449997
"62","2007-04-02",76.160004
"63","2007-04-03",76.800003
"64","2007-04-04",77.110001
"65","2007-04-05",77.220001
"66","2007-04-09",76.800003
"67","2007-04-10",77.57
"68","2007-04-11",76.769997
"69","2007-04-12",77.389999
"70","2007-04-13",77.410004
"71","2007-04-16",78.169998
"72","2007-04-17",78.400002
"73","2007-04-18",78.199997
"74","2007-04-19",77.459999
"75","2007-04-20",79.760002
"76","2007-04-23",79.199997
"77","2007-04-24",78.599998
"78","2007-04-25",79.919998
"79","2007-04-26",80.550003
"80","2007-04-27",80.360001
"81","2007-04-30",79.379997
"82","2007-05-01",79.660004
"83","2007-05-02",79.82
"84","2007-05-03",80.68
"85","2007-05-04",80.550003
"86","2007-05-07",80.830002
"87","2007-05-08",81.379997
"88","2007-05-09",81.419998
"89","2007-05-10",79.389999
"90","2007-05-11",81.230003
"91","2007-05-14",81.25
"92","2007-05-15",81.129997
"93","2007-05-16",81.449997
"94","2007-05-17",81.800003
"95","2007-05-18",83.260002
"96","2007-05-21",83.589996
"97","2007-05-22",82.769997
"98","2007-05-23",82.989998
"99","2007-05-24",82.279999
"100","2007-05-25",83.510002
"101","2007-05-29",82.620003
"102","2007-05-30",84
"103","2007-05-31",83.169998
"104","2007-06-01",84.220001
"105","2007-06-04",84.220001
"106","2007-06-05",84.260002
"107","2007-06-06",83.620003
"108","2007-06-07",81.959999
"109","2007-06-08",82.68
"110","2007-06-11",83.059998
"111","2007-06-12",82
"112","2007-06-13",83.349998
"113","2007-06-14",84.769997
"114","2007-06-15",85.940002
"115","2007-06-18",86.360001
"116","2007-06-19",85.839996
"117","2007-06-20",82.82
"118","2007-06-21",84.300003
"119","2007-06-22",82.519997
"120","2007-06-25",82.370003
"121","2007-06-26",81.82
"122","2007-06-27",83.480003
"123","2007-06-28",83.599998
"124","2007-06-29",83.879997
"125","2007-07-02",84.82
"126","2007-07-03",85.360001
"127","2007-07-05",85.160004
"128","2007-07-06",86.459999
"129","2007-07-09",87.440002
"130","2007-07-10",86.5
"131","2007-07-11",87.290001
"132","2007-07-12",89.620003
"133","2007-07-13",90.330002
"134","2007-07-16",89.699997
"135","2007-07-17",89.089996
"136","2007-07-18",91.150002
"137","2007-07-19",92.290001
"138","2007-07-20",91.940002
"139","2007-07-23",93.440002
"140","2007-07-24",90.839996
"141","2007-07-25",92.790001
"142","2007-07-26",88.230003
"143","2007-07-27",85.589996
"144","2007-07-30",86.010002
"145","2007-07-31",85.129997
"146","2007-08-01",85.839996
"147","2007-08-02",85.18
"148","2007-08-03",82.080002
"149","2007-08-06",83.540001
"150","2007-08-07",85.699997
"151","2007-08-08",87.900002
"152","2007-08-09",83.599998
"153","2007-08-10",84.510002
"154","2007-08-13",82.919998
"155","2007-08-14",83.129997
"156","2007-08-15",81.690002
"157","2007-08-16",80.669998
"158","2007-08-17",84.139999
"159","2007-08-20",84.529999
"160","2007-08-21",83.150002
"161","2007-08-22",83.580002
"162","2007-08-23",83.75
"163","2007-08-24",85.690002
"164","2007-08-27",85.120003
"165","2007-08-28",83
"166","2007-08-29",85.230003
"167","2007-08-30",85.400002
"168","2007-08-31",85.730003
"169","2007-09-04",87.230003
"170","2007-09-05",87.220001
"171","2007-09-06",87.489998
"172","2007-09-07",85.75
"173","2007-09-10",84.860001
"174","2007-09-11",86.940002
"175","2007-09-12",87.650002
"176","2007-09-13",88.620003
"177","2007-09-14",88.669998
"178","2007-09-17",89.260002
"179","2007-09-18",91.760002
"180","2007-09-19",92.120003
"181","2007-09-20",92.089996
"182","2007-09-21",92.309998
"183","2007-09-24",91.730003
"184","2007-09-25",91.959999
"185","2007-09-26",92.370003
"186","2007-09-27",92.970001
"187","2007-09-28",92.559998
"188","2007-10-01",93.949997
"189","2007-10-02",92.239998
"190","2007-10-03",91.330002
"191","2007-10-04",90.919998
"192","2007-10-05",91.360001
"193","2007-10-08",90.68
"194","2007-10-09",92.669998
"195","2007-10-10",93.129997
"196","2007-10-11",92.660004
"197","2007-10-12",93.480003
"198","2007-10-15",94.82
"199","2007-10-16",94.739998
"200","2007-10-17",94.800003
"201","2007-10-18",95.050003
"202","2007-10-19",92.139999
"203","2007-10-22",90.910004
"204","2007-10-23",91.349998
"205","2007-10-24",92.129997
"206","2007-10-25",91.57
"207","2007-10-26",92.209999
"208","2007-10-29",93.610001
"209","2007-10-30",91.139999
"210","2007-10-31",91.989998
"211","2007-11-01",88.5
"212","2007-11-02",87.93
