"","date","FWONK"
"1","2014-07-08",24.624546
"2","2014-07-09",24.967628
"3","2014-07-10",24.275928
"4","2014-07-11",24.43087
"5","2014-07-14",24.624546
"6","2014-07-15",24.679882
"7","2014-07-16",25.067234
"8","2014-07-17",25.094902
"9","2014-07-18",25.177906
"10","2014-07-21",25.327314
"11","2014-07-22",25.288578
"12","2014-07-23",25.454586
"13","2014-07-24",26.157354
"14","2014-07-25",25.725733
"15","2014-07-28",25.67593
"16","2014-07-29",26.063284
"17","2014-07-30",26.461702
"18","2014-07-31",26.007948
"19","2014-08-01",25.753401
"20","2014-08-04",25.79767
"21","2014-08-05",25.637196
"22","2014-08-06",25.714666
"23","2014-08-07",25.67593
"24","2014-08-08",25.753401
"25","2014-08-11",25.67593
"26","2014-08-12",25.642729
"27","2014-08-13",25.941544
"28","2014-08-14",26.738382
"29","2014-08-15",27.053799
"30","2014-08-18",27.003996
"31","2014-08-19",26.90439
"32","2014-08-20",27.081467
"33","2014-08-21",27.103601
"34","2014-08-22",26.926525
"35","2014-08-25",26.832455
"36","2014-08-26",26.616644
"37","2014-08-27",26.749451
"38","2014-08-28",26.832455
"39","2014-08-29",26.821386
"40","2014-09-02",26.954193
"41","2014-09-03",26.94866
"42","2014-09-04",26.788185
"43","2014-09-05",26.94866
"44","2014-09-08",26.893324
"45","2014-09-09",26.804787
"46","2014-09-10",27.153404
"47","2014-09-11",27.125736
"48","2014-09-12",26.998463
"49","2014-09-15",26.932058
"50","2014-09-16",27.031664
"51","2014-09-17",27.219807
"52","2014-09-18",27.181072
"53","2014-09-19",27.142336
"54","2014-09-22",26.234825
"55","2014-09-23",25.941544
"56","2014-09-24",26.041149
"57","2014-09-25",25.841938
"58","2014-09-26",26.207157
"59","2014-09-29",25.841938
"60","2014-09-30",26.002413
"61","2014-10-01",25.349447
"62","2014-10-02",25.349447
"63","2014-10-03",25.781069
"64","2014-10-06",25.504389
"65","2014-10-07",25.255377
"66","2014-10-08",25.543123
"67","2014-10-09",24.790554
"68","2014-10-10",24.093319
"69","2014-10-13",23.385017
"70","2014-10-14",23.528893
"71","2014-10-15",23.407152
"72","2014-10-16",23.357349
"73","2014-10-17",23.971581
"74","2014-10-20",24.331264
"75","2014-10-21",25.38265
"76","2014-10-22",24.713083
"77","2014-10-23",25.222176
"78","2014-10-24",25.360516
"79","2014-10-27",25.465654
"80","2014-10-28",25.742334
"81","2014-10-29",25.731266
"82","2014-10-30",25.902809
"83","2014-10-31",26.522572
"84","2014-11-03",26.710714
"85","2014-11-04",26.644312
"86","2014-11-05",25.806385
"87","2014-11-06",26.29689
"88","2014-11-07",26.121187
"89","2014-11-10",25.762459
"90","2014-11-11",25.821028
"91","2014-11-12",25.711212
"92","2014-11-13",25.769781
"93","2014-11-14",25.652645
"94","2014-11-17",26.026014
"95","2014-11-18",26.37742
"96","2014-11-19",26.077261
"97","2014-11-20",26.201717
"98","2014-11-21",25.967447
"99","2014-11-24",26.055298
"100","2014-11-25",26.692223
"101","2014-11-26",26.802036
"102","2014-11-28",26.743469
"103","2014-12-01",26.538481
"104","2014-12-02",26.435987
"105","2014-12-03",26.44331
"106","2014-12-04",26.252964
"107","2014-12-05",25.681929
"108","2014-12-08",25.00108
"109","2014-12-09",25.162142
"110","2014-12-10",24.898586
"111","2014-12-11",25.352486
"112","2014-12-12",25.066969
"113","2014-12-15",24.62039
"114","2014-12-16",24.525217
"115","2014-12-17",24.61307
"116","2014-12-18",24.803413
"117","2014-12-19",24.883944
"118","2014-12-22",24.825377
"119","2014-12-23",24.6936
