"","date","PDD"
"135","2019-02-07",26.51
"136","2019-02-08",25.950001
"137","2019-02-11",26.74
"138","2019-02-12",26.950001
"139","2019-02-13",27.01
"140","2019-02-14",27.030001
"141","2019-02-15",27.52
"142","2019-02-19",29.09
"143","2019-02-20",29.33
"144","2019-02-21",28.5
"145","2019-02-22",29.379999
"146","2019-02-25",29.01
"147","2019-02-26",29.139999
"148","2019-02-27",28.559999
"149","2019-02-28",29.940001
"150","2019-03-01",29.99
"151","2019-03-04",31.139999
"152","2019-03-05",30.780001
"153","2019-03-06",29.99
"154","2019-03-07",29.09
"155","2019-03-08",28.459999
"156","2019-03-11",29.93
"157","2019-03-12",30.43
"158","2019-03-13",25.120001
"159","2019-03-14",24.389999
"160","2019-03-15",24.52
"161","2019-03-18",25.83
"162","2019-03-19",25.26
"163","2019-03-20",24.610001
"164","2019-03-21",24.83
"165","2019-03-22",23.5
"166","2019-03-25",23.34
"167","2019-03-26",23.360001
"168","2019-03-27",23.610001
"169","2019-03-28",23.32
"170","2019-03-29",24.799999
"171","2019-04-01",24.67
"172","2019-04-02",24.459999
"173","2019-04-03",23.51
"174","2019-04-04",22.6
"175","2019-04-05",21.6
"176","2019-04-08",21.83
"177","2019-04-09",22.35
"178","2019-04-10",21.950001
"179","2019-04-11",21.67
"180","2019-04-12",21.690001
"181","2019-04-15",22.01
"182","2019-04-16",22.5
"183","2019-04-17",23.02
"184","2019-04-18",23.549999
"185","2019-04-22",24
"186","2019-04-23",24.43
"187","2019-04-24",23.940001
"188","2019-04-25",23.07
"189","2019-04-26",21.92
"190","2019-04-29",22.280001
"191","2019-04-30",22.23
"192","2019-05-01",23.299999
"193","2019-05-02",23.129999
"194","2019-05-03",23.959999
"195","2019-05-06",23.74
"196","2019-05-07",22.82
"197","2019-05-08",23.190001
"198","2019-05-09",23.129999
"199","2019-05-10",22.4
"200","2019-05-13",20.75
"201","2019-05-14",22.15
"202","2019-05-15",22.030001
"203","2019-05-16",22.860001
"204","2019-05-17",22.700001
"205","2019-05-20",20.780001
"206","2019-05-21",21.52
"207","2019-05-22",20.459999
"208","2019-05-23",20.530001
"209","2019-05-24",20.280001
"210","2019-05-28",20.23
"211","2019-05-29",19.98
"212","2019-05-30",19.65
"213","2019-05-31",19.42
"214","2019-06-03",19.030001
"215","2019-06-04",19.280001
"216","2019-06-05",19.129999
"217","2019-06-06",19.370001
"218","2019-06-07",19.780001
"219","2019-06-10",20.200001
"220","2019-06-11",20.049999
"221","2019-06-12",20.41
"222","2019-06-13",20.469999
"223","2019-06-14",20.51
"224","2019-06-17",20.59
"225","2019-06-18",20.889999
"226","2019-06-19",20.959999
"227","2019-06-20",20.950001
"228","2019-06-21",21.049999
"229","2019-06-24",20.75
"230","2019-06-25",20.540001
"231","2019-06-26",20.450001
"232","2019-06-27",20.76
"233","2019-06-28",20.629999
"234","2019-07-01",20.639999
"235","2019-07-02",20.309999
"236","2019-07-03",20.09
"237","2019-07-05",20.290001
"238","2019-07-08",20.040001
"239","2019-07-09",20.48
"240","2019-07-10",19.84
"241","2019-07-11",19.34
"242","2019-07-12",19.139999
"243","2019-07-15",19.35
"244","2019-07-16",20.120001
"245","2019-07-17",19.969999
"246","2019-07-18",20.190001
"247","2019-07-19",20.049999
"248","2019-07-22",20.139999
"249","2019-07-23",20.99
"250","2019-07-24",20.93
"251","2019-07-25",21.51
"252","2019-07-26",21.610001
"253","2019-07-29",21.91
"254","2019-07-30",21.950001
"255","2019-07-31",22.27
"256","2019-08-01",22.66
"257","2019-08-02",22.99
"258","2019-08-05",22.17
"259","2019-08-06",21.959999
"260","2019-08-07",22.129999
"261","2019-08-08",22.809999
"262","2019-08-09",22.6
"263","2019-08-12",22.360001
"264","2019-08-13",23.780001
"265","2019-08-14",23.559999
"266","2019-08-15",23.870001
"267","2019-08-16",25.01
"268","2019-08-19",25.57
"269","2019-08-20",25.959999
"270","2019-08-21",30.110001
"271","2019-08-22",30.59
"272","2019-08-23",29.49
"273","2019-08-26",30.610001
"274","2019-08-27",30.870001
"275","2019-08-28",30.93
"276","2019-08-29",33.610001
"277","2019-08-30",32.77
"278","2019-09-03",33.25
"279","2019-09-04",34
"280","2019-09-05",34.869999
"281","2019-09-06",34.98
"282","2019-09-09",34.98
"283","2019-09-10",34.849998
"284","2019-09-11",36.669998
"285","2019-09-12",36.16
"286","2019-09-13",35.900002
"287","2019-09-16",34.73
"288","2019-09-17",35.43
"289","2019-09-18",34.369999
"290","2019-09-19",34.619999
"291","2019-09-20",34.080002
"292","2019-09-23",33.82
"293","2019-09-24",30.99
"294","2019-09-25",32.25
"295","2019-09-26",32.650002
"296","2019-09-27",31.280001
"297","2019-09-30",32.220001
"298","2019-10-01",32.75
"299","2019-10-02",32.59
"300","2019-10-03",32.950001
"301","2019-10-04",33.349998
"302","2019-10-07",31.67
"303","2019-10-08",31.25
"304","2019-10-09",31.780001
"305","2019-10-10",31.940001
"306","2019-10-11",32.860001
"307","2019-10-14",32.84
"308","2019-10-15",33.939999
"309","2019-10-16",33.740002
"310","2019-10-17",34.200001
"311","2019-10-18",33.380001
"312","2019-10-21",34
"313","2019-10-22",34.369999
"314","2019-10-23",35.5
"315","2019-10-24",39.959999
"316","2019-10-25",40.84
"317","2019-10-28",42.580002
"318","2019-10-29",40.5
"319","2019-10-30",40.880001
"320","2019-10-31",40.880001
"321","2019-11-01",41.490002
"322","2019-11-04",42.529999
"323","2019-11-05",43.529999
"324","2019-11-06",43.490002
"325","2019-11-07",43.310001
"326","2019-11-08",43.23
"327","2019-11-11",41.919998
"328","2019-11-12",41.57
"329","2019-11-13",41.689999
"330","2019-11-14",41.32
"331","2019-11-15",42.759998
"332","2019-11-18",41.509998
"333","2019-11-19",40.720001
"334","2019-11-20",31.4
"335","2019-11-21",31.58
"336","2019-11-22",33.990002
"337","2019-11-25",36.52
"338","2019-11-26",36.98
"339","2019-11-27",35.860001
"340","2019-11-29",35.950001
"341","2019-12-02",36.040001
"342","2019-12-03",36.169998
"343","2019-12-04",35.849998
"344","2019-12-05",36.580002
"345","2019-12-06",37.52
"346","2019-12-09",37.52
"347","2019-12-10",38.130001
"348","2019-12-11",37.310001
"349","2019-12-12",38.09
"350","2019-12-13",36.459999
"351","2019-12-16",38.68
"352","2019-12-17",38.709999
"353","2019-12-18",37.720001
"354","2019-12-19",37.52
"355","2019-12-20",37.360001
"356","2019-12-23",37.889999
"357","2019-12-24",38.040001
"358","2019-12-26",38.57
"359","2019-12-27",39.240002
"360","2019-12-30",38.150002
"361","2019-12-31",37.82
"362","2020-01-02",41.23
"363","2020-01-03",40.889999
"364","2020-01-06",40.09
"365","2020-01-07",41.209999
"366","2020-01-08",40.5
"367","2020-01-09",39.66
"368","2020-01-10",38.419998
"369","2020-01-13",39.349998
"370","2020-01-14",38.02
"371","2020-01-15",38.669998
"372","2020-01-16",39.509998
"373","2020-01-17",39.43
"374","2020-01-21",39.34
"375","2020-01-22",38.790001
"376","2020-01-23",38.369999
"377","2020-01-24",37.34
"378","2020-01-27",36.59
"379","2020-01-28",36.959999
"380","2020-01-29",36.740002
"381","2020-01-30",35.93
"382","2020-01-31",35.220001
"383","2020-02-03",35.790001
"384","2020-02-04",36.509998
"385","2020-02-05",35.720001
"386","2020-02-06",36.380001
"387","2020-02-07",34.279999
"388","2020-02-10",34.5
"389","2020-02-11",36
"390","2020-02-12",36.810001
"391","2020-02-13",37.419998
"392","2020-02-14",37.119999
"393","2020-02-18",36.439999
"394","2020-02-19",37.130001
"395","2020-02-20",36.32
"396","2020-02-21",34.57
"397","2020-02-24",33.139999
"398","2020-02-25",32.799999
"399","2020-02-26",34.529999
"400","2020-02-27",35.18
"401","2020-02-28",35.779999
"402","2020-03-02",37.509998
"403","2020-03-03",35.790001
"404","2020-03-04",36.290001
"405","2020-03-05",36.119999
"406","2020-03-06",36.759998
"407","2020-03-09",36.509998
"408","2020-03-10",37.689999
"409","2020-03-11",35.060001
"410","2020-03-12",32.810001
"411","2020-03-13",33.759998
"412","2020-03-16",32.189999
"413","2020-03-17",33.389999
"414","2020-03-18",31.77
"415","2020-03-19",33.799999
"416","2020-03-20",33.57
"417","2020-03-23",34.099998
"418","2020-03-24",36.049999
"419","2020-03-25",37.259998
"420","2020-03-26",37.009998
"421","2020-03-27",35.32
"422","2020-03-30",35.630001
"423","2020-03-31",36.029999
"424","2020-04-01",35.900002
"425","2020-04-02",36.279999
"426","2020-04-03",36.900002
"427","2020-04-06",38.490002
"428","2020-04-07",40.630001
"429","2020-04-08",39.709999
"430","2020-04-09",41.040001
"431","2020-04-13",41.419998
"432","2020-04-14",43.029999
"433","2020-04-15",43.889999
"434","2020-04-16",45.119999
"435","2020-04-17",44.459999
"436","2020-04-20",50.110001
"437","2020-04-21",50.939999
"438","2020-04-22",52.150002
"439","2020-04-23",49.169998
"440","2020-04-24",49.57
"441","2020-04-27",51.189999
"442","2020-04-28",48.060001
"443","2020-04-29",48.860001
"444","2020-04-30",47.439999
"445","2020-05-01",45.43
"446","2020-05-04",46.369999
"447","2020-05-05",48.720001
"448","2020-05-06",49.200001
"449","2020-05-07",50.049999
"450","2020-05-08",54.599998
"451","2020-05-11",54.939999
"452","2020-05-12",57.830002
"453","2020-05-13",59.830002
"454","2020-05-14",60.84
"455","2020-05-15",61.299999
"456","2020-05-18",66.459999
"457","2020-05-19",63.09
"458","2020-05-20",60.900002
"459","2020-05-21",60
"460","2020-05-22",68.699997
"461","2020-05-26",64.889999
"462","2020-05-27",60.32
"463","2020-05-28",60.360001
"464","2020-05-29",66.870003
"465","2020-06-01",65.760002
"466","2020-06-02",67.300003
"467","2020-06-03",68.150002
"468","2020-06-04",66.269997
"469","2020-06-05",69.699997
"470","2020-06-08",68.309998
"471","2020-06-09",69.379997
"472","2020-06-10",72.800003
"473","2020-06-11",71.510002
"474","2020-06-12",73.110001
"475","2020-06-15",77.669998
"476","2020-06-16",78
"477","2020-06-17",82.800003
"478","2020-06-18",82.419998
"479","2020-06-19",87.580002
"480","2020-06-22",81.790001
"481","2020-06-23",83.639999
"482","2020-06-24",84.5
"483","2020-06-25",86
"484","2020-06-26",85.160004
"485","2020-06-29",87.470001
"486","2020-06-30",85.839996
"487","2020-07-01",85.449997
"488","2020-07-02",93
"489","2020-07-06",87
"490","2020-07-07",91
"491","2020-07-08",92.309998
"492","2020-07-09",90.25
"493","2020-07-10",87.300003
"494","2020-07-13",88.279999
"495","2020-07-14",87.330002
"496","2020-07-15",85.300003
"497","2020-07-16",83.550003
"498","2020-07-17",82.470001
"499","2020-07-20",84.830002
"500","2020-07-21",82.580002
"501","2020-07-22",80.760002
"502","2020-07-23",79.050003
"503","2020-07-24",78.949997
"504","2020-07-27",83.440002
"505","2020-07-28",83.769997
"506","2020-07-29",84.029999
"507","2020-07-30",84.940002
"508","2020-07-31",91.800003
"509","2020-08-03",96.029999
"510","2020-08-04",94.019997
"511","2020-08-05",97.459999
"512","2020-08-06",91.620003
"513","2020-08-07",88.199997
"514","2020-08-10",87.529999
"515","2020-08-11",87.269997
"516","2020-08-12",90.110001
"517","2020-08-13",88.849998
"518","2020-08-14",85.040001
"519","2020-08-17",89.18
"520","2020-08-18",91.589996
"521","2020-08-19",95.940002
"522","2020-08-20",97.129997
"523","2020-08-21",84
"524","2020-08-24",83.160004
"525","2020-08-25",87.239998
"526","2020-08-26",89.25
"527","2020-08-27",88.82
"528","2020-08-28",89.199997
"529","2020-08-31",88.940002
"530","2020-09-01",91.360001
"531","2020-09-02",90.290001
"532","2020-09-03",85.760002
"533","2020-09-04",85.040001
"534","2020-09-08",81.709999
"535","2020-09-09",84.650002
"536","2020-09-10",83.870003
"537","2020-09-11",84.739998
"538","2020-09-14",85.279999
"539","2020-09-15",82.650002
"540","2020-09-16",82.650002
"541","2020-09-17",81.019997
"542","2020-09-18",79.809998
"543","2020-09-21",79.959999
"544","2020-09-22",80.040001
"545","2020-09-23",76.639999
"546","2020-09-24",75.290001
"547","2020-09-25",74.330002
"548","2020-09-28",75.099998
"549","2020-09-29",73.699997
"550","2020-09-30",74.150002
"551","2020-10-01",74.43
"552","2020-10-02",71.400002
"553","2020-10-05",72.07
"554","2020-10-06",72.989998
"555","2020-10-07",74.800003
"556","2020-10-08",73.410004
"557","2020-10-09",79.540001
"558","2020-10-12",84.720001
"559","2020-10-13",84.650002
"560","2020-10-14",82.660004
"561","2020-10-15",82.790001
"562","2020-10-16",84.019997
"563","2020-10-19",84.150002
"564","2020-10-20",89.07
"565","2020-10-21",90.230003
"566","2020-10-22",87.769997
"567","2020-10-23",86.910004
"568","2020-10-26",86.919998
"569","2020-10-27",90.309998
"570","2020-10-28",89.989998
"571","2020-10-29",94.120003
"572","2020-10-30",89.980003
"573","2020-11-02",91.620003
"574","2020-11-03",97.720001
"575","2020-11-04",110.260002
"576","2020-11-05",113.07
"577","2020-11-06",114.529999
"578","2020-11-09",106.139999
"579","2020-11-10",103.089996
"580","2020-11-11",111.459999
"581","2020-11-12",134.210007
"582","2020-11-13",151.289993
"583","2020-11-16",142.029999
"584","2020-11-17",132.369995
"585","2020-11-18",132.380005
"586","2020-11-19",137.660004
"587","2020-11-20",143.550003
"588","2020-11-23",141.050003
"589","2020-11-24",143.940002
"590","2020-11-25",135.899994
"591","2020-11-27",144.050003
