"","date","TCBK"
"1","2007-01-03",27.48
"2","2007-01-04",27.85
"3","2007-01-05",26.690001
"4","2007-01-08",26.219999
"5","2007-01-09",26.5
"6","2007-01-10",26.450001
"7","2007-01-11",27.08
"8","2007-01-12",27
"9","2007-01-16",26.42
"10","2007-01-17",25.690001
"11","2007-01-18",25.1
"12","2007-01-19",25.860001
"13","2007-01-22",25.73
"14","2007-01-23",25.940001
"15","2007-01-24",26.049999
"16","2007-01-25",25.719999
"17","2007-01-26",26.1
"18","2007-01-29",26.15
"19","2007-01-30",26.879999
"20","2007-01-31",26.959999
"21","2007-02-01",26.629999
"22","2007-02-02",26.559999
"23","2007-02-05",26.16
"24","2007-02-06",25.84
"25","2007-02-07",25.77
"26","2007-02-08",26.16
"27","2007-02-09",25.879999
"28","2007-02-12",26.02
"29","2007-02-13",25.969999
"30","2007-02-14",25.379999
"31","2007-02-15",25.5
"32","2007-02-16",25.610001
"33","2007-02-20",25.889999
"34","2007-02-21",25.52
"35","2007-02-22",25.639999
"36","2007-02-23",25.35
"37","2007-02-26",25.01
"38","2007-02-27",24.200001
"39","2007-02-28",24.379999
"40","2007-03-01",24.200001
"41","2007-03-02",23.74
"42","2007-03-05",23.559999
"43","2007-03-06",24.35
"44","2007-03-07",23.959999
"45","2007-03-08",23.620001
"46","2007-03-09",23.92
"47","2007-03-12",24.08
"48","2007-03-13",23.1
"49","2007-03-14",23.360001
"50","2007-03-15",23.799999
"51","2007-03-16",23.59
"52","2007-03-19",23.719999
"53","2007-03-20",24.16
"54","2007-03-21",24.67
"55","2007-03-22",24.57
"56","2007-03-23",24.25
"57","2007-03-26",24.08
"58","2007-03-27",23.6
"59","2007-03-28",23.6
"60","2007-03-29",23.790001
"61","2007-03-30",23.67
"62","2007-04-02",23.68
"63","2007-04-03",23.469999
"64","2007-04-04",23.59
"65","2007-04-05",23.799999
"66","2007-04-09",23.139999
"67","2007-04-10",23.17
"68","2007-04-11",22.799999
"69","2007-04-12",23.01
"70","2007-04-13",23.049999
"71","2007-04-16",23.450001
"72","2007-04-17",23.26
"73","2007-04-18",23.15
"74","2007-04-19",22.85
"75","2007-04-20",23.16
"76","2007-04-23",22.92
"77","2007-04-24",22.77
"78","2007-04-25",22.799999
"79","2007-04-26",22.639999
"80","2007-04-27",22.459999
"81","2007-04-30",21.43
"82","2007-05-01",22
"83","2007-05-02",22.59
"84","2007-05-03",22.76
"85","2007-05-04",22.84
"86","2007-05-07",22.860001
"87","2007-05-08",22.73
"88","2007-05-09",22.73
"89","2007-05-10",22.049999
"90","2007-05-11",22.59
"91","2007-05-14",22.209999
"92","2007-05-15",22.1
"93","2007-05-16",22.42
"94","2007-05-17",22.41
"95","2007-05-18",22.26
"96","2007-05-21",22.32
"97","2007-05-22",22.540001
"98","2007-05-23",22.59
"99","2007-05-24",22.52
"100","2007-05-25",22.52
"101","2007-05-29",22.6
"102","2007-05-30",22.700001
"103","2007-05-31",22.65
"104","2007-06-01",23.129999
"105","2007-06-04",23.200001
"106","2007-06-05",23.1
"107","2007-06-06",23.07
"108","2007-06-07",22.92
"109","2007-06-08",23.290001
"110","2007-06-11",23.030001
"111","2007-06-12",22.49
"112","2007-06-13",23.139999
"113","2007-06-14",22.879999
"114","2007-06-15",23.200001
"115","2007-06-18",23.360001
"116","2007-06-19",23.469999
"117","2007-06-20",22.76
"118","2007-06-21",22.690001
"119","2007-06-22",22.84
"120","2007-06-25",22.629999
"121","2007-06-26",22.559999
"122","2007-06-27",22.700001
"123","2007-06-28",22.75
"124","2007-06-29",22.360001
"125","2007-07-02",22.59
"126","2007-07-03",22.629999
"127","2007-07-05",22.610001
