"","date","MPC"
"1","2011-06-24",18.625
"2","2011-06-27",18.825001
"3","2011-06-28",19.35
"4","2011-06-29",20.035
"5","2011-06-30",20.700001
"6","2011-07-01",21.1
"7","2011-07-05",21.105
"8","2011-07-06",20.945
"9","2011-07-07",20.889999
"10","2011-07-08",20.705
"11","2011-07-11",20.049999
"12","2011-07-12",20.24
"13","2011-07-13",19.98
"14","2011-07-14",19.32
"15","2011-07-15",19.58
"16","2011-07-18",19.559999
"17","2011-07-19",19.870001
"18","2011-07-20",19.764999
"19","2011-07-21",20.049999
"20","2011-07-22",20.285
"21","2011-07-25",20.684999
"22","2011-07-26",21.525
"23","2011-07-27",21.030001
"24","2011-07-28",21.389999
"25","2011-07-29",21.895
"26","2011-08-01",22.485001
"27","2011-08-02",21.165001
"28","2011-08-03",20.715
"29","2011-08-04",19.209999
"30","2011-08-05",18.655001
"31","2011-08-08",16.165001
"32","2011-08-09",18.049999
"33","2011-08-10",17.559999
"34","2011-08-11",18.67
"35","2011-08-12",18.705
"36","2011-08-15",19.549999
"37","2011-08-16",19.43
"38","2011-08-17",19.549999
"39","2011-08-18",18.305
"40","2011-08-19",17.495001
"41","2011-08-22",16.285
"42","2011-08-23",17.125
"43","2011-08-24",17.915001
"44","2011-08-25",17.190001
"45","2011-08-26",17.434999
"46","2011-08-29",18
"47","2011-08-30",18.014999
"48","2011-08-31",18.530001
"49","2011-09-01",18.504999
"50","2011-09-02",17.709999
"51","2011-09-06",17.5
"52","2011-09-07",18.145
"53","2011-09-08",18.865
"54","2011-09-09",18.174999
"55","2011-09-12",18.33
"56","2011-09-13",17.67
"57","2011-09-14",17.514999
"58","2011-09-15",17.709999
"59","2011-09-16",17.549999
"60","2011-09-19",16.775
"61","2011-09-20",16.844999
"62","2011-09-21",16.200001
"63","2011-09-22",14.735
"64","2011-09-23",14.765
"65","2011-09-26",15.05
"66","2011-09-27",14.915
"67","2011-09-28",14.49
"68","2011-09-29",13.92
"69","2011-09-30",13.53
"70","2011-10-03",13.575
"71","2011-10-04",14.38
"72","2011-10-05",15.74
"73","2011-10-06",16.645
"74","2011-10-07",15.8
"75","2011-10-10",16.485001
"76","2011-10-11",16.575001
"77","2011-10-12",16.785
"78","2011-10-13",16.885
"79","2011-10-14",18.07
"80","2011-10-17",17.469999
"81","2011-10-18",18.094999
"82","2011-10-19",17.799999
"83","2011-10-20",18.245001
"84","2011-10-21",18.674999
"85","2011-10-24",17.924999
"86","2011-10-25",16.485001
"87","2011-10-26",17.365
"88","2011-10-27",18.665001
"89","2011-10-28",18.66
"90","2011-10-31",17.950001
"91","2011-11-01",18
"92","2011-11-02",19.165001
"93","2011-11-03",19.334999
"94","2011-11-04",19.309999
"95","2011-11-07",19.459999
"96","2011-11-08",19.055
"97","2011-11-09",18.51
"98","2011-11-10",18.85
"99","2011-11-11",18.885
"100","2011-11-14",18.355
"101","2011-11-15",18.49
"102","2011-11-16",16.32
"103","2011-11-17",15.81
"104","2011-11-18",16.41
"105","2011-11-21",16.42
"106","2011-11-22",16.76
"107","2011-11-23",16.415001
"108","2011-11-25",16.135
"109","2011-11-28",16.639999
"110","2011-11-29",16.584999
"111","2011-11-30",16.695
"112","2011-12-01",16.975
"113","2011-12-02",16.655001
"114","2011-12-05",17.200001
"115","2011-12-06",17.32
"116","2011-12-07",17.25
"117","2011-12-08",17.01
"118","2011-12-09",17.440001
"119","2011-12-12",17.295
"120","2011-12-13",16.975
"121","2011-12-14",16.34
"122","2011-12-15",16.264999
"123","2011-12-16",15.98
"124","2011-12-19",15.97
"125","2011-12-20",16.1
"126","2011-12-21",16.334999
"127","2011-12-22",16.655001
"128","2011-12-23",16.764999
"129","2011-12-27",16.825001
"130","2011-12-28",16.57
"131","2011-12-29",16.639999
"132","2011-12-30",16.645
"133","2012-01-03",16.705
"134","2012-01-04",16.879999
"135","2012-01-05",15.96
"136","2012-01-06",15.83
"137","2012-01-09",15.48
"138","2012-01-10",15.915
"139","2012-01-11",16.445
"140","2012-01-12",16.32
"141","2012-01-13",16.514999
"142","2012-01-17",16.77
"143","2012-01-18",17.73
"144","2012-01-19",17.924999
"145","2012-01-20",18.584999
"146","2012-01-23",18.934999
"147","2012-01-24",19.52
"148","2012-01-25",19.379999
"149","2012-01-26",18.754999
"150","2012-01-27",18.764999
"151","2012-01-30",18.74
"152","2012-01-31",19.110001
"153","2012-02-01",20.940001
"154","2012-02-02",21.280001
"155","2012-02-03",21.99
"156","2012-02-06",22.209999
"157","2012-02-07",21.959999
"158","2012-02-08",22.475
"159","2012-02-09",22.42
