"","date","FLS"
"1","2007-01-03",17.049999
"2","2007-01-04",16.889999
"3","2007-01-05",16.683332
"4","2007-01-08",16.326666
"5","2007-01-09",16.33
"6","2007-01-10",17.120001
"7","2007-01-11",16.996666
"8","2007-01-12",16.926666
"9","2007-01-16",16.876667
"10","2007-01-17",16.959999
"11","2007-01-18",16.926666
"12","2007-01-19",16.973333
"13","2007-01-22",16.673334
"14","2007-01-23",17.013334
"15","2007-01-24",17.120001
"16","2007-01-25",16.806667
"17","2007-01-26",16.893333
"18","2007-01-29",17.033333
"19","2007-01-30",17.213333
"20","2007-01-31",17.690001
"21","2007-02-01",18.186666
"22","2007-02-02",18.129999
"23","2007-02-05",18.059999
"24","2007-02-06",18.186666
"25","2007-02-07",18.1
"26","2007-02-08",17.823334
"27","2007-02-09",17.43
"28","2007-02-12",16.83
"29","2007-02-13",17.156666
"30","2007-02-14",17.316668
"31","2007-02-15",17.353333
"32","2007-02-16",17.376667
"33","2007-02-20",17.416666
"34","2007-02-21",17.5
"35","2007-02-22",17.416666
"36","2007-02-23",17.450001
"37","2007-02-26",17.376667
"38","2007-02-27",16.633333
"39","2007-02-28",17.296667
"40","2007-03-01",17.200001
"41","2007-03-02",16.950001
"42","2007-03-05",17.216667
"43","2007-03-06",17.456667
"44","2007-03-07",17.826666
"45","2007-03-08",18.176666
"46","2007-03-09",18.986666
"47","2007-03-12",18.873333
"48","2007-03-13",18.803333
"49","2007-03-14",19.006666
"50","2007-03-15",19.046667
"51","2007-03-16",18.993334
"52","2007-03-19",19.346666
"53","2007-03-20",19.32
"54","2007-03-21",19.446667
"55","2007-03-22",19.373333
"56","2007-03-23",19.436666
"57","2007-03-26",19.32
"58","2007-03-27",19.076666
"59","2007-03-28",19.053333
"60","2007-03-29",19.1
"61","2007-03-30",19.063334
"62","2007-04-02",19.506666
"63","2007-04-03",19.59
"64","2007-04-04",19.623333
"65","2007-04-05",19.58
"66","2007-04-09",19.503334
"67","2007-04-10",19.41
"68","2007-04-11",19.483334
"69","2007-04-12",19.626667
"70","2007-04-13",19.85
"71","2007-04-16",19.986666
"72","2007-04-17",20.02
"73","2007-04-18",19.91
"74","2007-04-19",19.92
"75","2007-04-20",19.973333
"76","2007-04-23",20.15
"77","2007-04-24",20.206667
"78","2007-04-25",20.253334
"79","2007-04-26",20.196667
"80","2007-04-27",20.353333
"81","2007-04-30",20.336666
"82","2007-05-01",20.236666
"83","2007-05-02",20.583334
"84","2007-05-03",21.053333
"85","2007-05-04",20.743334
"86","2007-05-07",20.443333
"87","2007-05-08",20.596666
"88","2007-05-09",21.403334
"89","2007-05-10",21.366667
"90","2007-05-11",22.073334
"91","2007-05-14",22.403334
"92","2007-05-15",22.296667
"93","2007-05-16",21.92
"94","2007-05-17",22.473333
"95","2007-05-18",22.370001
"96","2007-05-21",22.453333
"97","2007-05-22",22.603333
"98","2007-05-23",22.533333
"99","2007-05-24",22.09
"100","2007-05-25",22.59
"101","2007-05-29",23.16
"102","2007-05-30",23.209999
"103","2007-05-31",23.136667
"104","2007-06-01",23.366667
"105","2007-06-04",23.549999
"106","2007-06-05",23.116667
"107","2007-06-06",22.673334
"108","2007-06-07",22.15
"109","2007-06-08",22.436666
"110","2007-06-11",22.453333
"111","2007-06-12",22.056667
"112","2007-06-13",23.746666
"113","2007-06-14",24.023333
"114","2007-06-15",24.123333
"115","2007-06-18",24.139999
"116","2007-06-19",24.120001
"117","2007-06-20",23.639999
"118","2007-06-21",23.926666
"119","2007-06-22",23.656666
"120","2007-06-25",23.309999
"121","2007-06-26",23.253334
"122","2007-06-27",23.336666
"123","2007-06-28",23.700001
"124","2007-06-29",23.866667
"125","2007-07-02",24.463333
"126","2007-07-03",24.596666
"127","2007-07-05",24.41
"128","2007-07-06",24.723333
"129","2007-07-09",24.833334
"130","2007-07-10",24.396667
"131","2007-07-11",24.709999
"132","2007-07-12",25.173334
"133","2007-07-13",25.190001
"134","2007-07-16",25.043333
"135","2007-07-17",25.183332
"136","2007-07-18",24.923334
"137","2007-07-19",25.446667
"138","2007-07-20",25.51
"139","2007-07-23",25.450001
"140","2007-07-24",25.433332
"141","2007-07-25",25.266666
"142","2007-07-26",24.793333
"143","2007-07-27",24.08
"144","2007-07-30",24.386667
"145","2007-07-31",24.09
"146","2007-08-01",23.73
"147","2007-08-02",24.096666
"148","2007-08-03",22.969999
"149","2007-08-06",23.290001
"150","2007-08-07",25.063334
"151","2007-08-08",25.573334
"152","2007-08-09",25.546667
"153","2007-08-10",24.49
"154","2007-08-13",23.666666
"155","2007-08-14",22.816668
"156","2007-08-15",21.176666
"157","2007-08-16",21.803333
"158","2007-08-17",21.916666
"159","2007-08-20",22.853333
"160","2007-08-21",22.716667
"161","2007-08-22",23.063334
"162","2007-08-23",23.299999
"163","2007-08-24",23.403334
"164","2007-08-27",23.673334
"165","2007-08-28",23.216667
"166","2007-08-29",23.443333
"167","2007-08-30",23.446667
"168","2007-08-31",23.803333
"169","2007-09-04",24.459999
"170","2007-09-05",24.040001
"171","2007-09-06",23.933332
"172","2007-09-07",23.280001
"173","2007-09-10",23.076666
"174","2007-09-11",23.516666
"175","2007-09-12",23.636667
"176","2007-09-13",23.823334
"177","2007-09-14",24.309999
"178","2007-09-17",24.24
"179","2007-09-18",25.303333
"180","2007-09-19",25.913334
"181","2007-09-20",25.883333
"182","2007-09-21",25.476667
"183","2007-09-24",24.916666
"184","2007-09-25",25.096666
"185","2007-09-26",25.496666
"186","2007-09-27",26.046667
"187","2007-09-28",25.393333
"188","2007-10-01",25.959999
"189","2007-10-02",26.303333
"190","2007-10-03",25.76
"191","2007-10-04",25.559999
"192","2007-10-05",26.266666
"193","2007-10-08",26.74
"194","2007-10-09",26.773333
"195","2007-10-10",26.463333
"196","2007-10-11",25.986666
"197","2007-10-12",26.41
"198","2007-10-15",26.023333
"199","2007-10-16",26.35
"200","2007-10-17",26.58
"201","2007-10-18",27.01
"202","2007-10-19",26.856667
"203","2007-10-22",26.306667
"204","2007-10-23",26.333334
"205","2007-10-24",26.146667
"206","2007-10-25",25.806667
"207","2007-10-26",25.823334
"208","2007-10-29",26.126667
"209","2007-10-30",25.813334
"210","2007-10-31",26.32
"211","2007-11-01",25.129999
"212","2007-11-02",29.443333
"213","2007-11-05",30.406666
"214","2007-11-06",31.333334
"215","2007-11-07",31.540001
"216","2007-11-08",31
"217","2007-11-09",30.42
"218","2007-11-12",30.023333
"219","2007-11-13",30.666666
"220","2007-11-14",30.573334
"221","2007-11-15",30.353333
"222","2007-11-16",30.17
"223","2007-11-19",29.583334
"224","2007-11-20",30.809999
"225","2007-11-21",30.09
"226","2007-11-23",31.013334
"227","2007-11-26",29.93
"228","2007-11-27",29.959999
"229","2007-11-28",31.136667
"230","2007-11-29",31.096666
"231","2007-11-30",31.363333
"232","2007-12-03",31.003334
"233","2007-12-04",30.736666
"234","2007-12-05",30.796667
"235","2007-12-06",32.863335
"236","2007-12-07",31.966667
"237","2007-12-10",32.376667
"238","2007-12-11",32.306667
"239","2007-12-12",32.5
"240","2007-12-13",33.666668
"241","2007-12-14",33.220001
"242","2007-12-17",31.32
"243","2007-12-18",31.48
"244","2007-12-19",31.366667
"245","2007-12-20",31.700001
"246","2007-12-21",32.896667
"247","2007-12-24",33.066666
"248","2007-12-26",33.016666
"249","2007-12-27",32.666668
"250","2007-12-28",32.740002
"251","2007-12-31",32.066666
"252","2008-01-02",31.566668
"253","2008-01-03",32.049999
"254","2008-01-04",31.066668
"255","2008-01-07",30.166666
"256","2008-01-08",30.15
"257","2008-01-09",30.126667
"258","2008-01-10",30.206667
"259","2008-01-11",30.216667
"260","2008-01-14",30.533333
"261","2008-01-15",28.843334
"262","2008-01-16",28.276667
"263","2008-01-17",26.726667
"264","2008-01-18",27.059999
"265","2008-01-22",27.73
"266","2008-01-23",27.450001
"267","2008-01-24",27.846666
"268","2008-01-25",27.463333
"269","2008-01-28",27.696667
"270","2008-01-29",27.59
"271","2008-01-30",26.683332
"272","2008-01-31",27.370001
"273","2008-02-01",32.133335
"274","2008-02-04",31.706667
"275","2008-02-05",30.51
"276","2008-02-06",30.469999
"277","2008-02-07",32
"278","2008-02-08",31.523333
"279","2008-02-11",32.466667
"280","2008-02-12",32.540001
"281","2008-02-13",33.266666
"282","2008-02-14",32.509998
"283","2008-02-15",32.056667
"284","2008-02-19",32.669998
"285","2008-02-20",33.816666
"286","2008-02-21",34.026669
"287","2008-02-22",34.323334
"288","2008-02-25",35.040001
"289","2008-02-26",34.48
"290","2008-02-27",34.166668
"291","2008-02-28",37.136665
"292","2008-02-29",36.299999
"293","2008-03-03",36.813332
"294","2008-03-04",35.48
"295","2008-03-05",35.283333
"296","2008-03-06",35.033333
