"","date","RE"
"1","2007-01-03",99.25
"2","2007-01-04",98.919998
"3","2007-01-05",97.620003
"4","2007-01-08",97.260002
"5","2007-01-09",97.07
"6","2007-01-10",97.25
"7","2007-01-11",98.510002
"8","2007-01-12",99.199997
"9","2007-01-16",98.650002
"10","2007-01-17",98.139999
"11","2007-01-18",97.559998
"12","2007-01-19",96.160004
"13","2007-01-22",95.5
"14","2007-01-23",96.730003
"15","2007-01-24",96.75
"16","2007-01-25",96.300003
"17","2007-01-26",96.050003
"18","2007-01-29",95.919998
"19","2007-01-30",94.489998
"20","2007-01-31",93.599998
"21","2007-02-01",93.800003
"22","2007-02-02",93.919998
"23","2007-02-05",94.5
"24","2007-02-06",95.150002
"25","2007-02-07",95.349998
"26","2007-02-08",95.029999
"27","2007-02-09",95.099998
"28","2007-02-12",95.470001
"29","2007-02-13",95.910004
"30","2007-02-14",96.760002
"31","2007-02-15",97.849998
"32","2007-02-16",98.239998
"33","2007-02-20",98.699997
"34","2007-02-21",99.419998
"35","2007-02-22",99.889999
"36","2007-02-23",98.910004
"37","2007-02-26",98.330002
"38","2007-02-27",96.82
"39","2007-02-28",97.169998
"40","2007-03-01",96.970001
"41","2007-03-02",96.190002
"42","2007-03-05",94.75
"43","2007-03-06",94.709999
"44","2007-03-07",94.93
"45","2007-03-08",95
"46","2007-03-09",94.5
"47","2007-03-12",94.279999
"48","2007-03-13",92.970001
"49","2007-03-14",92.529999
"50","2007-03-15",93.550003
"51","2007-03-16",93.389999
"52","2007-03-19",93.68
"53","2007-03-20",94.68
"54","2007-03-21",95.309998
"55","2007-03-22",95.68
"56","2007-03-23",95.669998
"57","2007-03-26",96.239998
"58","2007-03-27",96.699997
"59","2007-03-28",95.660004
"60","2007-03-29",95.25
"61","2007-03-30",96.169998
"62","2007-04-02",95.5
"63","2007-04-03",95.709999
"64","2007-04-04",94.489998
"65","2007-04-05",94.489998
"66","2007-04-09",94.529999
"67","2007-04-10",94.900002
"68","2007-04-11",94.900002
"69","2007-04-12",95.720001
"70","2007-04-13",96.139999
"71","2007-04-16",97.459999
"72","2007-04-17",97.010002
"73","2007-04-18",97.029999
"74","2007-04-19",96.910004
"75","2007-04-20",97.089996
"76","2007-04-23",96.730003
"77","2007-04-24",103.300003
"78","2007-04-25",102.959999
"79","2007-04-26",101.989998
"80","2007-04-27",101.400002
"81","2007-04-30",100.639999
"82","2007-05-01",100.800003
"83","2007-05-02",101.139999
"84","2007-05-03",101.089996
"85","2007-05-04",101.540001
"86","2007-05-07",102.07
"87","2007-05-08",102.150002
"88","2007-05-09",103.059998
"89","2007-05-10",102.940002
"90","2007-05-11",103.599998
"91","2007-05-14",104
"92","2007-05-15",105.010002
"93","2007-05-16",105.790001
"94","2007-05-17",105.949997
"95","2007-05-18",106.860001
"96","2007-05-21",106.389999
"97","2007-05-22",106.379997
"98","2007-05-23",105.989998
"99","2007-05-24",105.830002
"100","2007-05-25",106.230003
"101","2007-05-29",106.160004
"102","2007-05-30",106.900002
"103","2007-05-31",107.230003
"104","2007-06-01",107.300003
"105","2007-06-04",106.830002
"106","2007-06-05",106.5
"107","2007-06-06",106.099998
"108","2007-06-07",104.199997
"109","2007-06-08",103.949997
"110","2007-06-11",105.019997
"111","2007-06-12",103.709999
"112","2007-06-13",104
"113","2007-06-14",104.480003
"114","2007-06-15",103.690002
"115","2007-06-18",104.32
"116","2007-06-19",105.739998
"117","2007-06-20",105.610001
"118","2007-06-21",105.5
"119","2007-06-22",105.989998
"120","2007-06-25",106.510002
"121","2007-06-26",106.25
"122","2007-06-27",106.970001
"123","2007-06-28",108.040001
"124","2007-06-29",108.639999
"125","2007-07-02",109.400002
"126","2007-07-03",109.400002
"127","2007-07-05",109.339996
"128","2007-07-06",109.769997
"129","2007-07-09",110.459999
"130","2007-07-10",110.830002
"131","2007-07-11",110.720001
"132","2007-07-12",111.599998
"133","2007-07-13",112.449997
"134","2007-07-16",113.559998
"135","2007-07-17",112
"136","2007-07-18",109.489998
"137","2007-07-19",109.889999
"138","2007-07-20",109.010002
"139","2007-07-23",109.080002
"140","2007-07-24",104.25
"141","2007-07-25",104.660004
"142","2007-07-26",102.739998
"143","2007-07-27",99.760002
"144","2007-07-30",99.760002
"145","2007-07-31",98.25
"146","2007-08-01",98.699997
"147","2007-08-02",98.68
"148","2007-08-03",95.910004
"149","2007-08-06",99.220001
"150","2007-08-07",99.68
"151","2007-08-08",100.339996
"152","2007-08-09",97.699997
"153","2007-08-10",96.080002
"154","2007-08-13",95.809998
"155","2007-08-14",94.519997
"156","2007-08-15",94.010002
"157","2007-08-16",96
"158","2007-08-17",97.980003
"159","2007-08-20",99
"160","2007-08-21",99.18
"161","2007-08-22",102.449997
"162","2007-08-23",103.470001
"163","2007-08-24",104.059998
"164","2007-08-27",101.809998
"165","2007-08-28",99.379997
"166","2007-08-29",101.459999
"167","2007-08-30",100.389999
"168","2007-08-31",101.879997
"169","2007-09-04",104
"170","2007-09-05",103.989998
"171","2007-09-06",102.580002
"172","2007-09-07",101.540001
"173","2007-09-10",101.360001
"174","2007-09-11",102.309998
"175","2007-09-12",103.300003
"176","2007-09-13",104.919998
"177","2007-09-14",105.639999
"178","2007-09-17",104.370003
"179","2007-09-18",106.779999
"180","2007-09-19",107.110001
"181","2007-09-20",106.040001
"182","2007-09-21",106.139999
"183","2007-09-24",104.709999
"184","2007-09-25",105.989998
"185","2007-09-26",107.599998
"186","2007-09-27",109.410004
"187","2007-09-28",110.239998
"188","2007-10-01",111.089996
"189","2007-10-02",110.540001
"190","2007-10-03",110.190002
"191","2007-10-04",109.949997
"192","2007-10-05",111.360001
"193","2007-10-08",111.629997
"194","2007-10-09",113.120003
"195","2007-10-10",114.080002
"196","2007-10-11",112.080002
"197","2007-10-12",112.5
"198","2007-10-15",111.269997
"199","2007-10-16",110.019997
"200","2007-10-17",109.919998
"201","2007-10-18",109.620003
"202","2007-10-19",106.989998
"203","2007-10-22",106.900002
"204","2007-10-23",107.260002
"205","2007-10-24",106.949997
"206","2007-10-25",107.209999
"207","2007-10-26",105.529999
"208","2007-10-29",106.489998
"209","2007-10-30",106.93
"210","2007-10-31",106.540001
"211","2007-11-01",103.489998
"212","2007-11-02",100.68
"213","2007-11-05",99.349998
"214","2007-11-06",102.540001
"215","2007-11-07",99.959999
"216","2007-11-08",101.419998
"217","2007-11-09",101.290001
"218","2007-11-12",100.459999
"219","2007-11-13",103.110001
"220","2007-11-14",102.029999
"221","2007-11-15",101.489998
"222","2007-11-16",100.400002
"223","2007-11-19",98.580002
"224","2007-11-20",97.739998
"225","2007-11-21",97.209999
"226","2007-11-23",97.839996
"227","2007-11-26",96.260002
"228","2007-11-27",98.699997
"229","2007-11-28",101.480003
"230","2007-11-29",102.169998
"231","2007-11-30",104.93
"232","2007-12-03",104.809998
"233","2007-12-04",103.910004
"234","2007-12-05",105.150002
"235","2007-12-06",106.580002
"236","2007-12-07",104.860001
"237","2007-12-10",106.43
"238","2007-12-11",103.510002
"239","2007-12-12",102.650002
"240","2007-12-13",102.07
"241","2007-12-14",101.669998
"242","2007-12-17",101.629997
"243","2007-12-18",100.389999
"244","2007-12-19",97.910004
"245","2007-12-20",98.519997
"246","2007-12-21",101.080002
"247","2007-12-24",102.709999
"248","2007-12-26",101.879997
"249","2007-12-27",100.419998
"250","2007-12-28",100.220001
"251","2007-12-31",100.400002
"252","2008-01-02",98.620003
"253","2008-01-03",100.580002
"254","2008-01-04",101.849998
"255","2008-01-07",103.050003
"256","2008-01-08",101.980003
"257","2008-01-09",105.040001
"258","2008-01-10",104.029999
"259","2008-01-11",102.980003
"260","2008-01-14",103.32
"261","2008-01-15",101.169998
"262","2008-01-16",100.470001
"263","2008-01-17",98.400002
"264","2008-01-18",95
"265","2008-01-22",94.940002
"266","2008-01-23",96.139999
"267","2008-01-24",96.739998
"268","2008-01-25",94.440002
"269","2008-01-28",99.5
"270","2008-01-29",97.260002
"271","2008-01-30",97.209999
"272","2008-01-31",101.690002
"273","2008-02-01",103.559998
"274","2008-02-04",102.129997
"275","2008-02-05",99.599998
"276","2008-02-06",98.870003
"277","2008-02-07",99.839996
"278","2008-02-08",99.120003
"279","2008-02-11",96.879997
"280","2008-02-12",99.309998
"281","2008-02-13",99.610001
"282","2008-02-14",98.620003
"283","2008-02-15",101.510002
"284","2008-02-19",99.449997
"285","2008-02-20",100.330002
"286","2008-02-21",99.949997
"287","2008-02-22",101.190002
"288","2008-02-25",98.059998
"289","2008-02-26",99.410004
"290","2008-02-27",99.480003
"291","2008-02-28",97.93
"292","2008-02-29",96.879997
"293","2008-03-03",95.239998
"294","2008-03-04",95.230003
"295","2008-03-05",94.800003
"296","2008-03-06",93.660004
"297","2008-03-07",93.849998
"298","2008-03-10",93.139999
"299","2008-03-11",95.029999
"300","2008-03-12",93.480003
"301","2008-03-13",93.370003
"302","2008-03-14",89.830002
"303","2008-03-17",87.019997
