"","date","IEX"
"1","2007-01-03",31.573334
"2","2007-01-04",31.32
"3","2007-01-05",30.74
"4","2007-01-08",30.799999
"5","2007-01-09",31.040001
"6","2007-01-10",30.926666
"7","2007-01-11",31.26
"8","2007-01-12",31.58
"9","2007-01-16",31.846666
"10","2007-01-17",32.026669
"11","2007-01-18",31.813334
"12","2007-01-19",32.18
"13","2007-01-22",32.033333
"14","2007-01-23",32.546665
"15","2007-01-24",32.573334
"16","2007-01-25",32.266666
"17","2007-01-26",32.033333
"18","2007-01-29",32.066666
"19","2007-01-30",33.966667
"20","2007-01-31",34.599998
"21","2007-02-01",34.786667
"22","2007-02-02",34.653332
"23","2007-02-05",34.353333
"24","2007-02-06",34.459999
"25","2007-02-07",34.546665
"26","2007-02-08",34.459999
"27","2007-02-09",33.993332
"28","2007-02-12",34.18
"29","2007-02-13",34.266666
"30","2007-02-14",34.526669
"31","2007-02-15",34.606667
"32","2007-02-16",34.733334
"33","2007-02-20",34.973331
"34","2007-02-21",34.880001
"35","2007-02-22",34.893333
"36","2007-02-23",34.993332
"37","2007-02-26",35.093334
"38","2007-02-27",34.666668
"39","2007-02-28",34.673332
"40","2007-03-01",34.186668
"41","2007-03-02",33.453335
"42","2007-03-05",32.766666
"43","2007-03-06",32.766666
"44","2007-03-07",32.773335
"45","2007-03-08",33.040001
"46","2007-03-09",33.393333
"47","2007-03-12",33.646667
"48","2007-03-13",32.939999
"49","2007-03-14",32.753334
"50","2007-03-15",32.580002
"51","2007-03-16",32.526669
"52","2007-03-19",33.013332
"53","2007-03-20",33.253334
"54","2007-03-21",33.700001
"55","2007-03-22",33.846668
"56","2007-03-23",34.066666
"57","2007-03-26",33.853333
"58","2007-03-27",33.5
"59","2007-03-28",33.426666
"60","2007-03-29",33.673332
"61","2007-03-30",33.919998
"62","2007-04-02",33.886665
"63","2007-04-03",34.033333
"64","2007-04-04",34.266666
"65","2007-04-05",34.573334
"66","2007-04-09",34.533333
"67","2007-04-10",33.946667
"68","2007-04-11",33.646667
"69","2007-04-12",33.613335
"70","2007-04-13",33.68
"71","2007-04-16",34.220001
"72","2007-04-17",34.34
"73","2007-04-18",34.233334
"74","2007-04-19",34.506668
"75","2007-04-20",34.986668
"76","2007-04-23",34.833332
"77","2007-04-24",34.779999
"78","2007-04-25",35.046665
"79","2007-04-26",35.02
"80","2007-04-27",35.246666
"81","2007-04-30",34.98
"82","2007-05-01",34.926666
"83","2007-05-02",35.560001
"84","2007-05-03",35.68
"85","2007-05-04",35.66
"86","2007-05-07",35.906666
"87","2007-05-08",35.900002
"88","2007-05-09",36.233334
"89","2007-05-10",35.973331
"90","2007-05-11",36.153332
"91","2007-05-14",36.053333
"92","2007-05-15",35.886665
"93","2007-05-16",36.080002
"94","2007-05-17",36.166668
"95","2007-05-18",36.386665
"96","2007-05-21",36.32
"97","2007-05-22",36.560001
"98","2007-05-23",36.139999
"99","2007-05-24",35.630001
"100","2007-05-25",35.869999
"101","2007-05-29",37.290001
"102","2007-05-30",37.310001
"103","2007-05-31",37.700001
"104","2007-06-01",37.93
"105","2007-06-04",37.91
"106","2007-06-05",37.740002
"107","2007-06-06",37.07
"108","2007-06-07",36.450001
"109","2007-06-08",37.049999
"110","2007-06-11",37.43
"111","2007-06-12",36.830002
"112","2007-06-13",37.220001
"113","2007-06-14",37.580002
"114","2007-06-15",37.610001
"115","2007-06-18",37.700001
"116","2007-06-19",37.48
"117","2007-06-20",37.27
"118","2007-06-21",37.009998
"119","2007-06-22",36.98
"120","2007-06-25",36.450001
"121","2007-06-26",36.830002
"122","2007-06-27",37.450001
"123","2007-06-28",37.669998
"124","2007-06-29",38.540001
"125","2007-07-02",38.849998
"126","2007-07-03",39.09
"127","2007-07-05",39.009998
"128","2007-07-06",39.080002
"129","2007-07-09",39.48
"130","2007-07-10",38.540001
"131","2007-07-11",39.009998
"132","2007-07-12",39.610001
"133","2007-07-13",39.650002
