"","date","DRH"
"1","2007-01-03",18.040001
"2","2007-01-04",18.040001
"3","2007-01-05",18.049999
"4","2007-01-08",18.049999
"5","2007-01-09",18.34
"6","2007-01-10",18.07
"7","2007-01-11",18.17
"8","2007-01-12",18.1
"9","2007-01-16",18.219999
"10","2007-01-17",18.27
"11","2007-01-18",18.18
"12","2007-01-19",18.389999
"13","2007-01-22",18.27
"14","2007-01-23",18.290001
"15","2007-01-24",18.25
"16","2007-01-25",18.219999
"17","2007-01-26",18.299999
"18","2007-01-29",18.370001
"19","2007-01-30",18.629999
"20","2007-01-31",18.85
"21","2007-02-01",18.879999
"22","2007-02-02",18.790001
"23","2007-02-05",18.629999
"24","2007-02-06",18.85
"25","2007-02-07",19.120001
"26","2007-02-08",19.030001
"27","2007-02-09",18.84
"28","2007-02-12",18.549999
"29","2007-02-13",18.84
"30","2007-02-14",19.07
"31","2007-02-15",18.98
"32","2007-02-16",18.99
"33","2007-02-20",19.15
"34","2007-02-21",19.15
"35","2007-02-22",19.280001
"36","2007-02-23",19
"37","2007-02-26",18.99
"38","2007-02-27",18
"39","2007-02-28",18.09
"40","2007-03-01",17.799999
"41","2007-03-02",17.440001
"42","2007-03-05",16.91
"43","2007-03-06",17.719999
"44","2007-03-07",17.620001
"45","2007-03-08",18.01
"46","2007-03-09",18.389999
"47","2007-03-12",18.32
"48","2007-03-13",18.08
"49","2007-03-14",18.299999
"50","2007-03-15",18.49
"51","2007-03-16",18.459999
"52","2007-03-19",18.450001
"53","2007-03-20",18.4
"54","2007-03-21",18.49
"55","2007-03-22",18.629999
"56","2007-03-23",18.77
"57","2007-03-26",18.75
"58","2007-03-27",18.51
"59","2007-03-28",18.379999
"60","2007-03-29",18.530001
"61","2007-03-30",19
"62","2007-04-02",18.99
"63","2007-04-03",19.440001
"64","2007-04-04",19.540001
"65","2007-04-05",19.52
"66","2007-04-09",19.209999
"67","2007-04-10",19.280001
"68","2007-04-11",19.049999
"69","2007-04-12",18.879999
"70","2007-04-13",18.969999
"71","2007-04-16",19.4
"72","2007-04-17",19.6
"73","2007-04-18",19.200001
"74","2007-04-19",18.92
"75","2007-04-20",19.09
"76","2007-04-23",19.209999
"77","2007-04-24",19.280001
"78","2007-04-25",19.43
"79","2007-04-26",19.139999
"80","2007-04-27",18.950001
"81","2007-04-30",18.290001
"82","2007-05-01",18.450001
"83","2007-05-02",18.74
"84","2007-05-03",18.75
"85","2007-05-04",18.889999
"86","2007-05-07",18.889999
"87","2007-05-08",18.780001
"88","2007-05-09",19.049999
"89","2007-05-10",18.530001
"90","2007-05-11",18.74
"91","2007-05-14",18.58
"92","2007-05-15",18.6
"93","2007-05-16",18.620001
"94","2007-05-17",18.139999
"95","2007-05-18",18.299999
"96","2007-05-21",18.200001
"97","2007-05-22",19
"98","2007-05-23",19
"99","2007-05-24",19
"100","2007-05-25",19.040001
"101","2007-05-29",19.51
"102","2007-05-30",20.23
"103","2007-05-31",20.940001
"104","2007-06-01",20.35
"105","2007-06-04",20.139999
"106","2007-06-05",19.58
"107","2007-06-06",19.4
"108","2007-06-07",18.809999
"109","2007-06-08",18.98
"110","2007-06-11",18.6
"111","2007-06-12",18.18
"112","2007-06-13",18.540001
"113","2007-06-14",18.35
"114","2007-06-15",18.5
"115","2007-06-18",18.25
"116","2007-06-19",18.52
"117","2007-06-20",18.139999
"118","2007-06-21",19.040001
"119","2007-06-22",19.440001
"120","2007-06-25",19.24
"121","2007-06-26",19.18
"122","2007-06-27",19.27
"123","2007-06-28",19.280001
"124","2007-06-29",19.08
"125","2007-07-02",19.92
"126","2007-07-03",20.27
"127","2007-07-05",21.440001
"128","2007-07-06",21.18
"129","2007-07-09",21.379999
"130","2007-07-10",20.65
"131","2007-07-11",20.1
"132","2007-07-12",20.110001
"133","2007-07-13",19.950001
"134","2007-07-16",19.92
"135","2007-07-17",19.780001
"136","2007-07-18",19.43
"137","2007-07-19",19.370001
"138","2007-07-20",18.780001
"139","2007-07-23",18.42
"140","2007-07-24",17.860001
"141","2007-07-25",17.700001
"142","2007-07-26",16.99
"143","2007-07-27",16.5
"144","2007-07-30",16.620001
"145","2007-07-31",16.84
"146","2007-08-01",16.85
"147","2007-08-02",16.99
"148","2007-08-03",16.26
"149","2007-08-06",16.52
"150","2007-08-07",16.57
"151","2007-08-08",17.35
"152","2007-08-09",16.93
"153","2007-08-10",16.549999
"154","2007-08-13",16.629999
"155","2007-08-14",15.99
"156","2007-08-15",15.57
"157","2007-08-16",16.09
"158","2007-08-17",16.450001
"159","2007-08-20",16.4
"160","2007-08-21",16.780001
"161","2007-08-22",17.559999
"162","2007-08-23",16.99
"163","2007-08-24",17.719999
"164","2007-08-27",17.32
"165","2007-08-28",16.83
"166","2007-08-29",17.24
"167","2007-08-30",17.440001
"168","2007-08-31",17.950001
"169","2007-09-04",18
"170","2007-09-05",17.35
"171","2007-09-06",17.43
"172","2007-09-07",17.040001
"173","2007-09-10",16.709999
"174","2007-09-11",17.15
"175","2007-09-12",17.110001
"176","2007-09-13",17.32
"177","2007-09-14",17.27
"178","2007-09-17",17.139999
"179","2007-09-18",17.85
"180","2007-09-19",18.34
"181","2007-09-20",17.67
"182","2007-09-21",17.780001
"183","2007-09-24",17.889999
"184","2007-09-25",17.34
"185","2007-09-26",17.25
"186","2007-09-27",17.52
"187","2007-09-28",17.41
"188","2007-10-01",18.129999
"189","2007-10-02",18.610001
"190","2007-10-03",18.540001
"191","2007-10-04",18.139999
"192","2007-10-05",18.24
"193","2007-10-08",17.98
"194","2007-10-09",18.040001
"195","2007-10-10",18.219999
"196","2007-10-11",17.870001
"197","2007-10-12",18.1
"198","2007-10-15",17.639999
"199","2007-10-16",17.85
"200","2007-10-17",18.049999
"201","2007-10-18",18.42
"202","2007-10-19",17.76
"203","2007-10-22",18.07
"204","2007-10-23",18.25
"205","2007-10-24",18.120001
"206","2007-10-25",18.129999
"207","2007-10-26",18.59
"208","2007-10-29",18.4
"209","2007-10-30",18.6
"210","2007-10-31",19.16
"211","2007-11-01",18.08
"212","2007-11-02",18.4
"213","2007-11-05",18.280001
"214","2007-11-06",18.780001
"215","2007-11-07",18.15
"216","2007-11-08",18.02
"217","2007-11-09",17.67
"218","2007-11-12",17.68
"219","2007-11-13",18.1
"220","2007-11-14",17.6
"221","2007-11-15",18.049999
"222","2007-11-16",17.709999
"223","2007-11-19",17.1
"224","2007-11-20",16.9
"225","2007-11-21",17.01
"226","2007-11-23",17.34
"227","2007-11-26",16.290001
"228","2007-11-27",16.67
"229","2007-11-28",17.379999
"230","2007-11-29",17.450001
"231","2007-11-30",17.32
"232","2007-12-03",17.16
"233","2007-12-04",16.209999
"234","2007-12-05",17.049999
"235","2007-12-06",17.51
"236","2007-12-07",17.209999
"237","2007-12-10",17.6
"238","2007-12-11",16.6
"239","2007-12-12",16.629999
"240","2007-12-13",16.549999
"241","2007-12-14",15.7
"242","2007-12-17",14.99
"243","2007-12-18",15.37
"244","2007-12-19",15.76
"245","2007-12-20",15.64
"246","2007-12-21",16.209999
"247","2007-12-24",17.040001
"248","2007-12-26",16.57
"249","2007-12-27",15.46
"250","2007-12-28",15.08
"251","2007-12-31",14.98
"252","2008-01-02",15.01
"253","2008-01-03",14.42
"254","2008-01-04",14.4
"255","2008-01-07",14.19
"256","2008-01-08",13.56
"257","2008-01-09",13.58
"258","2008-01-10",14.05
"259","2008-01-11",13.81
"260","2008-01-14",13.92
"261","2008-01-15",13.6
"262","2008-01-16",14.12
"263","2008-01-17",13.75
"264","2008-01-18",13.3
"265","2008-01-22",13.69
"266","2008-01-23",15.14
"267","2008-01-24",14.53
"268","2008-01-25",13.66
"269","2008-01-28",14.36
"270","2008-01-29",14.01
"271","2008-01-30",13.5
"272","2008-01-31",13.15
"273","2008-02-01",13.37
"274","2008-02-04",13.51
"275","2008-02-05",13.27
"276","2008-02-06",13.25
"277","2008-02-07",13.68
