"","date","MERC"
"287","2008-02-22",7.99
"288","2008-02-25",8.11
"289","2008-02-26",8.1
"290","2008-02-27",7.91
"291","2008-02-28",7.68
"292","2008-02-29",7.26
"293","2008-03-03",7.24
"294","2008-03-04",7.37
"295","2008-03-05",7.59
"296","2008-03-06",7.17
"297","2008-03-07",7.33
"298","2008-03-10",7.24
"299","2008-03-11",7.45
"300","2008-03-12",7.25
"301","2008-03-13",7.48
"302","2008-03-14",7.2
"303","2008-03-17",7.12
"304","2008-03-18",7.24
"305","2008-03-19",6.74
"306","2008-03-20",6.85
"307","2008-03-24",7.25
"308","2008-03-25",7.43
"309","2008-03-26",7.29
"310","2008-03-27",7.14
"311","2008-03-28",6.95
"312","2008-03-31",6.97
"313","2008-04-01",7.38
"314","2008-04-02",7.28
"315","2008-04-03",7.18
"316","2008-04-04",7.1
"317","2008-04-07",7.1
"318","2008-04-08",7.03
"319","2008-04-09",6.82
"320","2008-04-10",7
"321","2008-04-11",6.7
"322","2008-04-14",6.7
"323","2008-04-15",6.86
"324","2008-04-16",7.03
"325","2008-04-17",6.86
"326","2008-04-18",7.07
"327","2008-04-21",6.87
"328","2008-04-22",6.72
"329","2008-04-23",6.35
"330","2008-04-24",7.02
"331","2008-04-25",7.11
"332","2008-04-28",6.91
"333","2008-04-29",6.79
"334","2008-04-30",6.71
"335","2008-05-01",6.95
"336","2008-05-02",6.77
"337","2008-05-05",6.78
"338","2008-05-06",7.17
"339","2008-05-07",7.15
"340","2008-05-08",7.44
"341","2008-05-09",7.53
"342","2008-05-12",7.41
"343","2008-05-13",7.7
"344","2008-05-14",8.04
"345","2008-05-15",7.98
"346","2008-05-16",7.98
"347","2008-05-19",7.92
"348","2008-05-20",7.8
"349","2008-05-21",7.8
"350","2008-05-22",7.76
"351","2008-05-23",7.64
"352","2008-05-27",7.97
"353","2008-05-28",7.84
"354","2008-05-29",8.08
"355","2008-05-30",8.02
"356","2008-06-02",7.89
"357","2008-06-03",7.88
"358","2008-06-04",8.12
"359","2008-06-05",8.4
"360","2008-06-06",8.36
"361","2008-06-09",8.18
"362","2008-06-10",7.87
"363","2008-06-11",7.96
"364","2008-06-12",7.99
"365","2008-06-13",8.04
"366","2008-06-16",8.14
"367","2008-06-17",8.12
"368","2008-06-18",8.05
"369","2008-06-19",8
"370","2008-06-20",7.8
"371","2008-06-23",7.63
"372","2008-06-24",7.63
"373","2008-06-25",7.65
"374","2008-06-26",6.98
"375","2008-06-27",7.3
"376","2008-06-30",7.48
"377","2008-07-01",7.41
"378","2008-07-02",7.08
"379","2008-07-03",6.95
"380","2008-07-07",6.95
"381","2008-07-08",7.1
"382","2008-07-09",6.91
"383","2008-07-10",6.99
"384","2008-07-11",7.11
"385","2008-07-14",7
"386","2008-07-15",6.8
"387","2008-07-16",6.79
"388","2008-07-17",6.7
"389","2008-07-18",6.28
"390","2008-07-21",6.42
"391","2008-07-22",6.35
"392","2008-07-23",6.31
"393","2008-07-24",6.19
"394","2008-07-25",6.27
"395","2008-07-28",6.11
"396","2008-07-29",6.26
"397","2008-07-30",6.28
"398","2008-07-31",6.22
"399","2008-08-01",6.36
"400","2008-08-04",6.25
"401","2008-08-05",6.11
"402","2008-08-06",6.01
"403","2008-08-07",5.99
"404","2008-08-08",6.18
"405","2008-08-11",6.5
"406","2008-08-12",6.48
"407","2008-08-13",6.49
"408","2008-08-14",6.49
"409","2008-08-15",6.46
"410","2008-08-18",6.35
"411","2008-08-19",6.11
"412","2008-08-20",6.2
"413","2008-08-21",6.16
"414","2008-08-22",6.24
"415","2008-08-25",6
"416","2008-08-26",6.12
"417","2008-08-27",6.2
"418","2008-08-28",6.37
"419","2008-08-29",6.11
"420","2008-09-02",6.04
"421","2008-09-03",6.38
"422","2008-09-04",6.17
"423","2008-09-05",6.28
"424","2008-09-08",6.3
"425","2008-09-09",6.07
"426","2008-09-10",5.9
"427","2008-09-11",5.76
"428","2008-09-12",5.51
"429","2008-09-15",5.31
"430","2008-09-16",5.31
"431","2008-09-17",4.94
"432","2008-09-18",4.3
"433","2008-09-19",5.33
"434","2008-09-22",4.66
"435","2008-09-23",3.92
"436","2008-09-24",4.01
"437","2008-09-25",3.93
"438","2008-09-26",4.14
"439","2008-09-29",3.37
"440","2008-09-30",3.66
"441","2008-10-01",3.38
"442","2008-10-02",3.17
"443","2008-10-03",3.04
"444","2008-10-06",2.89
"445","2008-10-07",2.39
"446","2008-10-08",2.31
"447","2008-10-09",1.88
"448","2008-10-10",2.23
"449","2008-10-13",2.2
"450","2008-10-14",1.92
"451","2008-10-15",1.75
"452","2008-10-16",1.8
"453","2008-10-17",1.79
"454","2008-10-20",1.91
"455","2008-10-21",1.78
"456","2008-10-22",1.74
"457","2008-10-23",1.78
"458","2008-10-24",1.77
"459","2008-10-27",1.74
"460","2008-10-28",1.79
"461","2008-10-29",1.82
"462","2008-10-30",1.89
"463","2008-10-31",2.8
"464","2008-11-03",2.67
"465","2008-11-04",2.67
"466","2008-11-05",2.48
"467","2008-11-06",2.24
"468","2008-11-07",2.3
"469","2008-11-10",2.2
"470","2008-11-11",2.13
"471","2008-11-12",1.82
"472","2008-11-13",1.96
"473","2008-11-14",1.68
"474","2008-11-17",1.65
"475","2008-11-18",1.7
"476","2008-11-19",1.66
"477","2008-11-20",1.66
"478","2008-11-21",1.88
"479","2008-11-24",2.47
"480","2008-11-25",2.26
"481","2008-11-26",2.32
"482","2008-11-28",2.3
"483","2008-12-01",1.94
"484","2008-12-02",2.21
"485","2008-12-03",2.07
"486","2008-12-04",1.98
"487","2008-12-05",2.04
"488","2008-12-08",2.22
"489","2008-12-09",2.14
"490","2008-12-10",2.14
"491","2008-12-11",2.01
"492","2008-12-12",2.15
"493","2008-12-15",2.08
"494","2008-12-16",2.18
"495","2008-12-17",2.08
"496","2008-12-18",2.03
"497","2008-12-19",2.04
"498","2008-12-22",1.98
"499","2008-12-23",1.87
"500","2008-12-24",1.75
"501","2008-12-26",1.65
"502","2008-12-29",1.6
"503","2008-12-30",1.65
"504","2008-12-31",1.92
"505","2009-01-02",2.04
"506","2009-01-05",2
"507","2009-01-06",2.14
"508","2009-01-07",2.07
"509","2009-01-08",2.08
"510","2009-01-09",2
"511","2009-01-12",1.78
"512","2009-01-13",1.82
"513","2009-01-14",1.62
"514","2009-01-15",1.58
"515","2009-01-16",1.62
"516","2009-01-20",1.5
"517","2009-01-21",1.62
"518","2009-01-22",1.52
"519","2009-01-23",1.46
"520","2009-01-26",1.47
"521","2009-01-27",1.38
"522","2009-01-28",1.46
"523","2009-01-29",1.34
"524","2009-01-30",1.28
"525","2009-02-02",1.28
"526","2009-02-03",1.29
"527","2009-02-04",1.27
"528","2009-02-05",1.38
"529","2009-02-06",1.35
"530","2009-02-09",1.28
"531","2009-02-10",1.19
"532","2009-02-11",1.11
"533","2009-02-12",1.04
"534","2009-02-13",0.97
"535","2009-02-17",0.86
"536","2009-02-18",0.79
"537","2009-02-19",0.7
"538","2009-02-20",0.65
"539","2009-02-23",0.6
"540","2009-02-24",0.62
"541","2009-02-25",0.6
"542","2009-02-26",0.55
"543","2009-02-27",0.54
"544","2009-03-02",0.39
"545","2009-03-03",0.37
"546","2009-03-04",0.37
"547","2009-03-05",0.27
"548","2009-03-06",0.3
"549","2009-03-09",0.28
"550","2009-03-10",0.29
"551","2009-03-11",0.3
"552","2009-03-12",0.81
"553","2009-03-13",0.61
"554","2009-03-16",0.69
"555","2009-03-17",0.7
"556","2009-03-18",0.7
"557","2009-03-19",0.64
"558","2009-03-20",0.7
"559","2009-03-23",0.7
"560","2009-03-24",0.65
"561","2009-03-25",0.69
"562","2009-03-26",0.7
"563","2009-03-27",0.65
"564","2009-03-30",0.63
"565","2009-03-31",0.66
"566","2009-04-01",0.69
"567","2009-04-02",0.7
"568","2009-04-03",0.7
"569","2009-04-06",0.69
"570","2009-04-07",0.68
"571","2009-04-08",0.7
"572","2009-04-09",0.7
"573","2009-04-13",0.67
"574","2009-04-14",0.65
"575","2009-04-15",0.69
"576","2009-04-16",0.7
"577","2009-04-17",0.68
"578","2009-04-20",0.64
"579","2009-04-21",0.7
"580","2009-04-22",0.68
"581","2009-04-23",0.67
"582","2009-04-24",0.67
"583","2009-04-27",0.64
"584","2009-04-28",0.68
"585","2009-04-29",0.66
"586","2009-04-30",0.57
"587","2009-05-01",0.69
"588","2009-05-04",0.8
"589","2009-05-05",0.74
"590","2009-05-06",0.75
"591","2009-05-07",0.78
"592","2009-05-08",0.96
"593","2009-05-11",1.13
"594","2009-05-12",1.23
"595","2009-05-13",1
"596","2009-05-14",1.11
"597","2009-05-15",1.05
"598","2009-05-18",1.1
"599","2009-05-19",1.05
"600","2009-05-20",0.99
"601","2009-05-21",0.86
"602","2009-05-22",1.05
"603","2009-05-26",1.12
"604","2009-05-27",1.05
"605","2009-05-28",0.97
"606","2009-05-29",0.95
"607","2009-06-01",1
"608","2009-06-02",0.94
"609","2009-06-03",0.94
"610","2009-06-04",0.97
"611","2009-06-05",1.05
"612","2009-06-08",0.97
"613","2009-06-09",0.89
"614","2009-06-10",0.86
"615","2009-06-11",0.89
"616","2009-06-12",0.91
"617","2009-06-15",0.91
"618","2009-06-16",0.9
"619","2009-06-17",0.88
"620","2009-06-18",0.96
"621","2009-06-19",0.97
"622","2009-06-22",0.9
"623","2009-06-23",0.87
"624","2009-06-24",0.79
"625","2009-06-25",0.84
"626","2009-06-26",0.57
"627","2009-06-29",0.63
"628","2009-06-30",0.57
"629","2009-07-01",0.57
"630","2009-07-02",0.63
"631","2009-07-06",0.6
"632","2009-07-07",0.56
"633","2009-07-08",0.52
"634","2009-07-09",0.55
"635","2009-07-10",0.55
"636","2009-07-13",0.55
"637","2009-07-14",0.5
"638","2009-07-15",0.53
"639","2009-07-16",0.53
"640","2009-07-17",0.51
"641","2009-07-20",0.5
"642","2009-07-21",0.53
"643","2009-07-22",0.51
"644","2009-07-23",0.54
"645","2009-07-24",0.54
"646","2009-07-27",0.55
"647","2009-07-28",0.58
"648","2009-07-29",0.55
"649","2009-07-30",0.53
"650","2009-07-31",0.57
"651","2009-08-03",0.67
"652","2009-08-04",0.76
"653","2009-08-05",0.78
"654","2009-08-06",1.06
"655","2009-08-07",1
"656","2009-08-10",1.02
"657","2009-08-11",0.92
"658","2009-08-12",0.93
"659","2009-08-13",0.95
"660","2009-08-14",1
"661","2009-08-17",1
"662","2009-08-18",1.35
"663","2009-08-19",1.15
"664","2009-08-20",1.42
"665","2009-08-21",1.73
"666","2009-08-24",2.59
"667","2009-08-25",3
"668","2009-08-26",3.01
"669","2009-08-27",3.05
"670","2009-08-28",2.99
"671","2009-08-31",2.93
"672","2009-09-01",2.79
"673","2009-09-02",2.62
"674","2009-09-03",3.19
"675","2009-09-04",3.46
"676","2009-09-08",3.22
"677","2009-09-09",3.1
"678","2009-09-10",3.22
"679","2009-09-11",3.43
"680","2009-09-14",3.37
"681","2009-09-15",3.27
"682","2009-09-16",3.09
"683","2009-09-17",3.02
"684","2009-09-18",3.19
"685","2009-09-21",3.64
"686","2009-09-22",3.73
"687","2009-09-23",3.56
"688","2009-09-24",3.27
"689","2009-09-25",3.42
"690","2009-09-28",3.31
"691","2009-09-29",3.43
"692","2009-09-30",3.39
"693","2009-10-01",3.34
"694","2009-10-02",3.24
"695","2009-10-05",3.3
"696","2009-10-06",3.3
"697","2009-10-07",3.17
"698","2009-10-08",3.15
"699","2009-10-09",3.36
"700","2009-10-12",3.34
"701","2009-10-13",3.38
"702","2009-10-14",3.5
"703","2009-10-15",3.46
"704","2009-10-16",3.2
"705","2009-10-19",3.2
"706","2009-10-20",3
"707","2009-10-21",2.73
"708","2009-10-22",2.76
"709","2009-10-23",2.89
"710","2009-10-26",2.78
"711","2009-10-27",2.59
"712","2009-10-28",2.26
"713","2009-10-29",2.28
"714","2009-10-30",2.14
"715","2009-11-02",1.9
"716","2009-11-03",2.07
"717","2009-11-04",2.37
"718","2009-11-05",2.42
"719","2009-11-06",2.45
"720","2009-11-09",2.57
"721","2009-11-10",2.63
"722","2009-11-11",2.52
"723","2009-11-12",2.31
"724","2009-11-13",2.34
"725","2009-11-16",2.4
"726","2009-11-17",2.38
"727","2009-11-18",2.34
"728","2009-11-19",2.38
"729","2009-11-20",2.34
"730","2009-11-23",2.41
"731","2009-11-24",2.83
"732","2009-11-25",2.77
"733","2009-11-27",3.02
"734","2009-11-30",3.15
"735","2009-12-01",3.06
"736","2009-12-02",2.76
"737","2009-12-03",2.9
"738","2009-12-04",2.99
"739","2009-12-07",3
"740","2009-12-08",2.75
"741","2009-12-09",2.75
"742","2009-12-10",2.77
"743","2009-12-11",2.73
"744","2009-12-14",2.71
"745","2009-12-15",2.65
"746","2009-12-16",2.53
"747","2009-12-17",2.46
"748","2009-12-18",2.57
"749","2009-12-21",2.59
"750","2009-12-22",2.84
"751","2009-12-23",2.86
"752","2009-12-24",2.87
"753","2009-12-28",2.84
"754","2009-12-29",2.99
"755","2009-12-30",3.11
"756","2009-12-31",3.1
"757","2010-01-04",2.95
"758","2010-01-05",2.92
"759","2010-01-06",2.73
"760","2010-01-07",2.68
"761","2010-01-08",2.99
"762","2010-01-11",3.26
"763","2010-01-12",3.35
"764","2010-01-13",3.38
"765","2010-01-14",3.31
"766","2010-01-15",3.35
"767","2010-01-19",3.3
"768","2010-01-20",3.33
"769","2010-01-21",3.2
"770","2010-01-22",3.32
"771","2010-01-25",3.35
"772","2010-01-26",3.33
"773","2010-01-27",3.22
"774","2010-01-28",3.18
"775","2010-01-29",3.12
"776","2010-02-01",3.05
"777","2010-02-02",3.08
"778","2010-02-03",3.03
"779","2010-02-04",2.93
"780","2010-02-05",2.86
"781","2010-02-08",3
"782","2010-02-09",3.2
"783","2010-02-10",3.48
"784","2010-02-11",3.72
"785","2010-02-12",3.83
"786","2010-02-16",3.95
"787","2010-02-17",4
"788","2010-02-18",3.78
"789","2010-02-19",3.82
"790","2010-02-22",3.9
"791","2010-02-23",3.9
"792","2010-02-24",3.87
"793","2010-02-25",3.89
"794","2010-02-26",3.88
"795","2010-03-01",3.87
"796","2010-03-02",4.65
"797","2010-03-03",4.75
"798","2010-03-04",4.99
"799","2010-03-05",5.11
"800","2010-03-08",5.43
"801","2010-03-09",5.5
"802","2010-03-10",5.55
"803","2010-03-11",5.43
"804","2010-03-12",5.44
"805","2010-03-15",5.55
"806","2010-03-16",5.75
"807","2010-03-17",5.85
"808","2010-03-18",5.73
"809","2010-03-19",5.1
"810","2010-03-22",5.65
"811","2010-03-23",5.65
"812","2010-03-24",5.87
"813","2010-03-25",5.52
"814","2010-03-26",5.37
"815","2010-03-29",5.31
"816","2010-03-30",5.37
"817","2010-03-31",5.27
"818","2010-04-01",5.4
"819","2010-04-05",5.61
"820","2010-04-06",5.79
"821","2010-04-07",5.8
"822","2010-04-08",5.76
"823","2010-04-09",5.71
"824","2010-04-12",5.68
"825","2010-04-13",5.68
"826","2010-04-14",5.67
"827","2010-04-15",6.08
"828","2010-04-16",5.73
"829","2010-04-19",5.33
"830","2010-04-20",5.23
"831","2010-04-21",5.28
"832","2010-04-22",5.3
"833","2010-04-23",5.3
"834","2010-04-26",5.5
"835","2010-04-27",5.34
"836","2010-04-28",5.47
"837","2010-04-29",5.67
"838","2010-04-30",5.52
"839","2010-05-03",5.79
"840","2010-05-04",4.93
"841","2010-05-05",4.89
"842","2010-05-06",4.29
"843","2010-05-07",4.4
"844","2010-05-10",4.49
"845","2010-05-11",4.68
"846","2010-05-12",4.58
"847","2010-05-13",4.7
"848","2010-05-14",4.49
"849","2010-05-17",4.43
"850","2010-05-18",4.47
"851","2010-05-19",4.54
"852","2010-05-20",4.45
"853","2010-05-21",4.5
"854","2010-05-24",4.53
"855","2010-05-25",4.44
"856","2010-05-26",4.69
"857","2010-05-27",4.7
"858","2010-05-28",4.92
"859","2010-06-01",5.25
"860","2010-06-02",5.36
"861","2010-06-03",5.25
"862","2010-06-04",5.04
"863","2010-06-07",4.72
"864","2010-06-08",4.72
"865","2010-06-09",4.76
"866","2010-06-10",4.5
"867","2010-06-11",4.69
"868","2010-06-14",4.59
"869","2010-06-15",5.09
"870","2010-06-16",4.95
"871","2010-06-17",4.8
"872","2010-06-18",4.91
"873","2010-06-21",4.99
"874","2010-06-22",4.8
"875","2010-06-23",4.66
"876","2010-06-24",4.33
"877","2010-06-25",4.42
"878","2010-06-28",4.34
"879","2010-06-29",4.09
"880","2010-06-30",3.98
"881","2010-07-01",4.26
"882","2010-07-02",4.15
"883","2010-07-06",3.97
"884","2010-07-07",4.08
"885","2010-07-08",3.98
"886","2010-07-09",4.07
"887","2010-07-12",4.33
"888","2010-07-13",4.24
"889","2010-07-14",4.19
"890","2010-07-15",4.19
"891","2010-07-16",4.11
"892","2010-07-19",4.2
"893","2010-07-20",4.55
"894","2010-07-21",4.45
"895","2010-07-22",4.79
"896","2010-07-23",5.04
"897","2010-07-26",5.07
"898","2010-07-27",5.06
"899","2010-07-28",5.03
"900","2010-07-29",5.05
"901","2010-07-30",5.37
"902","2010-08-02",5.5
"903","2010-08-03",5.52
"904","2010-08-04",4.98
"905","2010-08-05",5.05
"906","2010-08-06",5.03
"907","2010-08-09",5.17
"908","2010-08-10",5.38
"909","2010-08-11",4.99
"910","2010-08-12",5.03
"911","2010-08-13",5.14
"912","2010-08-16",4.91
"913","2010-08-17",5
"914","2010-08-18",5.13
"915","2010-08-19",4.97
"916","2010-08-20",5.16
"917","2010-08-23",5.06
"918","2010-08-24",5.06
"919","2010-08-25",5.11
"920","2010-08-26",5.05
"921","2010-08-27",5.17
"922","2010-08-30",5.17
"923","2010-08-31",4.98
"924","2010-09-01",5.12
"925","2010-09-02",5.08
"926","2010-09-03",5.37
"927","2010-09-07",5.38
"928","2010-09-08",5.43
"929","2010-09-09",5.35
"930","2010-09-10",5.48
"931","2010-09-13",5.49
"932","2010-09-14",5.45
"933","2010-09-15",5.58
"934","2010-09-16",5.49
"935","2010-09-17",5.57
"936","2010-09-20",5.39
"937","2010-09-21",5.42
"938","2010-09-22",5.35
"939","2010-09-23",4.89
"940","2010-09-24",4.93
"941","2010-09-27",4.97
"942","2010-09-28",4.87
"943","2010-09-29",4.86
"944","2010-09-30",4.89
"945","2010-10-01",5.06
"946","2010-10-04",4.93
"947","2010-10-05",5.02
"948","2010-10-06",5.13
"949","2010-10-07",5.1
"950","2010-10-08",5.17
"951","2010-10-11",5.22
"952","2010-10-12",5.17
"953","2010-10-13",5.17
"954","2010-10-14",5.21
"955","2010-10-15",5.21
"956","2010-10-18",5.19
"957","2010-10-19",5.15
"958","2010-10-20",5.22
"959","2010-10-21",5.3
"960","2010-10-22",5.33
"961","2010-10-25",5.36
"962","2010-10-26",5.34
"963","2010-10-27",5.33
"964","2010-10-28",5.32
"965","2010-10-29",5.3
"966","2010-11-01",5.41
"967","2010-11-02",6.04
"968","2010-11-03",6.12
"969","2010-11-04",6.39
"970","2010-11-05",6.57
"971","2010-11-08",6.84
"972","2010-11-09",6.76
"973","2010-11-10",6.74
"974","2010-11-11",6.74
"975","2010-11-12",6.4
"976","2010-11-15",6.26
"977","2010-11-16",6.34
"978","2010-11-17",6.18
"979","2010-11-18",6.37
"980","2010-11-19",6.12
"981","2010-11-22",6.32
"982","2010-11-23",6.36
"983","2010-11-24",6.87
"984","2010-11-26",6.89
"985","2010-11-29",6.96
"986","2010-11-30",6.9
"987","2010-12-01",7.04
"988","2010-12-02",7.2
"989","2010-12-03",7.08
"990","2010-12-06",7.03
"991","2010-12-07",6.93
"992","2010-12-08",6.78
"993","2010-12-09",6.78
"994","2010-12-10",6.79
"995","2010-12-13",6.8
"996","2010-12-14",6.87
"997","2010-12-15",6.59
"998","2010-12-16",6.87
"999","2010-12-17",6.65
"1000","2010-12-20",6.91
"1001","2010-12-21",7.2
