"","date","HCCH"
"1","2018-07-18",9.55
"2","2018-07-19",9.56
"3","2018-07-20",9.56
"4","2018-07-23",9.56
"5","2018-07-24",9.6
"6","2018-07-25",9.55
"7","2018-07-26",9.52
"8","2018-07-27",9.53
"9","2018-07-30",10.47
"10","2018-07-31",9.83
"11","2018-08-01",9.8
"12","2018-08-02",9.65
"13","2018-08-03",9.65
"14","2018-08-06",9.65
"15","2018-08-07",9.65
"16","2018-08-08",9.59
"17","2018-08-09",9.59
"18","2018-08-10",9.59
"19","2018-08-13",9.59
"20","2018-08-14",9.59
"21","2018-08-15",9.59
"22","2018-08-16",9.59
"23","2018-08-17",9.59
"24","2018-08-20",9.59
"25","2018-08-21",9.59
"26","2018-08-22",9.59
"27","2018-08-23",9.59
"28","2018-08-24",9.58
"29","2018-08-27",9.58
"30","2018-08-28",9.58
"31","2018-08-29",9.58
"32","2018-08-30",9.58
"33","2018-08-31",9.58
"34","2018-09-04",9.58
"35","2018-09-05",9.58
"36","2018-09-06",9.58
"37","2018-09-07",9.58
"38","2018-09-10",9.58
"39","2018-09-11",9.55
"40","2018-09-12",9.52
"41","2018-09-13",9.52
"42","2018-09-14",9.58
"43","2018-09-17",9.54
"44","2018-09-18",9.54
"45","2018-09-19",9.54
"46","2018-09-20",9.54
"47","2018-09-21",9.54
"48","2018-09-24",9.54
"49","2018-09-25",9.54
"50","2018-09-26",9.5
"51","2018-09-27",9.56
"52","2018-09-28",9.56
"53","2018-10-01",9.56
"54","2018-10-02",9.56
"55","2018-10-03",9.56
"56","2018-10-04",9.56
"57","2018-10-05",9.56
"58","2018-10-08",9.56
"59","2018-10-09",9.56
"60","2018-10-10",9.57
"61","2018-10-11",9.57
"62","2018-10-12",9.57
"63","2018-10-15",9.53
"64","2018-10-16",9.56
"65","2018-10-17",9.56
"66","2018-10-18",9.56
"67","2018-10-19",9.56
"68","2018-10-22",9.56
"69","2018-10-23",9.56
"70","2018-10-24",9.56
"71","2018-10-25",9.56
"72","2018-10-26",9.56
"73","2018-10-29",9.56
"74","2018-10-30",9.56
"75","2018-10-31",9.56
"76","2018-11-01",9.56
"77","2018-11-02",9.56
"78","2018-11-05",9.56
"79","2018-11-06",9.57
"80","2018-11-07",9.54
"81","2018-11-08",9.55
"82","2018-11-09",9.6
"83","2018-11-12",9.6
"84","2018-11-13",9.6
"85","2018-11-14",9.64
"86","2018-11-15",9.62
"87","2018-11-16",9.62
"88","2018-11-19",9.62
"89","2018-11-20",9.62
"90","2018-11-21",9.62
"91","2018-11-23",9.62
"92","2018-11-26",9.68
"93","2018-11-27",9.68
"94","2018-11-28",9.68
"95","2018-11-29",9.95
"96","2018-11-30",9.79
"97","2018-12-03",9.7
"98","2018-12-04",9.7
"99","2018-12-06",9.79
"100","2018-12-07",9.79
"101","2018-12-10",9.79
"102","2018-12-11",9.79
"103","2018-12-12",9.79
"104","2018-12-13",9.79
"105","2018-12-14",9.79
"106","2018-12-17",9.79
"107","2018-12-18",9.85
"108","2018-12-19",9.85
"109","2018-12-20",9.85
"110","2018-12-21",9.85
"111","2018-12-24",9.85
"112","2018-12-26",9.85
"113","2018-12-27",9.85
"114","2018-12-28",9.85
"115","2018-12-31",9.85
"116","2019-01-02",9.85
"117","2019-01-03",9.85
"118","2019-01-04",9.85
"119","2019-01-07",9.85
"120","2019-01-08",9.85
"121","2019-01-09",9.85
"122","2019-01-10",9.85
"123","2019-01-11",9.85
"124","2019-01-14",9.85
"125","2019-01-15",9.78
"126","2019-01-16",9.78
"127","2019-01-17",9.78
"128","2019-01-18",9.78
"129","2019-01-22",9.82
"130","2019-01-23",9.82
"131","2019-01-24",9.82
"132","2019-01-25",9.82
"133","2019-01-28",9.82
"134","2019-01-29",9.82
"135","2019-01-30",9.82
"136","2019-01-31",9.8
"137","2019-02-01",9.8
"138","2019-02-04",9.9
"139","2019-02-05",9.9
"140","2019-02-06",9.9
"141","2019-02-07",9.9
"142","2019-02-08",9.9
"143","2019-02-11",9.85
"144","2019-02-12",9.9
"145","2019-02-13",9.9
"146","2019-02-14",9.9
"147","2019-02-15",9.9
"148","2019-02-19",9.9
"149","2019-02-20",9.92
"150","2019-02-21",9.95
"151","2019-02-22",9.95
"152","2019-02-25",9.95
"153","2019-02-26",9.9
"154","2019-02-27",9.9
"155","2019-02-28",9.9
"156","2019-03-01",9.9
"157","2019-03-04",9.9
"158","2019-03-05",9.9
"159","2019-03-06",9.9
"160","2019-03-07",9.9
"161","2019-03-08",9.91
"162","2019-03-11",9.94
"163","2019-03-12",9.94
"164","2019-03-13",9.94
"165","2019-03-14",9.94
"166","2019-03-15",9.94
"167","2019-03-18",9.94
"168","2019-03-19",9.92
"169","2019-03-20",9.92
"170","2019-03-21",9.92
"171","2019-03-22",9.92
"172","2019-03-25",9.92
"173","2019-03-26",9.92
"174","2019-03-27",9.92
"175","2019-03-28",9.92
"176","2019-03-29",9.92
"177","2019-04-01",9.92
"178","2019-04-02",9.92
"179","2019-04-03",9.92
"180","2019-04-04",9.92
"181","2019-04-05",9.92
"182","2019-04-08",10
"183","2019-04-09",10
"184","2019-04-10",10
"185","2019-04-11",10
"186","2019-04-12",10
"187","2019-04-15",10
"188","2019-04-16",10
"189","2019-04-17",10
"190","2019-04-18",10
"191","2019-04-22",10
"192","2019-04-23",10
"193","2019-04-24",10
"194","2019-04-25",10.05
"195","2019-04-26",10.05
"196","2019-04-29",10.05
"197","2019-04-30",10.05
"198","2019-05-01",10.05
"199","2019-05-02",10.05
"200","2019-05-03",10.05
"201","2019-05-06",10.05
"202","2019-05-07",10.05
"203","2019-05-08",10.05
"204","2019-05-09",10.05
"205","2019-05-10",10.05
"206","2019-05-13",10.05
"207","2019-05-14",10.05
"208","2019-05-15",10.05
"209","2019-05-16",10.05
"210","2019-05-17",10.05
"211","2019-05-20",10.05
"212","2019-05-21",10.05
"213","2019-05-22",10.05
"214","2019-05-23",10.06
"215","2019-05-24",10.06
"216","2019-05-28",10.06
"217","2019-05-29",10.06
"218","2019-05-30",10.06
"219","2019-05-31",10.06
"220","2019-06-03",10.06
"221","2019-06-04",10.06
"222","2019-06-05",10.06
"223","2019-06-06",10.1
"224","2019-06-07",10.116
"225","2019-06-10",10.116
"226","2019-06-11",10.15
"227","2019-06-12",10.15
"228","2019-06-13",10.15
"229","2019-06-14",10
"230","2019-06-17",10.02
"231","2019-06-18",10.02
"232","2019-06-19",10
"233","2019-06-20",10
"234","2019-06-21",10
"235","2019-06-24",10
"236","2019-06-25",10
"237","2019-06-26",10.11
"238","2019-06-27",10.11
"239","2019-06-28",10.11
"240","2019-07-01",10.11
"241","2019-07-02",10.11
"242","2019-07-03",10.11
"243","2019-07-05",10.11
"244","2019-07-08",10.11
"245","2019-07-09",10.11
"246","2019-07-10",10.11
"247","2019-07-11",10.11
"248","2019-07-12",10.12
"249","2019-07-15",10.12
"250","2019-07-16",10.12
"251","2019-07-17",10.12
"252","2019-07-18",10.12
"253","2019-07-19",10.12
"254","2019-07-22",10.12
"255","2019-07-23",10.14
"256","2019-07-24",10.12
"257","2019-07-25",10.12
"258","2019-07-26",10.14
"259","2019-07-29",10.14
"260","2019-07-30",10.14
"261","2019-07-31",10.14
"262","2019-08-01",10.14
"263","2019-08-02",10.14
"264","2019-08-05",10.14
"265","2019-08-06",10.14
"266","2019-08-07",10.14
"267","2019-08-08",10.14
"268","2019-08-09",10.14
"269","2019-08-12",10.14
"270","2019-08-13",10.14
"271","2019-08-14",10.14
"272","2019-08-15",10.14
"273","2019-08-16",10.14
"274","2019-08-19",10.14
"275","2019-08-20",10.15
"276","2019-08-21",10.15
"277","2019-08-22",10.14
"278","2019-08-23",10.14
"279","2019-08-26",10.14
"280","2019-08-27",10.14
"281","2019-08-28",10.17
"282","2019-08-29",10.17
"283","2019-08-30",10.17
"284","2019-09-03",10.17
"285","2019-09-04",10.17
"286","2019-09-05",10.17
"287","2019-09-06",10.17
"288","2019-09-09",10.18
"289","2019-09-10",10.18
"290","2019-09-11",10.18
"291","2019-09-12",10.18
"292","2019-09-13",10.18
"293","2019-09-16",10.18
"294","2019-09-17",10.18
"295","2019-09-18",10.18
"296","2019-09-19",10.18
"297","2019-09-20",10.18
"298","2019-09-23",10.18
"299","2019-09-24",10.18
"300","2019-09-25",10.2
"301","2019-09-26",10.2
"302","2019-09-27",10.2
"303","2019-09-30",10.2
"304","2019-10-01",10.2
"305","2019-10-02",10.162
"306","2019-10-03",10.162
"307","2019-10-04",10.162
"308","2019-10-07",10.162
"309","2019-10-08",10.162
"310","2019-10-09",10.18
"311","2019-10-10",10.17
"312","2019-10-11",10.18
"313","2019-10-14",10.21
"314","2019-10-15",10.21
"315","2019-10-16",10.21
"316","2019-10-17",10.21
"317","2019-10-18",10.21
"318","2019-10-21",10.17
"319","2019-10-22",10.17
"320","2019-10-23",10.17
"321","2019-10-24",10.17
"322","2019-10-25",10.17
"323","2019-10-28",10.17
"324","2019-10-29",10.17
"325","2019-10-30",10.17
"326","2019-10-31",10.17
"327","2019-11-01",10.17
"328","2019-11-04",10.17
"329","2019-11-05",10.17
"330","2019-11-06",10.17
"331","2019-11-07",10.17
"332","2019-11-08",10.23
"333","2019-11-11",10.23
"334","2019-11-12",10.23
"335","2019-11-13",10.25
"336","2019-11-14",10.25
"337","2019-11-15",10.27
"338","2019-11-18",10.26
"339","2019-11-19",10.26
"340","2019-11-20",10.28
"341","2019-11-21",10.26
"342","2019-11-22",10.26
"343","2019-11-25",10.26
"344","2019-11-26",10.26
"345","2019-11-27",10.26
"346","2019-11-29",10.26
"347","2019-12-02",10.26
"348","2019-12-03",10.26
"349","2019-12-04",10.26
"350","2019-12-05",10.26
"351","2019-12-06",10.26
"352","2019-12-09",10.26
"353","2019-12-10",10.26
"354","2019-12-11",10.26
"355","2019-12-12",10.325
"356","2019-12-13",10.32
"357","2019-12-16",10.32
"358","2019-12-17",10.32
"359","2019-12-18",10.33
"360","2019-12-19",10.32
"361","2019-12-20",10.32
"362","2019-12-23",10.32
"363","2019-12-24",10.33
"364","2019-12-26",10.33
"365","2019-12-27",10.33
"366","2019-12-30",10.3
"367","2019-12-31",10.33
"368","2020-01-02",10.35
"369","2020-01-03",10.34
"370","2020-01-06",10.34
"371","2020-01-07",10.34
"372","2020-01-08",10.34
"373","2020-01-09",10.34
"374","2020-01-10",10.34
"375","2020-01-13",10.419
"376","2020-01-14",10.41
"377","2020-01-15",10.45
"378","2020-01-16",10.38
"379","2020-01-17",10.38
"380","2020-01-21",10.451
"381","2020-01-22",10.415
"382","2020-01-23",10.35
"383","2020-01-24",10.35
"384","2020-01-27",10.43
"385","2020-01-28",10.44
"386","2020-01-29",10.35
"387","2020-01-30",10.35
"388","2020-01-31",10.42
"389","2020-02-03",10.42
"390","2020-02-04",10.42
"391","2020-02-05",10.42
"392","2020-02-06",10.42
"393","2020-02-07",10.42
"394","2020-02-10",10.42
"395","2020-02-11",10.42
"396","2020-02-12",10.4
"397","2020-02-13",10.4
"398","2020-02-14",10.306
"399","2020-02-18",10.306
"400","2020-02-19",10.306
"401","2020-02-20",10.43
"402","2020-02-21",10.4
"403","2020-02-24",10.4
"404","2020-02-25",10.421
"405","2020-02-26",10.421
"406","2020-02-27",10.42
"407","2020-02-28",10.42
"408","2020-03-02",10.42
"409","2020-03-03",10.44
"410","2020-03-04",10.44
"411","2020-03-05",10.44
"412","2020-03-06",10.44
"413","2020-03-09",10.44
"414","2020-03-10",10.44
"415","2020-03-11",10.42
"416","2020-03-12",10.4
"417","2020-03-13",10.37
"418","2020-03-16",10.37
"419","2020-03-17",10.37
"420","2020-03-18",10.2
"421","2020-03-19",10.2
"422","2020-03-20",10.2
"423","2020-03-23",10.2
"424","2020-03-24",10.25
"425","2020-03-25",10.25
"426","2020-03-26",10.25
"427","2020-03-27",10.4
"428","2020-03-30",10.4
"429","2020-03-31",10.4
"430","2020-04-01",10.43
"431","2020-04-02",10.43
"432","2020-04-03",10.43
"433","2020-04-06",10.43
"434","2020-04-07",10.43
"435","2020-04-08",10.59
"436","2020-04-09",10.501
"437","2020-04-13",10.501
"438","2020-04-14",10.501
"439","2020-04-15",10.501
"440","2020-04-16",10.501
"441","2020-04-17",10.501
"442","2020-04-20",10.501
"443","2020-04-21",10.501
"444","2020-04-22",10.501
"445","2020-04-23",10.501
"446","2020-04-24",10.501
"447","2020-04-27",10.501
"448","2020-04-28",10.501
"449","2020-04-29",10.501
"450","2020-04-30",10.473
"451","2020-05-01",10.48
"452","2020-05-04",10.48
"453","2020-05-05",10.48
"454","2020-05-06",10.48
"455","2020-05-07",10.48
"456","2020-05-08",10.48
"457","2020-05-11",10.48
"458","2020-05-12",10.48
"459","2020-05-13",10.48
"460","2020-05-14",10.48
"461","2020-05-15",10.514
"462","2020-05-18",10.514
"463","2020-05-19",10.503
"464","2020-05-20",10.503
"465","2020-05-21",10.503
"466","2020-05-22",10.503
"467","2020-05-26",10.503
"468","2020-05-27",10.503
"469","2020-05-28",10.503
"470","2020-05-29",10.503
"471","2020-06-01",10.503
"472","2020-06-02",10.503
"473","2020-06-03",10.503
"474","2020-06-04",10.55
"475","2020-06-05",10.55
"476","2020-06-08",10.6
"477","2020-06-09",10.68
"478","2020-06-10",11
"479","2020-06-11",10.65
"480","2020-06-12",10.61
"481","2020-06-15",10.9
"482","2020-06-16",11
"483","2020-06-17",12.3
"484","2020-06-18",12.82
"485","2020-06-19",11.58
"486","2020-06-22",11.3
"487","2020-06-23",10.999
"488","2020-06-24",10.922
"489","2020-06-25",10.79
"490","2020-06-26",10.8
"491","2020-06-29",12.84
"492","2020-06-30",12.17
"493","2020-07-01",11.73
"494","2020-07-02",12.22
"495","2020-07-06",12.55
"496","2020-07-07",11.41
"497","2020-07-08",11.61
"498","2020-07-09",12.13
"499","2020-07-10",11.94
"500","2020-07-13",11.35
"501","2020-07-14",11.49
"502","2020-07-15",11.4
"503","2020-07-16",11.4
"504","2020-07-17",11.49
"505","2020-07-20",11.41
"506","2020-07-21",11.5
"507","2020-07-22",11.39
"508","2020-07-23",10.9
"509","2020-07-24",10.74
"510","2020-07-27",10.84
"511","2020-07-28",10.77
"512","2020-07-29",10.64
"513","2020-07-30",10.5
"514","2020-07-31",10.52
"515","2020-08-03",10.56
"516","2020-08-04",10.66
"517","2020-08-05",10.51
"518","2020-08-06",10.51
"519","2020-08-07",10.51
"520","2020-08-10",10.51
"521","2020-08-11",10.47
"522","2020-08-12",10.5
"523","2020-08-13",10.5
"524","2020-08-14",10.5
"525","2020-08-17",10.72
"526","2020-08-18",10.77
"527","2020-08-19",10.75
"528","2020-08-20",10.84
