"","date","CPT"
"1","2007-01-03",73.32
"2","2007-01-04",72.830002
"3","2007-01-05",71.720001
"4","2007-01-08",71.089996
"5","2007-01-09",73.879997
"6","2007-01-10",74.830002
"7","2007-01-11",76.690002
"8","2007-01-12",76.860001
"9","2007-01-16",77.370003
"10","2007-01-17",76.989998
"11","2007-01-18",77.220001
"12","2007-01-19",78.160004
"13","2007-01-22",77.370003
"14","2007-01-23",77.559998
"15","2007-01-24",78.699997
"16","2007-01-25",79.260002
"17","2007-01-26",78.849998
"18","2007-01-29",78.589996
"19","2007-01-30",78.32
"20","2007-01-31",78.400002
"21","2007-02-01",77.949997
"22","2007-02-02",77.860001
"23","2007-02-05",77.440002
"24","2007-02-06",78
"25","2007-02-07",78.730003
"26","2007-02-08",78.199997
"27","2007-02-09",75.989998
"28","2007-02-12",76.129997
"29","2007-02-13",77.230003
"30","2007-02-14",76.43
"31","2007-02-15",76.860001
"32","2007-02-16",77.150002
"33","2007-02-20",77.529999
"34","2007-02-21",77.040001
"35","2007-02-22",76.059998
"36","2007-02-23",74.669998
"37","2007-02-26",74.5
"38","2007-02-27",71.75
"39","2007-02-28",71.980003
"40","2007-03-01",71.209999
"41","2007-03-02",70.800003
"42","2007-03-05",68.089996
"43","2007-03-06",69.349998
"44","2007-03-07",69.720001
"45","2007-03-08",71.040001
"46","2007-03-09",72.010002
"47","2007-03-12",73.050003
"48","2007-03-13",71.190002
"49","2007-03-14",71.379997
"50","2007-03-15",72
"51","2007-03-16",71.25
"52","2007-03-19",72.400002
"53","2007-03-20",73.300003
"54","2007-03-21",74.129997
"55","2007-03-22",74.260002
"56","2007-03-23",74.300003
"57","2007-03-26",72.239998
"58","2007-03-27",70.889999
"59","2007-03-28",69.07
"60","2007-03-29",69.559998
"61","2007-03-30",70.309998
"62","2007-04-02",70.93
"63","2007-04-03",71.870003
"64","2007-04-04",71.5
"65","2007-04-05",71.889999
"66","2007-04-09",71.940002
"67","2007-04-10",72.139999
"68","2007-04-11",70.68
"69","2007-04-12",70.790001
"70","2007-04-13",71.139999
"71","2007-04-16",71.459999
"72","2007-04-17",71.800003
"73","2007-04-18",71.330002
"74","2007-04-19",71.300003
"75","2007-04-20",71.459999
"76","2007-04-23",72.230003
"77","2007-04-24",71.470001
"78","2007-04-25",71.389999
"79","2007-04-26",70.949997
"80","2007-04-27",70.139999
"81","2007-04-30",69.650002
"82","2007-05-01",68.410004
"83","2007-05-02",68
"84","2007-05-03",68.209999
"85","2007-05-04",67.980003
"86","2007-05-07",68.199997
"87","2007-05-08",68.220001
"88","2007-05-09",69.120003
"89","2007-05-10",69.279999
"90","2007-05-11",72.050003
"91","2007-05-14",72.209999
"92","2007-05-15",72.330002
"93","2007-05-16",70.980003
"94","2007-05-17",70.25
"95","2007-05-18",69.019997
"96","2007-05-21",69.510002
"97","2007-05-22",70
"98","2007-05-23",69.589996
"99","2007-05-24",68.699997
"100","2007-05-25",69.389999
"101","2007-05-29",73.300003
"102","2007-05-30",75.32
"103","2007-05-31",74.650002
"104","2007-06-01",74.449997
"105","2007-06-04",74.800003
"106","2007-06-05",74.239998
"107","2007-06-06",74.5
"108","2007-06-07",72.5
"109","2007-06-08",73.040001
"110","2007-06-11",71.760002
"111","2007-06-12",70.190002
"112","2007-06-13",71.860001
"113","2007-06-14",70.800003
"114","2007-06-15",71.25
"115","2007-06-18",69.540001
"116","2007-06-19",70.389999
"117","2007-06-20",68.589996
"118","2007-06-21",68.639999
"119","2007-06-22",69.220001
"120","2007-06-25",68.239998
"121","2007-06-26",67.529999
"122","2007-06-27",67.690002
"123","2007-06-28",67.75
"124","2007-06-29",66.970001
"125","2007-07-02",67.419998
"126","2007-07-03",67.919998
"127","2007-07-05",68.739998
"128","2007-07-06",68.660004
"129","2007-07-09",67.809998
"130","2007-07-10",66.25
"131","2007-07-11",66.620003
"132","2007-07-12",67.720001
"133","2007-07-13",68.080002
"134","2007-07-16",67.800003
"135","2007-07-17",66.879997
"136","2007-07-18",65.830002
"137","2007-07-19",65.849998
"138","2007-07-20",64.18
"139","2007-07-23",62.740002
"140","2007-07-24",60.900002
"141","2007-07-25",59.860001
"142","2007-07-26",57.560001
"143","2007-07-27",55.669998
"144","2007-07-30",55.650002
"145","2007-07-31",54.959999
"146","2007-08-01",56
"147","2007-08-02",56.459999
"148","2007-08-03",56.099998
"149","2007-08-06",58.849998
"150","2007-08-07",59.91
"151","2007-08-08",62.790001
"152","2007-08-09",62.669998
"153","2007-08-10",61
"154","2007-08-13",60.830002
"155","2007-08-14",58.82
"156","2007-08-15",59.299999
"157","2007-08-16",59.75
"158","2007-08-17",62.029999
"159","2007-08-20",63.82
"160","2007-08-21",63.349998
"161","2007-08-22",62.959999
"162","2007-08-23",62.98
"163","2007-08-24",62.130001
"164","2007-08-27",61.27
"165","2007-08-28",59.59
"166","2007-08-29",60.959999
"167","2007-08-30",60.990002
"168","2007-08-31",61.490002
"169","2007-09-04",61.790001
"170","2007-09-05",60.049999
"171","2007-09-06",60.869999
"172","2007-09-07",59.779999
"173","2007-09-10",59.150002
"174","2007-09-11",59.959999
"175","2007-09-12",59.73
"176","2007-09-13",61.02
"177","2007-09-14",60.759998
"178","2007-09-17",60.669998
"179","2007-09-18",61.98
"180","2007-09-19",64.260002
"181","2007-09-20",62.740002
"182","2007-09-21",62.290001
"183","2007-09-24",63.369999
"184","2007-09-25",63.419998
"185","2007-09-26",63.509998
"186","2007-09-27",64.199997
"187","2007-09-28",64.25
"188","2007-10-01",63.799999
"189","2007-10-02",65.349998
"190","2007-10-03",64.639999
"191","2007-10-04",65.410004
"192","2007-10-05",66.82
"193","2007-10-08",66.040001
"194","2007-10-09",65.599998
"195","2007-10-10",65.610001
"196","2007-10-11",65.959999
"197","2007-10-12",64.120003
"198","2007-10-15",62.779999
"199","2007-10-16",61.939999
"200","2007-10-17",60.669998
"201","2007-10-18",60.279999
"202","2007-10-19",57.889999
"203","2007-10-22",58.560001
"204","2007-10-23",60.130001
"205","2007-10-24",59.900002
"206","2007-10-25",59.48
"207","2007-10-26",59.299999
"208","2007-10-29",58.970001
"209","2007-10-30",59.16
"210","2007-10-31",62.349998
"211","2007-11-01",60
"212","2007-11-02",56.330002
"213","2007-11-05",54.41
"214","2007-11-06",53.16
"215","2007-11-07",52.75
"216","2007-11-08",51.799999
"217","2007-11-09",53.34
"218","2007-11-12",52.98
"219","2007-11-13",54.970001
"220","2007-11-14",53.830002
"221","2007-11-15",53.799999
"222","2007-11-16",52.919998
"223","2007-11-19",50.970001
"224","2007-11-20",49.560001
"225","2007-11-21",48.919998
"226","2007-11-23",49.790001
"227","2007-11-26",46.82
"228","2007-11-27",48.860001
"229","2007-11-28",50.98
"230","2007-11-29",52.049999
"231","2007-11-30",52.610001
"232","2007-12-03",51.630001
"233","2007-12-04",50.040001
"234","2007-12-05",51.200001
"235","2007-12-06",52.549999
"236","2007-12-07",51.529999
"237","2007-12-10",52.73
"238","2007-12-11",50.189999
"239","2007-12-12",49.27
"240","2007-12-13",48.779999
"241","2007-12-14",47.580002
"242","2007-12-17",45.779999
"243","2007-12-18",46.099998
"244","2007-12-19",46.639999
"245","2007-12-20",45.990002
"246","2007-12-21",47.290001
"247","2007-12-24",49.540001
"248","2007-12-26",48.77
"249","2007-12-27",48
"250","2007-12-28",47.400002
"251","2007-12-31",48.150002
"252","2008-01-02",46.450001
"253","2008-01-03",43.759998
"254","2008-01-04",42.540001
"255","2008-01-07",43.59
"256","2008-01-08",42.18
"257","2008-01-09",43.470001
"258","2008-01-10",44.07
"259","2008-01-11",44.59
"260","2008-01-14",44.5
"261","2008-01-15",42.720001
"262","2008-01-16",43.450001
"263","2008-01-17",43.5
"264","2008-01-18",43.299999
"265","2008-01-22",45.650002
"266","2008-01-23",50.470001
"267","2008-01-24",47.75
"268","2008-01-25",47.919998
"269","2008-01-28",50.080002
"270","2008-01-29",49.52
"271","2008-01-30",48.02
"272","2008-01-31",49.259998
"273","2008-02-01",50.23
"274","2008-02-04",48.990002
"275","2008-02-05",47.610001
"276","2008-02-06",47.400002
"277","2008-02-07",48.509998
"278","2008-02-08",46.82
"279","2008-02-11",45.990002
"280","2008-02-12",47.75
"281","2008-02-13",47.720001
"282","2008-02-14",47.040001
"283","2008-02-15",46.799999
"284","2008-02-19",46.310001
"285","2008-02-20",47.220001
"286","2008-02-21",47.240002
"287","2008-02-22",48.720001
"288","2008-02-25",50.060001
"289","2008-02-26",49.779999
"290","2008-02-27",49.77
"291","2008-02-28",48.950001
"292","2008-02-29",47.490002
"293","2008-03-03",48.240002
"294","2008-03-04",48.330002
"295","2008-03-05",49.310001
"296","2008-03-06",47.799999
"297","2008-03-07",48.990002
"298","2008-03-10",48.43
"299","2008-03-11",51.52
"300","2008-03-12",50.150002
"301","2008-03-13",51.220001
"302","2008-03-14",51.119999
"303","2008-03-17",51.040001
"304","2008-03-18",52.779999
"305","2008-03-19",53.02
"306","2008-03-20",53.900002
"307","2008-03-24",54.560001
"308","2008-03-25",54.650002
"309","2008-03-26",52.970001
"310","2008-03-27",51.439999
"311","2008-03-28",49.919998
"312","2008-03-31",50.200001
"313","2008-04-01",52.52
"314","2008-04-02",53.139999
"315","2008-04-03",55.299999
"316","2008-04-04",54.349998
"317","2008-04-07",55.349998
"318","2008-04-08",53.709999
"319","2008-04-09",51.880001
"320","2008-04-10",52.689999
"321","2008-04-11",51.830002
"322","2008-04-14",50.950001
"323","2008-04-15",51.110001
"324","2008-04-16",53.009998
"325","2008-04-17",53.400002
"326","2008-04-18",53.299999
"327","2008-04-21",52.299999
"328","2008-04-22",51.580002
"329","2008-04-23",51.900002
"330","2008-04-24",53.77
"331","2008-04-25",53.669998
"332","2008-04-28",53.439999
"333","2008-04-29",53.169998
"334","2008-04-30",52.91
"335","2008-05-01",53
"336","2008-05-02",52.540001
"337","2008-05-05",51.220001
"338","2008-05-06",50.889999
"339","2008-05-07",49.43
"340","2008-05-08",49.150002
"341","2008-05-09",49.259998
"342","2008-05-12",50.810001
"343","2008-05-13",51.259998
"344","2008-05-14",51.630001
"345","2008-05-15",52.639999
"346","2008-05-16",52.509998
"347","2008-05-19",52.32
"348","2008-05-20",51.349998
"349","2008-05-21",49.290001
"350","2008-05-22",49.720001
"351","2008-05-23",49.200001
"352","2008-05-27",49.790001
"353","2008-05-28",49.650002
"354","2008-05-29",49.860001
"355","2008-05-30",49.259998
"356","2008-06-02",48.810001
"357","2008-06-03",49.259998
"358","2008-06-04",49.869999
"359","2008-06-05",50.740002
"360","2008-06-06",48.720001
"361","2008-06-09",46.98
"362","2008-06-10",47.220001
"363","2008-06-11",46.349998
"364","2008-06-12",47.240002
"365","2008-06-13",48.34
"366","2008-06-16",49.41
"367","2008-06-17",48.080002
"368","2008-06-18",47.560001
"369","2008-06-19",48.779999
"370","2008-06-20",47.470001
"371","2008-06-23",46.119999
"372","2008-06-24",47.02
"373","2008-06-25",47.439999
"374","2008-06-26",44.689999
"375","2008-06-27",44.080002
"376","2008-06-30",44.259998
"377","2008-07-01",44.34
"378","2008-07-02",43.110001
"379","2008-07-03",42.330002
"380","2008-07-07",41.790001
"381","2008-07-08",45.110001
"382","2008-07-09",42.07
"383","2008-07-10",43.18
"384","2008-07-11",43.330002
"385","2008-07-14",42.650002
"386","2008-07-15",41.849998
"387","2008-07-16",44.290001
"388","2008-07-17",45
"389","2008-07-18",44.950001
"390","2008-07-21",45.73
"391","2008-07-22",48.509998
"392","2008-07-23",51.299999
"393","2008-07-24",47.490002
"394","2008-07-25",48.450001
"395","2008-07-28",47.029999
"396","2008-07-29",49.549999
"397","2008-07-30",49.040001
"398","2008-07-31",49.18
"399","2008-08-01",48.349998
"400","2008-08-04",47.610001
"401","2008-08-05",49.919998
"402","2008-08-06",50.549999
"403","2008-08-07",48.259998
"404","2008-08-08",49.860001
"405","2008-08-11",52.310001
"406","2008-08-12",52.02
"407","2008-08-13",51
"408","2008-08-14",51.060001
"409","2008-08-15",50.32
"410","2008-08-18",49.389999
"411","2008-08-19",48.16
"412","2008-08-20",48.259998
"413","2008-08-21",47.650002
"414","2008-08-22",49.25
"415","2008-08-25",47.330002
"416","2008-08-26",47.41
"417","2008-08-27",47.880001
"418","2008-08-28",49.830002
"419","2008-08-29",48.810001
"420","2008-09-02",48.869999
"421","2008-09-03",49.889999
"422","2008-09-04",48.279999
"423","2008-09-05",47.610001
"424","2008-09-08",49.990002
"425","2008-09-09",48.380001
"426","2008-09-10",48.779999
"427","2008-09-11",48.77
"428","2008-09-12",49.700001
"429","2008-09-15",45.830002
"430","2008-09-16",47.59
"431","2008-09-17",45.790001
"432","2008-09-18",50.84
"433","2008-09-19",54.869999
"434","2008-09-22",48.91
"435","2008-09-23",49.110001
"436","2008-09-24",47.740002
"437","2008-09-25",47.75
"438","2008-09-26",47.5
"439","2008-09-29",44.330002
"440","2008-09-30",45.860001
"441","2008-10-01",44.950001
"442","2008-10-02",44.220001
"443","2008-10-03",42.700001
"444","2008-10-06",42.48
"445","2008-10-07",41
"446","2008-10-08",40.330002
"447","2008-10-09",35.540001
"448","2008-10-10",43.5
"449","2008-10-13",41.169998
"450","2008-10-14",37.560001
"451","2008-10-15",32.5
"452","2008-10-16",34.110001
"453","2008-10-17",33.830002
"454","2008-10-20",34.310001
"455","2008-10-21",33.09
"456","2008-10-22",30.77
"457","2008-10-23",30.700001
"458","2008-10-24",28.9
"459","2008-10-27",26.559999
"460","2008-10-28",31.09
"461","2008-10-29",30.99
"462","2008-10-30",31.34
"463","2008-10-31",33.709999
"464","2008-11-03",33.419998
"465","2008-11-04",35.189999
"466","2008-11-05",31.639999
"467","2008-11-06",30.610001
"468","2008-11-07",33.290001
"469","2008-11-10",30.42
"470","2008-11-11",29.129999
"471","2008-11-12",27.450001
"472","2008-11-13",30.280001
"473","2008-11-14",26.65
"474","2008-11-17",25.620001
"475","2008-11-18",24.67
"476","2008-11-19",21.67
"477","2008-11-20",18.959999
"478","2008-11-21",19.16
