"","date","TSLA"
"167","2011-02-24",4.506
"168","2011-02-25",4.722
"169","2011-02-28",4.778
"170","2011-03-01",4.788
"171","2011-03-02",4.804
"172","2011-03-03",4.872
"173","2011-03-04",4.99
"174","2011-03-07",4.988
"175","2011-03-08",4.932
"176","2011-03-09",4.944
"177","2011-03-10",4.802
"178","2011-03-11",4.814
"179","2011-03-14",4.65
"180","2011-03-15",4.59
"181","2011-03-16",4.564
"182","2011-03-17",4.562
"183","2011-03-18",4.592
"184","2011-03-21",4.546
"185","2011-03-22",4.438
"186","2011-03-23",4.442
"187","2011-03-24",4.466
"188","2011-03-25",4.55
"189","2011-03-28",4.65
"190","2011-03-29",4.784
"191","2011-03-30",4.742
"192","2011-03-31",5.55
"193","2011-04-01",5.332
"194","2011-04-04",5.166
"195","2011-04-05",5.34
"196","2011-04-06",5.298
"197","2011-04-07",5.448
"198","2011-04-08",5.298
"199","2011-04-11",5.054
"200","2011-04-12",4.93
"201","2011-04-13",4.986
"202","2011-04-14",5.028
"203","2011-04-15",5.116
"204","2011-04-18",5.006
"205","2011-04-19",5.032
"206","2011-04-20",5.15
"207","2011-04-21",5.348
"208","2011-04-25",5.278
"209","2011-04-26",5.386
"210","2011-04-27",5.416
"211","2011-04-28",5.532
"212","2011-04-29",5.52
"213","2011-05-02",5.49
"214","2011-05-03",5.374
"215","2011-05-04",5.338
"216","2011-05-05",5.288
"217","2011-05-06",5.424
"218","2011-05-09",5.582
"219","2011-05-10",5.666
"220","2011-05-11",5.414
"221","2011-05-12",5.534
"222","2011-05-13",5.51
"223","2011-05-16",5.32
"224","2011-05-17",5.192
"225","2011-05-18",5.27
"226","2011-05-19",5.64
"227","2011-05-20",5.594
"228","2011-05-23",5.364
"229","2011-05-24",5.344
"230","2011-05-25",5.796
"231","2011-05-26",5.896
"232","2011-05-27",5.91
"233","2011-05-31",6.028
"234","2011-06-01",5.704
"235","2011-06-02",5.752
"236","2011-06-03",6.026
"237","2011-06-06",5.74
"238","2011-06-07",5.674
"239","2011-06-08",5.424
"240","2011-06-09",5.524
"241","2011-06-10",5.572
"242","2011-06-13",5.686
"243","2011-06-14",5.72
"244","2011-06-15",5.464
"245","2011-06-16",5.3
"246","2011-06-17",5.3
"247","2011-06-20",5.202
"248","2011-06-21",5.506
"249","2011-06-22",5.442
"250","2011-06-23",5.542
"251","2011-06-24",5.514
"252","2011-06-27",5.492
"253","2011-06-28",5.622
"254","2011-06-29",5.658
"255","2011-06-30",5.826
"256","2011-07-01",5.804
"257","2011-07-05",5.828
"258","2011-07-06",5.792
"259","2011-07-07",5.946
"260","2011-07-08",5.762
"261","2011-07-11",5.67
"262","2011-07-12",5.634
"263","2011-07-13",5.728
"264","2011-07-14",5.522
"265","2011-07-15",5.516
"266","2011-07-18",5.446
"267","2011-07-19",5.578
"268","2011-07-20",5.738
"269","2011-07-21",5.74
"270","2011-07-22",5.858
"271","2011-07-25",5.698
"272","2011-07-26",5.6
"273","2011-07-27",5.528
"274","2011-07-28",5.634
"275","2011-07-29",5.634
"276","2011-08-01",5.754
"277","2011-08-02",5.468
"278","2011-08-03",5.44
"279","2011-08-04",4.95
"280","2011-08-05",4.848
"281","2011-08-08",4.728
"282","2011-08-09",5.012
"283","2011-08-10",4.764
"284","2011-08-11",5.06
"285","2011-08-12",5.262
"286","2011-08-15",5.246
"287","2011-08-16",5.22
"288","2011-08-17",5.166
"289","2011-08-18",4.852
"290","2011-08-19",4.46
"291","2011-08-22",4.39
"292","2011-08-23",4.592
"293","2011-08-24",4.774
"294","2011-08-25",4.622
"295","2011-08-26",4.746
"296","2011-08-29",4.942
"297","2011-08-30",4.926
"298","2011-08-31",4.948
"299","2011-09-01",4.8
"300","2011-09-02",4.614
"301","2011-09-06",4.588
"302","2011-09-07",4.768
"303","2011-09-08",4.722
"304","2011-09-09",4.594
"305","2011-09-12",4.576
"306","2011-09-13",4.816
"307","2011-09-14",4.868
"308","2011-09-15",4.964
"309","2011-09-16",5.16
"310","2011-09-19",5.154
"311","2011-09-20",5.202
"312","2011-09-21",5.17
"313","2011-09-22",5.126
"314","2011-09-23",5.276
"315","2011-09-26",5.104
"316","2011-09-27",5.238
"317","2011-09-28",4.918
"318","2011-09-29",4.824
"319","2011-09-30",4.878
"320","2011-10-03",4.746
"321","2011-10-04",4.732
"322","2011-10-05",5.074
"323","2011-10-06",5.392
"324","2011-10-07",5.398
"325","2011-10-10",5.576
"326","2011-10-11",5.522
"327","2011-10-12",5.56
"328","2011-10-13",5.588
"329","2011-10-14",5.61
"330","2011-10-17",5.484
"331","2011-10-18",5.668
"332","2011-10-19",5.514
"333","2011-10-20",5.468
"334","2011-10-21",5.606
"335","2011-10-24",5.71
"336","2011-10-25",5.65
"337","2011-10-26",5.596
"338","2011-10-27",5.752
"339","2011-10-28",5.974
"340","2011-10-31",5.874
"341","2011-11-01",5.776
"342","2011-11-02",5.742
"343","2011-11-03",6.492
"344","2011-11-04",6.462
"345","2011-11-07",6.254
"346","2011-11-08",6.368
"347","2011-11-09",6.176
"348","2011-11-10",6.266
"349","2011-11-11",6.728
"350","2011-11-14",6.644
"351","2011-11-15",6.786
"352","2011-11-16",6.988
"353","2011-11-17",6.736
"354","2011-11-18",6.52
"355","2011-11-21",6.352
"356","2011-11-22",6.414
"357","2011-11-23",6.29
"358","2011-11-25",6.332
"359","2011-11-28",6.512
"360","2011-11-29",6.35
"361","2011-11-30",6.548
"362","2011-12-01",6.52
"363","2011-12-02",6.66
"364","2011-12-05",6.884
"365","2011-12-06",6.974
"366","2011-12-07",6.838
"367","2011-12-08",6.178
"368","2011-12-09",6.208
"369","2011-12-12",6.082
"370","2011-12-13",5.89
"371","2011-12-14",5.706
"372","2011-12-15",5.724
"373","2011-12-16",5.6
"374","2011-12-19",5.55
"375","2011-12-20",5.58
"376","2011-12-21",5.514
"377","2011-12-22",5.554
"378","2011-12-23",5.58
"379","2011-12-27",5.714
"380","2011-12-28",5.702
"381","2011-12-29",5.746
"382","2011-12-30",5.712
"383","2012-01-03",5.616
"384","2012-01-04",5.542
"385","2012-01-05",5.424
"386","2012-01-06",5.382
"387","2012-01-09",5.45
"388","2012-01-10",5.524
"389","2012-01-11",5.646
"390","2012-01-12",5.65
"391","2012-01-13",4.558
"392","2012-01-17",5.32
"393","2012-01-18",5.362
"394","2012-01-19",5.352
"395","2012-01-20",5.32
"396","2012-01-23",5.354
"397","2012-01-24",5.484
"398","2012-01-25",5.594
"399","2012-01-26",5.788
"400","2012-01-27",5.866
"401","2012-01-30",5.914
"402","2012-01-31",5.814
"403","2012-02-01",5.916
"404","2012-02-02",6.05
"405","2012-02-03",6.23
"406","2012-02-06",6.36
"407","2012-02-07",6.32
"408","2012-02-08",6.386
"409","2012-02-09",6.516
"410","2012-02-10",6.22
"411","2012-02-13",6.298
"412","2012-02-14",6.634
"413","2012-02-15",6.72
"414","2012-02-16",6.836
"415","2012-02-17",6.994
"416","2012-02-21",6.9
"417","2012-02-22",6.844
"418","2012-02-23",6.906
"419","2012-02-24",6.75
"420","2012-02-27",6.724
"421","2012-02-28",6.762
"422","2012-02-29",6.682
"423","2012-03-01",6.882
"424","2012-03-02",6.808
"425","2012-03-05",6.754
"426","2012-03-06",6.622
"427","2012-03-07",6.624
"428","2012-03-08",6.614
"429","2012-03-09",6.948
"430","2012-03-12",7.202
"431","2012-03-13",7.218
"432","2012-03-14",7.058
"433","2012-03-15",7
"434","2012-03-16",7.064
"435","2012-03-19",6.996
"436","2012-03-20",6.992
"437","2012-03-21",7.03
"438","2012-03-22",6.88
"439","2012-03-23",6.816
"440","2012-03-26",7.48
"441","2012-03-27",7.588
"442","2012-03-28",7.57
"443","2012-03-29",7.466
"444","2012-03-30",7.448
"445","2012-04-02",7.316
"446","2012-04-03",7.602
"447","2012-04-04",7
"448","2012-04-05",6.896
"449","2012-04-09",6.63
"450","2012-04-10",6.492
"451","2012-04-11",6.618
"452","2012-04-12",6.688
"453","2012-04-13",6.718
"454","2012-04-16",6.45
"455","2012-04-17",6.448
"456","2012-04-18",6.532
"457","2012-04-19",6.632
"458","2012-04-20",6.632
"459","2012-04-23",6.388
"460","2012-04-24",6.364
"461","2012-04-25",6.582
"462","2012-04-26",6.698
"463","2012-04-27",6.668
"464","2012-04-30",6.626
"465","2012-05-01",6.756
"466","2012-05-02",6.788
"467","2012-05-03",6.492
"468","2012-05-04",6.366
"469","2012-05-07",6.494
"470","2012-05-08",6.038
"471","2012-05-09",6.012
"472","2012-05-10",6.592
"473","2012-05-11",6.45
"474","2012-05-14",6.012
"475","2012-05-15",5.886
"476","2012-05-16",5.836
"477","2012-05-17",5.714
"478","2012-05-18",5.512
"479","2012-05-21",5.754
"480","2012-05-22",6.16
"481","2012-05-23",6.204
"482","2012-05-24",6.056
"483","2012-05-25",5.962
"484","2012-05-29",6.338
"485","2012-05-30",6.082
"486","2012-05-31",5.9
"487","2012-06-01",5.63
"488","2012-06-04",5.576
"489","2012-06-05",5.582
"490","2012-06-06",5.844
"491","2012-06-07",5.786
"492","2012-06-08",6.016
"493","2012-06-11",5.824
"494","2012-06-12",5.932
"495","2012-06-13",5.954
"496","2012-06-14",5.878
"497","2012-06-15",5.982
"498","2012-06-18",6.368
"499","2012-06-19",6.418
"500","2012-06-20",6.756
"501","2012-06-21",6.438
"502","2012-06-22",6.758
"503","2012-06-25",6.622
"504","2012-06-26",6.322
"505","2012-06-27",6.392
"506","2012-06-28",6.282
"507","2012-06-29",6.258
"508","2012-07-02",6.08
"509","2012-07-03",6.132
"510","2012-07-05",6.246
"511","2012-07-06",6.198
"512","2012-07-09",6.298
"513","2012-07-10",6.254
"514","2012-07-11",6.302
"515","2012-07-12",6.54
"516","2012-07-13",6.85
"517","2012-07-16",7.192
"518","2012-07-17",6.67
"519","2012-07-18",6.43
"520","2012-07-19",6.454
"521","2012-07-20",6.358
"522","2012-07-23",6.132
"523","2012-07-24",5.968
"524","2012-07-25",5.79
"525","2012-07-26",5.626
"526","2012-07-27",5.902
"527","2012-07-30",5.47
"528","2012-07-31",5.484
"529","2012-08-01",5.25
"530","2012-08-02",5.22
"531","2012-08-03",5.454
"532","2012-08-06",5.654
"533","2012-08-07",6.05
"534","2012-08-08",5.818
"535","2012-08-09",5.882
"536","2012-08-10",5.988
"537","2012-08-13",6.234
"538","2012-08-14",5.884
"539","2012-08-15",5.88
"540","2012-08-16",6.06
"541","2012-08-17",6.002
"542","2012-08-20",5.902
"543","2012-08-21",5.822
"544","2012-08-22",5.99
"545","2012-08-23",6.146
"546","2012-08-24",5.9
"547","2012-08-27",5.664
"548","2012-08-28",5.738
"549","2012-08-29",5.682
"550","2012-08-30",5.682
"551","2012-08-31",5.704
"552","2012-09-04",5.628
"553","2012-09-05",5.588
"554","2012-09-06",5.71
"555","2012-09-07",5.87
"556","2012-09-10",5.474
"557","2012-09-11",5.56
"558","2012-09-12",5.656
"559","2012-09-13",5.896
"560","2012-09-14",6.078
"561","2012-09-17",6.508
"562","2012-09-18",6.268
"563","2012-09-19",6.21
"564","2012-09-20",6.18
"565","2012-09-21",6.004
"566","2012-09-24",6.132
"567","2012-09-25",5.532
"568","2012-09-26",5.508
"569","2012-09-27",5.698
"570","2012-09-28",5.856
"571","2012-10-01",5.832
"572","2012-10-02",5.96
"573","2012-10-03",5.86
"574","2012-10-04",5.88
"575","2012-10-05",5.778
"576","2012-10-08",5.85
"577","2012-10-09",5.674
"578","2012-10-10",5.68
"579","2012-10-11",5.664
"580","2012-10-12",5.528
"581","2012-10-15",5.466
"582","2012-10-16",5.612
"583","2012-10-17",5.764
"584","2012-10-18",5.608
"585","2012-10-19",5.548
"586","2012-10-22",5.57
"587","2012-10-23",5.678
"588","2012-10-24",5.484
"589","2012-10-25",5.504
"590","2012-10-26",5.476
"591","2012-10-31",5.626
"592","2012-11-01",5.85
"593","2012-11-02",5.784
"594","2012-11-05",6.3
"595","2012-11-06",6.23
"596","2012-11-07",6.308
"597","2012-11-08",6.262
"598","2012-11-09",6.064
"599","2012-11-12",6.214
"600","2012-11-13",6.322
"601","2012-11-14",6.276
"602","2012-11-15",6.164
"603","2012-11-16",6.368
"604","2012-11-19",6.584
"605","2012-11-20",6.6
"606","2012-11-21",6.494
"607","2012-11-23",6.426
"608","2012-11-26",6.454
"609","2012-11-27",6.43
"610","2012-11-28",6.646
"611","2012-11-29",6.738
"612","2012-11-30",6.764
"613","2012-12-03",6.924
"614","2012-12-04",6.78
"615","2012-12-05",6.742
"616","2012-12-06",6.78
"617","2012-12-07",6.834
"618","2012-12-10",6.914
"619","2012-12-11",7.056
"620","2012-12-12",7.052
"621","2012-12-13",6.722
"622","2012-12-14",6.762
"623","2012-12-17",6.88
"624","2012-12-18",6.918
"625","2012-12-19",6.922
"626","2012-12-20",6.886
"627","2012-12-21",6.8
"628","2012-12-24",6.856
"629","2012-12-26",6.718
"630","2012-12-27",6.738
"631","2012-12-28",6.644
"632","2012-12-31",6.774
"633","2013-01-02",7.072
"634","2013-01-03",6.954
"635","2013-01-04",6.88
"636","2013-01-07",6.868
"637","2013-01-08",6.736
"638","2013-01-09",6.728
"639","2013-01-10",6.706
"640","2013-01-11",6.582
"641","2013-01-14",6.652
"642","2013-01-15",6.78
"643","2013-01-16",6.82
"644","2013-01-17",6.876
"645","2013-01-18",6.904
"646","2013-01-22",7.038
"647","2013-01-23",7.2
"648","2013-01-24",7.398
"649","2013-01-25",7.396
"650","2013-01-28",7.606
"651","2013-01-29",7.59
"652","2013-01-30",7.504
"653","2013-01-31",7.502
"654","2013-02-01",7.66
"655","2013-02-04",7.548
"656","2013-02-05",7.626
"657","2013-02-06",7.834
"658","2013-02-07",7.896
"659","2013-02-08",7.848
"660","2013-02-11",7.684
"661","2013-02-12",7.578
"662","2013-02-13",7.69
"663","2013-02-14",7.654
"664","2013-02-15",7.408
"665","2013-02-19",7.856
"666","2013-02-20",7.708
"667","2013-02-21",7.032
"668","2013-02-22",7.222
"669","2013-02-25",6.876
"670","2013-02-26",6.886
"671","2013-02-27",7.02
"672","2013-02-28",6.966
"673","2013-03-01",6.93
"674","2013-03-04",7.116
"675","2013-03-05",7.33
"676","2013-03-06",7.538
"677","2013-03-07",7.646
"678","2013-03-08",7.694
"679","2013-03-11",7.82
"680","2013-03-12",7.824
"681","2013-03-13",7.796
"682","2013-03-14",7.37
"683","2013-03-15",7.058
"684","2013-03-18",7.03
"685","2013-03-19",7.016
"686","2013-03-20",7.19
"687","2013-03-21",7.202
"688","2013-03-22",7.324
"689","2013-03-25",7.506
"690","2013-03-26",7.572
"691","2013-03-27",7.632
"692","2013-03-28",7.578
"693","2013-04-01",8.786
"694","2013-04-02",8.868
"695","2013-04-03",8.22
"696","2013-04-04",8.402
"697","2013-04-05",8.274
"698","2013-04-08",8.366
"699","2013-04-09",8.1
"700","2013-04-10",8.372
"701","2013-04-11",8.718
"702","2013-04-12",8.75
"703","2013-04-15",8.66
"704","2013-04-16",9.118
"705","2013-04-17",9.09
"706","2013-04-18",9.394
"707","2013-04-19",9.566
"708","2013-04-22",10.038
"709","2013-04-23",10.202
"710","2013-04-24",10.086
"711","2013-04-25",10.4
"712","2013-04-26",10.24
"713","2013-04-29",10.988
"714","2013-04-30",10.798
"715","2013-05-01",10.656
"716","2013-05-02",10.822
"717","2013-05-03",10.91
"718","2013-05-06",11.9
"719","2013-05-07",11.102
"720","2013-05-08",11.158
"721","2013-05-09",13.88
"722","2013-05-10",15.352
"723","2013-05-13",17.559999
"724","2013-05-14",16.648001
"725","2013-05-15",16.968
"726","2013-05-16",18.450001
"727","2013-05-17",18.299999
"728","2013-05-20",17.988001
"729","2013-05-21",17.518
"730","2013-05-22",17.448
"731","2013-05-23",18.546
"732","2013-05-24",19.416
"733","2013-05-28",22.066
"734","2013-05-29",20.926001
"735","2013-05-30",20.99
"736","2013-05-31",19.552
"737","2013-06-03",18.518
"738","2013-06-04",18.968
"739","2013-06-05",19.073999
"740","2013-06-06",19.469999
"741","2013-06-07",20.408001
"742","2013-06-10",20.01
"743","2013-06-11",18.893999
"744","2013-06-12",19.546
"745","2013-06-13",19.636
"746","2013-06-14",20.059999
"747","2013-06-17",20.440001
"748","2013-06-18",20.677999
"749","2013-06-19",20.936001
"750","2013-06-20",20.129999
"751","2013-06-21",19.91
"752","2013-06-24",20.298
"753","2013-06-25",20.48
"754","2013-06-26",21.143999
"755","2013-06-27",21.85
"756","2013-06-28",21.472
"757","2013-07-01",23.436001
"758","2013-07-02",23.563999
"759","2013-07-03",23.048
"760","2013-07-05",24.018
"761","2013-07-08",24.322001
"762","2013-07-09",24.690001
"763","2013-07-10",24.454
"764","2013-07-11",25.122
"765","2013-07-12",25.98
"766","2013-07-15",25.452
"767","2013-07-16",21.809999
"768","2013-07-17",24.049999
"769","2013-07-18",23.806
"770","2013-07-19",23.936001
"771","2013-07-22",24.486
"772","2013-07-23",24.548
"773","2013-07-24",24.34
"774","2013-07-25",24.813999
"775","2013-07-26",25.878
"776","2013-07-29",26.924
"777","2013-07-30",26.348
"778","2013-07-31",26.856001
"779","2013-08-01",27.110001
"780","2013-08-02",27.6
"781","2013-08-05",28.936001
"782","2013-08-06",28.43
"783","2013-08-07",26.846001
"784","2013-08-08",30.695999
"785","2013-08-09",30.6
"786","2013-08-12",29.476
"787","2013-08-13",29.086
"788","2013-08-14",27.872
"789","2013-08-15",27.934
"790","2013-08-16",28.4
"791","2013-08-19",28.98
"792","2013-08-20",29.916
"793","2013-08-21",29.572001
"794","2013-08-22",31.42
"795","2013-08-23",32.368
"796","2013-08-26",32.844002
"797","2013-08-27",33.402
"798","2013-08-28",33.290001
"799","2013-08-29",33.212002
"800","2013-08-30",33.799999
"801","2013-09-03",33.787998
"802","2013-09-04",34.124001
"803","2013-09-05",33.986
"804","2013-09-06",33.394001
"805","2013-09-09",32.139999
"806","2013-09-10",33.273998
"807","2013-09-11",32.703999
"808","2013-09-12",32.986
"809","2013-09-13",33.108002
"810","2013-09-16",33.316002
"811","2013-09-17",33.245998
"812","2013-09-18",33.243999
"813","2013-09-19",35.584
"814","2013-09-20",36.678001
"815","2013-09-23",36.222
"816","2013-09-24",36.466
"817","2013-09-25",37.048
"818","2013-09-26",37.728001
"819","2013-09-27",38.18
"820","2013-09-30",38.674
"821","2013-10-01",38.599998
"822","2013-10-02",36.189999
"823","2013-10-03",34.661999
"824","2013-10-04",36.195999
"825","2013-10-07",36.613998
"826","2013-10-08",34.945999
"827","2013-10-09",33.756001
"828","2013-10-10",34.585999
"829","2013-10-11",35.740002
"830","2013-10-14",35.944
"831","2013-10-15",36.787998
"832","2013-10-16",36.712002
"833","2013-10-17",36.560001
"834","2013-10-18",36.68
"835","2013-10-21",34.52
"836","2013-10-22",34.307999
"837","2013-10-23",32.900002
"838","2013-10-24",34.630001
"839","2013-10-25",33.931999
"840","2013-10-28",32.571999
"841","2013-10-29",32.894001
"842","2013-10-30",31.844
"843","2013-10-31",31.988001
"844","2013-11-01",32.433998
"845","2013-11-04",35.040001
"846","2013-11-05",35.362
"847","2013-11-06",30.232
"848","2013-11-07",27.954
"849","2013-11-08",27.59
"850","2013-11-11",28.940001
"851","2013-11-12",27.559999
"852","2013-11-13",27.74
"853","2013-11-14",27.52
"854","2013-11-15",27.09
"855","2013-11-18",24.316
"856","2013-11-19",25.218
"857","2013-11-20",24.222
"858","2013-11-21",24.42
"859","2013-11-22",24.275999
"860","2013-11-25",24.167999
"861","2013-11-26",24.1
"862","2013-11-27",25.388
"863","2013-11-29",25.455999
"864","2013-12-02",24.834
"865","2013-12-03",28.940001
"866","2013-12-04",27.790001
"867","2013-12-05",28.096001
"868","2013-12-06",27.472
"869","2013-12-09",28.32
"870","2013-12-10",28.438
"871","2013-12-11",27.93
"872","2013-12-12",29.493999
"873","2013-12-13",29.530001
"874","2013-12-16",29.587999
"875","2013-12-17",30.492001
"876","2013-12-18",29.596001
"877","2013-12-19",28.143999
"878","2013-12-20",28.648001
"879","2013-12-23",28.709999
"880","2013-12-24",30.282
"881","2013-12-26",31.1
"882","2013-12-27",30.224001
"883","2013-12-30",30.488001
"884","2013-12-31",30.086
"885","2014-01-02",30.02
"886","2014-01-03",29.912001
"887","2014-01-06",29.4
"888","2014-01-07",29.872
"889","2014-01-08",30.256001
"890","2014-01-09",29.506001
"891","2014-01-10",29.143999
"892","2014-01-13",27.868
"893","2014-01-14",32.254002
"894","2014-01-15",32.826
"895","2014-01-16",34.194
"896","2014-01-17",34.001999
"897","2014-01-21",35.335999
"898","2014-01-22",35.712002
"899","2014-01-23",36.299999
"900","2014-01-24",34.919998
"901","2014-01-27",33.924
"902","2014-01-28",35.675999
"903","2014-01-29",35.046001
"904","2014-01-30",36.568001
"905","2014-01-31",36.282001
"906","2014-02-03",35.422001
"907","2014-02-04",35.745998
"908","2014-02-05",34.883999
"909","2014-02-06",35.675999
"910","2014-02-07",37.306
"911","2014-02-10",39.312
"912","2014-02-11",39.324001
"913","2014-02-12",39.063999
"914","2014-02-13",39.925999
"915","2014-02-14",39.646
"916","2014-02-18",40.740002
"917","2014-02-19",38.728001
"918","2014-02-20",41.993999
"919","2014-02-21",41.919998
"920","2014-02-24",43.529999
"921","2014-02-25",49.599998
"922","2014-02-26",50.599998
"923","2014-02-27",50.507999
"924","2014-02-28",48.962002
"925","2014-03-03",50.112
"926","2014-03-04",50.967999
"927","2014-03-05",50.532001
"928","2014-03-06",50.588001
"929","2014-03-07",49.242001
"930","2014-03-10",47.768002
"931","2014-03-11",46.882
"932","2014-03-12",48.298
"933","2014-03-13",47.557999
"934","2014-03-14",46.194
"935","2014-03-17",46.796001
"936","2014-03-18",48.007999
"937","2014-03-19",47.167999
"938","2014-03-20",46.981998
"939","2014-03-21",45.778
"940","2014-03-24",44.034
"941","2014-03-25",44.088001
"942","2014-03-26",42.591999
"943","2014-03-27",41.464001
"944","2014-03-28",42.473999
"945","2014-03-31",41.689999
"946","2014-04-01",43.394001
"947","2014-04-02",46.057999
"948","2014-04-03",45.080002
"949","2014-04-04",42.445999
"950","2014-04-07",41.504002
"951","2014-04-08",43.091999
"952","2014-04-09",43.386002
"953","2014-04-10",40.838001
"954","2014-04-11",40.756001
"955","2014-04-14",39.618
"956","2014-04-15",38.782001
"957","2014-04-16",39.821999
"958","2014-04-17",39.624001
"959","2014-04-21",40.875999
"960","2014-04-22",43.728001
"961","2014-04-23",41.598
"962","2014-04-24",41.571999
"963","2014-04-25",39.970001
"964","2014-04-28",39.702
"965","2014-04-29",41.383999
"966","2014-04-30",41.577999
"967","2014-05-01",41.546001
"968","2014-05-02",42.181999
"969","2014-05-05",43.321999
"970","2014-05-06",41.456001
"971","2014-05-07",40.27
"972","2014-05-08",35.717999
"973","2014-05-09",36.452
"974","2014-05-12",36.933998
"975","2014-05-13",38.032001
"976","2014-05-14",38.124001
"977","2014-05-15",37.717999
"978","2014-05-16",38.312
"979","2014-05-19",39.217999
"980","2014-05-20",39.060001
"981","2014-05-21",39.889999
"982","2014-05-22",40.976002
"983","2014-05-23",41.459999
"984","2014-05-27",42.312
"985","2014-05-28",42.048
"986","2014-05-29",42.048
"987","2014-05-30",41.554001
