"","date","SMP"
"241","2007-12-14",7.74
"242","2007-12-17",7.59
"243","2007-12-18",7.6
"244","2007-12-19",7.73
"245","2007-12-20",8.28
"246","2007-12-21",8.9
"247","2007-12-24",9.48
"248","2007-12-26",9.44
"249","2007-12-27",8.6
"250","2007-12-28",8.32
"251","2007-12-31",8.16
"252","2008-01-02",8.26
"253","2008-01-03",7.7
"254","2008-01-04",7.57
"255","2008-01-07",7.55
"256","2008-01-08",7.23
"257","2008-01-09",7.04
"258","2008-01-10",7.13
"259","2008-01-11",6.93
"260","2008-01-14",7.02
"261","2008-01-15",7.54
"262","2008-01-16",8.11
"263","2008-01-17",7.74
"264","2008-01-18",7.36
"265","2008-01-22",7.03
"266","2008-01-23",7.57
"267","2008-01-24",7.9
"268","2008-01-25",7.78
"269","2008-01-28",8.18
"270","2008-01-29",8.14
"271","2008-01-30",8.3
"272","2008-01-31",8.26
"273","2008-02-01",8.76
"274","2008-02-04",8.54
"275","2008-02-05",8
"276","2008-02-06",8.17
"277","2008-02-07",8.03
"278","2008-02-08",7.79
"279","2008-02-11",7.45
"280","2008-02-12",7.43
"281","2008-02-13",7.74
"282","2008-02-14",7.51
"283","2008-02-15",7.23
"284","2008-02-19",7.32
"285","2008-02-20",7.68
"286","2008-02-21",7.5
"287","2008-02-22",7.21
"288","2008-02-25",7.6
"289","2008-02-26",7.8
"290","2008-02-27",8
"291","2008-02-28",7.77
"292","2008-02-29",7.41
"293","2008-03-03",7.41
"294","2008-03-04",7.47
"295","2008-03-05",7.42
"296","2008-03-06",7.13
"297","2008-03-07",7.41
"298","2008-03-10",7.52
"299","2008-03-11",6.25
"300","2008-03-12",6.06
"301","2008-03-13",6.47
"302","2008-03-14",6.06
"303","2008-03-17",5.94
"304","2008-03-18",6.1
"305","2008-03-19",6.14
"306","2008-03-20",5.99
"307","2008-03-24",6.69
"308","2008-03-25",7.29
"309","2008-03-26",7.17
"310","2008-03-27",6.82
"311","2008-03-28",6.67
"312","2008-03-31",6.12
"313","2008-04-01",6.71
"314","2008-04-02",6.46
"315","2008-04-03",6.26
"316","2008-04-04",6.68
"317","2008-04-07",6.42
"318","2008-04-08",6.64
"319","2008-04-09",6.2
"320","2008-04-10",6.33
"321","2008-04-11",6.15
"322","2008-04-14",6.15
"323","2008-04-15",6.2
"324","2008-04-16",6.08
"325","2008-04-17",6.08
"326","2008-04-18",6.63
"327","2008-04-21",6.56
"328","2008-04-22",6.07
"329","2008-04-23",6.04
"330","2008-04-24",6.38
"331","2008-04-25",6.33
"332","2008-04-28",6.26
"333","2008-04-29",6.34
"334","2008-04-30",6.08
"335","2008-05-01",6.29
"336","2008-05-02",6.3
"337","2008-05-05",6.08
"338","2008-05-06",6.28
"339","2008-05-07",6.68
"340","2008-05-08",7.1
"341","2008-05-09",7.09
"342","2008-05-12",7.63
"343","2008-05-13",7.91
"344","2008-05-14",8.4
"345","2008-05-15",8.3
"346","2008-05-16",8.24
"347","2008-05-19",8.7
"348","2008-05-20",8.7
"349","2008-05-21",8.23
"350","2008-05-22",8.56
"351","2008-05-23",8.48
"352","2008-05-27",8.53
"353","2008-05-28",8.28
"354","2008-05-29",8.55
"355","2008-05-30",8.5
"356","2008-06-02",8.46
"357","2008-06-03",8.52
"358","2008-06-04",8.48
"359","2008-06-05",8.9
"360","2008-06-06",8.51
"361","2008-06-09",9.02
"362","2008-06-10",8.88
"363","2008-06-11",8.77
"364","2008-06-12",8.76
"365","2008-06-13",9.01
"366","2008-06-16",9.16
"367","2008-06-17",9.3
"368","2008-06-18",9.22
"369","2008-06-19",9.38
"370","2008-06-20",9.26
"371","2008-06-23",9.36
"372","2008-06-24",9.1
"373","2008-06-25",9.6
"374","2008-06-26",8.64
"375","2008-06-27",8.83
"376","2008-06-30",8.16
"377","2008-07-01",8.03
"378","2008-07-02",7.67
"379","2008-07-03",7.74
"380","2008-07-07",7.33
"381","2008-07-08",7.65
"382","2008-07-09",7.8
"383","2008-07-10",7.75
"384","2008-07-11",7.91
"385","2008-07-14",8.1
"386","2008-07-15",8.52
"387","2008-07-16",8.95
"388","2008-07-17",9.24
"389","2008-07-18",9.43
"390","2008-07-21",9.75
"391","2008-07-22",9.8
"392","2008-07-23",9.82
"393","2008-07-24",9.85
"394","2008-07-25",9.64
"395","2008-07-28",9.38
"396","2008-07-29",9.62
"397","2008-07-30",9.42
"398","2008-07-31",9.39
"399","2008-08-01",9.19
"400","2008-08-04",8.62
"401","2008-08-05",8.48
"402","2008-08-06",8.61
"403","2008-08-07",7.85
"404","2008-08-08",8.12
"405","2008-08-11",8.17
"406","2008-08-12",7.94
"407","2008-08-13",8
"408","2008-08-14",8.18
"409","2008-08-15",8.26
"410","2008-08-18",8.73
"411","2008-08-19",8.33
"412","2008-08-20",8
"413","2008-08-21",7.66
"414","2008-08-22",7.64
"415","2008-08-25",7.27
"416","2008-08-26",7.16
"417","2008-08-27",7.07
"418","2008-08-28",6.99
"419","2008-08-29",6.91
"420","2008-09-02",7.09
"421","2008-09-03",7.2
"422","2008-09-04",7.11
"423","2008-09-05",7.53
"424","2008-09-08",7.49
"425","2008-09-09",7.44
"426","2008-09-10",7.13
"427","2008-09-11",7.15
"428","2008-09-12",7.54
"429","2008-09-15",6.96
"430","2008-09-16",6.96
"431","2008-09-17",6.58
"432","2008-09-18",7.06
"433","2008-09-19",7.36
"434","2008-09-22",7.17
"435","2008-09-23",6.61
"436","2008-09-24",6.27
"437","2008-09-25",6.43
"438","2008-09-26",6.33
"439","2008-09-29",6.79
"440","2008-09-30",6.22
"441","2008-10-01",6.39
"442","2008-10-02",6.03
"443","2008-10-03",5.95
"444","2008-10-06",5.36
"445","2008-10-07",4.95
"446","2008-10-08",4.79
"447","2008-10-09",3.65
"448","2008-10-10",3.99
"449","2008-10-13",4.53
"450","2008-10-14",4.4
"451","2008-10-15",3.9
"452","2008-10-16",4.61
"453","2008-10-17",4.16
"454","2008-10-20",3.95
"455","2008-10-21",3.75
"456","2008-10-22",3.56
"457","2008-10-23",3.19
"458","2008-10-24",2.95
"459","2008-10-27",2.75
"460","2008-10-28",2.73
"461","2008-10-29",2.87
"462","2008-10-30",3.4
"463","2008-10-31",4.21
"464","2008-11-03",4.08
"465","2008-11-04",4.14
"466","2008-11-05",3.98
"467","2008-11-06",3.66
"468","2008-11-07",3.76
"469","2008-11-10",3.56
"470","2008-11-11",3.18
"471","2008-11-12",2.73
"472","2008-11-13",3.09
"473","2008-11-14",2.89
"474","2008-11-17",2.74
"475","2008-11-18",2.65
"476","2008-11-19",2.5
"477","2008-11-20",2.25
"478","2008-11-21",2.35
"479","2008-11-24",2.36
"480","2008-11-25",2.17
"481","2008-11-26",2.24
"482","2008-11-28",2.49
"483","2008-12-01",2.6
"484","2008-12-02",2.87
"485","2008-12-03",2.82
"486","2008-12-04",2.79
"487","2008-12-05",2.8
"488","2008-12-08",2.9
"489","2008-12-09",2.9
"490","2008-12-10",3.19
"491","2008-12-11",3.13
"492","2008-12-12",3.19
"493","2008-12-15",3.17
"494","2008-12-16",3.19
"495","2008-12-17",3.19
"496","2008-12-18",3.09
"497","2008-12-19",3.75
"498","2008-12-22",3.66
"499","2008-12-23",3.57
"500","2008-12-24",3.74
"501","2008-12-26",3.56
"502","2008-12-29",3.48
"503","2008-12-30",3.71
"504","2008-12-31",3.46
"505","2009-01-02",3.58
"506","2009-01-05",3.72
"507","2009-01-06",4.04
"508","2009-01-07",3.96
"509","2009-01-08",4.25
"510","2009-01-09",4.22
"511","2009-01-12",4.1
"512","2009-01-13",3.92
"513","2009-01-14",3.96
"514","2009-01-15",3.4
"515","2009-01-16",3.97
"516","2009-01-20",2.64
"517","2009-01-21",2.78
"518","2009-01-22",2.6
"519","2009-01-23",2.42
"520","2009-01-26",2.27
"521","2009-01-27",2.3
"522","2009-01-28",2.73
"523","2009-01-29",2.36
"524","2009-01-30",2.35
"525","2009-02-02",2.48
"526","2009-02-03",2.31
"527","2009-02-04",2.3
"528","2009-02-05",2.3
"529","2009-02-06",2.42
"530","2009-02-09",2.55
"531","2009-02-10",2.41
"532","2009-02-11",2.39
"533","2009-02-12",2.34
"534","2009-02-13",2.4
"535","2009-02-17",2.45
"536","2009-02-18",2.28
"537","2009-02-19",2.28
"538","2009-02-20",2.23
"539","2009-02-23",2.14
"540","2009-02-24",2.14
"541","2009-02-25",2.04
"542","2009-02-26",2.05
"543","2009-02-27",2.09
"544","2009-03-02",1.94
"545","2009-03-03",1.81
"546","2009-03-04",1.82
"547","2009-03-05",1.66
"548","2009-03-06",1.61
"549","2009-03-09",1.4
"550","2009-03-10",1.55
"551","2009-03-11",1.65
"552","2009-03-12",1.55
"553","2009-03-13",2.1
"554","2009-03-16",2.2
"555","2009-03-17",2.38
"556","2009-03-18",2.31
"557","2009-03-19",2.43
"558","2009-03-20",2.95
"559","2009-03-23",3.03
"560","2009-03-24",2.75
"561","2009-03-25",2.55
"562","2009-03-26",2.59
"563","2009-03-27",2.62
"564","2009-03-30",2.64
"565","2009-03-31",2.75
"566","2009-04-01",2.57
"567","2009-04-02",2.75
"568","2009-04-03",2.92
"569","2009-04-06",2.65
"570","2009-04-07",2.5
"571","2009-04-08",2.6
"572","2009-04-09",3.1
"573","2009-04-13",2.93
"574","2009-04-14",2.96
"575","2009-04-15",3.06
"576","2009-04-16",3.12
"577","2009-04-17",2.79
"578","2009-04-20",2.65
"579","2009-04-21",2.66
"580","2009-04-22",2.79
"581","2009-04-23",3
"582","2009-04-24",2.85
"583","2009-04-27",2.98
"584","2009-04-28",3.32
"585","2009-04-29",3.5
"586","2009-04-30",4
"587","2009-05-01",4.15
"588","2009-05-04",4.1
"589","2009-05-05",4.55
"590","2009-05-06",4.64
"591","2009-05-07",4.4
"592","2009-05-08",4.4
"593","2009-05-11",4.28
"594","2009-05-12",4.06
"595","2009-05-13",3.94
"596","2009-05-14",4.05
"597","2009-05-15",4.04
"598","2009-05-18",4.3
"599","2009-05-19",4.45
"600","2009-05-20",4.73
"601","2009-05-21",4.7
"602","2009-05-22",5.16
"603","2009-05-26",5.24
"604","2009-05-27",5.6
"605","2009-05-28",5.67
"606","2009-05-29",5.27
"607","2009-06-01",5.7
"608","2009-06-02",5.66
"609","2009-06-03",5.68
"610","2009-06-04",5.97
"611","2009-06-05",6.38
"612","2009-06-08",6.5
"613","2009-06-09",6.65
"614","2009-06-10",6.61
"615","2009-06-11",6.97
"616","2009-06-12",6.95
"617","2009-06-15",6.7
"618","2009-06-16",6.82
"619","2009-06-17",5.7
"620","2009-06-18",6.51
"621","2009-06-19",6.8
"622","2009-06-22",6.66
"623","2009-06-23",6.09
"624","2009-06-24",6.59
"625","2009-06-25",6.95
"626","2009-06-26",8.12
"627","2009-06-29",8.39
"628","2009-06-30",8.27
"629","2009-07-01",8.91
"630","2009-07-02",8.62
"631","2009-07-06",8.66
"632","2009-07-07",8.38
"633","2009-07-08",8.18
"634","2009-07-09",8.27
"635","2009-07-10",8.61
"636","2009-07-13",8.7
"637","2009-07-14",9.09
"638","2009-07-15",9.49
"639","2009-07-16",9.86
"640","2009-07-17",10.56
"641","2009-07-20",10.76
"642","2009-07-21",10.43
"643","2009-07-22",10.98
"644","2009-07-23",11.21
"645","2009-07-24",11.32
"646","2009-07-27",11.64
"647","2009-07-28",11.33
"648","2009-07-29",10.87
"649","2009-07-30",11.63
"650","2009-07-31",11.17
"651","2009-08-03",11.46
"652","2009-08-04",11.77
"653","2009-08-05",11.28
"654","2009-08-06",10.38
"655","2009-08-07",10.93
"656","2009-08-10",11.76
"657","2009-08-11",11.61
"658","2009-08-12",12.23
"659","2009-08-13",12.14
"660","2009-08-14",12.05
"661","2009-08-17",11.39
"662","2009-08-18",11.86
"663","2009-08-19",11.39
"664","2009-08-20",11.79
"665","2009-08-21",11.99
"666","2009-08-24",11.93
"667","2009-08-25",12.5
"668","2009-08-26",12.89
"669","2009-08-27",12.9
"670","2009-08-28",12.66
"671","2009-08-31",12.38
"672","2009-09-01",11.37
"673","2009-09-02",11.85
"674","2009-09-03",11.82
"675","2009-09-04",12.44
"676","2009-09-08",12.68
"677","2009-09-09",13.05
"678","2009-09-10",14.31
"679","2009-09-11",14.42
"680","2009-09-14",14.41
"681","2009-09-15",14.67
"682","2009-09-16",14.67
"683","2009-09-17",14.54
"684","2009-09-18",14.06
"685","2009-09-21",14.27
"686","2009-09-22",14.58
"687","2009-09-23",15.06
"688","2009-09-24",14.34
"689","2009-09-25",14.58
"690","2009-09-28",15.15
"691","2009-09-29",15.31
"692","2009-09-30",15.2
"693","2009-10-01",14.22
"694","2009-10-02",13.93
"695","2009-10-05",15.01
"696","2009-10-06",15.52
"697","2009-10-07",15.49
"698","2009-10-08",15.44
"699","2009-10-09",15.43
"700","2009-10-12",15.17
"701","2009-10-13",15.23
"702","2009-10-14",15.52
"703","2009-10-15",15.41
"704","2009-10-16",14.87
"705","2009-10-19",15.24
"706","2009-10-20",14.32
"707","2009-10-21",13.21
"708","2009-10-22",13.91
"709","2009-10-23",12.33
"710","2009-10-26",11.93
"711","2009-10-27",9.97
"712","2009-10-28",9.36
"713","2009-10-29",9.86
"714","2009-10-30",8.36
"715","2009-11-02",8.14
"716","2009-11-03",8.52
"717","2009-11-04",8.38
"718","2009-11-05",8.43
"719","2009-11-06",8.33
"720","2009-11-09",8.81
"721","2009-11-10",8.87
"722","2009-11-11",9.02
"723","2009-11-12",8.91
"724","2009-11-13",9.15
"725","2009-11-16",10.08
"726","2009-11-17",10.09
"727","2009-11-18",10.04
"728","2009-11-19",10.28
"729","2009-11-20",10.05
"730","2009-11-23",10.27
"731","2009-11-24",9.9
"732","2009-11-25",9.74
"733","2009-11-27",9.06
"734","2009-11-30",8.99
"735","2009-12-01",9.22
"736","2009-12-02",9.15
"737","2009-12-03",9.31
"738","2009-12-04",9.83
"739","2009-12-07",9.57
"740","2009-12-08",9.58
"741","2009-12-09",9.55
"742","2009-12-10",9.29
"743","2009-12-11",9.3
"744","2009-12-14",9.67
"745","2009-12-15",9.9
"746","2009-12-16",9.19
"747","2009-12-17",9.27
"748","2009-12-18",8.68
"749","2009-12-21",9.24
"750","2009-12-22",9.05
"751","2009-12-23",8.95
"752","2009-12-24",8.95
"753","2009-12-28",8.97
"754","2009-12-29",8.81
"755","2009-12-30",8.92
"756","2009-12-31",8.52
"757","2010-01-04",8.84
"758","2010-01-05",8.78
"759","2010-01-06",8.7
"760","2010-01-07",8.92
"761","2010-01-08",9.14
"762","2010-01-11",8.52
"763","2010-01-12",8.41
"764","2010-01-13",9.24
"765","2010-01-14",9.32
"766","2010-01-15",8.98
"767","2010-01-19",9.54
"768","2010-01-20",9.04
"769","2010-01-21",8.67
"770","2010-01-22",8.14
"771","2010-01-25",8.17
"772","2010-01-26",7.92
"773","2010-01-27",8.22
"774","2010-01-28",7.85
"775","2010-01-29",7.84
"776","2010-02-01",7.79
"777","2010-02-02",8
"778","2010-02-03",7.92
"779","2010-02-04",7.61
"780","2010-02-05",7.56
"781","2010-02-08",7.66
"782","2010-02-09",7.64
"783","2010-02-10",7.69
"784","2010-02-11",7.77
"785","2010-02-12",7.76
"786","2010-02-16",8.13
"787","2010-02-17",8.34
"788","2010-02-18",8.36
"789","2010-02-19",8.48
"790","2010-02-22",8.42
"791","2010-02-23",8.28
"792","2010-02-24",8.58
"793","2010-02-25",8.53
"794","2010-02-26",8.11
"795","2010-03-01",8.45
"796","2010-03-02",8.7
"797","2010-03-03",8.69
"798","2010-03-04",8.64
"799","2010-03-05",10.51
"800","2010-03-08",10.16
"801","2010-03-09",10.18
"802","2010-03-10",10.1
"803","2010-03-11",10.2
"804","2010-03-12",9.98
"805","2010-03-15",9.52
"806","2010-03-16",9.57
"807","2010-03-17",9.56
"808","2010-03-18",9.59
"809","2010-03-19",9.55
"810","2010-03-22",10.18
"811","2010-03-23",10.73
"812","2010-03-24",11.01
"813","2010-03-25",10.94
"814","2010-03-26",10.81
"815","2010-03-29",10.61
"816","2010-03-30",10.42
"817","2010-03-31",9.92
"818","2010-04-01",10.41
"819","2010-04-05",11.02
"820","2010-04-06",10.57
"821","2010-04-07",10.37
"822","2010-04-08",10.67
"823","2010-04-09",10.58
"824","2010-04-12",10.4
"825","2010-04-13",10.52
"826","2010-04-14",10.72
"827","2010-04-15",10.82
"828","2010-04-16",10.56
"829","2010-04-19",10.76
"830","2010-04-20",10.9
"831","2010-04-21",10.92
"832","2010-04-22",11.06
"833","2010-04-23",11.13
"834","2010-04-26",11
"835","2010-04-27",10.54
"836","2010-04-28",10.76
"837","2010-04-29",11.54
"838","2010-04-30",10.66
"839","2010-05-03",11.49
"840","2010-05-04",10.96
"841","2010-05-05",9.8
"842","2010-05-06",7.73
"843","2010-05-07",7.9
"844","2010-05-10",8.41
"845","2010-05-11",8.37
"846","2010-05-12",9.11
"847","2010-05-13",9.15
"848","2010-05-14",8.68
"849","2010-05-17",9.11
"850","2010-05-18",8.51
"851","2010-05-19",8.38
"852","2010-05-20",8.1
"853","2010-05-21",8.16
"854","2010-05-24",8.03
"855","2010-05-25",8.25
"856","2010-05-26",8.23
"857","2010-05-27",8.7
"858","2010-05-28",8.37
"859","2010-06-01",7.94
"860","2010-06-02",7.99
"861","2010-06-03",8.24
"862","2010-06-04",7.67
"863","2010-06-07",7.29
"864","2010-06-08",7.11
"865","2010-06-09",7.72
"866","2010-06-10",8.02
"867","2010-06-11",8.5
"868","2010-06-14",8.67
"869","2010-06-15",9.16
"870","2010-06-16",9.04
"871","2010-06-17",8.93
"872","2010-06-18",9.14
"873","2010-06-21",8.56
"874","2010-06-22",8.27
"875","2010-06-23",8.11
"876","2010-06-24",7.9
"877","2010-06-25",8.18
"878","2010-06-28",8.01
"879","2010-06-29",7.77
"880","2010-06-30",8.07
"881","2010-07-01",7.67
"882","2010-07-02",7.58
"883","2010-07-06",7.56
"884","2010-07-07",7.91
"885","2010-07-08",8.12
"886","2010-07-09",8.5
"887","2010-07-12",8.4
"888","2010-07-13",9.1
"889","2010-07-14",9.09
"890","2010-07-15",9.29
"891","2010-07-16",8.62
"892","2010-07-19",8.71
"893","2010-07-20",9.1
"894","2010-07-21",8.89
"895","2010-07-22",9.35
"896","2010-07-23",9.7
"897","2010-07-26",9.65
"898","2010-07-27",9.39
"899","2010-07-28",9.13
"900","2010-07-29",9.5
"901","2010-07-30",9.8
"902","2010-08-02",10.13
"903","2010-08-03",10.28
"904","2010-08-04",10.51
"905","2010-08-05",10.39
"906","2010-08-06",10.37
"907","2010-08-09",10.67
"908","2010-08-10",10.25
"909","2010-08-11",9.4
"910","2010-08-12",9.48
"911","2010-08-13",9.62
"912","2010-08-16",9.55
"913","2010-08-17",9.76
"914","2010-08-18",9.72
"915","2010-08-19",9.05
"916","2010-08-20",8.92
"917","2010-08-23",8.66
"918","2010-08-24",8.75
"919","2010-08-25",9.14
"920","2010-08-26",9.17
"921","2010-08-27",9.22
"922","2010-08-30",8.82
"923","2010-08-31",8.6
"924","2010-09-01",9.2
"925","2010-09-02",9.49
"926","2010-09-03",9.74
"927","2010-09-07",9.53
"928","2010-09-08",9.57
"929","2010-09-09",9.74
"930","2010-09-10",9.72
"931","2010-09-13",9.85
"932","2010-09-14",9.21
"933","2010-09-15",9.44
"934","2010-09-16",9.22
"935","2010-09-17",9.57
"936","2010-09-20",10.1
"937","2010-09-21",10.22
"938","2010-09-22",10.28
"939","2010-09-23",9.87
"940","2010-09-24",10.35
"941","2010-09-27",10.21
"942","2010-09-28",10.32
"943","2010-09-29",10.49
"944","2010-09-30",10.53
"945","2010-10-01",10.63
"946","2010-10-04",10.31
"947","2010-10-05",10.82
"948","2010-10-06",10.89
"949","2010-10-07",10.48
"950","2010-10-08",10.59
"951","2010-10-11",10.92
"952","2010-10-12",11.1
"953","2010-10-13",10.68
"954","2010-10-14",10.92
"955","2010-10-15",10.52
"956","2010-10-18",10.75
"957","2010-10-19",10.35
"958","2010-10-20",10.64
"959","2010-10-21",10.67
"960","2010-10-22",10.72
"961","2010-10-25",10.89
"962","2010-10-26",11.02
"963","2010-10-27",11.08
"964","2010-10-28",10.59
"965","2010-10-29",10.63
"966","2010-11-01",10.65
"967","2010-11-02",11.99
"968","2010-11-03",12.37
"969","2010-11-04",13.11
"970","2010-11-05",13.11
"971","2010-11-08",13.22
"972","2010-11-09",13.28
"973","2010-11-10",13.41
"974","2010-11-11",13.52
"975","2010-11-12",13.25
"976","2010-11-15",13.47
"977","2010-11-16",13.16
"978","2010-11-17",12.85
"979","2010-11-18",13.15
"980","2010-11-19",12.74
"981","2010-11-22",12.75
"982","2010-11-23",12.12
"983","2010-11-24",12.59
"984","2010-11-26",12.35
"985","2010-11-29",12.56
"986","2010-11-30",12.58
"987","2010-12-01",12.84
"988","2010-12-02",12.96
"989","2010-12-03",13
"990","2010-12-06",13.34
"991","2010-12-07",13.26
"992","2010-12-08",13.23
"993","2010-12-09",13.66
"994","2010-12-10",13.8
"995","2010-12-13",13.74
"996","2010-12-14",13.83
"997","2010-12-15",12.99
"998","2010-12-16",13.77
