"","date","SBH"
"84","2007-05-03",9.82
"85","2007-05-04",9.82
"86","2007-05-07",9.44
"87","2007-05-08",9.48
"88","2007-05-09",9.75
"89","2007-05-10",9.48
"90","2007-05-11",9.46
"91","2007-05-14",9.29
"92","2007-05-15",9.07
"93","2007-05-16",9.06
"94","2007-05-17",8.97
"95","2007-05-18",8.86
"96","2007-05-21",8.99
"97","2007-05-22",8.99
"98","2007-05-23",9.09
"99","2007-05-24",9.15
"100","2007-05-25",9.22
"101","2007-05-29",9.23
"102","2007-05-30",9.25
"103","2007-05-31",9.17
"104","2007-06-01",9.15
"105","2007-06-04",9.15
"106","2007-06-05",9.01
"107","2007-06-06",8.81
"108","2007-06-07",9
"109","2007-06-08",9.19
"110","2007-06-11",9.3
"111","2007-06-12",9.18
"112","2007-06-13",9.27
"113","2007-06-14",9.54
"114","2007-06-15",9.53
"115","2007-06-18",9.53
"116","2007-06-19",9.76
"117","2007-06-20",9.72
"118","2007-06-21",9.28
"119","2007-06-22",8.92
"120","2007-06-25",8.99
"121","2007-06-26",9.05
"122","2007-06-27",9.19
"123","2007-06-28",9.1
"124","2007-06-29",9
"125","2007-07-02",9.05
"126","2007-07-03",9.03
"127","2007-07-05",9.19
"128","2007-07-06",9.22
"129","2007-07-09",8.97
"130","2007-07-10",8.66
"131","2007-07-11",8.86
"132","2007-07-12",9.12
"133","2007-07-13",9.34
"134","2007-07-16",9.16
"135","2007-07-17",9.07
"136","2007-07-18",9.13
"137","2007-07-19",9.23
"138","2007-07-20",8.95
"139","2007-07-23",8.83
"140","2007-07-24",8.8
"141","2007-07-25",8.81
"142","2007-07-26",8.55
"143","2007-07-27",8.22
"144","2007-07-30",8.12
"145","2007-07-31",8.03
"146","2007-08-01",7.95
"147","2007-08-02",8
"148","2007-08-03",7.52
"149","2007-08-06",8.18
"150","2007-08-07",7.95
"151","2007-08-08",8.44
"152","2007-08-09",7.85
"153","2007-08-10",8
"154","2007-08-13",7.94
"155","2007-08-14",7.76
"156","2007-08-15",8.46
"157","2007-08-16",8.99
"158","2007-08-17",8.92
"159","2007-08-20",8.53
"160","2007-08-21",8.27
"161","2007-08-22",8.48
"162","2007-08-23",8.36
"163","2007-08-24",8.49
"164","2007-08-27",8.46
"165","2007-08-28",8.19
"166","2007-08-29",8.33
"167","2007-08-30",8.49
"168","2007-08-31",8.52
"169","2007-09-04",8.57
"170","2007-09-05",8.57
"171","2007-09-06",8.51
"172","2007-09-07",8.3
"173","2007-09-10",8.06
"174","2007-09-11",8.23
"175","2007-09-12",8.33
"176","2007-09-13",8.31
"177","2007-09-14",8.33
"178","2007-09-17",8.13
"179","2007-09-18",8.79
"180","2007-09-19",8.98
"181","2007-09-20",8.58
"182","2007-09-21",8.75
"183","2007-09-24",8.58
"184","2007-09-25",8.65
"185","2007-09-26",8.68
"186","2007-09-27",8.61
"187","2007-09-28",8.45
"188","2007-10-01",8.88
"189","2007-10-02",9
"190","2007-10-03",9.02
"191","2007-10-04",9.08
"192","2007-10-05",9.63
"193","2007-10-08",9.75
"194","2007-10-09",9.69
"195","2007-10-10",9.53
"196","2007-10-11",9.21
"197","2007-10-12",9.44
"198","2007-10-15",8.95
"199","2007-10-16",8.98
"200","2007-10-17",8.74
"201","2007-10-18",8.71
"202","2007-10-19",8.52
"203","2007-10-22",8.57
"204","2007-10-23",8.77
"205","2007-10-24",8.8
"206","2007-10-25",8.83
"207","2007-10-26",9.38
"208","2007-10-29",9.25
"209","2007-10-30",9.08
"210","2007-10-31",9.25
"211","2007-11-01",8.9
"212","2007-11-02",8.59
"213","2007-11-05",8.65
"214","2007-11-06",8.9
"215","2007-11-07",8.51
"216","2007-11-08",8.63
"217","2007-11-09",8.54
"218","2007-11-12",8.57
"219","2007-11-13",8.93
"220","2007-11-14",9.06
"221","2007-11-15",9.17
"222","2007-11-16",9.1
"223","2007-11-19",8.34
"224","2007-11-20",8.3
"225","2007-11-21",8.29
"226","2007-11-23",8.37
"227","2007-11-26",7.84
"228","2007-11-27",8.03
"229","2007-11-28",8.05
"230","2007-11-29",8.71
"231","2007-11-30",9.11
"232","2007-12-03",9.5
"233","2007-12-04",9.68
"234","2007-12-05",9.73
"235","2007-12-06",9.81
"236","2007-12-07",10.7
"237","2007-12-10",10.24
"238","2007-12-11",9.98
"239","2007-12-12",10.44
"240","2007-12-13",10.43
"241","2007-12-14",9.98
"242","2007-12-17",10.21
"243","2007-12-18",10.71
"244","2007-12-19",10.66
"245","2007-12-20",10.51
"246","2007-12-21",9.91
"247","2007-12-24",9.59
"248","2007-12-26",9.72
"249","2007-12-27",9.09
"250","2007-12-28",9.51
"251","2007-12-31",9.05
"252","2008-01-02",8.99
"253","2008-01-03",8.89
"254","2008-01-04",8.79
"255","2008-01-07",8.82
"256","2008-01-08",8.41
"257","2008-01-09",8.75
"258","2008-01-10",8.75
"259","2008-01-11",8.4
"260","2008-01-14",8.36
"261","2008-01-15",8.34
"262","2008-01-16",8.52
"263","2008-01-17",8.87
"264","2008-01-18",8.66
"265","2008-01-22",8.5
"266","2008-01-23",8.77
"267","2008-01-24",8.63
"268","2008-01-25",8.21
"269","2008-01-28",8.43
"270","2008-01-29",8.49
"271","2008-01-30",8.02
"272","2008-01-31",8.11
"273","2008-02-01",8.21
"274","2008-02-04",8.05
"275","2008-02-05",7.5
"276","2008-02-06",7.44
"277","2008-02-07",7.76
"278","2008-02-08",7.76
"279","2008-02-11",7.75
"280","2008-02-12",7.96
"281","2008-02-13",7.98
"282","2008-02-14",7.63
"283","2008-02-15",7.41
"284","2008-02-19",7.26
"285","2008-02-20",7.34
"286","2008-02-21",7.29
"287","2008-02-22",7.46
"288","2008-02-25",7.42
"289","2008-02-26",7.79
"290","2008-02-27",7.78
"291","2008-02-28",7.69
"292","2008-02-29",7.65
"293","2008-03-03",7.53
"294","2008-03-04",7.74
"295","2008-03-05",7.58
"296","2008-03-06",7.2
"297","2008-03-07",6.89
"298","2008-03-10",6.64
"299","2008-03-11",6.94
"300","2008-03-12",7.01
"301","2008-03-13",7.26
"302","2008-03-14",6.94
"303","2008-03-17",6.88
"304","2008-03-18",7.47
"305","2008-03-19",7.37
"306","2008-03-20",7.69
"307","2008-03-24",7.76
"308","2008-03-25",7.4
"309","2008-03-26",7.24
"310","2008-03-27",7.07
"311","2008-03-28",7.02
"312","2008-03-31",6.9
"313","2008-04-01",7.42
"314","2008-04-02",7.28
"315","2008-04-03",7.25
"316","2008-04-04",7.13
"317","2008-04-07",7.28
"318","2008-04-08",7.16
"319","2008-04-09",6.75
"320","2008-04-10",6.75
"321","2008-04-11",6.28
"322","2008-04-14",6.18
"323","2008-04-15",6.15
"324","2008-04-16",6.14
"325","2008-04-17",6.31
"326","2008-04-18",6.19
"327","2008-04-21",6
"328","2008-04-22",5.9
"329","2008-04-23",6.03
"330","2008-04-24",6.03
"331","2008-04-25",6.47
"332","2008-04-28",6.34
"333","2008-04-29",6.12
"334","2008-04-30",6.06
"335","2008-05-01",6.27
"336","2008-05-02",6.06
"337","2008-05-05",6.1
"338","2008-05-06",5.97
"339","2008-05-07",5.76
"340","2008-05-08",6.64
"341","2008-05-09",6.76
"342","2008-05-12",6.81
"343","2008-05-13",7.34
"344","2008-05-14",7.39
"345","2008-05-15",7.72
"346","2008-05-16",7.57
"347","2008-05-19",7.38
"348","2008-05-20",7.35
"349","2008-05-21",6.95
"350","2008-05-22",7.5
"351","2008-05-23",7.45
"352","2008-05-27",7.38
"353","2008-05-28",7.43
"354","2008-05-29",7.53
"355","2008-05-30",7.54
"356","2008-06-02",7.32
"357","2008-06-03",7.44
"358","2008-06-04",7.24
"359","2008-06-05",7.45
"360","2008-06-06",7.09
"361","2008-06-09",7
"362","2008-06-10",6.86
"363","2008-06-11",6.58
"364","2008-06-12",6.84
"365","2008-06-13",6.86
"366","2008-06-16",6.98
"367","2008-06-17",6.95
"368","2008-06-18",6.74
"369","2008-06-19",6.76
"370","2008-06-20",6.13
"371","2008-06-23",6.17
"372","2008-06-24",6.06
"373","2008-06-25",6.13
"374","2008-06-26",6.14
"375","2008-06-27",6.23
"376","2008-06-30",6.46
"377","2008-07-01",6.51
"378","2008-07-02",6.34
"379","2008-07-03",6.69
"380","2008-07-07",6.68
"381","2008-07-08",6.83
"382","2008-07-09",6.62
"383","2008-07-10",6.95
"384","2008-07-11",6.85
"385","2008-07-14",7.01
"386","2008-07-15",7.12
"387","2008-07-16",7.39
"388","2008-07-17",7.41
"389","2008-07-18",7.42
"390","2008-07-21",7.14
"391","2008-07-22",7.54
"392","2008-07-23",7.42
"393","2008-07-24",7.07
"394","2008-07-25",7.29
"395","2008-07-28",7.2
"396","2008-07-29",7.61
"397","2008-07-30",7.48
"398","2008-07-31",7.4
"399","2008-08-01",7.38
"400","2008-08-04",7.02
"401","2008-08-05",7.79
"402","2008-08-06",7.62
"403","2008-08-07",8.17
"404","2008-08-08",8.38
"405","2008-08-11",8.26
"406","2008-08-12",8.24
"407","2008-08-13",8.56
"408","2008-08-14",8.61
"409","2008-08-15",8.78
"410","2008-08-18",8.71
"411","2008-08-19",8.44
"412","2008-08-20",8.7
"413","2008-08-21",8.26
"414","2008-08-22",8.49
"415","2008-08-25",7.97
"416","2008-08-26",8.03
"417","2008-08-27",8.28
"418","2008-08-28",8.65
"419","2008-08-29",8.54
"420","2008-09-02",9.05
"421","2008-09-03",9.23
"422","2008-09-04",8.49
"423","2008-09-05",8.68
"424","2008-09-08",9.2
"425","2008-09-09",8.77
"426","2008-09-10",8.7
"427","2008-09-11",8.49
"428","2008-09-12",8.64
"429","2008-09-15",8.35
"430","2008-09-16",8.75
"431","2008-09-17",7.84
"432","2008-09-18",9.02
"433","2008-09-19",9.98
"434","2008-09-22",9.42
"435","2008-09-23",9.35
"436","2008-09-24",9.06
"437","2008-09-25",9
"438","2008-09-26",8.99
"439","2008-09-29",8.08
"440","2008-09-30",8.6
"441","2008-10-01",8.2
"442","2008-10-02",7.66
"443","2008-10-03",7.24
"444","2008-10-06",7.18
"445","2008-10-07",6.26
"446","2008-10-08",6.41
"447","2008-10-09",6.57
"448","2008-10-10",6.84
"449","2008-10-13",7.37
"450","2008-10-14",6.87
"451","2008-10-15",6.01
"452","2008-10-16",5.8
"453","2008-10-17",6.17
"454","2008-10-20",6.21
"455","2008-10-21",6.16
"456","2008-10-22",5.24
"457","2008-10-23",4.69
"458","2008-10-24",4.34
"459","2008-10-27",4.48
"460","2008-10-28",4.79
"461","2008-10-29",5.1
"462","2008-10-30",5.11
"463","2008-10-31",5.08
"464","2008-11-03",4.98
"465","2008-11-04",5.11
"466","2008-11-05",4.93
"467","2008-11-06",4.7
"468","2008-11-07",4.85
"469","2008-11-10",4.58
"470","2008-11-11",4.08
"471","2008-11-12",3.82
"472","2008-11-13",4.36
"473","2008-11-14",3.9
"474","2008-11-17",3.65
"475","2008-11-18",3.46
"476","2008-11-19",3.01
"477","2008-11-20",2.7
"478","2008-11-21",3.17
"479","2008-11-24",3.57
"480","2008-11-25",3.81
"481","2008-11-26",4.89
"482","2008-11-28",4.35
"483","2008-12-01",3.51
"484","2008-12-02",3.69
"485","2008-12-03",3.75
"486","2008-12-04",4.33
"487","2008-12-05",4.89
"488","2008-12-08",5.3
"489","2008-12-09",4.73
"490","2008-12-10",5.01
"491","2008-12-11",4.76
"492","2008-12-12",5
"493","2008-12-15",4.72
"494","2008-12-16",5.1
"495","2008-12-17",5.2
"496","2008-12-18",5.09
"497","2008-12-19",5.6
"498","2008-12-22",5.48
"499","2008-12-23",5.26
"500","2008-12-24",5.31
"501","2008-12-26",5.38
"502","2008-12-29",5.15
"503","2008-12-30",5.45
"504","2008-12-31",5.69
"505","2009-01-02",5.61
"506","2009-01-05",5.72
"507","2009-01-06",5.74
"508","2009-01-07",5.7
"509","2009-01-08",5.68
"510","2009-01-09",5.29
"511","2009-01-12",5.03
"512","2009-01-13",5.08
"513","2009-01-14",4.8
"514","2009-01-15",5.19
"515","2009-01-16",5.18
"516","2009-01-20",4.65
"517","2009-01-21",4.79
"518","2009-01-22",4.84
"519","2009-01-23",4.77
"520","2009-01-26",4.88
"521","2009-01-27",4.97
"522","2009-01-28",5.01
"523","2009-01-29",4.92
"524","2009-01-30",4.73
"525","2009-02-02",4.77
"526","2009-02-03",4.89
"527","2009-02-04",4.81
"528","2009-02-05",4.59
"529","2009-02-06",4.96
"530","2009-02-09",4.71
"531","2009-02-10",4.32
"532","2009-02-11",4.36
"533","2009-02-12",4.49
"534","2009-02-13",4.33
"535","2009-02-17",4.14
"536","2009-02-18",4.01
"537","2009-02-19",4.24
"538","2009-02-20",3.94
"539","2009-02-23",3.88
"540","2009-02-24",4.09
"541","2009-02-25",4.06
"542","2009-02-26",4.05
"543","2009-02-27",3.87
"544","2009-03-02",3.75
"545","2009-03-03",3.89
"546","2009-03-04",4.03
"547","2009-03-05",4.11
"548","2009-03-06",4.18
"549","2009-03-09",4.25
"550","2009-03-10",4.5
"551","2009-03-11",4.37
"552","2009-03-12",4.71
"553","2009-03-13",4.77
"554","2009-03-16",4.54
"555","2009-03-17",5.27
"556","2009-03-18",5.26
"557","2009-03-19",5.39
"558","2009-03-20",5.01
"559","2009-03-23",5.61
"560","2009-03-24",5.39
"561","2009-03-25",6
"562","2009-03-26",6.02
"563","2009-03-27",5.79
"564","2009-03-30",5.41
"565","2009-03-31",5.68
"566","2009-04-01",5.93
"567","2009-04-02",6.43
"568","2009-04-03",6.12
"569","2009-04-06",6.07
"570","2009-04-07",5.78
"571","2009-04-08",6.28
"572","2009-04-09",6.66
"573","2009-04-13",6.51
"574","2009-04-14",6.75
"575","2009-04-15",6.96
"576","2009-04-16",6.95
"577","2009-04-17",6.94
"578","2009-04-20",6.58
"579","2009-04-21",6.71
"580","2009-04-22",6.63
"581","2009-04-23",6.49
"582","2009-04-24",6.71
"583","2009-04-27",6.44
"584","2009-04-28",6.52
"585","2009-04-29",7.05
"586","2009-04-30",7.4
"587","2009-05-01",7.31
"588","2009-05-04",8.06
"589","2009-05-05",8.07
"590","2009-05-06",7.5
"591","2009-05-07",7.18
"592","2009-05-08",7.32
"593","2009-05-11",7.13
"594","2009-05-12",6.91
"595","2009-05-13",6.24
"596","2009-05-14",6.35
"597","2009-05-15",6.27
"598","2009-05-18",6.84
"599","2009-05-19",6.88
"600","2009-05-20",6.82
"601","2009-05-21",6.99
"602","2009-05-22",6.95
"603","2009-05-26",7.39
"604","2009-05-27",7.09
"605","2009-05-28",7
"606","2009-05-29",7.11
"607","2009-06-01",7.49
"608","2009-06-02",7.5
"609","2009-06-03",7.47
"610","2009-06-04",7.38
"611","2009-06-05",7.35
"612","2009-06-08",7.21
"613","2009-06-09",7.27
"614","2009-06-10",6.79
"615","2009-06-11",6.62
"616","2009-06-12",6.31
"617","2009-06-15",6.29
"618","2009-06-16",6.02
"619","2009-06-17",6.08
"620","2009-06-18",5.91
"621","2009-06-19",5.11
"622","2009-06-22",5.61
"623","2009-06-23",5.41
"624","2009-06-24",5.27
"625","2009-06-25",6
"626","2009-06-26",6.32
"627","2009-06-29",6.34
"628","2009-06-30",6.36
"629","2009-07-01",6.54
"630","2009-07-02",5.94
"631","2009-07-06",5.82
"632","2009-07-07",5.66
"633","2009-07-08",5.75
"634","2009-07-09",5.7
"635","2009-07-10",5.69
"636","2009-07-13",6.31
"637","2009-07-14",6.49
"638","2009-07-15",6.79
"639","2009-07-16",6.76
"640","2009-07-17",6.48
"641","2009-07-20",6.66
"642","2009-07-21",6.69
"643","2009-07-22",6.91
"644","2009-07-23",7.27
"645","2009-07-24",7.32
"646","2009-07-27",7.21
"647","2009-07-28",7.05
"648","2009-07-29",7.03
"649","2009-07-30",6.84
"650","2009-07-31",6.98
"651","2009-08-03",7.29
"652","2009-08-04",7.4
"653","2009-08-05",7.2
"654","2009-08-06",7.28
"655","2009-08-07",7.45
"656","2009-08-10",7.33
"657","2009-08-11",7.17
"658","2009-08-12",7.47
"659","2009-08-13",7.6
"660","2009-08-14",7.2
"661","2009-08-17",6.96
"662","2009-08-18",7.06
"663","2009-08-19",7.28
"664","2009-08-20",7.06
"665","2009-08-21",7.01
"666","2009-08-24",7.14
"667","2009-08-25",7.29
"668","2009-08-26",7.32
"669","2009-08-27",7.31
"670","2009-08-28",7.2
"671","2009-08-31",7.11
"672","2009-09-01",6.9
"673","2009-09-02",7.05
"674","2009-09-03",7.25
"675","2009-09-04",7.13
"676","2009-09-08",7.16
"677","2009-09-09",7.15
"678","2009-09-10",7.46
"679","2009-09-11",7.42
"680","2009-09-14",7.58
"681","2009-09-15",7.87
"682","2009-09-16",8
"683","2009-09-17",7.99
"684","2009-09-18",8.11
"685","2009-09-21",7.48
"686","2009-09-22",7.45
"687","2009-09-23",7.37
"688","2009-09-24",7.16
"689","2009-09-25",7.09
"690","2009-09-28",7.28
"691","2009-09-29",7.34
"692","2009-09-30",7.11
"693","2009-10-01",6.85
"694","2009-10-02",6.78
"695","2009-10-05",6.83
"696","2009-10-06",7.28
"697","2009-10-07",7.26
"698","2009-10-08",7.24
"699","2009-10-09",7.27
"700","2009-10-12",7.45
"701","2009-10-13",7.31
"702","2009-10-14",7.61
"703","2009-10-15",7.65
"704","2009-10-16",7.61
"705","2009-10-19",7.65
"706","2009-10-20",7.53
"707","2009-10-21",7.42
"708","2009-10-22",7.5
"709","2009-10-23",7.47
"710","2009-10-26",7.56
"711","2009-10-27",7.15
"712","2009-10-28",6.75
"713","2009-10-29",6.98
"714","2009-10-30",6.75
"715","2009-11-02",6.89
"716","2009-11-03",7.13
"717","2009-11-04",7.12
"718","2009-11-05",7.39
"719","2009-11-06",7.47
"720","2009-11-09",7.74
"721","2009-11-10",7.81
"722","2009-11-11",7.76
"723","2009-11-12",7.36
"724","2009-11-13",7.47
"725","2009-11-16",7.53
"726","2009-11-17",7.44
"727","2009-11-18",7.55
"728","2009-11-19",7.51
"729","2009-11-20",7.36
"730","2009-11-23",7.51
"731","2009-11-24",7.27
"732","2009-11-25",7.29
"733","2009-11-27",7.11
"734","2009-11-30",6.98
"735","2009-12-01",7.14
"736","2009-12-02",7.21
"737","2009-12-03",7.34
"738","2009-12-04",7.5
"739","2009-12-07",7.49
"740","2009-12-08",7.5
"741","2009-12-09",7.47
"742","2009-12-10",7.52
"743","2009-12-11",7.59
"744","2009-12-14",7.71
"745","2009-12-15",7.76
"746","2009-12-16",7.67
"747","2009-12-17",7.62
"748","2009-12-18",7.55
"749","2009-12-21",7.61
"750","2009-12-22",7.81
"751","2009-12-23",7.8
"752","2009-12-24",7.84
"753","2009-12-28",7.74
"754","2009-12-29",7.75
"755","2009-12-30",7.82
"756","2009-12-31",7.65
"757","2010-01-04",7.91
"758","2010-01-05",8.21
"759","2010-01-06",8.29
"760","2010-01-07",8.77
"761","2010-01-08",8.67
"762","2010-01-11",8.65
"763","2010-01-12",8.45
"764","2010-01-13",8.67
"765","2010-01-14",8.74
"766","2010-01-15",8.58
"767","2010-01-19",8.78
"768","2010-01-20",8.67
"769","2010-01-21",8.78
"770","2010-01-22",8.79
"771","2010-01-25",8.48
"772","2010-01-26",8.36
"773","2010-01-27",8.52
"774","2010-01-28",8.32
"775","2010-01-29",8.34
"776","2010-02-01",8.38
"777","2010-02-02",8.31
"778","2010-02-03",8.38
"779","2010-02-04",8.08
"780","2010-02-05",7.97
"781","2010-02-08",7.91
"782","2010-02-09",8.04
"783","2010-02-10",7.87
"784","2010-02-11",7.82
"785","2010-02-12",7.98
"786","2010-02-16",7.97
"787","2010-02-17",8.16
"788","2010-02-18",8.32
"789","2010-02-19",8.26
"790","2010-02-22",8.31
"791","2010-02-23",8.13
"792","2010-02-24",8.27
"793","2010-02-25",8.27
"794","2010-02-26",8.19
"795","2010-03-01",8.13
"796","2010-03-02",8.19
"797","2010-03-03",8.24
"798","2010-03-04",8.25
"799","2010-03-05",8.33
"800","2010-03-08",8.21
"801","2010-03-09",8.25
"802","2010-03-10",8.43
"803","2010-03-11",8.46
"804","2010-03-12",8.44
"805","2010-03-15",8.34
"806","2010-03-16",8.54
"807","2010-03-17",8.7
"808","2010-03-18",8.71
"809","2010-03-19",8.47
"810","2010-03-22",8.5
"811","2010-03-23",8.65
"812","2010-03-24",8.8
"813","2010-03-25",8.73
"814","2010-03-26",8.95
"815","2010-03-29",8.93
"816","2010-03-30",8.94
"817","2010-03-31",8.92
"818","2010-04-01",8.92
"819","2010-04-05",9.05
"820","2010-04-06",8.99
"821","2010-04-07",8.95
"822","2010-04-08",8.82
"823","2010-04-09",8.91
"824","2010-04-12",8.92
"825","2010-04-13",8.82
"826","2010-04-14",9.02
"827","2010-04-15",9.06
"828","2010-04-16",8.97
"829","2010-04-19",9.13
"830","2010-04-20",9.05
"831","2010-04-21",9.06
"832","2010-04-22",9.34
"833","2010-04-23",9.55
"834","2010-04-26",9.45
"835","2010-04-27",9.2
"836","2010-04-28",9.34
"837","2010-04-29",9.87
"838","2010-04-30",9.55
"839","2010-05-03",9.8
"840","2010-05-04",9.25
"841","2010-05-05",9.17
"842","2010-05-06",8.94
"843","2010-05-07",8.98
"844","2010-05-10",9.76
"845","2010-05-11",10.1
"846","2010-05-12",10.68
"847","2010-05-13",10.38
"848","2010-05-14",10.15
"849","2010-05-17",10.46
"850","2010-05-18",10.23
"851","2010-05-19",9.87
"852","2010-05-20",9.31
"853","2010-05-21",9.31
"854","2010-05-24",9.12
"855","2010-05-25",9.12
"856","2010-05-26",9.38
"857","2010-05-27",9.64
"858","2010-05-28",9.41
"859","2010-06-01",8.94
"860","2010-06-02",8.77
"861","2010-06-03",8.76
"862","2010-06-04",8.3
"863","2010-06-07",8.27
"864","2010-06-08",7.87
"865","2010-06-09",7.67
"866","2010-06-10",7.93
"867","2010-06-11",8.23
"868","2010-06-14",8.41
"869","2010-06-15",8.56
"870","2010-06-16",8.33
"871","2010-06-17",8.5
"872","2010-06-18",8.18
"873","2010-06-21",8.13
"874","2010-06-22",8.01
"875","2010-06-23",7.98
"876","2010-06-24",7.92
"877","2010-06-25",8.1
"878","2010-06-28",7.99
"879","2010-06-29",7.81
"880","2010-06-30",8.2
"881","2010-07-01",8.49
"882","2010-07-02",8.35
"883","2010-07-06",8.14
"884","2010-07-07",8.68
"885","2010-07-08",8.52
"886","2010-07-09",8.68
"887","2010-07-12",8.44
"888","2010-07-13",8.8
"889","2010-07-14",8.74
"890","2010-07-15",8.68
"891","2010-07-16",8.31
"892","2010-07-19",8.34
"893","2010-07-20",8.77
"894","2010-07-21",8.5
"895","2010-07-22",8.9
"896","2010-07-23",9.21
"897","2010-07-26",9.6
"898","2010-07-27",9.5
"899","2010-07-28",9.03
"900","2010-07-29",9.32
"901","2010-07-30",9.46
"902","2010-08-02",9.74
"903","2010-08-03",9.45
"904","2010-08-04",9.6
"905","2010-08-05",9.42
"906","2010-08-06",9.37
"907","2010-08-09",9.59
"908","2010-08-10",9.16
"909","2010-08-11",8.7
"910","2010-08-12",8.96
"911","2010-08-13",8.64
"912","2010-08-16",8.76
"913","2010-08-17",9.03
"914","2010-08-18",9.23
"915","2010-08-19",8.88
"916","2010-08-20",8.79
"917","2010-08-23",8.86
"918","2010-08-24",8.6
"919","2010-08-25",8.83
"920","2010-08-26",8.83
"921","2010-08-27",9.1
"922","2010-08-30",8.66
"923","2010-08-31",8.63
"924","2010-09-01",9.04
"925","2010-09-02",9.49
"926","2010-09-03",9.9
"927","2010-09-07",9.57
"928","2010-09-08",9.84
"929","2010-09-09",9.72
"930","2010-09-10",10
"931","2010-09-13",10.42
"932","2010-09-14",10.57
"933","2010-09-15",10.61
"934","2010-09-16",10.49
"935","2010-09-17",10.61
"936","2010-09-20",10.99
"937","2010-09-21",10.82
"938","2010-09-22",10.84
"939","2010-09-23",11
"940","2010-09-24",11.47
"941","2010-09-27",11.43
"942","2010-09-28",11.7
"943","2010-09-29",11.6
"944","2010-09-30",11.2
"945","2010-10-01",11.31
"946","2010-10-04",11.01
"947","2010-10-05",11.25
"948","2010-10-06",11.32
"949","2010-10-07",11.27
"950","2010-10-08",11.41
"951","2010-10-11",11.3
"952","2010-10-12",11.88
"953","2010-10-13",11.84
"954","2010-10-14",11.5
"955","2010-10-15",11.72
"956","2010-10-18",11.83
"957","2010-10-19",11.39
"958","2010-10-20",11.64
"959","2010-10-21",12.3
"960","2010-10-22",12.34
"961","2010-10-25",12.58
"962","2010-10-26",12.59
"963","2010-10-27",12.31
"964","2010-10-28",12.22
"965","2010-10-29",12.17
"966","2010-11-01",11.8
"967","2010-11-02",12.06
"968","2010-11-03",11.99
"969","2010-11-04",12.68
"970","2010-11-05",13.04
"971","2010-11-08",12.72
"972","2010-11-09",12.33
"973","2010-11-10",12.66
"974","2010-11-11",12.62
"975","2010-11-12",12.37
"976","2010-11-15",12.53
"977","2010-11-16",12.29
"978","2010-11-17",12.64
"979","2010-11-18",12.46
"980","2010-11-19",13
"981","2010-11-22",12.76
"982","2010-11-23",13.11
"983","2010-11-24",13.61
"984","2010-11-26",13.74
"985","2010-11-29",13.77
"986","2010-11-30",13.75
"987","2010-12-01",13.83
"988","2010-12-02",13.69
"989","2010-12-03",13.79
"990","2010-12-06",14.11
"991","2010-12-07",13.92
"992","2010-12-08",13.99
"993","2010-12-09",14.33
"994","2010-12-10",14.58
"995","2010-12-13",14
"996","2010-12-14",14.02
"997","2010-12-15",13.96
"998","2010-12-16",14.45
"999","2010-12-17",14.69
"1000","2010-12-20",14.27
"1001","2010-12-21",14.4
