"","date","SMBK"
"1","2007-01-03",64.705879
"2","2007-01-04",63.64706
"3","2007-01-05",63.725491
"4","2007-01-08",63.725491
"5","2007-01-09",64.313728
"6","2007-01-10",63.725491
"7","2007-01-11",62.745098
"8","2007-01-12",62.745098
"9","2007-01-16",63.333332
"10","2007-01-17",63.92157
"11","2007-01-18",63.92157
"12","2007-01-19",63.725491
"13","2007-01-22",62.980392
"14","2007-01-23",63.725491
"15","2007-01-24",64.313728
"16","2007-01-25",63.529411
"17","2007-01-26",63.529411
"18","2007-01-29",64.705879
"19","2007-01-30",64.705879
"20","2007-01-31",64.705879
"21","2007-02-01",63.725491
"22","2007-02-02",63.725491
"23","2007-02-05",61.764706
"24","2007-02-06",63.137257
"25","2007-02-07",62.549019
"26","2007-02-08",62.745098
"27","2007-02-09",62.745098
"28","2007-02-12",62.745098
"29","2007-02-13",61.372547
"30","2007-02-14",59.607841
"31","2007-02-15",61.764706
"32","2007-02-16",60.784313
"33","2007-02-20",60.784313
"34","2007-02-21",60.784313
"35","2007-02-22",60.784313
"36","2007-02-23",60.784313
"37","2007-02-26",60.784313
"38","2007-02-27",59.803921
"39","2007-02-28",59.215687
"40","2007-03-01",59.764706
"41","2007-03-02",59.803921
"42","2007-03-05",58.823528
"43","2007-03-06",58.823528
"44","2007-03-07",58.627453
"45","2007-03-08",58.627453
"46","2007-03-09",58.823528
"47","2007-03-12",58.823528
"48","2007-03-13",58.823528
"49","2007-03-14",58.823528
"50","2007-03-15",58.823528
"51","2007-03-16",58.431374
"52","2007-03-19",58.039215
"53","2007-03-20",55.882355
"54","2007-03-21",57.254902
"55","2007-03-22",57.254902
"56","2007-03-23",57.254902
"57","2007-03-26",57.843136
"58","2007-03-27",57.843136
"59","2007-03-28",57.843136
"60","2007-03-29",57.843136
"61","2007-03-30",57.843136
"62","2007-04-02",58.235294
"63","2007-04-03",58.235294
"64","2007-04-04",58.235294
"65","2007-04-05",58.235294
"66","2007-04-09",59.607841
"67","2007-04-10",59.803921
"68","2007-04-11",58.039215
"69","2007-04-12",58.039215
"70","2007-04-13",58.823528
"71","2007-04-16",58.823528
"72","2007-04-17",59.803921
"73","2007-04-18",59.019608
"74","2007-04-19",58.862743
"75","2007-04-20",59.803921
"76","2007-04-23",59.411766
"77","2007-04-24",60
"78","2007-04-25",60
"79","2007-04-26",59.607841
"80","2007-04-27",59.607841
"81","2007-04-30",59.607841
"82","2007-05-01",59.215687
"83","2007-05-02",59.607841
"84","2007-05-03",59.607841
"85","2007-05-04",59.215687
"86","2007-05-07",59.215687
"87","2007-05-08",59.607841
"88","2007-05-09",59.607841
"89","2007-05-10",59.607841
"90","2007-05-11",59.607841
"91","2007-05-14",59.254902
"92","2007-05-15",59.254902
"93","2007-05-16",59.64706
"94","2007-05-17",59.803921
"95","2007-05-18",59.607841
"96","2007-05-21",59.411766
"97","2007-05-22",59.411766
"98","2007-05-23",59.411766
"99","2007-05-24",59.411766
"100","2007-05-25",59.411766
"101","2007-05-29",59.411766
"102","2007-05-30",59.607841
"103","2007-05-31",59.019608
"104","2007-06-01",58.823528
"105","2007-06-04",58.823528
"106","2007-06-05",58.823528
"107","2007-06-06",58.823528
"108","2007-06-07",59.215687
"109","2007-06-08",58.823528
"110","2007-06-11",58.823528
"111","2007-06-12",57.843136
"112","2007-06-13",57.843136
"113","2007-06-14",57.843136
"114","2007-06-15",57.64706
"115","2007-06-18",57.64706
"116","2007-06-19",57.843136
"117","2007-06-20",57.843136
"118","2007-06-21",57.843136
"119","2007-06-22",56.862743
"120","2007-06-25",56.07843
"121","2007-06-26",56.823528
"122","2007-06-27",56.07843
"123","2007-06-28",56.862743
"124","2007-06-29",56.862743
"125","2007-07-02",56.862743
"126","2007-07-03",54.901962
"127","2007-07-05",54.901962
"128","2007-07-06",54.901962
"129","2007-07-09",54.901962
"130","2007-07-10",53.92157
"131","2007-07-11",53.137257
"132","2007-07-12",53.92157
"133","2007-07-13",53.333332
"134","2007-07-16",53.137257
"135","2007-07-17",53.137257
"136","2007-07-18",53.137257
"137","2007-07-19",51.960785
"138","2007-07-20",50.588234
"139","2007-07-23",49.372547
"140","2007-07-24",42.941177
"141","2007-07-25",44.313725
"142","2007-07-26",45.098038
"143","2007-07-27",48.627453
"144","2007-07-30",50.784313
"145","2007-07-31",49.803921
"146","2007-08-01",49.411766
"147","2007-08-02",50.980392
"148","2007-08-03",50.196079
"149","2007-08-06",50.196079
"150","2007-08-07",48.980392
"151","2007-08-08",50.980392
"152","2007-08-09",50.196079
"153","2007-08-10",49.411766
"154","2007-08-13",48.823528
"155","2007-08-14",46.862743
"156","2007-08-15",47.058823
"157","2007-08-16",46.862743
"158","2007-08-17",45.098038
"159","2007-08-20",49.019608
"160","2007-08-21",49.019608
"161","2007-08-22",49.019608
"162","2007-08-23",49.019608
"163","2007-08-24",49.019608
"164","2007-08-27",49.019608
"165","2007-08-28",48.039215
"166","2007-08-29",48.039215
"167","2007-08-30",48.039215
"168","2007-08-31",48.039215
"169","2007-09-04",48.039215
"170","2007-09-05",48.039215
"171","2007-09-06",48.039215
"172","2007-09-07",48.039215
"173","2007-09-10",48.039215
"174","2007-09-11",48.823528
"175","2007-09-12",45.686275
"176","2007-09-13",46.07843
"177","2007-09-14",48.039215
"178","2007-09-17",48.039215
"179","2007-09-18",49.019608
"180","2007-09-19",49.019608
"181","2007-09-20",46.274509
"182","2007-09-21",46.156864
"183","2007-09-24",46.274509
"184","2007-09-25",46.07843
"185","2007-09-26",48.431374
"186","2007-09-27",48.431374
"187","2007-09-28",48.627453
"188","2007-10-01",48.627453
"189","2007-10-02",46.666668
"190","2007-10-03",46.666668
"191","2007-10-04",46.666668
"192","2007-10-05",47.843136
"193","2007-10-08",46.666668
"194","2007-10-09",46.666668
"195","2007-10-10",46.666668
"196","2007-10-11",46.862743
"197","2007-10-12",48.039215
"198","2007-10-15",47.450981
"199","2007-10-16",47.058823
"200","2007-10-17",46.666668
"201","2007-10-18",47.058823
"202","2007-10-19",46.07843
"203","2007-10-22",46.07843
"204","2007-10-23",45.529411
"205","2007-10-24",45.686275
"206","2007-10-25",45.490196
"207","2007-10-26",45.490196
"208","2007-10-29",45.490196
"209","2007-10-30",45.686275
"210","2007-10-31",45.490196
"211","2007-11-01",45.490196
"212","2007-11-02",44.549019
"213","2007-11-05",43.92157
"214","2007-11-06",44.705883
"215","2007-11-07",44.509804
"216","2007-11-08",43.137257
"217","2007-11-09",43.137257
"218","2007-11-12",43.137257
"219","2007-11-13",43.137257
"220","2007-11-14",44.509804
"221","2007-11-15",44.509804
"222","2007-11-16",43.137257
"223","2007-11-19",43.137257
"224","2007-11-20",43.137257
"225","2007-11-21",43.137257
"226","2007-11-23",44.117645
"227","2007-11-26",43.92157
"228","2007-11-27",43.137257
"229","2007-11-28",43.294117
"230","2007-11-29",43.137257
"231","2007-11-30",43.137257
"232","2007-12-03",42.745098
"233","2007-12-04",43.137257
"234","2007-12-05",43.137257
"235","2007-12-06",43.137257
"236","2007-12-07",42.941177
"237","2007-12-10",43.137257
"238","2007-12-11",42.745098
"239","2007-12-12",43.137257
"240","2007-12-13",43.137257
"241","2007-12-14",43.137257
"242","2007-12-17",43.137257
"243","2007-12-18",43.137257
"244","2007-12-19",42.156864
"245","2007-12-20",42.35294
"246","2007-12-21",42.392159
"247","2007-12-24",42.392159
"248","2007-12-26",41.568626
"249","2007-12-27",40.07843
"250","2007-12-28",39.411766
"251","2007-12-31",42.745098
"252","2008-01-02",37.254902
