"","date","SCKT"
"109","2007-06-08",9
"110","2007-06-11",8.8
"111","2007-06-12",8.7
"112","2007-06-13",8.7
"113","2007-06-14",9
"114","2007-06-15",9
"115","2007-06-18",9
"116","2007-06-19",8.6
"117","2007-06-20",8.7
"118","2007-06-21",8.5
"119","2007-06-22",8.6
"120","2007-06-25",8.5
"121","2007-06-26",8.2
"122","2007-06-27",8.4
"123","2007-06-28",8.2
"124","2007-06-29",8.8
"125","2007-07-02",8.8
"126","2007-07-03",9
"127","2007-07-05",8.9
"128","2007-07-06",8.8
"129","2007-07-09",9.2
"130","2007-07-10",9.2
"131","2007-07-11",9.2
"132","2007-07-12",9.3
"133","2007-07-13",9.5
"134","2007-07-16",9.6
"135","2007-07-17",9.6
"136","2007-07-18",9.5
"137","2007-07-19",9.5
"138","2007-07-20",9.5
"139","2007-07-23",9.2
"140","2007-07-24",9
"141","2007-07-25",9.3
"142","2007-07-26",9.6
"143","2007-07-27",9.1
"144","2007-07-30",9.4
"145","2007-07-31",9.1
"146","2007-08-01",9.1
"147","2007-08-02",9.4
"148","2007-08-03",9.4
"149","2007-08-06",9.5
"150","2007-08-07",9.6
"151","2007-08-08",9.7
"152","2007-08-09",9.5
"153","2007-08-10",9.6
"154","2007-08-13",9.6
"155","2007-08-14",9.3
"156","2007-08-15",8.8
"157","2007-08-16",8.9
"158","2007-08-17",9.1
"159","2007-08-20",9.2
"160","2007-08-21",8.8
"161","2007-08-22",8.8
"162","2007-08-23",9.1
"163","2007-08-24",8.8
"164","2007-08-27",8.8
"165","2007-08-28",8.9
"166","2007-08-29",8.9
"167","2007-08-30",8.8
"168","2007-08-31",8.8
"169","2007-09-04",9.3
"170","2007-09-05",8.9
"171","2007-09-06",8.8
"172","2007-09-07",8.9
"173","2007-09-10",8.8
"174","2007-09-11",8.8
"175","2007-09-12",9
"176","2007-09-13",8.8
"177","2007-09-14",8.8
"178","2007-09-17",8.8
"179","2007-09-18",9.1
"180","2007-09-19",9.2
"181","2007-09-20",9.2
"182","2007-09-21",9.5
"183","2007-09-24",9.5
"184","2007-09-25",9.5
"185","2007-09-26",9.7
"186","2007-09-27",9.9
"187","2007-09-28",10.4
"188","2007-10-01",11.6
"189","2007-10-02",12.7
"190","2007-10-03",12.6
"191","2007-10-04",11.8
"192","2007-10-05",11.3
"193","2007-10-08",11.6
"194","2007-10-09",12.3
"195","2007-10-10",11.8
"196","2007-10-11",11.7
"197","2007-10-12",11.7
"198","2007-10-15",11.9
"199","2007-10-16",11.7
"200","2007-10-17",12
"201","2007-10-18",12.3
"202","2007-10-19",12.2
"203","2007-10-22",11.6
"204","2007-10-23",11.6
"205","2007-10-24",11.1
"206","2007-10-25",9.3
"207","2007-10-26",8.5
"208","2007-10-29",8.8
"209","2007-10-30",8.9
"210","2007-10-31",9
"211","2007-11-01",8.3
"212","2007-11-02",8.2
"213","2007-11-05",8
"214","2007-11-06",8.2
"215","2007-11-07",7.8
"216","2007-11-08",8
"217","2007-11-09",7.7
"218","2007-11-12",8.1
"219","2007-11-13",8.1
"220","2007-11-14",8
"221","2007-11-15",8.1
"222","2007-11-16",8
"223","2007-11-19",7.5
"224","2007-11-20",7.7
"225","2007-11-21",7.9
"226","2007-11-23",7.9
"227","2007-11-26",7.6
"228","2007-11-27",8.3
"229","2007-11-28",8.5
"230","2007-11-29",8.1
"231","2007-11-30",8.1
"232","2007-12-03",7.8
"233","2007-12-04",7.7
"234","2007-12-05",7.6
"235","2007-12-06",7.8
"236","2007-12-07",7.5
"237","2007-12-10",7.5
"238","2007-12-11",7.1
"239","2007-12-12",7.6
"240","2007-12-13",8.2
"241","2007-12-14",7.5
"242","2007-12-17",7.8
"243","2007-12-18",8
"244","2007-12-19",9.1
"245","2007-12-20",8.6
"246","2007-12-21",8.7
"247","2007-12-24",8.6
"248","2007-12-26",7.9
"249","2007-12-27",8.1
"250","2007-12-28",8.5
"251","2007-12-31",8.2
"252","2008-01-02",8.9
"253","2008-01-03",8.8
"254","2008-01-04",8
"255","2008-01-07",7.9
"256","2008-01-08",7.7
"257","2008-01-09",7.6
"258","2008-01-10",7.5
"259","2008-01-11",8
"260","2008-01-14",7.7
"261","2008-01-15",7.5
"262","2008-01-16",7.3
"263","2008-01-17",7.3
"264","2008-01-18",7.4
"265","2008-01-22",7
"266","2008-01-23",6.7
"267","2008-01-24",7.2
"268","2008-01-25",7
"269","2008-01-28",7.1
"270","2008-01-29",6.7
"271","2008-01-30",7.4
"272","2008-01-31",7
"273","2008-02-01",6.9
"274","2008-02-04",6.9
"275","2008-02-05",7.1
"276","2008-02-06",7.3
"277","2008-02-07",7.3
"278","2008-02-08",6.9
"279","2008-02-11",7.6
"280","2008-02-12",7.3
"281","2008-02-13",7.5
"282","2008-02-14",7.2
"283","2008-02-15",7
"284","2008-02-19",7.2
"285","2008-02-20",7.4
"286","2008-02-21",7
"287","2008-02-22",7.6
"288","2008-02-25",7.5
"289","2008-02-26",7.4
"290","2008-02-27",7.5
"291","2008-02-28",7
"292","2008-02-29",7.3
"293","2008-03-03",6.9
"294","2008-03-04",6.5
"295","2008-03-05",6.6
"296","2008-03-06",6.6
"297","2008-03-07",6.6
"298","2008-03-10",5.7
"299","2008-03-11",6
"300","2008-03-12",6.2
"301","2008-03-13",6.3
"302","2008-03-14",6.2
"303","2008-03-17",5.6
"304","2008-03-18",6
"305","2008-03-19",5.1
"306","2008-03-20",5.4
"307","2008-03-24",6.1
"308","2008-03-25",6
"309","2008-03-26",6
"310","2008-03-27",5.5
"311","2008-03-28",5.9
"312","2008-03-31",6.2
"313","2008-04-01",6.3
"314","2008-04-02",5.8
"315","2008-04-03",6.3
"316","2008-04-04",6.3
"317","2008-04-07",5.8
"318","2008-04-08",5.7
"319","2008-04-09",6
"320","2008-04-10",6.3
"321","2008-04-11",6.3
"322","2008-04-14",6.7
"323","2008-04-15",6.7
"324","2008-04-16",6.6
"325","2008-04-17",6
"326","2008-04-18",6.4
"327","2008-04-21",6
"328","2008-04-22",5.9
"329","2008-04-23",6
"330","2008-04-24",6.5
"331","2008-04-25",6.9
"332","2008-04-28",7.1
"333","2008-04-29",7.1
"334","2008-04-30",7
"335","2008-05-01",8
"336","2008-05-02",8
"337","2008-05-05",7.3
"338","2008-05-06",7.8
"339","2008-05-07",7.8
"340","2008-05-08",7.1
"341","2008-05-09",7.5
"342","2008-05-12",7.2
"343","2008-05-13",7.1
"344","2008-05-14",7
"345","2008-05-15",6.9
"346","2008-05-16",7.3
"347","2008-05-19",7
"348","2008-05-20",7
"349","2008-05-21",6.9
"350","2008-05-22",7.5
"351","2008-05-23",7
"352","2008-05-27",7.5
"353","2008-05-28",7.5
"354","2008-05-29",7.2
"355","2008-05-30",7.5
"356","2008-06-02",7.5
"357","2008-06-03",7.4
"358","2008-06-04",7.6
"359","2008-06-05",7.8
"360","2008-06-06",8.3
"361","2008-06-09",7.8
"362","2008-06-10",7.4
"363","2008-06-11",7.5
"364","2008-06-12",7.5
"365","2008-06-13",8
"366","2008-06-16",7.4
"367","2008-06-17",7.5
"368","2008-06-18",7.5
"369","2008-06-19",7.8
"370","2008-06-20",7.8
"371","2008-06-23",7.9
"372","2008-06-24",7.4
"373","2008-06-25",7.5
"374","2008-06-26",7.2
"375","2008-06-27",7.1
"376","2008-06-30",6.9
"377","2008-07-01",6.9
"378","2008-07-02",6.6
"379","2008-07-03",6.1
"380","2008-07-07",5.9
"381","2008-07-08",5.4
"382","2008-07-09",6
"383","2008-07-10",6.4
"384","2008-07-11",5.8
"385","2008-07-14",6
"386","2008-07-15",5.9
"387","2008-07-16",6.1
"388","2008-07-17",6.1
"389","2008-07-18",6.3
"390","2008-07-21",6.3
"391","2008-07-22",6.6
"392","2008-07-23",7.1
"393","2008-07-24",7.2
"394","2008-07-25",6.9
"395","2008-07-28",6.9
"396","2008-07-29",6.8
"397","2008-07-30",6.6
"398","2008-07-31",6.9
"399","2008-08-01",6.8
"400","2008-08-04",6.6
"401","2008-08-05",6.8
"402","2008-08-06",6.5
"403","2008-08-07",6.5
"404","2008-08-08",7.2
"405","2008-08-11",7.2
"406","2008-08-12",7.3
"407","2008-08-13",7
"408","2008-08-14",6.9
"409","2008-08-15",6.9
"410","2008-08-18",6.6
"411","2008-08-19",6.6
"412","2008-08-20",6.8
"413","2008-08-21",6.6
"414","2008-08-22",6.9
"415","2008-08-25",6.5
"416","2008-08-26",6.4
"417","2008-08-27",6.4
"418","2008-08-28",6.5
"419","2008-08-29",6.7
"420","2008-09-02",7
"421","2008-09-03",6.3
"422","2008-09-04",5.4
"423","2008-09-05",5.9
"424","2008-09-08",5.4
"425","2008-09-09",5.8
"426","2008-09-10",5.8
"427","2008-09-11",5.7
"428","2008-09-12",6.5
"429","2008-09-15",5.5
"430","2008-09-16",5.4
"431","2008-09-17",5.5
"432","2008-09-18",5.4
"433","2008-09-19",5.3
"434","2008-09-22",5.3
"435","2008-09-23",4.9
"436","2008-09-24",4.8
"437","2008-09-25",5.2
"438","2008-09-26",5.2
"439","2008-09-29",5.4
"440","2008-09-30",5
"441","2008-10-01",4.7
"442","2008-10-02",5.3
"443","2008-10-03",4.9
"444","2008-10-06",5.3
"445","2008-10-07",4.5
"446","2008-10-08",3.8
"447","2008-10-09",3.6
"448","2008-10-10",4.3
"449","2008-10-13",4.8
"450","2008-10-14",4.5
"451","2008-10-15",3.9
"452","2008-10-16",3.7
"453","2008-10-17",4.7
"454","2008-10-20",4.6
"455","2008-10-21",4.2
"456","2008-10-22",4.2
"457","2008-10-23",3.8
"458","2008-10-24",7.5
"459","2008-10-27",4.8
"460","2008-10-28",4.86
"461","2008-10-29",4
"462","2008-10-30",4
"463","2008-10-31",4.5
"464","2008-11-03",4.48
"465","2008-11-04",4.48
"466","2008-11-05",4.4
"467","2008-11-06",3.56
"468","2008-11-07",4
"469","2008-11-10",3.51
"470","2008-11-11",3.39
"471","2008-11-12",2.65
"472","2008-11-13",3.39
"473","2008-11-14",3.3
"474","2008-11-17",3.38
"475","2008-11-18",2.9
"476","2008-11-19",3.19
"477","2008-11-20",3.19
"478","2008-11-21",2.8
"479","2008-11-24",2.6
"480","2008-11-25",3.4
"481","2008-11-26",2.95
"482","2008-11-28",2.95
"483","2008-12-01",2.38
"484","2008-12-02",2.79
"485","2008-12-03",2.49
"486","2008-12-04",2.98
"487","2008-12-05",2.98
"488","2008-12-08",2.19
"489","2008-12-09",2.19
"490","2008-12-10",2.54
"491","2008-12-11",2.74
"492","2008-12-12",2.66
"493","2008-12-15",2.65
"494","2008-12-16",2.6
"495","2008-12-17",2.34
"496","2008-12-18",2.4
"497","2008-12-19",2.02
"498","2008-12-22",1.69
"499","2008-12-23",1.82
"500","2008-12-24",1.95
"501","2008-12-26",2.1
"502","2008-12-29",1.84
"503","2008-12-30",1.93
"504","2008-12-31",1.84
"505","2009-01-02",1.98
"506","2009-01-05",2.38
"507","2009-01-06",2.61
"508","2009-01-07",2.64
"509","2009-01-08",2.34
"510","2009-01-09",2.52
"511","2009-01-12",2.52
"512","2009-01-13",2.64
"513","2009-01-14",2.59
"514","2009-01-15",2.59
"515","2009-01-16",2.45
"516","2009-01-20",2.47
"517","2009-01-21",2.5
"518","2009-01-22",2.38
"519","2009-01-23",2.5
"520","2009-01-26",2.83
"521","2009-01-27",2.8
"522","2009-01-28",2.84
"523","2009-01-29",2.79
"524","2009-01-30",3.01
"525","2009-02-02",3.15
"526","2009-02-03",3.08
"527","2009-02-04",3.3
"528","2009-02-05",3.47
"529","2009-02-06",3.27
"530","2009-02-09",2.96
"531","2009-02-10",3.3
"532","2009-02-11",3.46
"533","2009-02-12",3.49
"534","2009-02-13",3.5
"535","2009-02-17",3.27
"536","2009-02-18",3.45
"537","2009-02-19",2.47
"538","2009-02-20",2.35
"539","2009-02-23",1.96
"540","2009-02-24",1.73
"541","2009-02-25",1.61
"542","2009-02-26",1.72
"543","2009-02-27",2
"544","2009-03-02",2.17
"545","2009-03-03",2.24
"546","2009-03-04",2.56
"547","2009-03-05",2.5
"548","2009-03-06",2.17
"549","2009-03-09",1.75
"550","2009-03-10",1.61
"551","2009-03-11",1.66
"552","2009-03-12",1.66
"553","2009-03-13",1.64
"554","2009-03-16",1.6
"555","2009-03-17",1.65
"556","2009-03-18",1.72
"557","2009-03-19",1.98
"558","2009-03-20",1.71
"559","2009-03-23",1.84
"560","2009-03-24",2.99
"561","2009-03-25",2.65
"562","2009-03-26",2.93
"563","2009-03-27",2.97
"564","2009-03-30",3.24
"565","2009-03-31",3.3
"566","2009-04-01",3.2
"567","2009-04-02",3.14
"568","2009-04-03",2.97
"569","2009-04-06",2.97
"570","2009-04-07",2.7
"571","2009-04-08",2.37
"572","2009-04-09",2.29
"573","2009-04-13",2.09
"574","2009-04-14",2.1
"575","2009-04-15",2.25
"576","2009-04-16",2.37
"577","2009-04-17",2.43
"578","2009-04-20",1.81
"579","2009-04-21",2.24
"580","2009-04-22",2.35
"581","2009-04-23",2.35
"582","2009-04-24",2.28
"583","2009-04-27",2.32
"584","2009-04-28",2.32
"585","2009-04-29",2.36
"586","2009-04-30",2.38
"587","2009-05-01",2.45
"588","2009-05-04",2.39
"589","2009-05-05",2.4
"590","2009-05-06",2.29
"591","2009-05-07",2.13
"592","2009-05-08",2.1
"593","2009-05-11",2.18
"594","2009-05-12",2.05
"595","2009-05-13",2.15
"596","2009-05-14",2.01
"597","2009-05-15",2.1
"598","2009-05-18",2.17
"599","2009-05-19",2.22
"600","2009-05-20",2.7
"601","2009-05-21",2.48
"602","2009-05-22",2.72
"603","2009-05-26",3
"604","2009-05-27",2.82
"605","2009-05-28",2.93
"606","2009-05-29",3.37
"607","2009-06-01",3.45
"608","2009-06-02",3.43
"609","2009-06-03",3.25
"610","2009-06-04",3.27
"611","2009-06-05",3.3
"612","2009-06-08",3.36
"613","2009-06-09",3.19
"614","2009-06-10",3.16
"615","2009-06-11",3.24
"616","2009-06-12",3.06
"617","2009-06-15",3.13
"618","2009-06-16",3.13
"619","2009-06-17",3
"620","2009-06-18",3.14
"621","2009-06-19",3.19
"622","2009-06-22",3.16
"623","2009-06-23",3.18
"624","2009-06-24",3.19
"625","2009-06-25",3.36
"626","2009-06-26",3.98
"627","2009-06-29",3.88
"628","2009-06-30",3.5
"629","2009-07-01",3.44
"630","2009-07-02",3.25
"631","2009-07-06",3.29
"632","2009-07-07",3.15
"633","2009-07-08",3.28
"634","2009-07-09",3.29
"635","2009-07-10",3.29
"636","2009-07-13",3.28
"637","2009-07-14",3.48
"638","2009-07-15",3.47
"639","2009-07-16",3.25
"640","2009-07-17",3.45
"641","2009-07-20",3.23
"642","2009-07-21",3.37
"643","2009-07-22",3.44
"644","2009-07-23",3.38
"645","2009-07-24",3.25
"646","2009-07-27",3.24
"647","2009-07-28",3.21
"648","2009-07-29",3.05
"649","2009-07-30",3.06
"650","2009-07-31",2.83
"651","2009-08-03",2.84
"652","2009-08-04",2.7
"653","2009-08-05",2.65
"654","2009-08-06",2.7
"655","2009-08-07",2.97
"656","2009-08-10",2.94
"657","2009-08-11",2.93
"658","2009-08-12",2.68
"659","2009-08-13",2.87
"660","2009-08-14",2.64
"661","2009-08-17",2.89
"662","2009-08-18",2.85
"663","2009-08-19",2.84
"664","2009-08-20",2.76
"665","2009-08-21",2.75
"666","2009-08-24",2.67
"667","2009-08-25",2.74
"668","2009-08-26",2.74
"669","2009-08-27",2.77
"670","2009-08-28",2.7
"671","2009-08-31",2.69
"672","2009-09-01",2.69
"673","2009-09-02",2.76
"674","2009-09-03",2.76
"675","2009-09-04",2.78
"676","2009-09-08",2.63
"677","2009-09-09",2.59
"678","2009-09-10",2.71
"679","2009-09-11",2.7
"680","2009-09-14",2.74
"681","2009-09-15",2.73
"682","2009-09-16",3.01
"683","2009-09-17",3.06
"684","2009-09-18",2.71
"685","2009-09-21",2.81
"686","2009-09-22",2.86
"687","2009-09-23",2.95
"688","2009-09-24",3.07
"689","2009-09-25",3.11
"690","2009-09-28",3.21
"691","2009-09-29",3.22
"692","2009-09-30",3.24
"693","2009-10-01",3.32
"694","2009-10-02",3.08
"695","2009-10-05",3.14
"696","2009-10-06",3.04
"697","2009-10-07",3.02
"698","2009-10-08",3.23
"699","2009-10-09",2.89
"700","2009-10-12",2.81
"701","2009-10-13",2.75
"702","2009-10-14",2.7
"703","2009-10-15",2.74
"704","2009-10-16",2.7
"705","2009-10-19",2.99
"706","2009-10-20",2.7
"707","2009-10-21",2.65
"708","2009-10-22",2.65
"709","2009-10-23",3.22
"710","2009-10-26",3.21
"711","2009-10-27",3.3
"712","2009-10-28",3.18
"713","2009-10-29",3.47
"714","2009-10-30",3.31
"715","2009-11-02",3.1
"716","2009-11-03",3.37
"717","2009-11-04",3.42
"718","2009-11-05",3.4
"719","2009-11-06",3.3
"720","2009-11-09",3.3
"721","2009-11-10",3.55
"722","2009-11-11",3.52
"723","2009-11-12",3.47
"724","2009-11-13",3.55
"725","2009-11-16",3.54
"726","2009-11-17",3.39
"727","2009-11-18",3.2
"728","2009-11-19",3.1
"729","2009-11-20",3.05
"730","2009-11-23",2.98
"731","2009-11-24",3.01
"732","2009-11-25",2.95
"733","2009-11-27",2.88
"734","2009-11-30",2.75
"735","2009-12-01",2.84
"736","2009-12-02",3.28
"737","2009-12-03",3.21
"738","2009-12-04",3.25
"739","2009-12-07",3.19
"740","2009-12-08",3.22
"741","2009-12-09",3.21
"742","2009-12-10",3.22
"743","2009-12-11",3.22
"744","2009-12-14",3.1
"745","2009-12-15",3.14
"746","2009-12-16",3.18
"747","2009-12-17",3.28
"748","2009-12-18",3.26
"749","2009-12-21",3.25
"750","2009-12-22",3.25
"751","2009-12-23",3.14
"752","2009-12-24",3.1
"753","2009-12-28",3.1
"754","2009-12-29",3.07
"755","2009-12-30",3
"756","2009-12-31",3.1
"757","2010-01-04",3.05
"758","2010-01-05",3.15
"759","2010-01-06",3.11
"760","2010-01-07",3.02
"761","2010-01-08",3.05
"762","2010-01-11",2.81
"763","2010-01-12",2.78
"764","2010-01-13",2.87
"765","2010-01-14",2.86
"766","2010-01-15",2.99
"767","2010-01-19",2.96
"768","2010-01-20",3
"769","2010-01-21",3.17
"770","2010-01-22",3.1
"771","2010-01-25",2.94
"772","2010-01-26",2.91
"773","2010-01-27",2.71
"774","2010-01-28",2.58
"775","2010-01-29",2.57
"776","2010-02-01",2.63
"777","2010-02-02",2.58
"778","2010-02-03",2.6
"779","2010-02-04",2.78
"780","2010-02-05",3.03
"781","2010-02-08",3.25
"782","2010-02-09",3.1
"783","2010-02-10",3.15
"784","2010-02-11",3.2
"785","2010-02-12",3.2
"786","2010-02-16",3.04
"787","2010-02-17",2.97
"788","2010-02-18",2.99
"789","2010-02-19",2.94
"790","2010-02-22",2.93
"791","2010-02-23",2.98
"792","2010-02-24",2.88
"793","2010-02-25",2.89
"794","2010-02-26",2.99
"795","2010-03-01",3.17
"796","2010-03-02",2.99
"797","2010-03-03",2.79
"798","2010-03-04",2.84
"799","2010-03-05",2.84
"800","2010-03-08",2.7
"801","2010-03-09",2.64
"802","2010-03-10",2.89
"803","2010-03-11",2.96
"804","2010-03-12",2.94
"805","2010-03-15",2.86
"806","2010-03-16",2.89
"807","2010-03-17",2.84
"808","2010-03-18",2.81
"809","2010-03-19",2.75
"810","2010-03-22",2.75
"811","2010-03-23",2.8
"812","2010-03-24",2.78
"813","2010-03-25",2.79
"814","2010-03-26",2.74
"815","2010-03-29",2.65
"816","2010-03-30",3.25
"817","2010-03-31",3.44
"818","2010-04-01",3.32
"819","2010-04-05",3.21
"820","2010-04-06",3.04
"821","2010-04-07",3.08
"822","2010-04-08",3.09
"823","2010-04-09",3.02
"824","2010-04-12",3.13
"825","2010-04-13",3.05
"826","2010-04-14",3.01
"827","2010-04-15",3.06
"828","2010-04-16",3.13
"829","2010-04-19",3.08
"830","2010-04-20",3.14
"831","2010-04-21",3.05
"832","2010-04-22",3.04
"833","2010-04-23",3.05
"834","2010-04-26",3.21
"835","2010-04-27",3.18
"836","2010-04-28",3.1
"837","2010-04-29",3.16
"838","2010-04-30",3.18
"839","2010-05-03",3.01
"840","2010-05-04",3
"841","2010-05-05",3.1
"842","2010-05-06",3.1
"843","2010-05-07",3.02
"844","2010-05-10",2.95
"845","2010-05-11",2.95
"846","2010-05-12",2.95
"847","2010-05-13",3.05
"848","2010-05-14",2.99
"849","2010-05-17",2.99
"850","2010-05-18",2.89
"851","2010-05-19",2.87
"852","2010-05-20",2.84
"853","2010-05-21",2.76
"854","2010-05-24",2.73
"855","2010-05-25",2.63
"856","2010-05-26",2.63
"857","2010-05-27",2.62
"858","2010-05-28",2.74
"859","2010-06-01",2.74
"860","2010-06-02",2.74
"861","2010-06-03",2.69
"862","2010-06-04",2.65
"863","2010-06-07",2.57
"864","2010-06-08",2.69
"865","2010-06-09",2.69
"866","2010-06-10",2.69
"867","2010-06-11",2.7
"868","2010-06-14",2.69
"869","2010-06-15",2.7
"870","2010-06-16",2.7
"871","2010-06-17",2.61
"872","2010-06-18",2.69
"873","2010-06-21",2.69
"874","2010-06-22",2.57
"875","2010-06-23",2.55
"876","2010-06-24",2.55
"877","2010-06-25",2.47
"878","2010-06-28",2.39
"879","2010-06-29",2.39
"880","2010-06-30",2.55
"881","2010-07-01",3.04
"882","2010-07-02",2.95
"883","2010-07-06",2.75
"884","2010-07-07",2.8
"885","2010-07-08",2.95
"886","2010-07-09",2.94
"887","2010-07-12",2.94
"888","2010-07-13",2.83
"889","2010-07-14",2.89
"890","2010-07-15",2.88
"891","2010-07-16",2.94
"892","2010-07-19",2.88
"893","2010-07-20",2.88
"894","2010-07-21",2.68
"895","2010-07-22",2.83
"896","2010-07-23",2.88
"897","2010-07-26",2.82
"898","2010-07-27",2.85
"899","2010-07-28",3.04
"900","2010-07-29",2.94
"901","2010-07-30",2.94
"902","2010-08-02",2.8
"903","2010-08-03",2.74
"904","2010-08-04",2.82
"905","2010-08-05",2.88
"906","2010-08-06",2.76
"907","2010-08-09",2.94
"908","2010-08-10",2.78
"909","2010-08-11",2.85
"910","2010-08-12",2.82
"911","2010-08-13",2.8
"912","2010-08-16",2.8
"913","2010-08-17",2.79
"914","2010-08-18",2.79
"915","2010-08-19",2.77
"916","2010-08-20",2.95
"917","2010-08-23",2.95
"918","2010-08-24",2.92
"919","2010-08-25",2.85
"920","2010-08-26",2.94
"921","2010-08-27",2.91
"922","2010-08-30",2.94
"923","2010-08-31",2.9
"924","2010-09-01",2.91
"925","2010-09-02",2.88
"926","2010-09-03",2.88
"927","2010-09-07",2.88
"928","2010-09-08",2.85
"929","2010-09-09",2.72
"930","2010-09-10",2.7
"931","2010-09-13",2.65
"932","2010-09-14",2.65
"933","2010-09-15",2.63
"934","2010-09-16",2.49
"935","2010-09-17",2.57
"936","2010-09-20",2.54
"937","2010-09-21",2.57
"938","2010-09-22",2.59
"939","2010-09-23",2.58
"940","2010-09-24",2.57
"941","2010-09-27",2.44
"942","2010-09-28",2.4
"943","2010-09-29",2.39
"944","2010-09-30",2.28
"945","2010-10-01",2.41
"946","2010-10-04",2.47
"947","2010-10-05",2.36
"948","2010-10-06",2.36
"949","2010-10-07",2.44
"950","2010-10-08",2.49
"951","2010-10-11",2.58
"952","2010-10-12",2.64
"953","2010-10-13",2.63
"954","2010-10-14",2.61
"955","2010-10-15",2.64
"956","2010-10-18",2.64
"957","2010-10-19",2.56
"958","2010-10-20",2.64
"959","2010-10-21",2.61
"960","2010-10-22",2.48
"961","2010-10-25",2.51
"962","2010-10-26",2.53
"963","2010-10-27",2.49
"964","2010-10-28",2.49
"965","2010-10-29",2.56
"966","2010-11-01",2.35
"967","2010-11-02",2.32
"968","2010-11-03",2.31
"969","2010-11-04",2.35
"970","2010-11-05",2.3
"971","2010-11-08",2.25
"972","2010-11-09",2.25
"973","2010-11-10",2.32
"974","2010-11-11",2.35
"975","2010-11-12",2.23
"976","2010-11-15",2.3
"977","2010-11-16",2.3
"978","2010-11-17",2.24
"979","2010-11-18",2.16
"980","2010-11-19",2.11
"981","2010-11-22",2.05
"982","2010-11-23",2.1
"983","2010-11-24",2.12
"984","2010-11-26",2.2
"985","2010-11-29",2.16
"986","2010-11-30",2.08
"987","2010-12-01",2.02
"988","2010-12-02",2.03
"989","2010-12-03",2.07
"990","2010-12-06",2.16
"991","2010-12-07",2.08
"992","2010-12-08",2.02
"993","2010-12-09",2.12
"994","2010-12-10",2.11
"995","2010-12-13",2.1
"996","2010-12-14",1.97
"997","2010-12-15",2.05
"998","2010-12-16",1.91
"999","2010-12-17",1.96
"1000","2010-12-20",1.95
"1001","2010-12-21",1.83
"1002","2010-12-22",1.87
"1003","2010-12-23",1.87
"1004","2010-12-27",1.8
"1005","2010-12-28",1.76
"1006","2010-12-29",1.51
"1007","2010-12-30",1.92
