"","date","CNA"
"1","2007-01-03",40.080002
"2","2007-01-04",39.950001
"3","2007-01-05",39.779999
"4","2007-01-08",39.689999
"5","2007-01-09",40
"6","2007-01-10",40.009998
"7","2007-01-11",40.330002
"8","2007-01-12",40.330002
"9","2007-01-16",40.099998
"10","2007-01-17",39.77
"11","2007-01-18",40.209999
"12","2007-01-19",40.060001
"13","2007-01-22",39.73
"14","2007-01-23",40.189999
"15","2007-01-24",40.279999
"16","2007-01-25",39.880001
"17","2007-01-26",39.490002
"18","2007-01-29",40.57
"19","2007-01-30",40.919998
"20","2007-01-31",40.650002
"21","2007-02-01",40.669998
"22","2007-02-02",41.040001
"23","2007-02-05",41.310001
"24","2007-02-06",41.709999
"25","2007-02-07",41.93
"26","2007-02-08",42.080002
"27","2007-02-09",41.68
"28","2007-02-12",41.279999
"29","2007-02-13",41.869999
"30","2007-02-14",41.700001
"31","2007-02-15",41.919998
"32","2007-02-16",42.119999
"33","2007-02-20",41.990002
"34","2007-02-21",41.700001
"35","2007-02-22",42.470001
"36","2007-02-23",42
"37","2007-02-26",41.98
"38","2007-02-27",40.939999
"39","2007-02-28",41.060001
"40","2007-03-01",41.130001
"41","2007-03-02",41.009998
"42","2007-03-05",40.860001
"43","2007-03-06",41.540001
"44","2007-03-07",41.310001
"45","2007-03-08",41.619999
"46","2007-03-09",41.73
"47","2007-03-12",42.130001
"48","2007-03-13",41.689999
"49","2007-03-14",41.470001
"50","2007-03-15",42.02
"51","2007-03-16",41.619999
"52","2007-03-19",41.970001
"53","2007-03-20",42.02
"54","2007-03-21",42.810001
"55","2007-03-22",43.43
"56","2007-03-23",43.279999
"57","2007-03-26",43.110001
"58","2007-03-27",43
"59","2007-03-28",42.860001
"60","2007-03-29",43.080002
"61","2007-03-30",43.09
"62","2007-04-02",43.450001
"63","2007-04-03",44.369999
"64","2007-04-04",44.540001
"65","2007-04-05",44.41
"66","2007-04-09",44.689999
"67","2007-04-10",44.66
"68","2007-04-11",44.34
"69","2007-04-12",44.720001
"70","2007-04-13",45.040001
"71","2007-04-16",45.470001
"72","2007-04-17",45.779999
"73","2007-04-18",46.139999
"74","2007-04-19",46.119999
"75","2007-04-20",47.220001
"76","2007-04-23",45.93
"77","2007-04-24",46.049999
"78","2007-04-25",46.869999
"79","2007-04-26",46.630001
"80","2007-04-27",46.330002
"81","2007-04-30",46.669998
"82","2007-05-01",46.939999
"83","2007-05-02",47.299999
"84","2007-05-03",47.299999
"85","2007-05-04",47.5
"86","2007-05-07",48.16
"87","2007-05-08",48.110001
"88","2007-05-09",48.200001
"89","2007-05-10",47.709999
"90","2007-05-11",48.369999
"91","2007-05-14",48.220001
"92","2007-05-15",48.169998
"93","2007-05-16",48.889999
"94","2007-05-17",48.689999
"95","2007-05-18",49.07
"96","2007-05-21",49.169998
"97","2007-05-22",49.560001
"98","2007-05-23",49.599998
"99","2007-05-24",48.959999
"100","2007-05-25",48.700001
"101","2007-05-29",49.970001
"102","2007-05-30",51.470001
"103","2007-05-31",50.82
"104","2007-06-01",50.77
"105","2007-06-04",51.810001
"106","2007-06-05",50.470001
"107","2007-06-06",50.849998
"108","2007-06-07",49.740002
"109","2007-06-08",49.849998
"110","2007-06-11",50.560001
"111","2007-06-12",49.959999
"112","2007-06-13",50.25
"113","2007-06-14",50.400002
"114","2007-06-15",50.5
"115","2007-06-18",50.48
"116","2007-06-19",50.57
"117","2007-06-20",50
"118","2007-06-21",50
"119","2007-06-22",49.380001
"120","2007-06-25",49.639999
"121","2007-06-26",49.709999
"122","2007-06-27",49.48
"123","2007-06-28",47.75
"124","2007-06-29",47.689999
"125","2007-07-02",48.490002
"126","2007-07-03",48.759998
"127","2007-07-05",48.119999
"128","2007-07-06",49.080002
"129","2007-07-09",48.41
"130","2007-07-10",46.790001
"131","2007-07-11",47.34
"132","2007-07-12",48.25
"133","2007-07-13",48.099998
"134","2007-07-16",47.939999
"135","2007-07-17",47.889999
"136","2007-07-18",46.990002
"137","2007-07-19",46.650002
"138","2007-07-20",45.52
"139","2007-07-23",46.07
"140","2007-07-24",44.16
"141","2007-07-25",45.27
"142","2007-07-26",44.509998
"143","2007-07-27",43.330002
"144","2007-07-30",41.619999
"145","2007-07-31",41.52
"146","2007-08-01",41.599998
"147","2007-08-02",41.939999
"148","2007-08-03",39.939999
"149","2007-08-06",41.380001
"150","2007-08-07",39.57
"151","2007-08-08",39.889999
"152","2007-08-09",40.009998
"153","2007-08-10",39.700001
"154","2007-08-13",42.130001
"155","2007-08-14",40.599998
"156","2007-08-15",42.130001
"157","2007-08-16",41.389999
"158","2007-08-17",43.380001
"159","2007-08-20",42.299999
"160","2007-08-21",42.549999
"161","2007-08-22",43.400002
"162","2007-08-23",43.48
"163","2007-08-24",43.849998
"164","2007-08-27",44.049999
"165","2007-08-28",42.490002
"166","2007-08-29",42.310001
"167","2007-08-30",41.459999
"168","2007-08-31",41.959999
"169","2007-09-04",41.689999
"170","2007-09-05",40.759998
"171","2007-09-06",40.349998
"172","2007-09-07",39.639999
"173","2007-09-10",38.970001
"174","2007-09-11",39.099998
"175","2007-09-12",38.720001
"176","2007-09-13",38.459999
"177","2007-09-14",38.060001
"178","2007-09-17",37.389999
"179","2007-09-18",38.490002
"180","2007-09-19",38.880001
"181","2007-09-20",38.380001
"182","2007-09-21",39.110001
"183","2007-09-24",38.98
"184","2007-09-25",39.59
"185","2007-09-26",39.299999
"186","2007-09-27",39.869999
"187","2007-09-28",39.32
"188","2007-10-01",39.700001
"189","2007-10-02",39.200001
"190","2007-10-03",38.869999
"191","2007-10-04",38.919998
"192","2007-10-05",39.84
"193","2007-10-08",40.07
"194","2007-10-09",39.650002
"195","2007-10-10",39.150002
"196","2007-10-11",39.400002
"197","2007-10-12",39.400002
"198","2007-10-15",38.759998
"199","2007-10-16",38.360001
"200","2007-10-17",40.540001
"201","2007-10-18",40.099998
"202","2007-10-19",39.580002
"203","2007-10-22",39.779999
"204","2007-10-23",40.200001
"205","2007-10-24",40.360001
"206","2007-10-25",39.389999
"207","2007-10-26",40.950001
"208","2007-10-29",40
"209","2007-10-30",39.52
"210","2007-10-31",39.630001
"211","2007-11-01",38.450001
"212","2007-11-02",37.27
"213","2007-11-05",36.459999
"214","2007-11-06",36.459999
"215","2007-11-07",34.790001
"216","2007-11-08",34.990002
"217","2007-11-09",34.759998
"218","2007-11-12",34.240002
"219","2007-11-13",35.439999
"220","2007-11-14",35.32
"221","2007-11-15",35.849998
"222","2007-11-16",34.98
"223","2007-11-19",34.049999
"224","2007-11-20",33.66
"225","2007-11-21",32.700001
"226","2007-11-23",33.790001
"227","2007-11-26",33.099998
"228","2007-11-27",33.360001
"229","2007-11-28",34.549999
"230","2007-11-29",34.75
"231","2007-11-30",35.439999
"232","2007-12-03",35
"233","2007-12-04",35.450001
"234","2007-12-05",35.459999
"235","2007-12-06",36.060001
"236","2007-12-07",35.869999
"237","2007-12-10",35.689999
"238","2007-12-11",35.07
"239","2007-12-12",34.419998
"240","2007-12-13",33.970001
"241","2007-12-14",32.990002
"242","2007-12-17",33.799999
"243","2007-12-18",33.099998
"244","2007-12-19",32.91
"245","2007-12-20",32.959999
"246","2007-12-21",33.549999
"247","2007-12-24",34.16
"248","2007-12-26",33.450001
"249","2007-12-27",33.27
"250","2007-12-28",33.400002
"251","2007-12-31",33.720001
"252","2008-01-02",34.110001
"253","2008-01-03",33.130001
"254","2008-01-04",31.870001
"255","2008-01-07",32.610001
"256","2008-01-08",30.83
"257","2008-01-09",31
"258","2008-01-10",32.830002
"259","2008-01-11",32.259998
"260","2008-01-14",32.959999
"261","2008-01-15",31.68
"262","2008-01-16",32.009998
"263","2008-01-17",30.139999
"264","2008-01-18",29.280001
"265","2008-01-22",29.99
"266","2008-01-23",30.65
"267","2008-01-24",31.02
"268","2008-01-25",29.780001
"269","2008-01-28",31.120001
"270","2008-01-29",32.34
"271","2008-01-30",31.74
"272","2008-01-31",33.990002
"273","2008-02-01",34.23
"274","2008-02-04",33.650002
"275","2008-02-05",32.860001
"276","2008-02-06",32.060001
"277","2008-02-07",32.110001
"278","2008-02-08",32.23
"279","2008-02-11",26.07
"280","2008-02-12",28.26
"281","2008-02-13",28.02
"282","2008-02-14",27.92
"283","2008-02-15",27.719999
"284","2008-02-19",27.780001
"285","2008-02-20",27.42
"286","2008-02-21",27.389999
"287","2008-02-22",27.469999
"288","2008-02-25",27.950001
"289","2008-02-26",28.549999
"290","2008-02-27",28.709999
"291","2008-02-28",27.290001
"292","2008-02-29",26.65
"293","2008-03-03",26.18
"294","2008-03-04",26.43
"295","2008-03-05",26.040001
"296","2008-03-06",25.74
"297","2008-03-07",25.98
"298","2008-03-10",25.6
"299","2008-03-11",25.85
"300","2008-03-12",25.870001
"301","2008-03-13",25.73
"302","2008-03-14",24.74
