"","date","EBSB"
"1","2008-01-23",3.921569
"2","2008-01-24",3.901144
"3","2008-01-25",3.905229
"4","2008-01-28",3.913399
"5","2008-01-29",3.872549
"6","2008-01-30",3.880719
"7","2008-01-31",3.921569
"8","2008-02-01",3.982843
"9","2008-02-04",3.933824
"10","2008-02-05",3.876634
"11","2008-02-06",3.888889
"12","2008-02-07",3.884804
"13","2008-02-08",3.880719
"14","2008-02-11",3.880719
"15","2008-02-12",3.929739
"16","2008-02-13",3.925654
"17","2008-02-14",3.937908
"18","2008-02-15",3.880719
"19","2008-02-19",3.917484
"20","2008-02-20",3.905229
"21","2008-02-21",3.884804
"22","2008-02-22",3.884804
"23","2008-02-25",3.901144
"24","2008-02-26",3.909314
"25","2008-02-27",3.921569
"26","2008-02-28",3.901144
"27","2008-02-29",3.913399
"28","2008-03-03",3.905229
"29","2008-03-04",3.917484
"30","2008-03-05",3.921569
"31","2008-03-06",3.901144
"32","2008-03-07",3.872549
"33","2008-03-10",3.880719
"34","2008-03-11",3.876634
"35","2008-03-12",3.888889
"36","2008-03-13",3.888889
"37","2008-03-14",3.897059
"38","2008-03-17",3.856209
"39","2008-03-18",3.880719
"40","2008-03-19",3.880719
"41","2008-03-20",3.884804
"42","2008-03-24",3.921569
"43","2008-03-25",3.925654
"44","2008-03-26",3.962418
"45","2008-03-27",3.909314
"46","2008-03-28",3.921569
"47","2008-03-31",3.991013
"48","2008-04-01",4.035948
"49","2008-04-02",4.064542
"50","2008-04-03",4.080883
"51","2008-04-04",4.072712
"52","2008-04-07",4.084967
"53","2008-04-08",4.084967
"54","2008-04-09",4.084967
"55","2008-04-10",4.023693
"56","2008-04-11",3.962418
"57","2008-04-14",3.941993
"58","2008-04-15",3.958333
"59","2008-04-16",3.974673
"60","2008-04-17",3.995098
"61","2008-04-18",4.084967
"62","2008-04-21",4.084967
"63","2008-04-22",4.068627
"64","2008-04-23",4.044117
"65","2008-04-24",4.060458
"66","2008-04-25",4.011438
"67","2008-04-28",4.052288
"68","2008-04-29",4.044117
"69","2008-04-30",4.044117
"70","2008-05-01",4.080883
"71","2008-05-02",4.166667
"72","2008-05-05",4.195261
"73","2008-05-06",4.191176
"74","2008-05-07",4.170752
"75","2008-05-08",4.125817
"76","2008-05-09",4.105392
"77","2008-05-12",4.129902
"78","2008-05-13",4.142157
"79","2008-05-14",4.158497
"80","2008-05-15",4.146242
"81","2008-05-16",4.142157
"82","2008-05-19",4.166667
"83","2008-05-20",4.158497
"84","2008-05-21",4.146242
"85","2008-05-22",4.089052
"86","2008-05-23",4.125817
"87","2008-05-27",4.158497
"88","2008-05-28",4.150327
"89","2008-05-29",4.158497
"90","2008-05-30",4.215686
"91","2008-06-02",4.207516
"92","2008-06-03",4.227941
"93","2008-06-04",4.236111
"94","2008-06-05",4.223856
"95","2008-06-06",4.187091
"96","2008-06-09",4.170752
"97","2008-06-10",4.199347
"98","2008-06-11",4.199347
"99","2008-06-12",4.203432
"100","2008-06-13",4.199347
"101","2008-06-16",4.199347
"102","2008-06-17",4.203432
"103","2008-06-18",4.166667
"104","2008-06-19",4.187091
"105","2008-06-20",4.121732
"106","2008-06-23",4.101307
"107","2008-06-24",4.064542
"108","2008-06-25",4.064542
"109","2008-06-26",4.023693
"110","2008-06-27",3.905229
"111","2008-06-30",3.970588
"112","2008-07-01",3.982843
"113","2008-07-02",3.913399
"114","2008-07-03",3.917484
"115","2008-07-07",3.77451
"116","2008-07-08",4.007353
"117","2008-07-09",3.778595
"118","2008-07-10",3.81536
"119","2008-07-11",3.892974
"120","2008-07-14",3.78268
"121","2008-07-15",3.807189
"122","2008-07-16",3.941993
"123","2008-07-17",3.995098
"124","2008-07-18",3.933824
"125","2008-07-21",3.905229
"126","2008-07-22",3.901144
"127","2008-07-23",3.974673
"128","2008-07-24",3.941993
"129","2008-07-25",3.982843
"130","2008-07-28",3.917484
"131","2008-07-29",3.962418
"132","2008-07-30",4.048203
"133","2008-07-31",4.064542
"134","2008-08-01",4.044117
"135","2008-08-04",3.962418
"136","2008-08-05",4.076797
"137","2008-08-06",4.015523
"138","2008-08-07",3.921569
"139","2008-08-08",3.954248
"140","2008-08-11",3.982843
"141","2008-08-12",3.958333
"142","2008-08-13",3.978758
"143","2008-08-14",3.974673
"144","2008-08-15",3.933824
"145","2008-08-18",3.941993
"146","2008-08-19",3.876634
"147","2008-08-20",3.901144
"148","2008-08-21",3.901144
"149","2008-08-22",3.950163
"150","2008-08-25",3.892974
"151","2008-08-26",3.937908
"152","2008-08-27",3.941993
"153","2008-08-28",3.962418
"154","2008-08-29",3.937908
"155","2008-09-02",3.958333
"156","2008-09-03",4.011438
"157","2008-09-04",3.937908
"158","2008-09-05",3.941993
"159","2008-09-08",4.003268
"160","2008-09-09",3.978758
"161","2008-09-10",4.040033
"162","2008-09-11",4.040033
"163","2008-09-12",4.072712
"164","2008-09-15",3.917484
"165","2008-09-16",3.982843
"166","2008-09-17",3.974673
"167","2008-09-18",4.044117
"168","2008-09-19",4.060458
"169","2008-09-22",4.023693
"170","2008-09-23",4.080883
"171","2008-09-24",4.048203
"172","2008-09-25",4.129902
"173","2008-09-26",4.142157
"174","2008-09-29",4.023693
"175","2008-09-30",4.170752
"176","2008-10-01",4.133987
"177","2008-10-02",4.093137
"178","2008-10-03",4.080883
"179","2008-10-06",4.011438
"180","2008-10-07",3.901144
"181","2008-10-08",3.827614
"182","2008-10-09",3.713235
"183","2008-10-10",3.75817
"184","2008-10-13",3.880719
"185","2008-10-14",3.966503
"186","2008-10-15",3.692811
"187","2008-10-16",4.040033
"188","2008-10-17",3.81536
"189","2008-10-20",3.970588
"190","2008-10-21",3.794935
"191","2008-10-22",3.71732
"192","2008-10-23",3.78268
"193","2008-10-24",3.75817
"194","2008-10-27",3.590686
"195","2008-10-28",3.835784
"196","2008-10-29",3.71732
"197","2008-10-30",3.79085
"198","2008-10-31",3.962418
"199","2008-11-03",3.888889
"200","2008-11-04",4.003268
"201","2008-11-05",3.921569
"202","2008-11-06",3.856209
"203","2008-11-07",3.913399
"204","2008-11-10",3.811275
"205","2008-11-11",3.839869
"206","2008-11-12",3.803105
"207","2008-11-13",3.962418
"208","2008-11-14",3.811275
"209","2008-11-17",3.982843
"210","2008-11-18",3.905229
"211","2008-11-19",3.839869
"212","2008-11-20",3.643791
"213","2008-11-21",3.676471
"214","2008-11-24",3.856209
"215","2008-11-25",3.239379
"216","2008-11-26",3.664216
"217","2008-11-28",3.75
"218","2008-12-01",3.574346
"219","2008-12-02",3.762255
"220","2008-12-03",3.75
"221","2008-12-04",3.602941
"222","2008-12-05",3.696895
"223","2008-12-08",3.880719
"224","2008-12-09",3.70915
"225","2008-12-10",3.676471
"226","2008-12-11",3.639706
"227","2008-12-12",3.75
"228","2008-12-15",3.72549
"229","2008-12-16",3.76634
"230","2008-12-17",3.754085
"231","2008-12-18",3.696895
"232","2008-12-19",3.619281
"233","2008-12-22",3.607026
"234","2008-12-23",3.651961
"235","2008-12-24",3.680556
"236","2008-12-26",3.660131
"237","2008-12-29",3.590686
"238","2008-12-30",3.656046
"239","2008-12-31",3.778595
"240","2009-01-02",3.852124
"241","2009-01-05",3.917484
"242","2009-01-06",3.929739
"243","2009-01-07",3.839869
"244","2009-01-08",3.892974
"245","2009-01-09",3.868464
"246","2009-01-12",3.664216
"247","2009-01-13",3.81536
"248","2009-01-14",3.615196
"249","2009-01-15",3.721405
"250","2009-01-16",3.77451
"251","2009-01-20",3.517157
"252","2009-01-21",3.631536
"253","2009-01-22",3.517157
"254","2009-01-23",3.504902
"255","2009-01-26",3.549837
"256","2009-01-27",3.635621
