"","date","BUSE"
"1","2007-01-03",69.959999
"2","2007-01-04",70.199997
"3","2007-01-05",69.57
"4","2007-01-08",69.599998
"5","2007-01-09",70.410004
"6","2007-01-10",70.169998
"7","2007-01-11",71.459999
"8","2007-01-12",71.099998
"9","2007-01-16",71.279999
"10","2007-01-17",71.129997
"11","2007-01-18",71.129997
"12","2007-01-19",70.800003
"13","2007-01-22",69.660004
"14","2007-01-23",69.599998
"15","2007-01-24",70.5
"16","2007-01-25",69.57
"17","2007-01-26",70.860001
"18","2007-01-29",70.470001
"19","2007-01-30",70.800003
"20","2007-01-31",70.529999
"21","2007-02-01",71.099998
"22","2007-02-02",71.43
"23","2007-02-05",70.559998
"24","2007-02-06",71.190002
"25","2007-02-07",71.489998
"26","2007-02-08",70.980003
"27","2007-02-09",70.440002
"28","2007-02-12",70.739998
"29","2007-02-13",71.040001
"30","2007-02-14",70.230003
"31","2007-02-15",69.93
"32","2007-02-16",70.230003
"33","2007-02-20",70.830002
"34","2007-02-21",70.32
"35","2007-02-22",70.830002
"36","2007-02-23",68.760002
"37","2007-02-26",67.349998
"38","2007-02-27",65.160004
"39","2007-02-28",65.489998
"40","2007-03-01",66.18
"41","2007-03-02",65.849998
"42","2007-03-05",65.849998
"43","2007-03-06",67.110001
"44","2007-03-07",66.089996
"45","2007-03-08",66
"46","2007-03-09",66.389999
"47","2007-03-12",66
"48","2007-03-13",62.43
"49","2007-03-14",63.75
"50","2007-03-15",64.440002
"51","2007-03-16",64.050003
"52","2007-03-19",64.559998
"53","2007-03-20",64.889999
"54","2007-03-21",66.059998
"55","2007-03-22",66.150002
"56","2007-03-23",65.940002
"57","2007-03-26",65.910004
"58","2007-03-27",65.190002
"59","2007-03-28",63.689999
"60","2007-03-29",64.470001
"61","2007-03-30",64.290001
"62","2007-04-02",63.09
"63","2007-04-03",64.800003
"64","2007-04-04",63.990002
"65","2007-04-05",63.060001
"66","2007-04-09",62.549999
"67","2007-04-10",62.549999
"68","2007-04-11",60.75
"69","2007-04-12",61.470001
"70","2007-04-13",60.720001
"71","2007-04-16",62.82
"72","2007-04-17",62.639999
"73","2007-04-18",63
"74","2007-04-19",61.380001
"75","2007-04-20",62.580002
"76","2007-04-23",61.950001
"77","2007-04-24",61.650002
"78","2007-04-25",61.619999
"79","2007-04-26",61.650002
"80","2007-04-27",61.169998
"81","2007-04-30",60.330002
"82","2007-05-01",61.650002
"83","2007-05-02",62.939999
"84","2007-05-03",61.529999
"85","2007-05-04",61.950001
"86","2007-05-07",61.259998
"87","2007-05-08",60.66
"88","2007-05-09",60.689999
"89","2007-05-10",58.5
"90","2007-05-11",59.580002
"91","2007-05-14",59.130001
"92","2007-05-15",57.93
"93","2007-05-16",58.169998
"94","2007-05-17",57.84
"95","2007-05-18",58.290001
"96","2007-05-21",59.34
"97","2007-05-22",60
"98","2007-05-23",59.669998
"99","2007-05-24",59.700001
"100","2007-05-25",59.970001
"101","2007-05-29",60.09
"102","2007-05-30",60.209999
"103","2007-05-31",60.09
"104","2007-06-01",60.18
"105","2007-06-04",60.689999
"106","2007-06-05",59.490002
"107","2007-06-06",59.25
"108","2007-06-07",58.799999
"109","2007-06-08",59.82
"110","2007-06-11",59.73
"111","2007-06-12",59.220001
"112","2007-06-13",60.540001
"113","2007-06-14",60.689999
"114","2007-06-15",61.470001
"115","2007-06-18",61.23
"116","2007-06-19",61.439999
"117","2007-06-20",59.939999
"118","2007-06-21",59.880001
"119","2007-06-22",61.380001
"120","2007-06-25",60.029999
"121","2007-06-26",60
"122","2007-06-27",62.669998
"123","2007-06-28",62.700001
"124","2007-06-29",59.970001
"125","2007-07-02",60.48
"126","2007-07-03",60.779999
"127","2007-07-05",60.09
"128","2007-07-06",59.880001
"129","2007-07-09",59.52
"130","2007-07-10",57.779999
"131","2007-07-11",57.75
"132","2007-07-12",59.91
"133","2007-07-13",59.220001
"134","2007-07-16",58.169998
"135","2007-07-17",58.650002
"136","2007-07-18",59.07
"137","2007-07-19",59.099998
"138","2007-07-20",58.380001
"139","2007-07-23",58.709999
"140","2007-07-24",58.5
"141","2007-07-25",58.290001
"142","2007-07-26",56.939999
"143","2007-07-27",57.66
"144","2007-07-30",58.259998
"145","2007-07-31",58.080002
"146","2007-08-01",59.07
"147","2007-08-02",60.689999
"148","2007-08-03",59.580002
"149","2007-08-06",59.880001
"150","2007-08-07",59.369999
"151","2007-08-08",62.25
"152","2007-08-09",61.77
"153","2007-08-10",62.73
"154","2007-08-13",61.02
"155","2007-08-14",61.98
"156","2007-08-15",61.470001
"157","2007-08-16",63
"158","2007-08-17",65.279999
"159","2007-08-20",65.849998
"160","2007-08-21",66.239998
"161","2007-08-22",64.589996
"162","2007-08-23",64.68
"163","2007-08-24",66.089996
"164","2007-08-27",64.470001
"165","2007-08-28",62.669998
"166","2007-08-29",62.369999
"167","2007-08-30",63.209999
"168","2007-08-31",59.099998
"169","2007-09-04",62.580002
"170","2007-09-05",60.84
"171","2007-09-06",61.650002
"172","2007-09-07",62.07
"173","2007-09-10",61.02
"174","2007-09-11",63.419998
"175","2007-09-12",62.279999
"176","2007-09-13",61.889999
"177","2007-09-14",63
"178","2007-09-17",61.950001
"179","2007-09-18",65.699997
"180","2007-09-19",67.529999
"181","2007-09-20",65.970001
"182","2007-09-21",66.779999
"183","2007-09-24",64.080002
"184","2007-09-25",65.400002
"185","2007-09-26",66.57
"186","2007-09-27",67.529999
"187","2007-09-28",65.730003
"188","2007-10-01",67.919998
"189","2007-10-02",68.580002
"190","2007-10-03",66.449997
"191","2007-10-04",67.169998
"192","2007-10-05",68.910004
"193","2007-10-08",67.230003
"194","2007-10-09",69
"195","2007-10-10",68.730003
"196","2007-10-11",67.589996
"197","2007-10-12",68.160004
"198","2007-10-15",66.150002
"199","2007-10-16",65.760002
"200","2007-10-17",66.209999
"201","2007-10-18",65.309998
"202","2007-10-19",61.439999
"203","2007-10-22",64.620003
"204","2007-10-23",61.619999
"205","2007-10-24",63.360001
"206","2007-10-25",62.400002
"207","2007-10-26",63.75
"208","2007-10-29",63.57
"209","2007-10-30",62.459999
"210","2007-10-31",62.189999
"211","2007-11-01",59.400002
"212","2007-11-02",59.43
"213","2007-11-05",58.98
"214","2007-11-06",60.27
"215","2007-11-07",57.689999
"216","2007-11-08",62.07
"217","2007-11-09",61.169998
"218","2007-11-12",62.970001
"219","2007-11-13",65.489998
"220","2007-11-14",63.959999
"221","2007-11-15",63.509998
"222","2007-11-16",62.82
"223","2007-11-19",62.16
"224","2007-11-20",60.75
"225","2007-11-21",60.84
"226","2007-11-23",63.119999
"227","2007-11-26",60
"228","2007-11-27",62.369999
"229","2007-11-28",66.57
"230","2007-11-29",64.110001
"231","2007-11-30",62.669998
"232","2007-12-03",61.98
"233","2007-12-04",60.330002
"234","2007-12-05",61.650002
"235","2007-12-06",63.57
"236","2007-12-07",63.540001
"237","2007-12-10",63.119999
"238","2007-12-11",59.310001
"239","2007-12-12",61.98
"240","2007-12-13",59.91
"241","2007-12-14",59.91
"242","2007-12-17",58.950001
"243","2007-12-18",60.540001
"244","2007-12-19",61.470001
"245","2007-12-20",60.09
"246","2007-12-21",63.09
"247","2007-12-24",63.09
"248","2007-12-26",63.990002
"249","2007-12-27",60.330002
"250","2007-12-28",59.669998
"251","2007-12-31",59.580002
"252","2008-01-02",57.57
"253","2008-01-03",57.360001
