"","date","EME"
"1","2007-01-03",28.129999
"2","2007-01-04",27.655001
"3","2007-01-05",27.5
"4","2007-01-08",27.709999
"5","2007-01-09",27.799999
"6","2007-01-10",27.754999
"7","2007-01-11",28.15
"8","2007-01-12",28.370001
"9","2007-01-16",28.575001
"10","2007-01-17",28.940001
"11","2007-01-18",28.57
"12","2007-01-19",28.924999
"13","2007-01-22",28.575001
"14","2007-01-23",29.215
"15","2007-01-24",29.120001
"16","2007-01-25",28.82
"17","2007-01-26",28.735001
"18","2007-01-29",28.65
"19","2007-01-30",28.68
"20","2007-01-31",28.709999
"21","2007-02-01",29.795
"22","2007-02-02",30.325001
"23","2007-02-05",29.610001
"24","2007-02-06",29.745001
"25","2007-02-07",30.155001
"26","2007-02-08",30
"27","2007-02-09",29.555
"28","2007-02-12",29.450001
"29","2007-02-13",29.6
"30","2007-02-14",29.615
"31","2007-02-15",29.969999
"32","2007-02-16",30.305
"33","2007-02-20",30.075001
"34","2007-02-21",30.635
"35","2007-02-22",31
"36","2007-02-23",30.77
"37","2007-02-26",30.775
"38","2007-02-27",30.375
"39","2007-02-28",30.004999
"40","2007-03-01",29.809999
"41","2007-03-02",28.955
"42","2007-03-05",28.690001
"43","2007-03-06",29.690001
"44","2007-03-07",29.565001
"45","2007-03-08",29.83
"46","2007-03-09",29.93
"47","2007-03-12",29.639999
"48","2007-03-13",28.825001
"49","2007-03-14",29.07
"50","2007-03-15",28.865
"51","2007-03-16",29.01
"52","2007-03-19",29.525
"53","2007-03-20",29.415001
"54","2007-03-21",30.245001
"55","2007-03-22",30.415001
"56","2007-03-23",30.540001
"57","2007-03-26",30.355
"58","2007-03-27",29.969999
"59","2007-03-28",29.764999
"60","2007-03-29",29.799999
"61","2007-03-30",29.49
"62","2007-04-02",29.76
"63","2007-04-03",29.1
"64","2007-04-04",30.469999
"65","2007-04-05",30.514999
"66","2007-04-09",30.85
"67","2007-04-10",31.219999
"68","2007-04-11",31.035
"69","2007-04-12",31.395
"70","2007-04-13",31.799999
"71","2007-04-16",32.23
"72","2007-04-17",32.48
"73","2007-04-18",32.165001
"74","2007-04-19",32.125
"75","2007-04-20",32.685001
"76","2007-04-23",32.52
"77","2007-04-24",32.349998
"78","2007-04-25",32.875
"79","2007-04-26",32.540001
"80","2007-04-27",32.224998
"81","2007-04-30",31.344999
"82","2007-05-01",31.75
"83","2007-05-02",32.040001
"84","2007-05-03",32.049999
"85","2007-05-04",32.134998
"86","2007-05-07",31.924999
"87","2007-05-08",31.58
"88","2007-05-09",32.154999
"89","2007-05-10",31.525
"90","2007-05-11",32.185001
"91","2007-05-14",31.85
"92","2007-05-15",31.615
"93","2007-05-16",32.16
"94","2007-05-17",32.105
"95","2007-05-18",31.934999
"96","2007-05-21",31.860001
"97","2007-05-22",32.200001
"98","2007-05-23",31.549999
"99","2007-05-24",31.5
"100","2007-05-25",31.74
"101","2007-05-29",32.724998
"102","2007-05-30",33.044998
"103","2007-05-31",32.794998
"104","2007-06-01",32.75
"105","2007-06-04",32.919998
"106","2007-06-05",33.02
"107","2007-06-06",32.785
"108","2007-06-07",31.82
"109","2007-06-08",32.34
"110","2007-06-11",35.049999
"111","2007-06-12",35.23
"112","2007-06-13",35.755001
"113","2007-06-14",36
"114","2007-06-15",36.919998
"115","2007-06-18",36.955002
"116","2007-06-19",36.57
"117","2007-06-20",36.035
"118","2007-06-21",36.57
"119","2007-06-22",36.584999
"120","2007-06-25",36.400002
"121","2007-06-26",35.865002
"122","2007-06-27",36.895
"123","2007-06-28",36.419998
"124","2007-06-29",36.450001
"125","2007-07-02",37.290001
"126","2007-07-03",37.174999
"127","2007-07-05",37.240002
"128","2007-07-06",37.625
"129","2007-07-09",37.355
"130","2007-07-10",35.540001
"131","2007-07-11",36.259998
"132","2007-07-12",37.73
"133","2007-07-13",37.970001
"134","2007-07-16",37.810001
"135","2007-07-17",38.310001
"136","2007-07-18",37.779999
"137","2007-07-19",38.040001
"138","2007-07-20",36.93
"139","2007-07-23",36.48
"140","2007-07-24",35.48
"141","2007-07-25",35.82
"142","2007-07-26",36.5
"143","2007-07-27",35.25
"144","2007-07-30",36.16
"145","2007-07-31",35.900002
"146","2007-08-01",36.099998
"147","2007-08-02",36.240002
"148","2007-08-03",33.41
"149","2007-08-06",31.43
"150","2007-08-07",31.360001
"151","2007-08-08",30.35
"152","2007-08-09",29.799999
"153","2007-08-10",31.9
"154","2007-08-13",33.040001
"155","2007-08-14",30.57
"156","2007-08-15",30.09
"157","2007-08-16",28.98
"158","2007-08-17",28.219999
"159","2007-08-20",30.120001
"160","2007-08-21",29.99
"161","2007-08-22",32.150002
"162","2007-08-23",31.690001
"163","2007-08-24",32.610001
"164","2007-08-27",32.279999
"165","2007-08-28",30.76
"166","2007-08-29",30.83
"167","2007-08-30",30.9
"168","2007-08-31",31.35
"169","2007-09-04",31.1
"170","2007-09-05",29.93
"171","2007-09-06",30.389999
"172","2007-09-07",29.4
"173","2007-09-10",27.98
"174","2007-09-11",28.32
"175","2007-09-12",29.459999
"176","2007-09-13",30.700001
"177","2007-09-14",30.209999
"178","2007-09-17",30.02
"179","2007-09-18",31.76
"180","2007-09-19",33.240002
"181","2007-09-20",32.07
"182","2007-09-21",32.650002
"183","2007-09-24",31.889999
"184","2007-09-25",30.620001
"185","2007-09-26",31.360001
"186","2007-09-27",31.139999
"187","2007-09-28",31.360001
"188","2007-10-01",31.5
"189","2007-10-02",31.360001
"190","2007-10-03",30.42
"191","2007-10-04",29.93
"192","2007-10-05",30.809999
"193","2007-10-08",30.950001
"194","2007-10-09",30.639999
"195","2007-10-10",31.129999
"196","2007-10-11",31.48
"197","2007-10-12",32.48
"198","2007-10-15",31.540001
"199","2007-10-16",30.780001
"200","2007-10-17",30.99
"201","2007-10-18",32.560001
"202","2007-10-19",30.530001
"203","2007-10-22",31.08
"204","2007-10-23",31.459999
"205","2007-10-24",31.120001
"206","2007-10-25",33.900002
"207","2007-10-26",34.490002
"208","2007-10-29",34.169998
"209","2007-10-30",33
"210","2007-10-31",34.43
"211","2007-11-01",32.509998
"212","2007-11-02",32.02
"213","2007-11-05",31.26
"214","2007-11-06",32.57
"215","2007-11-07",30.389999
"216","2007-11-08",29.540001
"217","2007-11-09",28.5
"218","2007-11-12",27.68
"219","2007-11-13",28.540001
"220","2007-11-14",28.16
"221","2007-11-15",27.4
"222","2007-11-16",27.360001
"223","2007-11-19",24.98
"224","2007-11-20",24.67
"225","2007-11-21",24.139999
"226","2007-11-23",24.77
"227","2007-11-26",23.52
"228","2007-11-27",24.75
"229","2007-11-28",26.540001
"230","2007-11-29",26.26
"231","2007-11-30",26.639999
"232","2007-12-03",25.610001
"233","2007-12-04",25.870001
"234","2007-12-05",27.15
"235","2007-12-06",28
"236","2007-12-07",27.35
"237","2007-12-10",27.459999
"238","2007-12-11",25.719999
"239","2007-12-12",25.82
"240","2007-12-13",25.4
"241","2007-12-14",25.51
"242","2007-12-17",24.59
"243","2007-12-18",25.549999
"244","2007-12-19",24.719999
"245","2007-12-20",25.469999
"246","2007-12-21",26.51
"247","2007-12-24",26.700001
"248","2007-12-26",25.93
"249","2007-12-27",25.049999
"250","2007-12-28",24.540001
"251","2007-12-31",23.629999
"252","2008-01-02",22.9
"253","2008-01-03",22.709999
"254","2008-01-04",20.719999
"255","2008-01-07",20.059999
"256","2008-01-08",19.34
"257","2008-01-09",20.299999
"258","2008-01-10",20.73
"259","2008-01-11",20.42
"260","2008-01-14",20.82
"261","2008-01-15",20.200001
"262","2008-01-16",20.360001
"263","2008-01-17",18.540001
