"","date","KFY"
"1","2007-01-03",23.209999
"2","2007-01-04",23.129999
"3","2007-01-05",22.77
"4","2007-01-08",22.85
"5","2007-01-09",22.719999
"6","2007-01-10",22.92
"7","2007-01-11",23.67
"8","2007-01-12",23.290001
"9","2007-01-16",23.059999
"10","2007-01-17",22.879999
"11","2007-01-18",22.559999
"12","2007-01-19",22.620001
"13","2007-01-22",22.75
"14","2007-01-23",22.879999
"15","2007-01-24",23.129999
"16","2007-01-25",22.83
"17","2007-01-26",23.07
"18","2007-01-29",23.33
"19","2007-01-30",23.639999
"20","2007-01-31",23.879999
"21","2007-02-01",24.08
"22","2007-02-02",23.85
"23","2007-02-05",23.58
"24","2007-02-06",23.82
"25","2007-02-07",23.559999
"26","2007-02-08",23.67
"27","2007-02-09",23.84
"28","2007-02-12",23.76
"29","2007-02-13",23.84
"30","2007-02-14",23.59
"31","2007-02-15",23.690001
"32","2007-02-16",23.889999
"33","2007-02-20",24.23
"34","2007-02-21",24.25
"35","2007-02-22",24.51
"36","2007-02-23",24.48
"37","2007-02-26",24.370001
"38","2007-02-27",23.440001
"39","2007-02-28",23.08
"40","2007-03-01",23.18
"41","2007-03-02",22.879999
"42","2007-03-05",22.530001
"43","2007-03-06",22.75
"44","2007-03-07",22.82
"45","2007-03-08",22.76
"46","2007-03-09",22.530001
"47","2007-03-12",22.73
"48","2007-03-13",22.6
"49","2007-03-14",22.639999
"50","2007-03-15",22.790001
"51","2007-03-16",22.540001
"52","2007-03-19",22.85
"53","2007-03-20",22.940001
"54","2007-03-21",23.209999
"55","2007-03-22",23.35
"56","2007-03-23",23.200001
"57","2007-03-26",23.120001
"58","2007-03-27",22.860001
"59","2007-03-28",22.780001
"60","2007-03-29",22.77
"61","2007-03-30",22.940001
"62","2007-04-02",22.98
"63","2007-04-03",23.32
"64","2007-04-04",22.860001
"65","2007-04-05",23.08
"66","2007-04-09",23.129999
"67","2007-04-10",23.35
"68","2007-04-11",23.1
"69","2007-04-12",23.35
"70","2007-04-13",23.389999
"71","2007-04-16",24.07
"72","2007-04-17",24.049999
"73","2007-04-18",23.709999
"74","2007-04-19",23.59
"75","2007-04-20",24
"76","2007-04-23",24.02
"77","2007-04-24",23.889999
"78","2007-04-25",23.719999
"79","2007-04-26",23.780001
"80","2007-04-27",23.690001
"81","2007-04-30",23.57
"82","2007-05-01",23.98
"83","2007-05-02",24.700001
"84","2007-05-03",24.709999
"85","2007-05-04",24.790001
"86","2007-05-07",24.709999
"87","2007-05-08",24.67
"88","2007-05-09",24.9
"89","2007-05-10",24.450001
"90","2007-05-11",24.98
"91","2007-05-14",24.540001
"92","2007-05-15",24.690001
"93","2007-05-16",24.879999
"94","2007-05-17",24.73
"95","2007-05-18",25.360001
"96","2007-05-21",25.780001
"97","2007-05-22",25.52
"98","2007-05-23",25.290001
"99","2007-05-24",24.93
"100","2007-05-25",25.27
"101","2007-05-29",25.200001
"102","2007-05-30",25.33
"103","2007-05-31",26.01
"104","2007-06-01",26.42
"105","2007-06-04",26.09
"106","2007-06-05",25.84
"107","2007-06-06",25.23
"108","2007-06-07",25.379999
"109","2007-06-08",25.809999
"110","2007-06-11",25.969999
"111","2007-06-12",25.57
"112","2007-06-13",26.209999
"113","2007-06-14",26.219999
"114","2007-06-15",26.49
"115","2007-06-18",26.889999
"116","2007-06-19",26.700001
"117","2007-06-20",26.299999
"118","2007-06-21",26.52
"119","2007-06-22",26.030001
"120","2007-06-25",25.66
"121","2007-06-26",25.690001
"122","2007-06-27",26.700001
"123","2007-06-28",26.719999
"124","2007-06-29",26.26
"125","2007-07-02",26.65
"126","2007-07-03",26.030001
"127","2007-07-05",26.07
"128","2007-07-06",26.040001
"129","2007-07-09",26.23
"130","2007-07-10",25.469999
"131","2007-07-11",25.73
"132","2007-07-12",26.1
"133","2007-07-13",25.9
"134","2007-07-16",25.639999
"135","2007-07-17",25.35
"136","2007-07-18",25.129999
"137","2007-07-19",25.440001
"138","2007-07-20",25.15
"139","2007-07-23",25.459999
"140","2007-07-24",24.549999
"141","2007-07-25",24.6
"142","2007-07-26",23.66
"143","2007-07-27",23.1
"144","2007-07-30",23.540001
"145","2007-07-31",23.629999
"146","2007-08-01",24.190001
"147","2007-08-02",24.27
"148","2007-08-03",23.809999
"149","2007-08-06",23.43
"150","2007-08-07",23.23
"151","2007-08-08",23.15
"152","2007-08-09",21.780001
"153","2007-08-10",23.58
"154","2007-08-13",23.6
"155","2007-08-14",23.23
"156","2007-08-15",22.440001
"157","2007-08-16",23.08
"158","2007-08-17",23.299999
"159","2007-08-20",23.299999
"160","2007-08-21",22.879999
"161","2007-08-22",23.26
"162","2007-08-23",22.91
"163","2007-08-24",22.98
"164","2007-08-27",22.65
"165","2007-08-28",21.940001
"166","2007-08-29",22.24
"167","2007-08-30",22.02
"168","2007-08-31",22.209999
"169","2007-09-04",21.450001
"170","2007-09-05",20.16
"171","2007-09-06",19.370001
"172","2007-09-07",19
"173","2007-09-10",18.309999
"174","2007-09-11",17.65
"175","2007-09-12",17.24
"176","2007-09-13",16.889999
"177","2007-09-14",17.219999
"178","2007-09-17",17.110001
"179","2007-09-18",17.450001
"180","2007-09-19",17.440001
"181","2007-09-20",16.77
"182","2007-09-21",16.33
"183","2007-09-24",16.58
"184","2007-09-25",16.73
"185","2007-09-26",16.66
"186","2007-09-27",16.65
"187","2007-09-28",16.51
"188","2007-10-01",16.52
"189","2007-10-02",16.67
"190","2007-10-03",16.91
"191","2007-10-04",17.549999
"192","2007-10-05",19.049999
"193","2007-10-08",19.01
"194","2007-10-09",18.969999
"195","2007-10-10",18.84
"196","2007-10-11",18.209999
"197","2007-10-12",18.610001
"198","2007-10-15",18.57
"199","2007-10-16",18.92
"200","2007-10-17",19.379999
"201","2007-10-18",19.02
"202","2007-10-19",18.25
"203","2007-10-22",18.15
"204","2007-10-23",18.610001
"205","2007-10-24",18.76
"206","2007-10-25",19.17
"207","2007-10-26",19.120001
"208","2007-10-29",18.34
