"","date","GNTY"
"1","2017-05-09",30.1
"2","2017-05-10",30.15
"3","2017-05-11",30.700001
"4","2017-05-12",31
"5","2017-05-15",30.98
"6","2017-05-16",31.09
"7","2017-05-17",30.75
"8","2017-05-18",30.74
"9","2017-05-19",30.75
"10","2017-05-22",31.639999
"11","2017-05-23",31
"12","2017-05-24",31
"13","2017-05-25",31.02
"14","2017-05-26",31.030001
"15","2017-05-30",31.110001
"16","2017-05-31",32.75
"17","2017-06-01",33.549999
"18","2017-06-02",33.400002
"19","2017-06-05",33.23
"20","2017-06-06",33.34
"21","2017-06-07",35.035
"22","2017-06-08",34.279999
"23","2017-06-09",34.849998
"24","2017-06-12",33.470001
"25","2017-06-13",33.650002
"26","2017-06-14",33.400002
"27","2017-06-15",32.990002
"28","2017-06-16",31.68
"29","2017-06-19",30.459999
"30","2017-06-20",30
"31","2017-06-21",30.299999
"32","2017-06-22",29.969999
"33","2017-06-23",30.01
"34","2017-06-26",30.84
"35","2017-06-27",31.67
"36","2017-06-28",32.580002
"37","2017-06-29",32.02
"38","2017-06-30",31.950001
"39","2017-07-03",31.969999
"40","2017-07-05",32.540001
"41","2017-07-06",31.700001
"42","2017-07-07",32.34
"43","2017-07-10",31.719999
"44","2017-07-11",32.060001
"45","2017-07-12",31.57
"46","2017-07-13",31.780001
"47","2017-07-14",31.139999
"48","2017-07-17",30.76
"49","2017-07-18",30.92
"50","2017-07-19",30.780001
"51","2017-07-20",31.6
"52","2017-07-21",30.940001
"53","2017-07-24",31.68
"54","2017-07-25",31.26
"55","2017-07-26",31.08
"56","2017-07-27",30.879999
"57","2017-07-28",30.610001
"58","2017-07-31",30.41
"59","2017-08-01",30.799999
"60","2017-08-02",30.6
"61","2017-08-03",30.34
"62","2017-08-04",30.5
"63","2017-08-07",30.209999
"64","2017-08-08",30.57
"65","2017-08-09",29.91
"66","2017-08-10",29.889999
"67","2017-08-11",29.889999
"68","2017-08-14",30.1
"69","2017-08-15",30.27
"70","2017-08-16",30.530001
"71","2017-08-17",29.92
"72","2017-08-18",30.120001
"73","2017-08-21",30.24
"74","2017-08-22",30.66
"75","2017-08-23",32.639999
"76","2017-08-24",32.560001
"77","2017-08-25",31.780001
"78","2017-08-28",32.330002
"79","2017-08-29",31.370001
"80","2017-08-30",30.26
"81","2017-08-31",30.24
"82","2017-09-01",30.309999
"83","2017-09-05",29.43
"84","2017-09-06",29.799999
"85","2017-09-07",30.1
"86","2017-09-08",30.23
"87","2017-09-11",31.23
"88","2017-09-12",31.16
"89","2017-09-13",31.040001
"90","2017-09-14",29.700001
"91","2017-09-15",29.620001
"92","2017-09-18",29.33
"93","2017-09-19",29.27
"94","2017-09-20",31.190001
"95","2017-09-21",30.780001
"96","2017-09-22",30.860001
"97","2017-09-25",30.549999
"98","2017-09-26",31.02
"99","2017-09-27",30.950001
"100","2017-09-28",31.51
"101","2017-09-29",31.99
"102","2017-10-02",31.33
"103","2017-10-03",30.809999
"104","2017-10-04",30.9
"105","2017-10-05",31.389999
"106","2017-10-06",30.99
"107","2017-10-09",30.92
"108","2017-10-10",30.99
"109","2017-10-11",30.73
"110","2017-10-12",30.43
"111","2017-10-13",29.98
"112","2017-10-16",29.690001
"113","2017-10-17",29.41
"114","2017-10-18",29.59
"115","2017-10-19",29.870001
"116","2017-10-20",29.76
"117","2017-10-23",29.16
"118","2017-10-24",28.809999
"119","2017-10-25",29.540001
"120","2017-10-26",29.120001
"121","2017-10-27",29.09
"122","2017-10-30",28.83
"123","2017-10-31",28.68
"124","2017-11-01",28.5
"125","2017-11-02",29.24
"126","2017-11-03",28.6
"127","2017-11-06",28.530001
"128","2017-11-07",28.48
"129","2017-11-08",28.9
"130","2017-11-09",28.629999
"131","2017-11-10",29
"132","2017-11-13",28.68
"133","2017-11-14",28.799999
"134","2017-11-15",28.49
"135","2017-11-16",29.549999
"136","2017-11-17",30.030001
"137","2017-11-20",30.08
"138","2017-11-21",29.450001
"139","2017-11-22",29.790001
"140","2017-11-24",29.9
"141","2017-11-27",29.4
"142","2017-11-28",30.18
"143","2017-11-29",30.690001
"144","2017-11-30",30.639999
"145","2017-12-01",30.59
"146","2017-12-04",30.49
"147","2017-12-05",30.440001
"148","2017-12-06",30.209999
"149","2017-12-07",30.459999
"150","2017-12-08",30.620001
"151","2017-12-11",30.59
"152","2017-12-12",30.82
"153","2017-12-13",31
"154","2017-12-14",30.389999
"155","2017-12-15",30.690001
"156","2017-12-18",30.700001
"157","2017-12-19",30.67
"158","2017-12-20",30.65
"159","2017-12-21",30.68
"160","2017-12-22",30.030001
"161","2017-12-26",30.34
"162","2017-12-27",30.290001
"163","2017-12-28",30.540001
"164","2017-12-29",30.65
"165","2018-01-02",30.23
"166","2018-01-03",30.889999
"167","2018-01-04",31.389999
"168","2018-01-05",31.610001
"169","2018-01-08",31.02
"170","2018-01-09",31.280001
"171","2018-01-10",30.809999
"172","2018-01-11",31.309999
"173","2018-01-12",31.73
"174","2018-01-16",31.09
"175","2018-01-17",31.02
"176","2018-01-18",31.799999
"177","2018-01-19",31.940001
"178","2018-01-22",31.84
"179","2018-01-23",31.48
"180","2018-01-24",31.51
"181","2018-01-25",31.450001
"182","2018-01-26",30.969999
"183","2018-01-29",30.809999
"184","2018-01-30",31.65
"185","2018-01-31",31.66
"186","2018-02-01",32.700001
"187","2018-02-02",32.5
"188","2018-02-05",32.389999
"189","2018-02-06",31.719999
"190","2018-02-07",31.85
"191","2018-02-08",31.040001
"192","2018-02-09",31.18
"193","2018-02-12",31.129999
"194","2018-02-13",31.49
"195","2018-02-14",31.129999
"196","2018-02-15",30.690001
"197","2018-02-16",32.200001
"198","2018-02-20",31.389999
"199","2018-02-21",31.5
"200","2018-02-22",32.400002
"201","2018-02-23",33.150002
"202","2018-02-26",33.48
"203","2018-02-27",33.610001
"204","2018-02-28",35.549999
"205","2018-03-01",35.099998
"206","2018-03-02",34.700001
"207","2018-03-05",34.419998
"208","2018-03-06",34.599998
"209","2018-03-07",34.41
"210","2018-03-08",34.91
"211","2018-03-09",35
"212","2018-03-12",34.959999
"213","2018-03-13",34.389999
"214","2018-03-14",34.869999
