"","date","PNNT"
"166","2007-12-12",9.96
"167","2007-12-13",10.11
"168","2007-12-14",9.64
"169","2007-12-17",9.08
"170","2007-12-18",9.57
"171","2007-12-19",9.74
"172","2007-12-20",10
"173","2007-12-21",9.87
"174","2007-12-24",10.87
"175","2007-12-26",10.98
"176","2007-12-27",9.93
"177","2007-12-28",9.9
"178","2007-12-31",10.02
"179","2008-01-02",10.19
"180","2008-01-03",10.15
"181","2008-01-04",10.05
"182","2008-01-07",10.18
"183","2008-01-08",10.03
"184","2008-01-09",10.29
"185","2008-01-10",10.54
"186","2008-01-11",10.27
"187","2008-01-14",10.2
"188","2008-01-15",10.1
"189","2008-01-16",10.3
"190","2008-01-17",10.16
"191","2008-01-18",9.96
"192","2008-01-22",9.75
"193","2008-01-23",10.55
"194","2008-01-24",10.48
"195","2008-01-25",10.47
"196","2008-01-28",11.18
"197","2008-01-29",11.07
"198","2008-01-30",10.95
"199","2008-01-31",11.27
"200","2008-02-01",11.25
"201","2008-02-04",11.31
"202","2008-02-05",11.17
"203","2008-02-06",10.56
"204","2008-02-07",10.99
"205","2008-02-08",10.68
"206","2008-02-11",10.39
"207","2008-02-12",10.36
"208","2008-02-13",10.03
"209","2008-02-14",9.72
"210","2008-02-15",9.76
"211","2008-02-19",9.81
"212","2008-02-20",9.98
"213","2008-02-21",9.84
"214","2008-02-22",9.89
"215","2008-02-25",9.88
"216","2008-02-26",9.89
"217","2008-02-27",9.74
"218","2008-02-28",9.68
"219","2008-02-29",9.29
"220","2008-03-03",9.21
"221","2008-03-04",9.27
"222","2008-03-05",9.51
"223","2008-03-06",8.98
"224","2008-03-07",8.89
"225","2008-03-10",8.68
"226","2008-03-11",8.86
"227","2008-03-12",8.75
"228","2008-03-13",8.82
"229","2008-03-14",8.56
"230","2008-03-17",8.38
"231","2008-03-18",8.6
"232","2008-03-19",8.51
"233","2008-03-20",8.59
"234","2008-03-24",8.7
"235","2008-03-25",8.68
"236","2008-03-26",8.6
"237","2008-03-27",8.56
"238","2008-03-28",8.41
"239","2008-03-31",8.51
"240","2008-04-01",8.6
"241","2008-04-02",8.57
"242","2008-04-03",8.5
"243","2008-04-04",8.39
"244","2008-04-07",8.38
"245","2008-04-08",8.41
"246","2008-04-09",8.03
"247","2008-04-10",7.92
"248","2008-04-11",7.31
"249","2008-04-14",7.3
"250","2008-04-15",7.3
"251","2008-04-16",7.29
"252","2008-04-17",7.19
"253","2008-04-18",7.29
"254","2008-04-21",7.31
"255","2008-04-22",7.09
"256","2008-04-23",7.06
"257","2008-04-24",7.82
"258","2008-04-25",7.49
"259","2008-04-28",7.4
"260","2008-04-29",7.4
"261","2008-04-30",7.41
"262","2008-05-01",8.07
"263","2008-05-02",8.19
"264","2008-05-05",8.32
"265","2008-05-06",8.28
"266","2008-05-07",8.05
"267","2008-05-08",8.05
"268","2008-05-09",7.85
"269","2008-05-12",8.01
"270","2008-05-13",7.93
"271","2008-05-14",7.93
"272","2008-05-15",8.04
"273","2008-05-16",7.95
"274","2008-05-19",8.1
"275","2008-05-20",8.15
"276","2008-05-21",8.01
"277","2008-05-22",8.12
"278","2008-05-23",8.02
"279","2008-05-27",8.25
"280","2008-05-28",8.19
"281","2008-05-29",8.32
"282","2008-05-30",8.15
"283","2008-06-02",8.03
"284","2008-06-03",7.99
"285","2008-06-04",7.98
"286","2008-06-05",8.36
"287","2008-06-06",8.01
"288","2008-06-09",7.88
"289","2008-06-10",8.26
"290","2008-06-11",8.09
"291","2008-06-12",8.2
"292","2008-06-13",8.25
"293","2008-06-16",8.25
"294","2008-06-17",8.01
"295","2008-06-18",7.96
"296","2008-06-19",8.01
"297","2008-06-20",7.81
"298","2008-06-23",7.58
"299","2008-06-24",7.38
"300","2008-06-25",7.51
"301","2008-06-26",7.05
"302","2008-06-27",7.21
"303","2008-06-30",7.21
"304","2008-07-01",7.35
"305","2008-07-02",7.01
"306","2008-07-03",6.81
"307","2008-07-07",6.53
"308","2008-07-08",7.15
"309","2008-07-09",7.11
"310","2008-07-10",7.28
"311","2008-07-11",7.3
"312","2008-07-14",6.65
"313","2008-07-15",6.61
"314","2008-07-16",7.15
"315","2008-07-17",7.37
"316","2008-07-18",6.96
"317","2008-07-21",7.05
"318","2008-07-22",7.55
"319","2008-07-23",7.25
"320","2008-07-24",6.93
"321","2008-07-25",7.15
"322","2008-07-28",6.4
"323","2008-07-29",6.48
"324","2008-07-30",6.76
"325","2008-07-31",6.94
"326","2008-08-01",6.3
"327","2008-08-04",5.92
"328","2008-08-05",6.53
"329","2008-08-06",7.12
"330","2008-08-07",6.95
"331","2008-08-08",7.24
"332","2008-08-11",7.43
"333","2008-08-12",7.46
"334","2008-08-13",7.74
"335","2008-08-14",7.97
"336","2008-08-15",8.07
"337","2008-08-18",8.15
"338","2008-08-19",8
"339","2008-08-20",8.02
"340","2008-08-21",8.16
"341","2008-08-22",8.43
"342","2008-08-25",8.12
"343","2008-08-26",8.07
"344","2008-08-27",8.18
"345","2008-08-28",8.45
"346","2008-08-29",7.99
"347","2008-09-02",8.22
"348","2008-09-03",8.2
"349","2008-09-04",8.11
"350","2008-09-05",8.07
"351","2008-09-08",8.29
"352","2008-09-09",8.07
"353","2008-09-10",8.27
"354","2008-09-11",8.17
"355","2008-09-12",8.05
"356","2008-09-15",7.87
"357","2008-09-16",7.99
"358","2008-09-17",7.19
"359","2008-09-18",7.93
"360","2008-09-19",8.5
"361","2008-09-22",8.04
"362","2008-09-23",8.11
"363","2008-09-24",8.1
"364","2008-09-25",8.04
"365","2008-09-26",8.06
"366","2008-09-29",7.09
"367","2008-09-30",7.41
"368","2008-10-01",7.81
"369","2008-10-02",7.52
"370","2008-10-03",7.21
"371","2008-10-06",6.89
"372","2008-10-07",6.94
"373","2008-10-08",6.31
"374","2008-10-09",5.41
"375","2008-10-10",6.31
"376","2008-10-13",7
"377","2008-10-14",6.64
"378","2008-10-15",5.71
"379","2008-10-16",6.4
"380","2008-10-17",5.75
"381","2008-10-20",5.46
"382","2008-10-21",5.35
"383","2008-10-22",4.99
"384","2008-10-23",4.82
"385","2008-10-24",4.51
"386","2008-10-27",4.19
"387","2008-10-28",4.39
"388","2008-10-29",4.29
"389","2008-10-30",4.25
"390","2008-10-31",4.57
"391","2008-11-03",4.46
"392","2008-11-04",4.4
"393","2008-11-05",3.97
"394","2008-11-06",3.76
"395","2008-11-07",3.8
"396","2008-11-10",3.62
"397","2008-11-11",3.33
"398","2008-11-12",2.75
"399","2008-11-13",2.5
"400","2008-11-14",2.75
"401","2008-11-17",2.75
"402","2008-11-18",2.68
"403","2008-11-19",2.5
"404","2008-11-20",2.35
"405","2008-11-21",2.37
"406","2008-11-24",2.9
"407","2008-11-25",2.8
"408","2008-11-26",2.99
"409","2008-11-28",2.95
"410","2008-12-01",2.73
"411","2008-12-02",3
"412","2008-12-03",3.41
"413","2008-12-04",3.02
"414","2008-12-05",3.48
"415","2008-12-08",4.21
"416","2008-12-09",3.79
"417","2008-12-10",3.53
"418","2008-12-11",3.4
"419","2008-12-12",3.56
"420","2008-12-15",3.47
"421","2008-12-16",3.59
"422","2008-12-17",3.67
"423","2008-12-18",3.7
"424","2008-12-19",3.94
"425","2008-12-22",3.39
"426","2008-12-23",3.42
"427","2008-12-24",3.78
"428","2008-12-26",3.75
"429","2008-12-29",3.34
"430","2008-12-30",3.55
"431","2008-12-31",3.61
"432","2009-01-02",3.89
"433","2009-01-05",3.83
"434","2009-01-06",3.99
"435","2009-01-07",4.03
"436","2009-01-08",4.05
"437","2009-01-09",3.87
"438","2009-01-12",3.78
"439","2009-01-13",3.87
"440","2009-01-14",3.6
"441","2009-01-15",3.88
"442","2009-01-16",3.65
"443","2009-01-20",3.17
"444","2009-01-21",3.76
"445","2009-01-22",3.45
"446","2009-01-23",3.14
"447","2009-01-26",3.22
"448","2009-01-27",3.33
"449","2009-01-28",3.48
"450","2009-01-29",3.17
"451","2009-01-30",3.13
"452","2009-02-02",3.17
"453","2009-02-03",3.13
"454","2009-02-04",2.85
"455","2009-02-05",3
"456","2009-02-06",3.03
"457","2009-02-09",2.96
"458","2009-02-10",2.77
"459","2009-02-11",2.68
"460","2009-02-12",2.69
"461","2009-02-13",2.64
"462","2009-02-17",2.72
"463","2009-02-18",2.78
"464","2009-02-19",2.87
"465","2009-02-20",2.86
"466","2009-02-23",2.95
"467","2009-02-24",3.14
"468","2009-02-25",3.24
"469","2009-02-26",3.08
"470","2009-02-27",3
"471","2009-03-02",2.98
"472","2009-03-03",2.97
"473","2009-03-04",3.19
"474","2009-03-05",2.95
"475","2009-03-06",2.99
"476","2009-03-09",2.9
"477","2009-03-10",3.12
"478","2009-03-11",3.18
"479","2009-03-12",3.58
"480","2009-03-13",3.45
"481","2009-03-16",3.54
"482","2009-03-17",3.74
"483","2009-03-18",3.75
"484","2009-03-19",3.69
"485","2009-03-20",3.18
"486","2009-03-23",3.37
"487","2009-03-24",3.33
"488","2009-03-25",3.34
"489","2009-03-26",3.61
"490","2009-03-27",3.36
"491","2009-03-30",3.1
"492","2009-03-31",3.75
"493","2009-04-01",3.85
"494","2009-04-02",4.17
"495","2009-04-03",4.26
"496","2009-04-06",4.29
"497","2009-04-07",4.12
"498","2009-04-08",4.43
"499","2009-04-09",4.77
"500","2009-04-13",4.72
"501","2009-04-14",4.41
"502","2009-04-15",4.35
"503","2009-04-16",4.7
"504","2009-04-17",4.91
"505","2009-04-20",4.83
"506","2009-04-21",4.98
"507","2009-04-22",4.89
"508","2009-04-23",4.63
"509","2009-04-24",4.93
"510","2009-04-27",4.58
"511","2009-04-28",5.08
"512","2009-04-29",5.27
"513","2009-04-30",5.49
"514","2009-05-01",5.37
"515","2009-05-04",5.26
"516","2009-05-05",5.27
"517","2009-05-06",5.18
"518","2009-05-07",5.75
"519","2009-05-08",6.15
"520","2009-05-11",5.9
"521","2009-05-12",6.02
"522","2009-05-13",5.58
"523","2009-05-14",5.62
"524","2009-05-15",5.5
"525","2009-05-18",5.93
"526","2009-05-19",6.09
"527","2009-05-20",6.29
"528","2009-05-21",6.35
"529","2009-05-22",6.43
"530","2009-05-26",6.91
"531","2009-05-27",6.42
"532","2009-05-28",6.77
"533","2009-05-29",6.8
"534","2009-06-01",7.22
"535","2009-06-02",7.42
"536","2009-06-03",7.53
"537","2009-06-04",7.65
"538","2009-06-05",7.48
"539","2009-06-08",7.53
"540","2009-06-09",7.56
"541","2009-06-10",7.6
"542","2009-06-11",7.33
"543","2009-06-12",7.54
"544","2009-06-15",7.21
"545","2009-06-16",7.19
"546","2009-06-17",7.26
"547","2009-06-18",7.45
"548","2009-06-19",7.57
"549","2009-06-22",6.42
"550","2009-06-23",6.64
"551","2009-06-24",6.91
"552","2009-06-25",7.21
"553","2009-06-26",7.25
"554","2009-06-29",7.02
"555","2009-06-30",7.1
"556","2009-07-01",7.45
"557","2009-07-02",7.25
"558","2009-07-06",7.03
"559","2009-07-07",6.75
"560","2009-07-08",6.28
"561","2009-07-09",6.51
"562","2009-07-10",6.57
"563","2009-07-13",6.62
"564","2009-07-14",7.04
"565","2009-07-15",7.09
"566","2009-07-16",7.41
"567","2009-07-17",7.29
"568","2009-07-20",7.18
"569","2009-07-21",7.02
"570","2009-07-22",7.28
"571","2009-07-23",7.47
"572","2009-07-24",7.6
"573","2009-07-27",7.57
"574","2009-07-28",7.81
"575","2009-07-29",7.92
"576","2009-07-30",8.28
"577","2009-07-31",8.28
"578","2009-08-03",8.53
"579","2009-08-04",8.53
"580","2009-08-05",7.9
"581","2009-08-06",8.12
"582","2009-08-07",8.99
"583","2009-08-10",8.86
"584","2009-08-11",8.6
"585","2009-08-12",8.96
"586","2009-08-13",8.82
"587","2009-08-14",8.23
"588","2009-08-17",7.94
"589","2009-08-18",8.53
"590","2009-08-19",8.38
"591","2009-08-20",8.36
"592","2009-08-21",8.46
"593","2009-08-24",8.81
"594","2009-08-25",8.98
"595","2009-08-26",8.96
"596","2009-08-27",8.5
"597","2009-08-28",8.21
"598","2009-08-31",8.35
"599","2009-09-01",8.05
"600","2009-09-02",8.2
"601","2009-09-03",8.07
"602","2009-09-04",8.2
"603","2009-09-08",8.3
"604","2009-09-09",8.74
"605","2009-09-10",8.97
"606","2009-09-11",8.87
"607","2009-09-14",8.84
"608","2009-09-15",8.84
"609","2009-09-16",9.05
"610","2009-09-17",8.92
"611","2009-09-18",9.06
"612","2009-09-21",9.01
"613","2009-09-22",9.05
"614","2009-09-23",8.41
"615","2009-09-24",8.44
"616","2009-09-25",8.1
"617","2009-09-28",8.35
"618","2009-09-29",7.99
"619","2009-09-30",8.11
"620","2009-10-01",7.78
"621","2009-10-02",8.04
"622","2009-10-05",8.33
"623","2009-10-06",8.35
"624","2009-10-07",8.3
"625","2009-10-08",8.3
"626","2009-10-09",8.26
"627","2009-10-12",8.09
"628","2009-10-13",8.13
"629","2009-10-14",8.29
"630","2009-10-15",8.44
"631","2009-10-16",8.39
"632","2009-10-19",8.41
"633","2009-10-20",8.15
"634","2009-10-21",8
"635","2009-10-22",8.4
"636","2009-10-23",8.17
"637","2009-10-26",8.1
"638","2009-10-27",8.11
"639","2009-10-28",7.97
"640","2009-10-29",8.34
"641","2009-10-30",7.73
"642","2009-11-02",7.72
"643","2009-11-03",7.92
"644","2009-11-04",7.63
"645","2009-11-05",7.9
"646","2009-11-06",7.76
"647","2009-11-09",7.91
"648","2009-11-10",7.75
"649","2009-11-11",7.95
"650","2009-11-12",7.66
"651","2009-11-13",7.65
"652","2009-11-16",7.87
"653","2009-11-17",8.15
"654","2009-11-18",8.11
"655","2009-11-19",8.36
"656","2009-11-20",8.09
"657","2009-11-23",8.5
"658","2009-11-24",8.45
"659","2009-11-25",8.45
"660","2009-11-27",8.25
"661","2009-11-30",8.48
"662","2009-12-01",8.75
"663","2009-12-02",8.67
"664","2009-12-03",8.62
"665","2009-12-04",8.93
"666","2009-12-07",8.96
"667","2009-12-08",8.89
"668","2009-12-09",8.91
"669","2009-12-10",8.87
"670","2009-12-11",8.97
"671","2009-12-14",8.98
"672","2009-12-15",8.93
"673","2009-12-16",9.06
"674","2009-12-17",8.96
"675","2009-12-18",9.12
"676","2009-12-21",9.15
"677","2009-12-22",8.9
"678","2009-12-23",8.96
"679","2009-12-24",8.88
"680","2009-12-28",8.91
"681","2009-12-29",9
"682","2009-12-30",8.98
"683","2009-12-31",8.92
"684","2010-01-04",9.17
"685","2010-01-05",9.26
"686","2010-01-06",9.23
"687","2010-01-07",9.19
"688","2010-01-08",9.44
"689","2010-01-11",9.47
"690","2010-01-12",9.49
"691","2010-01-13",9.6
"692","2010-01-14",9.64
"693","2010-01-15",9.58
"694","2010-01-19",9.81
"695","2010-01-20",9.71
"696","2010-01-21",9.62
"697","2010-01-22",9.47
"698","2010-01-25",9.52
"699","2010-01-26",9.33
"700","2010-01-27",9.3
"701","2010-01-28",9.13
"702","2010-01-29",9.05
"703","2010-02-01",9.18
"704","2010-02-02",9.07
"705","2010-02-03",9.1
"706","2010-02-04",8.88
"707","2010-02-05",9.02
"708","2010-02-08",9.23
"709","2010-02-09",9.33
"710","2010-02-10",9.42
"711","2010-02-11",9.5
"712","2010-02-12",9.5
"713","2010-02-16",9.91
"714","2010-02-17",10.1
"715","2010-02-18",10.27
"716","2010-02-19",10.35
"717","2010-02-22",10.56
"718","2010-02-23",10.5
"719","2010-02-24",10.26
"720","2010-02-25",10.22
"721","2010-02-26",10.2
"722","2010-03-01",10.74
"723","2010-03-02",10.17
"724","2010-03-03",9.71
"725","2010-03-04",9.92
"726","2010-03-05",10.3
"727","2010-03-08",10.36
"728","2010-03-09",10.39
"729","2010-03-10",10.5
"730","2010-03-11",10.71
"731","2010-03-12",10.67
"732","2010-03-15",10.67
"733","2010-03-16",10.63
"734","2010-03-17",10.74
"735","2010-03-18",10.77
"736","2010-03-19",10.59
"737","2010-03-22",10.76
"738","2010-03-23",10.51
"739","2010-03-24",10.62
"740","2010-03-25",10.47
"741","2010-03-26",10.51
"742","2010-03-29",10.48
"743","2010-03-30",10.51
"744","2010-03-31",10.37
"745","2010-04-01",10.33
"746","2010-04-05",10.53
"747","2010-04-06",10.62
"748","2010-04-07",10.63
"749","2010-04-08",10.72
"750","2010-04-09",10.72
"751","2010-04-12",10.87
"752","2010-04-13",10.9
"753","2010-04-14",11.05
"754","2010-04-15",11.12
"755","2010-04-16",10.95
"756","2010-04-19",10.97
"757","2010-04-20",11.26
"758","2010-04-21",11.3
"759","2010-04-22",11.52
"760","2010-04-23",11.71
"761","2010-04-26",11.84
"762","2010-04-27",11.11
"763","2010-04-28",11.35
"764","2010-04-29",11.25
"765","2010-04-30",10.94
"766","2010-05-03",11.06
"767","2010-05-04",10.86
"768","2010-05-05",10.41
"769","2010-05-06",9.47
"770","2010-05-07",9.02
"771","2010-05-10",9.85
"772","2010-05-11",10.03
"773","2010-05-12",10.35
"774","2010-05-13",10.46
"775","2010-05-14",10.09
"776","2010-05-17",10.06
"777","2010-05-18",9.8
"778","2010-05-19",10.11
"779","2010-05-20",9.51
"780","2010-05-21",9.58
"781","2010-05-24",9.52
"782","2010-05-25",9.43
"783","2010-05-26",9.89
"784","2010-05-27",10.37
"785","2010-05-28",10.03
"786","2010-06-01",9.66
"787","2010-06-02",10.1
"788","2010-06-03",10.13
"789","2010-06-04",9.69
"790","2010-06-07",9.46
"791","2010-06-08",9.4
"792","2010-06-09",9.49
"793","2010-06-10",9.88
"794","2010-06-11",9.99
"795","2010-06-14",10.23
"796","2010-06-15",10.43
"797","2010-06-16",10.48
"798","2010-06-17",10.33
"799","2010-06-18",10.47
"800","2010-06-21",10.38
"801","2010-06-22",9.96
"802","2010-06-23",9.78
"803","2010-06-24",9.67
"804","2010-06-25",10.15
"805","2010-06-28",10.01
"806","2010-06-29",9.57
"807","2010-06-30",9.55
"808","2010-07-01",9.41
"809","2010-07-02",9.22
"810","2010-07-06",9.17
"811","2010-07-07",9.45
"812","2010-07-08",9.81
"813","2010-07-09",9.88
"814","2010-07-12",9.68
"815","2010-07-13",9.98
"816","2010-07-14",10.02
"817","2010-07-15",9.95
"818","2010-07-16",9.56
"819","2010-07-19",9.83
"820","2010-07-20",9.93
"821","2010-07-21",9.71
"822","2010-07-22",9.9
"823","2010-07-23",9.96
"824","2010-07-26",10.34
"825","2010-07-27",10.46
"826","2010-07-28",10.34
"827","2010-07-29",10.42
"828","2010-07-30",10.51
"829","2010-08-02",10.69
"830","2010-08-03",10.52
"831","2010-08-04",10.69
"832","2010-08-05",10.36
"833","2010-08-06",10.42
"834","2010-08-09",10.68
"835","2010-08-10",10.58
"836","2010-08-11",10.27
"837","2010-08-12",10.17
"838","2010-08-13",10.05
"839","2010-08-16",10.48
"840","2010-08-17",10.67
"841","2010-08-18",10.03
"842","2010-08-19",10.12
"843","2010-08-20",10.16
"844","2010-08-23",10.01
"845","2010-08-24",9.78
"846","2010-08-25",9.91
"847","2010-08-26",9.87
"848","2010-08-27",10.08
"849","2010-08-30",9.94
"850","2010-08-31",9.88
"851","2010-09-01",10.17
"852","2010-09-02",10.22
"853","2010-09-03",10.46
"854","2010-09-07",10.4
"855","2010-09-08",10.44
"856","2010-09-09",10.59
"857","2010-09-10",10.24
"858","2010-09-13",10.4
"859","2010-09-14",10.38
"860","2010-09-15",10.25
"861","2010-09-16",10.24
"862","2010-09-17",10.21
"863","2010-09-20",10.33
"864","2010-09-21",10.29
"865","2010-09-22",9.99
"866","2010-09-23",9.95
"867","2010-09-24",10.23
"868","2010-09-27",10.48
"869","2010-09-28",10.59
"870","2010-09-29",10.61
"871","2010-09-30",10.61
"872","2010-10-01",10.63
"873","2010-10-04",10.6
"874","2010-10-05",10.82
"875","2010-10-06",10.92
"876","2010-10-07",10.78
"877","2010-10-08",10.97
"878","2010-10-11",10.95
"879","2010-10-12",10.84
"880","2010-10-13",11.05
"881","2010-10-14",11.07
"882","2010-10-15",11.01
"883","2010-10-18",11.2
"884","2010-10-19",11
"885","2010-10-20",11.07
"886","2010-10-21",11.03
"887","2010-10-22",11.06
"888","2010-10-25",10.98
"889","2010-10-26",11.05
"890","2010-10-27",11.1
"891","2010-10-28",11
"892","2010-10-29",11.12
"893","2010-11-01",11.28
"894","2010-11-02",11.35
"895","2010-11-03",11.46
"896","2010-11-04",11.71
"897","2010-11-05",11.85
"898","2010-11-08",11.8
"899","2010-11-09",11.49
"900","2010-11-10",11.52
"901","2010-11-11",11.52
"902","2010-11-12",11.32
"903","2010-11-15",11.38
"904","2010-11-16",11.01
"905","2010-11-17",11.18
"906","2010-11-18",11.44
"907","2010-11-19",11.18
"908","2010-11-22",11.2
"909","2010-11-23",11.27
"910","2010-11-24",11.57
"911","2010-11-26",11.8
"912","2010-11-29",11.83
"913","2010-11-30",11.7
"914","2010-12-01",12
"915","2010-12-02",12.1
"916","2010-12-03",12.21
"917","2010-12-06",12.31
"918","2010-12-07",12.37
"919","2010-12-08",12.44
"920","2010-12-09",12.44
"921","2010-12-10",12.7
"922","2010-12-13",12.75
"923","2010-12-14",12.57
"924","2010-12-15",11.93
"925","2010-12-16",12.07
"926","2010-12-17",12.19
"927","2010-12-20",12.09
"928","2010-12-21",12.48
"929","2010-12-22",12.44
"930","2010-12-23",12.58
"931","2010-12-27",12.54
"932","2010-12-28",12.47
"933","2010-12-29",12.33
"934","2010-12-30",12.25
"935","2010-12-31",12.25
"936","2011-01-03",12.53
"937","2011-01-04",12.42
"938","2011-01-05",12.59
"939","2011-01-06",12.31
"940","2011-01-07",12.25
"941","2011-01-10",12.45
"942","2011-01-11",12.39
"943","2011-01-12",12.53
"944","2011-01-13",12.45
"945","2011-01-14",12.57
"946","2011-01-18",12.62
"947","2011-01-19",12.26
"948","2011-01-20",12.07
"949","2011-01-21",12.2
"950","2011-01-24",12.33
"951","2011-01-25",12.43
"952","2011-01-26",12.44
"953","2011-01-27",12.56
"954","2011-01-28",12.16
"955","2011-01-31",12.1
"956","2011-02-01",12.43
"957","2011-02-02",12.5
"958","2011-02-03",12.95
"959","2011-02-04",12.96
"960","2011-02-07",13.05
"961","2011-02-08",12.5
"962","2011-02-09",12.56
"963","2011-02-10",12.56
"964","2011-02-11",12.59
"965","2011-02-14",12.63
"966","2011-02-15",12.75
"967","2011-02-16",12.75
"968","2011-02-17",12.78
"969","2011-02-18",12.81
"970","2011-02-22",12.47
"971","2011-02-23",12.39
"972","2011-02-24",12.69
"973","2011-02-25",12.85
"974","2011-02-28",12.7
"975","2011-03-01",12.51
"976","2011-03-02",12.6
"977","2011-03-03",12.66
"978","2011-03-04",12.57
"979","2011-03-07",12.5
"980","2011-03-08",12.6
"981","2011-03-09",12.41
"982","2011-03-10",12.25
"983","2011-03-11",11.92
"984","2011-03-14",11.76
"985","2011-03-15",11.5
"986","2011-03-16",11.21
"987","2011-03-17",11.35
"988","2011-03-18",11.5
"989","2011-03-21",11.75
"990","2011-03-22",11.74
"991","2011-03-23",11.73
"992","2011-03-24",11.74
"993","2011-03-25",11.74
"994","2011-03-28",11.73
"995","2011-03-29",11.75
"996","2011-03-30",11.93
"997","2011-03-31",11.92
"998","2011-04-01",11.92
"999","2011-04-04",12
"1000","2011-04-05",11.98
"1001","2011-04-06",12.09
