"","date","GBT"
"1","2015-08-12",43.110001
"2","2015-08-13",39.029999
"3","2015-08-14",45.669998
"4","2015-08-17",53.490002
"5","2015-08-18",45.060001
"6","2015-08-19",44.16
"7","2015-08-20",44.990002
"8","2015-08-21",45.599998
"9","2015-08-24",39.509998
"10","2015-08-25",42.869999
"11","2015-08-26",40.759998
"12","2015-08-27",42.200001
"13","2015-08-28",45.439999
"14","2015-08-31",49.490002
"15","2015-09-01",49.150002
"16","2015-09-02",52
"17","2015-09-03",52.349998
"18","2015-09-04",52.700001
"19","2015-09-08",52.290001
"20","2015-09-09",52.740002
"21","2015-09-10",53.07
"22","2015-09-11",52.720001
"23","2015-09-14",52.75
"24","2015-09-15",53.400002
"25","2015-09-16",52.259998
"26","2015-09-17",52.165001
"27","2015-09-18",52.209999
"28","2015-09-21",47.25
"29","2015-09-22",45.970001
"30","2015-09-23",46.490002
"31","2015-09-24",45.580002
"32","2015-09-25",44.84
"33","2015-09-28",37.740002
"34","2015-09-29",39.91
"35","2015-09-30",42.16
"36","2015-10-01",43.700001
"37","2015-10-02",46.889999
"38","2015-10-05",49.23
"39","2015-10-06",48.040001
"40","2015-10-07",49.110001
"41","2015-10-08",48.080002
"42","2015-10-09",48.389999
"43","2015-10-12",47.700001
"44","2015-10-13",47
"45","2015-10-14",47.240002
"46","2015-10-15",47.029999
"47","2015-10-16",46.919998
"48","2015-10-19",49.209999
"49","2015-10-20",48.419998
"50","2015-10-21",44.689999
"51","2015-10-22",45.060001
"52","2015-10-23",45.849998
"53","2015-10-26",46.919998
"54","2015-10-27",45.98
"55","2015-10-28",47.07
"56","2015-10-29",46.049999
"57","2015-10-30",46.630001
"58","2015-11-02",48.290001
"59","2015-11-03",51.009998
"60","2015-11-04",49.799999
"61","2015-11-05",47.889999
"62","2015-11-06",44.830002
"63","2015-11-09",44.529999
"64","2015-11-10",43.950001
"65","2015-11-11",43.66
"66","2015-11-12",41.759998
"67","2015-11-13",45.349998
"68","2015-11-16",43.549999
"69","2015-11-17",46.860001
"70","2015-11-18",54.66
"71","2015-11-19",50.09
"72","2015-11-20",51.849998
"73","2015-11-23",49.599998
"74","2015-11-24",48.700001
"75","2015-11-25",49.73
"76","2015-11-27",49.360001
"77","2015-11-30",46.959999
"78","2015-12-01",47.330002
"79","2015-12-02",50.48
"80","2015-12-03",51.119999
"81","2015-12-04",45.669998
"82","2015-12-07",33.93
"83","2015-12-08",33.369999
"84","2015-12-09",34.360001
"85","2015-12-10",34.169998
"86","2015-12-11",33.110001
"87","2015-12-14",31.889999
"88","2015-12-15",33.02
"89","2015-12-16",34.439999
"90","2015-12-17",33.66
"91","2015-12-18",30.379999
"92","2015-12-21",30.42
"93","2015-12-22",30.879999
"94","2015-12-23",32.779999
"95","2015-12-24",33.540001
"96","2015-12-28",32.900002
"97","2015-12-29",32.619999
"98","2015-12-30",31.4
"99","2015-12-31",32.330002
"100","2016-01-04",29.209999
"101","2016-01-05",27.18
"102","2016-01-06",23.93
"103","2016-01-07",22.459999
"104","2016-01-08",23.4
"105","2016-01-11",23.34
"106","2016-01-12",23.41
"107","2016-01-13",21.32
"108","2016-01-14",22.870001
"109","2016-01-15",21.309999
"110","2016-01-19",20.290001
"111","2016-01-20",20.209999
"112","2016-01-21",19.290001
"113","2016-01-22",19.5
"114","2016-01-25",19.49
"115","2016-01-26",20.940001
"116","2016-01-27",19.610001
"117","2016-01-28",19.32
"118","2016-01-29",18.93
"119","2016-02-01",19.24
"120","2016-02-02",18.780001
"121","2016-02-03",19.530001
"122","2016-02-04",19.549999
"123","2016-02-05",18.58
"124","2016-02-08",15.03
"125","2016-02-09",12.95
"126","2016-02-10",13.76
"127","2016-02-11",14.36
"128","2016-02-12",14.94
"129","2016-02-16",16.17
"130","2016-02-17",17.469999
"131","2016-02-18",17.15
"132","2016-02-19",16.700001
"133","2016-02-22",16.299999
"134","2016-02-23",15.53
"135","2016-02-24",14.96
"136","2016-02-25",14.93
"137","2016-02-26",14.87
"138","2016-02-29",14.93
"139","2016-03-01",15.01
"140","2016-03-02",15.57
"141","2016-03-03",16
"142","2016-03-04",16.450001
"143","2016-03-07",17.700001
"144","2016-03-08",16.08
"145","2016-03-09",15.58
"146","2016-03-10",15.06
"147","2016-03-11",16.02
"148","2016-03-14",16.67
"149","2016-03-15",15.77
"150","2016-03-16",15.98
"151","2016-03-17",15.27
"152","2016-03-18",15.62
"153","2016-03-21",15.83
"154","2016-03-22",16.120001
"155","2016-03-23",15
"156","2016-03-24",14.06
"157","2016-03-28",12.99
"158","2016-03-29",14.54
"159","2016-03-30",14.97
"160","2016-03-31",15.86
"161","2016-04-01",16.129999
"162","2016-04-04",18.139999
"163","2016-04-05",18.68
"164","2016-04-06",20.76
"165","2016-04-07",19.25
"166","2016-04-08",19
"167","2016-04-11",19.059999
"168","2016-04-12",19.43
"169","2016-04-13",20.52
"170","2016-04-14",20.51
"171","2016-04-15",21.360001
"172","2016-04-18",21.110001
"173","2016-04-19",19.98
"174","2016-04-20",20.790001
"175","2016-04-21",21.26
"176","2016-04-22",21.290001
"177","2016-04-25",21.24
"178","2016-04-26",20.280001
"179","2016-04-27",21.040001
"180","2016-04-28",21
"181","2016-04-29",20.17
"182","2016-05-02",20.799999
"183","2016-05-03",21.01
"184","2016-05-04",19.98
"185","2016-05-05",18.709999
"186","2016-05-06",18.26
"187","2016-05-09",19.27
"188","2016-05-10",18.92
"189","2016-05-11",18.33
"190","2016-05-12",17.85
"191","2016-05-13",19.26
"192","2016-05-16",19.41
"193","2016-05-17",18.34
"194","2016-05-18",19.26
"195","2016-05-19",20.73
"196","2016-05-20",20.639999
"197","2016-05-23",20.52
"198","2016-05-24",21.309999
"199","2016-05-25",22.18
"200","2016-05-26",22.34
"201","2016-05-27",23.16
"202","2016-05-31",23.92
"203","2016-06-01",23.74
"204","2016-06-02",26.49
"205","2016-06-03",25.950001
"206","2016-06-06",25.9
"207","2016-06-07",24.360001
"208","2016-06-08",24.129999
"209","2016-06-09",22.15
"210","2016-06-10",24.15
"211","2016-06-13",22.02
"212","2016-06-14",21.1
"213","2016-06-15",19.5
"214","2016-06-16",18.85
"215","2016-06-17",17.83
"216","2016-06-20",18.940001
"217","2016-06-21",17.799999
"218","2016-06-22",17.559999
"219","2016-06-23",16.74
"220","2016-06-24",15.69
"221","2016-06-27",14.7
"222","2016-06-28",15.68
"223","2016-06-29",16.1
"224","2016-06-30",16.59
"225","2016-07-01",17.370001
"226","2016-07-05",16.66
