"","date","UNF"
"1","2007-01-03",42.75
"2","2007-01-04",43.220001
"3","2007-01-05",42.759998
"4","2007-01-08",42.630001
"5","2007-01-09",42.450001
"6","2007-01-10",40.970001
"7","2007-01-11",42.27
"8","2007-01-12",42.209999
"9","2007-01-16",41.619999
"10","2007-01-17",41.970001
"11","2007-01-18",40.369999
"12","2007-01-19",40.09
"13","2007-01-22",39.740002
"14","2007-01-23",39.82
"15","2007-01-24",40.709999
"16","2007-01-25",40.389999
"17","2007-01-26",41.049999
"18","2007-01-29",41.18
"19","2007-01-30",41.970001
"20","2007-01-31",41.529999
"21","2007-02-01",43.849998
"22","2007-02-02",44
"23","2007-02-05",43.93
"24","2007-02-06",43.98
"25","2007-02-07",43.900002
"26","2007-02-08",43.950001
"27","2007-02-09",43.880001
"28","2007-02-12",43.880001
"29","2007-02-13",43.959999
"30","2007-02-14",44.59
"31","2007-02-15",44.060001
"32","2007-02-16",44.48
"33","2007-02-20",44.189999
"34","2007-02-21",44.200001
"35","2007-02-22",44.029999
"36","2007-02-23",43.599998
"37","2007-02-26",43.290001
"38","2007-02-27",41.509998
"39","2007-02-28",41.560001
"40","2007-03-01",41.259998
"41","2007-03-02",40.450001
"42","2007-03-05",39.349998
"43","2007-03-06",40.34
"44","2007-03-07",39.740002
"45","2007-03-08",40.619999
"46","2007-03-09",40.790001
"47","2007-03-12",40.790001
"48","2007-03-13",40.110001
"49","2007-03-14",39.869999
"50","2007-03-15",39.18
"51","2007-03-16",39.150002
"52","2007-03-19",39.900002
"53","2007-03-20",40.25
"54","2007-03-21",39.23
"55","2007-03-22",39.200001
"56","2007-03-23",40.060001
"57","2007-03-26",40.369999
"58","2007-03-27",39.529999
"59","2007-03-28",39.27
"60","2007-03-29",39.5
"61","2007-03-30",38.369999
"62","2007-04-02",39.830002
"63","2007-04-03",40.779999
"64","2007-04-04",41.16
"65","2007-04-05",41
"66","2007-04-09",41.459999
"67","2007-04-10",42.139999
"68","2007-04-11",42.130001
"69","2007-04-12",43.049999
"70","2007-04-13",42.900002
"71","2007-04-16",43
"72","2007-04-17",43.080002
"73","2007-04-18",42.450001
"74","2007-04-19",42.599998
"75","2007-04-20",43.049999
"76","2007-04-23",43.189999
"77","2007-04-24",43.349998
"78","2007-04-25",44.59
"79","2007-04-26",44.25
"80","2007-04-27",43.77
"81","2007-04-30",42.080002
"82","2007-05-01",43.529999
"83","2007-05-02",43.330002
"84","2007-05-03",43.02
"85","2007-05-04",42.740002
"86","2007-05-07",42.889999
"87","2007-05-08",42.18
"88","2007-05-09",43.060001
"89","2007-05-10",41.560001
"90","2007-05-11",42.07
"91","2007-05-14",40.720001
"92","2007-05-15",39.77
"93","2007-05-16",40.59
"94","2007-05-17",40.119999
"95","2007-05-18",40.169998
"96","2007-05-21",40.299999
"97","2007-05-22",41.200001
"98","2007-05-23",41.400002
"99","2007-05-24",41.18
"100","2007-05-25",41.580002
"101","2007-05-29",42.119999
"102","2007-05-30",42.080002
"103","2007-05-31",41.759998
"104","2007-06-01",43.110001
"105","2007-06-04",43.040001
"106","2007-06-05",41.66
"107","2007-06-06",41.610001
"108","2007-06-07",41.299999
"109","2007-06-08",42.139999
"110","2007-06-11",41.330002
"111","2007-06-12",40.5
"112","2007-06-13",41.450001
"113","2007-06-14",41.200001
"114","2007-06-15",42.299999
"115","2007-06-18",43.040001
"116","2007-06-19",43.810001
"117","2007-06-20",43.299999
"118","2007-06-21",42.93
"119","2007-06-22",40.84
"120","2007-06-25",40.880001
"121","2007-06-26",40.5
"122","2007-06-27",46.25
"123","2007-06-28",45.02
"124","2007-06-29",44.049999
"125","2007-07-02",45.689999
"126","2007-07-03",44.810001
"127","2007-07-05",46.73
"128","2007-07-06",47.049999
"129","2007-07-09",46.720001
"130","2007-07-10",46.009998
"131","2007-07-11",46.200001
"132","2007-07-12",47
"133","2007-07-13",45.799999
"134","2007-07-16",45.220001
"135","2007-07-17",45.779999
"136","2007-07-18",44.959999
"137","2007-07-19",44.970001
"138","2007-07-20",43.459999
"139","2007-07-23",43.169998
"140","2007-07-24",40.700001
"141","2007-07-25",41.75
