"","date","SCI"
"109","2007-06-08",13.32
"110","2007-06-11",13.35
"111","2007-06-12",13.06
"112","2007-06-13",13.31
"113","2007-06-14",13.3
"114","2007-06-15",13.4
"115","2007-06-18",13.28
"116","2007-06-19",13.21
"117","2007-06-20",13.17
"118","2007-06-21",12.98
"119","2007-06-22",12.76
"120","2007-06-25",12.68
"121","2007-06-26",12.58
"122","2007-06-27",12.73
"123","2007-06-28",12.86
"124","2007-06-29",12.78
"125","2007-07-02",12.76
"126","2007-07-03",12.74
"127","2007-07-05",12.73
"128","2007-07-06",12.85
"129","2007-07-09",12.68
"130","2007-07-10",12.67
"131","2007-07-11",12.6
"132","2007-07-12",12.51
"133","2007-07-13",12.66
"134","2007-07-16",12.83
"135","2007-07-17",12.74
"136","2007-07-18",12.68
"137","2007-07-19",12.73
"138","2007-07-20",12.59
"139","2007-07-23",12.74
"140","2007-07-24",12.57
"141","2007-07-25",12.23
"142","2007-07-26",11.97
"143","2007-07-27",11.88
"144","2007-07-30",11.87
"145","2007-07-31",12.12
"146","2007-08-01",12.29
"147","2007-08-02",12.38
"148","2007-08-03",12.29
"149","2007-08-06",12.04
"150","2007-08-07",11.95
"151","2007-08-08",11.59
"152","2007-08-09",11.04
"153","2007-08-10",11.61
"154","2007-08-13",11.36
"155","2007-08-14",11.51
"156","2007-08-15",11.46
"157","2007-08-16",11.56
"158","2007-08-17",11.78
"159","2007-08-20",11.85
"160","2007-08-21",11.7
"161","2007-08-22",12.01
"162","2007-08-23",12.15
"163","2007-08-24",12.31
"164","2007-08-27",11.99
"165","2007-08-28",11.93
"166","2007-08-29",12.13
"167","2007-08-30",12.04
"168","2007-08-31",12.22
"169","2007-09-04",12.47
"170","2007-09-05",12.33
"171","2007-09-06",12.43
"172","2007-09-07",12.38
"173","2007-09-10",12.31
"174","2007-09-11",12.32
"175","2007-09-12",12.23
"176","2007-09-13",12.35
"177","2007-09-14",12.36
"178","2007-09-17",12.39
"179","2007-09-18",12.59
"180","2007-09-19",12.75
"181","2007-09-20",12.67
"182","2007-09-21",12.55
"183","2007-09-24",12.46
"184","2007-09-25",12.69
"185","2007-09-26",12.67
"186","2007-09-27",12.7
"187","2007-09-28",12.9
"188","2007-10-01",13
"189","2007-10-02",13.02
"190","2007-10-03",13.06
"191","2007-10-04",12.84
"192","2007-10-05",13.18
"193","2007-10-08",13.22
"194","2007-10-09",13.26
"195","2007-10-10",13.31
"196","2007-10-11",13.2
"197","2007-10-12",13.28
"198","2007-10-15",13.34
"199","2007-10-16",13.47
"200","2007-10-17",13.53
"201","2007-10-18",13.5
"202","2007-10-19",13.27
"203","2007-10-22",13.16
"204","2007-10-23",13.3
"205","2007-10-24",13.36
"206","2007-10-25",13.59
"207","2007-10-26",13.72
"208","2007-10-29",13.69
"209","2007-10-30",14.25
"210","2007-10-31",14.47
"211","2007-11-01",14.2
"212","2007-11-02",14.2
"213","2007-11-05",13.87
"214","2007-11-06",13.9
"215","2007-11-07",13.83
"216","2007-11-08",13.94
"217","2007-11-09",13.56
"218","2007-11-12",13.35
"219","2007-11-13",13.5
"220","2007-11-14",13.5
"221","2007-11-15",13.49
"222","2007-11-16",13.5
"223","2007-11-19",13.81
"224","2007-11-20",13.02
"225","2007-11-21",12.92
"226","2007-11-23",12.99
"227","2007-11-26",12.94
"228","2007-11-27",12.83
"229","2007-11-28",13.15
"230","2007-11-29",13.13
"231","2007-11-30",13.28
"232","2007-12-03",13.02
"233","2007-12-04",13.06
"234","2007-12-05",13.37
"235","2007-12-06",13.64
"236","2007-12-07",13.73
"237","2007-12-10",13.98
"238","2007-12-11",13.66
"239","2007-12-12",13.8
"240","2007-12-13",13.8
"241","2007-12-14",13.65
"242","2007-12-17",13.53
"243","2007-12-18",13.84
"244","2007-12-19",13.81
"245","2007-12-20",13.85
"246","2007-12-21",13.95
"247","2007-12-24",14.08
"248","2007-12-26",13.96
"249","2007-12-27",13.88
"250","2007-12-28",14.06
"251","2007-12-31",14.05
"252","2008-01-02",13.88
"253","2008-01-03",13.62
"254","2008-01-04",13.31
"255","2008-01-07",13.39
"256","2008-01-08",13.28
"257","2008-01-09",13.3
"258","2008-01-10",13.44
"259","2008-01-11",13.22
"260","2008-01-14",13.36
"261","2008-01-15",12.96
"262","2008-01-16",12.4
"263","2008-01-17",12.14
"264","2008-01-18",11.71
"265","2008-01-22",11.59
"266","2008-01-23",11.66
"267","2008-01-24",11.63
"268","2008-01-25",11.57
"269","2008-01-28",11.75
"270","2008-01-29",12.37
"271","2008-01-30",11.88
"272","2008-01-31",12
"273","2008-02-01",12.01
"274","2008-02-04",12
"275","2008-02-05",11.66
"276","2008-02-06",11.41
"277","2008-02-07",11.57
"278","2008-02-08",11.61
"279","2008-02-11",11.58
"280","2008-02-12",11.62
"281","2008-02-13",11.59
"282","2008-02-14",11.35
"283","2008-02-15",11.09
"284","2008-02-19",11.01
"285","2008-02-20",11.1
"286","2008-02-21",10.85
"287","2008-02-22",10.72
"288","2008-02-25",11.12
"289","2008-02-26",11.24
"290","2008-02-27",11.17
"291","2008-02-28",11.1
"292","2008-02-29",10.8
"293","2008-03-03",10.89
"294","2008-03-04",10.76
"295","2008-03-05",10.99
"296","2008-03-06",10.83
"297","2008-03-07",10.34
"298","2008-03-10",10.34
"299","2008-03-11",10.18
"300","2008-03-12",10.11
"301","2008-03-13",10.38
"302","2008-03-14",10.13
"303","2008-03-17",9.48
"304","2008-03-18",9.61
"305","2008-03-19",10.27
"306","2008-03-20",10.06
"307","2008-03-24",10.36
"308","2008-03-25",10.24
"309","2008-03-26",10.18
"310","2008-03-27",10.2
"311","2008-03-28",9.93
"312","2008-03-31",10.14
"313","2008-04-01",10.25
"314","2008-04-02",10.22
"315","2008-04-03",10.42
"316","2008-04-04",10.44
"317","2008-04-07",10.54
"318","2008-04-08",10.5
"319","2008-04-09",10.18
"320","2008-04-10",10.35
"321","2008-04-11",10.15
"322","2008-04-14",10.22
"323","2008-04-15",10.42
"324","2008-04-16",10.68
"325","2008-04-17",10.66
"326","2008-04-18",10.84
"327","2008-04-21",10.53
"328","2008-04-22",10.28
"329","2008-04-23",10.26
"330","2008-04-24",10.35
"331","2008-04-25",10.5
"332","2008-04-28",10.83
"333","2008-04-29",10.96
"334","2008-04-30",11.11
"335","2008-05-01",11.19
"336","2008-05-02",11.27
"337","2008-05-05",11.18
"338","2008-05-06",11.09
"339","2008-05-07",10.98
"340","2008-05-08",11.25
"341","2008-05-09",11.08
"342","2008-05-12",11.22
"343","2008-05-13",11.29
"344","2008-05-14",11.26
"345","2008-05-15",11.15
"346","2008-05-16",11.12
"347","2008-05-19",10.87
"348","2008-05-20",10.86
"349","2008-05-21",10.72
"350","2008-05-22",10.72
"351","2008-05-23",10.62
"352","2008-05-27",10.53
"353","2008-05-28",10.45
"354","2008-05-29",10.55
"355","2008-05-30",10.7
"356","2008-06-02",10.55
"357","2008-06-03",10.59
"358","2008-06-04",10.75
"359","2008-06-05",10.96
"360","2008-06-06",10.81
"361","2008-06-09",10.47
"362","2008-06-10",10.38
"363","2008-06-11",10.29
"364","2008-06-12",10.18
"365","2008-06-13",10.34
"366","2008-06-16",10.19
"367","2008-06-17",10.19
"368","2008-06-18",10.12
"369","2008-06-19",10.22
"370","2008-06-20",10.03
"371","2008-06-23",9.96
"372","2008-06-24",9.96
"373","2008-06-25",10.17
"374","2008-06-26",10.07
"375","2008-06-27",10.01
"376","2008-06-30",9.86
"377","2008-07-01",9.78
"378","2008-07-02",9.41
"379","2008-07-03",9.37
"380","2008-07-07",9.25
"381","2008-07-08",9.36
"382","2008-07-09",9.34
"383","2008-07-10",9.18
"384","2008-07-11",9.19
"385","2008-07-14",9.39
"386","2008-07-15",9.26
"387","2008-07-16",9.56
"388","2008-07-17",9.67
"389","2008-07-18",9.61
"390","2008-07-21",9.52
"391","2008-07-22",9.87
"392","2008-07-23",9.94
"393","2008-07-24",9.81
"394","2008-07-25",9.71
"395","2008-07-28",9.53
"396","2008-07-29",9.65
"397","2008-07-30",9.55
"398","2008-07-31",9.57
"399","2008-08-01",9.66
"400","2008-08-04",9.75
"401","2008-08-05",9.8
"402","2008-08-06",9.66
"403","2008-08-07",10.18
"404","2008-08-08",10.47
"405","2008-08-11",10.39
"406","2008-08-12",10.44
"407","2008-08-13",10.5
"408","2008-08-14",10.5
"409","2008-08-15",10.49
"410","2008-08-18",10.36
"411","2008-08-19",10.21
"412","2008-08-20",10.13
"413","2008-08-21",10.07
"414","2008-08-22",10.17
"415","2008-08-25",9.95
"416","2008-08-26",9.93
"417","2008-08-27",10.13
"418","2008-08-28",10.41
"419","2008-08-29",10.21
"420","2008-09-02",10.11
"421","2008-09-03",10.02
"422","2008-09-04",10.01
"423","2008-09-05",9.97
"424","2008-09-08",10.28
"425","2008-09-09",9.94
"426","2008-09-10",9.74
"427","2008-09-11",9.76
"428","2008-09-12",9.56
"429","2008-09-15",9.6
"430","2008-09-16",9.33
"431","2008-09-17",9.2
"432","2008-09-18",8.86
"433","2008-09-19",9.38
"434","2008-09-22",9.02
"435","2008-09-23",8.85
"436","2008-09-24",8.68
"437","2008-09-25",8.62
"438","2008-09-26",8.74
"439","2008-09-29",8.14
"440","2008-09-30",8.36
"441","2008-10-01",8.26
"442","2008-10-02",8.08
"443","2008-10-03",7.71
"444","2008-10-06",7.4
"445","2008-10-07",7.19
"446","2008-10-08",7.51
"447","2008-10-09",7.08
"448","2008-10-10",6.68
"449","2008-10-13",6.99
"450","2008-10-14",7
"451","2008-10-15",6.26
"452","2008-10-16",6.49
"453","2008-10-17",6.42
"454","2008-10-20",6.64
"455","2008-10-21",6.5
"456","2008-10-22",6.4
"457","2008-10-23",6.37
"458","2008-10-24",6.27
"459","2008-10-27",5.98
"460","2008-10-28",6.55
"461","2008-10-29",6.67
"462","2008-10-30",6.73
"463","2008-10-31",6.9
"464","2008-11-03",6.92
"465","2008-11-04",7.05
"466","2008-11-05",6.97
"467","2008-11-06",6.2
"468","2008-11-07",6.17
"469","2008-11-10",6
"470","2008-11-11",5.68
"471","2008-11-12",5.3
"472","2008-11-13",6.05
"473","2008-11-14",5.7
"474","2008-11-17",5.85
"475","2008-11-18",5.65
"476","2008-11-19",5.26
"477","2008-11-20",4.31
"478","2008-11-21",4.52
"479","2008-11-24",4.86
"480","2008-11-25",5.35
"481","2008-11-26",5.63
"482","2008-11-28",5.82
"483","2008-12-01",5.14
"484","2008-12-02",5.12
"485","2008-12-03",5.37
"486","2008-12-04",5.1
"487","2008-12-05",5.25
"488","2008-12-08",5.22
"489","2008-12-09",5.12
"490","2008-12-10",5.38
"491","2008-12-11",5.22
"492","2008-12-12",5.32
"493","2008-12-15",5.09
"494","2008-12-16",5.46
"495","2008-12-17",5.41
"496","2008-12-18",5.56
"497","2008-12-19",5.35
"498","2008-12-22",5.06
"499","2008-12-23",5.1
"500","2008-12-24",5.04
"501","2008-12-26",5.07
"502","2008-12-29",4.81
"503","2008-12-30",4.88
"504","2008-12-31",4.97
"505","2009-01-02",5.06
"506","2009-01-05",4.94
"507","2009-01-06",5.17
"508","2009-01-07",5.28
"509","2009-01-08",5.28
"510","2009-01-09",5.24
"511","2009-01-12",5.05
"512","2009-01-13",4.85
"513","2009-01-14",4.54
"514","2009-01-15",4.55
"515","2009-01-16",4.53
"516","2009-01-20",4.2
"517","2009-01-21",4.36
"518","2009-01-22",4.24
"519","2009-01-23",4.29
"520","2009-01-26",4.36
"521","2009-01-27",4.48
"522","2009-01-28",4.66
"523","2009-01-29",4.62
"524","2009-01-30",4.55
"525","2009-02-02",4.48
"526","2009-02-03",4.51
"527","2009-02-04",4.59
"528","2009-02-05",4.55
"529","2009-02-06",4.9
"530","2009-02-09",4.25
"531","2009-02-10",4.15
"532","2009-02-11",4.11
"533","2009-02-12",4.22
"534","2009-02-13",4.19
"535","2009-02-17",4.17
"536","2009-02-18",4.07
"537","2009-02-19",3.69
"538","2009-02-20",3.56
"539","2009-02-23",3.46
"540","2009-02-24",3.66
"541","2009-02-25",3.44
"542","2009-02-26",3.46
"543","2009-02-27",3.38
"544","2009-03-02",2.96
"545","2009-03-03",2.97
"546","2009-03-04",3.08
"547","2009-03-05",2.86
"548","2009-03-06",2.91
"549","2009-03-09",2.78
"550","2009-03-10",2.93
"551","2009-03-11",2.74
"552","2009-03-12",2.8
"553","2009-03-13",3.06
"554","2009-03-16",3.16
"555","2009-03-17",3.22
"556","2009-03-18",3.24
"557","2009-03-19",3.17
"558","2009-03-20",3.09
"559","2009-03-23",3.28
"560","2009-03-24",3.2
"561","2009-03-25",3.29
"562","2009-03-26",3.6
"563","2009-03-27",3.49
"564","2009-03-30",3.4
"565","2009-03-31",3.49
"566","2009-04-01",3.48
"567","2009-04-02",3.77
"568","2009-04-03",3.76
"569","2009-04-06",3.57
"570","2009-04-07",3.51
"571","2009-04-08",3.46
"572","2009-04-09",3.83
"573","2009-04-13",4.05
"574","2009-04-14",3.92
"575","2009-04-15",3.93
"576","2009-04-16",4.11
"577","2009-04-17",4.3
"578","2009-04-20",4.13
"579","2009-04-21",4.23
"580","2009-04-22",4.22
"581","2009-04-23",4.18
"582","2009-04-24",4.35
"583","2009-04-27",4.32
"584","2009-04-28",4.6
"585","2009-04-29",4.52
"586","2009-04-30",4.53
"587","2009-05-01",4.29
"588","2009-05-04",4.48
"589","2009-05-05",4.71
"590","2009-05-06",4.84
"591","2009-05-07",4.95
"592","2009-05-08",5.45
"593","2009-05-11",5.3
"594","2009-05-12",5.45
"595","2009-05-13",5.03
"596","2009-05-14",5.04
"597","2009-05-15",4.96
"598","2009-05-18",5.16
"599","2009-05-19",5.24
"600","2009-05-20",5.28
"601","2009-05-21",5.16
"602","2009-05-22",5.1
"603","2009-05-26",5.27
"604","2009-05-27",5.16
"605","2009-05-28",5.22
"606","2009-05-29",5.35
"607","2009-06-01",5.71
"608","2009-06-02",5.79
"609","2009-06-03",5.75
"610","2009-06-04",5.77
"611","2009-06-05",5.72
"612","2009-06-08",5.75
"613","2009-06-09",5.73
"614","2009-06-10",5.74
"615","2009-06-11",5.77
"616","2009-06-12",5.68
"617","2009-06-15",5.61
"618","2009-06-16",5.48
"619","2009-06-17",5.58
"620","2009-06-18",5.5
"621","2009-06-19",5.46
"622","2009-06-22",5.14
"623","2009-06-23",5.08
"624","2009-06-24",5.05
"625","2009-06-25",5.05
"626","2009-06-26",5.32
"627","2009-06-29",5.46
"628","2009-06-30",5.48
"629","2009-07-01",5.84
"630","2009-07-02",5.59
"631","2009-07-06",5.48
"632","2009-07-07",5.54
"633","2009-07-08",5.46
"634","2009-07-09",5.38
"635","2009-07-10",5.37
"636","2009-07-13",5.43
"637","2009-07-14",5.5
"638","2009-07-15",5.7
"639","2009-07-16",5.91
"640","2009-07-17",5.94
"641","2009-07-20",6.1
"642","2009-07-21",6.07
"643","2009-07-22",6.19
"644","2009-07-23",6.31
"645","2009-07-24",6.2
"646","2009-07-27",6.16
"647","2009-07-28",6.19
"648","2009-07-29",6.14
"649","2009-07-30",6.34
"650","2009-07-31",6.32
"651","2009-08-03",6.31
"652","2009-08-04",6.24
"653","2009-08-05",6.5
"654","2009-08-06",7.42
"655","2009-08-07",7.37
"656","2009-08-10",7.56
"657","2009-08-11",7.56
"658","2009-08-12",7.56
"659","2009-08-13",7.67
"660","2009-08-14",7.55
"661","2009-08-17",7.29
"662","2009-08-18",7.24
"663","2009-08-19",7.49
"664","2009-08-20",7.44
"665","2009-08-21",7.4
"666","2009-08-24",7.54
"667","2009-08-25",7.52
"668","2009-08-26",7.37
"669","2009-08-27",7.4
"670","2009-08-28",7.25
"671","2009-08-31",7.08
"672","2009-09-01",6.91
"673","2009-09-02",6.93
"674","2009-09-03",7.09
"675","2009-09-04",7.1
"676","2009-09-08",7.08
"677","2009-09-09",7.15
"678","2009-09-10",7.18
"679","2009-09-11",7.1
"680","2009-09-14",6.98
"681","2009-09-15",6.97
"682","2009-09-16",7.2
"683","2009-09-17",7.13
"684","2009-09-18",7.34
"685","2009-09-21",7.22
"686","2009-09-22",7.32
"687","2009-09-23",7.16
"688","2009-09-24",6.95
"689","2009-09-25",6.85
"690","2009-09-28",6.98
"691","2009-09-29",6.99
"692","2009-09-30",7.01
"693","2009-10-01",6.66
"694","2009-10-02",6.78
"695","2009-10-05",6.95
"696","2009-10-06",7.11
"697","2009-10-07",7.12
"698","2009-10-08",7.33
"699","2009-10-09",7.38
"700","2009-10-12",7.4
"701","2009-10-13",7.11
"702","2009-10-14",6.96
"703","2009-10-15",7.32
"704","2009-10-16",7.38
"705","2009-10-19",7.45
"706","2009-10-20",7.44
"707","2009-10-21",7.31
"708","2009-10-22",7.36
"709","2009-10-23",7.11
"710","2009-10-26",7.02
"711","2009-10-27",7.14
"712","2009-10-28",6.96
"713","2009-10-29",7.13
"714","2009-10-30",6.87
"715","2009-11-02",6.74
"716","2009-11-03",6.78
"717","2009-11-04",6.89
"718","2009-11-05",7.51
"719","2009-11-06",7.55
"720","2009-11-09",7.62
"721","2009-11-10",7.48
"722","2009-11-11",7.44
"723","2009-11-12",7.36
"724","2009-11-13",7.48
"725","2009-11-16",7.5
"726","2009-11-17",7.74
"727","2009-11-18",7.84
"728","2009-11-19",7.55
"729","2009-11-20",7.6
"730","2009-11-23",7.63
"731","2009-11-24",7.73
"732","2009-11-25",7.75
"733","2009-11-27",7.53
"734","2009-11-30",7.72
"735","2009-12-01",7.81
"736","2009-12-02",7.76
"737","2009-12-03",7.72
"738","2009-12-04",7.91
"739","2009-12-07",7.93
"740","2009-12-08",7.86
"741","2009-12-09",7.73
"742","2009-12-10",7.62
"743","2009-12-11",7.75
"744","2009-12-14",7.77
"745","2009-12-15",7.67
"746","2009-12-16",7.69
"747","2009-12-17",7.72
"748","2009-12-18",7.77
"749","2009-12-21",7.94
"750","2009-12-22",8.01
"751","2009-12-23",8.05
"752","2009-12-24",8.05
"753","2009-12-28",8.09
"754","2009-12-29",8.25
"755","2009-12-30",8.16
"756","2009-12-31",8.19
"757","2010-01-04",8.31
"758","2010-01-05",8.38
"759","2010-01-06",8.3
"760","2010-01-07",8.48
"761","2010-01-08",8.35
"762","2010-01-11",8.26
"763","2010-01-12",8.12
"764","2010-01-13",8.2
"765","2010-01-14",8.23
"766","2010-01-15",7.99
"767","2010-01-19",8.18
"768","2010-01-20",8.03
"769","2010-01-21",7.98
"770","2010-01-22",7.84
"771","2010-01-25",7.79
"772","2010-01-26",7.7
"773","2010-01-27",7.67
"774","2010-01-28",7.64
"775","2010-01-29",7.67
"776","2010-02-01",7.76
"777","2010-02-02",7.81
"778","2010-02-03",7.77
"779","2010-02-04",7.5
"780","2010-02-05",7.53
"781","2010-02-08",7.5
"782","2010-02-09",7.64
"783","2010-02-10",7.62
"784","2010-02-11",7.61
"785","2010-02-12",7.76
"786","2010-02-16",7.84
"787","2010-02-17",7.94
"788","2010-02-18",8.1
"789","2010-02-19",8.24
"790","2010-02-22",8.22
"791","2010-02-23",8.05
"792","2010-02-24",8.19
"793","2010-02-25",8.09
"794","2010-02-26",8.06
"795","2010-03-01",8.45
"796","2010-03-02",8.48
"797","2010-03-03",8.36
"798","2010-03-04",8.54
"799","2010-03-05",8.55
"800","2010-03-08",8.47
"801","2010-03-09",8.55
"802","2010-03-10",8.59
"803","2010-03-11",8.66
"804","2010-03-12",8.67
"805","2010-03-15",8.6
"806","2010-03-16",8.81
"807","2010-03-17",8.91
"808","2010-03-18",8.93
"809","2010-03-19",9
"810","2010-03-22",9.11
"811","2010-03-23",9.11
"812","2010-03-24",9.11
"813","2010-03-25",9.1
"814","2010-03-26",9.08
"815","2010-03-29",9.24
"816","2010-03-30",9.18
"817","2010-03-31",9.18
"818","2010-04-01",9.27
"819","2010-04-05",9.54
"820","2010-04-06",9.54
"821","2010-04-07",9.56
"822","2010-04-08",9.52
"823","2010-04-09",9.55
"824","2010-04-12",9.61
"825","2010-04-13",9.59
"826","2010-04-14",9.61
"827","2010-04-15",9.59
"828","2010-04-16",9.52
"829","2010-04-19",9.54
"830","2010-04-20",9.59
"831","2010-04-21",9.6
"832","2010-04-22",9.54
"833","2010-04-23",9.62
"834","2010-04-26",9.61
"835","2010-04-27",9.38
"836","2010-04-28",9.36
"837","2010-04-29",9.39
"838","2010-04-30",8.98
"839","2010-05-03",9.29
"840","2010-05-04",8.93
"841","2010-05-05",8.85
"842","2010-05-06",8.55
"843","2010-05-07",8.3
"844","2010-05-10",8.74
"845","2010-05-11",8.78
"846","2010-05-12",8.93
"847","2010-05-13",8.88
"848","2010-05-14",8.58
"849","2010-05-17",8.35
"850","2010-05-18",8.32
"851","2010-05-19",8.4
"852","2010-05-20",8.15
"853","2010-05-21",8.41
"854","2010-05-24",8.25
"855","2010-05-25",8.11
"856","2010-05-26",8.27
"857","2010-05-27",8.61
"858","2010-05-28",8.54
"859","2010-06-01",8.35
"860","2010-06-02",8.49
"861","2010-06-03",8.6
"862","2010-06-04",8.19
"863","2010-06-07",8.03
"864","2010-06-08",8.04
"865","2010-06-09",7.98
"866","2010-06-10",8.21
"867","2010-06-11",8.23
"868","2010-06-14",8.23
"869","2010-06-15",8.45
"870","2010-06-16",8.41
"871","2010-06-17",8.46
"872","2010-06-18",8.44
"873","2010-06-21",8.36
"874","2010-06-22",8.16
"875","2010-06-23",8.04
"876","2010-06-24",7.89
"877","2010-06-25",7.87
"878","2010-06-28",7.85
"879","2010-06-29",7.52
"880","2010-06-30",7.4
"881","2010-07-01",7.33
"882","2010-07-02",7.3
"883","2010-07-06",7.15
"884","2010-07-07",7.45
"885","2010-07-08",7.62
"886","2010-07-09",7.66
"887","2010-07-12",7.57
"888","2010-07-13",7.79
"889","2010-07-14",7.86
"890","2010-07-15",7.76
"891","2010-07-16",7.4
"892","2010-07-19",7.44
"893","2010-07-20",7.5
"894","2010-07-21",7.34
"895","2010-07-22",7.52
"896","2010-07-23",7.72
"897","2010-07-26",7.91
"898","2010-07-27",7.89
"899","2010-07-28",7.76
"900","2010-07-29",8.45
"901","2010-07-30",8.52
"902","2010-08-02",8.69
"903","2010-08-03",8.59
"904","2010-08-04",8.69
"905","2010-08-05",8.58
"906","2010-08-06",8.62
"907","2010-08-09",8.73
"908","2010-08-10",8.54
"909","2010-08-11",8.16
"910","2010-08-12",8.15
"911","2010-08-13",8.14
"912","2010-08-16",8.18
"913","2010-08-17",8.22
"914","2010-08-18",8.23
"915","2010-08-19",7.96
"916","2010-08-20",7.97
"917","2010-08-23",7.83
"918","2010-08-24",7.77
"919","2010-08-25",7.88
"920","2010-08-26",7.86
"921","2010-08-27",8.01
"922","2010-08-30",7.82
"923","2010-08-31",7.69
"924","2010-09-01",8.02
"925","2010-09-02",8.04
"926","2010-09-03",8.18
"927","2010-09-07",8.08
"928","2010-09-08",8.06
"929","2010-09-09",8.31
"930","2010-09-10",8.36
"931","2010-09-13",8.44
"932","2010-09-14",8.24
"933","2010-09-15",8.37
"934","2010-09-16",8.35
"935","2010-09-17",8.35
"936","2010-09-20",8.39
"937","2010-09-21",8.38
"938","2010-09-22",8.35
"939","2010-09-23",8.23
"940","2010-09-24",8.48
"941","2010-09-27",8.44
"942","2010-09-28",8.47
"943","2010-09-29",8.34
"944","2010-09-30",8.62
"945","2010-10-01",8.69
"946","2010-10-04",8.38
"947","2010-10-05",8.57
"948","2010-10-06",8.53
"949","2010-10-07",8.53
"950","2010-10-08",8.64
"951","2010-10-11",8.6
"952","2010-10-12",8.58
"953","2010-10-13",8.75
"954","2010-10-14",8.7
"955","2010-10-15",8.61
"956","2010-10-18",8.68
"957","2010-10-19",8.46
"958","2010-10-20",8.6
"959","2010-10-21",8.56
"960","2010-10-22",8.6
"961","2010-10-25",8.59
"962","2010-10-26",8.49
"963","2010-10-27",8.45
"964","2010-10-28",8.27
"965","2010-10-29",8.28
"966","2010-11-01",8.24
"967","2010-11-02",8.3
"968","2010-11-03",8.26
"969","2010-11-04",8.25
"970","2010-11-05",8.28
"971","2010-11-08",8.19
"972","2010-11-09",8.06
"973","2010-11-10",7.99
"974","2010-11-11",8.05
"975","2010-11-12",8
"976","2010-11-15",7.96
"977","2010-11-16",7.86
"978","2010-11-17",7.95
"979","2010-11-18",7.95
"980","2010-11-19",8.01
"981","2010-11-22",8.01
"982","2010-11-23",7.97
"983","2010-11-24",8.16
"984","2010-11-26",8.2
"985","2010-11-29",8.2
"986","2010-11-30",8.06
"987","2010-12-01",8.17
"988","2010-12-02",8.16
"989","2010-12-03",8.12
"990","2010-12-06",8.24
"991","2010-12-07",8.27
"992","2010-12-08",8.29
"993","2010-12-09",8.39
"994","2010-12-10",8.47
"995","2010-12-13",8.41
"996","2010-12-14",8.36
"997","2010-12-15",8.23
"998","2010-12-16",8.18
"999","2010-12-17",8.28
