"","date","ACGL"
"1","2007-01-03",7.495555
"2","2007-01-04",7.492222
"3","2007-01-05",7.418889
"4","2007-01-08",7.462222
"5","2007-01-09",7.392222
"6","2007-01-10",7.423333
"7","2007-01-11",7.392222
"8","2007-01-12",7.382222
"9","2007-01-16",7.402222
"10","2007-01-17",7.345556
"11","2007-01-18",7.263333
"12","2007-01-19",7.264444
"13","2007-01-22",7.184444
"14","2007-01-23",7.18
"15","2007-01-24",7.253334
"16","2007-01-25",7.175556
"17","2007-01-26",7.134444
"18","2007-01-29",7.166667
"19","2007-01-30",7.173333
"20","2007-01-31",7.176667
"21","2007-02-01",7.201111
"22","2007-02-02",7.282222
"23","2007-02-05",7.272222
"24","2007-02-06",7.366667
"25","2007-02-07",7.388889
"26","2007-02-08",7.388889
"27","2007-02-09",7.336667
"28","2007-02-12",7.293334
"29","2007-02-13",7.391111
"30","2007-02-14",7.312222
"31","2007-02-15",7.334445
"32","2007-02-16",7.327778
"33","2007-02-20",7.338889
"34","2007-02-21",7.383333
"35","2007-02-22",7.394444
"36","2007-02-23",7.337778
"37","2007-02-26",7.251111
"38","2007-02-27",7.157778
"39","2007-02-28",7.165555
"40","2007-03-01",7.274445
"41","2007-03-02",7.35
"42","2007-03-05",7.224444
"43","2007-03-06",7.253334
"44","2007-03-07",7.221111
"45","2007-03-08",7.285555
"46","2007-03-09",7.303333
"47","2007-03-12",7.334445
"48","2007-03-13",7.24
"49","2007-03-14",7.141111
"50","2007-03-15",7.176667
"51","2007-03-16",7.138889
"52","2007-03-19",7.177778
"53","2007-03-20",7.171111
"54","2007-03-21",7.207778
"55","2007-03-22",7.24
"56","2007-03-23",7.383333
"57","2007-03-26",7.456666
"58","2007-03-27",7.416667
"59","2007-03-28",7.396667
"60","2007-03-29",7.453333
"61","2007-03-30",7.578889
"62","2007-04-02",7.577778
"63","2007-04-03",7.628889
"64","2007-04-04",7.593333
"65","2007-04-05",7.633333
"66","2007-04-09",7.644444
"67","2007-04-10",7.668889
"68","2007-04-11",7.708889
"69","2007-04-12",7.73
"70","2007-04-13",7.765555
"71","2007-04-16",7.801111
"72","2007-04-17",7.795556
"73","2007-04-18",7.773334
"74","2007-04-19",7.728889
"75","2007-04-20",7.742222
"76","2007-04-23",7.892222
"77","2007-04-24",7.891111
"78","2007-04-25",7.99
"79","2007-04-26",7.865556
"80","2007-04-27",8.177778
"81","2007-04-30",8.091111
"82","2007-05-01",7.903333
"83","2007-05-02",8.045555
"84","2007-05-03",8.076667
"85","2007-05-04",8.014444
"86","2007-05-07",8.061111
"87","2007-05-08",7.973333
"88","2007-05-09",7.971111
"89","2007-05-10",7.91
"90","2007-05-11",7.902222
"91","2007-05-14",7.866667
"92","2007-05-15",7.652222
"93","2007-05-16",7.693333
"94","2007-05-17",7.842222
"95","2007-05-18",7.983333
"96","2007-05-21",7.973333
"97","2007-05-22",8.016666
"98","2007-05-23",8.013333
"99","2007-05-24",7.84
"100","2007-05-25",7.912222
"101","2007-05-29",7.955555
"102","2007-05-30",7.973333
"103","2007-05-31",7.987778
"104","2007-06-01",7.964445
"105","2007-06-04",8.01
"106","2007-06-05",7.982222
"107","2007-06-06",7.957778
"108","2007-06-07",7.851111
"109","2007-06-08",7.89
"110","2007-06-11",7.983333
"111","2007-06-12",7.942222
"112","2007-06-13",7.988889
"113","2007-06-14",7.977778
"114","2007-06-15",7.854445
"115","2007-06-18",7.854445
"116","2007-06-19",7.966667
"117","2007-06-20",7.923333
"118","2007-06-21",7.871111
"119","2007-06-22",7.86
"120","2007-06-25",7.866667
"121","2007-06-26",7.945556
"122","2007-06-27",8.147778
"123","2007-06-28",8.122222
"124","2007-06-29",8.06
"125","2007-07-02",8.19
"126","2007-07-03",8.165556
"127","2007-07-05",8.185555
"128","2007-07-06",8.135555
"129","2007-07-09",8.185555
"130","2007-07-10",8.184444
"131","2007-07-11",8.238889
"132","2007-07-12",8.275556
"133","2007-07-13",8.265555
"134","2007-07-16",8.262222
"135","2007-07-17",8.23
"136","2007-07-18",8.204445
"137","2007-07-19",8.233334
"138","2007-07-20",8.207778
"139","2007-07-23",8.138889
"140","2007-07-24",7.914444
"141","2007-07-25",8.082222
"142","2007-07-26",7.994444
"143","2007-07-27",7.695556
"144","2007-07-30",7.813334
"145","2007-07-31",7.74
"146","2007-08-01",7.746666
"147","2007-08-02",7.854445
"148","2007-08-03",7.583333
"149","2007-08-06",7.711111
"150","2007-08-07",7.498889
"151","2007-08-08",7.408889
"152","2007-08-09",7.2
"153","2007-08-10",7.427778
"154","2007-08-13",7.702222
"155","2007-08-14",7.561111
"156","2007-08-15",7.421111
"157","2007-08-16",7.41
"158","2007-08-17",7.454444
"159","2007-08-20",7.427778
"160","2007-08-21",7.585556
"161","2007-08-22",7.778889
"162","2007-08-23",7.785555
"163","2007-08-24",7.844444
"164","2007-08-27",7.772222
"165","2007-08-28",7.601111
"166","2007-08-29",7.906667
"167","2007-08-30",7.817778
"168","2007-08-31",7.981111
"169","2007-09-04",7.988889
"170","2007-09-05",7.855556
"171","2007-09-06",7.836667
"172","2007-09-07",7.776667
"173","2007-09-10",7.757778
"174","2007-09-11",7.758889
"175","2007-09-12",7.765555
"176","2007-09-13",7.995555
"177","2007-09-14",7.998889
"178","2007-09-17",7.896667
"179","2007-09-18",8.042222
"180","2007-09-19",8.138889
"181","2007-09-20",8.02
"182","2007-09-21",7.952222
"183","2007-09-24",7.871111
"184","2007-09-25",7.834445
"185","2007-09-26",8.11
"186","2007-09-27",8.161111
"187","2007-09-28",8.267777
"188","2007-10-01",8.387777
"189","2007-10-02",8.445556
"190","2007-10-03",8.353333
"191","2007-10-04",8.383333
"192","2007-10-05",8.406667
"193","2007-10-08",8.48
"194","2007-10-09",8.516666
"195","2007-10-10",8.523334
"196","2007-10-11",8.417778
"197","2007-10-12",8.363334
"198","2007-10-15",8.307777
"199","2007-10-16",8.196667
"200","2007-10-17",8.196667
"201","2007-10-18",8.181111
"202","2007-10-19",7.951111
"203","2007-10-22",8.046667
"204","2007-10-23",8.088889
"205","2007-10-24",8.051111
"206","2007-10-25",7.952222
"207","2007-10-26",8.01
"208","2007-10-29",8.097777
"209","2007-10-30",8.106667
"210","2007-10-31",8.307777
"211","2007-11-01",8.156667
"212","2007-11-02",7.972222
"213","2007-11-05",7.782222
"214","2007-11-06",7.761111
"215","2007-11-07",7.493333
"216","2007-11-08",7.732222
"217","2007-11-09",7.672222
"218","2007-11-12",7.69
"219","2007-11-13",7.804444
"220","2007-11-14",7.742222
"221","2007-11-15",7.73
"222","2007-11-16",7.588889
"223","2007-11-19",7.524445
"224","2007-11-20",7.481111
"225","2007-11-21",7.491111
"226","2007-11-23",7.615556
"227","2007-11-26",7.534444
"228","2007-11-27",7.617778
"229","2007-11-28",7.861111
"230","2007-11-29",7.812222
"231","2007-11-30",7.753334
"232","2007-12-03",7.867778
"233","2007-12-04",8.06
"234","2007-12-05",7.964445
"235","2007-12-06",8.085556
"236","2007-12-07",7.923333
"237","2007-12-10",7.983333
"238","2007-12-11",7.706666
"239","2007-12-12",7.707778
"240","2007-12-13",7.761111
"241","2007-12-14",7.608889
"242","2007-12-17",7.645555
"243","2007-12-18",7.473333
"244","2007-12-19",7.463333
"245","2007-12-20",7.5
"246","2007-12-21",7.596667
"247","2007-12-24",7.741111
"248","2007-12-26",7.765555
"249","2007-12-27",7.763333
"250","2007-12-28",7.754445
"251","2007-12-31",7.816667
"252","2008-01-02",7.608889
"253","2008-01-03",7.764444
"254","2008-01-04",7.702222
"255","2008-01-07",7.791111
"256","2008-01-08",7.91
"257","2008-01-09",7.91
"258","2008-01-10",8.04
"259","2008-01-11",7.918889
"260","2008-01-14",7.897778
"261","2008-01-15",7.808889
"262","2008-01-16",7.812222
"263","2008-01-17",7.493333
"264","2008-01-18",7.481111
"265","2008-01-22",7.526667
"266","2008-01-23",7.733333
"267","2008-01-24",7.678889
"268","2008-01-25",7.518889
"269","2008-01-28",7.584445
"270","2008-01-29",7.774445
"271","2008-01-30",7.576667
"272","2008-01-31",7.828889
"273","2008-02-01",7.82
"274","2008-02-04",7.916667
"275","2008-02-05",7.79
"276","2008-02-06",7.796667
"277","2008-02-07",7.81
"278","2008-02-08",7.76
"279","2008-02-11",7.545556
