"","date","SRNE"
"127","2007-09-17",37.5
"128","2007-09-18",37.5
"129","2007-09-19",37.5
"130","2007-09-20",37.5
"131","2007-09-21",37.5
"132","2007-09-24",37.5
"133","2007-09-25",37.5
"134","2007-09-26",37.5
"135","2007-09-27",47.5
"136","2007-09-28",50
"137","2007-10-01",50
"138","2007-10-02",50
"139","2007-10-03",50
"140","2007-10-04",37.5
"141","2007-10-05",37.5
"142","2007-10-08",37.5
"143","2007-10-09",37.5
"144","2007-10-10",40
"145","2007-10-11",40
"146","2007-10-12",40
"147","2007-10-15",40
"148","2007-10-16",40
"149","2007-10-17",40
"150","2007-10-18",40
"151","2007-10-19",50
"152","2007-10-22",45
"153","2007-10-23",45
"154","2007-10-24",45
"155","2007-10-25",45
"156","2007-10-26",45
"157","2007-10-29",45
"158","2007-10-30",45
"159","2007-10-31",45
"160","2007-11-01",37.5
"161","2007-11-02",37.5
"162","2007-11-05",37.5
"163","2007-11-06",37.5
"164","2007-11-07",37.5
"165","2007-11-08",37.5
"166","2007-11-09",87.5
"167","2007-11-12",75
"168","2007-11-13",62.5
"169","2007-11-14",62.5
"170","2007-11-15",62.5
"171","2007-11-16",62.5
"172","2007-11-19",62.5
"173","2007-11-20",50
"174","2007-11-21",57.5
"175","2007-11-23",50
"176","2007-11-26",57.5
"177","2007-11-27",75
"178","2007-11-28",40
"179","2007-11-29",40
"180","2007-11-30",40
"181","2007-12-03",40
"182","2007-12-04",37.5
"183","2007-12-05",37.5
"184","2007-12-06",37.5
"185","2007-12-07",57.5
"186","2007-12-10",57.5
"187","2007-12-11",70
"188","2007-12-12",70
"189","2007-12-13",70
"190","2007-12-14",70
"191","2007-12-17",37.5
"192","2007-12-18",37.5
"193","2007-12-19",37.5
"194","2007-12-20",37.5
"195","2007-12-21",37.5
"196","2007-12-24",37.5
"197","2007-12-26",37.5
"198","2007-12-27",37.5
"199","2007-12-28",37.5
"200","2007-12-31",37.5
"201","2008-01-02",37.5
"202","2008-01-03",37.5
"203","2008-01-04",37.5
"204","2008-01-07",37.5
"205","2008-01-08",37.5
"206","2008-01-09",37.5
"207","2008-01-10",37.5
"208","2008-01-11",37.5
"209","2008-01-14",37.5
"210","2008-01-15",37.5
"211","2008-01-16",37.5
"212","2008-01-17",37.5
"213","2008-01-18",37.5
"214","2008-01-22",37.5
"215","2008-01-23",37.5
"216","2008-01-24",37.5
"217","2008-01-25",37.5
"218","2008-01-28",37.5
"219","2008-01-29",37.5
"220","2008-01-30",40
"221","2008-01-31",40
"222","2008-02-01",40
"223","2008-02-04",40
"224","2008-02-05",40
"225","2008-02-06",40
"226","2008-02-07",40
"227","2008-02-08",40
"228","2008-02-11",40
"229","2008-02-12",40
"230","2008-02-13",40
"231","2008-02-14",40
"232","2008-02-15",40
"233","2008-02-19",37.5
"234","2008-02-20",37.5
"235","2008-02-21",37.5
"236","2008-02-22",37.5
"237","2008-02-25",37.5
"238","2008-02-26",37.5
"239","2008-02-27",37.5
"240","2008-02-28",37.5
"241","2008-02-29",37.5
"242","2008-03-03",35
"243","2008-03-04",35
"244","2008-03-05",35
"245","2008-03-06",35
"246","2008-03-07",32.5
"247","2008-03-10",32.5
"248","2008-03-11",32.5
"249","2008-03-12",32.5
"250","2008-03-13",32.5
"251","2008-03-14",32.5
"252","2008-03-17",32.5
"253","2008-03-18",32.5
"254","2008-03-19",32.5
"255","2008-03-20",32.5
"256","2008-03-24",32.5
"257","2008-03-25",32.5
"258","2008-03-26",32.5
"259","2008-03-27",32.5
"260","2008-03-28",32.5
"261","2008-03-31",32.5
"262","2008-04-01",32.5
"263","2008-04-02",32.5
"264","2008-04-03",32.5
"265","2008-04-04",32.5
"266","2008-04-07",32.5
"267","2008-04-08",32.5
"268","2008-04-09",32.5
"269","2008-04-10",32.5
"270","2008-04-11",32.5
"271","2008-04-14",32.5
"272","2008-04-15",32.5
"273","2008-04-16",32.5
"274","2008-04-17",32.5
"275","2008-04-18",32.5
"276","2008-04-21",32.5
"277","2008-04-22",32.5
"278","2008-04-23",32.5
"279","2008-04-24",32.5
"280","2008-04-25",32.5
"281","2008-04-28",32.5
"282","2008-04-29",32.5
"283","2008-04-30",32.5
"284","2008-05-01",32.5
"285","2008-05-02",32.5
"286","2008-05-05",32.5
"287","2008-05-06",32.5
"288","2008-05-07",32.5
"289","2008-05-08",32.5
"290","2008-05-09",32.5
"291","2008-05-12",25
"292","2008-05-13",25
"293","2008-05-14",25
"294","2008-05-15",25
"295","2008-05-16",25
"296","2008-05-19",25
"297","2008-05-20",25
"298","2008-05-21",25
"299","2008-05-22",25
"300","2008-05-23",25
"301","2008-05-27",25
"302","2008-05-28",25
"303","2008-05-29",25
"304","2008-05-30",25
"305","2008-06-02",25
"306","2008-06-03",35
"307","2008-06-04",35
"308","2008-06-05",35
"309","2008-06-06",35
"310","2008-06-09",35
"311","2008-06-10",35
"312","2008-06-11",35
"313","2008-06-12",35
"314","2008-06-13",35
"315","2008-06-16",35
"316","2008-06-17",35
"317","2008-06-18",35
"318","2008-06-19",25
"319","2008-06-20",25
"320","2008-06-23",25
"321","2008-06-24",25
"322","2008-06-25",25
"323","2008-06-26",25
"324","2008-06-27",25
"325","2008-06-30",32.5
"326","2008-07-01",37.5
"327","2008-07-02",32.5
"328","2008-07-03",32.5
"329","2008-07-07",32.5
"330","2008-07-08",37.5
"331","2008-07-09",37.5
"332","2008-07-10",37.5
"333","2008-07-11",37.5
"334","2008-07-14",32.5
"335","2008-07-15",32.5
"336","2008-07-16",30
"337","2008-07-17",30
"338","2008-07-18",25
"339","2008-07-21",25
"340","2008-07-22",25
"341","2008-07-23",25
"342","2008-07-24",25
"343","2008-07-25",25
"344","2008-07-28",25
"345","2008-07-29",25
"346","2008-07-30",25
"347","2008-07-31",25
"348","2008-08-01",25
"349","2008-08-04",25
"350","2008-08-05",35
"351","2008-08-06",35
"352","2008-08-07",35
"353","2008-08-08",35
"354","2008-08-11",35
"355","2008-08-12",50
"356","2008-08-13",50
"357","2008-08-14",50
"358","2008-08-15",50
"359","2008-08-18",50
"360","2008-08-19",50
"361","2008-08-20",35
"362","2008-08-21",35
"363","2008-08-22",35
"364","2008-08-25",35
"365","2008-08-26",35
"366","2008-08-27",30
"367","2008-08-28",30
"368","2008-08-29",30
"369","2008-09-02",35
"370","2008-09-03",35
"371","2008-09-04",35
"372","2008-09-05",35
"373","2008-09-08",30
"374","2008-09-09",30
"375","2008-09-10",30
"376","2008-09-11",30
"377","2008-09-12",30
"378","2008-09-15",30
"379","2008-09-16",30
"380","2008-09-17",30
"381","2008-09-18",30
"382","2008-09-19",30
"383","2008-09-22",25
"384","2008-09-23",25
"385","2008-09-24",25
"386","2008-09-25",25
"387","2008-09-26",25
"388","2008-09-29",25
"389","2008-09-30",25
"390","2008-10-01",25
"391","2008-10-02",25
"392","2008-10-03",25
"393","2008-10-06",25
"394","2008-10-07",25
"395","2008-10-08",25
"396","2008-10-09",25
"397","2008-10-10",81.25
"398","2008-10-13",81.25
"399","2008-10-14",81.25
"400","2008-10-15",81.25
"401","2008-10-16",81.25
"402","2008-10-17",25.25
"403","2008-10-20",25.25
"404","2008-10-21",25.25
"405","2008-10-22",25.25
"406","2008-10-23",25.25
"407","2008-10-24",25.25
"408","2008-10-27",25.25
"409","2008-10-28",25.25
"410","2008-10-29",25.25
"411","2008-10-30",25.25
"412","2008-10-31",25.25
"413","2008-11-03",25.25
"414","2008-11-04",25.25
"415","2008-11-05",25.25
"416","2008-11-06",25.25
"417","2008-11-07",25.25
"418","2008-11-10",25.25
"419","2008-11-11",25.25
"420","2008-11-12",25.25
"421","2008-11-13",25.25
"422","2008-11-14",25.25
"423","2008-11-17",25.25
"424","2008-11-18",25.25
"425","2008-11-19",25.25
"426","2008-11-20",25.25
"427","2008-11-21",25.25
"428","2008-11-24",25.25
"429","2008-11-25",25.25
"430","2008-11-26",25.25
"431","2008-11-28",25.25
"432","2008-12-01",25.25
"433","2008-12-02",25.25
"434","2008-12-03",25.25
"435","2008-12-04",25.25
"436","2008-12-05",25.25
"437","2008-12-08",25.25
"438","2008-12-09",25.25
"439","2008-12-10",25.25
"440","2008-12-11",25.25
"441","2008-12-12",25.25
"442","2008-12-15",25.25
"443","2008-12-16",25.25
"444","2008-12-17",25.25
"445","2008-12-18",11.25
"446","2008-12-19",11.25
"447","2008-12-22",11.25
"448","2008-12-23",11.25
"449","2008-12-24",11.25
"450","2008-12-26",11.25
"451","2008-12-29",11.25
"452","2008-12-30",11.25
"453","2008-12-31",11.25
"454","2009-01-02",11.25
"455","2009-01-05",11.25
"456","2009-01-06",11.25
"457","2009-01-07",11.25
"458","2009-01-08",11.25
"459","2009-01-09",11.25
"460","2009-01-12",11.25
"461","2009-01-13",11.25
"462","2009-01-14",11.25
"463","2009-01-15",11.25
"464","2009-01-16",11.25
"465","2009-01-20",11.25
"466","2009-01-21",11.25
"467","2009-01-22",11.25
"468","2009-01-23",11.25
"469","2009-01-26",11.25
"470","2009-01-27",11.25
"471","2009-01-28",11.25
"472","2009-01-29",11.25
"473","2009-01-30",11.25
"474","2009-02-02",11.25
"475","2009-02-03",11.25
"476","2009-02-04",11.25
"477","2009-02-05",11.25
"478","2009-02-06",11.25
"479","2009-02-09",11.25
"480","2009-02-10",11.25
"481","2009-02-11",11.25
"482","2009-02-12",11.25
"483","2009-02-13",11.25
"484","2009-02-17",11.25
"485","2009-02-18",11.25
"486","2009-02-19",11.25
"487","2009-02-20",11.25
"488","2009-02-23",11.25
"489","2009-02-24",11.25
"490","2009-02-25",11.25
"491","2009-02-26",11.25
"492","2009-02-27",11.25
"493","2009-03-02",11.25
"494","2009-03-03",11.25
"495","2009-03-04",11.25
"496","2009-03-05",11.25
"497","2009-03-06",11.25
"498","2009-03-09",11.25
"499","2009-03-10",11.25
"500","2009-03-11",11.25
"501","2009-03-12",11.25
"502","2009-03-13",11.25
"503","2009-03-16",11.25
"504","2009-03-17",2.5
"505","2009-03-18",2.5
"506","2009-03-19",2.5
"507","2009-03-20",2.5
"508","2009-03-23",2.5
"509","2009-03-24",2.5
"510","2009-03-25",2.5
"511","2009-03-26",2.5
"512","2009-03-27",2.5
"513","2009-03-30",2.5
"514","2009-03-31",2.5
"515","2009-04-01",2.5
"516","2009-04-02",2.5
"517","2009-04-03",2.5
"518","2009-04-06",2.5
"519","2009-04-07",2.5
"520","2009-04-08",2.5
"521","2009-04-09",2.5
"522","2009-04-13",2.5
"523","2009-04-14",2.5
"524","2009-04-15",2.5
"525","2009-04-16",2.5
"526","2009-04-17",2.5
"527","2009-04-20",2.5
"528","2009-04-21",2.5
"529","2009-04-22",2.5
"530","2009-04-23",2.5
"531","2009-04-24",2.5
"532","2009-04-27",2.5
"533","2009-04-28",2.5
"534","2009-04-29",2.5
"535","2009-04-30",2.5
"536","2009-05-01",2.5
"537","2009-05-04",2.5
"538","2009-05-05",2.5
"539","2009-05-06",2.5
"540","2009-05-07",2.5
"541","2009-05-08",2.5
"542","2009-05-11",2.5
"543","2009-05-12",2.5
"544","2009-05-13",2.5
"545","2009-05-14",2.5
"546","2009-05-15",2.5
"547","2009-05-18",2.5
"548","2009-05-19",2.5
"549","2009-05-20",2.5
"550","2009-05-21",2.5
"551","2009-05-22",2.5
"552","2009-05-26",2.5
"553","2009-05-27",2.5
"554","2009-05-28",2.5
"555","2009-05-29",2.5
"556","2009-06-01",2.5
"557","2009-06-02",2.5
"558","2009-06-03",2.5
"559","2009-06-04",2.5
"560","2009-06-05",2.5
"561","2009-06-08",2.5
"562","2009-06-09",2.5
"563","2009-06-10",2.5
"564","2009-06-11",2.5
"565","2009-06-12",2.5
"566","2009-06-15",2.5
"567","2009-06-16",2.5
"568","2009-06-17",2.5
"569","2009-06-18",2.5
"570","2009-06-19",2.5
"571","2009-06-22",2.5
"572","2009-06-23",2.5
"573","2009-06-24",2.5
"574","2009-06-25",2.5
"575","2009-06-26",2.5
"576","2009-06-29",2.5
"577","2009-06-30",2.5
"578","2009-07-01",2.5
"579","2009-07-02",2.5
"580","2009-07-06",2.5
"581","2009-07-07",2.5
"582","2009-07-08",2.5
"583","2009-07-09",2.5
"584","2009-07-10",2.5
"585","2009-07-13",2.5
"586","2009-07-14",2.5
"587","2009-07-15",22.25
"588","2009-07-16",23.75
"589","2009-07-17",23.75
"590","2009-07-20",23.75
"591","2009-07-21",23.75
"592","2009-07-22",23.75
"593","2009-07-23",23.75
"594","2009-07-24",23.75
"595","2009-07-27",23.75
"596","2009-07-28",23.75
"597","2009-07-29",23.75
"598","2009-07-30",23.75
"599","2009-07-31",23.75
"600","2009-08-03",23.75
"601","2009-08-04",23.75
"602","2009-08-05",25.25
"603","2009-08-06",25.25
"604","2009-08-07",25.25
"605","2009-08-10",25.25
"606","2009-08-11",25.25
"607","2009-08-12",25.25
"608","2009-08-13",25.25
"609","2009-08-14",25.25
"610","2009-08-17",26.25
"611","2009-08-18",26.25
"612","2009-08-19",26.25
"613","2009-08-20",26.25
"614","2009-08-21",26.25
"615","2009-08-24",26.25
"616","2009-08-25",26.25
"617","2009-08-26",26.25
"618","2009-08-27",26.25
"619","2009-08-28",26.25
"620","2009-08-31",26.25
"621","2009-09-01",48.75
"622","2009-09-02",48.75
"623","2009-09-03",48.75
"624","2009-09-04",37.25
"625","2009-09-08",5.25
"626","2009-09-09",5.25
"627","2009-09-10",5.25
"628","2009-09-11",7.5
"629","2009-09-14",7.5
"630","2009-09-15",7.5
"631","2009-09-16",7.5
"632","2009-09-17",7.5
"633","2009-09-18",7.5
"634","2009-09-21",7.5
"635","2009-09-22",7.5
"636","2009-09-23",7.5
"637","2009-09-24",12.5
"638","2009-09-25",12.5
"639","2009-09-28",12.5
"640","2009-09-29",12.5
"641","2009-09-30",12.5
"642","2009-10-01",12.5
"643","2009-10-02",12.5
"644","2009-10-05",12.5
"645","2009-10-06",12.5
"646","2009-10-07",12.5
"647","2009-10-08",12.5
"648","2009-10-09",12.5
"649","2009-10-12",12.5
"650","2009-10-13",12.5
"651","2009-10-14",12.5
"652","2009-10-15",12.5
"653","2009-10-16",12.5
"654","2009-10-19",12.5
"655","2009-10-20",12.5
"656","2009-10-21",12.5
"657","2009-10-22",12.5
"658","2009-10-23",12.5
"659","2009-10-26",12.5
"660","2009-10-27",12.5
"661","2009-10-28",12.5
"662","2009-10-29",12.5
"663","2009-10-30",12.5
"664","2009-11-02",12.5
"665","2009-11-03",12.5
"666","2009-11-04",12.5
"667","2009-11-05",12.5
"668","2009-11-06",31.25
"669","2009-11-09",31.25
"670","2009-11-10",31.25
"671","2009-11-11",31.25
"672","2009-11-12",31.25
"673","2009-11-13",31.25
"674","2009-11-16",31.25
"675","2009-11-17",31.25
"676","2009-11-18",31.25
"677","2009-11-19",31.25
"678","2009-11-20",31.25
"679","2009-11-23",8
"680","2009-11-24",8
"681","2009-11-25",8
"682","2009-11-27",8
"683","2009-11-30",8
"684","2009-12-01",48
"685","2009-12-02",48
"686","2009-12-03",48
"687","2009-12-04",48
"688","2009-12-07",48
"689","2009-12-08",48
"690","2009-12-09",48
"691","2009-12-10",48
"692","2009-12-11",48
"693","2009-12-14",48
"694","2009-12-15",48
"695","2009-12-16",48
"696","2009-12-17",48
"697","2009-12-18",48
"698","2009-12-21",48
"699","2009-12-22",48
"700","2009-12-23",48
"701","2009-12-24",48
"702","2009-12-28",48
"703","2009-12-29",48
"704","2009-12-30",48
"705","2009-12-31",48
"706","2010-01-04",48
"707","2010-01-05",48
"708","2010-01-06",48
"709","2010-01-07",48
"710","2010-01-08",48
"711","2010-01-11",48
"712","2010-01-12",48
"713","2010-01-13",48
"714","2010-01-14",48
"715","2010-01-15",48
"716","2010-01-19",48
"717","2010-01-20",48
"718","2010-01-21",48
"719","2010-01-22",48
"720","2010-01-25",48
"721","2010-01-26",48
"722","2010-01-27",48
"723","2010-01-28",48
"724","2010-01-29",48
"725","2010-02-01",48
"726","2010-02-02",48.5
"727","2010-02-03",43.75
"728","2010-02-04",43.75
"729","2010-02-05",43.75
"730","2010-02-08",43.75
"731","2010-02-09",43.75
"732","2010-02-10",43.75
"733","2010-02-11",43.75
"734","2010-02-12",43.75
"735","2010-02-16",43.75
"736","2010-02-17",43.75
"737","2010-02-18",43.75
"738","2010-02-19",43.75
"739","2010-02-22",43.75
"740","2010-02-23",43.75
"741","2010-02-24",43.75
"742","2010-02-25",43.75
"743","2010-02-26",43.75
"744","2010-03-01",43.75
"745","2010-03-02",43.75
"746","2010-03-03",43.75
"747","2010-03-04",43.75
"748","2010-03-05",43.75
"749","2010-03-08",43.75
"750","2010-03-09",52
"751","2010-03-10",52
"752","2010-03-11",52
"753","2010-03-12",52
"754","2010-03-15",52
"755","2010-03-16",52
"756","2010-03-17",52
"757","2010-03-18",52
"758","2010-03-19",52
"759","2010-03-22",52
"760","2010-03-23",52
"761","2010-03-24",52
"762","2010-03-25",52
"763","2010-03-26",52
"764","2010-03-29",52
"765","2010-03-30",52
"766","2010-03-31",74.75
"767","2010-04-01",74.75
"768","2010-04-05",75
"769","2010-04-06",75
"770","2010-04-07",75
"771","2010-04-08",75
"772","2010-04-09",75
"773","2010-04-12",75
"774","2010-04-13",75
"775","2010-04-14",75
"776","2010-04-15",75
"777","2010-04-16",75
"778","2010-04-19",75
"779","2010-04-20",75
"780","2010-04-21",75
"781","2010-04-22",75
"782","2010-04-23",75
"783","2010-04-26",75
"784","2010-04-27",75
"785","2010-04-28",75
"786","2010-04-29",75
"787","2010-04-30",75
"788","2010-05-03",75
"789","2010-05-04",75
"790","2010-05-05",75
"791","2010-05-06",75
"792","2010-05-07",75
"793","2010-05-10",56.25
"794","2010-05-11",56.25
"795","2010-05-12",56.25
"796","2010-05-13",56.25
"797","2010-05-14",56.25
"798","2010-05-17",56.25
"799","2010-05-18",56.25
"800","2010-05-19",30
"801","2010-05-20",30
"802","2010-05-21",43.75
"803","2010-05-24",43.75
"804","2010-05-25",43.75
"805","2010-05-26",43.75
"806","2010-05-27",43.75
"807","2010-05-28",43.5
"808","2010-06-01",43.5
"809","2010-06-02",43.5
"810","2010-06-03",43.5
"811","2010-06-04",43.5
"812","2010-06-07",43.75
"813","2010-06-08",43.75
"814","2010-06-09",43.75
"815","2010-06-10",43.75
"816","2010-06-11",43.75
"817","2010-06-14",43.75
"818","2010-06-15",43.75
"819","2010-06-16",43.75
"820","2010-06-17",43.75
"821","2010-06-18",43.75
"822","2010-06-21",43.75
"823","2010-06-22",43.75
"824","2010-06-23",43.75
"825","2010-06-24",43.75
"826","2010-06-25",43.75
"827","2010-06-28",43.75
"828","2010-06-29",43.75
"829","2010-06-30",43.75
"830","2010-07-01",43.75
"831","2010-07-02",43.75
"832","2010-07-06",43.75
"833","2010-07-07",43.75
"834","2010-07-08",43.25
"835","2010-07-09",43.25
"836","2010-07-12",43.25
"837","2010-07-13",43.25
"838","2010-07-14",43.25
"839","2010-07-15",43.25
"840","2010-07-16",43.25
"841","2010-07-19",43.25
"842","2010-07-20",43.5
"843","2010-07-21",43.5
"844","2010-07-22",43.5
"845","2010-07-23",43.5
"846","2010-07-26",43.5
"847","2010-07-27",43.5
"848","2010-07-28",43.5
"849","2010-07-29",43.5
"850","2010-07-30",43.75
"851","2010-08-02",43.75
"852","2010-08-03",43.75
"853","2010-08-04",43.75
"854","2010-08-05",43.75
"855","2010-08-06",43.75
"856","2010-08-09",43.75
"857","2010-08-10",43.75
"858","2010-08-11",43.75
"859","2010-08-12",43.75
"860","2010-08-13",43.75
"861","2010-08-16",43.75
"862","2010-08-17",43.75
"863","2010-08-18",43.75
"864","2010-08-19",43.75
"865","2010-08-20",43.75
"866","2010-08-23",43.75
"867","2010-08-24",43.75
"868","2010-08-25",43.75
"869","2010-08-26",43.75
"870","2010-08-27",43.75
"871","2010-08-30",43.75
"872","2010-08-31",43.75
"873","2010-09-01",43.75
"874","2010-09-02",43.75
"875","2010-09-03",43.75
"876","2010-09-07",43.75
"877","2010-09-08",43.75
"878","2010-09-09",43.75
"879","2010-09-10",43.75
"880","2010-09-13",43.75
"881","2010-09-14",43.75
"882","2010-09-15",43.75
"883","2010-09-16",43.75
"884","2010-09-17",43.75
"885","2010-09-20",43.75
"886","2010-09-21",43.75
"887","2010-09-22",43.75
"888","2010-09-23",43.75
"889","2010-09-24",43.75
"890","2010-09-27",43.75
"891","2010-09-28",43.75
"892","2010-09-29",43.75
"893","2010-09-30",43.75
"894","2010-10-01",43.75
"895","2010-10-04",43.75
"896","2010-10-05",43.75
"897","2010-10-06",43.75
"898","2010-10-07",43.75
"899","2010-10-08",43.75
"900","2010-10-11",43.75
"901","2010-10-12",43.75
"902","2010-10-13",43.75
"903","2010-10-14",43.75
"904","2010-10-15",43.75
"905","2010-10-18",18.75
"906","2010-10-19",18.75
"907","2010-10-20",18.75
"908","2010-10-21",18.75
"909","2010-10-22",18.75
"910","2010-10-25",41.25
"911","2010-10-26",41.25
"912","2010-10-27",41.25
"913","2010-10-28",41.25
"914","2010-10-29",41.25
"915","2010-11-01",41.25
"916","2010-11-02",41.25
"917","2010-11-03",41.25
"918","2010-11-04",41.25
"919","2010-11-05",41.25
"920","2010-11-08",10
"921","2010-11-09",15
"922","2010-11-10",7.5
"923","2010-11-11",7.5
"924","2010-11-12",7.5
"925","2010-11-15",7.5
"926","2010-11-16",15
"927","2010-11-17",15
"928","2010-11-18",15
"929","2010-11-19",15
"930","2010-11-22",15
"931","2010-11-23",15
"932","2010-11-24",15
"933","2010-11-26",15
"934","2010-11-29",15
"935","2010-11-30",15
"936","2010-12-01",15
"937","2010-12-02",15
"938","2010-12-03",15
"939","2010-12-06",15
"940","2010-12-07",15
"941","2010-12-08",15
"942","2010-12-09",15
"943","2010-12-10",15
"944","2010-12-13",15
"945","2010-12-14",15
"946","2010-12-15",15
"947","2010-12-16",15
"948","2010-12-17",15
"949","2010-12-20",7.5
"950","2010-12-21",7.5
"951","2010-12-22",7.5
"952","2010-12-23",7.5
"953","2010-12-27",7.5
"954","2010-12-28",7.5
"955","2010-12-29",7.5
"956","2010-12-30",15
"957","2010-12-31",15
"958","2011-01-03",15
"959","2011-01-04",15
"960","2011-01-05",15
"961","2011-01-06",15
"962","2011-01-07",15
"963","2011-01-10",15
"964","2011-01-11",15
"965","2011-01-12",8.75
"966","2011-01-13",8.75
"967","2011-01-14",7.5
"968","2011-01-18",7.5
"969","2011-01-19",7.5
"970","2011-01-20",7.5
"971","2011-01-21",7.5
"972","2011-01-24",7.5
"973","2011-01-25",5
"974","2011-01-26",5
"975","2011-01-27",7.5
"976","2011-01-28",7.5
"977","2011-01-31",7.5
"978","2011-02-01",7.5
"979","2011-02-02",7.5
"980","2011-02-03",7.5
"981","2011-02-04",7.5
"982","2011-02-07",7.5
"983","2011-02-08",7.5
"984","2011-02-09",7.5
"985","2011-02-10",7.5
"986","2011-02-11",7.5
"987","2011-02-14",7.5
"988","2011-02-15",7.5
"989","2011-02-16",7.5
"990","2011-02-17",5
"991","2011-02-18",5
"992","2011-02-22",5
"993","2011-02-23",5
"994","2011-02-24",5
"995","2011-02-25",5
"996","2011-02-28",7.5
"997","2011-03-01",7.5
"998","2011-03-02",7.5
"999","2011-03-03",7.5
"1000","2011-03-04",7.5
"1001","2011-03-07",7.5
"1002","2011-03-08",7.5
"1003","2011-03-09",7.5
"1004","2011-03-10",7.5
"1005","2011-03-11",7.5
"1006","2011-03-14",7.5
"1007","2011-03-15",7.5
"1008","2011-03-16",7.5
"1009","2011-03-17",7.5
"1010","2011-03-18",7.5
"1011","2011-03-21",7.5
"1012","2011-03-22",7.5
"1013","2011-03-23",7.5
"1014","2011-03-24",7.5
"1015","2011-03-25",7.5
"1016","2011-03-28",7.5
"1017","2011-03-29",7.5
"1018","2011-03-30",7.5
"1019","2011-03-31",7.5
"1020","2011-04-01",6.25
"1021","2011-04-04",6.25
"1022","2011-04-05",5
"1023","2011-04-06",5
"1024","2011-04-07",7.5
"1025","2011-04-08",7.5
"1026","2011-04-11",7.5
"1027","2011-04-12",7.5
"1028","2011-04-13",7.5
"1029","2011-04-14",7.5
"1030","2011-04-15",7.5
"1031","2011-04-18",7.5
"1032","2011-04-19",7.5
"1033","2011-04-20",7.5
"1034","2011-04-21",7.5
"1035","2011-04-25",7.5
"1036","2011-04-26",7.5
"1037","2011-04-27",7.5
"1038","2011-04-28",7.5
"1039","2011-04-29",7.5
"1040","2011-05-02",7.5
"1041","2011-05-03",7.5
"1042","2011-05-04",7.5
