"","date","BLUE"
"1","2013-06-19",26.91
"2","2013-06-20",26.09
"3","2013-06-21",25.5
"4","2013-06-24",25.1
"5","2013-06-25",25.209999
"6","2013-06-26",25.07
"7","2013-06-27",25
"8","2013-06-28",24.969999
"9","2013-07-01",26.26
"10","2013-07-02",30
"11","2013-07-03",30.049999
"12","2013-07-05",29.27
"13","2013-07-08",29.99
"14","2013-07-09",29.469999
"15","2013-07-10",30
"16","2013-07-11",30.219999
"17","2013-07-12",30.65
"18","2013-07-15",32.5
"19","2013-07-16",35
"20","2013-07-17",34.779999
"21","2013-07-18",34.669998
"22","2013-07-19",33.990002
"23","2013-07-22",32.59
"24","2013-07-23",33.57
"25","2013-07-24",31.76
"26","2013-07-25",30.51
"27","2013-07-26",30.52
"28","2013-07-29",30.85
"29","2013-07-30",32.110001
"30","2013-07-31",31.129999
"31","2013-08-01",31.299999
"32","2013-08-02",31.549999
"33","2013-08-05",31.549999
"34","2013-08-06",29.9
"35","2013-08-07",27.200001
"36","2013-08-08",29.09
"37","2013-08-09",28.41
"38","2013-08-12",28.41
"39","2013-08-13",29.17
"40","2013-08-14",30.040001
"41","2013-08-15",29.07
"42","2013-08-16",29.24
"43","2013-08-19",29
"44","2013-08-20",26.809999
"45","2013-08-21",25.85
"46","2013-08-22",25.559999
"47","2013-08-23",26.02
"48","2013-08-26",25.629999
"49","2013-08-27",24.459999
"50","2013-08-28",24.43
"51","2013-08-29",25.48
"52","2013-08-30",24.9
"53","2013-09-03",25.42
"54","2013-09-04",26
"55","2013-09-05",25.809999
"56","2013-09-06",25.459999
"57","2013-09-09",26.34
"58","2013-09-10",26.889999
"59","2013-09-11",26.52
"60","2013-09-12",26.66
"61","2013-09-13",27.58
"62","2013-09-16",27.01
"63","2013-09-17",26.6
"64","2013-09-18",27.040001
"65","2013-09-19",27.07
"66","2013-09-20",25.190001
"67","2013-09-23",27.27
"68","2013-09-24",28.6
"69","2013-09-25",26.67
"70","2013-09-26",25.85
"71","2013-09-27",27.139999
"72","2013-09-30",26.959999
"73","2013-10-01",27.110001
"74","2013-10-02",26.780001
"75","2013-10-03",25.540001
"76","2013-10-04",25.959999
"77","2013-10-07",25.799999
"78","2013-10-08",23.5
"79","2013-10-09",22.879999
"80","2013-10-10",23.35
"81","2013-10-11",22.459999
"82","2013-10-14",22.93
"83","2013-10-15",22.92
"84","2013-10-16",25.68
"85","2013-10-17",24.110001
"86","2013-10-18",23.799999
"87","2013-10-21",22.17
"88","2013-10-22",22.200001
"89","2013-10-23",22.9
"90","2013-10-24",23.25
"91","2013-10-25",22.950001
"92","2013-10-28",23.389999
"93","2013-10-29",23.610001
"94","2013-10-30",23.01
"95","2013-10-31",21.25
"96","2013-11-01",21.190001
"97","2013-11-04",20.49
"98","2013-11-05",20.700001
"99","2013-11-06",20.08
"100","2013-11-07",20.280001
"101","2013-11-08",20.950001
"102","2013-11-11",20.65
"103","2013-11-12",20.49
"104","2013-11-13",20.59
"105","2013-11-14",20.02
"106","2013-11-15",18.940001
"107","2013-11-18",17.73
"108","2013-11-19",17.530001
"109","2013-11-20",17.540001
"110","2013-11-21",17.549999
"111","2013-11-22",17.57
"112","2013-11-25",18.34
"113","2013-11-26",19.370001
"114","2013-11-27",20.01
"115","2013-11-29",20.42
"116","2013-12-02",20.700001
"117","2013-12-03",22.26
"118","2013-12-04",22.139999
"119","2013-12-05",21.120001
"120","2013-12-06",21.66
"121","2013-12-09",21.719999
"122","2013-12-10",22.4
"123","2013-12-11",21.629999
"124","2013-12-12",21.02
"125","2013-12-13",20.27
"126","2013-12-16",20.15
"127","2013-12-17",19.48
"128","2013-12-18",20.469999
"129","2013-12-19",20.51
"130","2013-12-20",20.73
"131","2013-12-23",20.879999
"132","2013-12-24",20.98
"133","2013-12-26",21.42
"134","2013-12-27",21.18
"135","2013-12-30",20.799999
"136","2013-12-31",20.98
"137","2014-01-02",20.870001
"138","2014-01-03",21.290001
"139","2014-01-06",21.32
"140","2014-01-07",21.469999
"141","2014-01-08",21.43
"142","2014-01-09",22.030001
"143","2014-01-10",21.790001
"144","2014-01-13",21.65
"145","2014-01-14",22.049999
"146","2014-01-15",22.549999
"147","2014-01-16",23.99
"148","2014-01-17",23.700001
"149","2014-01-21",24.02
"150","2014-01-22",25.030001
"151","2014-01-23",23.209999
"152","2014-01-24",21.65
"153","2014-01-27",20.74
"154","2014-01-28",21.73
"155","2014-01-29",20.99
"156","2014-01-30",22.32
"157","2014-01-31",22.17
"158","2014-02-03",20.67
"159","2014-02-04",20.790001
"160","2014-02-05",19.59
"161","2014-02-06",20.030001
"162","2014-02-07",20.129999
"163","2014-02-10",22.059999
"164","2014-02-11",22.58
"165","2014-02-12",22.42
"166","2014-02-13",21.98
"167","2014-02-14",21.690001
"168","2014-02-18",22.59
"169","2014-02-19",22.049999
"170","2014-02-20",23.43
"171","2014-02-21",23.540001
"172","2014-02-24",24.25
"173","2014-02-25",24.33
"174","2014-02-26",25.58
"175","2014-02-27",27.41
"176","2014-02-28",25.5
"177","2014-03-03",24.469999
"178","2014-03-04",25.33
"179","2014-03-05",25.91
"180","2014-03-06",24.1
"181","2014-03-07",25.950001
"182","2014-03-10",26.15
"183","2014-03-11",26.379999
"184","2014-03-12",26.93
"185","2014-03-13",26.83
"186","2014-03-14",27.389999
"187","2014-03-17",27.200001
"188","2014-03-18",27.540001
"189","2014-03-19",27.299999
"190","2014-03-20",26.83
"191","2014-03-21",25.25
"192","2014-03-24",23.35
"193","2014-03-25",23.870001
"194","2014-03-26",21.91
"195","2014-03-27",22.48
"196","2014-03-28",22.32
"197","2014-03-31",22.74
"198","2014-04-01",22.530001
"199","2014-04-02",23.110001
"200","2014-04-03",21.870001
"201","2014-04-04",20.92
"202","2014-04-07",21.5
"203","2014-04-08",21.809999
"204","2014-04-09",22.719999
"205","2014-04-10",21.52
"206","2014-04-11",20.92
"207","2014-04-14",21.07
"208","2014-04-15",20.26
"209","2014-04-16",19.530001
"210","2014-04-17",19.9
"211","2014-04-21",20.48
"212","2014-04-22",21.41
"213","2014-04-23",20.24
"214","2014-04-24",19.950001
"215","2014-04-25",19.440001
"216","2014-04-28",19.719999
"217","2014-04-29",19.59
"218","2014-04-30",19.799999
"219","2014-05-01",19.91
"220","2014-05-02",19.07
"221","2014-05-05",19.34
"222","2014-05-06",18.75
"223","2014-05-07",18.129999
"224","2014-05-08",17.690001
"225","2014-05-09",18.24
"226","2014-05-12",19.540001
"227","2014-05-13",19.42
"228","2014-05-14",24.73
"229","2014-05-15",24.52
"230","2014-05-16",25.18
"231","2014-05-19",26.73
"232","2014-05-20",27.209999
"233","2014-05-21",23.25
"234","2014-05-22",23.299999
"235","2014-05-23",22.540001
"236","2014-05-27",22.73
"237","2014-05-28",23.35
"238","2014-05-29",24.440001
"239","2014-05-30",23.120001
"240","2014-06-02",22.91
"241","2014-06-03",22.32
"242","2014-06-04",22.370001
"243","2014-06-05",22.58
"244","2014-06-06",23.25
"245","2014-06-09",24.4
"246","2014-06-10",25.17
"247","2014-06-11",25.16
"248","2014-06-12",25.27
"249","2014-06-13",26.09
"250","2014-06-16",34.459999
"251","2014-06-17",36.470001
"252","2014-06-18",36.66
"253","2014-06-19",36.790001
"254","2014-06-20",40.709999
"255","2014-06-23",38.799999
"256","2014-06-24",38.57
"257","2014-06-25",39.52
"258","2014-06-26",40.18
"259","2014-06-27",39.41
"260","2014-06-30",38.57
"261","2014-07-01",39.889999
"262","2014-07-02",38.84
"263","2014-07-03",39.950001
"264","2014-07-07",37.619999
"265","2014-07-08",34.349998
"266","2014-07-09",33.939999
"267","2014-07-10",33.720001
"268","2014-07-11",34.049999
"269","2014-07-14",34.189999
"270","2014-07-15",32.73
"271","2014-07-16",30.469999
"272","2014-07-17",30.76
"273","2014-07-18",33.91
"274","2014-07-21",33.950001
"275","2014-07-22",34.419998
"276","2014-07-23",33.990002
"277","2014-07-24",33.98
"278","2014-07-25",33.389999
"279","2014-07-28",32.93
"280","2014-07-29",33.869999
"281","2014-07-30",34.400002
"282","2014-07-31",33.400002
"283","2014-08-01",34.380001
"284","2014-08-04",33.669998
"285","2014-08-05",33.98
"286","2014-08-06",35.389999
"287","2014-08-07",33.970001
"288","2014-08-08",34.240002
"289","2014-08-11",34.5
"290","2014-08-12",33.549999
"291","2014-08-13",34.939999
"292","2014-08-14",35.110001
"293","2014-08-15",36.400002
"294","2014-08-18",37.25
"295","2014-08-19",37.110001
"296","2014-08-20",36.889999
"297","2014-08-21",35.509998
"298","2014-08-22",35.580002
"299","2014-08-25",36.720001
"300","2014-08-26",36.970001
"301","2014-08-27",37.639999
"302","2014-08-28",36.98
"303","2014-08-29",40.009998
"304","2014-09-02",38.540001
"305","2014-09-03",38.029999
"306","2014-09-04",37.860001
"307","2014-09-05",38.439999
"308","2014-09-08",37.689999
"309","2014-09-09",36.900002
"310","2014-09-10",37.84
"311","2014-09-11",36.5
"312","2014-09-12",36.900002
"313","2014-09-15",34.32
"314","2014-09-16",35.459999
"315","2014-09-17",35.369999
"316","2014-09-18",36
"317","2014-09-19",36.630001
"318","2014-09-22",36.490002
"319","2014-09-23",35.919998
"320","2014-09-24",36.259998
"321","2014-09-25",35.599998
"322","2014-09-26",36.75
"323","2014-09-29",36.900002
"324","2014-09-30",35.880001
"325","2014-10-01",34.66
"326","2014-10-02",34.779999
"327","2014-10-03",35.73
"328","2014-10-06",34.990002
"329","2014-10-07",34.419998
"330","2014-10-08",35.290001
"331","2014-10-09",34.02
"332","2014-10-10",32.119999
"333","2014-10-13",30.690001
"334","2014-10-14",31.129999
"335","2014-10-15",32.830002
"336","2014-10-16",34.82
"337","2014-10-17",36
"338","2014-10-20",36.82
"339","2014-10-21",37.360001
"340","2014-10-22",37.23
"341","2014-10-23",39.330002
"342","2014-10-24",41
"343","2014-10-27",39.950001
"344","2014-10-28",41.02
"345","2014-10-29",39.669998
"346","2014-10-30",41.290001
"347","2014-10-31",41.990002
"348","2014-11-03",41.610001
"349","2014-11-04",41.889999
"350","2014-11-05",39.009998
"351","2014-11-06",41.700001
"352","2014-11-07",41.029999
"353","2014-11-10",42.5
