"","date","HPQ"
"1","2007-01-03",18.900999
"2","2007-01-04",18.928247
"3","2007-01-05",19.164396
"4","2007-01-08",19.059946
"5","2007-01-09",19.164396
"6","2007-01-10",19.164396
"7","2007-01-11",19.364214
"8","2007-01-12",19.768393
"9","2007-01-16",19.618528
"10","2007-01-17",19.296095
"11","2007-01-18",19.227974
"12","2007-01-19",19.07357
"13","2007-01-22",19.082653
"14","2007-01-23",19.21435
"15","2007-01-24",19.250681
"16","2007-01-25",18.941872
"17","2007-01-26",18.932789
"18","2007-01-29",19.264305
"19","2007-01-30",19.577656
"20","2007-01-31",19.65486
"21","2007-02-01",19.237057
"22","2007-02-02",19.105358
"23","2007-02-05",19.441418
"24","2007-02-06",19.078112
"25","2007-02-07",19.209808
"26","2007-02-08",19.287012
"27","2007-02-09",19.17802
"28","2007-02-12",19.118982
"29","2007-02-13",19.341507
"30","2007-02-14",19.4505
"31","2007-02-15",19.38238
"32","2007-02-16",19.423252
"33","2007-02-20",19.586739
"34","2007-02-21",18.66485
"35","2007-02-22",18.519527
"36","2007-02-23",18.537693
"37","2007-02-26",18.297003
"38","2007-02-27",17.674841
"39","2007-02-28",17.870117
"40","2007-03-01",17.679382
"41","2007-03-02",17.561308
"42","2007-03-05",17.597639
"43","2007-03-06",17.906448
"44","2007-03-07",18.242506
"45","2007-03-08",18.28792
"46","2007-03-09",18.21526
"47","2007-03-12",18.333334
"48","2007-03-13",17.960945
"49","2007-03-14",18.069937
"50","2007-03-15",18.029064
"51","2007-03-16",18.124432
"52","2007-03-19",18.260672
"53","2007-03-20",17.988192
"54","2007-03-21",18.251589
"55","2007-03-22",18.369663
"56","2007-03-23",18.36058
"57","2007-03-26",18.365122
"58","2007-03-27",18.269754
"59","2007-03-28",18.069937
"60","2007-03-29",18.165304
"61","2007-03-30",18.228884
"62","2007-04-02",18.306086
"63","2007-04-03",18.569483
"64","2007-04-04",18.66485
"65","2007-04-05",18.982742
"66","2007-04-09",18.773842
"67","2007-04-10",18.492279
"68","2007-04-11",18.49682
"69","2007-04-12",18.673933
"70","2007-04-13",18.701181
"71","2007-04-16",18.705723
"72","2007-04-17",18.714806
"73","2007-04-18",18.610353
"74","2007-04-19",18.687557
"75","2007-04-20",18.787466
"76","2007-04-23",18.805632
"77","2007-04-24",18.914623
"78","2007-04-25",19.014532
"79","2007-04-26",19.091734
"80","2007-04-27",19.205269
"81","2007-04-30",19.137148
"82","2007-05-01",19.491371
"83","2007-05-02",19.495913
"84","2007-05-03",19.4505
"85","2007-05-04",19.886467
"86","2007-05-07",19.891008
"87","2007-05-08",20.440508
"88","2007-05-09",20.404179
"89","2007-05-10",20.286104
"90","2007-05-11",20.54496
"91","2007-05-14",20.445049
"92","2007-05-15",20.322433
"93","2007-05-16",20.531336
"94","2007-05-17",20.37693
"95","2007-05-18",20.245232
"96","2007-05-21",20.535877
"97","2007-05-22",20.699364
