"","date","BMTC"
"1","2007-01-03",23.73
"2","2007-01-04",23.65
"3","2007-01-05",23.6
"4","2007-01-08",23.6
"5","2007-01-09",23.629999
"6","2007-01-10",23.65
"7","2007-01-11",23.67
"8","2007-01-12",24.200001
"9","2007-01-16",24.5
"10","2007-01-17",24.860001
"11","2007-01-18",24.709999
"12","2007-01-19",24.700001
"13","2007-01-22",24.34
"14","2007-01-23",24.32
"15","2007-01-24",24.49
"16","2007-01-25",24.15
"17","2007-01-26",24.15
"18","2007-01-29",24.219999
"19","2007-01-30",24.030001
"20","2007-01-31",24.1
"21","2007-02-01",24.17
"22","2007-02-02",23.77
"23","2007-02-05",23.950001
"24","2007-02-06",23.99
"25","2007-02-07",24.02
"26","2007-02-08",23.92
"27","2007-02-09",23.83
"28","2007-02-12",23.75
"29","2007-02-13",23.469999
"30","2007-02-14",23.5
"31","2007-02-15",23.459999
"32","2007-02-16",23.459999
"33","2007-02-20",23.4
"34","2007-02-21",23.200001
"35","2007-02-22",23.440001
"36","2007-02-23",23.35
"37","2007-02-26",23.25
"38","2007-02-27",22.940001
"39","2007-02-28",23.23
"40","2007-03-01",22.780001
"41","2007-03-02",23
"42","2007-03-05",22.870001
"43","2007-03-06",23.1
"44","2007-03-07",23.16
"45","2007-03-08",23.15
"46","2007-03-09",23.459999
"47","2007-03-12",23.41
"48","2007-03-13",23.6
"49","2007-03-14",23.450001
"50","2007-03-15",23.549999
"51","2007-03-16",23.610001
"52","2007-03-19",23.65
"53","2007-03-20",23.530001
"54","2007-03-21",23.690001
"55","2007-03-22",23.700001
"56","2007-03-23",23.870001
"57","2007-03-26",22.92
"58","2007-03-27",23.190001
"59","2007-03-28",23.15
"60","2007-03-29",23.16
"61","2007-03-30",23.15
"62","2007-04-02",23.27
"63","2007-04-03",23.26
"64","2007-04-04",23.26
"65","2007-04-05",23.469999
"66","2007-04-09",23.74
"67","2007-04-10",23.98
"68","2007-04-11",23.5
"69","2007-04-12",23.620001
"70","2007-04-13",23.700001
"71","2007-04-16",24.15
"72","2007-04-17",23.860001
"73","2007-04-18",24.030001
"74","2007-04-19",24.07
"75","2007-04-20",23.610001
"76","2007-04-23",23.959999
"77","2007-04-24",23.860001
"78","2007-04-25",24.34
"79","2007-04-26",24.18
"80","2007-04-27",24.18
"81","2007-04-30",24.58
"82","2007-05-01",24.74
"83","2007-05-02",25.299999
"84","2007-05-03",24.860001
"85","2007-05-04",24.360001
"86","2007-05-07",24.110001
"87","2007-05-08",24.5
"88","2007-05-09",24.5
"89","2007-05-10",24.49
"90","2007-05-11",24.299999
"91","2007-05-14",23.91
"92","2007-05-15",23.6
"93","2007-05-16",23.290001
"94","2007-05-17",23.24
"95","2007-05-18",23.120001
"96","2007-05-21",23.059999
"97","2007-05-22",23.01
"98","2007-05-23",22.719999
"99","2007-05-24",22.889999
"100","2007-05-25",22.959999
"101","2007-05-29",23.02
"102","2007-05-30",22.950001
"103","2007-05-31",23.24
"104","2007-06-01",23.040001
"105","2007-06-04",23.360001
"106","2007-06-05",23.379999
"107","2007-06-06",23.15
"108","2007-06-07",23.18
"109","2007-06-08",23.33
"110","2007-06-11",22.99
"111","2007-06-12",22.799999
"112","2007-06-13",22.99
"113","2007-06-14",22.450001
"114","2007-06-15",22.4
"115","2007-06-18",22.92
"116","2007-06-19",23.01
"117","2007-06-20",22.959999
"118","2007-06-21",23.139999
"119","2007-06-22",22.360001
"120","2007-06-25",22.49
"121","2007-06-26",22.67
"122","2007-06-27",22.75
"123","2007-06-28",22.389999
"124","2007-06-29",22.98
"125","2007-07-02",23.6
"126","2007-07-03",23.83
"127","2007-07-05",23.92
"128","2007-07-06",24.08
"129","2007-07-09",23.67
"130","2007-07-10",23.5
"131","2007-07-11",23.5
"132","2007-07-12",23.35
"133","2007-07-13",23.9
"134","2007-07-16",23.870001
"135","2007-07-17",24.059999
"136","2007-07-18",23.610001
"137","2007-07-19",23.99
"138","2007-07-20",23.9
"139","2007-07-23",24.41
"140","2007-07-24",24.85
"141","2007-07-25",24.450001
"142","2007-07-26",23.52
"143","2007-07-27",23.1
"144","2007-07-30",22.709999
"145","2007-07-31",22.440001
"146","2007-08-01",22.09
"147","2007-08-02",22.219999
"148","2007-08-03",22.23
"149","2007-08-06",22.6
"150","2007-08-07",23.040001
"151","2007-08-08",22.889999
"152","2007-08-09",21.809999
"153","2007-08-10",21.799999
"154","2007-08-13",21.75
"155","2007-08-14",22.200001
"156","2007-08-15",22.219999
"157","2007-08-16",22
"158","2007-08-17",21.75
"159","2007-08-20",22
"160","2007-08-21",22.24
"161","2007-08-22",22.07
"162","2007-08-23",22.030001
"163","2007-08-24",21.91
"164","2007-08-27",22.02
"165","2007-08-28",22
"166","2007-08-29",22.440001
"167","2007-08-30",22.719999
"168","2007-08-31",22.620001
"169","2007-09-04",22.610001
"170","2007-09-05",22.08
"171","2007-09-06",22.290001
"172","2007-09-07",22.83
"173","2007-09-10",22.9
"174","2007-09-11",22.26
"175","2007-09-12",21.73
"176","2007-09-13",21.98
"177","2007-09-14",21.809999
"178","2007-09-17",22.809999
"179","2007-09-18",21.940001
"180","2007-09-19",22
"181","2007-09-20",21.99
"182","2007-09-21",22.18
"183","2007-09-24",22.1
"184","2007-09-25",22.030001
"185","2007-09-26",21.969999
"186","2007-09-27",21.99
"187","2007-09-28",22
"188","2007-10-01",22
"189","2007-10-02",22
"190","2007-10-03",22.25
"191","2007-10-04",22.219999
"192","2007-10-05",22.059999
"193","2007-10-08",22.25
"194","2007-10-09",21.809999
"195","2007-10-10",21.9
"196","2007-10-11",22
"197","2007-10-12",21.969999
"198","2007-10-15",22.190001
"199","2007-10-16",22.780001
"200","2007-10-17",22.790001
"201","2007-10-18",22.950001
"202","2007-10-19",22.42
"203","2007-10-22",22.5
"204","2007-10-23",22.5
"205","2007-10-24",22.51
"206","2007-10-25",22.32
"207","2007-10-26",22.370001
"208","2007-10-29",22.620001
"209","2007-10-30",22.620001
"210","2007-10-31",22.120001
"211","2007-11-01",22.35
"212","2007-11-02",21.82
"213","2007-11-05",21.629999
"214","2007-11-06",21.879999
"215","2007-11-07",22.200001
"216","2007-11-08",22.35
"217","2007-11-09",22.42
"218","2007-11-12",22.559999
"219","2007-11-13",22.559999
"220","2007-11-14",22.299999
"221","2007-11-15",22.059999
"222","2007-11-16",21.620001
"223","2007-11-19",21.940001
"224","2007-11-20",22
"225","2007-11-21",21.98
"226","2007-11-23",21.51
"227","2007-11-26",21.719999
"228","2007-11-27",21.780001
"229","2007-11-28",22.040001
"230","2007-11-29",22.040001
"231","2007-11-30",22.040001
"232","2007-12-03",22.48
"233","2007-12-04",22.5
"234","2007-12-05",22.5
"235","2007-12-06",22.219999
"236","2007-12-07",22.370001
"237","2007-12-10",22.610001
"238","2007-12-11",22.82
