"","date","KNSA"
"305","2019-08-12",10.99
"306","2019-08-13",11.1
"307","2019-08-14",10.69
"308","2019-08-15",9.41
"309","2019-08-16",9.99
"310","2019-08-19",10.39
"311","2019-08-20",10.5
"312","2019-08-21",10.36
"313","2019-08-22",9.86
"314","2019-08-23",8.87
"315","2019-08-26",9.29
"316","2019-08-27",9.1
"317","2019-08-28",9.17
"318","2019-08-29",9.26
"319","2019-08-30",8.83
"320","2019-09-03",8.3
"321","2019-09-04",8.19
"322","2019-09-05",8.94
"323","2019-09-06",9.34
"324","2019-09-09",9.69
"325","2019-09-10",9.9
"326","2019-09-11",10.3
"327","2019-09-12",9.5
"328","2019-09-13",9.22
"329","2019-09-16",9.24
"330","2019-09-17",8.83
"331","2019-09-18",9.17
"332","2019-09-19",9.22
"333","2019-09-20",9.22
"334","2019-09-23",8.8
"335","2019-09-24",8.15
"336","2019-09-25",8.42
"337","2019-09-26",8.19
"338","2019-09-27",8.72
"339","2019-09-30",8.51
"340","2019-10-01",8.17
"341","2019-10-02",7.5
"342","2019-10-03",7.5
"343","2019-10-04",7.32
"344","2019-10-07",7.07
"345","2019-10-08",6.75
"346","2019-10-09",6.52
"347","2019-10-10",6.64
"348","2019-10-11",6.37
"349","2019-10-14",5.95
"350","2019-10-15",5.88
"351","2019-10-16",5.59
"352","2019-10-17",5.29
"353","2019-10-18",5.24
"354","2019-10-21",5.92
"355","2019-10-22",5.77
"356","2019-10-23",6.09
"357","2019-10-24",5.93
"358","2019-10-25",5.99
"359","2019-10-28",6.2
"360","2019-10-29",6.93
"361","2019-10-30",7.09
"362","2019-10-31",7.05
"363","2019-11-01",7.46
"364","2019-11-04",7.27
"365","2019-11-05",7.3
"366","2019-11-06",6.78
"367","2019-11-07",7
"368","2019-11-08",7.32
"369","2019-11-11",7.33
"370","2019-11-12",6.75
"371","2019-11-13",6.63
"372","2019-11-14",6.45
"373","2019-11-15",6.54
"374","2019-11-18",6.49
"375","2019-11-19",6.94
"376","2019-11-20",8.93
"377","2019-11-21",8.94
"378","2019-11-22",9.62
"379","2019-11-25",10.61
"380","2019-11-26",10.41
"381","2019-11-27",10.83
"382","2019-11-29",10.65
"383","2019-12-02",10.14
"384","2019-12-03",11.07
"385","2019-12-04",10.05
"386","2019-12-05",9.97
"387","2019-12-06",10.61
"388","2019-12-09",11.37
"389","2019-12-10",12.92
"390","2019-12-11",12.79
"391","2019-12-12",12.96
"392","2019-12-13",12.57
"393","2019-12-16",12.31
"394","2019-12-17",12.45
"395","2019-12-18",12.26
"396","2019-12-19",12.56
"397","2019-12-20",12.47
"398","2019-12-23",12.28
"399","2019-12-24",12.46
"400","2019-12-26",12.11
"401","2019-12-27",11.7
"402","2019-12-30",11
"403","2019-12-31",11.06
"404","2020-01-02",11.19
"405","2020-01-03",12.25
"406","2020-01-06",13.29
"407","2020-01-07",13.98
"408","2020-01-08",15.15
"409","2020-01-09",14.28
"410","2020-01-10",14.01
"411","2020-01-13",13.79
"412","2020-01-14",14.95
"413","2020-01-15",14.7
"414","2020-01-16",15.62
"415","2020-01-17",15.45
"416","2020-01-21",15.54
"417","2020-01-22",15.29
"418","2020-01-23",14.93
"419","2020-01-24",14.62
"420","2020-01-27",14.49
"421","2020-01-28",15.01
"422","2020-01-29",14.98
"423","2020-01-30",14.8
"424","2020-01-31",14.71
"425","2020-02-03",15.26
"426","2020-02-04",16.040001
"427","2020-02-05",16.23
"428","2020-02-06",16.52
"429","2020-02-07",16.639999
"430","2020-02-10",16.92
"431","2020-02-11",17.32
"432","2020-02-12",18.02
"433","2020-02-13",18.26
"434","2020-02-14",17.33
"435","2020-02-18",17.950001
"436","2020-02-19",18.26
"437","2020-02-20",18.77
"438","2020-02-21",19.17
"439","2020-02-24",18.610001
"440","2020-02-25",17.809999
"441","2020-02-26",18.23
"442","2020-02-27",17.690001
"443","2020-02-28",18.459999
"444","2020-03-02",18.889999
"445","2020-03-03",19.389999
"446","2020-03-04",19.700001
"447","2020-03-05",19.65
"448","2020-03-06",19.76
"449","2020-03-09",17.370001
"450","2020-03-10",17.959999
"451","2020-03-11",16.1
"452","2020-03-12",15.01
"453","2020-03-13",15.52
"454","2020-03-16",11.73
"455","2020-03-17",12.4
"456","2020-03-18",11
"457","2020-03-19",12.57
"458","2020-03-20",13.1
"459","2020-03-23",12.3
"460","2020-03-24",13.57
"461","2020-03-25",13.83
"462","2020-03-26",13.36
"463","2020-03-27",12.56
"464","2020-03-30",12.22
"465","2020-03-31",15.48
"466","2020-04-01",15.08
"467","2020-04-02",16.84
"468","2020-04-03",17.91
"469","2020-04-06",17.790001
"470","2020-04-07",17.08
"471","2020-04-08",16.93
"472","2020-04-09",16.99
"473","2020-04-13",17.110001
"474","2020-04-14",17.15
"475","2020-04-15",17.610001
"476","2020-04-16",17.68
"477","2020-04-17",18.379999
"478","2020-04-20",19
"479","2020-04-21",20.450001
"480","2020-04-22",19.98
"481","2020-04-23",18.57
"482","2020-04-24",19.860001
"483","2020-04-27",21
"484","2020-04-28",20.83
"485","2020-04-29",19.540001
"486","2020-04-30",19.950001
"487","2020-05-01",19.059999
"488","2020-05-04",19.950001
"489","2020-05-05",20.299999
"490","2020-05-06",20.959999
"491","2020-05-07",20.389999
"492","2020-05-08",20.43
"493","2020-05-11",22.33
"494","2020-05-12",21.129999
"495","2020-05-13",18.99
"496","2020-05-14",21
"497","2020-05-15",21.459999
"498","2020-05-18",21.48
"499","2020-05-19",19.9
"500","2020-05-20",21.66
"501","2020-05-21",21.620001
"502","2020-05-22",21.440001
"503","2020-05-26",21.76
"504","2020-05-27",20.82
"505","2020-05-28",20.870001
"506","2020-05-29",20.870001
"507","2020-06-01",21.57
"508","2020-06-02",20.889999
"509","2020-06-03",21.15
"510","2020-06-04",21.139999
"511","2020-06-05",21.549999
"512","2020-06-08",23.99
"513","2020-06-09",23.049999
"514","2020-06-10",24.24
"515","2020-06-11",20.639999
"516","2020-06-12",21.52
"517","2020-06-15",23.459999
"518","2020-06-16",23.629999
"519","2020-06-17",24.209999
"520","2020-06-18",24.530001
"521","2020-06-19",24.450001
"522","2020-06-22",25.01
"523","2020-06-23",24.4
"524","2020-06-24",24.68
"525","2020-06-25",25.190001
"526","2020-06-26",23.030001
"527","2020-06-29",26
"528","2020-06-30",25.48
"529","2020-07-01",25.530001
"530","2020-07-02",23.73
"531","2020-07-06",23.049999
"532","2020-07-07",22.85
"533","2020-07-08",23.27
"534","2020-07-09",23.040001
"535","2020-07-10",22.25
"536","2020-07-13",21.27
"537","2020-07-14",21.99
"538","2020-07-15",22.459999
"539","2020-07-16",22.120001
"540","2020-07-17",23.43
"541","2020-07-20",23.879999
"542","2020-07-21",21.65
"543","2020-07-22",21.35
"544","2020-07-23",20.73
"545","2020-07-24",20.030001
"546","2020-07-27",20.09
"547","2020-07-28",20.09
"548","2020-07-29",19.360001
"549","2020-07-30",19.620001
"550","2020-07-31",19.52
"551","2020-08-03",19.65
"552","2020-08-04",19.120001
"553","2020-08-05",19.77
"554","2020-08-06",19.6
"555","2020-08-07",19.700001
"556","2020-08-10",20
"557","2020-08-11",19.040001
"558","2020-08-12",18.309999
"559","2020-08-13",18.719999
"560","2020-08-14",17.700001
"561","2020-08-17",17.469999
"562","2020-08-18",17.9
"563","2020-08-19",17.4
"564","2020-08-20",17.950001
"565","2020-08-21",17.639999
"566","2020-08-24",17.290001
"567","2020-08-25",17.799999
"568","2020-08-26",17.07
"569","2020-08-27",16.290001
"570","2020-08-28",16.514999
"571","2020-08-31",17.67
"572","2020-09-01",16.6
"573","2020-09-02",16.530001
"574","2020-09-03",15.71
"575","2020-09-04",15.37
"576","2020-09-08",15.56
"577","2020-09-09",15.95
"578","2020-09-10",15.5
"579","2020-09-11",15.88
"580","2020-09-14",16.48
"581","2020-09-15",17.34
"582","2020-09-16",17.139999
"583","2020-09-17",16.9
"584","2020-09-18",17.24
"585","2020-09-21",15.77
"586","2020-09-22",16.59
"587","2020-09-23",15.75
"588","2020-09-24",15.21
"589","2020-09-25",15.82
"590","2020-09-28",15.42
"591","2020-09-29",15.55
"592","2020-09-30",15.32
"593","2020-10-01",15.325
"594","2020-10-02",15.1
"595","2020-10-05",15.84
"596","2020-10-06",18.74
"597","2020-10-07",19.200001
"598","2020-10-08",20.280001
"599","2020-10-09",20.950001
"600","2020-10-12",21.15
"601","2020-10-13",20.620001
"602","2020-10-14",19.41
"603","2020-10-15",18.549999
"604","2020-10-16",18.41
"605","2020-10-19",18.200001
"606","2020-10-20",17.35
"607","2020-10-21",17.32
"608","2020-10-22",17.93
"609","2020-10-23",18.76
"610","2020-10-26",18.209999
"611","2020-10-27",18.43
"612","2020-10-28",16.82
"613","2020-10-29",16
"614","2020-10-30",15.66
"615","2020-11-02",15.42
"616","2020-11-03",15.46
"617","2020-11-04",16.209999
"618","2020-11-05",16.219999
"619","2020-11-06",15.25
"620","2020-11-09",15.05
"621","2020-11-10",15.05
"622","2020-11-11",15.51
"623","2020-11-12",15.55
"624","2020-11-13",15.65
"625","2020-11-16",15.92
"626","2020-11-17",15.23
"627","2020-11-18",14.8
"628","2020-11-19",14.92
"629","2020-11-20",14.88
"630","2020-11-23",15.5
"631","2020-11-24",17.030001
"632","2020-11-25",17.700001
"633","2020-11-27",18.26
