"","date","KNSA"
"1","2018-05-25",19.41
"2","2018-05-29",17.209999
"3","2018-05-30",17.200001
"4","2018-05-31",17.110001
"5","2018-06-01",17.799999
"6","2018-06-04",18.030001
"7","2018-06-05",18.24
"8","2018-06-06",18
"9","2018-06-07",17.360001
"10","2018-06-08",17.370001
"11","2018-06-11",17.77
"12","2018-06-12",18.209999
"13","2018-06-13",18.32
"14","2018-06-14",18.799999
"15","2018-06-15",18.290001
"16","2018-06-18",17.5
"17","2018-06-19",19
"18","2018-06-20",20.35
"19","2018-06-21",19.25
"20","2018-06-22",19.219999
"21","2018-06-25",17.9
"22","2018-06-26",17.5
"23","2018-06-27",16.969999
"24","2018-06-28",16.73
"25","2018-06-29",17.35
"26","2018-07-02",16.92
"27","2018-07-03",16.709999
"28","2018-07-05",16.77
"29","2018-07-06",16.709999
"30","2018-07-09",17.049999
"31","2018-07-10",16.98
"32","2018-07-11",16.75
"33","2018-07-12",16.73
"34","2018-07-13",16.139999
"35","2018-07-16",15.85
"36","2018-07-17",15.45
"37","2018-07-18",15.46
"38","2018-07-19",15.63
"39","2018-07-20",15.85
"40","2018-07-23",15.91
"41","2018-07-24",15.52
"42","2018-07-25",15.43
"43","2018-07-26",13.77
"44","2018-07-27",13.23
"45","2018-07-30",13.44
"46","2018-07-31",13.99
"47","2018-08-01",14.21
"48","2018-08-02",13.96
"49","2018-08-03",13.66
"50","2018-08-06",13.88
"51","2018-08-07",13.89
"52","2018-08-08",13.97
"53","2018-08-09",13.99
"54","2018-08-10",14.14
"55","2018-08-13",14.68
"56","2018-08-14",15.63
"57","2018-08-15",16.09
"58","2018-08-16",16.360001
"59","2018-08-17",15.94
"60","2018-08-20",16.92
"61","2018-08-21",17.17
"62","2018-08-22",17.559999
"63","2018-08-23",17.049999
"64","2018-08-24",17.459999
"65","2018-08-27",18.360001
"66","2018-08-28",19
"67","2018-08-29",21.5
"68","2018-08-30",21.690001
"69","2018-08-31",22.040001
"70","2018-09-04",23.889999
"71","2018-09-05",24.34
"72","2018-09-06",26.26
"73","2018-09-07",26.98
"74","2018-09-10",28.870001
"75","2018-09-11",26
"76","2018-09-12",25.59
"77","2018-09-13",24.98
"78","2018-09-14",26.48
"79","2018-09-17",27.99
"80","2018-09-18",27.58
"81","2018-09-19",29.33
"82","2018-09-20",30.93
"83","2018-09-21",29.77
"84","2018-09-24",29.120001
"85","2018-09-25",29.09
"86","2018-09-26",26.559999
"87","2018-09-27",26.309999
"88","2018-09-28",25.5
"89","2018-10-01",23.92
"90","2018-10-02",23.809999
"91","2018-10-03",22.49
"92","2018-10-04",22.09
"93","2018-10-05",21.24
"94","2018-10-08",20.43
"95","2018-10-09",20.120001
"96","2018-10-10",19.15
"97","2018-10-11",18.92
"98","2018-10-12",18.889999
"99","2018-10-15",19.77
"100","2018-10-16",21.4
"101","2018-10-17",21.67
"102","2018-10-18",20.879999
"103","2018-10-19",22.290001
"104","2018-10-22",22.83
"105","2018-10-23",20.860001
"106","2018-10-24",19.110001
"107","2018-10-25",20.059999
"108","2018-10-26",20.43
"109","2018-10-29",19.059999
"110","2018-10-30",18.889999
"111","2018-10-31",19.040001
"112","2018-11-01",20.129999
"113","2018-11-02",21.299999
"114","2018-11-05",20.58
"115","2018-11-06",20.02
"116","2018-11-07",21.34
"117","2018-11-08",21.129999
"118","2018-11-09",19.940001
"119","2018-11-12",18.309999
"120","2018-11-13",16.25
"121","2018-11-14",17.09
"122","2018-11-15",18.15
"123","2018-11-16",17.469999
"124","2018-11-19",16.27
"125","2018-11-20",16.34
"126","2018-11-21",20.290001
"127","2018-11-23",21.129999
"128","2018-11-26",21.620001
"129","2018-11-27",19.33
"130","2018-11-28",20.450001
"131","2018-11-29",20.58
"132","2018-11-30",20.219999
"133","2018-12-03",21
"134","2018-12-04",20.799999
"135","2018-12-06",19.360001
"136","2018-12-07",21.6
"137","2018-12-10",24.98
"138","2018-12-11",24.379999
"139","2018-12-12",24.469999
"140","2018-12-13",22.879999
"141","2018-12-14",22
"142","2018-12-17",20.370001
"143","2018-12-18",20.26
"144","2018-12-19",20.83
"145","2018-12-20",20.870001
"146","2018-12-21",21.65
"147","2018-12-24",21.85
"148","2018-12-26",25.16
"149","2018-12-27",24.120001
"150","2018-12-28",24.870001
"151","2018-12-31",28.09
"152","2019-01-02",26.59
"153","2019-01-03",26.559999
"154","2019-01-04",25.950001
"155","2019-01-07",25.99
"156","2019-01-08",25.690001
"157","2019-01-09",23.709999
"158","2019-01-10",23.620001
"159","2019-01-11",22.16
"160","2019-01-14",20.73
"161","2019-01-15",22.709999
"162","2019-01-16",22.809999
"163","2019-01-17",23.4
"164","2019-01-18",23.969999
"165","2019-01-22",24.639999
"166","2019-01-23",23.280001
"167","2019-01-24",21.93
"168","2019-01-25",22.370001
"169","2019-01-28",21.549999
"170","2019-01-29",18.58
"171","2019-01-30",18.26
"172","2019-01-31",17.5
"173","2019-02-01",17.309999
"174","2019-02-04",17.09
"175","2019-02-05",16.700001
"176","2019-02-06",16.83
"177","2019-02-07",17.690001
"178","2019-02-08",17.15
"179","2019-02-11",17.76
"180","2019-02-12",17.709999
"181","2019-02-13",17.559999
"182","2019-02-14",17.809999
"183","2019-02-15",17.690001
"184","2019-02-19",17.639999
"185","2019-02-20",17.700001
"186","2019-02-21",17.67
"187","2019-02-22",17.620001
"188","2019-02-25",17.639999
"189","2019-02-26",18.219999
"190","2019-02-27",18.43
"191","2019-02-28",17.950001
"192","2019-03-01",18.23
"193","2019-03-04",17.92
"194","2019-03-05",17.57
"195","2019-03-06",16.959999
"196","2019-03-07",16.18
"197","2019-03-08",15.93
"198","2019-03-11",16.559999
"199","2019-03-12",16.93
"200","2019-03-13",17.57
"201","2019-03-14",17.620001
"202","2019-03-15",17.5
"203","2019-03-18",17.84
"204","2019-03-19",18.040001
"205","2019-03-20",18.17
"206","2019-03-21",17.360001
"207","2019-03-22",15.96
"208","2019-03-25",16.440001
"209","2019-03-26",17.030001
"210","2019-03-27",16.6
"211","2019-03-28",17.709999
"212","2019-03-29",18.059999
"213","2019-04-01",17.889999
"214","2019-04-02",17.49
"215","2019-04-03",17.9
"216","2019-04-04",17.780001
"217","2019-04-05",20.389999
"218","2019-04-08",18.23
"219","2019-04-09",18.610001
"220","2019-04-10",18.65
"221","2019-04-11",18
"222","2019-04-12",18.049999
"223","2019-04-15",17.02
"224","2019-04-16",16.620001
"225","2019-04-17",16.200001
"226","2019-04-18",16.459999
"227","2019-04-22",16.32
"228","2019-04-23",16.07
"229","2019-04-24",15.29
"230","2019-04-25",15.93
"231","2019-04-26",16.16
"232","2019-04-29",15.65
"233","2019-04-30",14.93
"234","2019-05-01",14.32
"235","2019-05-02",14.59
"236","2019-05-03",15.5
"237","2019-05-06",15.48
"238","2019-05-07",14.69
"239","2019-05-08",14.98
"240","2019-05-09",14.43
"241","2019-05-10",15.09
"242","2019-05-13",15.41
"243","2019-05-14",15.11
"244","2019-05-15",15.11
"245","2019-05-16",15.31
"246","2019-05-17",15
"247","2019-05-20",15.49
"248","2019-05-21",16.5
"249","2019-05-22",16.43
"250","2019-05-23",15.08
"251","2019-05-24",15.67
"252","2019-05-28",15.94
"253","2019-05-29",15.47
"254","2019-05-30",15.58
"255","2019-05-31",15.25
"256","2019-06-03",15.65
"257","2019-06-04",15.9
"258","2019-06-05",15.7
"259","2019-06-06",14.54
"260","2019-06-07",13.75
"261","2019-06-10",14.36
"262","2019-06-11",13.2
"263","2019-06-12",13.33
"264","2019-06-13",14.44
"265","2019-06-14",13.68
"266","2019-06-17",13.36
"267","2019-06-18",13.63
"268","2019-06-19",13.82
"269","2019-06-20",13.94
"270","2019-06-21",13.86
"271","2019-06-24",13.74
"272","2019-06-25",14.17
"273","2019-06-26",13.33
"274","2019-06-27",13.48
"275","2019-06-28",13.54
"276","2019-07-01",13.35
"277","2019-07-02",13.88
"278","2019-07-03",14.61
"279","2019-07-05",15.01
"280","2019-07-08",13.98
"281","2019-07-09",15.88
"282","2019-07-10",15.1
"283","2019-07-11",14.52
"284","2019-07-12",13.77
"285","2019-07-15",13.71
"286","2019-07-16",13.74
"287","2019-07-17",14
"288","2019-07-18",14.44
"289","2019-07-19",13.59
"290","2019-07-22",13.33
"291","2019-07-23",13.28
"292","2019-07-24",13.04
"293","2019-07-25",12.34
"294","2019-07-26",12.52
"295","2019-07-29",11.98
"296","2019-07-30",12.19
"297","2019-07-31",11.8
"298","2019-08-01",11.8
"299","2019-08-02",11.36
"300","2019-08-05",11.14
"301","2019-08-06",11.24
"302","2019-08-07",11.21
"303","2019-08-08",11.34
"304","2019-08-09",11.37
