"","date","NGHCN"
"1","2016-07-11",25.450001
"2","2016-07-12",25.278999
"3","2016-07-13",25.33
"4","2016-07-14",25.25
"5","2016-07-15",25.201
"6","2016-07-18",25.236
"7","2016-07-19",25.290001
"8","2016-07-20",25.35
"9","2016-07-21",25.42
"10","2016-07-22",25.5
"11","2016-07-25",25.49
"12","2016-07-26",25.450001
"13","2016-07-27",25.620001
"14","2016-07-28",25.709999
"15","2016-07-29",25.75
"16","2016-08-01",25.74
"17","2016-08-02",25.66
"18","2016-08-03",25.775
"19","2016-08-04",25.639999
"20","2016-08-05",25.733
"21","2016-08-08",25.77
"22","2016-08-09",25.9
"23","2016-08-10",25.9
"24","2016-08-11",25.709999
"25","2016-08-12",25.83
"26","2016-08-15",25.85
"27","2016-08-16",25.799999
"28","2016-08-17",25.889999
"29","2016-08-18",25.84
"30","2016-08-19",25.92
"31","2016-08-22",25.907
"32","2016-08-23",25.947001
"33","2016-08-24",26.07
"34","2016-08-25",26.01
"35","2016-08-26",26.07
"36","2016-08-29",26.219999
"37","2016-08-30",26.16
"38","2016-08-31",26.139999
"39","2016-09-01",26.117001
"40","2016-09-02",26.087999
"41","2016-09-06",26.139999
"42","2016-09-07",26.120001
"43","2016-09-08",26.105
"44","2016-09-09",25.683001
"45","2016-09-12",25.76
"46","2016-09-13",25.629999
"47","2016-09-14",25.870001
"48","2016-09-15",26.059999
"49","2016-09-16",26.190001
"50","2016-09-19",26.139999
"51","2016-09-20",25.98
"52","2016-09-21",26.07
"53","2016-09-22",26.27
"54","2016-09-23",26.440001
"55","2016-09-26",26.27
"56","2016-09-27",26.290001
"57","2016-09-28",25.805
"58","2016-09-29",25.620001
"59","2016-09-30",25.969999
"60","2016-10-03",26.120001
"61","2016-10-04",26.18
"62","2016-10-05",26.469999
"63","2016-10-06",26.139999
"64","2016-10-07",26.27
"65","2016-10-10",26.1
"66","2016-10-11",25.809999
"67","2016-10-12",26
"68","2016-10-13",26.08
"69","2016-10-14",26.15
"70","2016-10-17",26.1
"71","2016-10-18",26.1
"72","2016-10-19",26.309999
"73","2016-10-20",25.67
"74","2016-10-21",25.67
"75","2016-10-24",25.725
"76","2016-10-25",26.040001
"77","2016-10-26",26
"78","2016-10-27",25.76
"79","2016-10-28",25.76
"80","2016-10-31",25.639999
"81","2016-11-01",25.559999
"82","2016-11-02",25.42
"83","2016-11-03",24.940001
"84","2016-11-04",25.15
"85","2016-11-07",25.450001
"86","2016-11-08",25.370001
"87","2016-11-09",25.25
"88","2016-11-10",24.450001
"89","2016-11-11",24.790001
"90","2016-11-14",24.15
"91","2016-11-15",25.040001
"92","2016-11-16",25.16
"93","2016-11-17",25.200001
"94","2016-11-18",24.790001
"95","2016-11-21",25
"96","2016-11-22",25.030001
"97","2016-11-23",25
"98","2016-11-25",24.790001
"99","2016-11-28",25
"100","2016-11-29",24.66
"101","2016-11-30",24.68
"102","2016-12-01",24.440001
"103","2016-12-02",24.5
"104","2016-12-05",24.940001
"105","2016-12-06",24.549999
"106","2016-12-07",24.870001
"107","2016-12-08",24.969999
"108","2016-12-09",25.110001
"109","2016-12-12",25.049999
"110","2016-12-13",24.99
"111","2016-12-14",25
"112","2016-12-15",25.209999
"113","2016-12-16",25.190001
"114","2016-12-19",25.34
"115","2016-12-20",25.370001
"116","2016-12-21",25.35
"117","2016-12-22",25.469999
"118","2016-12-23",25.450001
"119","2016-12-27",25.41
"120","2016-12-28",25.110001
"121","2016-12-29",24.9
"122","2016-12-30",24.99
"123","2017-01-03",25.139999
"124","2017-01-04",25.309999
"125","2017-01-05",25.299999
"126","2017-01-06",25.549999
"127","2017-01-09",25.559999
"128","2017-01-10",25.43
"129","2017-01-11",25.43
"130","2017-01-12",25.34
"131","2017-01-13",25.41
"132","2017-01-17",25.33
"133","2017-01-18",25.469999
"134","2017-01-19",25.120001
"135","2017-01-20",25.4
"136","2017-01-23",25.389999
"137","2017-01-24",25.35
"138","2017-01-25",25.35
"139","2017-01-26",25.24
"140","2017-01-27",25.379999
"141","2017-01-30",25.440001
"142","2017-01-31",25.24
"143","2017-02-01",25.309999
"144","2017-02-02",25.52
"145","2017-02-03",25.35
"146","2017-02-06",25.49
"147","2017-02-07",25.48
"148","2017-02-08",25.540001
"149","2017-02-09",25.610001
"150","2017-02-10",25.549999
"151","2017-02-13",25.530001
"152","2017-02-14",25.379999
"153","2017-02-15",25.379999
"154","2017-02-16",25.5
"155","2017-02-17",25.41
"156","2017-02-21",25.4
"157","2017-02-22",25.290001
"158","2017-02-23",25.370001
"159","2017-02-24",25.549999
"160","2017-02-27",25.33
"161","2017-02-28",25.18
"162","2017-03-01",25.200001
"163","2017-03-02",25.132999
"164","2017-03-03",25.290001
"165","2017-03-06",25.290001
"166","2017-03-07",25.059999
"167","2017-03-08",24.84
"168","2017-03-09",24.620001
"169","2017-03-10",24.889999
"170","2017-03-13",24.884001
"171","2017-03-14",24.82
"172","2017-03-15",25.200001
"173","2017-03-16",25.159
"174","2017-03-17",24.940001
"175","2017-03-20",24.83
"176","2017-03-21",24.85
"177","2017-03-22",24.99
"178","2017-03-23",25.037001
"179","2017-03-24",25.190001
"180","2017-03-27",25.23
"181","2017-03-28",25.17
"182","2017-03-29",24.84
"183","2017-03-30",24.965
"184","2017-03-31",25
"185","2017-04-03",25.02
"186","2017-04-04",25.02
"187","2017-04-05",25.110001
"188","2017-04-06",25.110001
"189","2017-04-07",25.1
"190","2017-04-10",25.280001
"191","2017-04-11",24.459999
"192","2017-04-12",24.5
"193","2017-04-13",24.73
"194","2017-04-17",24.971001
"195","2017-04-18",24.969999
"196","2017-04-19",25.01
"197","2017-04-20",24.969999
"198","2017-04-21",25.16
"199","2017-04-24",25.27
"200","2017-04-25",25.149
"201","2017-04-26",25.24
"202","2017-04-27",25.33
"203","2017-04-28",25.379999
"204","2017-05-01",25.49
"205","2017-05-02",25.540001
"206","2017-05-03",25.57
"207","2017-05-04",25.49
"208","2017-05-05",25.6
"209","2017-05-08",25.59
"210","2017-05-09",25.349001
"211","2017-05-10",25.25
"212","2017-05-11",25.25
"213","2017-05-12",25.370001
"214","2017-05-15",25.49
"215","2017-05-16",25.540001
"216","2017-05-17",25.51
"217","2017-05-18",25.49
"218","2017-05-19",25.450001
"219","2017-05-22",25.530001
"220","2017-05-23",25.43
"221","2017-05-24",25.5
"222","2017-05-25",25.41
"223","2017-05-26",25.6
"224","2017-05-30",25.370001
"225","2017-05-31",25.549999
"226","2017-06-01",25.549999
"227","2017-06-02",25.52
"228","2017-06-05",25.497
"229","2017-06-06",25.639
"230","2017-06-07",25.632
"231","2017-06-08",25.58
"232","2017-06-09",25.620001
"233","2017-06-12",25.525999
"234","2017-06-13",25.66
"235","2017-06-14",25.84
"236","2017-06-15",25.92
"237","2017-06-16",25.844
"238","2017-06-19",25.9
"239","2017-06-20",26.08
"240","2017-06-21",26.23
"241","2017-06-22",26.17
"242","2017-06-23",26.235001
"243","2017-06-26",26.25
"244","2017-06-27",26.07
"245","2017-06-28",25.809999
"246","2017-06-29",25.77
"247","2017-06-30",25.799999
"248","2017-07-03",25.559999
"249","2017-07-05",25.790001
"250","2017-07-06",25.780001
"251","2017-07-07",25.799999
"252","2017-07-10",25.75
"253","2017-07-11",25.66
"254","2017-07-12",25.735001
"255","2017-07-13",25.76
"256","2017-07-14",25.52
"257","2017-07-17",25.627001
"258","2017-07-18",25.690001
"259","2017-07-19",25.77
"260","2017-07-20",25.950001
"261","2017-07-21",25.959999
"262","2017-07-24",25.98
"263","2017-07-25",25.93
"264","2017-07-26",25.98
"265","2017-07-27",25.944
"266","2017-07-28",26.049999
"267","2017-07-31",26.01
"268","2017-08-01",26
"269","2017-08-02",26.030001
"270","2017-08-03",25.969999
"271","2017-08-04",25.995001
"272","2017-08-07",26.01
"273","2017-08-08",26.1
"274","2017-08-09",25.611
"275","2017-08-10",25.33
"276","2017-08-11",25.360001
"277","2017-08-14",25.02
"278","2017-08-15",25.204
"279","2017-08-16",25.190001
"280","2017-08-17",25.16
"281","2017-08-18",25.219999
"282","2017-08-21",25.219999
"283","2017-08-22",25.200001
"284","2017-08-23",25.27
"285","2017-08-24",25.27
"286","2017-08-25",25.129999
"287","2017-08-28",25.02
"288","2017-08-29",25.049999
"289","2017-08-30",25
"290","2017-08-31",25.08
"291","2017-09-01",25
"292","2017-09-05",24.950001
"293","2017-09-06",24.860001
"294","2017-09-07",24.790001
"295","2017-09-08",24.9
"296","2017-09-11",24.9
"297","2017-09-12",24.914
"298","2017-09-13",25.18
"299","2017-09-14",25.15
"300","2017-09-15",25.1
"301","2017-09-18",25.15
"302","2017-09-19",25.290001
"303","2017-09-20",25.290001
"304","2017-09-21",25.33
"305","2017-09-22",25.32
"306","2017-09-25",25.360001
"307","2017-09-26",25.476
"308","2017-09-27",25.51
"309","2017-09-28",25.09
"310","2017-09-29",25.110001
"311","2017-10-02",25.09
"312","2017-10-03",25.129999
"313","2017-10-04",25.139999
"314","2017-10-05",25.120001
"315","2017-10-06",25.049999
"316","2017-10-09",25.049999
"317","2017-10-10",25.049999
"318","2017-10-11",25.18
"319","2017-10-12",25.27
"320","2017-10-13",25.290001
"321","2017-10-16",25.33
"322","2017-10-17",25.26
"323","2017-10-18",25.370001
"324","2017-10-19",25.309999
"325","2017-10-20",25.42
"326","2017-10-23",25.4
"327","2017-10-24",25.427999
"328","2017-10-25",25.360001
"329","2017-10-26",25.316
"330","2017-10-27",25.35
"331","2017-10-30",25.459
"332","2017-10-31",25.530001
"333","2017-11-01",25.5
"334","2017-11-02",25.381001
"335","2017-11-03",25.299999
"336","2017-11-06",25.139999
"337","2017-11-07",25.17
"338","2017-11-08",25.200001
"339","2017-11-09",25.110001
"340","2017-11-10",25.08
"341","2017-11-13",25.17
"342","2017-11-14",24.959999
"343","2017-11-15",25.059999
"344","2017-11-16",25.120001
"345","2017-11-17",25.194
"346","2017-11-20",25.309999
"347","2017-11-21",25.530001
"348","2017-11-22",25.58
"349","2017-11-24",25.5
"350","2017-11-27",25.534
"351","2017-11-28",25.450001
"352","2017-11-29",25.360001
"353","2017-11-30",25.42
"354","2017-12-01",25.32
"355","2017-12-04",25.379999
"356","2017-12-05",25.190001
"357","2017-12-06",25.219999
"358","2017-12-07",25.35
"359","2017-12-08",25.382
"360","2017-12-11",25.24
"361","2017-12-12",25.389999
"362","2017-12-13",25.194
"363","2017-12-14",25.200001
"364","2017-12-15",25.209999
"365","2017-12-18",25.27
"366","2017-12-19",25.139999
"367","2017-12-20",25.059999
"368","2017-12-21",25.190001
"369","2017-12-22",25.34
"370","2017-12-26",25.32
"371","2017-12-27",25.25
"372","2017-12-28",25.01
"373","2017-12-29",25.030001
"374","2018-01-02",24.92
"375","2018-01-03",24.959999
"376","2018-01-04",24.98
"377","2018-01-05",24.92
"378","2018-01-08",25.09
"379","2018-01-09",25.190001
"380","2018-01-10",25.200001
"381","2018-01-11",25
"382","2018-01-12",24.879999
