"","date","APTX"
"185","2019-03-18",4.2
"186","2019-03-19",4.09
"187","2019-03-20",4.01
"188","2019-03-21",4.04
"189","2019-03-22",4.36
"190","2019-03-25",4.28
"191","2019-03-26",4.27
"192","2019-03-27",4.14
"193","2019-03-28",3.99
"194","2019-03-29",4.05
"195","2019-04-01",4.07
"196","2019-04-02",4.1
"197","2019-04-03",4.38
"198","2019-04-04",4.18
"199","2019-04-05",4.13
"200","2019-04-08",4.11
"201","2019-04-09",3.92
"202","2019-04-10",3.83
"203","2019-04-11",3.86
"204","2019-04-12",3.89
"205","2019-04-15",3.93
"206","2019-04-16",3.84
"207","2019-04-17",3.61
"208","2019-04-18",3.71
"209","2019-04-22",3.65
"210","2019-04-23",3.81
"211","2019-04-24",3.72
"212","2019-04-25",3.66
"213","2019-04-26",3.74
"214","2019-04-29",3.93
"215","2019-04-30",3.85
"216","2019-05-01",3.81
"217","2019-05-02",3.75
"218","2019-05-03",3.78
"219","2019-05-06",3.87
"220","2019-05-07",3.8
"221","2019-05-08",3.83
"222","2019-05-09",3.97
"223","2019-05-10",3.8
"224","2019-05-13",3.74
"225","2019-05-14",3.64
"226","2019-05-15",3.73
"227","2019-05-16",3.63
"228","2019-05-17",3.51
"229","2019-05-20",3.36
"230","2019-05-21",3.48
"231","2019-05-22",3.45
"232","2019-05-23",3.33
"233","2019-05-24",3.33
"234","2019-05-28",3.15
"235","2019-05-29",3.05
"236","2019-05-30",3.06
"237","2019-05-31",3.1
"238","2019-06-03",3.24
"239","2019-06-04",3.4
"240","2019-06-05",3.14
"241","2019-06-06",2.95
"242","2019-06-07",3.02
"243","2019-06-10",3.47
"244","2019-06-11",3.14
"245","2019-06-12",3.07
"246","2019-06-13",3.12
"247","2019-06-14",2.95
"248","2019-06-17",3
"249","2019-06-18",3.17
"250","2019-06-19",3.11
"251","2019-06-20",3.27
"252","2019-06-21",3.49
"253","2019-06-24",3.34
"254","2019-06-25",3.24
"255","2019-06-26",3.15
"256","2019-06-27",3.29
"257","2019-06-28",3.34
"258","2019-07-01",3.61
"259","2019-07-02",3.76
"260","2019-07-03",3.71
"261","2019-07-05",3.76
"262","2019-07-08",3.6
"263","2019-07-09",3.78
"264","2019-07-10",3.75
"265","2019-07-11",3.82
"266","2019-07-12",3.75
"267","2019-07-15",3.81
"268","2019-07-16",3.65
"269","2019-07-17",3.67
"270","2019-07-18",3.77
"271","2019-07-19",3.72
"272","2019-07-22",3.57
"273","2019-07-23",3.44
"274","2019-07-24",3.7
"275","2019-07-25",3.57
"276","2019-07-26",3.73
"277","2019-07-29",3.73
"278","2019-07-30",3.77
"279","2019-07-31",3.72
"280","2019-08-01",3.63
"281","2019-08-02",3.4
"282","2019-08-05",3.67
"283","2019-08-06",3.67
"284","2019-08-07",3.56
"285","2019-08-08",3.54
"286","2019-08-09",3.53
"287","2019-08-12",3.63
"288","2019-08-13",3.22
"289","2019-08-14",3.29
"290","2019-08-15",3.27
"291","2019-08-16",3.22
"292","2019-08-19",3.09
"293","2019-08-20",3.11
"294","2019-08-21",3.15
"295","2019-08-22",3.13
"296","2019-08-23",3
"297","2019-08-26",3.25
"298","2019-08-27",3.06
"299","2019-08-28",3.11
"300","2019-08-29",3.23
"301","2019-08-30",3.38
"302","2019-09-03",3.4
"303","2019-09-04",3.47
"304","2019-09-05",3.44
"305","2019-09-06",3.66
"306","2019-09-09",3.64
"307","2019-09-10",3.95
"308","2019-09-11",4.08
"309","2019-09-12",4
"310","2019-09-13",4.02
"311","2019-09-16",4.06
"312","2019-09-17",3.99
"313","2019-09-18",4
"314","2019-09-19",3.76
"315","2019-09-20",3.85
"316","2019-09-23",3.92
"317","2019-09-24",3.9
"318","2019-09-25",3.63
"319","2019-09-26",3.59
"320","2019-09-27",3.53
"321","2019-09-30",3.49
"322","2019-10-01",3.37
"323","2019-10-02",3.27
"324","2019-10-03",3.29
"325","2019-10-04",3.28
"326","2019-10-07",3.24
"327","2019-10-08",3.2
"328","2019-10-09",3.08
"329","2019-10-10",3.11
"330","2019-10-11",3.09
"331","2019-10-14",2.84
"332","2019-10-15",3.21
"333","2019-10-16",3.32
"334","2019-10-17",3.26
"335","2019-10-18",3.01
"336","2019-10-21",2.99
"337","2019-10-22",3.08
"338","2019-10-23",3.05
"339","2019-10-24",3.02
"340","2019-10-25",3.13
"341","2019-10-28",3.22
"342","2019-10-29",3.02
"343","2019-10-30",3.17
"344","2019-10-31",3.32
"345","2019-11-01",3.6
"346","2019-11-04",3.49
"347","2019-11-05",3.31
"348","2019-11-06",3.18
"349","2019-11-07",3.14
"350","2019-11-08",3.23
"351","2019-11-11",3.3
"352","2019-11-12",3.28
"353","2019-11-13",3.4
"354","2019-11-14",3.26
"355","2019-11-15",3.33
"356","2019-11-18",3.16
"357","2019-11-19",3.2
"358","2019-11-20",3.15
"359","2019-11-21",3.2
"360","2019-11-22",3.1
"361","2019-11-25",3.25
"362","2019-11-26",3.51
"363","2019-11-27",3.89
"364","2019-11-29",4.06
"365","2019-12-02",3.85
"366","2019-12-03",3.85
"367","2019-12-04",3.98
"368","2019-12-05",3.99
"369","2019-12-06",4.15
"370","2019-12-09",4.09
"371","2019-12-10",4.12
"372","2019-12-11",4.2
"373","2019-12-12",4.24
"374","2019-12-13",4.25
"375","2019-12-16",4.12
"376","2019-12-17",3.95
"377","2019-12-18",3.77
"378","2019-12-19",3.8
"379","2019-12-20",3.65
"380","2019-12-23",3.63
"381","2019-12-24",3.64
"382","2019-12-26",3.6
"383","2019-12-27",3.34
"384","2019-12-30",3.15
"385","2019-12-31",3.42
"386","2020-01-02",3.68
"387","2020-01-03",3.66
"388","2020-01-06",3.54
"389","2020-01-07",3.7
"390","2020-01-08",3.6
"391","2020-01-09",3.6
"392","2020-01-10",3.22
"393","2020-01-13",3.25
"394","2020-01-14",3.24
"395","2020-01-15",3.56
"396","2020-01-16",3.6
"397","2020-01-17",4.6
"398","2020-01-21",4.65
"399","2020-01-22",5.03
"400","2020-01-23",4.6
"401","2020-01-24",4.44
"402","2020-01-27",4.5
"403","2020-01-28",4.25
"404","2020-01-29",3.86
"405","2020-01-30",3.91
"406","2020-01-31",4.09
"407","2020-02-03",4.05
"408","2020-02-04",3.94
"409","2020-02-05",3.98
"410","2020-02-06",3.8
"411","2020-02-07",3.67
"412","2020-02-10",3.65
"413","2020-02-11",3.5
"414","2020-02-12",3.58
"415","2020-02-13",3.45
"416","2020-02-14",3.47
"417","2020-02-18",3.55
"418","2020-02-19",3.72
"419","2020-02-20",3.66
"420","2020-02-21",3.61
"421","2020-02-24",3.4
"422","2020-02-25",3.24
"423","2020-02-26",3.12
"424","2020-02-27",3.13
"425","2020-02-28",3.22
"426","2020-03-02",3.17
"427","2020-03-03",3.07
"428","2020-03-04",3.18
"429","2020-03-05",3.16
"430","2020-03-06",2.96
"431","2020-03-09",2.67
"432","2020-03-10",2.41
"433","2020-03-11",2.43
"434","2020-03-12",2.15
"435","2020-03-13",2.24
"436","2020-03-16",1.81
"437","2020-03-17",1.84
"438","2020-03-18",1.83
"439","2020-03-19",2.05
"440","2020-03-20",2.13
"441","2020-03-23",2.21
"442","2020-03-24",2.18
"443","2020-03-25",2.2
"444","2020-03-26",2.22
"445","2020-03-27",2.17
"446","2020-03-30",2.32
"447","2020-03-31",2.16
"448","2020-04-01",2.16
"449","2020-04-02",2.04
"450","2020-04-03",1.99
"451","2020-04-06",2.15
"452","2020-04-07",2.07
"453","2020-04-08",2.25
"454","2020-04-09",2.36
"455","2020-04-13",2.44
"456","2020-04-14",2.61
"457","2020-04-15",2.48
"458","2020-04-16",2.3
"459","2020-04-17",2.51
"460","2020-04-20",2.65
"461","2020-04-21",2.6
"462","2020-04-22",3
"463","2020-04-23",2.66
"464","2020-04-24",2.67
"465","2020-04-27",2.46
"466","2020-04-28",2.49
"467","2020-04-29",2.94
"468","2020-04-30",2.83
"469","2020-05-01",2.72
"470","2020-05-04",2.91
"471","2020-05-05",3.24
"472","2020-05-06",3.65
"473","2020-05-07",3.84
"474","2020-05-08",4.11
"475","2020-05-11",3.9
"476","2020-05-12",3.79
"477","2020-05-13",3.54
"478","2020-05-14",3.77
"479","2020-05-15",3.57
"480","2020-05-18",3.65
"481","2020-05-19",3.68
"482","2020-05-20",3.84
"483","2020-05-21",4.17
"484","2020-05-22",4.2
"485","2020-05-26",4.15
"486","2020-05-27",3.94
"487","2020-05-28",3.92
"488","2020-05-29",3.74
"489","2020-06-01",3.61
"490","2020-06-02",3.58
"491","2020-06-03",3.71
"492","2020-06-04",3.68
"493","2020-06-05",3.53
"494","2020-06-08",3.7
"495","2020-06-09",3.87
"496","2020-06-10",3.99
"497","2020-06-11",3.96
"498","2020-06-12",4.12
"499","2020-06-15",4.17
"500","2020-06-16",4.08
"501","2020-06-17",4.08
"502","2020-06-18",4.15
"503","2020-06-19",4.4
"504","2020-06-22",4.1
"505","2020-06-23",4.11
"506","2020-06-24",4.07
"507","2020-06-25",4.25
"508","2020-06-26",3.93
"509","2020-06-29",3.96
"510","2020-06-30",4.17
"511","2020-07-01",4.96
"512","2020-07-02",4.99
"513","2020-07-06",4.73
"514","2020-07-07",4.73
"515","2020-07-08",4.77
"516","2020-07-09",4.67
"517","2020-07-10",4.5
"518","2020-07-13",4.3
"519","2020-07-14",4.55
"520","2020-07-15",4.58
"521","2020-07-16",4.6
"522","2020-07-17",4.62
"523","2020-07-20",4.5
"524","2020-07-21",4.37
"525","2020-07-22",4.35
"526","2020-07-23",4.26
"527","2020-07-24",4.02
"528","2020-07-27",3.93
"529","2020-07-28",3.82
"530","2020-07-29",3.69
"531","2020-07-30",3.94
"532","2020-07-31",3.77
"533","2020-08-03",3.95
"534","2020-08-04",4.15
"535","2020-08-05",3.9
"536","2020-08-06",3.98
"537","2020-08-07",3.95
"538","2020-08-10",4.09
"539","2020-08-11",4.04
"540","2020-08-12",3.86
"541","2020-08-13",3.92
"542","2020-08-14",3.84
"543","2020-08-17",4.09
"544","2020-08-18",3.99
"545","2020-08-19",3.87
"546","2020-08-20",3.94
"547","2020-08-21",3.88
"548","2020-08-24",3.55
"549","2020-08-25",3.57
"550","2020-08-26",3.63
"551","2020-08-27",3.48
"552","2020-08-28",3.3
"553","2020-08-31",3.31
"554","2020-09-01",3.3
"555","2020-09-02",3.21
"556","2020-09-03",3.23
"557","2020-09-04",3.27
"558","2020-09-08",3.12
"559","2020-09-09",3.05
"560","2020-09-10",3.05
"561","2020-09-11",3.05
"562","2020-09-14",3.25
"563","2020-09-15",3.3
"564","2020-09-16",3.44
"565","2020-09-17",3.43
"566","2020-09-18",3.47
"567","2020-09-21",3.35
"568","2020-09-22",3.42
"569","2020-09-23",3.24
"570","2020-09-24",3.11
"571","2020-09-25",3.14
"572","2020-09-28",3.23
"573","2020-09-29",3.31
"574","2020-09-30",3.38
"575","2020-10-01",3.38
"576","2020-10-02",3.34
"577","2020-10-05",3.77
"578","2020-10-06",3.58
"579","2020-10-07",3.89
"580","2020-10-08",3.85
"581","2020-10-09",3.9
"582","2020-10-12",3.88
"583","2020-10-13",3.85
"584","2020-10-14",3.74
"585","2020-10-15",3.78
"586","2020-10-16",3.73
"587","2020-10-19",3.66
"588","2020-10-20",4.3
"589","2020-10-21",3.9
"590","2020-10-22",3.18
"591","2020-10-23",3.13
"592","2020-10-26",2.98
"593","2020-10-27",2.97
"594","2020-10-28",3.35
"595","2020-10-29",3.07
"596","2020-10-30",2.93
"597","2020-11-02",2.95
"598","2020-11-03",3
"599","2020-11-04",3.04
"600","2020-11-05",3.12
"601","2020-11-06",3.01
"602","2020-11-09",3.06
"603","2020-11-10",3.22
"604","2020-11-11",3.17
"605","2020-11-12",3.25
"606","2020-11-13",3.12
"607","2020-11-16",3.06
"608","2020-11-17",3.17
"609","2020-11-18",3.12
"610","2020-11-19",3.17
"611","2020-11-20",3.27
"612","2020-11-23",3.36
"613","2020-11-24",3.3
"614","2020-11-25",3.42
"615","2020-11-27",3.81
