"","date","FISI"
"1","2007-01-03",23.09
"2","2007-01-04",22.73
"3","2007-01-05",22.84
"4","2007-01-08",22.9
"5","2007-01-09",23
"6","2007-01-10",22.790001
"7","2007-01-11",22.540001
"8","2007-01-12",22.879999
"9","2007-01-16",23.68
"10","2007-01-17",23.6
"11","2007-01-18",23.67
"12","2007-01-19",23.65
"13","2007-01-22",23.58
"14","2007-01-23",23.41
"15","2007-01-24",23.120001
"16","2007-01-25",21.530001
"17","2007-01-26",21.700001
"18","2007-01-29",21.639999
"19","2007-01-30",21.870001
"20","2007-01-31",21.77
"21","2007-02-01",22.15
"22","2007-02-02",22.110001
"23","2007-02-05",21.9
"24","2007-02-06",21.860001
"25","2007-02-07",21.9
"26","2007-02-08",21.629999
"27","2007-02-09",21.799999
"28","2007-02-12",21.620001
"29","2007-02-13",21.75
"30","2007-02-14",21.870001
"31","2007-02-15",21.65
"32","2007-02-16",21.84
"33","2007-02-20",21.75
"34","2007-02-21",21.41
"35","2007-02-22",21.49
"36","2007-02-23",21.540001
"37","2007-02-26",21.51
"38","2007-02-27",21.450001
"39","2007-02-28",21.52
"40","2007-03-01",21.549999
"41","2007-03-02",21.5
"42","2007-03-05",21.43
"43","2007-03-06",21.440001
"44","2007-03-07",21.49
"45","2007-03-08",21.42
"46","2007-03-09",21.5
"47","2007-03-12",21.370001
"48","2007-03-13",20.67
"49","2007-03-14",21.030001
"50","2007-03-15",20.950001
"51","2007-03-16",20.83
"52","2007-03-19",20.719999
"53","2007-03-20",20.719999
"54","2007-03-21",20.84
"55","2007-03-22",20.85
"56","2007-03-23",21
"57","2007-03-26",20.91
"58","2007-03-27",20.690001
"59","2007-03-28",20.190001
"60","2007-03-29",20.049999
"61","2007-03-30",20.07
"62","2007-04-02",19.860001
"63","2007-04-03",19.9
"64","2007-04-04",19.709999
"65","2007-04-05",19.209999
"66","2007-04-09",19.209999
"67","2007-04-10",19.120001
"68","2007-04-11",19.07
"69","2007-04-12",19.08
"70","2007-04-13",19.17
"71","2007-04-16",18.969999
"72","2007-04-17",18.639999
"73","2007-04-18",19.209999
"74","2007-04-19",18.9
"75","2007-04-20",19.200001
"76","2007-04-23",19.139999
"77","2007-04-24",18.93
"78","2007-04-25",19.290001
"79","2007-04-26",19.25
"80","2007-04-27",19.34
"81","2007-04-30",19.190001
"82","2007-05-01",19.389999
"83","2007-05-02",19.73
"84","2007-05-03",19.860001
"85","2007-05-04",20.200001
"86","2007-05-07",20.43
"87","2007-05-08",20.469999
"88","2007-05-09",20.370001
"89","2007-05-10",20.389999
"90","2007-05-11",20.290001
"91","2007-05-14",20.540001
"92","2007-05-15",20.24
"93","2007-05-16",20.1
"94","2007-05-17",19.950001
"95","2007-05-18",20.24
"96","2007-05-21",20.200001
"97","2007-05-22",20.25
"98","2007-05-23",20.17
"99","2007-05-24",20.09
"100","2007-05-25",20.280001
"101","2007-05-29",20.139999
"102","2007-05-30",20.549999
"103","2007-05-31",20.26
"104","2007-06-01",20.26
"105","2007-06-04",20.25
"106","2007-06-05",20.5
"107","2007-06-06",20.540001
"108","2007-06-07",20.440001
"109","2007-06-08",20.16
"110","2007-06-11",20.120001
"111","2007-06-12",20.219999
"112","2007-06-13",20.24
"113","2007-06-14",20.360001
"114","2007-06-15",20.5
"115","2007-06-18",20.42
"116","2007-06-19",20.5
"117","2007-06-20",20.43
"118","2007-06-21",20.540001
"119","2007-06-22",20.549999
"120","2007-06-25",20.200001
"121","2007-06-26",20.16
"122","2007-06-27",19.889999
"123","2007-06-28",20.209999
"124","2007-06-29",20.190001
"125","2007-07-02",20.27
"126","2007-07-03",20.34
"127","2007-07-05",20.040001
"128","2007-07-06",20.059999
"129","2007-07-09",20.16
"130","2007-07-10",19.940001
"131","2007-07-11",20.209999
"132","2007-07-12",20.08
"133","2007-07-13",20
"134","2007-07-16",19.959999
"135","2007-07-17",19.950001
"136","2007-07-18",19.98
"137","2007-07-19",19.889999
"138","2007-07-20",19.950001
"139","2007-07-23",19.799999
"140","2007-07-24",19.200001
"141","2007-07-25",19.41
"142","2007-07-26",19.040001
"143","2007-07-27",18.23
"144","2007-07-30",18.1
"145","2007-07-31",18.309999
"146","2007-08-01",18.07
"147","2007-08-02",18.040001
"148","2007-08-03",17.6
"149","2007-08-06",16.5
"150","2007-08-07",16.450001
"151","2007-08-08",16.610001
"152","2007-08-09",16.82
"153","2007-08-10",16.690001
"154","2007-08-13",16.85
"155","2007-08-14",16.719999
"156","2007-08-15",16.940001
"157","2007-08-16",17.75
"158","2007-08-17",18.51
"159","2007-08-20",17.93
"160","2007-08-21",18.139999
"161","2007-08-22",18.559999
"162","2007-08-23",19.469999
"163","2007-08-24",19.969999
"164","2007-08-27",19.57
"165","2007-08-28",19.309999
"166","2007-08-29",19.5
"167","2007-08-30",19.32
"168","2007-08-31",19.52
"169","2007-09-04",19.5
"170","2007-09-05",19.25
"171","2007-09-06",19.57
"172","2007-09-07",19.49
"173","2007-09-10",19.280001
"174","2007-09-11",19.309999
"175","2007-09-12",18.6
"176","2007-09-13",18.6
"177","2007-09-14",18.43
"178","2007-09-17",18.15
"179","2007-09-18",18.57
"180","2007-09-19",19.030001
"181","2007-09-20",18.870001
"182","2007-09-21",18.129999
"183","2007-09-24",17.629999
"184","2007-09-25",17.85
"185","2007-09-26",17.860001
"186","2007-09-27",18.15
"187","2007-09-28",17.940001
"188","2007-10-01",18.25
"189","2007-10-02",18.950001
"190","2007-10-03",19.450001
"191","2007-10-04",19.540001
"192","2007-10-05",19.67
"193","2007-10-08",19.549999
"194","2007-10-09",19.389999
"195","2007-10-10",19.4
"196","2007-10-11",19.559999
"197","2007-10-12",19.629999
"198","2007-10-15",19.25
"199","2007-10-16",18.91
"200","2007-10-17",19.16
"201","2007-10-18",19.02
"202","2007-10-19",18.91
"203","2007-10-22",19.32
"204","2007-10-23",19.27
"205","2007-10-24",19.459999
"206","2007-10-25",19.5
"207","2007-10-26",19.030001
"208","2007-10-29",19.1
"209","2007-10-30",19.01
"210","2007-10-31",19.09
"211","2007-11-01",18.629999
"212","2007-11-02",18.969999
"213","2007-11-05",17.99
"214","2007-11-06",17.85
"215","2007-11-07",18
"216","2007-11-08",17.66
"217","2007-11-09",17.5
"218","2007-11-12",17.85
"219","2007-11-13",17.459999
"220","2007-11-14",17.25
"221","2007-11-15",17.92
"222","2007-11-16",17.690001
"223","2007-11-19",17.42
"224","2007-11-20",17.450001
"225","2007-11-21",17.18
"226","2007-11-23",17.82
"227","2007-11-26",17.389999
"228","2007-11-27",17.200001
"229","2007-11-28",17.860001
"230","2007-11-29",17.860001
"231","2007-11-30",17.85
"232","2007-12-03",18.190001
"233","2007-12-04",18.65
"234","2007-12-05",17.67
"235","2007-12-06",17.9
"236","2007-12-07",18.16
"237","2007-12-10",17.5
"238","2007-12-11",18.459999
"239","2007-12-12",17.73
"240","2007-12-13",18.07
"241","2007-12-14",18
"242","2007-12-17",18.4
"243","2007-12-18",18.200001
"244","2007-12-19",18.18
"245","2007-12-20",19.09
"246","2007-12-21",17.99
"247","2007-12-24",19
"248","2007-12-26",18.92
"249","2007-12-27",18.549999
"250","2007-12-28",18.57
"251","2007-12-31",17.82
"252","2008-01-02",17.940001
"253","2008-01-03",17.889999
"254","2008-01-04",17.82
"255","2008-01-07",17.92
"256","2008-01-08",17.98
"257","2008-01-09",18
"258","2008-01-10",19
"259","2008-01-11",18.77
"260","2008-01-14",19.860001
"261","2008-01-15",19.15
"262","2008-01-16",19.219999
"263","2008-01-17",18.110001
"264","2008-01-18",18.110001
"265","2008-01-22",17.299999
"266","2008-01-23",17.469999
"267","2008-01-24",18.51
"268","2008-01-25",19.76
"269","2008-01-28",20.6
"270","2008-01-29",19.57
"271","2008-01-30",19.25
"272","2008-01-31",19.42
"273","2008-02-01",19.549999
"274","2008-02-04",19.879999
"275","2008-02-05",19.51
"276","2008-02-06",19.32
"277","2008-02-07",19.42
"278","2008-02-08",19.309999
"279","2008-02-11",19.25
"280","2008-02-12",19.959999
"281","2008-02-13",19.74
"282","2008-02-14",19.59
"283","2008-02-15",19.549999
"284","2008-02-19",20
"285","2008-02-20",19.5
"286","2008-02-21",19.32
