"","date","TT"
"1","2007-01-03",24.048412
"2","2007-01-04",24.011232
"3","2007-01-05",24.407806
"4","2007-01-08",24.550323
"5","2007-01-09",24.915915
"6","2007-01-10",25.120398
"7","2007-01-11",25.095612
"8","2007-01-12",25.213345
"9","2007-01-16",25.169968
"10","2007-01-17",25.355862
"11","2007-01-18",25.448809
"12","2007-01-19",25.709059
"13","2007-01-22",25.34347
"14","2007-01-23",25.8144
"15","2007-01-24",25.709059
"16","2007-01-25",25.640898
"17","2007-01-26",25.86397
"18","2007-01-29",25.34347
"19","2007-01-30",25.876364
"20","2007-01-31",26.570366
"21","2007-02-01",26.737669
"22","2007-02-02",27.165224
"23","2007-02-05",26.880188
"24","2007-02-06",26.923563
"25","2007-02-07",27.035099
"26","2007-02-08",26.675705
"27","2007-02-09",26.192383
"28","2007-02-12",26.347294
"29","2007-02-13",26.514597
"30","2007-02-14",26.526991
"31","2007-02-15",27.338724
"32","2007-02-16",27.512226
"33","2007-02-20",27.506029
"34","2007-02-21",27.444065
"35","2007-02-22",27.623762
"36","2007-02-23",28.007942
"37","2007-02-26",27.952173
"38","2007-02-27",26.502205
"39","2007-02-28",26.830616
"40","2007-03-01",26.694294
"41","2007-03-02",26.403061
"42","2007-03-05",26.136614
"43","2007-03-06",26.638527
"44","2007-03-07",26.80583
"45","2007-03-08",26.737669
"46","2007-03-09",26.37208
"47","2007-03-12",26.54558
"48","2007-03-13",26.217169
"49","2007-03-14",26.489811
"50","2007-03-15",26.588955
"51","2007-03-16",26.619938
"52","2007-03-19",27.171421
"53","2007-03-20",27.450262
"54","2007-03-21",27.945976
"55","2007-03-22",27.970762
"56","2007-03-23",28.144262
"57","2007-03-26",28.088495
"58","2007-03-27",27.146635
"59","2007-03-28",26.570366
"60","2007-03-29",26.849205
"61","2007-03-30",26.873991
"62","2007-04-02",27.282957
"63","2007-04-03",27.251974
"64","2007-04-04",27.165224
"65","2007-04-05",27.022707
"66","2007-04-09",27.109457
"67","2007-04-10",27.623762
"68","2007-04-11",27.320135
"69","2007-04-12",27.803459
"70","2007-04-13",27.722904
"71","2007-04-16",27.853029
"72","2007-04-17",27.729101
"73","2007-04-18",27.797262
"74","2007-04-19",27.431671
"75","2007-04-20",28.138067
"76","2007-04-23",28.280584
"77","2007-04-24",28.007942
"78","2007-04-25",28.21862
"79","2007-04-26",28.540836
"80","2007-04-27",28.534639
"81","2007-04-30",27.667137
"82","2007-05-01",27.927387
"83","2007-05-02",28.348745
"84","2007-05-03",28.571817
"85","2007-05-04",28.757711
"86","2007-05-07",28.559425
"87","2007-05-08",28.763908
"88","2007-05-09",29.333981
"89","2007-05-10",28.670961
"90","2007-05-11",28.90023
"91","2007-05-14",28.881639
"92","2007-05-15",30.542288
"93","2007-05-16",30.368788
"94","2007-05-17",30.288235
"95","2007-05-18",30.38118
"96","2007-05-21",30.300627
"97","2007-05-22",30.282038
"98","2007-05-23",30.027983
"99","2007-05-24",29.966019
"100","2007-05-25",30.20768
"101","2007-05-29",30.511307
"102","2007-05-30",30.790146
"103","2007-05-31",31.806364
"104","2007-06-01",32.029434
"105","2007-06-04",32.023239
"106","2007-06-05",32.00465
"107","2007-06-06",31.279665
"108","2007-06-07",31.124754
"109","2007-06-08",31.694828
"110","2007-06-11",31.719614
"111","2007-06-12",31.106165
"112","2007-06-13",32.766811
"113","2007-06-14",32.500366
"114","2007-06-15",32.444599
"115","2007-06-18",33.925549
"116","2007-06-19",34.074265
"117","2007-06-20",34.41507
"118","2007-06-21",34.693909
"119","2007-06-22",34.532799
"120","2007-06-25",34.061871
"121","2007-06-26",33.504189
"122","2007-06-27",33.882172
"123","2007-06-28",33.931744
"124","2007-06-29",33.968925
"125","2007-07-02",34.439854
"126","2007-07-03",34.545193
"127","2007-07-05",34.16721
"128","2007-07-06",34.012299
"129","2007-07-09",34.365498
"130","2007-07-10",33.962727
"131","2007-07-11",33.913155
"132","2007-07-12",34.353104
"133","2007-07-13",34.204388
"134","2007-07-16",34.625748
"135","2007-07-17",34.582371
"136","2007-07-18",34.693909
"137","2007-07-19",34.51421
"138","2007-07-20",33.875977
"139","2007-07-23",33.962727
"140","2007-07-24",32.841171
"141","2007-07-25",32.17815
"142","2007-07-26",31.40979
"143","2007-07-27",29.829697
"144","2007-07-30",32.079006
"145","2007-07-31",31.180523
"146","2007-08-01",31.391201
"147","2007-08-02",32.097595
"148","2007-08-03",31.038004
"149","2007-08-06",32.035633
"150","2007-08-07",31.577095
"151","2007-08-08",31.626667
"152","2007-08-09",30.052769
"153","2007-08-10",30.015591
"154","2007-08-13",30.876896
"155","2007-08-14",29.625214
"156","2007-08-15",29.811108
"157","2007-08-16",29.253428
"158","2007-08-17",30.015591
"159","2007-08-20",30.598057
"160","2007-08-21",30.957451
"161","2007-08-22",31.762989
"162","2007-08-23",31.298254
"163","2007-08-24",32.2649
"164","2007-08-27",31.601881
"165","2007-08-28",30.41836
"166","2007-08-29",31.403595
"167","2007-08-30",31.868328
"168","2007-08-31",32.17815
"169","2007-09-04",32.481777
"170","2007-09-05",32.00465
"171","2007-09-06",32.59951
"172","2007-09-07",31.9179
"173","2007-09-10",31.750595
"174","2007-09-11",32.240116
"175","2007-09-12",31.83115
"176","2007-09-13",32.109989
"177","2007-09-14",32.419811
"178","2007-09-17",32.227722
"179","2007-09-18",33.584743
"180","2007-09-19",33.696281
"181","2007-09-20",33.330688
"182","2007-09-21",33.336887
"183","2007-09-24",33.312099
"184","2007-09-25",33.237743
"185","2007-09-26",33.058044
"186","2007-09-27",33.448421
"187","2007-09-28",33.752048
"188","2007-10-01",34.012299
"189","2007-10-02",33.640511
"190","2007-10-03",33.058044
"191","2007-10-04",33.361671
"192","2007-10-05",34.421265
"193","2007-10-08",33.863583
"194","2007-10-09",33.665298
"195","2007-10-10",33.640511
"196","2007-10-11",33.008472
"197","2007-10-12",32.890743
"198","2007-10-15",32.580921
"199","2007-10-16",32.506561
"200","2007-10-17",32.097595
"201","2007-10-18",32.450794
"202","2007-10-19",30.666218
"203","2007-10-22",30.969843
"204","2007-10-23",31.725809
"205","2007-10-24",31.471756
"206","2007-10-25",30.80254
"207","2007-10-26",31.564703
"208","2007-10-29",32.17815
"209","2007-10-30",31.013218
"210","2007-10-31",31.199112
"211","2007-11-01",30.932665
"212","2007-11-02",31.32304
"213","2007-11-05",31.292059
"214","2007-11-06",31.893114
"215","2007-11-07",31.007021
"216","2007-11-08",30.746771
"217","2007-11-09",30.306824
"218","2007-11-12",30.368788
"219","2007-11-13",30.734379
"220","2007-11-14",30.988432
"221","2007-11-15",30.604252
"222","2007-11-16",30.238663
"223","2007-11-19",29.817305
"224","2007-11-20",30.684807
"225","2007-11-21",29.767733
"226","2007-11-23",30.176699
"227","2007-11-26",30.189091
"228","2007-11-27",30.771557
"229","2007-11-28",31.818756
"230","2007-11-29",31.762989
"231","2007-11-30",31.998453
"232","2007-12-03",31.601881
"233","2007-12-04",31.899311
"234","2007-12-05",31.930292
"235","2007-12-06",32.023239
"236","2007-12-07",32.140972
"237","2007-12-10",32.233917
"238","2007-12-11",30.957451
"239","2007-12-12",30.982237
"240","2007-12-13",31.112362
"241","2007-12-14",30.474127
"242","2007-12-17",27.01651
"243","2007-12-18",27.431671
"244","2007-12-19",27.933584
"245","2007-12-20",27.716709
"246","2007-12-21",28.4293
"247","2007-12-24",29.191463
"248","2007-12-26",29.148088
"249","2007-12-27",28.763908
"250","2007-12-28",28.931211
"251","2007-12-31",28.794889
"252","2008-01-02",27.822048
"253","2008-01-03",27.437868
"254","2008-01-04",26.403061
"255","2008-01-07",25.448809
"256","2008-01-08",24.773396
"257","2008-01-09",24.321054
"258","2008-01-10",25.058432
"259","2008-01-11",25.089415
"260","2008-01-14",25.653292
"261","2008-01-15",24.742414
"262","2008-01-16",24.34584
"263","2008-01-17",22.784336
"264","2008-01-18",23.013605
"265","2008-01-22",23.224283
"266","2008-01-23",24.321054
"267","2008-01-24",24.079393
"268","2008-01-25",24.011232
"269","2008-01-28",24.215715
"270","2008-01-29",24.612288
"271","2008-01-30",24.190929
"272","2008-01-31",24.46977
"273","2008-02-01",24.290073
"274","2008-02-04",24.283876
"275","2008-02-05",23.769571
"276","2008-02-06",23.967857
"277","2008-02-07",23.713804
"278","2008-02-08",23.162319
"279","2008-02-11",23.187105
"280","2008-02-12",23.899696
"281","2008-02-13",24.779593
"282","2008-02-14",24.519342
"283","2008-02-15",24.358234
"284","2008-02-19",24.500751
"285","2008-02-20",24.364429
"286","2008-02-21",24.252893
"287","2008-02-22",24.395412
"288","2008-02-25",25.027451
"289","2008-02-26",25.578934
"290","2008-02-27",26.316311
"291","2008-02-28",26.669508
"292","2008-02-29",25.938328
"293","2008-03-03",26.434044
"294","2008-03-04",26.07465
"295","2008-03-05",26.588955
"296","2008-03-06",26.427847
"297","2008-03-07",26.564169
"298","2008-03-10",25.541756
"299","2008-03-11",26.694294
"300","2008-03-12",27.090868
"301","2008-03-13",27.437868
"302","2008-03-14",26.737669
"303","2008-03-17",26.644724
"304","2008-03-18",27.567993
"305","2008-03-19",26.3349
"306","2008-03-20",26.650919
"307","2008-03-24",27.258171
"308","2008-03-25",27.927387
"309","2008-03-26",27.413082
"310","2008-03-27",26.954546
"311","2008-03-28",27.152832
"312","2008-03-31",27.623762
"313","2008-04-01",28.801086
"314","2008-04-02",28.416906
"315","2008-04-03",28.292978
"316","2008-04-04",28.86305
"317","2008-04-07",28.367334
"318","2008-04-08",27.815851
"319","2008-04-09",27.382101
"320","2008-04-10",27.524618
"321","2008-04-11",26.793438
"322","2008-04-14",26.743866
"323","2008-04-15",26.991724
"324","2008-04-16",28.280584
"325","2008-04-17",27.964567
"326","2008-04-18",28.441692
"327","2008-04-21",28.460281
"328","2008-04-22",27.803459
"329","2008-04-23",27.010313
"330","2008-04-24",26.576563
"331","2008-04-25",26.706688
"332","2008-04-28",27.146635
"333","2008-04-29",26.37208
"334","2008-04-30",27.499832
"335","2008-05-01",27.840637
"336","2008-05-02",27.877815
"337","2008-05-05",27.301546
"338","2008-05-06",27.115652
"339","2008-05-07",26.63233
"340","2008-05-08",26.539383
"341","2008-05-09",26.347294
"342","2008-05-12",27.177618
"343","2008-05-13",27.530815
"344","2008-05-14",27.530815
"345","2008-05-15",27.722904
