"","date","OPNT"
"1","2009-12-02",1.2
"2","2009-12-03",1.22
"3","2009-12-04",1.28
"4","2009-12-07",1.2
"5","2009-12-08",1.26
"6","2009-12-09",1.26
"7","2009-12-10",1.2
"8","2009-12-11",1.1
"9","2009-12-14",1.05
"10","2009-12-15",1.01
"11","2009-12-16",1.04
"12","2009-12-17",1.01
"13","2009-12-18",1.01
"14","2009-12-21",1.01
"15","2009-12-22",1.01
"16","2009-12-23",1.2
"17","2009-12-24",1.2
"18","2009-12-28",1.2
"19","2009-12-29",1.2
"20","2009-12-30",1.2
"21","2009-12-31",1.2
"22","2010-01-04",1.2
"23","2010-01-05",1.2
"24","2010-01-06",1.2
"25","2010-01-07",1.2
"26","2010-01-08",1.2
"27","2010-01-11",1.2
"28","2010-01-12",1.2
"29","2010-01-13",1.2
"30","2010-01-14",1.2
"31","2010-01-15",1.2
"32","2010-01-19",1.01
"33","2010-01-20",1.01
"34","2010-01-21",0.99
"35","2010-01-22",0.99
"36","2010-01-25",0.99
"37","2010-01-26",0.75
"38","2010-01-27",0.62
"39","2010-01-28",0.62
"40","2010-01-29",0.62
"41","2010-02-01",0.62
"42","2010-02-02",0.62
"43","2010-02-03",0.62
"44","2010-02-04",0.62
"45","2010-02-05",0.62
"46","2010-02-08",1.15
"47","2010-02-09",0.6
"48","2010-02-10",0.6
"49","2010-02-11",0.6
"50","2010-02-12",0.6
"51","2010-02-16",0.6
"52","2010-02-17",0.6
"53","2010-02-18",0.6
"54","2010-02-19",0.6
"55","2010-02-22",0.25
"56","2010-02-23",0.25
"57","2010-02-24",0.2
"58","2010-02-25",0.2
"59","2010-02-26",0.2
"60","2010-03-01",0.2
"61","2010-03-02",0.2
"62","2010-03-03",0.2
"63","2010-03-04",0.2
"64","2010-03-05",0.2
"65","2010-03-08",0.2
"66","2010-03-09",0.25
"67","2010-03-10",0.19
"68","2010-03-11",0.19
"69","2010-03-12",0.19
"70","2010-03-15",0.19
"71","2010-03-16",0.2
"72","2010-03-17",0.2
"73","2010-03-18",0.2
"74","2010-03-19",0.2
"75","2010-03-22",0.26
"76","2010-03-23",0.25
"77","2010-03-24",0.25
"78","2010-03-25",0.28
"79","2010-03-26",0.28
"80","2010-03-29",0.26
"81","2010-03-30",0.3
"82","2010-03-31",0.28
"83","2010-04-01",0.28
"84","2010-04-05",0.28
"85","2010-04-06",0.28
"86","2010-04-07",0.45
"87","2010-04-08",0.45
"88","2010-04-09",0.45
"89","2010-04-12",0.45
"90","2010-04-13",0.3
"91","2010-04-14",0.35
"92","2010-04-15",0.35
"93","2010-04-16",0.35
"94","2010-04-19",0.35
"95","2010-04-20",0.35
"96","2010-04-21",0.3
"97","2010-04-22",0.3
"98","2010-04-23",0.35
"99","2010-04-26",0.3
"100","2010-04-27",0.3
"101","2010-04-28",0.35
"102","2010-04-29",0.35
"103","2010-04-30",0.35
"104","2010-05-03",0.35
"105","2010-05-04",0.35
"106","2010-05-05",0.35
"107","2010-05-06",0.55
"108","2010-05-07",0.55
"109","2010-05-10",0.55
"110","2010-05-11",0.55
"111","2010-05-12",0.55
"112","2010-05-13",0.55
"113","2010-05-14",0.55
"114","2010-05-17",0.55
"115","2010-05-18",0.55
"116","2010-05-19",0.55
"117","2010-05-20",0.55
"118","2010-05-21",0.3
"119","2010-05-24",0.3
"120","2010-05-25",0.3
"121","2010-05-26",0.3
"122","2010-05-27",0.3
"123","2010-05-28",0.21
"124","2010-06-01",0.21
"125","2010-06-02",0.21
"126","2010-06-03",0.21
"127","2010-06-04",0.21
"128","2010-06-07",0.21
"129","2010-06-08",0.23
"130","2010-06-09",0.23
"131","2010-06-10",0.23
"132","2010-06-11",0.23
"133","2010-06-14",0.23
"134","2010-06-15",0.23
"135","2010-06-16",0.23
"136","2010-06-17",0.17
"137","2010-06-18",0.15
"138","2010-06-21",0.15
"139","2010-06-22",0.15
"140","2010-06-23",0.15
"141","2010-06-24",0.15
"142","2010-06-25",0.12
"143","2010-06-28",0.12
"144","2010-06-29",0.12
"145","2010-06-30",0.12
"146","2010-07-01",0.12
"147","2010-07-02",0.12
"148","2010-07-06",0.12
"149","2010-07-07",0.1
"150","2010-07-08",0.1
"151","2010-07-09",0.1
"152","2010-07-12",0.1
"153","2010-07-13",0.1
"154","2010-07-14",0.06
"155","2010-07-15",0.1
"156","2010-07-16",0.06
"157","2010-07-19",0.06
"158","2010-07-20",0.06
"159","2010-07-21",0.07
"160","2010-07-22",0.07
"161","2010-07-23",0.07
"162","2010-07-26",0.08
"163","2010-07-27",0.08
"164","2010-07-28",0.08
"165","2010-07-29",0.08
"166","2010-07-30",0.08
"167","2010-08-02",0.08
"168","2010-08-03",0.08
"169","2010-08-04",0.08
"170","2010-08-05",0.1
"171","2010-08-06",0.1
"172","2010-08-09",0.1
"173","2010-08-10",0.1
"174","2010-08-11",0.1
"175","2010-08-12",0.07
"176","2010-08-13",0.07
"177","2010-08-16",0.03
"178","2010-08-17",0.03
"179","2010-08-18",0.03
"180","2010-08-19",0.05
"181","2010-08-20",0.05
"182","2010-08-23",0.05
"183","2010-08-24",0.05
"184","2010-08-25",0.05
"185","2010-08-26",0.05
"186","2010-08-27",0.05
"187","2010-08-30",0.05
"188","2010-08-31",0.05
"189","2010-09-01",0.05
"190","2010-09-02",0.04
"191","2010-09-03",0.05
"192","2010-09-07",0.05
"193","2010-09-08",0.05
"194","2010-09-09",0.05
"195","2010-09-10",0.04
"196","2010-09-13",0.04
"197","2010-09-14",0.04
"198","2010-09-15",0.04
"199","2010-09-16",0.04
"200","2010-09-17",0.13
"201","2010-09-20",0.25
"202","2010-09-21",0.25
"203","2010-09-22",0.2
"204","2010-09-23",0.2
"205","2010-09-24",0.2
"206","2010-09-27",0.2
"207","2010-09-28",0.15
"208","2010-09-29",0.15
"209","2010-09-30",0.2
"210","2010-10-01",0.2
"211","2010-10-04",0.2
"212","2010-10-05",0.15
"213","2010-10-06",0.15
"214","2010-10-07",0.15
"215","2010-10-08",0.15
"216","2010-10-11",0.15
"217","2010-10-12",0.15
"218","2010-10-13",0.15
"219","2010-10-14",0.3
"220","2010-10-15",0.35
"221","2010-10-18",0.35
"222","2010-10-19",0.35
"223","2010-10-20",0.35
"224","2010-10-21",0.35
"225","2010-10-22",0.35
"226","2010-10-25",0.35
"227","2010-10-26",0.35
"228","2010-10-27",0.45
"229","2010-10-28",0.45
"230","2010-10-29",0.45
"231","2010-11-01",0.45
"232","2010-11-02",0.45
"233","2010-11-03",0.45
"234","2010-11-04",0.45
"235","2010-11-05",0.45
"236","2010-11-08",0.32
"237","2010-11-09",0.2
"238","2010-11-10",0.32
"239","2010-11-11",0.32
"240","2010-11-12",0.32
"241","2010-11-15",0.32
"242","2010-11-16",0.32
"243","2010-11-17",0.32
"244","2010-11-18",0.32
"245","2010-11-19",0.32
"246","2010-11-22",0.3
"247","2010-11-23",0.3
"248","2010-11-24",0.3
"249","2010-11-26",0.3
"250","2010-11-29",0.3
"251","2010-11-30",0.32
"252","2010-12-01",0.32
"253","2010-12-02",0.32
"254","2010-12-03",0.32
"255","2010-12-06",0.32
"256","2010-12-07",0.32
"257","2010-12-08",0.32
"258","2010-12-09",0.32
"259","2010-12-10",0.32
"260","2010-12-13",0.3
"261","2010-12-14",0.3
"262","2010-12-15",0.3
"263","2010-12-16",0.32
"264","2010-12-17",0.32
"265","2010-12-20",0.25
"266","2010-12-21",0.32
"267","2010-12-22",0.32
"268","2010-12-23",0.32
"269","2010-12-27",0.32
"270","2010-12-28",0.32
"271","2010-12-29",0.32
"272","2010-12-30",0.32
"273","2010-12-31",0.32
"274","2011-01-03",0.32
"275","2011-01-04",0.32
"276","2011-01-05",0.3
"277","2011-01-06",0.3
"278","2011-01-07",0.3
"279","2011-01-10",0.3
"280","2011-01-11",0.3
"281","2011-01-12",0.3
"282","2011-01-13",0.3
"283","2011-01-14",0.3
"284","2011-01-18",0.4
"285","2011-01-19",0.3
"286","2011-01-20",0.3
"287","2011-01-21",0.3
"288","2011-01-24",0.3
"289","2011-01-25",0.3
"290","2011-01-26",0.3
"291","2011-01-27",0.45
"292","2011-01-28",0.45
"293","2011-01-31",0.42
"294","2011-02-01",0.45
"295","2011-02-02",0.43
"296","2011-02-03",0.29
"297","2011-02-04",0.4
"298","2011-02-07",0.45
"299","2011-02-08",0.54
"300","2011-02-09",0.51
"301","2011-02-10",0.48
"302","2011-02-11",0.45
"303","2011-02-14",0.51
"304","2011-02-15",0.5
"305","2011-02-16",0.54
"306","2011-02-17",0.5
"307","2011-02-18",0.65
"308","2011-02-22",0.61
"309","2011-02-23",0.7
"310","2011-02-24",0.62
"311","2011-02-25",0.72
"312","2011-02-28",0.6
"313","2011-03-01",0.5
"314","2011-03-02",0.65
"315","2011-03-03",0.6
"316","2011-03-04",0.6
"317","2011-03-07",0.6
"318","2011-03-08",0.6
"319","2011-03-09",0.6
"320","2011-03-10",0.65
"321","2011-03-11",0.69
"322","2011-03-14",0.65
"323","2011-03-15",0.65
"324","2011-03-16",0.75
"325","2011-03-17",0.74
"326","2011-03-18",0.7
"327","2011-03-21",0.81
"328","2011-03-22",0.8
"329","2011-03-23",0.78
"330","2011-03-24",0.79
"331","2011-03-25",0.79
"332","2011-03-28",0.65
"333","2011-03-29",0.65
"334","2011-03-30",0.7
"335","2011-03-31",0.74
"336","2011-04-01",0.6
"337","2011-04-04",0.71
"338","2011-04-05",0.68
"339","2011-04-06",0.68
"340","2011-04-07",0.61
"341","2011-04-08",0.68
"342","2011-04-11",0.65
"343","2011-04-12",0.68
"344","2011-04-13",0.62
"345","2011-04-14",0.62
"346","2011-04-15",0.65
"347","2011-04-18",0.67
"348","2011-04-19",0.7
"349","2011-04-20",0.68
"350","2011-04-21",0.67
"351","2011-04-25",0.68
"352","2011-04-26",0.68
"353","2011-04-27",0.67
"354","2011-04-28",0.67
"355","2011-04-29",0.9
